entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfClassOfIssuedShares,DisposalsOfPropertyPlantAndEquipment,EmailOfReportingEntity,Equity,FaxNumberOfReportingEntity,IdentificationNumberCvrOfReportingEntity,ImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,NominalValueOfIssuedShares,NumberOfIssuedShares,PlaceOfSignatureOfStatement,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,CashAndCashEquivalents,ProfitLoss,Dividend,AdjustmentsForDeferredTax,AdjustmentsOfInterestAndSimilarIncomes,AdjustmentsOfTaxExpense,AdjustmentsfInterestAndSimilarExpenses,AmortisationOfIntangibleAssets,AverageNumberOfEmployees,CashFlowFromOperatingActivitiesBeforeFinancialItems,CashFlowsFromUsedInFinancingActivities,CashFlowsFromUsedInInvestingActivities,CashFlowsFromUsedInOperatingActivities,CurrentTaxExpense,DecreaseIncreaseInInventories,DecreaseIncreaseInReceivables,DecreaseIncreaseInTradePayables,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssets,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,EmployeeBenefitsExpense,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,InterestPaidClassifiedAsOperatingActivities,InterestReceivedClassifiedAsOperatingActivities,InvestmentInPropertyPlantAndEquipment,NetIncreaseDecreaseInCashAndCashEquivalents,OtherAdjustmentsForDecreaseIncreaseInWorkingCapital,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PostemploymentBenefitExpense,ProceedsFromLongtermLiabilitiesClassifiedAsFinancingActivities,ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ProfitLossOnRealisations,PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,RepaymentsOfLongtermLiabilitiesClassifiedAsFinancingActivities,ReturnOnEquity,SocialSecurityContributions,TaxExpense,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,LongtermLiabilitiesOtherThanProvisions,Assets,CashAndCashEquivalentsConcerningCashflowStatement,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermEquityLoan,LongtermInvestmentsAndReceivables,LongtermLeaseCommitments,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermDebtToOtherCreditInstitutions,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,IncreaseOfCapital,NameAndSurnameOfMemberOfSupervisoryBoard,ValueOfKeyFigureOrFinancialRatio
25776380,2014-01-01,2014-01-01,c244,,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzJkLzBlLzhmLzU2OGQtNDkyNC04MTg3LWEyNjI1Y2JlYjUwYg.pdf,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2MxL2M2LzQ3LzgyYTEtNDhiYS1iZGZmLWJhNmY5MDdjNzU4MA.xml,1813098.0,Danmark,Hadsund,9560.0,11.0,Havnevej,Hadsund,9560.0,11.0,Havnevej,9200 Aalborg SV,Voergaardvej 2,"Regnskabsklasse C, mellemstor virksomhed",2016-02-01,2016-04-04,Statsaut. revisor,Aktieklasse A,-1681184.0,timberman@timberman.dk,4387000.0,99 52 52 99,25776380.0,961644.0,Ãrsrapport,0.0,2480668.0,Brian Nielsen,Keld Jensen,Keld O. Jensen,Jyske Bank A/S,Timberman Denmark A/S,Beierholm,1000.0,4387.0,Hadsund,Mariagerfjord,2015-12-31,2015-01-01,2016-02-01,Hadsund,99 52 52 52,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:22175626,indberetninger-20180424,2.509602,25776380.0,,2018-03-28T15:40:19.584Z,2016-04-04T14:56:51.460Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-33-ZK,2016-04-04T14:56:51.624Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25776380,2014-01-01,2014-01-01,c289,,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzJkLzBlLzhmLzU2OGQtNDkyNC04MTg3LWEyNjI1Y2JlYjUwYg.pdf,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2MxL2M2LzQ3LzgyYTEtNDhiYS1iZGZmLWJhNmY5MDdjNzU4MA.xml,1813098.0,Danmark,Hadsund,9560.0,11.0,Havnevej,Hadsund,9560.0,11.0,Havnevej,9200 Aalborg SV,Voergaardvej 2,"Regnskabsklasse C, mellemstor virksomhed",2016-02-01,2016-04-04,Statsaut. revisor,Aktieklasse A,-1681184.0,timberman@timberman.dk,145791.0,99 52 52 99,25776380.0,961644.0,Ãrsrapport,0.0,2480668.0,Brian Nielsen,Keld Jensen,Keld O. Jensen,Jyske Bank A/S,Timberman Denmark A/S,Beierholm,1000.0,4387.0,Hadsund,Mariagerfjord,2015-12-31,2015-01-01,2016-02-01,Hadsund,99 52 52 52,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:22175626,indberetninger-20180424,2.509602,25776380.0,,2018-03-28T15:40:19.584Z,2016-04-04T14:56:51.460Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-33-ZK,2016-04-04T14:56:51.624Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25776380,2014-01-01,2014-01-01,c295,,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzJkLzBlLzhmLzU2OGQtNDkyNC04MTg3LWEyNjI1Y2JlYjUwYg.pdf,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2MxL2M2LzQ3LzgyYTEtNDhiYS1iZGZmLWJhNmY5MDdjNzU4MA.xml,1813098.0,Danmark,Hadsund,9560.0,11.0,Havnevej,Hadsund,9560.0,11.0,Havnevej,9200 Aalborg SV,Voergaardvej 2,"Regnskabsklasse C, mellemstor virksomhed",2016-02-01,2016-04-04,Statsaut. revisor,Aktieklasse A,-1681184.0,timberman@timberman.dk,0.0,99 52 52 99,25776380.0,961644.0,Ãrsrapport,0.0,2480668.0,Brian Nielsen,Keld Jensen,Keld O. Jensen,Jyske Bank A/S,Timberman Denmark A/S,Beierholm,1000.0,4387.0,Hadsund,Mariagerfjord,2015-12-31,2015-01-01,2016-02-01,Hadsund,99 52 52 52,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:22175626,indberetninger-20180424,2.509602,25776380.0,,2018-03-28T15:40:19.584Z,2016-04-04T14:56:51.460Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-33-ZK,2016-04-04T14:56:51.624Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25776380,2014-01-01,2014-01-01,c8,,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzJkLzBlLzhmLzU2OGQtNDkyNC04MTg3LWEyNjI1Y2JlYjUwYg.pdf,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2MxL2M2LzQ3LzgyYTEtNDhiYS1iZGZmLWJhNmY5MDdjNzU4MA.xml,1813098.0,Danmark,Hadsund,9560.0,11.0,Havnevej,Hadsund,9560.0,11.0,Havnevej,9200 Aalborg SV,Voergaardvej 2,"Regnskabsklasse C, mellemstor virksomhed",2016-02-01,2016-04-04,Statsaut. revisor,Aktieklasse A,-1681184.0,timberman@timberman.dk,,99 52 52 99,25776380.0,961644.0,Ãrsrapport,0.0,2480668.0,Brian Nielsen,Keld Jensen,Keld O. Jensen,Jyske Bank A/S,Timberman Denmark A/S,Beierholm,1000.0,4387.0,Hadsund,Mariagerfjord,2015-12-31,2015-01-01,2016-02-01,Hadsund,99 52 52 52,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:22175626,indberetninger-20180424,2.509602,25776380.0,,2018-03-28T15:40:19.584Z,2016-04-04T14:56:51.460Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-33-ZK,2016-04-04T14:56:51.624Z,-12865785.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25776380,2014-01-01,2014-12-31,c158,,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzJkLzBlLzhmLzU2OGQtNDkyNC04MTg3LWEyNjI1Y2JlYjUwYg.pdf,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2MxL2M2LzQ3LzgyYTEtNDhiYS1iZGZmLWJhNmY5MDdjNzU4MA.xml,1813098.0,Danmark,Hadsund,9560.0,11.0,Havnevej,Hadsund,9560.0,11.0,Havnevej,9200 Aalborg SV,Voergaardvej 2,"Regnskabsklasse C, mellemstor virksomhed",2016-02-01,2016-04-04,Statsaut. revisor,Aktieklasse A,-1681184.0,timberman@timberman.dk,,99 52 52 99,25776380.0,961644.0,Ãrsrapport,0.0,2480668.0,Brian Nielsen,Keld Jensen,Keld O. Jensen,Jyske Bank A/S,Timberman Denmark A/S,Beierholm,1000.0,4387.0,Hadsund,Mariagerfjord,2015-12-31,2015-01-01,2016-02-01,Hadsund,99 52 52 52,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:22175626,indberetninger-20180424,2.509602,25776380.0,,2018-03-28T15:40:19.584Z,2016-04-04T14:56:51.460Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-33-ZK,2016-04-04T14:56:51.624Z,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25776380,2014-01-01,2014-12-31,c180,,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzJkLzBlLzhmLzU2OGQtNDkyNC04MTg3LWEyNjI1Y2JlYjUwYg.pdf,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2MxL2M2LzQ3LzgyYTEtNDhiYS1iZGZmLWJhNmY5MDdjNzU4MA.xml,1813098.0,Danmark,Hadsund,9560.0,11.0,Havnevej,Hadsund,9560.0,11.0,Havnevej,9200 Aalborg SV,Voergaardvej 2,"Regnskabsklasse C, mellemstor virksomhed",2016-02-01,2016-04-04,Statsaut. revisor,Aktieklasse A,-1681184.0,timberman@timberman.dk,,99 52 52 99,25776380.0,961644.0,Ãrsrapport,0.0,2480668.0,Brian Nielsen,Keld Jensen,Keld O. Jensen,Jyske Bank A/S,Timberman Denmark A/S,Beierholm,1000.0,4387.0,Hadsund,Mariagerfjord,2015-12-31,2015-01-01,2016-02-01,Hadsund,99 52 52 52,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:22175626,indberetninger-20180424,2.509602,25776380.0,,2018-03-28T15:40:19.584Z,2016-04-04T14:56:51.460Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-33-ZK,2016-04-04T14:56:51.624Z,,2051846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25776380,2014-01-01,2014-12-31,c290,,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzJkLzBlLzhmLzU2OGQtNDkyNC04MTg3LWEyNjI1Y2JlYjUwYg.pdf,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2MxL2M2LzQ3LzgyYTEtNDhiYS1iZGZmLWJhNmY5MDdjNzU4MA.xml,1813098.0,Danmark,Hadsund,9560.0,11.0,Havnevej,Hadsund,9560.0,11.0,Havnevej,9200 Aalborg SV,Voergaardvej 2,"Regnskabsklasse C, mellemstor virksomhed",2016-02-01,2016-04-04,Statsaut. revisor,Aktieklasse A,-1681184.0,timberman@timberman.dk,,99 52 52 99,25776380.0,961644.0,Ãrsrapport,0.0,2480668.0,Brian Nielsen,Keld Jensen,Keld O. Jensen,Jyske Bank A/S,Timberman Denmark A/S,Beierholm,1000.0,4387.0,Hadsund,Mariagerfjord,2015-12-31,2015-01-01,2016-02-01,Hadsund,99 52 52 52,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:22175626,indberetninger-20180424,2.509602,25776380.0,,2018-03-28T15:40:19.584Z,2016-04-04T14:56:51.460Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-33-ZK,2016-04-04T14:56:51.624Z,,2051846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25776380,2014-01-01,2014-12-31,c296,,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzJkLzBlLzhmLzU2OGQtNDkyNC04MTg3LWEyNjI1Y2JlYjUwYg.pdf,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2MxL2M2LzQ3LzgyYTEtNDhiYS1iZGZmLWJhNmY5MDdjNzU4MA.xml,1813098.0,Danmark,Hadsund,9560.0,11.0,Havnevej,Hadsund,9560.0,11.0,Havnevej,9200 Aalborg SV,Voergaardvej 2,"Regnskabsklasse C, mellemstor virksomhed",2016-02-01,2016-04-04,Statsaut. revisor,Aktieklasse A,-1681184.0,timberman@timberman.dk,,99 52 52 99,25776380.0,961644.0,Ãrsrapport,0.0,2480668.0,Brian Nielsen,Keld Jensen,Keld O. Jensen,Jyske Bank A/S,Timberman Denmark A/S,Beierholm,1000.0,4387.0,Hadsund,Mariagerfjord,2015-12-31,2015-01-01,2016-02-01,Hadsund,99 52 52 52,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:22175626,indberetninger-20180424,2.509602,25776380.0,,2018-03-28T15:40:19.584Z,2016-04-04T14:56:51.460Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-33-ZK,2016-04-04T14:56:51.624Z,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25776380,2014-01-01,2014-12-31,c368,,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzJkLzBlLzhmLzU2OGQtNDkyNC04MTg3LWEyNjI1Y2JlYjUwYg.pdf,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2MxL2M2LzQ3LzgyYTEtNDhiYS1iZGZmLWJhNmY5MDdjNzU4MA.xml,1813098.0,Danmark,Hadsund,9560.0,11.0,Havnevej,Hadsund,9560.0,11.0,Havnevej,9200 Aalborg SV,Voergaardvej 2,"Regnskabsklasse C, mellemstor virksomhed",2016-02-01,2016-04-04,Statsaut. revisor,Aktieklasse A,-1681184.0,timberman@timberman.dk,,99 52 52 99,25776380.0,961644.0,Ãrsrapport,0.0,2480668.0,Brian Nielsen,Keld Jensen,Keld O. Jensen,Jyske Bank A/S,Timberman Denmark A/S,Beierholm,1000.0,4387.0,Hadsund,Mariagerfjord,2015-12-31,2015-01-01,2016-02-01,Hadsund,99 52 52 52,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:22175626,indberetninger-20180424,2.509602,25776380.0,,2018-03-28T15:40:19.584Z,2016-04-04T14:56:51.460Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-33-ZK,2016-04-04T14:56:51.624Z,,2051846.0,,608101.0,-7590.0,608101.0,814833.0,471667.0,12.0,6473870.0,-207888.0,-994232.0,5664191.0,0.0,-1334407.0,2848819.0,1646119.0,1598965.0,1598965.0,1197298.0,5983343.0,11051934.0,85516.0,-814833.0,5154.0,1064000.0,4462071.0,-1752816.0,119727.0,814833.0,5154.0,729317.0,5154.0,425176.0,0.0,70000.0,2659947.0,3469626.0,-70000.0,-1064232.0,-207888.0,36.9,64065.0,608101.0,608101.0,5374375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25776380,2014-12-31,2014-12-31,c418,,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzJkLzBlLzhmLzU2OGQtNDkyNC04MTg3LWEyNjI1Y2JlYjUwYg.pdf,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzLzBlL2MxL2M2LzQ3LzgyYTEtNDhiYS1iZGZmLWJhNmY5MDdjNzU4MA.xml,1813098.0,Danmark,Hadsund,9560.0,11.0,Havnevej,Hadsund,9560.0,11.0,Havnevej,9200 Aalborg SV,Voergaardvej 2,"Regnskabsklasse C, mellemstor virksomhed",2016-02-01,2016-04-04,Statsaut. revisor,Aktieklasse A,-1681184.0,timberman@timberman.dk,,99 52 52 99,25776380.0,961644.0,Ãrsrapport,0.0,2480668.0,Brian Nielsen,Keld Jensen,Keld O. Jensen,Jyske Bank A/S,Timberman Denmark A/S,Beierholm,1000.0,4387.0,Hadsund,Mariagerfjord,2015-12-31,2015-01-01,2016-02-01,Hadsund,99 52 52 52,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:22175626,indberetninger-20180424,2.509602,25776380.0,,2018-03-28T15:40:19.584Z,2016-04-04T14:56:51.460Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-33-ZK,2016-04-04T14:56:51.624Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2480668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
