entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfClassOfIssuedShares,DisposalsOfPropertyPlantAndEquipment,EmailOfReportingEntity,Equity,FaxNumberOfReportingEntity,IdentificationNumberCvrOfReportingEntity,ImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,NominalValueOfIssuedShares,NumberOfIssuedShares,PlaceOfSignatureOfStatement,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,CashAndCashEquivalents,ProfitLoss,AdjustmentsForDeferredTax,AdjustmentsOfInterestAndSimilarIncomes,AdjustmentsOfTaxExpense,AdjustmentsfInterestAndSimilarExpenses,AmortisationOfIntangibleAssets,AverageNumberOfEmployees,CashFlowFromOperatingActivitiesBeforeFinancialItems,CashFlowsFromUsedInFinancingActivities,CashFlowsFromUsedInInvestingActivities,CashFlowsFromUsedInOperatingActivities,DecreaseIncreaseInInventories,DecreaseIncreaseInReceivables,DecreaseIncreaseInTradePayables,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssets,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,EmployeeBenefitsExpense,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,InterestPaidClassifiedAsOperatingActivities,InterestReceivedClassifiedAsOperatingActivities,InvestmentInPropertyPlantAndEquipment,NetIncreaseDecreaseInCashAndCashEquivalents,OtherAdjustmentsForDecreaseIncreaseInWorkingCapital,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PostemploymentBenefitExpense,ProceedsFromLongtermLiabilitiesClassifiedAsFinancingActivities,ProceedsFromSalesOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ProfitLossOnRealisations,ProfitOnRealisationsOfFixedAssets,PurchaseOfPropertyPlantAndEquipmentClassifiedAsInvestingActivities,RepaymentsOfLongtermLiabilitiesClassifiedAsFinancingActivities,ReturnOnEquity,SocialSecurityContributions,TaxExpense,WagesAndSalaries,LongtermLiabilitiesOtherThanProvisions,Assets,CashAndCashEquivalentsConcerningCashflowStatement,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermEquityLoan,LongtermInvestmentsAndReceivables,LongtermLeaseCommitments,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermDebtToOtherCreditInstitutions,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,IncreaseOfCapital,NameAndSurnameOfMemberOfSupervisoryBoard,ValueOfKeyFigureOrFinancialRatio
25776380,2013-01-01,2013-01-01,c244,,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzL2M4Lzc5L2U0LzBkLzIxN2MtNDc2NS05YjZkLTJmOTQzZWVmNWU2Mw.pdf,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzJiLzE1LzhkLzU4YTAtNGNjMy1hM2Y1LTA1Y2YwMjUyYjFmZA.xml,1064232.0,Danmark,Hadsund,9560.0,11.0,Havnevej,Hadsund,9560.0,11.0,Havnevej,9200 Aalborg SV,Voergaardvej 2,"Regnskabsklasse C, mellemstor virksomhed",2015-01-30,2015-04-14,Statsaut. revisor,Aktieklasse A,-423995.0,timberman@timberman.dk,4387000.0,99 52 52 99,25776380.0,423995.0,Ãrsrapport,0.0,0.0,Brian Nielsen,Keld Jensen,Keld O. Jensen,Jyske Bank A/S,Timberman Denmark A/S,Beierholm,1000.0,4387.0,Hadsund,Mariagerfjord,2014-12-31,2014-01-01,2015-01-30,Hadsund,99 52 52 52,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:5123457,indberetninger-20180424,2.5097454,25776380,,2018-03-30T10:08:40.418Z,2015-04-17T07:17:16.853Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-72-EE,2015-04-17T07:17:17.136Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25776380,2013-01-01,2013-01-01,c289,,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzL2M4Lzc5L2U0LzBkLzIxN2MtNDc2NS05YjZkLTJmOTQzZWVmNWU2Mw.pdf,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzJiLzE1LzhkLzU4YTAtNGNjMy1hM2Y1LTA1Y2YwMjUyYjFmZA.xml,1064232.0,Danmark,Hadsund,9560.0,11.0,Havnevej,Hadsund,9560.0,11.0,Havnevej,9200 Aalborg SV,Voergaardvej 2,"Regnskabsklasse C, mellemstor virksomhed",2015-01-30,2015-04-14,Statsaut. revisor,Aktieklasse A,-423995.0,timberman@timberman.dk,37115.0,99 52 52 99,25776380.0,423995.0,Ãrsrapport,0.0,0.0,Brian Nielsen,Keld Jensen,Keld O. Jensen,Jyske Bank A/S,Timberman Denmark A/S,Beierholm,1000.0,4387.0,Hadsund,Mariagerfjord,2014-12-31,2014-01-01,2015-01-30,Hadsund,99 52 52 52,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:5123457,indberetninger-20180424,2.5097454,25776380,,2018-03-30T10:08:40.418Z,2015-04-17T07:17:16.853Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-72-EE,2015-04-17T07:17:17.136Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25776380,2013-01-01,2013-01-01,c8,,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzL2M4Lzc5L2U0LzBkLzIxN2MtNDc2NS05YjZkLTJmOTQzZWVmNWU2Mw.pdf,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzJiLzE1LzhkLzU4YTAtNGNjMy1hM2Y1LTA1Y2YwMjUyYjFmZA.xml,1064232.0,Danmark,Hadsund,9560.0,11.0,Havnevej,Hadsund,9560.0,11.0,Havnevej,9200 Aalborg SV,Voergaardvej 2,"Regnskabsklasse C, mellemstor virksomhed",2015-01-30,2015-04-14,Statsaut. revisor,Aktieklasse A,-423995.0,timberman@timberman.dk,,99 52 52 99,25776380.0,423995.0,Ãrsrapport,0.0,0.0,Brian Nielsen,Keld Jensen,Keld O. Jensen,Jyske Bank A/S,Timberman Denmark A/S,Beierholm,1000.0,4387.0,Hadsund,Mariagerfjord,2014-12-31,2014-01-01,2015-01-30,Hadsund,99 52 52 52,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:5123457,indberetninger-20180424,2.5097454,25776380,,2018-03-30T10:08:40.418Z,2015-04-17T07:17:16.853Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-72-EE,2015-04-17T07:17:17.136Z,-13341757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25776380,2013-01-01,2013-12-31,c180,,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzL2M4Lzc5L2U0LzBkLzIxN2MtNDc2NS05YjZkLTJmOTQzZWVmNWU2Mw.pdf,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzJiLzE1LzhkLzU4YTAtNGNjMy1hM2Y1LTA1Y2YwMjUyYjFmZA.xml,1064232.0,Danmark,Hadsund,9560.0,11.0,Havnevej,Hadsund,9560.0,11.0,Havnevej,9200 Aalborg SV,Voergaardvej 2,"Regnskabsklasse C, mellemstor virksomhed",2015-01-30,2015-04-14,Statsaut. revisor,Aktieklasse A,-423995.0,timberman@timberman.dk,,99 52 52 99,25776380.0,423995.0,Ãrsrapport,0.0,0.0,Brian Nielsen,Keld Jensen,Keld O. Jensen,Jyske Bank A/S,Timberman Denmark A/S,Beierholm,1000.0,4387.0,Hadsund,Mariagerfjord,2014-12-31,2014-01-01,2015-01-30,Hadsund,99 52 52 52,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:5123457,indberetninger-20180424,2.5097454,25776380,,2018-03-30T10:08:40.418Z,2015-04-17T07:17:16.853Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-72-EE,2015-04-17T07:17:17.136Z,,108675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25776380,2013-01-01,2013-12-31,c290,,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzL2M4Lzc5L2U0LzBkLzIxN2MtNDc2NS05YjZkLTJmOTQzZWVmNWU2Mw.pdf,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzJiLzE1LzhkLzU4YTAtNGNjMy1hM2Y1LTA1Y2YwMjUyYjFmZA.xml,1064232.0,Danmark,Hadsund,9560.0,11.0,Havnevej,Hadsund,9560.0,11.0,Havnevej,9200 Aalborg SV,Voergaardvej 2,"Regnskabsklasse C, mellemstor virksomhed",2015-01-30,2015-04-14,Statsaut. revisor,Aktieklasse A,-423995.0,timberman@timberman.dk,,99 52 52 99,25776380.0,423995.0,Ãrsrapport,0.0,0.0,Brian Nielsen,Keld Jensen,Keld O. Jensen,Jyske Bank A/S,Timberman Denmark A/S,Beierholm,1000.0,4387.0,Hadsund,Mariagerfjord,2014-12-31,2014-01-01,2015-01-30,Hadsund,99 52 52 52,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:5123457,indberetninger-20180424,2.5097454,25776380,,2018-03-30T10:08:40.418Z,2015-04-17T07:17:16.853Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-72-EE,2015-04-17T07:17:17.136Z,,108675.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25776380,2013-01-01,2013-12-31,c368,,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzL2M4Lzc5L2U0LzBkLzIxN2MtNDc2NS05YjZkLTJmOTQzZWVmNWU2Mw.pdf,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzJiLzE1LzhkLzU4YTAtNGNjMy1hM2Y1LTA1Y2YwMjUyYjFmZA.xml,1064232.0,Danmark,Hadsund,9560.0,11.0,Havnevej,Hadsund,9560.0,11.0,Havnevej,9200 Aalborg SV,Voergaardvej 2,"Regnskabsklasse C, mellemstor virksomhed",2015-01-30,2015-04-14,Statsaut. revisor,Aktieklasse A,-423995.0,timberman@timberman.dk,,99 52 52 99,25776380.0,423995.0,Ãrsrapport,0.0,0.0,Brian Nielsen,Keld Jensen,Keld O. Jensen,Jyske Bank A/S,Timberman Denmark A/S,Beierholm,1000.0,4387.0,Hadsund,Mariagerfjord,2014-12-31,2014-01-01,2015-01-30,Hadsund,99 52 52 52,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:5123457,indberetninger-20180424,2.5097454,25776380,,2018-03-30T10:08:40.418Z,2015-04-17T07:17:16.853Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-72-EE,2015-04-17T07:17:17.136Z,,108675.0,140287.0,-17615.0,140287.0,782532.0,471667.0,13.0,3073537.0,-196598.0,-1619802.0,2292372.0,-1100047.0,471311.0,-2158717.0,1242613.0,1242613.0,770946.0,6055872.0,8312364.0,77580.0,-782532.0,1367.0,1620000.0,475972.0,3604498.0,149192.0,782532.0,17615.0,704952.0,17615.0,414517.0,0.0,0.0,248962.0,1013879.0,0.0,0.0,-1619802.0,-196598.0,2.4,71704.0,140287.0,5420459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25776380,2013-12-31,2013-12-31,c418,,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzL2M4Lzc5L2U0LzBkLzIxN2MtNDc2NS05YjZkLTJmOTQzZWVmNWU2Mw.pdf,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzJiLzE1LzhkLzU4YTAtNGNjMy1hM2Y1LTA1Y2YwMjUyYjFmZA.xml,1064232.0,Danmark,Hadsund,9560.0,11.0,Havnevej,Hadsund,9560.0,11.0,Havnevej,9200 Aalborg SV,Voergaardvej 2,"Regnskabsklasse C, mellemstor virksomhed",2015-01-30,2015-04-14,Statsaut. revisor,Aktieklasse A,-423995.0,timberman@timberman.dk,,99 52 52 99,25776380.0,423995.0,Ãrsrapport,0.0,0.0,Brian Nielsen,Keld Jensen,Keld O. Jensen,Jyske Bank A/S,Timberman Denmark A/S,Beierholm,1000.0,4387.0,Hadsund,Mariagerfjord,2014-12-31,2014-01-01,2015-01-30,Hadsund,99 52 52 52,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:5123457,indberetninger-20180424,2.5097454,25776380,,2018-03-30T10:08:40.418Z,2015-04-17T07:17:16.853Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-72-EE,2015-04-17T07:17:17.136Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2480668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25776380,2013-12-31,2013-12-31,c5,,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzL2M4Lzc5L2U0LzBkLzIxN2MtNDc2NS05YjZkLTJmOTQzZWVmNWU2Mw.pdf,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzJiLzE1LzhkLzU4YTAtNGNjMy1hM2Y1LTA1Y2YwMjUyYjFmZA.xml,1064232.0,Danmark,Hadsund,9560.0,11.0,Havnevej,Hadsund,9560.0,11.0,Havnevej,9200 Aalborg SV,Voergaardvej 2,"Regnskabsklasse C, mellemstor virksomhed",2015-01-30,2015-04-14,Statsaut. revisor,Aktieklasse A,-423995.0,timberman@timberman.dk,4532790.0,99 52 52 99,25776380.0,423995.0,Ãrsrapport,0.0,0.0,Brian Nielsen,Keld Jensen,Keld O. Jensen,Jyske Bank A/S,Timberman Denmark A/S,Beierholm,1000.0,4387.0,Hadsund,Mariagerfjord,2014-12-31,2014-01-01,2015-01-30,Hadsund,99 52 52 52,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:5123457,indberetninger-20180424,2.5097454,25776380,,2018-03-30T10:08:40.418Z,2015-04-17T07:17:16.853Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-72-EE,2015-04-17T07:17:17.136Z,17856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2886402.0,30398259.0,-12865785.0,4387000.0,25208646.0,1119927.0,181046.0,2711960.0,2338553.0,2338553.0,15609472.0,30398259.0,25865469.0,2480668.0,139100.0,405734.0,15609472.0,5189613.0,139100.0,2780173.0,762674.0,2711960.0,145790.0,-12883641.0,12883641.0,22979067.0,207890.0,6392044.0,9581318.0,715319.0,7517671.0,,,,,,,,
25776380,2014-01-01,2014-01-01,c114,,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzL2M4Lzc5L2U0LzBkLzIxN2MtNDc2NS05YjZkLTJmOTQzZWVmNWU2Mw.pdf,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzJiLzE1LzhkLzU4YTAtNGNjMy1hM2Y1LTA1Y2YwMjUyYjFmZA.xml,1064232.0,Danmark,Hadsund,9560.0,11.0,Havnevej,Hadsund,9560.0,11.0,Havnevej,9200 Aalborg SV,Voergaardvej 2,"Regnskabsklasse C, mellemstor virksomhed",2015-01-30,2015-04-14,Statsaut. revisor,Aktieklasse A,-423995.0,timberman@timberman.dk,,99 52 52 99,25776380.0,423995.0,Ãrsrapport,0.0,0.0,Brian Nielsen,Keld Jensen,Keld O. Jensen,Jyske Bank A/S,Timberman Denmark A/S,Beierholm,1000.0,4387.0,Hadsund,Mariagerfjord,2014-12-31,2014-01-01,2015-01-30,Hadsund,99 52 52 52,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:5123457,indberetninger-20180424,2.5097454,25776380,,2018-03-30T10:08:40.418Z,2015-04-17T07:17:16.853Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-72-EE,2015-04-17T07:17:17.136Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4736447.0,7075000.0,,,,,,
25776380,2014-01-01,2014-01-01,c2,,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzL2M4Lzc5L2U0LzBkLzIxN2MtNDc2NS05YjZkLTJmOTQzZWVmNWU2Mw.pdf,http://regnskaber.virk.dk/08367752/ZG9rdW1lbnRsYWdlcjovLzAzL2M1LzJiLzE1LzhkLzU4YTAtNGNjMy1hM2Y1LTA1Y2YwMjUyYjFmZA.xml,1064232.0,Danmark,Hadsund,9560.0,11.0,Havnevej,Hadsund,9560.0,11.0,Havnevej,9200 Aalborg SV,Voergaardvej 2,"Regnskabsklasse C, mellemstor virksomhed",2015-01-30,2015-04-14,Statsaut. revisor,Aktieklasse A,-423995.0,timberman@timberman.dk,,99 52 52 99,25776380.0,423995.0,Ãrsrapport,0.0,0.0,Brian Nielsen,Keld Jensen,Keld O. Jensen,Jyske Bank A/S,Timberman Denmark A/S,Beierholm,1000.0,4387.0,Hadsund,Mariagerfjord,2014-12-31,2014-01-01,2015-01-30,Hadsund,99 52 52 52,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:5123457,indberetninger-20180424,2.5097454,25776380,,2018-03-30T10:08:40.418Z,2015-04-17T07:17:16.853Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-72-EE,2015-04-17T07:17:17.136Z,-12865785.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
