entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,AcquiredIntangibleAssets,Assets,CashAndCashEquivalents,CompletedDevelopmentProjects,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
30701569,2016-01-01,2016-12-31,ID_10,,http://regnskaber.virk.dk/96510703/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzI0L2U0LzYzLzM2MzYtNDVjNS1hY2U1LWRkNTAwYjljYmQyZA.pdf,http://regnskaber.virk.dk/96510703/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzc1L2YyL2MxLzMzMTYtNDQ3Ny05YmZkLTQwNzBjMTc2ODE0Mw.xml,true,"HÃ¸rsholm, 2970",UsserÃ¸d Kongevej 157,Til den daglige ledelse i Punya Innovation ApS,2.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-03-02,2018-03-02,2007-07-01,2018-03-22,39463113.0,30701569.0,39463113.0,mne31406,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Punya Innovation ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michel Hansen,Kim Henningsen,KRESTON CM,Punya Innovation ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",Gilleleje,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,true,2018-03-02,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25227362,indberetninger-20180424,2.5095248,30701569.0,,2018-04-04T10:39:58.853Z,2018-03-24T13:53:44.143Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-51-GN,2018-03-24T13:53:44.441Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30701569,2016-01-01,2016-12-31,ID_11,,http://regnskaber.virk.dk/96510703/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzI0L2U0LzYzLzM2MzYtNDVjNS1hY2U1LWRkNTAwYjljYmQyZA.pdf,http://regnskaber.virk.dk/96510703/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzc1L2YyL2MxLzMzMTYtNDQ3Ny05YmZkLTQwNzBjMTc2ODE0Mw.xml,true,"HÃ¸rsholm, 2970",UsserÃ¸d Kongevej 157,Til den daglige ledelse i Punya Innovation ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-03-02,2018-03-02,2007-07-01,2018-03-22,39463113.0,30701569.0,39463113.0,mne31406,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Punya Innovation ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michel Hansen,Kim Henningsen,KRESTON CM,Punya Innovation ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",Gilleleje,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,true,2018-03-02,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25227362,indberetninger-20180424,2.5095248,30701569.0,,2018-04-04T10:39:58.853Z,2018-03-24T13:53:44.143Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-51-GN,2018-03-24T13:53:44.441Z,71192.0,247083.0,1375805.0,44636.0,873573.0,1120525.0,1057530.0,,,,,,,,,,,,,,,,,,,,,,,
30701569,2016-01-01,2016-12-31,ID_12,,http://regnskaber.virk.dk/96510703/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzI0L2U0LzYzLzM2MzYtNDVjNS1hY2U1LWRkNTAwYjljYmQyZA.pdf,http://regnskaber.virk.dk/96510703/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzc1L2YyL2MxLzMzMTYtNDQ3Ny05YmZkLTQwNzBjMTc2ODE0Mw.xml,true,"HÃ¸rsholm, 2970",UsserÃ¸d Kongevej 157,Til den daglige ledelse i Punya Innovation ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-03-02,2018-03-02,2007-07-01,2018-03-22,39463113.0,30701569.0,39463113.0,mne31406,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Punya Innovation ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michel Hansen,Kim Henningsen,KRESTON CM,Punya Innovation ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",Gilleleje,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,true,2018-03-02,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25227362,indberetninger-20180424,2.5095248,30701569.0,,2018-04-04T10:39:58.853Z,2018-03-24T13:53:44.143Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-51-GN,2018-03-24T13:53:44.441Z,,,,,-750000.0,,,,,,,,,,,,,,,,,,,,,,,,,
30701569,2016-01-01,2016-12-31,ID_14,,http://regnskaber.virk.dk/96510703/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzI0L2U0LzYzLzM2MzYtNDVjNS1hY2U1LWRkNTAwYjljYmQyZA.pdf,http://regnskaber.virk.dk/96510703/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzc1L2YyL2MxLzMzMTYtNDQ3Ny05YmZkLTQwNzBjMTc2ODE0Mw.xml,true,"HÃ¸rsholm, 2970",UsserÃ¸d Kongevej 157,Til den daglige ledelse i Punya Innovation ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-03-02,2018-03-02,2007-07-01,2018-03-22,39463113.0,30701569.0,39463113.0,mne31406,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Punya Innovation ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michel Hansen,Kim Henningsen,KRESTON CM,Punya Innovation ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",Gilleleje,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,true,2018-03-02,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25227362,indberetninger-20180424,2.5095248,30701569.0,,2018-04-04T10:39:58.853Z,2018-03-24T13:53:44.143Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-51-GN,2018-03-24T13:53:44.441Z,,,,,-123573.0,,,,,,,,,,,,,,,,,,,,,,,,,
30701569,2016-12-31,2016-12-31,ID_8,,http://regnskaber.virk.dk/96510703/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzI0L2U0LzYzLzM2MzYtNDVjNS1hY2U1LWRkNTAwYjljYmQyZA.pdf,http://regnskaber.virk.dk/96510703/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzc1L2YyL2MxLzMzMTYtNDQ3Ny05YmZkLTQwNzBjMTc2ODE0Mw.xml,true,"HÃ¸rsholm, 2970",UsserÃ¸d Kongevej 157,Til den daglige ledelse i Punya Innovation ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-03-02,2018-03-02,2007-07-01,2018-03-22,39463113.0,30701569.0,39463113.0,mne31406,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Punya Innovation ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michel Hansen,Kim Henningsen,KRESTON CM,Punya Innovation ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",Gilleleje,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,true,2018-03-02,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25227362,indberetninger-20180424,2.5095248,30701569.0,,2018-04-04T10:39:58.853Z,2018-03-24T13:53:44.143Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-51-GN,2018-03-24T13:53:44.441Z,,,,,,,,300000.0,3052284.0,227547.0,730456.0,125000.0,2021828.0,2098677.0,0.0,1030456.0,3052284.0,726907.0,1030456.0,225419.0,0.0,750000.0,226700.0,226700.0,1223677.0,726907.0,1794281.0,196614.0,5298.0,
30701569,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/96510703/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzI0L2U0LzYzLzM2MzYtNDVjNS1hY2U1LWRkNTAwYjljYmQyZA.pdf,http://regnskaber.virk.dk/96510703/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzc1L2YyL2MxLzMzMTYtNDQ3Ny05YmZkLTQwNzBjMTc2ODE0Mw.xml,true,"HÃ¸rsholm, 2970",UsserÃ¸d Kongevej 157,Til den daglige ledelse i Punya Innovation ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-03-02,2018-03-02,2007-07-01,2018-03-22,39463113.0,30701569.0,39463113.0,mne31406,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Punya Innovation ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michel Hansen,Kim Henningsen,KRESTON CM,Punya Innovation ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",Gilleleje,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,true,2018-03-02,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25227362,indberetninger-20180424,2.5095248,30701569.0,,2018-04-04T10:39:58.853Z,2018-03-24T13:53:44.143Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-51-GN,2018-03-24T13:53:44.441Z,100795.0,257496.0,1457045.0,26145.0,911259.0,1170036.0,1098754.0,,,,,,,,,,,,,,,,,,,,,,,
30701569,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/96510703/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzI0L2U0LzYzLzM2MzYtNDVjNS1hY2U1LWRkNTAwYjljYmQyZA.pdf,http://regnskaber.virk.dk/96510703/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzc1L2YyL2MxLzMzMTYtNDQ3Ny05YmZkLTQwNzBjMTc2ODE0Mw.xml,true,"HÃ¸rsholm, 2970",UsserÃ¸d Kongevej 157,Til den daglige ledelse i Punya Innovation ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-03-02,2018-03-02,2007-07-01,2018-03-22,39463113.0,30701569.0,39463113.0,mne31406,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Punya Innovation ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michel Hansen,Kim Henningsen,KRESTON CM,Punya Innovation ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",Gilleleje,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,true,2018-03-02,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25227362,indberetninger-20180424,2.5095248,30701569.0,,2018-04-04T10:39:58.853Z,2018-03-24T13:53:44.143Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-51-GN,2018-03-24T13:53:44.441Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30701569,2017-01-01,2017-12-31,ID_13,,http://regnskaber.virk.dk/96510703/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzI0L2U0LzYzLzM2MzYtNDVjNS1hY2U1LWRkNTAwYjljYmQyZA.pdf,http://regnskaber.virk.dk/96510703/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzc1L2YyL2MxLzMzMTYtNDQ3Ny05YmZkLTQwNzBjMTc2ODE0Mw.xml,true,"HÃ¸rsholm, 2970",UsserÃ¸d Kongevej 157,Til den daglige ledelse i Punya Innovation ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-03-02,2018-03-02,2007-07-01,2018-03-22,39463113.0,30701569.0,39463113.0,mne31406,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Punya Innovation ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michel Hansen,Kim Henningsen,KRESTON CM,Punya Innovation ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",Gilleleje,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,true,2018-03-02,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25227362,indberetninger-20180424,2.5095248,30701569.0,,2018-04-04T10:39:58.853Z,2018-03-24T13:53:44.143Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-51-GN,2018-03-24T13:53:44.441Z,,,,,-561259.0,,,,,,,,,,,,,,,,,,,,,,,,,
30701569,2017-01-01,2017-12-31,ID_15,,http://regnskaber.virk.dk/96510703/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzI0L2U0LzYzLzM2MzYtNDVjNS1hY2U1LWRkNTAwYjljYmQyZA.pdf,http://regnskaber.virk.dk/96510703/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzc1L2YyL2MxLzMzMTYtNDQ3Ny05YmZkLTQwNzBjMTc2ODE0Mw.xml,true,"HÃ¸rsholm, 2970",UsserÃ¸d Kongevej 157,Til den daglige ledelse i Punya Innovation ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-03-02,2018-03-02,2007-07-01,2018-03-22,39463113.0,30701569.0,39463113.0,mne31406,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Punya Innovation ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michel Hansen,Kim Henningsen,KRESTON CM,Punya Innovation ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",Gilleleje,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,true,2018-03-02,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25227362,indberetninger-20180424,2.5095248,30701569.0,,2018-04-04T10:39:58.853Z,2018-03-24T13:53:44.143Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-51-GN,2018-03-24T13:53:44.441Z,,,,,-350000.0,,,,,,,,,,,,,,,,,,,,,,,,,
30701569,2017-01-01,2017-12-31,ID_2,,http://regnskaber.virk.dk/96510703/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzI0L2U0LzYzLzM2MzYtNDVjNS1hY2U1LWRkNTAwYjljYmQyZA.pdf,http://regnskaber.virk.dk/96510703/ZG9rdW1lbnRsYWdlcjovLzAzLzZkLzc1L2YyL2MxLzMzMTYtNDQ3Ny05YmZkLTQwNzBjMTc2ODE0Mw.xml,true,"HÃ¸rsholm, 2970",UsserÃ¸d Kongevej 157,Til den daglige ledelse i Punya Innovation ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-03-02,2018-03-02,2007-07-01,2018-03-22,39463113.0,30701569.0,39463113.0,mne31406,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Punya Innovation ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michel Hansen,Kim Henningsen,KRESTON CM,Punya Innovation ApS,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",Gilleleje,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,true,2018-03-02,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25227362,indberetninger-20180424,2.5095248,30701569.0,,2018-04-04T10:39:58.853Z,2018-03-24T13:53:44.143Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-51-GN,2018-03-24T13:53:44.441Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
