entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,NameAndSurnameOfMemberOfExecutiveBoard
28281048,2012-01-01,2012-12-31,ID_10,http://regnskaber.virk.dk/84018282/Y3ZyLmRrOi8vcGRmcy8yODI4MTA0ODtBcFMzMzk4OTI7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/84018282/Y3ZyLmRrOi8veGJybHMvWC05QkY4QzE0OC0yMDE0MDUyNl8xMDAxMDdfNzc0.xml,"Thisted, 7700",Jernbanegade 18,Til kapitalejerne i Preben HarkjÃ¦r Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2014-05-26,0.0,28281048.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Preben HarkjÃ¦r Holding ApS.,Ãrsrapport,0.0,Preben HarkjÃ¦r,Sparekassen Thy,Advokatfirmaet Dahl,Preben HarkjÃ¦r Holding ApS,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab","Thisted, den 14. maj 2014",41579.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-14,Thisted,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:16275204,indberetninger-20180424,2.5097342,28281048.0,,2018-04-01T02:07:46.604Z,2014-05-26T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-76.888,2014-05-26T22:00:00.000Z,,,,,,,
28281048,2012-01-01,2012-12-31,ID_12,http://regnskaber.virk.dk/84018282/Y3ZyLmRrOi8vcGRmcy8yODI4MTA0ODtBcFMzMzk4OTI7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/84018282/Y3ZyLmRrOi8veGJybHMvWC05QkY4QzE0OC0yMDE0MDUyNl8xMDAxMDdfNzc0.xml,"Thisted, 7700",Jernbanegade 18,Til kapitalejerne i Preben HarkjÃ¦r Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2014-05-26,0.0,28281048.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Preben HarkjÃ¦r Holding ApS.,Ãrsrapport,0.0,Preben HarkjÃ¦r,Sparekassen Thy,Advokatfirmaet Dahl,Preben HarkjÃ¦r Holding ApS,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab","Thisted, den 14. maj 2014",-6721.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-14,Thisted,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:16275204,indberetninger-20180424,2.5097342,28281048.0,,2018-04-01T02:07:46.604Z,2014-05-26T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-76.888,2014-05-26T22:00:00.000Z,,,,,,,
28281048,2012-01-01,2012-12-31,ID_6,http://regnskaber.virk.dk/84018282/Y3ZyLmRrOi8vcGRmcy8yODI4MTA0ODtBcFMzMzk4OTI7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/84018282/Y3ZyLmRrOi8veGJybHMvWC05QkY4QzE0OC0yMDE0MDUyNl8xMDAxMDdfNzc0.xml,"Thisted, 7700",Jernbanegade 18,Til kapitalejerne i Preben HarkjÃ¦r Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2014-05-26,0.0,28281048.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Preben HarkjÃ¦r Holding ApS.,Ãrsrapport,0.0,Preben HarkjÃ¦r,Sparekassen Thy,Advokatfirmaet Dahl,Preben HarkjÃ¦r Holding ApS,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab","Thisted, den 14. maj 2014",6721.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-14,Thisted,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:16275204,indberetninger-20180424,2.5097342,28281048.0,,2018-04-01T02:07:46.604Z,2014-05-26T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-76.888,2014-05-26T22:00:00.000Z,-20285.0,6265.0,35421.0,8871.0,-20285.0,2150.0,
28281048,2012-01-01,2012-12-31,ID_8,http://regnskaber.virk.dk/84018282/Y3ZyLmRrOi8vcGRmcy8yODI4MTA0ODtBcFMzMzk4OTI7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/84018282/Y3ZyLmRrOi8veGJybHMvWC05QkY4QzE0OC0yMDE0MDUyNl8xMDAxMDdfNzc0.xml,"Thisted, 7700",Jernbanegade 18,Til kapitalejerne i Preben HarkjÃ¦r Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2014-05-26,0.0,28281048.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Preben HarkjÃ¦r Holding ApS.,Ãrsrapport,0.0,Preben HarkjÃ¦r,Sparekassen Thy,Advokatfirmaet Dahl,Preben HarkjÃ¦r Holding ApS,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab","Thisted, den 14. maj 2014",-48300.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-14,Thisted,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:16275204,indberetninger-20180424,2.5097342,28281048.0,,2018-04-01T02:07:46.604Z,2014-05-26T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-76.888,2014-05-26T22:00:00.000Z,,,,,,,
28281048,2013-01-01,2013-12-31,ID_0,http://regnskaber.virk.dk/84018282/Y3ZyLmRrOi8vcGRmcy8yODI4MTA0ODtBcFMzMzk4OTI7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/84018282/Y3ZyLmRrOi8veGJybHMvWC05QkY4QzE0OC0yMDE0MDUyNl8xMDAxMDdfNzc0.xml,"Thisted, 7700",Jernbanegade 18,Til kapitalejerne i Preben HarkjÃ¦r Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2014-05-26,0.0,28281048.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Preben HarkjÃ¦r Holding ApS.,Ãrsrapport,0.0,Preben HarkjÃ¦r,Sparekassen Thy,Advokatfirmaet Dahl,Preben HarkjÃ¦r Holding ApS,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab","Thisted, den 14. maj 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-14,Thisted,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:16275204,indberetninger-20180424,2.5097342,28281048.0,,2018-04-01T02:07:46.604Z,2014-05-26T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-76.888,2014-05-26T22:00:00.000Z,,,,,,,
28281048,2013-01-01,2013-12-31,ID_1,http://regnskaber.virk.dk/84018282/Y3ZyLmRrOi8vcGRmcy8yODI4MTA0ODtBcFMzMzk4OTI7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/84018282/Y3ZyLmRrOi8veGJybHMvWC05QkY4QzE0OC0yMDE0MDUyNl8xMDAxMDdfNzc0.xml,"Thisted, 7700",Jernbanegade 18,Til kapitalejerne i Preben HarkjÃ¦r Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2014-05-26,0.0,28281048.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Preben HarkjÃ¦r Holding ApS.,Ãrsrapport,0.0,Preben HarkjÃ¦r,Sparekassen Thy,Advokatfirmaet Dahl,Preben HarkjÃ¦r Holding ApS,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab","Thisted, den 14. maj 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-14,Thisted,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:16275204,indberetninger-20180424,2.5097342,28281048.0,,2018-04-01T02:07:46.604Z,2014-05-26T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-76.888,2014-05-26T22:00:00.000Z,,,,,,,
28281048,2013-01-01,2013-12-31,ID_11,http://regnskaber.virk.dk/84018282/Y3ZyLmRrOi8vcGRmcy8yODI4MTA0ODtBcFMzMzk4OTI7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/84018282/Y3ZyLmRrOi8veGJybHMvWC05QkY4QzE0OC0yMDE0MDUyNl8xMDAxMDdfNzc0.xml,"Thisted, 7700",Jernbanegade 18,Til kapitalejerne i Preben HarkjÃ¦r Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2014-05-26,0.0,28281048.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Preben HarkjÃ¦r Holding ApS.,Ãrsrapport,0.0,Preben HarkjÃ¦r,Sparekassen Thy,Advokatfirmaet Dahl,Preben HarkjÃ¦r Holding ApS,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab","Thisted, den 14. maj 2014",-130084.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-14,Thisted,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:16275204,indberetninger-20180424,2.5097342,28281048.0,,2018-04-01T02:07:46.604Z,2014-05-26T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-76.888,2014-05-26T22:00:00.000Z,,,,,,,
28281048,2013-01-01,2013-12-31,ID_13,http://regnskaber.virk.dk/84018282/Y3ZyLmRrOi8vcGRmcy8yODI4MTA0ODtBcFMzMzk4OTI7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/84018282/Y3ZyLmRrOi8veGJybHMvWC05QkY4QzE0OC0yMDE0MDUyNl8xMDAxMDdfNzc0.xml,"Thisted, 7700",Jernbanegade 18,Til kapitalejerne i Preben HarkjÃ¦r Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2014-05-26,0.0,28281048.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Preben HarkjÃ¦r Holding ApS.,Ãrsrapport,0.0,Preben HarkjÃ¦r,Sparekassen Thy,Advokatfirmaet Dahl,Preben HarkjÃ¦r Holding ApS,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab","Thisted, den 14. maj 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-14,Thisted,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:16275204,indberetninger-20180424,2.5097342,28281048.0,,2018-04-01T02:07:46.604Z,2014-05-26T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-76.888,2014-05-26T22:00:00.000Z,,,,,,,
28281048,2013-01-01,2013-12-31,ID_14,http://regnskaber.virk.dk/84018282/Y3ZyLmRrOi8vcGRmcy8yODI4MTA0ODtBcFMzMzk4OTI7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/84018282/Y3ZyLmRrOi8veGJybHMvWC05QkY4QzE0OC0yMDE0MDUyNl8xMDAxMDdfNzc0.xml,"Thisted, 7700",Jernbanegade 18,Til kapitalejerne i Preben HarkjÃ¦r Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2014-05-26,0.0,28281048.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Preben HarkjÃ¦r Holding ApS.,Ãrsrapport,0.0,Preben HarkjÃ¦r,Sparekassen Thy,Advokatfirmaet Dahl,Preben HarkjÃ¦r Holding ApS,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab","Thisted, den 14. maj 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-14,Thisted,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:16275204,indberetninger-20180424,2.5097342,28281048.0,,2018-04-01T02:07:46.604Z,2014-05-26T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-76.888,2014-05-26T22:00:00.000Z,,,,,,,
28281048,2013-01-01,2013-12-31,ID_15,http://regnskaber.virk.dk/84018282/Y3ZyLmRrOi8vcGRmcy8yODI4MTA0ODtBcFMzMzk4OTI7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/84018282/Y3ZyLmRrOi8veGJybHMvWC05QkY4QzE0OC0yMDE0MDUyNl8xMDAxMDdfNzc0.xml,"Thisted, 7700",Jernbanegade 18,Til kapitalejerne i Preben HarkjÃ¦r Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013.",2014-05-26,0.0,28281048.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2013 - 31. december 2013 for Preben HarkjÃ¦r Holding ApS.,Ãrsrapport,0.0,Preben HarkjÃ¦r,Sparekassen Thy,Advokatfirmaet Dahl,Preben HarkjÃ¦r Holding ApS,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab","Thisted, den 14. maj 2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-05-14,Thisted,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:16275204,indberetninger-20180424,2.5097342,28281048.0,,2018-04-01T02:07:46.604Z,2014-05-26T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-76.888,2014-05-26T22:00:00.000Z,,,,,,,
