entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,NameAndSurnameOfMemberOfExecutiveBoard,DividendPaid,ProfitLossFromAssociates
33248385,2017-01-01,2017-12-31,ID_13,,http://regnskaber.virk.dk/58384233/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzMwLzAyLzQ3L2ExYzEtNGI3Yy1hMzJkLWM5ZTZjNjA3YTQyMw.pdf,http://regnskaber.virk.dk/58384233/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzMwL2Y3L2YwLzY5ZmMtNDY2MS1hMjM3LTk4OTg1ODA0NTM2NQ.xml,true,"Slagelse, 4200",Nytorv 8 A,Til kapitalejerne i DHL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2019-04-12,2019-04-12,2010-10-15,2019-05-29,0.0,21696382.0,33248385.0,21696382.0,mne18279,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for DHL Holding ApS.,21093.0,Ãrsrapport,Flemming Stahl,Dennis Hougaard Laustsen,"DALSGAARD, STAHL & WÃLDIKE",DHL Holding ApS,"DALSGAARD, STAHL & WÃLDIKE, Godkendt revisionsanpartsselskab",Borup,2017-01-01,2017-12-31,21093.0,21093.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸ge, 259",2018-12-31,2018-01-01,false,2019-04-12,Slagelse,0.0,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27379906,indberetninger-20180424,2.5124266,33248385.0,AWsdU3BXRYGX6_YTIXBl,2019-06-03T12:32:43.434Z,2019-06-03T12:32:15.503Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-25-QM,2019-06-03T12:32:15.748Z,,,,,,,,,,,,,,,,,,,
33248385,2017-01-01,2017-12-31,ID_15,,http://regnskaber.virk.dk/58384233/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzMwLzAyLzQ3L2ExYzEtNGI3Yy1hMzJkLWM5ZTZjNjA3YTQyMw.pdf,http://regnskaber.virk.dk/58384233/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzMwL2Y3L2YwLzY5ZmMtNDY2MS1hMjM3LTk4OTg1ODA0NTM2NQ.xml,true,"Slagelse, 4200",Nytorv 8 A,Til kapitalejerne i DHL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2019-04-12,2019-04-12,2010-10-15,2019-05-29,,21696382.0,33248385.0,21696382.0,mne18279,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for DHL Holding ApS.,,Ãrsrapport,Flemming Stahl,Dennis Hougaard Laustsen,"DALSGAARD, STAHL & WÃLDIKE",DHL Holding ApS,"DALSGAARD, STAHL & WÃLDIKE, Godkendt revisionsanpartsselskab",Borup,2017-01-01,2017-12-31,21093.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸ge, 259",2018-12-31,2018-01-01,false,2019-04-12,Slagelse,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27379906,indberetninger-20180424,2.5124266,33248385.0,AWsdU3BXRYGX6_YTIXBl,2019-06-03T12:32:43.434Z,2019-06-03T12:32:15.503Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-25-QM,2019-06-03T12:32:15.748Z,,,,,,,,,,,,,,,,,,,
33248385,2017-01-01,2017-12-31,ID_17,,http://regnskaber.virk.dk/58384233/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzMwLzAyLzQ3L2ExYzEtNGI3Yy1hMzJkLWM5ZTZjNjA3YTQyMw.pdf,http://regnskaber.virk.dk/58384233/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzMwL2Y3L2YwLzY5ZmMtNDY2MS1hMjM3LTk4OTg1ODA0NTM2NQ.xml,true,"Slagelse, 4200",Nytorv 8 A,Til kapitalejerne i DHL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2019-04-12,2019-04-12,2010-10-15,2019-05-29,,21696382.0,33248385.0,21696382.0,mne18279,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for DHL Holding ApS.,,Ãrsrapport,Flemming Stahl,Dennis Hougaard Laustsen,"DALSGAARD, STAHL & WÃLDIKE",DHL Holding ApS,"DALSGAARD, STAHL & WÃLDIKE, Godkendt revisionsanpartsselskab",Borup,2017-01-01,2017-12-31,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸ge, 259",2018-12-31,2018-01-01,false,2019-04-12,Slagelse,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27379906,indberetninger-20180424,2.5124266,33248385.0,AWsdU3BXRYGX6_YTIXBl,2019-06-03T12:32:43.434Z,2019-06-03T12:32:15.503Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-25-QM,2019-06-03T12:32:15.748Z,,,,,,,,,,,,,,,,,,,
33248385,2017-12-31,2017-12-31,ID_6,,http://regnskaber.virk.dk/58384233/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzMwLzAyLzQ3L2ExYzEtNGI3Yy1hMzJkLWM5ZTZjNjA3YTQyMw.pdf,http://regnskaber.virk.dk/58384233/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzMwL2Y3L2YwLzY5ZmMtNDY2MS1hMjM3LTk4OTg1ODA0NTM2NQ.xml,true,"Slagelse, 4200",Nytorv 8 A,Til kapitalejerne i DHL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2019-04-12,2019-04-12,2010-10-15,2019-05-29,,21696382.0,33248385.0,21696382.0,mne18279,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for DHL Holding ApS.,,Ãrsrapport,Flemming Stahl,Dennis Hougaard Laustsen,"DALSGAARD, STAHL & WÃLDIKE",DHL Holding ApS,"DALSGAARD, STAHL & WÃLDIKE, Godkendt revisionsanpartsselskab",Borup,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸ge, 259",2018-12-31,2018-01-01,false,2019-04-12,Slagelse,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27379906,indberetninger-20180424,2.5124266,33248385.0,AWsdU3BXRYGX6_YTIXBl,2019-06-03T12:32:43.434Z,2019-06-03T12:32:15.503Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-25-QM,2019-06-03T12:32:15.748Z,434747.0,80000.0,60219.0,17328.0,429747.0,434747.0,5000.0,374528.0,374528.0,374528.0,5000.0,82741.0,267006.0,5000.0,60219.0,42891.0,,,
33248385,2018-01-01,2018-01-01,ID_10,,http://regnskaber.virk.dk/58384233/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzMwLzAyLzQ3L2ExYzEtNGI3Yy1hMzJkLWM5ZTZjNjA3YTQyMw.pdf,http://regnskaber.virk.dk/58384233/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzMwL2Y3L2YwLzY5ZmMtNDY2MS1hMjM3LTk4OTg1ODA0NTM2NQ.xml,true,"Slagelse, 4200",Nytorv 8 A,Til kapitalejerne i DHL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2019-04-12,2019-04-12,2010-10-15,2019-05-29,,21696382.0,33248385.0,21696382.0,mne18279,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for DHL Holding ApS.,,Ãrsrapport,Flemming Stahl,Dennis Hougaard Laustsen,"DALSGAARD, STAHL & WÃLDIKE",DHL Holding ApS,"DALSGAARD, STAHL & WÃLDIKE, Godkendt revisionsanpartsselskab",Borup,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸ge, 259",2018-12-31,2018-01-01,false,2019-04-12,Slagelse,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27379906,indberetninger-20180424,2.5124266,33248385.0,AWsdU3BXRYGX6_YTIXBl,2019-06-03T12:32:43.434Z,2019-06-03T12:32:15.503Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-25-QM,2019-06-03T12:32:15.748Z,,,,,-80000.0,,,,,,,,,,,,,,
33248385,2018-01-01,2018-01-01,ID_11,,http://regnskaber.virk.dk/58384233/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzMwLzAyLzQ3L2ExYzEtNGI3Yy1hMzJkLWM5ZTZjNjA3YTQyMw.pdf,http://regnskaber.virk.dk/58384233/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzMwL2Y3L2YwLzY5ZmMtNDY2MS1hMjM3LTk4OTg1ODA0NTM2NQ.xml,true,"Slagelse, 4200",Nytorv 8 A,Til kapitalejerne i DHL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2019-04-12,2019-04-12,2010-10-15,2019-05-29,,21696382.0,33248385.0,21696382.0,mne18279,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for DHL Holding ApS.,,Ãrsrapport,Flemming Stahl,Dennis Hougaard Laustsen,"DALSGAARD, STAHL & WÃLDIKE",DHL Holding ApS,"DALSGAARD, STAHL & WÃLDIKE, Godkendt revisionsanpartsselskab",Borup,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸ge, 259",2018-12-31,2018-01-01,false,2019-04-12,Slagelse,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27379906,indberetninger-20180424,2.5124266,33248385.0,AWsdU3BXRYGX6_YTIXBl,2019-06-03T12:32:43.434Z,2019-06-03T12:32:15.503Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-25-QM,2019-06-03T12:32:15.748Z,,,,,-82741.0,,,,,,,,,,,,,,
33248385,2018-01-01,2018-01-01,ID_12,,http://regnskaber.virk.dk/58384233/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzMwLzAyLzQ3L2ExYzEtNGI3Yy1hMzJkLWM5ZTZjNjA3YTQyMw.pdf,http://regnskaber.virk.dk/58384233/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzMwL2Y3L2YwLzY5ZmMtNDY2MS1hMjM3LTk4OTg1ODA0NTM2NQ.xml,true,"Slagelse, 4200",Nytorv 8 A,Til kapitalejerne i DHL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2019-04-12,2019-04-12,2010-10-15,2019-05-29,,21696382.0,33248385.0,21696382.0,mne18279,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for DHL Holding ApS.,,Ãrsrapport,Flemming Stahl,Dennis Hougaard Laustsen,"DALSGAARD, STAHL & WÃLDIKE",DHL Holding ApS,"DALSGAARD, STAHL & WÃLDIKE, Godkendt revisionsanpartsselskab",Borup,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸ge, 259",2018-12-31,2018-01-01,false,2019-04-12,Slagelse,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27379906,indberetninger-20180424,2.5124266,33248385.0,AWsdU3BXRYGX6_YTIXBl,2019-06-03T12:32:43.434Z,2019-06-03T12:32:15.503Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-25-QM,2019-06-03T12:32:15.748Z,,,,,-267006.0,,,,,,,,,,,,,,
33248385,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/58384233/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzMwLzAyLzQ3L2ExYzEtNGI3Yy1hMzJkLWM5ZTZjNjA3YTQyMw.pdf,http://regnskaber.virk.dk/58384233/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzMwL2Y3L2YwLzY5ZmMtNDY2MS1hMjM3LTk4OTg1ODA0NTM2NQ.xml,true,"Slagelse, 4200",Nytorv 8 A,Til kapitalejerne i DHL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2019-04-12,2019-04-12,2010-10-15,2019-05-29,-5000.0,21696382.0,33248385.0,21696382.0,mne18279,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for DHL Holding ApS.,72226.0,Ãrsrapport,Flemming Stahl,Dennis Hougaard Laustsen,"DALSGAARD, STAHL & WÃLDIKE",DHL Holding ApS,"DALSGAARD, STAHL & WÃLDIKE, Godkendt revisionsanpartsselskab",Borup,2017-01-01,2017-12-31,68326.0,67226.0,-5000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸ge, 259",2018-12-31,2018-01-01,false,2019-04-12,Slagelse,-1100.0,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27379906,indberetninger-20180424,2.5124266,33248385.0,AWsdU3BXRYGX6_YTIXBl,2019-06-03T12:32:43.434Z,2019-06-03T12:32:15.503Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-25-QM,2019-06-03T12:32:15.748Z,,,,,,,,,,,,,,,,,,,
33248385,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/58384233/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzMwLzAyLzQ3L2ExYzEtNGI3Yy1hMzJkLWM5ZTZjNjA3YTQyMw.pdf,http://regnskaber.virk.dk/58384233/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzMwL2Y3L2YwLzY5ZmMtNDY2MS1hMjM3LTk4OTg1ODA0NTM2NQ.xml,true,"Slagelse, 4200",Nytorv 8 A,Til kapitalejerne i DHL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2019-04-12,2019-04-12,2010-10-15,2019-05-29,,21696382.0,33248385.0,21696382.0,mne18279,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for DHL Holding ApS.,,Ãrsrapport,Flemming Stahl,Dennis Hougaard Laustsen,"DALSGAARD, STAHL & WÃLDIKE",DHL Holding ApS,"DALSGAARD, STAHL & WÃLDIKE, Godkendt revisionsanpartsselskab",Borup,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸ge, 259",2018-12-31,2018-01-01,false,2019-04-12,Slagelse,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27379906,indberetninger-20180424,2.5124266,33248385.0,AWsdU3BXRYGX6_YTIXBl,2019-06-03T12:32:43.434Z,2019-06-03T12:32:15.503Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-25-QM,2019-06-03T12:32:15.748Z,,,,,,,,,,,,,,,,,,,
33248385,2018-01-01,2018-12-31,ID_14,,http://regnskaber.virk.dk/58384233/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzMwLzAyLzQ3L2ExYzEtNGI3Yy1hMzJkLWM5ZTZjNjA3YTQyMw.pdf,http://regnskaber.virk.dk/58384233/ZG9rdW1lbnRsYWdlcjovLzAzL2M4LzMwL2Y3L2YwLzY5ZmMtNDY2MS1hMjM3LTk4OTg1ODA0NTM2NQ.xml,true,"Slagelse, 4200",Nytorv 8 A,Til kapitalejerne i DHL Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,2019-04-12,2019-04-12,2010-10-15,2019-05-29,,21696382.0,33248385.0,21696382.0,mne18279,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for DHL Holding ApS.,,Ãrsrapport,Flemming Stahl,Dennis Hougaard Laustsen,"DALSGAARD, STAHL & WÃLDIKE",DHL Holding ApS,"DALSGAARD, STAHL & WÃLDIKE, Godkendt revisionsanpartsselskab",Borup,2017-01-01,2017-12-31,42226.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸ge, 259",2018-12-31,2018-01-01,false,2019-04-12,Slagelse,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27379906,indberetninger-20180424,2.5124266,33248385.0,AWsdU3BXRYGX6_YTIXBl,2019-06-03T12:32:43.434Z,2019-06-03T12:32:15.503Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-25-QM,2019-06-03T12:32:15.748Z,,,,,,,,,,,,,,,,,,,
