entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DisposalsOfPropertyPlantAndEquipment,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,PropertyPlantAndEquipmentGross,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,ReversalsOfImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,OtherFinanceExpenses,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AddressOfAuditorCountry,EmailOfAuditor,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,NameAndSurnameOfAuditor,NameOfAuditFirm,TelephoneNumberOfAuditor
34609039,2015-01-01,2015-01-01,c720,,http://regnskaber.virk.dk/93090643/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzlkLzJhL2JlLzhiY2EtNDQ3OC1iNTUwLWUxYWY4ZGY1OTIzOQ.pdf,http://regnskaber.virk.dk/93090643/ZG9rdW1lbnRsYWdlcjovLzAzLzgxL2UyL2FjL2FjLzg0MjMtNGQ4OS05NDA3LTE0YjFkY2Y2MWEwMg.xml,56080.0,", KÃ¸benhavn K",1123.0,2.0,"Gothersgade 21,","1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-06-28,2017-06-28,2012-07-01,2017-06-29,Andre eksterne omkostninger omfatter omkostninger til administration.,7862251.0,80000.0,34609039.0,15915641.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Vesterbrogade 129 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Nissen,Henrik Nissen,Vesterbrogade 129 ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",KÃ¸benhavn,2015-01-01,2015-12-31,7862251.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2016-12-31,2016-01-01,56080.0,2017-06-28,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24316832,indberetninger-20180424,2.5097342,34609039.0,,2018-03-29T19:34:33.538Z,2017-06-30T12:15:13.395Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-42-PE,2017-06-30T12:15:13.721Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34609039,2015-01-01,2015-01-01,c741,,http://regnskaber.virk.dk/93090643/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzlkLzJhL2JlLzhiY2EtNDQ3OC1iNTUwLWUxYWY4ZGY1OTIzOQ.pdf,http://regnskaber.virk.dk/93090643/ZG9rdW1lbnRsYWdlcjovLzAzLzgxL2UyL2FjL2FjLzg0MjMtNGQ4OS05NDA3LTE0YjFkY2Y2MWEwMg.xml,56080.0,", KÃ¸benhavn K",1123.0,2.0,"Gothersgade 21,","1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-06-28,2017-06-28,2012-07-01,2017-06-29,Andre eksterne omkostninger omfatter omkostninger til administration.,7862251.0,-565363.0,34609039.0,15915641.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Vesterbrogade 129 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Nissen,Henrik Nissen,Vesterbrogade 129 ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",KÃ¸benhavn,2015-01-01,2015-12-31,7862251.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2016-12-31,2016-01-01,56080.0,2017-06-28,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24316832,indberetninger-20180424,2.5097342,34609039.0,,2018-03-29T19:34:33.538Z,2017-06-30T12:15:13.395Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-42-PE,2017-06-30T12:15:13.721Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34609039,2015-01-01,2015-12-31,c123,,http://regnskaber.virk.dk/93090643/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzlkLzJhL2JlLzhiY2EtNDQ3OC1iNTUwLWUxYWY4ZGY1OTIzOQ.pdf,http://regnskaber.virk.dk/93090643/ZG9rdW1lbnRsYWdlcjovLzAzLzgxL2UyL2FjL2FjLzg0MjMtNGQ4OS05NDA3LTE0YjFkY2Y2MWEwMg.xml,56080.0,", KÃ¸benhavn K",1123.0,2.0,"Gothersgade 21,","1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-06-28,2017-06-28,2012-07-01,2017-06-29,Andre eksterne omkostninger omfatter omkostninger til administration.,7862251.0,,34609039.0,15915641.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Vesterbrogade 129 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Nissen,Henrik Nissen,Vesterbrogade 129 ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",KÃ¸benhavn,2015-01-01,2015-12-31,7862251.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2016-12-31,2016-01-01,56080.0,2017-06-28,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24316832,indberetninger-20180424,2.5097342,34609039.0,,2018-03-29T19:34:33.538Z,2017-06-30T12:15:13.395Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-42-PE,2017-06-30T12:15:13.721Z,-1484132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34609039,2015-01-01,2015-12-31,c3,,http://regnskaber.virk.dk/93090643/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzlkLzJhL2JlLzhiY2EtNDQ3OC1iNTUwLWUxYWY4ZGY1OTIzOQ.pdf,http://regnskaber.virk.dk/93090643/ZG9rdW1lbnRsYWdlcjovLzAzLzgxL2UyL2FjL2FjLzg0MjMtNGQ4OS05NDA3LTE0YjFkY2Y2MWEwMg.xml,56080.0,", KÃ¸benhavn K",1123.0,2.0,"Gothersgade 21,","1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-06-28,2017-06-28,2012-07-01,2017-06-29,Andre eksterne omkostninger omfatter omkostninger til administration.,7862251.0,,34609039.0,15915641.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Vesterbrogade 129 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Nissen,Henrik Nissen,Vesterbrogade 129 ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",KÃ¸benhavn,2015-01-01,2015-12-31,7862251.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2016-12-31,2016-01-01,56080.0,2017-06-28,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24316832,indberetninger-20180424,2.5097342,34609039.0,,2018-03-29T19:34:33.538Z,2017-06-30T12:15:13.395Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-42-PE,2017-06-30T12:15:13.721Z,-1484132.0,-502020.0,226333.0,982112.0,755779.0,-1484132.0,-502020.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34609039,2015-01-01,2015-12-31,c742,,http://regnskaber.virk.dk/93090643/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzlkLzJhL2JlLzhiY2EtNDQ3OC1iNTUwLWUxYWY4ZGY1OTIzOQ.pdf,http://regnskaber.virk.dk/93090643/ZG9rdW1lbnRsYWdlcjovLzAzLzgxL2UyL2FjL2FjLzg0MjMtNGQ4OS05NDA3LTE0YjFkY2Y2MWEwMg.xml,56080.0,", KÃ¸benhavn K",1123.0,2.0,"Gothersgade 21,","1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-06-28,2017-06-28,2012-07-01,2017-06-29,Andre eksterne omkostninger omfatter omkostninger til administration.,7862251.0,,34609039.0,15915641.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Vesterbrogade 129 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Nissen,Henrik Nissen,Vesterbrogade 129 ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",KÃ¸benhavn,2015-01-01,2015-12-31,7862251.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2016-12-31,2016-01-01,56080.0,2017-06-28,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24316832,indberetninger-20180424,2.5097342,34609039.0,,2018-03-29T19:34:33.538Z,2017-06-30T12:15:13.395Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-42-PE,2017-06-30T12:15:13.721Z,-1484132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34609039,2015-12-31,2015-12-31,c4,,http://regnskaber.virk.dk/93090643/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzlkLzJhL2JlLzhiY2EtNDQ3OC1iNTUwLWUxYWY4ZGY1OTIzOQ.pdf,http://regnskaber.virk.dk/93090643/ZG9rdW1lbnRsYWdlcjovLzAzLzgxL2UyL2FjL2FjLzg0MjMtNGQ4OS05NDA3LTE0YjFkY2Y2MWEwMg.xml,56080.0,", KÃ¸benhavn K",1123.0,2.0,"Gothersgade 21,","1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-06-28,2017-06-28,2012-07-01,2017-06-29,Andre eksterne omkostninger omfatter omkostninger til administration.,7862251.0,-1969495.0,34609039.0,15915641.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Vesterbrogade 129 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Nissen,Henrik Nissen,Vesterbrogade 129 ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",KÃ¸benhavn,2015-01-01,2015-12-31,7862251.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2016-12-31,2016-01-01,56080.0,2017-06-28,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24316832,indberetninger-20180424,2.5097342,34609039.0,,2018-03-29T19:34:33.538Z,2017-06-30T12:15:13.395Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-42-PE,2017-06-30T12:15:13.721Z,,,,,,,,,8030182.0,58748.0,80000.0,224011.0,165263.0,7806171.0,8030182.0,9999677.0,1864147.0,1864147.0,7806171.0,8110530.0,0.0,7806171.0,-2049495.0,8135530.0,165263.0,0.0,25000.0,0.0,,,,,,,,,,,
34609039,2015-12-31,2015-12-31,c722,,http://regnskaber.virk.dk/93090643/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzlkLzJhL2JlLzhiY2EtNDQ3OC1iNTUwLWUxYWY4ZGY1OTIzOQ.pdf,http://regnskaber.virk.dk/93090643/ZG9rdW1lbnRsYWdlcjovLzAzLzgxL2UyL2FjL2FjLzg0MjMtNGQ4OS05NDA3LTE0YjFkY2Y2MWEwMg.xml,56080.0,", KÃ¸benhavn K",1123.0,2.0,"Gothersgade 21,","1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-06-28,2017-06-28,2012-07-01,2017-06-29,Andre eksterne omkostninger omfatter omkostninger til administration.,7862251.0,80000.0,34609039.0,15915641.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Vesterbrogade 129 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Nissen,Henrik Nissen,Vesterbrogade 129 ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",KÃ¸benhavn,2015-01-01,2015-12-31,7862251.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2016-12-31,2016-01-01,56080.0,2017-06-28,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24316832,indberetninger-20180424,2.5097342,34609039.0,,2018-03-29T19:34:33.538Z,2017-06-30T12:15:13.395Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-42-PE,2017-06-30T12:15:13.721Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34609039,2015-12-31,2015-12-31,c743,,http://regnskaber.virk.dk/93090643/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzlkLzJhL2JlLzhiY2EtNDQ3OC1iNTUwLWUxYWY4ZGY1OTIzOQ.pdf,http://regnskaber.virk.dk/93090643/ZG9rdW1lbnRsYWdlcjovLzAzLzgxL2UyL2FjL2FjLzg0MjMtNGQ4OS05NDA3LTE0YjFkY2Y2MWEwMg.xml,56080.0,", KÃ¸benhavn K",1123.0,2.0,"Gothersgade 21,","1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-06-28,2017-06-28,2012-07-01,2017-06-29,Andre eksterne omkostninger omfatter omkostninger til administration.,7862251.0,-2049495.0,34609039.0,15915641.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Vesterbrogade 129 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Nissen,Henrik Nissen,Vesterbrogade 129 ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",KÃ¸benhavn,2015-01-01,2015-12-31,7862251.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2016-12-31,2016-01-01,56080.0,2017-06-28,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24316832,indberetninger-20180424,2.5097342,34609039.0,,2018-03-29T19:34:33.538Z,2017-06-30T12:15:13.395Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-42-PE,2017-06-30T12:15:13.721Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34609039,2016-01-01,2016-01-01,c145,,http://regnskaber.virk.dk/93090643/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzlkLzJhL2JlLzhiY2EtNDQ3OC1iNTUwLWUxYWY4ZGY1OTIzOQ.pdf,http://regnskaber.virk.dk/93090643/ZG9rdW1lbnRsYWdlcjovLzAzLzgxL2UyL2FjL2FjLzg0MjMtNGQ4OS05NDA3LTE0YjFkY2Y2MWEwMg.xml,56080.0,", KÃ¸benhavn K",1123.0,2.0,"Gothersgade 21,","1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-06-28,2017-06-28,2012-07-01,2017-06-29,Andre eksterne omkostninger omfatter omkostninger til administration.,7862251.0,,34609039.0,15915641.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Vesterbrogade 129 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Nissen,Henrik Nissen,Vesterbrogade 129 ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",KÃ¸benhavn,2015-01-01,2015-12-31,7862251.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2016-12-31,2016-01-01,56080.0,2017-06-28,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24316832,indberetninger-20180424,2.5097342,34609039.0,,2018-03-29T19:34:33.538Z,2017-06-30T12:15:13.395Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-42-PE,2017-06-30T12:15:13.721Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34609039,2016-01-01,2016-01-01,c181,,http://regnskaber.virk.dk/93090643/ZG9rdW1lbnRsYWdlcjovLzAzL2QxLzlkLzJhL2JlLzhiY2EtNDQ3OC1iNTUwLWUxYWY4ZGY1OTIzOQ.pdf,http://regnskaber.virk.dk/93090643/ZG9rdW1lbnRsYWdlcjovLzAzLzgxL2UyL2FjL2FjLzg0MjMtNGQ4OS05NDA3LTE0YjFkY2Y2MWEwMg.xml,56080.0,", KÃ¸benhavn K",1123.0,2.0,"Gothersgade 21,","1264, KÃ¸benhavn K","Store Kongensgade, 68",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-06-28,2017-06-28,2012-07-01,2017-06-29,Andre eksterne omkostninger omfatter omkostninger til administration.,7862251.0,80000.0,34609039.0,15915641.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Vesterbrogade 129 ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Henrik Nissen,Henrik Nissen,Vesterbrogade 129 ApS,"Christensen KjÃ¦rulff, Statsautoriseret Revisionsaktieselskab",KÃ¸benhavn,2015-01-01,2015-12-31,7862251.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2016-12-31,2016-01-01,56080.0,2017-06-28,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24316832,indberetninger-20180424,2.5097342,34609039.0,,2018-03-29T19:34:33.538Z,2017-06-30T12:15:13.395Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AP-42-PE,2017-06-30T12:15:13.721Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
