entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForDeferredTax,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,ExternalExpenses,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,NumberOfEmployees,OtherLongtermInvestments,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,NameOfAuditFirm,TypeOfAuditorAssistance
13613672,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/27631631/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2Q3LzZlLzViL2JlNmMtNDk2Yy1hY2UyLWYxYWVmN2Y3YzkwMA.pdf,http://regnskaber.virk.dk/27631631/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzdmLzFiLzkzLzM3NjAtNGJiMS1iZTZlLTk2ZTFiY2I2NjBjMg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2860 SÃ¸borg,c/o ADDEK ApS,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i ApS MAK,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",3508151.0,2017-03-11,1989-11-01,2017-03-11,Statsautoriseret revisor,-557110.0,15134144.0,20222670.0,13613672.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for ApS MAK.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Rasborg,H. Dahl,P. Skovsted,ApS MAK,BDO Statsautoriseret revisionsaktieselskab,Gladsaxe,2015-01-01,2015-12-31,11625993.0,15134144.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2016-12-31,2016-01-01,15691254.0,false,2017-03-11,KÃ¸benhavn,-3508151.0,urn:ofk:oid:23673764,indberetninger-20180424,2.5117297,13613672.0,,2018-03-28T05:30:32.390Z,2017-03-31T13:17:54.443Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-51-KM,2017-03-31T13:17:54.619Z,,,,,,,,,,,,,,,,,,,
13613672,2015-01-01,2015-12-31,c195,,http://regnskaber.virk.dk/27631631/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2Q3LzZlLzViL2JlNmMtNDk2Yy1hY2UyLWYxYWVmN2Y3YzkwMA.pdf,http://regnskaber.virk.dk/27631631/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzdmLzFiLzkzLzM3NjAtNGJiMS1iZTZlLTk2ZTFiY2I2NjBjMg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2860 SÃ¸borg,c/o ADDEK ApS,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i ApS MAK,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-11,1989-11-01,2017-03-11,Statsautoriseret revisor,,,20222670.0,13613672.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for ApS MAK.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Rasborg,H. Dahl,P. Skovsted,ApS MAK,BDO Statsautoriseret revisionsaktieselskab,Gladsaxe,2015-01-01,2015-12-31,11625993.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2016-12-31,2016-01-01,,false,2017-03-11,KÃ¸benhavn,,urn:ofk:oid:23673764,indberetninger-20180424,2.5117297,13613672.0,,2018-03-28T05:30:32.390Z,2017-03-31T13:17:54.443Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-51-KM,2017-03-31T13:17:54.619Z,,,,,,,,,,,,,,,,,,,
13613672,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/27631631/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2Q3LzZlLzViL2JlNmMtNDk2Yy1hY2UyLWYxYWVmN2Y3YzkwMA.pdf,http://regnskaber.virk.dk/27631631/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzdmLzFiLzkzLzM3NjAtNGJiMS1iZTZlLTk2ZTFiY2I2NjBjMg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2860 SÃ¸borg,c/o ADDEK ApS,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i ApS MAK,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-11,1989-11-01,2017-03-11,Statsautoriseret revisor,,,20222670.0,13613672.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for ApS MAK.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Rasborg,H. Dahl,P. Skovsted,ApS MAK,BDO Statsautoriseret revisionsaktieselskab,Gladsaxe,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2016-12-31,2016-01-01,,false,2017-03-11,KÃ¸benhavn,,urn:ofk:oid:23673764,indberetninger-20180424,2.5117297,13613672.0,,2018-03-28T05:30:32.390Z,2017-03-31T13:17:54.443Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-51-KM,2017-03-31T13:17:54.619Z,167028691.0,84920.0,50762680.0,158761011.0,167028691.0,8267680.0,166216901.0,166216901.0,1.0,166216901.0,394348.0,107998331.0,8267680.0,8229717.0,726870.0,332522.0,37963.0,,
13613672,2016-01-01,2016-01-01,c226,,http://regnskaber.virk.dk/27631631/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2Q3LzZlLzViL2JlNmMtNDk2Yy1hY2UyLWYxYWVmN2Y3YzkwMA.pdf,http://regnskaber.virk.dk/27631631/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzdmLzFiLzkzLzM3NjAtNGJiMS1iZTZlLTk2ZTFiY2I2NjBjMg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2860 SÃ¸borg,c/o ADDEK ApS,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i ApS MAK,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-11,1989-11-01,2017-03-11,Statsautoriseret revisor,,,20222670.0,13613672.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for ApS MAK.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Rasborg,H. Dahl,P. Skovsted,ApS MAK,BDO Statsautoriseret revisionsaktieselskab,Gladsaxe,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2016-12-31,2016-01-01,,false,2017-03-11,KÃ¸benhavn,,urn:ofk:oid:23673764,indberetninger-20180424,2.5117297,13613672.0,,2018-03-28T05:30:32.390Z,2017-03-31T13:17:54.443Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-51-KM,2017-03-31T13:17:54.619Z,,,,50762680.0,,,,,,,,,,,,,,,
13613672,2016-01-01,2016-01-01,c253,,http://regnskaber.virk.dk/27631631/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2Q3LzZlLzViL2JlNmMtNDk2Yy1hY2UyLWYxYWVmN2Y3YzkwMA.pdf,http://regnskaber.virk.dk/27631631/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzdmLzFiLzkzLzM3NjAtNGJiMS1iZTZlLTk2ZTFiY2I2NjBjMg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2860 SÃ¸borg,c/o ADDEK ApS,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i ApS MAK,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-11,1989-11-01,2017-03-11,Statsautoriseret revisor,,,20222670.0,13613672.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for ApS MAK.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Rasborg,H. Dahl,P. Skovsted,ApS MAK,BDO Statsautoriseret revisionsaktieselskab,Gladsaxe,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2016-12-31,2016-01-01,,false,2017-03-11,KÃ¸benhavn,,urn:ofk:oid:23673764,indberetninger-20180424,2.5117297,13613672.0,,2018-03-28T05:30:32.390Z,2017-03-31T13:17:54.443Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-51-KM,2017-03-31T13:17:54.619Z,,,,107998331.0,,,,,,,,,,,,,,,
13613672,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/27631631/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2Q3LzZlLzViL2JlNmMtNDk2Yy1hY2UyLWYxYWVmN2Y3YzkwMA.pdf,http://regnskaber.virk.dk/27631631/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzdmLzFiLzkzLzM3NjAtNGJiMS1iZTZlLTk2ZTFiY2I2NjBjMg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2860 SÃ¸borg,c/o ADDEK ApS,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i ApS MAK,-103612.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",722348.0,2017-03-11,1989-11-01,2017-03-11,Statsautoriseret revisor,-528444.0,2917357.0,20222670.0,13613672.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for ApS MAK.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Rasborg,H. Dahl,P. Skovsted,ApS MAK,BDO Statsautoriseret revisionsaktieselskab,Gladsaxe,2015-01-01,2015-12-31,2298621.0,2917357.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2016-12-31,2016-01-01,3445801.0,false,2017-03-11,KÃ¸benhavn,-618736.0,urn:ofk:oid:23673764,indberetninger-20180424,2.5117297,13613672.0,,2018-03-28T05:30:32.390Z,2017-03-31T13:17:54.443Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-51-KM,2017-03-31T13:17:54.619Z,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
13613672,2016-01-01,2016-12-31,c194,,http://regnskaber.virk.dk/27631631/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2Q3LzZlLzViL2JlNmMtNDk2Yy1hY2UyLWYxYWVmN2Y3YzkwMA.pdf,http://regnskaber.virk.dk/27631631/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzdmLzFiLzkzLzM3NjAtNGJiMS1iZTZlLTk2ZTFiY2I2NjBjMg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2860 SÃ¸borg,c/o ADDEK ApS,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i ApS MAK,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-11,1989-11-01,2017-03-11,Statsautoriseret revisor,,,20222670.0,13613672.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for ApS MAK.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Rasborg,H. Dahl,P. Skovsted,ApS MAK,BDO Statsautoriseret revisionsaktieselskab,Gladsaxe,2015-01-01,2015-12-31,2298621.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2016-12-31,2016-01-01,,false,2017-03-11,KÃ¸benhavn,,urn:ofk:oid:23673764,indberetninger-20180424,2.5117297,13613672.0,,2018-03-28T05:30:32.390Z,2017-03-31T13:17:54.443Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-51-KM,2017-03-31T13:17:54.619Z,,,,,,,,,,,,,,,,,,,
13613672,2016-01-01,2016-12-31,c254,,http://regnskaber.virk.dk/27631631/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2Q3LzZlLzViL2JlNmMtNDk2Yy1hY2UyLWYxYWVmN2Y3YzkwMA.pdf,http://regnskaber.virk.dk/27631631/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzdmLzFiLzkzLzM3NjAtNGJiMS1iZTZlLTk2ZTFiY2I2NjBjMg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2860 SÃ¸borg,c/o ADDEK ApS,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i ApS MAK,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-11,1989-11-01,2017-03-11,Statsautoriseret revisor,,,20222670.0,13613672.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for ApS MAK.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Rasborg,H. Dahl,P. Skovsted,ApS MAK,BDO Statsautoriseret revisionsaktieselskab,Gladsaxe,2015-01-01,2015-12-31,2298621.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2016-12-31,2016-01-01,,false,2017-03-11,KÃ¸benhavn,,urn:ofk:oid:23673764,indberetninger-20180424,2.5117297,13613672.0,,2018-03-28T05:30:32.390Z,2017-03-31T13:17:54.443Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-51-KM,2017-03-31T13:17:54.619Z,,,,,,,,,,,,,,,,,,,
13613672,2016-01-01,2016-12-31,c305,,http://regnskaber.virk.dk/27631631/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2Q3LzZlLzViL2JlNmMtNDk2Yy1hY2UyLWYxYWVmN2Y3YzkwMA.pdf,http://regnskaber.virk.dk/27631631/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzdmLzFiLzkzLzM3NjAtNGJiMS1iZTZlLTk2ZTFiY2I2NjBjMg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2860 SÃ¸borg,c/o ADDEK ApS,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i ApS MAK,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-11,1989-11-01,2017-03-11,Statsautoriseret revisor,,,20222670.0,13613672.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for ApS MAK.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Rasborg,H. Dahl,P. Skovsted,ApS MAK,BDO Statsautoriseret revisionsaktieselskab,Gladsaxe,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2016-12-31,2016-01-01,,false,2017-03-11,KÃ¸benhavn,,urn:ofk:oid:23673764,indberetninger-20180424,2.5117297,13613672.0,,2018-03-28T05:30:32.390Z,2017-03-31T13:17:54.443Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-51-KM,2017-03-31T13:17:54.619Z,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
13613672,2016-01-01,2016-12-31,c637,,http://regnskaber.virk.dk/27631631/ZG9rdW1lbnRsYWdlcjovLzAzLzEwL2Q3LzZlLzViL2JlNmMtNDk2Yy1hY2UyLWYxYWVmN2Y3YzkwMA.pdf,http://regnskaber.virk.dk/27631631/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzdmLzFiLzkzLzM3NjAtNGJiMS1iZTZlLTk2ZTFiY2I2NjBjMg.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2860 SÃ¸borg,c/o ADDEK ApS,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejerne i ApS MAK,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-03-11,1989-11-01,2017-03-11,Statsautoriseret revisor,,,20222670.0,13613672.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for ApS MAK.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter Rasborg,H. Dahl,P. Skovsted,ApS MAK,BDO Statsautoriseret revisionsaktieselskab,Gladsaxe,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gladsaxe,2016-12-31,2016-01-01,,false,2017-03-11,KÃ¸benhavn,,urn:ofk:oid:23673764,indberetninger-20180424,2.5117297,13613672.0,,2018-03-28T05:30:32.390Z,2017-03-31T13:17:54.443Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-51-KM,2017-03-31T13:17:54.619Z,,,,,,,,,,,,,,,,,,,
