entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DisposalsOfInvestments,ReversalsOfInvestmentsOfPriorYearsRevaluations,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables
30199685,2013-01-01,2013-01-01,c176,,http://regnskaber.virk.dk/58699103/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzhkL2Q1LzU0Lzg3ZjItNDEyNi05ZmUyLTk3ZjU4ZDU5ZTBhZQ.pdf,http://regnskaber.virk.dk/58699103/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzU4LzU5LzI0LzFhMDItNDNjZC04MzlkLWZiODQyODU2ZDM3ZQ.xml,-250000.0,Slangerup,3550.0,5.0,Lindholmvej,"3520, Farum","Farum Hovedgade, 9",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-06-30,2015-06-30,2015-06-30,Andre eksterne omkostninger omfatter omkostninger til administration.,30199685.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Rosenholm Holding ApS.,Ãrsrapport,250000.0,Peter Tvinnemose Nielsen,Peter Tvinnemose Nielsen,Rosenholm Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Slangerup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-30,Farum,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5630215,indberetninger-20180424,2.5097342,30199685.0,,2018-03-30T07:46:34.524Z,2015-07-01T13:59:39.779Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-93-PS,2015-07-01T13:59:39.881Z,,,,,,,,,,,,,,,,,,,,,
30199685,2013-01-01,2013-12-31,c123,,http://regnskaber.virk.dk/58699103/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzhkL2Q1LzU0Lzg3ZjItNDEyNi05ZmUyLTk3ZjU4ZDU5ZTBhZQ.pdf,http://regnskaber.virk.dk/58699103/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzU4LzU5LzI0LzFhMDItNDNjZC04MzlkLWZiODQyODU2ZDM3ZQ.xml,,Slangerup,3550.0,5.0,Lindholmvej,"3520, Farum","Farum Hovedgade, 9",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-06-30,2015-06-30,2015-06-30,Andre eksterne omkostninger omfatter omkostninger til administration.,30199685.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Rosenholm Holding ApS.,Ãrsrapport,,Peter Tvinnemose Nielsen,Peter Tvinnemose Nielsen,Rosenholm Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Slangerup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-30,Farum,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5630215,indberetninger-20180424,2.5097342,30199685.0,,2018-03-30T07:46:34.524Z,2015-07-01T13:59:39.779Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-93-PS,2015-07-01T13:59:39.881Z,-10000.0,,,,,,,,,,,,,,,,,,,,
30199685,2013-01-01,2013-12-31,c178,,http://regnskaber.virk.dk/58699103/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzhkL2Q1LzU0Lzg3ZjItNDEyNi05ZmUyLTk3ZjU4ZDU5ZTBhZQ.pdf,http://regnskaber.virk.dk/58699103/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzU4LzU5LzI0LzFhMDItNDNjZC04MzlkLWZiODQyODU2ZDM3ZQ.xml,,Slangerup,3550.0,5.0,Lindholmvej,"3520, Farum","Farum Hovedgade, 9",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-06-30,2015-06-30,2015-06-30,Andre eksterne omkostninger omfatter omkostninger til administration.,30199685.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Rosenholm Holding ApS.,Ãrsrapport,,Peter Tvinnemose Nielsen,Peter Tvinnemose Nielsen,Rosenholm Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Slangerup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-30,Farum,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5630215,indberetninger-20180424,2.5097342,30199685.0,,2018-03-30T07:46:34.524Z,2015-07-01T13:59:39.779Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-93-PS,2015-07-01T13:59:39.881Z,,0.0,0.0,,,,,,,,,,,,,,,,,,
30199685,2013-01-01,2013-12-31,c3,,http://regnskaber.virk.dk/58699103/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzhkL2Q1LzU0Lzg3ZjItNDEyNi05ZmUyLTk3ZjU4ZDU5ZTBhZQ.pdf,http://regnskaber.virk.dk/58699103/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzU4LzU5LzI0LzFhMDItNDNjZC04MzlkLWZiODQyODU2ZDM3ZQ.xml,,Slangerup,3550.0,5.0,Lindholmvej,"3520, Farum","Farum Hovedgade, 9",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-06-30,2015-06-30,2015-06-30,Andre eksterne omkostninger omfatter omkostninger til administration.,30199685.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Rosenholm Holding ApS.,Ãrsrapport,,Peter Tvinnemose Nielsen,Peter Tvinnemose Nielsen,Rosenholm Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Slangerup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-30,Farum,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5630215,indberetninger-20180424,2.5097342,30199685.0,,2018-03-30T07:46:34.524Z,2015-07-01T13:59:39.779Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-93-PS,2015-07-01T13:59:39.881Z,-10000.0,,,-10000.0,0.0,0.0,-10000.0,-10000.0,,,,,,,,,,,,,
30199685,2013-12-31,2013-12-31,c180,,http://regnskaber.virk.dk/58699103/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzhkL2Q1LzU0Lzg3ZjItNDEyNi05ZmUyLTk3ZjU4ZDU5ZTBhZQ.pdf,http://regnskaber.virk.dk/58699103/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzU4LzU5LzI0LzFhMDItNDNjZC04MzlkLWZiODQyODU2ZDM3ZQ.xml,-250000.0,Slangerup,3550.0,5.0,Lindholmvej,"3520, Farum","Farum Hovedgade, 9",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-06-30,2015-06-30,2015-06-30,Andre eksterne omkostninger omfatter omkostninger til administration.,30199685.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Rosenholm Holding ApS.,Ãrsrapport,250000.0,Peter Tvinnemose Nielsen,Peter Tvinnemose Nielsen,Rosenholm Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Slangerup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-30,Farum,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5630215,indberetninger-20180424,2.5097342,30199685.0,,2018-03-30T07:46:34.524Z,2015-07-01T13:59:39.779Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-93-PS,2015-07-01T13:59:39.881Z,,,,,,,,,,,,,,,,,,,,,
30199685,2013-12-31,2013-12-31,c4,,http://regnskaber.virk.dk/58699103/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzhkL2Q1LzU0Lzg3ZjItNDEyNi05ZmUyLTk3ZjU4ZDU5ZTBhZQ.pdf,http://regnskaber.virk.dk/58699103/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzU4LzU5LzI0LzFhMDItNDNjZC04MzlkLWZiODQyODU2ZDM3ZQ.xml,,Slangerup,3550.0,5.0,Lindholmvej,"3520, Farum","Farum Hovedgade, 9",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-06-30,2015-06-30,2015-06-30,Andre eksterne omkostninger omfatter omkostninger til administration.,30199685.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Rosenholm Holding ApS.,Ãrsrapport,,Peter Tvinnemose Nielsen,Peter Tvinnemose Nielsen,Rosenholm Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Slangerup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-30,Farum,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5630215,indberetninger-20180424,2.5097342,30199685.0,,2018-03-30T07:46:34.524Z,2015-07-01T13:59:39.779Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-93-PS,2015-07-01T13:59:39.881Z,,,,,,,,,0.0,0.0,125000.0,0.0,-783297.0,0.0,783297.0,625920.0,-908297.0,783297.0,145476.0,3026.0,8875.0
30199685,2014-01-01,2014-01-01,c175,,http://regnskaber.virk.dk/58699103/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzhkL2Q1LzU0Lzg3ZjItNDEyNi05ZmUyLTk3ZjU4ZDU5ZTBhZQ.pdf,http://regnskaber.virk.dk/58699103/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzU4LzU5LzI0LzFhMDItNDNjZC04MzlkLWZiODQyODU2ZDM3ZQ.xml,-250000.0,Slangerup,3550.0,5.0,Lindholmvej,"3520, Farum","Farum Hovedgade, 9",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-06-30,2015-06-30,2015-06-30,Andre eksterne omkostninger omfatter omkostninger til administration.,30199685.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Rosenholm Holding ApS.,Ãrsrapport,250000.0,Peter Tvinnemose Nielsen,Peter Tvinnemose Nielsen,Rosenholm Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Slangerup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-30,Farum,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5630215,indberetninger-20180424,2.5097342,30199685.0,,2018-03-30T07:46:34.524Z,2015-07-01T13:59:39.779Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-93-PS,2015-07-01T13:59:39.881Z,,,,,,,,,,,,,,,,,,,,,
30199685,2014-01-01,2014-12-31,c1,,http://regnskaber.virk.dk/58699103/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzhkL2Q1LzU0Lzg3ZjItNDEyNi05ZmUyLTk3ZjU4ZDU5ZTBhZQ.pdf,http://regnskaber.virk.dk/58699103/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzU4LzU5LzI0LzFhMDItNDNjZC04MzlkLWZiODQyODU2ZDM3ZQ.xml,,Slangerup,3550.0,5.0,Lindholmvej,"3520, Farum","Farum Hovedgade, 9",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-06-30,2015-06-30,2015-06-30,Andre eksterne omkostninger omfatter omkostninger til administration.,30199685.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Rosenholm Holding ApS.,Ãrsrapport,,Peter Tvinnemose Nielsen,Peter Tvinnemose Nielsen,Rosenholm Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Slangerup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-30,Farum,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5630215,indberetninger-20180424,2.5097342,30199685.0,,2018-03-30T07:46:34.524Z,2015-07-01T13:59:39.779Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-93-PS,2015-07-01T13:59:39.881Z,-2958498.0,,,-1650.0,2.0,2956850.0,-2958498.0,-1650.0,,,,,,,,,,,,,
30199685,2014-01-01,2014-12-31,c122,,http://regnskaber.virk.dk/58699103/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzhkL2Q1LzU0Lzg3ZjItNDEyNi05ZmUyLTk3ZjU4ZDU5ZTBhZQ.pdf,http://regnskaber.virk.dk/58699103/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzU4LzU5LzI0LzFhMDItNDNjZC04MzlkLWZiODQyODU2ZDM3ZQ.xml,,Slangerup,3550.0,5.0,Lindholmvej,"3520, Farum","Farum Hovedgade, 9",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-06-30,2015-06-30,2015-06-30,Andre eksterne omkostninger omfatter omkostninger til administration.,30199685.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Rosenholm Holding ApS.,Ãrsrapport,,Peter Tvinnemose Nielsen,Peter Tvinnemose Nielsen,Rosenholm Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Slangerup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-30,Farum,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5630215,indberetninger-20180424,2.5097342,30199685.0,,2018-03-30T07:46:34.524Z,2015-07-01T13:59:39.779Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-93-PS,2015-07-01T13:59:39.881Z,-2958498.0,,,,,,,,,,,,,,,,,,,,
30199685,2014-01-01,2014-12-31,c177,,http://regnskaber.virk.dk/58699103/ZG9rdW1lbnRsYWdlcjovLzAzL2QwLzhkL2Q1LzU0Lzg3ZjItNDEyNi05ZmUyLTk3ZjU4ZDU5ZTBhZQ.pdf,http://regnskaber.virk.dk/58699103/ZG9rdW1lbnRsYWdlcjovLzAzLzdhLzU4LzU5LzI0LzFhMDItNDNjZC04MzlkLWZiODQyODU2ZDM3ZQ.xml,,Slangerup,3550.0,5.0,Lindholmvej,"3520, Farum","Farum Hovedgade, 9",kapitalejerne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-06-30,2015-06-30,2015-06-30,Andre eksterne omkostninger omfatter omkostninger til administration.,30199685.0,34209936.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014 for Rosenholm Holding ApS.,Ãrsrapport,,Peter Tvinnemose Nielsen,Peter Tvinnemose Nielsen,Rosenholm Holding ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Slangerup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,2015-06-30,Farum,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5630215,indberetninger-20180424,2.5097342,30199685.0,,2018-03-30T07:46:34.524Z,2015-07-01T13:59:39.779Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AE-93-PS,2015-07-01T13:59:39.881Z,,250000.0,250000.0,,,,,,,,,,,,,,,,,,
