entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyTheCompaniesActOrEquivalentLegislationThatTheCompanyIsSubjectToAudit,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfModifiedOpinionOnAuditedFinancialStatements,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NumberOfEmployees,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameOfAuditFirm,TypeOfAuditorAssistance,TypeOfBasisForModifiedOpinionOnAuditedFinancialStatements
33254458,2015-01-01,2015-12-31,c347,,http://regnskaber.virk.dk/85445233/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzdlLzgyL2ViLzUwMmEtNGZiMS04ZTk3LWMzZjAzZDgzYzI4Yw.pdf,http://regnskaber.virk.dk/85445233/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzRlLzgyLzc5L2UwNzMtNDQ3Yi1hNTg3LWIwYzUyMTM2M2NjOQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2650 Hvidovre,"c/o European Business Center, Stamholmen 153 2tv.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2017-10-02,2010-10-05,2017-11-06,Statsautoriseret revisor,-441735.0,20222670.0,33254458.0,20222670.0,Ãrsrapport,Morten Kenhof,Maria Christodoulou,Maria Christodoulou,OPTOIL K/S,BDO Statsautoriseret revisionsaktieselskab,465855.0,0.0,KÃ¸benhavn,2015-01-01,2015-12-31,-907590.0,-907590.0,-441735.0,KÃ¸benhavn,2016-12-31,2016-01-01,true,true,2017-10-02,KÃ¸benhavn,0.0,Manglende konklusion,urn:ofk:oid:25004051,indberetninger-20180424,2.5116892,33254458.0,,2018-04-03T17:45:52.075Z,2018-01-31T14:47:06.250Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-BE-72-JG,2018-01-31T14:47:06.445Z,,,,,,,,,,,,,,,,,,,,
33254458,2015-01-01,2015-12-31,c368,,http://regnskaber.virk.dk/85445233/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzdlLzgyL2ViLzUwMmEtNGZiMS04ZTk3LWMzZjAzZDgzYzI4Yw.pdf,http://regnskaber.virk.dk/85445233/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzRlLzgyLzc5L2UwNzMtNDQ3Yi1hNTg3LWIwYzUyMTM2M2NjOQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2650 Hvidovre,"c/o European Business Center, Stamholmen 153 2tv.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2017-10-02,2010-10-05,2017-11-06,Statsautoriseret revisor,,20222670.0,33254458.0,20222670.0,Ãrsrapport,Morten Kenhof,Maria Christodoulou,Maria Christodoulou,OPTOIL K/S,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,2015-01-01,2015-12-31,-907590.0,,,KÃ¸benhavn,2016-12-31,2016-01-01,true,true,2017-10-02,KÃ¸benhavn,,Manglende konklusion,urn:ofk:oid:25004051,indberetninger-20180424,2.5116892,33254458.0,,2018-04-03T17:45:52.075Z,2018-01-31T14:47:06.250Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-BE-72-JG,2018-01-31T14:47:06.445Z,,,,,,,,,,,,,,,,,,,,
33254458,2015-12-31,2015-12-31,c398,,http://regnskaber.virk.dk/85445233/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzdlLzgyL2ViLzUwMmEtNGZiMS04ZTk3LWMzZjAzZDgzYzI4Yw.pdf,http://regnskaber.virk.dk/85445233/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzRlLzgyLzc5L2UwNzMtNDQ3Yi1hNTg3LWIwYzUyMTM2M2NjOQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2650 Hvidovre,"c/o European Business Center, Stamholmen 153 2tv.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2017-10-02,2010-10-05,2017-11-06,Statsautoriseret revisor,,20222670.0,33254458.0,20222670.0,Ãrsrapport,Morten Kenhof,Maria Christodoulou,Maria Christodoulou,OPTOIL K/S,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,KÃ¸benhavn,2016-12-31,2016-01-01,true,true,2017-10-02,KÃ¸benhavn,,Manglende konklusion,urn:ofk:oid:25004051,indberetninger-20180424,2.5116892,33254458.0,,2018-04-03T17:45:52.075Z,2018-01-31T14:47:06.250Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-BE-72-JG,2018-01-31T14:47:06.445Z,4987583.0,4181446.0,1238.0,-1004009.0,0.0,4987583.0,5991592.0,0.0,0.0,7830.0,1238.0,-1005247.0,0.0,5991592.0,806137.0,5983762.0,804899.0,,,
33254458,2016-01-01,2016-01-01,c703,,http://regnskaber.virk.dk/85445233/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzdlLzgyL2ViLzUwMmEtNGZiMS04ZTk3LWMzZjAzZDgzYzI4Yw.pdf,http://regnskaber.virk.dk/85445233/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzRlLzgyLzc5L2UwNzMtNDQ3Yi1hNTg3LWIwYzUyMTM2M2NjOQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2650 Hvidovre,"c/o European Business Center, Stamholmen 153 2tv.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2017-10-02,2010-10-05,2017-11-06,Statsautoriseret revisor,,20222670.0,33254458.0,20222670.0,Ãrsrapport,Morten Kenhof,Maria Christodoulou,Maria Christodoulou,OPTOIL K/S,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,KÃ¸benhavn,2016-12-31,2016-01-01,true,true,2017-10-02,KÃ¸benhavn,,Manglende konklusion,urn:ofk:oid:25004051,indberetninger-20180424,2.5116892,33254458.0,,2018-04-03T17:45:52.075Z,2018-01-31T14:47:06.250Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-BE-72-JG,2018-01-31T14:47:06.445Z,,,,1238.0,,,,,,,,,,,,,,,,
33254458,2016-01-01,2016-01-01,c730,,http://regnskaber.virk.dk/85445233/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzdlLzgyL2ViLzUwMmEtNGZiMS04ZTk3LWMzZjAzZDgzYzI4Yw.pdf,http://regnskaber.virk.dk/85445233/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzRlLzgyLzc5L2UwNzMtNDQ3Yi1hNTg3LWIwYzUyMTM2M2NjOQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2650 Hvidovre,"c/o European Business Center, Stamholmen 153 2tv.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2017-10-02,2010-10-05,2017-11-06,Statsautoriseret revisor,,20222670.0,33254458.0,20222670.0,Ãrsrapport,Morten Kenhof,Maria Christodoulou,Maria Christodoulou,OPTOIL K/S,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,KÃ¸benhavn,2016-12-31,2016-01-01,true,true,2017-10-02,KÃ¸benhavn,,Manglende konklusion,urn:ofk:oid:25004051,indberetninger-20180424,2.5116892,33254458.0,,2018-04-03T17:45:52.075Z,2018-01-31T14:47:06.250Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-BE-72-JG,2018-01-31T14:47:06.445Z,,,,-1005247.0,,,,,,,,,,,,,,,,
33254458,2016-01-01,2016-12-31,c0,,http://regnskaber.virk.dk/85445233/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzdlLzgyL2ViLzUwMmEtNGZiMS04ZTk3LWMzZjAzZDgzYzI4Yw.pdf,http://regnskaber.virk.dk/85445233/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzRlLzgyLzc5L2UwNzMtNDQ3Yi1hNTg3LWIwYzUyMTM2M2NjOQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2650 Hvidovre,"c/o European Business Center, Stamholmen 153 2tv.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2017-10-02,2010-10-05,2017-11-06,Statsautoriseret revisor,-377190.0,20222670.0,33254458.0,20222670.0,Ãrsrapport,Morten Kenhof,Maria Christodoulou,Maria Christodoulou,OPTOIL K/S,BDO Statsautoriseret revisionsaktieselskab,16221.0,137389.0,KÃ¸benhavn,2015-01-01,2015-12-31,-256022.0,-256022.0,-377190.0,KÃ¸benhavn,2016-12-31,2016-01-01,true,true,2017-10-02,KÃ¸benhavn,0.0,Manglende konklusion,urn:ofk:oid:25004051,indberetninger-20180424,2.5116892,33254458.0,,2018-04-03T17:45:52.075Z,2018-01-31T14:47:06.250Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-BE-72-JG,2018-01-31T14:47:06.445Z,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,Grundlag for manglende konklusion
33254458,2016-01-01,2016-12-31,c2,,http://regnskaber.virk.dk/85445233/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzdlLzgyL2ViLzUwMmEtNGZiMS04ZTk3LWMzZjAzZDgzYzI4Yw.pdf,http://regnskaber.virk.dk/85445233/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzRlLzgyLzc5L2UwNzMtNDQ3Yi1hNTg3LWIwYzUyMTM2M2NjOQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2650 Hvidovre,"c/o European Business Center, Stamholmen 153 2tv.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2017-10-02,2010-10-05,2017-11-06,Statsautoriseret revisor,,20222670.0,33254458.0,20222670.0,Ãrsrapport,Morten Kenhof,Maria Christodoulou,Maria Christodoulou,OPTOIL K/S,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,KÃ¸benhavn,2016-12-31,2016-01-01,true,true,2017-10-02,KÃ¸benhavn,,Manglende konklusion,urn:ofk:oid:25004051,indberetninger-20180424,2.5116892,33254458.0,,2018-04-03T17:45:52.075Z,2018-01-31T14:47:06.250Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-BE-72-JG,2018-01-31T14:47:06.445Z,,,,,,,,,,,,,,,,,,,,
33254458,2016-01-01,2016-12-31,c367,,http://regnskaber.virk.dk/85445233/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzdlLzgyL2ViLzUwMmEtNGZiMS04ZTk3LWMzZjAzZDgzYzI4Yw.pdf,http://regnskaber.virk.dk/85445233/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzRlLzgyLzc5L2UwNzMtNDQ3Yi1hNTg3LWIwYzUyMTM2M2NjOQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2650 Hvidovre,"c/o European Business Center, Stamholmen 153 2tv.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2017-10-02,2010-10-05,2017-11-06,Statsautoriseret revisor,,20222670.0,33254458.0,20222670.0,Ãrsrapport,Morten Kenhof,Maria Christodoulou,Maria Christodoulou,OPTOIL K/S,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,2015-01-01,2015-12-31,-256022.0,,,KÃ¸benhavn,2016-12-31,2016-01-01,true,true,2017-10-02,KÃ¸benhavn,,Manglende konklusion,urn:ofk:oid:25004051,indberetninger-20180424,2.5116892,33254458.0,,2018-04-03T17:45:52.075Z,2018-01-31T14:47:06.250Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-BE-72-JG,2018-01-31T14:47:06.445Z,,,,,,,,,,,,,,,,,,,,
33254458,2016-01-01,2016-12-31,c42,,http://regnskaber.virk.dk/85445233/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzdlLzgyL2ViLzUwMmEtNGZiMS04ZTk3LWMzZjAzZDgzYzI4Yw.pdf,http://regnskaber.virk.dk/85445233/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzRlLzgyLzc5L2UwNzMtNDQ3Yi1hNTg3LWIwYzUyMTM2M2NjOQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2650 Hvidovre,"c/o European Business Center, Stamholmen 153 2tv.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2017-10-02,2010-10-05,2017-11-06,Statsautoriseret revisor,,20222670.0,33254458.0,20222670.0,Ãrsrapport,Morten Kenhof,Maria Christodoulou,Maria Christodoulou,OPTOIL K/S,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,,KÃ¸benhavn,2016-12-31,2016-01-01,true,true,2017-10-02,KÃ¸benhavn,,Manglende konklusion,urn:ofk:oid:25004051,indberetninger-20180424,2.5116892,33254458.0,,2018-04-03T17:45:52.075Z,2018-01-31T14:47:06.250Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-BE-72-JG,2018-01-31T14:47:06.445Z,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,
33254458,2016-01-01,2016-12-31,c731,,http://regnskaber.virk.dk/85445233/ZG9rdW1lbnRsYWdlcjovLzAzL2IxLzdlLzgyL2ViLzUwMmEtNGZiMS04ZTk3LWMzZjAzZDgzYzI4Yw.pdf,http://regnskaber.virk.dk/85445233/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzRlLzgyLzc5L2UwNzMtNDQ3Yi1hNTg3LWIwYzUyMTM2M2NjOQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2650 Hvidovre,"c/o European Business Center, Stamholmen 153 2tv.",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,2017-10-02,2010-10-05,2017-11-06,Statsautoriseret revisor,,20222670.0,33254458.0,20222670.0,Ãrsrapport,Morten Kenhof,Maria Christodoulou,Maria Christodoulou,OPTOIL K/S,BDO Statsautoriseret revisionsaktieselskab,,,KÃ¸benhavn,2015-01-01,2015-12-31,-256022.0,,,KÃ¸benhavn,2016-12-31,2016-01-01,true,true,2017-10-02,KÃ¸benhavn,,Manglende konklusion,urn:ofk:oid:25004051,indberetninger-20180424,2.5116892,33254458.0,,2018-04-03T17:45:52.075Z,2018-01-31T14:47:06.250Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-BE-72-JG,2018-01-31T14:47:06.445Z,,,,,,,,,,,,,,,,,,,,
