entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfGeneralMeeting,FaxNumberOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,OtherTaxExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables
46384911,2011-07-01,2012-06-30,ID_10,http://regnskaber.virk.dk/11948364/Y3ZyLmRrOi8vcGRmcy80NjM4NDkxMTtBcFM2MjMwMjsyMDEyMDcwMTsyMDEzMDYzMDtSO1I.pdf,http://regnskaber.virk.dk/11948364/Y3ZyLmRrOi8veGJybHMvWC0yMDgyOTQzNi0yMDEzMTAwMV8xNzEwNTJfNzI0.xml,"5250, Odense SV",Lindholmvej 1A,"Odense SV, 5250",Lindholmvej 1A,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-10-01,6596 3386,10092159.0,46384911.0,10092159.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for Hjil ApS.,Ãrsrapport,John  Hansen,Leif Vesterlund,Inger Vesterlund,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",Hjil ApS,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",108675.0,2013-06-30,2012-07-01,2013-09-27,Bellinge,6596 3305,DirektÃ¸r,urn:ofk:oid:16118330,indberetninger-20180424,2.5118406,46384911.0,,2018-04-01T12:58:22.836Z,2013-10-01T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-276.624,2013-10-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46384911,2011-07-01,2012-06-30,ID_12,http://regnskaber.virk.dk/11948364/Y3ZyLmRrOi8vcGRmcy80NjM4NDkxMTtBcFM2MjMwMjsyMDEyMDcwMTsyMDEzMDYzMDtSO1I.pdf,http://regnskaber.virk.dk/11948364/Y3ZyLmRrOi8veGJybHMvWC0yMDgyOTQzNi0yMDEzMTAwMV8xNzEwNTJfNzI0.xml,"5250, Odense SV",Lindholmvej 1A,"Odense SV, 5250",Lindholmvej 1A,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-10-01,6596 3386,10092159.0,46384911.0,10092159.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for Hjil ApS.,Ãrsrapport,John  Hansen,Leif Vesterlund,Inger Vesterlund,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",Hjil ApS,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",-112798.0,2013-06-30,2012-07-01,2013-09-27,Bellinge,6596 3305,DirektÃ¸r,urn:ofk:oid:16118330,indberetninger-20180424,2.5118406,46384911.0,,2018-04-01T12:58:22.836Z,2013-10-01T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-276.624,2013-10-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46384911,2011-07-01,2012-06-30,ID_14,http://regnskaber.virk.dk/11948364/Y3ZyLmRrOi8vcGRmcy80NjM4NDkxMTtBcFM2MjMwMjsyMDEyMDcwMTsyMDEzMDYzMDtSO1I.pdf,http://regnskaber.virk.dk/11948364/Y3ZyLmRrOi8veGJybHMvWC0yMDgyOTQzNi0yMDEzMTAwMV8xNzEwNTJfNzI0.xml,"5250, Odense SV",Lindholmvej 1A,"Odense SV, 5250",Lindholmvej 1A,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-10-01,6596 3386,10092159.0,46384911.0,10092159.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for Hjil ApS.,Ãrsrapport,John  Hansen,Leif Vesterlund,Inger Vesterlund,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",Hjil ApS,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",-4123.0,2013-06-30,2012-07-01,2013-09-27,Bellinge,6596 3305,DirektÃ¸r,urn:ofk:oid:16118330,indberetninger-20180424,2.5118406,46384911.0,,2018-04-01T12:58:22.836Z,2013-10-01T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-276.624,2013-10-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46384911,2011-07-01,2012-06-30,ID_8,http://regnskaber.virk.dk/11948364/Y3ZyLmRrOi8vcGRmcy80NjM4NDkxMTtBcFM2MjMwMjsyMDEyMDcwMTsyMDEzMDYzMDtSO1I.pdf,http://regnskaber.virk.dk/11948364/Y3ZyLmRrOi8veGJybHMvWC0yMDgyOTQzNi0yMDEzMTAwMV8xNzEwNTJfNzI0.xml,"5250, Odense SV",Lindholmvej 1A,"Odense SV, 5250",Lindholmvej 1A,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-10-01,6596 3386,10092159.0,46384911.0,10092159.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for Hjil ApS.,Ãrsrapport,John  Hansen,Leif Vesterlund,Inger Vesterlund,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",Hjil ApS,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",4123.0,2013-06-30,2012-07-01,2013-09-27,Bellinge,6596 3305,DirektÃ¸r,urn:ofk:oid:16118330,indberetninger-20180424,2.5118406,46384911.0,,2018-04-01T12:58:22.836Z,2013-10-01T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-276.624,2013-10-01T22:00:00.000Z,-66815.0,84274.0,-12035.0,-1301.0,5424.0,-66815.0,,,,,,,,,,,,,,,,,,,,,,
46384911,2012-06-30,2012-06-30,ID_16,http://regnskaber.virk.dk/11948364/Y3ZyLmRrOi8vcGRmcy80NjM4NDkxMTtBcFM2MjMwMjsyMDEyMDcwMTsyMDEzMDYzMDtSO1I.pdf,http://regnskaber.virk.dk/11948364/Y3ZyLmRrOi8veGJybHMvWC0yMDgyOTQzNi0yMDEzMTAwMV8xNzEwNTJfNzI0.xml,"5250, Odense SV",Lindholmvej 1A,"Odense SV, 5250",Lindholmvej 1A,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-10-01,6596 3386,10092159.0,46384911.0,10092159.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for Hjil ApS.,Ãrsrapport,John  Hansen,Leif Vesterlund,Inger Vesterlund,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",Hjil ApS,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",,2013-06-30,2012-07-01,2013-09-27,Bellinge,6596 3305,DirektÃ¸r,urn:ofk:oid:16118330,indberetninger-20180424,2.5118406,46384911.0,,2018-04-01T12:58:22.836Z,2013-10-01T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-276.624,2013-10-01T22:00:00.000Z,,,,,,,1410280.0,30148.0,-135000.0,40750.0,7010.0,-1146383.0,1100000.0,-1410280.0,-262117.0,269530.0,1369530.0,269530.0,-262117.0,1100000.0,-108675.0,-1780.0,-1780.0,-902708.0,-262117.0,10602.0,0.0,3592.0
46384911,2012-07-01,2013-06-30,ID_0,http://regnskaber.virk.dk/11948364/Y3ZyLmRrOi8vcGRmcy80NjM4NDkxMTtBcFM2MjMwMjsyMDEyMDcwMTsyMDEzMDYzMDtSO1I.pdf,http://regnskaber.virk.dk/11948364/Y3ZyLmRrOi8veGJybHMvWC0yMDgyOTQzNi0yMDEzMTAwMV8xNzEwNTJfNzI0.xml,"5250, Odense SV",Lindholmvej 1A,"Odense SV, 5250",Lindholmvej 1A,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-10-01,6596 3386,10092159.0,46384911.0,10092159.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for Hjil ApS.,Ãrsrapport,John  Hansen,Leif Vesterlund,Inger Vesterlund,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",Hjil ApS,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",,2013-06-30,2012-07-01,2013-09-27,Bellinge,6596 3305,DirektÃ¸r,urn:ofk:oid:16118330,indberetninger-20180424,2.5118406,46384911.0,,2018-04-01T12:58:22.836Z,2013-10-01T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-276.624,2013-10-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46384911,2012-07-01,2013-06-30,ID_1,http://regnskaber.virk.dk/11948364/Y3ZyLmRrOi8vcGRmcy80NjM4NDkxMTtBcFM2MjMwMjsyMDEyMDcwMTsyMDEzMDYzMDtSO1I.pdf,http://regnskaber.virk.dk/11948364/Y3ZyLmRrOi8veGJybHMvWC0yMDgyOTQzNi0yMDEzMTAwMV8xNzEwNTJfNzI0.xml,"5250, Odense SV",Lindholmvej 1A,"Odense SV, 5250",Lindholmvej 1A,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-10-01,6596 3386,10092159.0,46384911.0,10092159.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for Hjil ApS.,Ãrsrapport,John  Hansen,Leif Vesterlund,Inger Vesterlund,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",Hjil ApS,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",,2013-06-30,2012-07-01,2013-09-27,Bellinge,6596 3305,DirektÃ¸r,urn:ofk:oid:16118330,indberetninger-20180424,2.5118406,46384911.0,,2018-04-01T12:58:22.836Z,2013-10-01T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-276.624,2013-10-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46384911,2012-07-01,2013-06-30,ID_11,http://regnskaber.virk.dk/11948364/Y3ZyLmRrOi8vcGRmcy80NjM4NDkxMTtBcFM2MjMwMjsyMDEyMDcwMTsyMDEzMDYzMDtSO1I.pdf,http://regnskaber.virk.dk/11948364/Y3ZyLmRrOi8veGJybHMvWC0yMDgyOTQzNi0yMDEzMTAwMV8xNzEwNTJfNzI0.xml,"5250, Odense SV",Lindholmvej 1A,"Odense SV, 5250",Lindholmvej 1A,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-10-01,6596 3386,10092159.0,46384911.0,10092159.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for Hjil ApS.,Ãrsrapport,John  Hansen,Leif Vesterlund,Inger Vesterlund,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",Hjil ApS,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",-80.0,2013-06-30,2012-07-01,2013-09-27,Bellinge,6596 3305,DirektÃ¸r,urn:ofk:oid:16118330,indberetninger-20180424,2.5118406,46384911.0,,2018-04-01T12:58:22.836Z,2013-10-01T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-276.624,2013-10-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46384911,2012-07-01,2013-06-30,ID_13,http://regnskaber.virk.dk/11948364/Y3ZyLmRrOi8vcGRmcy80NjM4NDkxMTtBcFM2MjMwMjsyMDEyMDcwMTsyMDEzMDYzMDtSO1I.pdf,http://regnskaber.virk.dk/11948364/Y3ZyLmRrOi8veGJybHMvWC0yMDgyOTQzNi0yMDEzMTAwMV8xNzEwNTJfNzI0.xml,"5250, Odense SV",Lindholmvej 1A,"Odense SV, 5250",Lindholmvej 1A,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-10-01,6596 3386,10092159.0,46384911.0,10092159.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for Hjil ApS.,Ãrsrapport,John  Hansen,Leif Vesterlund,Inger Vesterlund,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",Hjil ApS,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",108595.0,2013-06-30,2012-07-01,2013-09-27,Bellinge,6596 3305,DirektÃ¸r,urn:ofk:oid:16118330,indberetninger-20180424,2.5118406,46384911.0,,2018-04-01T12:58:22.836Z,2013-10-01T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-276.624,2013-10-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46384911,2012-07-01,2013-06-30,ID_17,http://regnskaber.virk.dk/11948364/Y3ZyLmRrOi8vcGRmcy80NjM4NDkxMTtBcFM2MjMwMjsyMDEyMDcwMTsyMDEzMDYzMDtSO1I.pdf,http://regnskaber.virk.dk/11948364/Y3ZyLmRrOi8veGJybHMvWC0yMDgyOTQzNi0yMDEzMTAwMV8xNzEwNTJfNzI0.xml,"5250, Odense SV",Lindholmvej 1A,"Odense SV, 5250",Lindholmvej 1A,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-10-01,6596 3386,10092159.0,46384911.0,10092159.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2012 - 30. juni 2013 for Hjil ApS.,Ãrsrapport,John  Hansen,Leif Vesterlund,Inger Vesterlund,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",Hjil ApS,"Revisionsfirmaet Leif Vesterlund ApS, Registreret Revisionsanpartsselskab",,2013-06-30,2012-07-01,2013-09-27,Bellinge,6596 3305,DirektÃ¸r,urn:ofk:oid:16118330,indberetninger-20180424,2.5118406,46384911.0,,2018-04-01T12:58:22.836Z,2013-10-01T22:00:00.000Z,regnskab,0.0,,2013-06-30,2012-07-01,13-276.624,2013-10-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
