entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,NameAndSurnameOfMemberOfExecutiveBoard
35056475,1899-12-30,1899-12-30,ID_11,http://regnskaber.virk.dk/57465053/Y3ZyLmRrOi8vcGRmcy8zNTA1NjQ3NTtBcFM1MjY1MjI7MjAxMzAzMTI7MjAxNDAzMzE7UjtS.pdf,http://regnskaber.virk.dk/57465053/Y3ZyLmRrOi8veGJybHMvWC0yQ0VGRDEzRC0yMDE0MDUwN18xNTU0MTdfNjk2.xml,"9370, Hals",TvÃ¦rgade 3,Til den daglige ledelse i Gandrup Murermesterforretning ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 12. marts 2013 - 31. marts 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-03-12,2014-05-07,0.0,35056475.0,31885191.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 12. marts 2013 - 31. marts 2014 for Gandrup Murermesterforretning ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank N. Jensen,Gandrup Murermesterforretning ApS,"RevisorHuset Hals, Registreret Revisionsanpartsselskab",0.0,2014-03-31,2013-03-12,2014-05-07,Hals,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14940627,indberetninger-20180424,2.5124366,35056475.0,,2018-03-31T18:30:16.828Z,2014-05-07T22:00:00.000Z,regnskab,0.0,,2014-03-31,2013-03-12,14-202.979,2014-05-07T22:00:00.000Z,,,,,,,,,
35056475,1899-12-30,1899-12-30,ID_13,http://regnskaber.virk.dk/57465053/Y3ZyLmRrOi8vcGRmcy8zNTA1NjQ3NTtBcFM1MjY1MjI7MjAxMzAzMTI7MjAxNDAzMzE7UjtS.pdf,http://regnskaber.virk.dk/57465053/Y3ZyLmRrOi8veGJybHMvWC0yQ0VGRDEzRC0yMDE0MDUwN18xNTU0MTdfNjk2.xml,"9370, Hals",TvÃ¦rgade 3,Til den daglige ledelse i Gandrup Murermesterforretning ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 12. marts 2013 - 31. marts 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-03-12,2014-05-07,0.0,35056475.0,31885191.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 12. marts 2013 - 31. marts 2014 for Gandrup Murermesterforretning ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank N. Jensen,Gandrup Murermesterforretning ApS,"RevisorHuset Hals, Registreret Revisionsanpartsselskab",0.0,2014-03-31,2013-03-12,2014-05-07,Hals,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14940627,indberetninger-20180424,2.5124366,35056475.0,,2018-03-31T18:30:16.828Z,2014-05-07T22:00:00.000Z,regnskab,0.0,,2014-03-31,2013-03-12,14-202.979,2014-05-07T22:00:00.000Z,,,,,,,,,
35056475,1899-12-30,1899-12-30,ID_7,http://regnskaber.virk.dk/57465053/Y3ZyLmRrOi8vcGRmcy8zNTA1NjQ3NTtBcFM1MjY1MjI7MjAxMzAzMTI7MjAxNDAzMzE7UjtS.pdf,http://regnskaber.virk.dk/57465053/Y3ZyLmRrOi8veGJybHMvWC0yQ0VGRDEzRC0yMDE0MDUwN18xNTU0MTdfNjk2.xml,"9370, Hals",TvÃ¦rgade 3,Til den daglige ledelse i Gandrup Murermesterforretning ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 12. marts 2013 - 31. marts 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-03-12,2014-05-07,0.0,35056475.0,31885191.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 12. marts 2013 - 31. marts 2014 for Gandrup Murermesterforretning ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank N. Jensen,Gandrup Murermesterforretning ApS,"RevisorHuset Hals, Registreret Revisionsanpartsselskab",0.0,2014-03-31,2013-03-12,2014-05-07,Hals,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14940627,indberetninger-20180424,2.5124366,35056475.0,,2018-03-31T18:30:16.828Z,2014-05-07T22:00:00.000Z,regnskab,0.0,,2014-03-31,2013-03-12,14-202.979,2014-05-07T22:00:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
35056475,1899-12-30,1899-12-30,ID_9,http://regnskaber.virk.dk/57465053/Y3ZyLmRrOi8vcGRmcy8zNTA1NjQ3NTtBcFM1MjY1MjI7MjAxMzAzMTI7MjAxNDAzMzE7UjtS.pdf,http://regnskaber.virk.dk/57465053/Y3ZyLmRrOi8veGJybHMvWC0yQ0VGRDEzRC0yMDE0MDUwN18xNTU0MTdfNjk2.xml,"9370, Hals",TvÃ¦rgade 3,Til den daglige ledelse i Gandrup Murermesterforretning ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 12. marts 2013 - 31. marts 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-03-12,2014-05-07,0.0,35056475.0,31885191.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 12. marts 2013 - 31. marts 2014 for Gandrup Murermesterforretning ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank N. Jensen,Gandrup Murermesterforretning ApS,"RevisorHuset Hals, Registreret Revisionsanpartsselskab",0.0,2014-03-31,2013-03-12,2014-05-07,Hals,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14940627,indberetninger-20180424,2.5124366,35056475.0,,2018-03-31T18:30:16.828Z,2014-05-07T22:00:00.000Z,regnskab,0.0,,2014-03-31,2013-03-12,14-202.979,2014-05-07T22:00:00.000Z,,,,,,,,,
35056475,2013-03-12,2014-03-31,ID_0,http://regnskaber.virk.dk/57465053/Y3ZyLmRrOi8vcGRmcy8zNTA1NjQ3NTtBcFM1MjY1MjI7MjAxMzAzMTI7MjAxNDAzMzE7UjtS.pdf,http://regnskaber.virk.dk/57465053/Y3ZyLmRrOi8veGJybHMvWC0yQ0VGRDEzRC0yMDE0MDUwN18xNTU0MTdfNjk2.xml,"9370, Hals",TvÃ¦rgade 3,Til den daglige ledelse i Gandrup Murermesterforretning ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 12. marts 2013 - 31. marts 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-03-12,2014-05-07,0.0,35056475.0,31885191.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 12. marts 2013 - 31. marts 2014 for Gandrup Murermesterforretning ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank N. Jensen,Gandrup Murermesterforretning ApS,"RevisorHuset Hals, Registreret Revisionsanpartsselskab",,2014-03-31,2013-03-12,2014-05-07,Hals,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14940627,indberetninger-20180424,2.5124366,35056475.0,,2018-03-31T18:30:16.828Z,2014-05-07T22:00:00.000Z,regnskab,0.0,,2014-03-31,2013-03-12,14-202.979,2014-05-07T22:00:00.000Z,,,,,,,,,
35056475,2013-03-12,2014-03-31,ID_1,http://regnskaber.virk.dk/57465053/Y3ZyLmRrOi8vcGRmcy8zNTA1NjQ3NTtBcFM1MjY1MjI7MjAxMzAzMTI7MjAxNDAzMzE7UjtS.pdf,http://regnskaber.virk.dk/57465053/Y3ZyLmRrOi8veGJybHMvWC0yQ0VGRDEzRC0yMDE0MDUwN18xNTU0MTdfNjk2.xml,"9370, Hals",TvÃ¦rgade 3,Til den daglige ledelse i Gandrup Murermesterforretning ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 12. marts 2013 - 31. marts 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-03-12,2014-05-07,0.0,35056475.0,31885191.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 12. marts 2013 - 31. marts 2014 for Gandrup Murermesterforretning ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank N. Jensen,Gandrup Murermesterforretning ApS,"RevisorHuset Hals, Registreret Revisionsanpartsselskab",,2014-03-31,2013-03-12,2014-05-07,Hals,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14940627,indberetninger-20180424,2.5124366,35056475.0,,2018-03-31T18:30:16.828Z,2014-05-07T22:00:00.000Z,regnskab,0.0,,2014-03-31,2013-03-12,14-202.979,2014-05-07T22:00:00.000Z,,,,,,,,,
35056475,2013-03-12,2014-03-31,ID_10,http://regnskaber.virk.dk/57465053/Y3ZyLmRrOi8vcGRmcy8zNTA1NjQ3NTtBcFM1MjY1MjI7MjAxMzAzMTI7MjAxNDAzMzE7UjtS.pdf,http://regnskaber.virk.dk/57465053/Y3ZyLmRrOi8veGJybHMvWC0yQ0VGRDEzRC0yMDE0MDUwN18xNTU0MTdfNjk2.xml,"9370, Hals",TvÃ¦rgade 3,Til den daglige ledelse i Gandrup Murermesterforretning ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 12. marts 2013 - 31. marts 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-03-12,2014-05-07,0.0,35056475.0,31885191.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 12. marts 2013 - 31. marts 2014 for Gandrup Murermesterforretning ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank N. Jensen,Gandrup Murermesterforretning ApS,"RevisorHuset Hals, Registreret Revisionsanpartsselskab",-186344.0,2014-03-31,2013-03-12,2014-05-07,Hals,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14940627,indberetninger-20180424,2.5124366,35056475.0,,2018-03-31T18:30:16.828Z,2014-05-07T22:00:00.000Z,regnskab,0.0,,2014-03-31,2013-03-12,14-202.979,2014-05-07T22:00:00.000Z,,,,,,,,,
35056475,2013-03-12,2014-03-31,ID_12,http://regnskaber.virk.dk/57465053/Y3ZyLmRrOi8vcGRmcy8zNTA1NjQ3NTtBcFM1MjY1MjI7MjAxMzAzMTI7MjAxNDAzMzE7UjtS.pdf,http://regnskaber.virk.dk/57465053/Y3ZyLmRrOi8veGJybHMvWC0yQ0VGRDEzRC0yMDE0MDUwN18xNTU0MTdfNjk2.xml,"9370, Hals",TvÃ¦rgade 3,Til den daglige ledelse i Gandrup Murermesterforretning ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 12. marts 2013 - 31. marts 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-03-12,2014-05-07,0.0,35056475.0,31885191.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 12. marts 2013 - 31. marts 2014 for Gandrup Murermesterforretning ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank N. Jensen,Gandrup Murermesterforretning ApS,"RevisorHuset Hals, Registreret Revisionsanpartsselskab",-235544.0,2014-03-31,2013-03-12,2014-05-07,Hals,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14940627,indberetninger-20180424,2.5124366,35056475.0,,2018-03-31T18:30:16.828Z,2014-05-07T22:00:00.000Z,regnskab,0.0,,2014-03-31,2013-03-12,14-202.979,2014-05-07T22:00:00.000Z,,,,,,,,,
35056475,2013-03-12,2014-03-31,ID_14,http://regnskaber.virk.dk/57465053/Y3ZyLmRrOi8vcGRmcy8zNTA1NjQ3NTtBcFM1MjY1MjI7MjAxMzAzMTI7MjAxNDAzMzE7UjtS.pdf,http://regnskaber.virk.dk/57465053/Y3ZyLmRrOi8veGJybHMvWC0yQ0VGRDEzRC0yMDE0MDUwN18xNTU0MTdfNjk2.xml,"9370, Hals",TvÃ¦rgade 3,Til den daglige ledelse i Gandrup Murermesterforretning ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 12. marts 2013 - 31. marts 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-03-12,2014-05-07,0.0,35056475.0,31885191.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 12. marts 2013 - 31. marts 2014 for Gandrup Murermesterforretning ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank N. Jensen,Gandrup Murermesterforretning ApS,"RevisorHuset Hals, Registreret Revisionsanpartsselskab",,2014-03-31,2013-03-12,2014-05-07,Hals,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14940627,indberetninger-20180424,2.5124366,35056475.0,,2018-03-31T18:30:16.828Z,2014-05-07T22:00:00.000Z,regnskab,0.0,,2014-03-31,2013-03-12,14-202.979,2014-05-07T22:00:00.000Z,,,,,,,,,
35056475,2013-03-12,2014-03-31,ID_15,http://regnskaber.virk.dk/57465053/Y3ZyLmRrOi8vcGRmcy8zNTA1NjQ3NTtBcFM1MjY1MjI7MjAxMzAzMTI7MjAxNDAzMzE7UjtS.pdf,http://regnskaber.virk.dk/57465053/Y3ZyLmRrOi8veGJybHMvWC0yQ0VGRDEzRC0yMDE0MDUwN18xNTU0MTdfNjk2.xml,"9370, Hals",TvÃ¦rgade 3,Til den daglige ledelse i Gandrup Murermesterforretning ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 12. marts 2013 - 31. marts 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2013-03-12,2014-05-07,0.0,35056475.0,31885191.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 12. marts 2013 - 31. marts 2014 for Gandrup Murermesterforretning ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Frank N. Jensen,Gandrup Murermesterforretning ApS,"RevisorHuset Hals, Registreret Revisionsanpartsselskab",,2014-03-31,2013-03-12,2014-05-07,Hals,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14940627,indberetninger-20180424,2.5124366,35056475.0,,2018-03-31T18:30:16.828Z,2014-05-07T22:00:00.000Z,regnskab,0.0,,2014-03-31,2013-03-12,14-202.979,2014-05-07T22:00:00.000Z,,,,,,,,,
