entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,FaxNumberOfReportingEntity,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,ImpairmentOfFinancialAssets,IncomeFromOtherLongtermInvestmentsAndReceivables,OtherFinanceExpenses,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,WritedownsOfCurrentAssetsThatExceedNormalWritedowns,Assets,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
21194387,2015-04-01,2016-03-31,ID_3,,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2RiL2EwLzRlL2RjNGUtNDQ2OC04MjRhLWJmZWE4YjM2ZjAxZQ.pdf,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzLzljL2RiLzVlLzc5LzZjMmQtNGNlYi1hZjQzLTQ2ZjBhODMwYTk0Nw.xml,"8000, Aarhus C","Inge Lehmanns Gade 10, 6.",Til kapitalejerne i Scan Products ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2016 - 31. marts 2017.",2017-07-31,2017-07-31,1998-10-01,2017-07-31,scanproducts@scanproducts.dk,74 67 33 03,www.scanproducts.dk,34330042.0,21194387.0,34330042.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2016 - 31. marts 2017 for Scan Products ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Benny Fomsgaard Andersen,CURA revision,Sydbank,Scan Products ApS,"CURA revision, Registreret revisionsvirksomhed",Kolding,2015-04-01,2016-03-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-03-31,2016-04-01,2017-07-31,Aarhus,74 67 38 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24397142,indberetninger-20180424,2.5097342,21194387.0,,2018-03-27T12:52:56.618Z,2017-08-08T11:39:46.429Z,regnskab,0.0,,2017-03-31,2016-04-01,X17-AR-23-WD,2017-08-08T11:39:46.644Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21194387,2015-04-01,2016-03-31,ID_5,,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2RiL2EwLzRlL2RjNGUtNDQ2OC04MjRhLWJmZWE4YjM2ZjAxZQ.pdf,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzLzljL2RiLzVlLzc5LzZjMmQtNGNlYi1hZjQzLTQ2ZjBhODMwYTk0Nw.xml,"8000, Aarhus C","Inge Lehmanns Gade 10, 6.",Til kapitalejerne i Scan Products ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2016 - 31. marts 2017.",2017-07-31,2017-07-31,1998-10-01,2017-07-31,scanproducts@scanproducts.dk,74 67 33 03,www.scanproducts.dk,34330042.0,21194387.0,34330042.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2016 - 31. marts 2017 for Scan Products ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Benny Fomsgaard Andersen,CURA revision,Sydbank,Scan Products ApS,"CURA revision, Registreret revisionsvirksomhed",Kolding,2015-04-01,2016-03-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-03-31,2016-04-01,2017-07-31,Aarhus,74 67 38 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24397142,indberetninger-20180424,2.5097342,21194387.0,,2018-03-27T12:52:56.618Z,2017-08-08T11:39:46.429Z,regnskab,0.0,,2017-03-31,2016-04-01,X17-AR-23-WD,2017-08-08T11:39:46.644Z,77365.0,304511.0,620081.0,3040.0,867.0,53640.0,134437.0,182392.0,238205.0,47955.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
21194387,2015-04-01,2016-03-31,ID_7,,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2RiL2EwLzRlL2RjNGUtNDQ2OC04MjRhLWJmZWE4YjM2ZjAxZQ.pdf,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzLzljL2RiLzVlLzc5LzZjMmQtNGNlYi1hZjQzLTQ2ZjBhODMwYTk0Nw.xml,"8000, Aarhus C","Inge Lehmanns Gade 10, 6.",Til kapitalejerne i Scan Products ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2016 - 31. marts 2017.",2017-07-31,2017-07-31,1998-10-01,2017-07-31,scanproducts@scanproducts.dk,74 67 33 03,www.scanproducts.dk,34330042.0,21194387.0,34330042.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2016 - 31. marts 2017 for Scan Products ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Benny Fomsgaard Andersen,CURA revision,Sydbank,Scan Products ApS,"CURA revision, Registreret revisionsvirksomhed",Kolding,2015-04-01,2016-03-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-03-31,2016-04-01,2017-07-31,Aarhus,74 67 38 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24397142,indberetninger-20180424,2.5097342,21194387.0,,2018-03-27T12:52:56.618Z,2017-08-08T11:39:46.429Z,regnskab,0.0,,2017-03-31,2016-04-01,X17-AR-23-WD,2017-08-08T11:39:46.644Z,,,,,,,-101200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21194387,2015-04-01,2016-03-31,ID_9,,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2RiL2EwLzRlL2RjNGUtNDQ2OC04MjRhLWJmZWE4YjM2ZjAxZQ.pdf,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzLzljL2RiLzVlLzc5LzZjMmQtNGNlYi1hZjQzLTQ2ZjBhODMwYTk0Nw.xml,"8000, Aarhus C","Inge Lehmanns Gade 10, 6.",Til kapitalejerne i Scan Products ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2016 - 31. marts 2017.",2017-07-31,2017-07-31,1998-10-01,2017-07-31,scanproducts@scanproducts.dk,74 67 33 03,www.scanproducts.dk,34330042.0,21194387.0,34330042.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2016 - 31. marts 2017 for Scan Products ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Benny Fomsgaard Andersen,CURA revision,Sydbank,Scan Products ApS,"CURA revision, Registreret revisionsvirksomhed",Kolding,2015-04-01,2016-03-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-03-31,2016-04-01,2017-07-31,Aarhus,74 67 38 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24397142,indberetninger-20180424,2.5097342,21194387.0,,2018-03-27T12:52:56.618Z,2017-08-08T11:39:46.429Z,regnskab,0.0,,2017-03-31,2016-04-01,X17-AR-23-WD,2017-08-08T11:39:46.644Z,,,,,,,-33237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21194387,2016-03-31,2016-03-31,ID_11,,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2RiL2EwLzRlL2RjNGUtNDQ2OC04MjRhLWJmZWE4YjM2ZjAxZQ.pdf,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzLzljL2RiLzVlLzc5LzZjMmQtNGNlYi1hZjQzLTQ2ZjBhODMwYTk0Nw.xml,"8000, Aarhus C","Inge Lehmanns Gade 10, 6.",Til kapitalejerne i Scan Products ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2016 - 31. marts 2017.",2017-07-31,2017-07-31,1998-10-01,2017-07-31,scanproducts@scanproducts.dk,74 67 33 03,www.scanproducts.dk,34330042.0,21194387.0,34330042.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2016 - 31. marts 2017 for Scan Products ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Benny Fomsgaard Andersen,CURA revision,Sydbank,Scan Products ApS,"CURA revision, Registreret revisionsvirksomhed",Kolding,2015-04-01,2016-03-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-03-31,2016-04-01,2017-07-31,Aarhus,74 67 38 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24397142,indberetninger-20180424,2.5097342,21194387.0,,2018-03-27T12:52:56.618Z,2017-08-08T11:39:46.429Z,regnskab,0.0,,2017-03-31,2016-04-01,X17-AR-23-WD,2017-08-08T11:39:46.644Z,,,,,,,,,,,,1541161.0,125000.0,1405654.0,649410.0,116737.0,1541161.0,886059.0,18770.0,135507.0,18770.0,230041.0,258962.0,116737.0,101200.0,5692.0,5692.0,423210.0,21864.0,886059.0,216734.0,1405654.0,44541.0,12000.0,372879.0,1134692.0,
21194387,2016-04-01,2017-03-31,ID_0,,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2RiL2EwLzRlL2RjNGUtNDQ2OC04MjRhLWJmZWE4YjM2ZjAxZQ.pdf,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzLzljL2RiLzVlLzc5LzZjMmQtNGNlYi1hZjQzLTQ2ZjBhODMwYTk0Nw.xml,"8000, Aarhus C","Inge Lehmanns Gade 10, 6.",Til kapitalejerne i Scan Products ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2016 - 31. marts 2017.",2017-07-31,2017-07-31,1998-10-01,2017-07-31,scanproducts@scanproducts.dk,74 67 33 03,www.scanproducts.dk,34330042.0,21194387.0,34330042.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2016 - 31. marts 2017 for Scan Products ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Benny Fomsgaard Andersen,CURA revision,Sydbank,Scan Products ApS,"CURA revision, Registreret revisionsvirksomhed",Kolding,2015-04-01,2016-03-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-03-31,2016-04-01,2017-07-31,Aarhus,74 67 38 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24397142,indberetninger-20180424,2.5097342,21194387.0,,2018-03-27T12:52:56.618Z,2017-08-08T11:39:46.429Z,regnskab,0.0,,2017-03-31,2016-04-01,X17-AR-23-WD,2017-08-08T11:39:46.644Z,41853.0,364003.0,731325.0,0.0,6446.0,64804.0,-439110.0,-444802.0,-386444.0,-5692.0,711913.0,,,,,,,,,,,,,,,,,,,,,,,,,,
21194387,2016-04-01,2017-03-31,ID_1,,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2RiL2EwLzRlL2RjNGUtNDQ2OC04MjRhLWJmZWE4YjM2ZjAxZQ.pdf,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzLzljL2RiLzVlLzc5LzZjMmQtNGNlYi1hZjQzLTQ2ZjBhODMwYTk0Nw.xml,"8000, Aarhus C","Inge Lehmanns Gade 10, 6.",Til kapitalejerne i Scan Products ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2016 - 31. marts 2017.",2017-07-31,2017-07-31,1998-10-01,2017-07-31,scanproducts@scanproducts.dk,74 67 33 03,www.scanproducts.dk,34330042.0,21194387.0,34330042.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2016 - 31. marts 2017 for Scan Products ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Benny Fomsgaard Andersen,CURA revision,Sydbank,Scan Products ApS,"CURA revision, Registreret revisionsvirksomhed",Kolding,2015-04-01,2016-03-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-03-31,2016-04-01,2017-07-31,Aarhus,74 67 38 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24397142,indberetninger-20180424,2.5097342,21194387.0,,2018-03-27T12:52:56.618Z,2017-08-08T11:39:46.429Z,regnskab,0.0,,2017-03-31,2016-04-01,X17-AR-23-WD,2017-08-08T11:39:46.644Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benny Fomsgaard Andersen
21194387,2016-04-01,2017-03-31,ID_12,,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2RiL2EwLzRlL2RjNGUtNDQ2OC04MjRhLWJmZWE4YjM2ZjAxZQ.pdf,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzLzljL2RiLzVlLzc5LzZjMmQtNGNlYi1hZjQzLTQ2ZjBhODMwYTk0Nw.xml,"8000, Aarhus C","Inge Lehmanns Gade 10, 6.",Til kapitalejerne i Scan Products ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2016 - 31. marts 2017.",2017-07-31,2017-07-31,1998-10-01,2017-07-31,scanproducts@scanproducts.dk,74 67 33 03,www.scanproducts.dk,34330042.0,21194387.0,34330042.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2016 - 31. marts 2017 for Scan Products ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Benny Fomsgaard Andersen,CURA revision,Sydbank,Scan Products ApS,"CURA revision, Registreret revisionsvirksomhed",Kolding,2015-04-01,2016-03-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-03-31,2016-04-01,2017-07-31,Aarhus,74 67 38 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24397142,indberetninger-20180424,2.5097342,21194387.0,,2018-03-27T12:52:56.618Z,2017-08-08T11:39:46.429Z,regnskab,0.0,,2017-03-31,2016-04-01,X17-AR-23-WD,2017-08-08T11:39:46.644Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21194387,2016-04-01,2017-03-31,ID_2,,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2RiL2EwLzRlL2RjNGUtNDQ2OC04MjRhLWJmZWE4YjM2ZjAxZQ.pdf,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzLzljL2RiLzVlLzc5LzZjMmQtNGNlYi1hZjQzLTQ2ZjBhODMwYTk0Nw.xml,"8000, Aarhus C","Inge Lehmanns Gade 10, 6.",Til kapitalejerne i Scan Products ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2016 - 31. marts 2017.",2017-07-31,2017-07-31,1998-10-01,2017-07-31,scanproducts@scanproducts.dk,74 67 33 03,www.scanproducts.dk,34330042.0,21194387.0,34330042.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2016 - 31. marts 2017 for Scan Products ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Benny Fomsgaard Andersen,CURA revision,Sydbank,Scan Products ApS,"CURA revision, Registreret revisionsvirksomhed",Kolding,2015-04-01,2016-03-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-03-31,2016-04-01,2017-07-31,Aarhus,74 67 38 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24397142,indberetninger-20180424,2.5097342,21194387.0,,2018-03-27T12:52:56.618Z,2017-08-08T11:39:46.429Z,regnskab,0.0,,2017-03-31,2016-04-01,X17-AR-23-WD,2017-08-08T11:39:46.644Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21194387,2016-04-01,2017-03-31,ID_4,,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2RiL2EwLzRlL2RjNGUtNDQ2OC04MjRhLWJmZWE4YjM2ZjAxZQ.pdf,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzLzljL2RiLzVlLzc5LzZjMmQtNGNlYi1hZjQzLTQ2ZjBhODMwYTk0Nw.xml,"8000, Aarhus C","Inge Lehmanns Gade 10, 6.",Til kapitalejerne i Scan Products ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2016 - 31. marts 2017.",2017-07-31,2017-07-31,1998-10-01,2017-07-31,scanproducts@scanproducts.dk,74 67 33 03,www.scanproducts.dk,34330042.0,21194387.0,34330042.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2016 - 31. marts 2017 for Scan Products ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Benny Fomsgaard Andersen,CURA revision,Sydbank,Scan Products ApS,"CURA revision, Registreret revisionsvirksomhed",Kolding,2015-04-01,2016-03-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-03-31,2016-04-01,2017-07-31,Aarhus,74 67 38 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24397142,indberetninger-20180424,2.5097342,21194387.0,,2018-03-27T12:52:56.618Z,2017-08-08T11:39:46.429Z,regnskab,0.0,,2017-03-31,2016-04-01,X17-AR-23-WD,2017-08-08T11:39:46.644Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
