entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,FaxNumberOfReportingEntity,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,ImpairmentOfFinancialAssets,IncomeFromOtherLongtermInvestmentsAndReceivables,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,WritedownsOfCurrentAssetsThatExceedNormalWritedowns,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
21194387,2016-04-01,2017-03-31,ID_11,,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzEwLzg0Lzg5L2YwZjctNGRlMi04NjI2LTdiMzI4ZWE1OGNkZQ.pdf,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2E4Lzc5LzljL2RmNjctNGI3NC05Yjk1LTAzZTQ3OWJiZjRmOA.xml,true,"Aarhus C, 8000","Inge Lehmanns Gade 10, 6.",Til kapitalejerne i Scan Products ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018.",2018-08-01,2018-08-01,1998-10-01,2018-08-01,scanproducts@scanproducts.dk,74 67 33 03,www.scanproducts.dk,34330042.0,21194387.0,34330042.0,mne34082,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018 for Scan Products ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Thomas Olesen, cand.merc.aud.",Benny Fomsgaard Andersen,CURA revision I/S,Handelsbanken,Scan Products ApS,"CURA revision I/S, Registreret revisionsvirksomhed",Kolding,2016-04-01,2017-03-31,439110.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-03-31,2017-04-01,false,2018-08-01,Aarhus,74 67 38 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26016676,indberetninger-20180424,2.5117264,21194387,AWUTTlrtKQjPMJ1HufYz,2018-08-07T07:33:55.907Z,2018-08-07T07:33:43.652Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AU-50-UR,2018-08-07T07:33:43.828Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21194387,2016-04-01,2017-03-31,ID_8,,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzEwLzg0Lzg5L2YwZjctNGRlMi04NjI2LTdiMzI4ZWE1OGNkZQ.pdf,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2E4Lzc5LzljL2RmNjctNGI3NC05Yjk1LTAzZTQ3OWJiZjRmOA.xml,true,"Aarhus C, 8000","Inge Lehmanns Gade 10, 6.",Til kapitalejerne i Scan Products ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018.",2018-08-01,2018-08-01,1998-10-01,2018-08-01,scanproducts@scanproducts.dk,74 67 33 03,www.scanproducts.dk,34330042.0,21194387.0,34330042.0,mne34082,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018 for Scan Products ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Thomas Olesen, cand.merc.aud.",Benny Fomsgaard Andersen,CURA revision I/S,Handelsbanken,Scan Products ApS,"CURA revision I/S, Registreret revisionsvirksomhed",Kolding,2016-04-01,2017-03-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-03-31,2017-04-01,false,2018-08-01,Aarhus,74 67 38 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26016676,indberetninger-20180424,2.5117264,21194387,AWUTTlrtKQjPMJ1HufYz,2018-08-07T07:33:55.907Z,2018-08-07T07:33:43.652Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AU-50-UR,2018-08-07T07:33:43.828Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21194387,2016-04-01,2017-03-31,ID_9,,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzEwLzg0Lzg5L2YwZjctNGRlMi04NjI2LTdiMzI4ZWE1OGNkZQ.pdf,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2E4Lzc5LzljL2RmNjctNGI3NC05Yjk1LTAzZTQ3OWJiZjRmOA.xml,true,"Aarhus C, 8000","Inge Lehmanns Gade 10, 6.",Til kapitalejerne i Scan Products ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018.",2018-08-01,2018-08-01,1998-10-01,2018-08-01,scanproducts@scanproducts.dk,74 67 33 03,www.scanproducts.dk,34330042.0,21194387.0,34330042.0,mne34082,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018 for Scan Products ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Thomas Olesen, cand.merc.aud.",Benny Fomsgaard Andersen,CURA revision I/S,Handelsbanken,Scan Products ApS,"CURA revision I/S, Registreret revisionsvirksomhed",Kolding,2016-04-01,2017-03-31,-439110.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-03-31,2017-04-01,false,2018-08-01,Aarhus,74 67 38 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26016676,indberetninger-20180424,2.5117264,21194387,AWUTTlrtKQjPMJ1HufYz,2018-08-07T07:33:55.907Z,2018-08-07T07:33:43.652Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AU-50-UR,2018-08-07T07:33:43.828Z,,41853.0,364003.0,731325.0,0.0,6446.0,64804.0,-444802.0,-386444.0,-5692.0,711913.0,,,,,,,,,,,,,,,,,,,,,,,,,
21194387,2017-03-31,2017-03-31,ID_5,,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzEwLzg0Lzg5L2YwZjctNGRlMi04NjI2LTdiMzI4ZWE1OGNkZQ.pdf,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2E4Lzc5LzljL2RmNjctNGI3NC05Yjk1LTAzZTQ3OWJiZjRmOA.xml,true,"Aarhus C, 8000","Inge Lehmanns Gade 10, 6.",Til kapitalejerne i Scan Products ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018.",2018-08-01,2018-08-01,1998-10-01,2018-08-01,scanproducts@scanproducts.dk,74 67 33 03,www.scanproducts.dk,34330042.0,21194387.0,34330042.0,mne34082,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018 for Scan Products ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Thomas Olesen, cand.merc.aud.",Benny Fomsgaard Andersen,CURA revision I/S,Handelsbanken,Scan Products ApS,"CURA revision I/S, Registreret revisionsvirksomhed",Kolding,2016-04-01,2017-03-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-03-31,2017-04-01,false,2018-08-01,Aarhus,74 67 38 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26016676,indberetninger-20180424,2.5117264,21194387,AWUTTlrtKQjPMJ1HufYz,2018-08-07T07:33:55.907Z,2018-08-07T07:33:43.652Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AU-50-UR,2018-08-07T07:33:43.828Z,,,,,,,,,,,,1999208.0,0.0,125000.0,1856455.0,109100.0,118583.0,1999208.0,1890108.0,24170.0,142753.0,24170.0,409566.0,704208.0,118583.0,0.0,0.0,-15900.0,831604.0,1890108.0,217276.0,1856455.0,40230.0,431662.0,1112017.0,
21194387,2017-04-01,2018-03-31,ID_0,,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzEwLzg0Lzg5L2YwZjctNGRlMi04NjI2LTdiMzI4ZWE1OGNkZQ.pdf,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2E4Lzc5LzljL2RmNjctNGI3NC05Yjk1LTAzZTQ3OWJiZjRmOA.xml,true,"Aarhus C, 8000","Inge Lehmanns Gade 10, 6.",Til kapitalejerne i Scan Products ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018.",2018-08-01,2018-08-01,1998-10-01,2018-08-01,scanproducts@scanproducts.dk,74 67 33 03,www.scanproducts.dk,34330042.0,21194387.0,34330042.0,mne34082,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018 for Scan Products ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Thomas Olesen, cand.merc.aud.",Benny Fomsgaard Andersen,CURA revision I/S,Handelsbanken,Scan Products ApS,"CURA revision I/S, Registreret revisionsvirksomhed",Kolding,2016-04-01,2017-03-31,475027.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-03-31,2017-04-01,false,2018-08-01,Aarhus,74 67 38 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26016676,indberetninger-20180424,2.5117264,21194387,AWUTTlrtKQjPMJ1HufYz,2018-08-07T07:33:55.907Z,2018-08-07T07:33:43.652Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AU-50-UR,2018-08-07T07:33:43.828Z,,79686.0,367054.0,653422.0,1950.0,1131.0,55986.0,498229.0,555034.0,23202.0,-348352.0,,,,,,,,,,,,,,,,,,,,,,,,,
21194387,2017-04-01,2018-03-31,ID_1,,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzEwLzg0Lzg5L2YwZjctNGRlMi04NjI2LTdiMzI4ZWE1OGNkZQ.pdf,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2E4Lzc5LzljL2RmNjctNGI3NC05Yjk1LTAzZTQ3OWJiZjRmOA.xml,true,"Aarhus C, 8000","Inge Lehmanns Gade 10, 6.",Til kapitalejerne i Scan Products ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018.",2018-08-01,2018-08-01,1998-10-01,2018-08-01,scanproducts@scanproducts.dk,74 67 33 03,www.scanproducts.dk,34330042.0,21194387.0,34330042.0,mne34082,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018 for Scan Products ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Thomas Olesen, cand.merc.aud.",Benny Fomsgaard Andersen,CURA revision I/S,Handelsbanken,Scan Products ApS,"CURA revision I/S, Registreret revisionsvirksomhed",Kolding,2016-04-01,2017-03-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-03-31,2017-04-01,false,2018-08-01,Aarhus,74 67 38 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26016676,indberetninger-20180424,2.5117264,21194387,AWUTTlrtKQjPMJ1HufYz,2018-08-07T07:33:55.907Z,2018-08-07T07:33:43.652Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AU-50-UR,2018-08-07T07:33:43.828Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21194387,2017-04-01,2018-03-31,ID_10,,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzEwLzg0Lzg5L2YwZjctNGRlMi04NjI2LTdiMzI4ZWE1OGNkZQ.pdf,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2E4Lzc5LzljL2RmNjctNGI3NC05Yjk1LTAzZTQ3OWJiZjRmOA.xml,true,"Aarhus C, 8000","Inge Lehmanns Gade 10, 6.",Til kapitalejerne i Scan Products ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018.",2018-08-01,2018-08-01,1998-10-01,2018-08-01,scanproducts@scanproducts.dk,74 67 33 03,www.scanproducts.dk,34330042.0,21194387.0,34330042.0,mne34082,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018 for Scan Products ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Thomas Olesen, cand.merc.aud.",Benny Fomsgaard Andersen,CURA revision I/S,Handelsbanken,Scan Products ApS,"CURA revision I/S, Registreret revisionsvirksomhed",Kolding,2016-04-01,2017-03-31,-475027.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-03-31,2017-04-01,false,2018-08-01,Aarhus,74 67 38 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26016676,indberetninger-20180424,2.5117264,21194387,AWUTTlrtKQjPMJ1HufYz,2018-08-07T07:33:55.907Z,2018-08-07T07:33:43.652Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AU-50-UR,2018-08-07T07:33:43.828Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21194387,2017-04-01,2018-03-31,ID_2,,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzEwLzg0Lzg5L2YwZjctNGRlMi04NjI2LTdiMzI4ZWE1OGNkZQ.pdf,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2E4Lzc5LzljL2RmNjctNGI3NC05Yjk1LTAzZTQ3OWJiZjRmOA.xml,true,"Aarhus C, 8000","Inge Lehmanns Gade 10, 6.",Til kapitalejerne i Scan Products ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018.",2018-08-01,2018-08-01,1998-10-01,2018-08-01,scanproducts@scanproducts.dk,74 67 33 03,www.scanproducts.dk,34330042.0,21194387.0,34330042.0,mne34082,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018 for Scan Products ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Thomas Olesen, cand.merc.aud.",Benny Fomsgaard Andersen,CURA revision I/S,Handelsbanken,Scan Products ApS,"CURA revision I/S, Registreret revisionsvirksomhed",Kolding,2016-04-01,2017-03-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-03-31,2017-04-01,false,2018-08-01,Aarhus,74 67 38 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26016676,indberetninger-20180424,2.5117264,21194387,AWUTTlrtKQjPMJ1HufYz,2018-08-07T07:33:55.907Z,2018-08-07T07:33:43.652Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AU-50-UR,2018-08-07T07:33:43.828Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21194387,2017-04-01,2018-03-31,ID_3,,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzEwLzg0Lzg5L2YwZjctNGRlMi04NjI2LTdiMzI4ZWE1OGNkZQ.pdf,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2E4Lzc5LzljL2RmNjctNGI3NC05Yjk1LTAzZTQ3OWJiZjRmOA.xml,true,"Aarhus C, 8000","Inge Lehmanns Gade 10, 6.",Til kapitalejerne i Scan Products ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018.",2018-08-01,2018-08-01,1998-10-01,2018-08-01,scanproducts@scanproducts.dk,74 67 33 03,www.scanproducts.dk,34330042.0,21194387.0,34330042.0,mne34082,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018 for Scan Products ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Thomas Olesen, cand.merc.aud.",Benny Fomsgaard Andersen,CURA revision I/S,Handelsbanken,Scan Products ApS,"CURA revision I/S, Registreret revisionsvirksomhed",Kolding,2016-04-01,2017-03-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-03-31,2017-04-01,false,2018-08-01,Aarhus,74 67 38 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26016676,indberetninger-20180424,2.5117264,21194387,AWUTTlrtKQjPMJ1HufYz,2018-08-07T07:33:55.907Z,2018-08-07T07:33:43.652Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AU-50-UR,2018-08-07T07:33:43.828Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benny Fomsgaard Andersen
21194387,2017-04-01,2018-03-31,ID_4,,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzL2E4LzEwLzg0Lzg5L2YwZjctNGRlMi04NjI2LTdiMzI4ZWE1OGNkZQ.pdf,http://regnskaber.virk.dk/78349112/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2E4Lzc5LzljL2RmNjctNGI3NC05Yjk1LTAzZTQ3OWJiZjRmOA.xml,true,"Aarhus C, 8000","Inge Lehmanns Gade 10, 6.",Til kapitalejerne i Scan Products ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018.",2018-08-01,2018-08-01,1998-10-01,2018-08-01,scanproducts@scanproducts.dk,74 67 33 03,www.scanproducts.dk,34330042.0,21194387.0,34330042.0,mne34082,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2017 - 31. marts 2018 for Scan Products ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Thomas Olesen, cand.merc.aud.",Benny Fomsgaard Andersen,CURA revision I/S,Handelsbanken,Scan Products ApS,"CURA revision I/S, Registreret revisionsvirksomhed",Kolding,2016-04-01,2017-03-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-03-31,2017-04-01,false,2018-08-01,Aarhus,74 67 38 00,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26016676,indberetninger-20180424,2.5117264,21194387,AWUTTlrtKQjPMJ1HufYz,2018-08-07T07:33:55.907Z,2018-08-07T07:33:43.652Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AU-50-UR,2018-08-07T07:33:43.828Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
