entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,Assets,AuditorsReportOnFinancialStatements,CashAndCashEquivalentsConcerningCashflowStatement,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AcquisitionOfOtherCompany,AdjustmentsForDeferredTaxCashFlow,CashFlowFromOrdinaryOperatingActivities,CashFlowsFromUsedInFinancingActivities,CashFlowsFromUsedInInvestingActivities,CashFlowsFromUsedInOperatingActivities,DecreaseIncreaseInInventories,DecreaseIncreaseInReceivables,DecreaseIncreaseInTradePayables,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssets,Dividends,DividendsPaidClassifiedAsFinancingActivities,IncomeTaxesPaidRefundClassifiedAsOperatingActivities,NetIncreaseDecreaseInCashAndCashEquivalents,OtherCashFlowsFromUsedInInvestingActivities,ProfitOnRealisationsOfFixedAssets,PurchaseOfIntangibleAssetsClassifiedAsInvestingActivities,SaleOfOtherCompany,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,NameAndSurnameOfMemberOfExecutiveBoard
34581088,2012-05-01,2012-05-01,ID_10,http://regnskaber.virk.dk/88018543/Y3ZyLmRrOi8vcGRmcy8zNDU4MTA4ODtBcFM1MTYzNjY7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/88018543/Y3ZyLmRrOi8veGJybHMvWC1FREJCMDMxNy0yMDE0MDkwMV8xMTE3MzhfMjM2.xml,"Hellerup, 2900",Strandvejen 114A,Til kapitalejerne i TECNOMERC ApS,0.0,PÃ¥tegning pÃ¥ koncernregnskabet og Ã¥rsregnskabet,18708151.0,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at koncernregnskabet og Ã¥rsregnskabet giver et retvisende billede af koncernens og selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af koncernens og selskabets aktiviteter samt af koncernens pengestrÃ¸mme for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",2012-06-20,2014-08-11,0.0,34581088.0,88248228.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014 for TECNOMERC ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Ranners,Nordea Bank Danmark A/S,TECNOMERC ApS,"Egon Pedersen Revision, Statsautoriseret Revisionsaktieselskab",0.0,"Gentofte, 157",2014-04-30,2013-05-01,2014-07-20,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:14742873,indberetninger-20180424,2.5097342,34581088.0,,2018-03-31T20:35:03.905Z,2014-09-01T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-221.044,2014-09-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
34581088,2012-05-01,2013-04-30,ID_8,http://regnskaber.virk.dk/88018543/Y3ZyLmRrOi8vcGRmcy8zNDU4MTA4ODtBcFM1MTYzNjY7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/88018543/Y3ZyLmRrOi8veGJybHMvWC1FREJCMDMxNy0yMDE0MDkwMV8xMTE3MzhfMjM2.xml,"Hellerup, 2900",Strandvejen 114A,Til kapitalejerne i TECNOMERC ApS,0.0,PÃ¥tegning pÃ¥ koncernregnskabet og Ã¥rsregnskabet,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at koncernregnskabet og Ã¥rsregnskabet giver et retvisende billede af koncernens og selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af koncernens og selskabets aktiviteter samt af koncernens pengestrÃ¸mme for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",2012-06-20,2014-08-11,0.0,34581088.0,88248228.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014 for TECNOMERC ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Ranners,Nordea Bank Danmark A/S,TECNOMERC ApS,"Egon Pedersen Revision, Statsautoriseret Revisionsaktieselskab",0.0,"Gentofte, 157",2014-04-30,2013-05-01,2014-07-20,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:14742873,indberetninger-20180424,2.5097342,34581088.0,,2018-03-31T20:35:03.905Z,2014-09-01T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-221.044,2014-09-01T22:00:00.000Z,0.0,731694.0,1086954.0,-1000000.0,-413997.0,-240961.0,-313069.0,-605329.0,2307152.0,2635189.0,0.0,1000000.0,1327915.0,-1654958.0,229952.0,-676024.0,643949.0,0.0,,,
34581088,2013-04-30,2013-04-30,ID_12,http://regnskaber.virk.dk/88018543/Y3ZyLmRrOi8vcGRmcy8zNDU4MTA4ODtBcFM1MTYzNjY7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/88018543/Y3ZyLmRrOi8veGJybHMvWC1FREJCMDMxNy0yMDE0MDkwMV8xMTE3MzhfMjM2.xml,"Hellerup, 2900",Strandvejen 114A,Til kapitalejerne i TECNOMERC ApS,0.0,PÃ¥tegning pÃ¥ koncernregnskabet og Ã¥rsregnskabet,17053193.0,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at koncernregnskabet og Ã¥rsregnskabet giver et retvisende billede af koncernens og selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af koncernens og selskabets aktiviteter samt af koncernens pengestrÃ¸mme for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",2012-06-20,2014-08-11,0.0,34581088.0,88248228.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014 for TECNOMERC ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Ranners,Nordea Bank Danmark A/S,TECNOMERC ApS,"Egon Pedersen Revision, Statsautoriseret Revisionsaktieselskab",0.0,"Gentofte, 157",2014-04-30,2013-05-01,2014-07-20,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:14742873,indberetninger-20180424,2.5097342,34581088.0,,2018-03-31T20:35:03.905Z,2014-09-01T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-221.044,2014-09-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
34581088,2013-05-01,2013-05-01,ID_9,http://regnskaber.virk.dk/88018543/Y3ZyLmRrOi8vcGRmcy8zNDU4MTA4ODtBcFM1MTYzNjY7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/88018543/Y3ZyLmRrOi8veGJybHMvWC1FREJCMDMxNy0yMDE0MDkwMV8xMTE3MzhfMjM2.xml,"Hellerup, 2900",Strandvejen 114A,Til kapitalejerne i TECNOMERC ApS,0.0,PÃ¥tegning pÃ¥ koncernregnskabet og Ã¥rsregnskabet,17053193.0,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at koncernregnskabet og Ã¥rsregnskabet giver et retvisende billede af koncernens og selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af koncernens og selskabets aktiviteter samt af koncernens pengestrÃ¸mme for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",2012-06-20,2014-08-11,0.0,34581088.0,88248228.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014 for TECNOMERC ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Ranners,Nordea Bank Danmark A/S,TECNOMERC ApS,"Egon Pedersen Revision, Statsautoriseret Revisionsaktieselskab",0.0,"Gentofte, 157",2014-04-30,2013-05-01,2014-07-20,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:14742873,indberetninger-20180424,2.5097342,34581088.0,,2018-03-31T20:35:03.905Z,2014-09-01T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-221.044,2014-09-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
34581088,2013-05-01,2014-04-30,ID_0,http://regnskaber.virk.dk/88018543/Y3ZyLmRrOi8vcGRmcy8zNDU4MTA4ODtBcFM1MTYzNjY7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/88018543/Y3ZyLmRrOi8veGJybHMvWC1FREJCMDMxNy0yMDE0MDkwMV8xMTE3MzhfMjM2.xml,"Hellerup, 2900",Strandvejen 114A,Til kapitalejerne i TECNOMERC ApS,0.0,PÃ¥tegning pÃ¥ koncernregnskabet og Ã¥rsregnskabet,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at koncernregnskabet og Ã¥rsregnskabet giver et retvisende billede af koncernens og selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af koncernens og selskabets aktiviteter samt af koncernens pengestrÃ¸mme for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",2012-06-20,2014-08-11,0.0,34581088.0,88248228.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014 for TECNOMERC ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Ranners,Nordea Bank Danmark A/S,TECNOMERC ApS,"Egon Pedersen Revision, Statsautoriseret Revisionsaktieselskab",0.0,"Gentofte, 157",2014-04-30,2013-05-01,2014-07-20,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:14742873,indberetninger-20180424,2.5097342,34581088.0,,2018-03-31T20:35:03.905Z,2014-09-01T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-221.044,2014-09-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
34581088,2013-05-01,2014-04-30,ID_1,http://regnskaber.virk.dk/88018543/Y3ZyLmRrOi8vcGRmcy8zNDU4MTA4ODtBcFM1MTYzNjY7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/88018543/Y3ZyLmRrOi8veGJybHMvWC1FREJCMDMxNy0yMDE0MDkwMV8xMTE3MzhfMjM2.xml,"Hellerup, 2900",Strandvejen 114A,Til kapitalejerne i TECNOMERC ApS,0.0,PÃ¥tegning pÃ¥ koncernregnskabet og Ã¥rsregnskabet,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at koncernregnskabet og Ã¥rsregnskabet giver et retvisende billede af koncernens og selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af koncernens og selskabets aktiviteter samt af koncernens pengestrÃ¸mme for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",2012-06-20,2014-08-11,0.0,34581088.0,88248228.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014 for TECNOMERC ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Ranners,Nordea Bank Danmark A/S,TECNOMERC ApS,"Egon Pedersen Revision, Statsautoriseret Revisionsaktieselskab",0.0,"Gentofte, 157",2014-04-30,2013-05-01,2014-07-20,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:14742873,indberetninger-20180424,2.5097342,34581088.0,,2018-03-31T20:35:03.905Z,2014-09-01T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-221.044,2014-09-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
34581088,2013-05-01,2014-04-30,ID_13,http://regnskaber.virk.dk/88018543/Y3ZyLmRrOi8vcGRmcy8zNDU4MTA4ODtBcFM1MTYzNjY7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/88018543/Y3ZyLmRrOi8veGJybHMvWC1FREJCMDMxNy0yMDE0MDkwMV8xMTE3MzhfMjM2.xml,"Hellerup, 2900",Strandvejen 114A,Til kapitalejerne i TECNOMERC ApS,0.0,PÃ¥tegning pÃ¥ koncernregnskabet og Ã¥rsregnskabet,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at koncernregnskabet og Ã¥rsregnskabet giver et retvisende billede af koncernens og selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af koncernens og selskabets aktiviteter samt af koncernens pengestrÃ¸mme for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",2012-06-20,2014-08-11,0.0,34581088.0,88248228.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014 for TECNOMERC ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Ranners,Nordea Bank Danmark A/S,TECNOMERC ApS,"Egon Pedersen Revision, Statsautoriseret Revisionsaktieselskab",0.0,"Gentofte, 157",2014-04-30,2013-05-01,2014-07-20,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:14742873,indberetninger-20180424,2.5097342,34581088.0,,2018-03-31T20:35:03.905Z,2014-09-01T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-221.044,2014-09-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
34581088,2013-05-01,2014-04-30,ID_14,http://regnskaber.virk.dk/88018543/Y3ZyLmRrOi8vcGRmcy8zNDU4MTA4ODtBcFM1MTYzNjY7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/88018543/Y3ZyLmRrOi8veGJybHMvWC1FREJCMDMxNy0yMDE0MDkwMV8xMTE3MzhfMjM2.xml,"Hellerup, 2900",Strandvejen 114A,Til kapitalejerne i TECNOMERC ApS,0.0,PÃ¥tegning pÃ¥ koncernregnskabet og Ã¥rsregnskabet,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at koncernregnskabet og Ã¥rsregnskabet giver et retvisende billede af koncernens og selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af koncernens og selskabets aktiviteter samt af koncernens pengestrÃ¸mme for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",2012-06-20,2014-08-11,0.0,34581088.0,88248228.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014 for TECNOMERC ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Ranners,Nordea Bank Danmark A/S,TECNOMERC ApS,"Egon Pedersen Revision, Statsautoriseret Revisionsaktieselskab",0.0,"Gentofte, 157",2014-04-30,2013-05-01,2014-07-20,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:14742873,indberetninger-20180424,2.5097342,34581088.0,,2018-03-31T20:35:03.905Z,2014-09-01T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-221.044,2014-09-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
34581088,2013-05-01,2014-04-30,ID_15,http://regnskaber.virk.dk/88018543/Y3ZyLmRrOi8vcGRmcy8zNDU4MTA4ODtBcFM1MTYzNjY7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/88018543/Y3ZyLmRrOi8veGJybHMvWC1FREJCMDMxNy0yMDE0MDkwMV8xMTE3MzhfMjM2.xml,"Hellerup, 2900",Strandvejen 114A,Til kapitalejerne i TECNOMERC ApS,0.0,PÃ¥tegning pÃ¥ koncernregnskabet og Ã¥rsregnskabet,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at koncernregnskabet og Ã¥rsregnskabet giver et retvisende billede af koncernens og selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af koncernens og selskabets aktiviteter samt af koncernens pengestrÃ¸mme for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",2012-06-20,2014-08-11,0.0,34581088.0,88248228.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014 for TECNOMERC ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Ranners,Nordea Bank Danmark A/S,TECNOMERC ApS,"Egon Pedersen Revision, Statsautoriseret Revisionsaktieselskab",0.0,"Gentofte, 157",2014-04-30,2013-05-01,2014-07-20,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:14742873,indberetninger-20180424,2.5097342,34581088.0,,2018-03-31T20:35:03.905Z,2014-09-01T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-221.044,2014-09-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
34581088,2013-05-01,2014-04-30,ID_16,http://regnskaber.virk.dk/88018543/Y3ZyLmRrOi8vcGRmcy8zNDU4MTA4ODtBcFM1MTYzNjY7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/88018543/Y3ZyLmRrOi8veGJybHMvWC1FREJCMDMxNy0yMDE0MDkwMV8xMTE3MzhfMjM2.xml,"Hellerup, 2900",Strandvejen 114A,Til kapitalejerne i TECNOMERC ApS,0.0,PÃ¥tegning pÃ¥ koncernregnskabet og Ã¥rsregnskabet,,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at koncernregnskabet og Ã¥rsregnskabet giver et retvisende billede af koncernens og selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af koncernens og selskabets aktiviteter samt af koncernens pengestrÃ¸mme for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",2012-06-20,2014-08-11,0.0,34581088.0,88248228.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014 for TECNOMERC ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Ranners,Nordea Bank Danmark A/S,TECNOMERC ApS,"Egon Pedersen Revision, Statsautoriseret Revisionsaktieselskab",0.0,"Gentofte, 157",2014-04-30,2013-05-01,2014-07-20,Hellerup,RevisionspÃ¥tegning,urn:ofk:oid:14742873,indberetninger-20180424,2.5097342,34581088.0,,2018-03-31T20:35:03.905Z,2014-09-01T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-221.044,2014-09-01T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
