entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
34581088,2016-05-01,2017-04-30,ID_12,,http://regnskaber.virk.dk/88018543/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzllLzAwLzc1L2ExZjgtNGY4Ny1hOGNmLWQ2ZGZkNjFiNmQzYQ.pdf,http://regnskaber.virk.dk/88018543/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2UxL2ExLzAzLzUwZGEtNDFhOC05NzM1LTVmYzEwOGFiNTM5YQ.xml,true,"2800, Kongens Lyngby",Ãrholmvej 59,Til kapitalejerne i Tecnomerc ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",2018-08-27,2018-08-27,2012-06-20,2018-08-27,88248228.0,34581088.0,88248228.0,mne29368,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Tecnomerc ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mads Jensen,Jan Ranners,Egon Pedersen Revision,Nykredit Bank  A/S,Tecnomerc ApS,"Egon Pedersen Revision, Statsautoriseret Revisionsaktieselskab",Klampenborg,2016-05-01,2017-04-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-04-30,2017-05-01,false,2018-08-27,Kgs. Lyngby,RevisionspÃ¥tegning,urn:ofk:oid:26073838,indberetninger-20180424,2.5095758,34581088.0,AWWJkeK55OzuYdPkEip0,2018-08-30T06:43:12.243Z,2018-08-30T06:42:43.296Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AV-86-KU,2018-08-30T06:42:43.437Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34581088,2016-05-01,2017-04-30,ID_13,,http://regnskaber.virk.dk/88018543/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzllLzAwLzc1L2ExZjgtNGY4Ny1hOGNmLWQ2ZGZkNjFiNmQzYQ.pdf,http://regnskaber.virk.dk/88018543/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2UxL2ExLzAzLzUwZGEtNDFhOC05NzM1LTVmYzEwOGFiNTM5YQ.xml,true,"2800, Kongens Lyngby",Ãrholmvej 59,Til kapitalejerne i Tecnomerc ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",2018-08-27,2018-08-27,2012-06-20,2018-08-27,88248228.0,34581088.0,88248228.0,mne29368,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Tecnomerc ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mads Jensen,Jan Ranners,Egon Pedersen Revision,Nykredit Bank  A/S,Tecnomerc ApS,"Egon Pedersen Revision, Statsautoriseret Revisionsaktieselskab",Klampenborg,2016-05-01,2017-04-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-04-30,2017-05-01,false,2018-08-27,Kgs. Lyngby,RevisionspÃ¥tegning,urn:ofk:oid:26073838,indberetninger-20180424,2.5095758,34581088.0,AWWJkeK55OzuYdPkEip0,2018-08-30T06:43:12.243Z,2018-08-30T06:42:43.296Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AV-86-KU,2018-08-30T06:42:43.437Z,62109.0,328528.0,-79839.0,1948515.0,709.0,45355.0,2936363.0,1522685.0,-470476.0,-1413678.0,,,,,,,,,,,,,,,,,,,,,,,,
34581088,2016-05-01,2017-04-30,ID_15,,http://regnskaber.virk.dk/88018543/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzllLzAwLzc1L2ExZjgtNGY4Ny1hOGNmLWQ2ZGZkNjFiNmQzYQ.pdf,http://regnskaber.virk.dk/88018543/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2UxL2ExLzAzLzUwZGEtNDFhOC05NzM1LTVmYzEwOGFiNTM5YQ.xml,true,"2800, Kongens Lyngby",Ãrholmvej 59,Til kapitalejerne i Tecnomerc ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",2018-08-27,2018-08-27,2012-06-20,2018-08-27,88248228.0,34581088.0,88248228.0,mne29368,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Tecnomerc ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mads Jensen,Jan Ranners,Egon Pedersen Revision,Nykredit Bank  A/S,Tecnomerc ApS,"Egon Pedersen Revision, Statsautoriseret Revisionsaktieselskab",Klampenborg,2016-05-01,2017-04-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-04-30,2017-05-01,false,2018-08-27,Kgs. Lyngby,RevisionspÃ¥tegning,urn:ofk:oid:26073838,indberetninger-20180424,2.5095758,34581088.0,AWWJkeK55OzuYdPkEip0,2018-08-30T06:43:12.243Z,2018-08-30T06:42:43.296Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AV-86-KU,2018-08-30T06:42:43.437Z,,,,,,,-1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
34581088,2016-05-01,2017-04-30,ID_17,,http://regnskaber.virk.dk/88018543/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzllLzAwLzc1L2ExZjgtNGY4Ny1hOGNmLWQ2ZGZkNjFiNmQzYQ.pdf,http://regnskaber.virk.dk/88018543/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2UxL2ExLzAzLzUwZGEtNDFhOC05NzM1LTVmYzEwOGFiNTM5YQ.xml,true,"2800, Kongens Lyngby",Ãrholmvej 59,Til kapitalejerne i Tecnomerc ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",2018-08-27,2018-08-27,2012-06-20,2018-08-27,88248228.0,34581088.0,88248228.0,mne29368,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Tecnomerc ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mads Jensen,Jan Ranners,Egon Pedersen Revision,Nykredit Bank  A/S,Tecnomerc ApS,"Egon Pedersen Revision, Statsautoriseret Revisionsaktieselskab",Klampenborg,2016-05-01,2017-04-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-04-30,2017-05-01,false,2018-08-27,Kgs. Lyngby,RevisionspÃ¥tegning,urn:ofk:oid:26073838,indberetninger-20180424,2.5095758,34581088.0,AWWJkeK55OzuYdPkEip0,2018-08-30T06:43:12.243Z,2018-08-30T06:42:43.296Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AV-86-KU,2018-08-30T06:42:43.437Z,,,,,,,-484270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
34581088,2016-05-01,2017-04-30,ID_19,,http://regnskaber.virk.dk/88018543/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzllLzAwLzc1L2ExZjgtNGY4Ny1hOGNmLWQ2ZGZkNjFiNmQzYQ.pdf,http://regnskaber.virk.dk/88018543/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2UxL2ExLzAzLzUwZGEtNDFhOC05NzM1LTVmYzEwOGFiNTM5YQ.xml,true,"2800, Kongens Lyngby",Ãrholmvej 59,Til kapitalejerne i Tecnomerc ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",2018-08-27,2018-08-27,2012-06-20,2018-08-27,88248228.0,34581088.0,88248228.0,mne29368,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Tecnomerc ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mads Jensen,Jan Ranners,Egon Pedersen Revision,Nykredit Bank  A/S,Tecnomerc ApS,"Egon Pedersen Revision, Statsautoriseret Revisionsaktieselskab",Klampenborg,2016-05-01,2017-04-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-04-30,2017-05-01,false,2018-08-27,Kgs. Lyngby,RevisionspÃ¥tegning,urn:ofk:oid:26073838,indberetninger-20180424,2.5095758,34581088.0,AWWJkeK55OzuYdPkEip0,2018-08-30T06:43:12.243Z,2018-08-30T06:42:43.296Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AV-86-KU,2018-08-30T06:42:43.437Z,,,,,,,-1452093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
34581088,2017-04-30,2017-04-30,ID_10,,http://regnskaber.virk.dk/88018543/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzllLzAwLzc1L2ExZjgtNGY4Ny1hOGNmLWQ2ZGZkNjFiNmQzYQ.pdf,http://regnskaber.virk.dk/88018543/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2UxL2ExLzAzLzUwZGEtNDFhOC05NzM1LTVmYzEwOGFiNTM5YQ.xml,true,"2800, Kongens Lyngby",Ãrholmvej 59,Til kapitalejerne i Tecnomerc ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",2018-08-27,2018-08-27,2012-06-20,2018-08-27,88248228.0,34581088.0,88248228.0,mne29368,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Tecnomerc ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mads Jensen,Jan Ranners,Egon Pedersen Revision,Nykredit Bank  A/S,Tecnomerc ApS,"Egon Pedersen Revision, Statsautoriseret Revisionsaktieselskab",Klampenborg,2016-05-01,2017-04-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-04-30,2017-05-01,false,2018-08-27,Kgs. Lyngby,RevisionspÃ¥tegning,urn:ofk:oid:26073838,indberetninger-20180424,2.5095758,34581088.0,AWWJkeK55OzuYdPkEip0,2018-08-30T06:43:12.243Z,2018-08-30T06:42:43.296Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AV-86-KU,2018-08-30T06:42:43.437Z,,,,,,,,,,,18233494.0,3309907.0,125000.0,4751710.0,1413678.0,15991671.0,173907.0,18233494.0,2241823.0,13307877.0,13307877.0,13481784.0,0.0,2241823.0,28125.0,173907.0,1000000.0,14866671.0,0.0,2241823.0,1441803.0,,,
34581088,2017-05-01,2018-04-30,ID_0,,http://regnskaber.virk.dk/88018543/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzllLzAwLzc1L2ExZjgtNGY4Ny1hOGNmLWQ2ZGZkNjFiNmQzYQ.pdf,http://regnskaber.virk.dk/88018543/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2UxL2ExLzAzLzUwZGEtNDFhOC05NzM1LTVmYzEwOGFiNTM5YQ.xml,true,"2800, Kongens Lyngby",Ãrholmvej 59,Til kapitalejerne i Tecnomerc ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",2018-08-27,2018-08-27,2012-06-20,2018-08-27,88248228.0,34581088.0,88248228.0,mne29368,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Tecnomerc ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mads Jensen,Jan Ranners,Egon Pedersen Revision,Nykredit Bank  A/S,Tecnomerc ApS,"Egon Pedersen Revision, Statsautoriseret Revisionsaktieselskab",Klampenborg,2016-05-01,2017-04-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-04-30,2017-05-01,false,2018-08-27,Kgs. Lyngby,RevisionspÃ¥tegning,urn:ofk:oid:26073838,indberetninger-20180424,2.5095758,34581088.0,AWWJkeK55OzuYdPkEip0,2018-08-30T06:43:12.243Z,2018-08-30T06:42:43.296Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AV-86-KU,2018-08-30T06:42:43.437Z,62109.0,235335.0,-204721.0,3818572.0,4168.0,917732.0,4291476.0,4229971.0,-502165.0,-61505.0,,,,,,,,,,,,,,,,,,,,,,,,
34581088,2017-05-01,2018-04-30,ID_1,,http://regnskaber.virk.dk/88018543/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzllLzAwLzc1L2ExZjgtNGY4Ny1hOGNmLWQ2ZGZkNjFiNmQzYQ.pdf,http://regnskaber.virk.dk/88018543/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2UxL2ExLzAzLzUwZGEtNDFhOC05NzM1LTVmYzEwOGFiNTM5YQ.xml,true,"2800, Kongens Lyngby",Ãrholmvej 59,Til kapitalejerne i Tecnomerc ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",2018-08-27,2018-08-27,2012-06-20,2018-08-27,88248228.0,34581088.0,88248228.0,mne29368,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Tecnomerc ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mads Jensen,Jan Ranners,Egon Pedersen Revision,Nykredit Bank  A/S,Tecnomerc ApS,"Egon Pedersen Revision, Statsautoriseret Revisionsaktieselskab",Klampenborg,2016-05-01,2017-04-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-04-30,2017-05-01,false,2018-08-27,Kgs. Lyngby,RevisionspÃ¥tegning,urn:ofk:oid:26073838,indberetninger-20180424,2.5095758,34581088.0,AWWJkeK55OzuYdPkEip0,2018-08-30T06:43:12.243Z,2018-08-30T06:42:43.296Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AV-86-KU,2018-08-30T06:42:43.437Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34581088,2017-05-01,2018-04-30,ID_11,,http://regnskaber.virk.dk/88018543/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzllLzAwLzc1L2ExZjgtNGY4Ny1hOGNmLWQ2ZGZkNjFiNmQzYQ.pdf,http://regnskaber.virk.dk/88018543/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2UxL2ExLzAzLzUwZGEtNDFhOC05NzM1LTVmYzEwOGFiNTM5YQ.xml,true,"2800, Kongens Lyngby",Ãrholmvej 59,Til kapitalejerne i Tecnomerc ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",2018-08-27,2018-08-27,2012-06-20,2018-08-27,88248228.0,34581088.0,88248228.0,mne29368,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Tecnomerc ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mads Jensen,Jan Ranners,Egon Pedersen Revision,Nykredit Bank  A/S,Tecnomerc ApS,"Egon Pedersen Revision, Statsautoriseret Revisionsaktieselskab",Klampenborg,2016-05-01,2017-04-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-04-30,2017-05-01,false,2018-08-27,Kgs. Lyngby,RevisionspÃ¥tegning,urn:ofk:oid:26073838,indberetninger-20180424,2.5095758,34581088.0,AWWJkeK55OzuYdPkEip0,2018-08-30T06:43:12.243Z,2018-08-30T06:42:43.296Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AV-86-KU,2018-08-30T06:42:43.437Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34581088,2017-05-01,2018-04-30,ID_14,,http://regnskaber.virk.dk/88018543/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzllLzAwLzc1L2ExZjgtNGY4Ny1hOGNmLWQ2ZGZkNjFiNmQzYQ.pdf,http://regnskaber.virk.dk/88018543/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2UxL2ExLzAzLzUwZGEtNDFhOC05NzM1LTVmYzEwOGFiNTM5YQ.xml,true,"2800, Kongens Lyngby",Ãrholmvej 59,Til kapitalejerne i Tecnomerc ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018.",2018-08-27,2018-08-27,2012-06-20,2018-08-27,88248228.0,34581088.0,88248228.0,mne29368,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2017 - 30. april 2018 for Tecnomerc ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mads Jensen,Jan Ranners,Egon Pedersen Revision,Nykredit Bank  A/S,Tecnomerc ApS,"Egon Pedersen Revision, Statsautoriseret Revisionsaktieselskab",Klampenborg,2016-05-01,2017-04-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-04-30,2017-05-01,false,2018-08-27,Kgs. Lyngby,RevisionspÃ¥tegning,urn:ofk:oid:26073838,indberetninger-20180424,2.5095758,34581088.0,AWWJkeK55OzuYdPkEip0,2018-08-30T06:43:12.243Z,2018-08-30T06:42:43.296Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AV-86-KU,2018-08-30T06:42:43.437Z,,,,,,,-1200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
