entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameOfAuditFirm,TypeOfAuditorAssistance
34695776,2017-01-01,2017-12-31,c175,,http://regnskaber.virk.dk/67759643/ZG9rdW1lbnRsYWdlcjovLzAzLzkxL2JhL2IxLzJjL2M4ZTktNDI2NS05ZjU1LTM2YTY3Nzc5MWQ5MQ.pdf,http://regnskaber.virk.dk/67759643/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2YwL2I0LzFjL2Q0YzUtNDNiZS1hOGRiLWZhZjY1MDA4MjMwMQ.xml,true,Skagen,9990.0,"25 A, Box 170",Spliidsvej,Aalborg,9000.0,14.0,Ãstre Havnegade,9800 HjÃ¸rring,AldershÃ¸jvej 30,DK-9990 Skagen,"Spliidsvej 25 A, Box 170",Til kapitalejeren i Jean Paul MynÃ© Danmark ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,0.0,2019-06-11,2012-08-31,2019-06-11,Statsautoriseret revisor,0.0,-137404.0,20222670.0,34695776.0,20222670.0,mne28683,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Jean Paul MynÃ© Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Ejsing,Jeppe Lillevik Rokkedal Therkildsen,Sissel Rokkedal Lillevik,Handelsbanken,Jean Paul MynÃ© Danmark ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,5286.0,0.0,HjÃ¸rring,0.0,2017-01-01,2017-12-31,-142690.0,-142690.0,-137404.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-12-31,2018-01-01,false,2019-06-11,Skagen,0.0,0.0,urn:ofk:oid:27476500,indberetninger-20180424,2.5118417999999996,34695776.0,AWtK01k0GQc-fA3G3Gg5,2019-06-12T08:35:09.321Z,2019-06-12T08:34:52.652Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-39-XG,2019-06-12T08:34:52.918Z,,,,,,,,,,,,,,,,
34695776,2017-01-01,2017-12-31,c214,,http://regnskaber.virk.dk/67759643/ZG9rdW1lbnRsYWdlcjovLzAzLzkxL2JhL2IxLzJjL2M4ZTktNDI2NS05ZjU1LTM2YTY3Nzc5MWQ5MQ.pdf,http://regnskaber.virk.dk/67759643/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2YwL2I0LzFjL2Q0YzUtNDNiZS1hOGRiLWZhZjY1MDA4MjMwMQ.xml,true,Skagen,9990.0,"25 A, Box 170",Spliidsvej,Aalborg,9000.0,14.0,Ãstre Havnegade,9800 HjÃ¸rring,AldershÃ¸jvej 30,DK-9990 Skagen,"Spliidsvej 25 A, Box 170",Til kapitalejeren i Jean Paul MynÃ© Danmark ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-06-11,2012-08-31,2019-06-11,Statsautoriseret revisor,,,20222670.0,34695776.0,20222670.0,mne28683,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Jean Paul MynÃ© Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Ejsing,Jeppe Lillevik Rokkedal Therkildsen,Sissel Rokkedal Lillevik,Handelsbanken,Jean Paul MynÃ© Danmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,,HjÃ¸rring,,2017-01-01,2017-12-31,-142690.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-12-31,2018-01-01,false,2019-06-11,Skagen,,,urn:ofk:oid:27476500,indberetninger-20180424,2.5118417999999996,34695776.0,AWtK01k0GQc-fA3G3Gg5,2019-06-12T08:35:09.321Z,2019-06-12T08:34:52.652Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-39-XG,2019-06-12T08:34:52.918Z,,,,,,,,,,,,,,,,
34695776,2017-12-31,2017-12-31,c173,,http://regnskaber.virk.dk/67759643/ZG9rdW1lbnRsYWdlcjovLzAzLzkxL2JhL2IxLzJjL2M4ZTktNDI2NS05ZjU1LTM2YTY3Nzc5MWQ5MQ.pdf,http://regnskaber.virk.dk/67759643/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2YwL2I0LzFjL2Q0YzUtNDNiZS1hOGRiLWZhZjY1MDA4MjMwMQ.xml,true,Skagen,9990.0,"25 A, Box 170",Spliidsvej,Aalborg,9000.0,14.0,Ãstre Havnegade,9800 HjÃ¸rring,AldershÃ¸jvej 30,DK-9990 Skagen,"Spliidsvej 25 A, Box 170",Til kapitalejeren i Jean Paul MynÃ© Danmark ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-06-11,2012-08-31,2019-06-11,Statsautoriseret revisor,,,20222670.0,34695776.0,20222670.0,mne28683,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Jean Paul MynÃ© Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Ejsing,Jeppe Lillevik Rokkedal Therkildsen,Sissel Rokkedal Lillevik,Handelsbanken,Jean Paul MynÃ© Danmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,,HjÃ¸rring,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-12-31,2018-01-01,false,2019-06-11,Skagen,,,urn:ofk:oid:27476500,indberetninger-20180424,2.5118417999999996,34695776.0,AWtK01k0GQc-fA3G3Gg5,2019-06-12T08:35:09.321Z,2019-06-12T08:34:52.652Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-39-XG,2019-06-12T08:34:52.918Z,39319.0,33820.0,80000.0,-114005.0,0.0,39319.0,153324.0,0.0,-194005.0,153324.0,5499.0,0.0,6000.0,5499.0,,
34695776,2018-01-01,2018-01-01,c231,,http://regnskaber.virk.dk/67759643/ZG9rdW1lbnRsYWdlcjovLzAzLzkxL2JhL2IxLzJjL2M4ZTktNDI2NS05ZjU1LTM2YTY3Nzc5MWQ5MQ.pdf,http://regnskaber.virk.dk/67759643/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2YwL2I0LzFjL2Q0YzUtNDNiZS1hOGRiLWZhZjY1MDA4MjMwMQ.xml,true,Skagen,9990.0,"25 A, Box 170",Spliidsvej,Aalborg,9000.0,14.0,Ãstre Havnegade,9800 HjÃ¸rring,AldershÃ¸jvej 30,DK-9990 Skagen,"Spliidsvej 25 A, Box 170",Til kapitalejeren i Jean Paul MynÃ© Danmark ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-06-11,2012-08-31,2019-06-11,Statsautoriseret revisor,,,20222670.0,34695776.0,20222670.0,mne28683,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Jean Paul MynÃ© Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Ejsing,Jeppe Lillevik Rokkedal Therkildsen,Sissel Rokkedal Lillevik,Handelsbanken,Jean Paul MynÃ© Danmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,,HjÃ¸rring,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-12-31,2018-01-01,false,2019-06-11,Skagen,,,urn:ofk:oid:27476500,indberetninger-20180424,2.5118417999999996,34695776.0,AWtK01k0GQc-fA3G3Gg5,2019-06-12T08:35:09.321Z,2019-06-12T08:34:52.652Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-39-XG,2019-06-12T08:34:52.918Z,,,,80000.0,,,,,,,,,,,,
34695776,2018-01-01,2018-01-01,c249,,http://regnskaber.virk.dk/67759643/ZG9rdW1lbnRsYWdlcjovLzAzLzkxL2JhL2IxLzJjL2M4ZTktNDI2NS05ZjU1LTM2YTY3Nzc5MWQ5MQ.pdf,http://regnskaber.virk.dk/67759643/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2YwL2I0LzFjL2Q0YzUtNDNiZS1hOGRiLWZhZjY1MDA4MjMwMQ.xml,true,Skagen,9990.0,"25 A, Box 170",Spliidsvej,Aalborg,9000.0,14.0,Ãstre Havnegade,9800 HjÃ¸rring,AldershÃ¸jvej 30,DK-9990 Skagen,"Spliidsvej 25 A, Box 170",Til kapitalejeren i Jean Paul MynÃ© Danmark ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-06-11,2012-08-31,2019-06-11,Statsautoriseret revisor,,,20222670.0,34695776.0,20222670.0,mne28683,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Jean Paul MynÃ© Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Ejsing,Jeppe Lillevik Rokkedal Therkildsen,Sissel Rokkedal Lillevik,Handelsbanken,Jean Paul MynÃ© Danmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,,HjÃ¸rring,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-12-31,2018-01-01,false,2019-06-11,Skagen,,,urn:ofk:oid:27476500,indberetninger-20180424,2.5118417999999996,34695776.0,AWtK01k0GQc-fA3G3Gg5,2019-06-12T08:35:09.321Z,2019-06-12T08:34:52.652Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-39-XG,2019-06-12T08:34:52.918Z,,,,-194005.0,,,,,,,,,,,,
34695776,2018-01-01,2018-12-31,c174,,http://regnskaber.virk.dk/67759643/ZG9rdW1lbnRsYWdlcjovLzAzLzkxL2JhL2IxLzJjL2M4ZTktNDI2NS05ZjU1LTM2YTY3Nzc5MWQ5MQ.pdf,http://regnskaber.virk.dk/67759643/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2YwL2I0LzFjL2Q0YzUtNDNiZS1hOGRiLWZhZjY1MDA4MjMwMQ.xml,true,Skagen,9990.0,"25 A, Box 170",Spliidsvej,Aalborg,9000.0,14.0,Ãstre Havnegade,9800 HjÃ¸rring,AldershÃ¸jvej 30,DK-9990 Skagen,"Spliidsvej 25 A, Box 170",Til kapitalejeren i Jean Paul MynÃ© Danmark ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,134398.0,2019-06-11,2012-08-31,2019-06-11,Statsautoriseret revisor,88164.0,901369.0,20222670.0,34695776.0,20222670.0,mne28683,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Jean Paul MynÃ© Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Ejsing,Jeppe Lillevik Rokkedal Therkildsen,Sissel Rokkedal Lillevik,Handelsbanken,Jean Paul MynÃ© Danmark ApS,BDO Statsautoriseret revisionsaktieselskab,57596.0,5917.0,400.0,HjÃ¸rring,663.0,2017-01-01,2017-12-31,673290.0,807688.0,813205.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-12-31,2018-01-01,false,2019-06-11,Skagen,134398.0,29905.0,urn:ofk:oid:27476500,indberetninger-20180424,2.5118417999999996,34695776.0,AWtK01k0GQc-fA3G3Gg5,2019-06-12T08:35:09.321Z,2019-06-12T08:34:52.652Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-39-XG,2019-06-12T08:34:52.918Z,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
34695776,2018-01-01,2018-12-31,c213,,http://regnskaber.virk.dk/67759643/ZG9rdW1lbnRsYWdlcjovLzAzLzkxL2JhL2IxLzJjL2M4ZTktNDI2NS05ZjU1LTM2YTY3Nzc5MWQ5MQ.pdf,http://regnskaber.virk.dk/67759643/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2YwL2I0LzFjL2Q0YzUtNDNiZS1hOGRiLWZhZjY1MDA4MjMwMQ.xml,true,Skagen,9990.0,"25 A, Box 170",Spliidsvej,Aalborg,9000.0,14.0,Ãstre Havnegade,9800 HjÃ¸rring,AldershÃ¸jvej 30,DK-9990 Skagen,"Spliidsvej 25 A, Box 170",Til kapitalejeren i Jean Paul MynÃ© Danmark ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-06-11,2012-08-31,2019-06-11,Statsautoriseret revisor,,,20222670.0,34695776.0,20222670.0,mne28683,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Jean Paul MynÃ© Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Ejsing,Jeppe Lillevik Rokkedal Therkildsen,Sissel Rokkedal Lillevik,Handelsbanken,Jean Paul MynÃ© Danmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,,HjÃ¸rring,,2017-01-01,2017-12-31,673290.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-12-31,2018-01-01,false,2019-06-11,Skagen,,,urn:ofk:oid:27476500,indberetninger-20180424,2.5118417999999996,34695776.0,AWtK01k0GQc-fA3G3Gg5,2019-06-12T08:35:09.321Z,2019-06-12T08:34:52.652Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-39-XG,2019-06-12T08:34:52.918Z,,,,,,,,,,,,,,,,
34695776,2018-01-01,2018-12-31,c248,,http://regnskaber.virk.dk/67759643/ZG9rdW1lbnRsYWdlcjovLzAzLzkxL2JhL2IxLzJjL2M4ZTktNDI2NS05ZjU1LTM2YTY3Nzc5MWQ5MQ.pdf,http://regnskaber.virk.dk/67759643/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2YwL2I0LzFjL2Q0YzUtNDNiZS1hOGRiLWZhZjY1MDA4MjMwMQ.xml,true,Skagen,9990.0,"25 A, Box 170",Spliidsvej,Aalborg,9000.0,14.0,Ãstre Havnegade,9800 HjÃ¸rring,AldershÃ¸jvej 30,DK-9990 Skagen,"Spliidsvej 25 A, Box 170",Til kapitalejeren i Jean Paul MynÃ© Danmark ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-06-11,2012-08-31,2019-06-11,Statsautoriseret revisor,,,20222670.0,34695776.0,20222670.0,mne28683,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Jean Paul MynÃ© Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Ejsing,Jeppe Lillevik Rokkedal Therkildsen,Sissel Rokkedal Lillevik,Handelsbanken,Jean Paul MynÃ© Danmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,,HjÃ¸rring,,2017-01-01,2017-12-31,673290.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-12-31,2018-01-01,false,2019-06-11,Skagen,,,urn:ofk:oid:27476500,indberetninger-20180424,2.5118417999999996,34695776.0,AWtK01k0GQc-fA3G3Gg5,2019-06-12T08:35:09.321Z,2019-06-12T08:34:52.652Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-39-XG,2019-06-12T08:34:52.918Z,,,,,,,,,,,,,,,,
34695776,2018-01-01,2018-12-31,c307,,http://regnskaber.virk.dk/67759643/ZG9rdW1lbnRsYWdlcjovLzAzLzkxL2JhL2IxLzJjL2M4ZTktNDI2NS05ZjU1LTM2YTY3Nzc5MWQ5MQ.pdf,http://regnskaber.virk.dk/67759643/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2YwL2I0LzFjL2Q0YzUtNDNiZS1hOGRiLWZhZjY1MDA4MjMwMQ.xml,true,Skagen,9990.0,"25 A, Box 170",Spliidsvej,Aalborg,9000.0,14.0,Ãstre Havnegade,9800 HjÃ¸rring,AldershÃ¸jvej 30,DK-9990 Skagen,"Spliidsvej 25 A, Box 170",Til kapitalejeren i Jean Paul MynÃ© Danmark ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-06-11,2012-08-31,2019-06-11,Statsautoriseret revisor,,,20222670.0,34695776.0,20222670.0,mne28683,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Jean Paul MynÃ© Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Ejsing,Jeppe Lillevik Rokkedal Therkildsen,Sissel Rokkedal Lillevik,Handelsbanken,Jean Paul MynÃ© Danmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,,HjÃ¸rring,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-12-31,2018-01-01,false,2019-06-11,Skagen,,,urn:ofk:oid:27476500,indberetninger-20180424,2.5118417999999996,34695776.0,AWtK01k0GQc-fA3G3Gg5,2019-06-12T08:35:09.321Z,2019-06-12T08:34:52.652Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-39-XG,2019-06-12T08:34:52.918Z,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
34695776,2018-01-01,2018-12-31,c727,,http://regnskaber.virk.dk/67759643/ZG9rdW1lbnRsYWdlcjovLzAzLzkxL2JhL2IxLzJjL2M4ZTktNDI2NS05ZjU1LTM2YTY3Nzc5MWQ5MQ.pdf,http://regnskaber.virk.dk/67759643/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2YwL2I0LzFjL2Q0YzUtNDNiZS1hOGRiLWZhZjY1MDA4MjMwMQ.xml,true,Skagen,9990.0,"25 A, Box 170",Spliidsvej,Aalborg,9000.0,14.0,Ãstre Havnegade,9800 HjÃ¸rring,AldershÃ¸jvej 30,DK-9990 Skagen,"Spliidsvej 25 A, Box 170",Til kapitalejeren i Jean Paul MynÃ© Danmark ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-06-11,2012-08-31,2019-06-11,Statsautoriseret revisor,,,20222670.0,34695776.0,20222670.0,mne28683,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Jean Paul MynÃ© Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole Ejsing,Jeppe Lillevik Rokkedal Therkildsen,Sissel Rokkedal Lillevik,Handelsbanken,Jean Paul MynÃ© Danmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,,HjÃ¸rring,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,HjÃ¸rring,2018-12-31,2018-01-01,false,2019-06-11,Skagen,,,urn:ofk:oid:27476500,indberetninger-20180424,2.5118417999999996,34695776.0,AWtK01k0GQc-fA3G3Gg5,2019-06-12T08:35:09.321Z,2019-06-12T08:34:52.652Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-39-XG,2019-06-12T08:34:52.918Z,,,,,,,,,,,,,,,,
