entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,ExternalExpenses,ExtraordinaryProfitLossBeforeTax,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividend,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
31884446,2013-01-01,2013-12-31,c3,http://regnskaber.virk.dk/64448813/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzU3LzU5LzE2LzFmOTktNDQ1YS1iZThmLWFjZWIyNTE1YmNkNQ.xhtml,http://regnskaber.virk.dk/64448813/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2RiLzI3L2RkL2QyOTQtNDA4MS04YmJjLTM1ZTFmZWVjMThhMw.pdf,http://regnskaber.virk.dk/64448813/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2FjL2UwL2EzLzI0ZjQtNDkzYy1iZTNiLTI5MzM0OWFkYzgxOQ.xml,4720 PrÃ¦stÃ¸,Svend GÃ¸nges Torv 10,Guldborg,4862.0,50.0,Guldborghave,4800 NykÃ¸bing F,Enighedsvej 59,Regnskabsklasse B,2015-05-31,2015-05-31,64697.0,1426637.0,373853.0,177395.0,1689887.0,31884446.0,62775.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steffen Klausen,MÃ¸ns Bank,JANS GULVAFSLIBNING ApS,KB Revision & RÃ¥dgivning ApS,83985.0,52.0,NykÃ¸bing F,2013-01-01,2013-12-31,126840.0,177395.0,198553.0,2014-12-31,2014-01-01,2063740.0,50555.0,Ingen bistand,urn:ofk:oid:5379998,indberetninger-20180424,2.5955422,31884446.0,,2018-03-31T00:19:16.482Z,2015-05-31T10:08:12.318Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-71-PY,2015-05-31T10:08:12.368Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31884446,2013-01-01,2013-12-31,c5,http://regnskaber.virk.dk/64448813/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzU3LzU5LzE2LzFmOTktNDQ1YS1iZThmLWFjZWIyNTE1YmNkNQ.xhtml,http://regnskaber.virk.dk/64448813/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2RiLzI3L2RkL2QyOTQtNDA4MS04YmJjLTM1ZTFmZWVjMThhMw.pdf,http://regnskaber.virk.dk/64448813/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2FjL2UwL2EzLzI0ZjQtNDkzYy1iZTNiLTI5MzM0OWFkYzgxOQ.xml,4720 PrÃ¦stÃ¸,Svend GÃ¸nges Torv 10,Guldborg,4862.0,50.0,Guldborghave,4800 NykÃ¸bing F,Enighedsvej 59,Regnskabsklasse B,2015-05-31,2015-05-31,,,,,,31884446.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steffen Klausen,MÃ¸ns Bank,JANS GULVAFSLIBNING ApS,KB Revision & RÃ¥dgivning ApS,,,NykÃ¸bing F,2013-01-01,2013-12-31,50000.0,,,2014-12-31,2014-01-01,,,Ingen bistand,urn:ofk:oid:5379998,indberetninger-20180424,2.5955422,31884446.0,,2018-03-31T00:19:16.482Z,2015-05-31T10:08:12.318Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-71-PY,2015-05-31T10:08:12.368Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31884446,2013-01-01,2013-12-31,c7,http://regnskaber.virk.dk/64448813/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzU3LzU5LzE2LzFmOTktNDQ1YS1iZThmLWFjZWIyNTE1YmNkNQ.xhtml,http://regnskaber.virk.dk/64448813/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2RiLzI3L2RkL2QyOTQtNDA4MS04YmJjLTM1ZTFmZWVjMThhMw.pdf,http://regnskaber.virk.dk/64448813/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2FjL2UwL2EzLzI0ZjQtNDkzYy1iZTNiLTI5MzM0OWFkYzgxOQ.xml,4720 PrÃ¦stÃ¸,Svend GÃ¸nges Torv 10,Guldborg,4862.0,50.0,Guldborghave,4800 NykÃ¸bing F,Enighedsvej 59,Regnskabsklasse B,2015-05-31,2015-05-31,,,,,,31884446.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steffen Klausen,MÃ¸ns Bank,JANS GULVAFSLIBNING ApS,KB Revision & RÃ¥dgivning ApS,,,NykÃ¸bing F,2013-01-01,2013-12-31,76840.0,,,2014-12-31,2014-01-01,,,Ingen bistand,urn:ofk:oid:5379998,indberetninger-20180424,2.5955422,31884446.0,,2018-03-31T00:19:16.482Z,2015-05-31T10:08:12.318Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-71-PY,2015-05-31T10:08:12.368Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31884446,2013-12-31,2013-12-31,c9,http://regnskaber.virk.dk/64448813/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzU3LzU5LzE2LzFmOTktNDQ1YS1iZThmLWFjZWIyNTE1YmNkNQ.xhtml,http://regnskaber.virk.dk/64448813/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2RiLzI3L2RkL2QyOTQtNDA4MS04YmJjLTM1ZTFmZWVjMThhMw.pdf,http://regnskaber.virk.dk/64448813/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2FjL2UwL2EzLzI0ZjQtNDkzYy1iZTNiLTI5MzM0OWFkYzgxOQ.xml,4720 PrÃ¦stÃ¸,Svend GÃ¸nges Torv 10,Guldborg,4862.0,50.0,Guldborghave,4800 NykÃ¸bing F,Enighedsvej 59,Regnskabsklasse B,2015-05-31,2015-05-31,,,,,,31884446.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steffen Klausen,MÃ¸ns Bank,JANS GULVAFSLIBNING ApS,KB Revision & RÃ¥dgivning ApS,,,NykÃ¸bing F,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,,Ingen bistand,urn:ofk:oid:5379998,indberetninger-20180424,2.5955422,31884446.0,,2018-03-31T00:19:16.482Z,2015-05-31T10:08:12.318Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-71-PY,2015-05-31T10:08:12.368Z,2694980.0,311129.0,126000.0,860799.0,1199327.0,69193.0,1764988.0,2694980.0,1495653.0,693982.0,693982.0,1834181.0,232643.0,105227.0,1834181.0,50000.0,-50000.0,0.0,0.0,1123327.0,363222.0,801671.0,23068.0,549670.0,117446.0,15292.0,444443.0,,
31884446,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/64448813/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzU3LzU5LzE2LzFmOTktNDQ1YS1iZThmLWFjZWIyNTE1YmNkNQ.xhtml,http://regnskaber.virk.dk/64448813/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2RiLzI3L2RkL2QyOTQtNDA4MS04YmJjLTM1ZTFmZWVjMThhMw.pdf,http://regnskaber.virk.dk/64448813/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2FjL2UwL2EzLzI0ZjQtNDkzYy1iZTNiLTI5MzM0OWFkYzgxOQ.xml,4720 PrÃ¦stÃ¸,Svend GÃ¸nges Torv 10,Guldborg,4862.0,50.0,Guldborghave,4800 NykÃ¸bing F,Enighedsvej 59,Regnskabsklasse B,2015-05-31,2015-05-31,5517.0,2051062.0,561994.0,446342.0,2483794.0,31884446.0,78566.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steffen Klausen,MÃ¸ns Bank,JANS GULVAFSLIBNING ApS,KB Revision & RÃ¥dgivning ApS,59775.0,336.0,NykÃ¸bing F,2013-01-01,2013-12-31,348530.0,446342.0,427215.0,2014-12-31,2014-01-01,3045788.0,97812.0,Ingen bistand,urn:ofk:oid:5379998,indberetninger-20180424,2.5955422,31884446.0,,2018-03-31T00:19:16.482Z,2015-05-31T10:08:12.318Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-71-PY,2015-05-31T10:08:12.368Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31884446,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/64448813/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzU3LzU5LzE2LzFmOTktNDQ1YS1iZThmLWFjZWIyNTE1YmNkNQ.xhtml,http://regnskaber.virk.dk/64448813/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2RiLzI3L2RkL2QyOTQtNDA4MS04YmJjLTM1ZTFmZWVjMThhMw.pdf,http://regnskaber.virk.dk/64448813/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2FjL2UwL2EzLzI0ZjQtNDkzYy1iZTNiLTI5MzM0OWFkYzgxOQ.xml,4720 PrÃ¦stÃ¸,Svend GÃ¸nges Torv 10,Guldborg,4862.0,50.0,Guldborghave,4800 NykÃ¸bing F,Enighedsvej 59,Regnskabsklasse B,2015-05-31,2015-05-31,,,,,,31884446.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steffen Klausen,MÃ¸ns Bank,JANS GULVAFSLIBNING ApS,KB Revision & RÃ¥dgivning ApS,,,NykÃ¸bing F,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,,Ingen bistand,urn:ofk:oid:5379998,indberetninger-20180424,2.5955422,31884446.0,,2018-03-31T00:19:16.482Z,2015-05-31T10:08:12.318Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-71-PY,2015-05-31T10:08:12.368Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan Ivan Kviatkowski,DirektÃ¸r
31884446,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/64448813/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzU3LzU5LzE2LzFmOTktNDQ1YS1iZThmLWFjZWIyNTE1YmNkNQ.xhtml,http://regnskaber.virk.dk/64448813/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2RiLzI3L2RkL2QyOTQtNDA4MS04YmJjLTM1ZTFmZWVjMThhMw.pdf,http://regnskaber.virk.dk/64448813/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2FjL2UwL2EzLzI0ZjQtNDkzYy1iZTNiLTI5MzM0OWFkYzgxOQ.xml,4720 PrÃ¦stÃ¸,Svend GÃ¸nges Torv 10,Guldborg,4862.0,50.0,Guldborghave,4800 NykÃ¸bing F,Enighedsvej 59,Regnskabsklasse B,2015-05-31,2015-05-31,,,,,,31884446.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steffen Klausen,MÃ¸ns Bank,JANS GULVAFSLIBNING ApS,KB Revision & RÃ¥dgivning ApS,,,NykÃ¸bing F,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,,Ingen bistand,urn:ofk:oid:5379998,indberetninger-20180424,2.5955422,31884446.0,,2018-03-31T00:19:16.482Z,2015-05-31T10:08:12.318Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-71-PY,2015-05-31T10:08:12.368Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heinrich Kwiatkowski,DirektÃ¸r
31884446,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/64448813/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzU3LzU5LzE2LzFmOTktNDQ1YS1iZThmLWFjZWIyNTE1YmNkNQ.xhtml,http://regnskaber.virk.dk/64448813/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2RiLzI3L2RkL2QyOTQtNDA4MS04YmJjLTM1ZTFmZWVjMThhMw.pdf,http://regnskaber.virk.dk/64448813/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2FjL2UwL2EzLzI0ZjQtNDkzYy1iZTNiLTI5MzM0OWFkYzgxOQ.xml,4720 PrÃ¦stÃ¸,Svend GÃ¸nges Torv 10,Guldborg,4862.0,50.0,Guldborghave,4800 NykÃ¸bing F,Enighedsvej 59,Regnskabsklasse B,2015-05-31,2015-05-31,,,,,,31884446.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steffen Klausen,MÃ¸ns Bank,JANS GULVAFSLIBNING ApS,KB Revision & RÃ¥dgivning ApS,,,NykÃ¸bing F,2013-01-01,2013-12-31,80000.0,,,2014-12-31,2014-01-01,,,Ingen bistand,urn:ofk:oid:5379998,indberetninger-20180424,2.5955422,31884446.0,,2018-03-31T00:19:16.482Z,2015-05-31T10:08:12.318Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-71-PY,2015-05-31T10:08:12.368Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31884446,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/64448813/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzU3LzU5LzE2LzFmOTktNDQ1YS1iZThmLWFjZWIyNTE1YmNkNQ.xhtml,http://regnskaber.virk.dk/64448813/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2RiLzI3L2RkL2QyOTQtNDA4MS04YmJjLTM1ZTFmZWVjMThhMw.pdf,http://regnskaber.virk.dk/64448813/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2FjL2UwL2EzLzI0ZjQtNDkzYy1iZTNiLTI5MzM0OWFkYzgxOQ.xml,4720 PrÃ¦stÃ¸,Svend GÃ¸nges Torv 10,Guldborg,4862.0,50.0,Guldborghave,4800 NykÃ¸bing F,Enighedsvej 59,Regnskabsklasse B,2015-05-31,2015-05-31,,,,,,31884446.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steffen Klausen,MÃ¸ns Bank,JANS GULVAFSLIBNING ApS,KB Revision & RÃ¥dgivning ApS,,,NykÃ¸bing F,2013-01-01,2013-12-31,268530.0,,,2014-12-31,2014-01-01,,,Ingen bistand,urn:ofk:oid:5379998,indberetninger-20180424,2.5955422,31884446.0,,2018-03-31T00:19:16.482Z,2015-05-31T10:08:12.318Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-71-PY,2015-05-31T10:08:12.368Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31884446,2014-12-31,2014-12-31,c8,http://regnskaber.virk.dk/64448813/ZG9rdW1lbnRsYWdlcjovLzAzLzNjLzU3LzU5LzE2LzFmOTktNDQ1YS1iZThmLWFjZWIyNTE1YmNkNQ.xhtml,http://regnskaber.virk.dk/64448813/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2RiLzI3L2RkL2QyOTQtNDA4MS04YmJjLTM1ZTFmZWVjMThhMw.pdf,http://regnskaber.virk.dk/64448813/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2FjL2UwL2EzLzI0ZjQtNDkzYy1iZTNiLTI5MzM0OWFkYzgxOQ.xml,4720 PrÃ¦stÃ¸,Svend GÃ¸nges Torv 10,Guldborg,4862.0,50.0,Guldborghave,4800 NykÃ¸bing F,Enighedsvej 59,Regnskabsklasse B,2015-05-31,2015-05-31,,,,,,31884446.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Steffen Klausen,MÃ¸ns Bank,JANS GULVAFSLIBNING ApS,KB Revision & RÃ¥dgivning ApS,,,NykÃ¸bing F,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,,,Ingen bistand,urn:ofk:oid:5379998,indberetninger-20180424,2.5955422,31884446.0,,2018-03-31T00:19:16.482Z,2015-05-31T10:08:12.318Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-71-PY,2015-05-31T10:08:12.368Z,2902393.0,132913.0,126000.0,686216.0,1467857.0,228251.0,1987926.0,2902393.0,1433979.0,641638.0,641638.0,2216177.0,430899.0,44303.0,2216177.0,80000.0,-80000.0,557.0,557.0,1421857.0,0.0,792341.0,26000.0,553303.0,214701.0,40741.0,509000.0,,
