entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxPayablesToGroupEnterprises,ShorttermTaxReceivablesFromGroupEnterprises,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
21174017,2015-10-01,2016-09-30,ID_11,,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzNiLzY2LzgwLzcxOTYtNDAzZi1hYjI2LTJjMmUyMjViNzFjYw.pdf,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzL2EzL2ZkL2ZiL2NiLzZhYmMtNGU4NS1hYWVhLWYyMTRjMzJjZGEyMg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Damgaard-Nielsen Holding A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2016 - 30-09-2017.",2017-10-30,2017-10-30,2017-12-14,0.0,500402.0,284000.0,39463113.0,21174017.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2016 - 30-09-2017 for Damgaard-Nielsen Holding A/S.,347439.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Carsten Halle,KRESTON CM,Damgaard-Nielsen Holding A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",AllerÃ¸d,2015-10-01,2016-09-30,1029530.0,1226890.0,-216402.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,372039.0,false,2017-10-30,KÃ¸benhavn,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24877161,indberetninger-20180424,2.5097342,21174017.0,,2018-03-28T05:44:55.561Z,2017-12-21T12:07:11.634Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-69-QR,2017-12-21T12:07:11.940Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21174017,2015-10-01,2016-09-30,ID_13,,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzNiLzY2LzgwLzcxOTYtNDAzZi1hYjI2LTJjMmUyMjViNzFjYw.pdf,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzL2EzL2ZkL2ZiL2NiLzZhYmMtNGU4NS1hYWVhLWYyMTRjMzJjZGEyMg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Damgaard-Nielsen Holding A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2016 - 30-09-2017.",2017-10-30,2017-10-30,2017-12-14,,,,39463113.0,21174017.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2016 - 30-09-2017 for Damgaard-Nielsen Holding A/S.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Carsten Halle,KRESTON CM,Damgaard-Nielsen Holding A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",AllerÃ¸d,2015-10-01,2016-09-30,-642725.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,,false,2017-10-30,KÃ¸benhavn,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24877161,indberetninger-20180424,2.5097342,21174017.0,,2018-03-28T05:44:55.561Z,2017-12-21T12:07:11.634Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-69-QR,2017-12-21T12:07:11.940Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21174017,2015-10-01,2016-09-30,ID_15,,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzNiLzY2LzgwLzcxOTYtNDAzZi1hYjI2LTJjMmUyMjViNzFjYw.pdf,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzL2EzL2ZkL2ZiL2NiLzZhYmMtNGU4NS1hYWVhLWYyMTRjMzJjZGEyMg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Damgaard-Nielsen Holding A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2016 - 30-09-2017.",2017-10-30,2017-10-30,2017-12-14,,,,39463113.0,21174017.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2016 - 30-09-2017 for Damgaard-Nielsen Holding A/S.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Carsten Halle,KRESTON CM,Damgaard-Nielsen Holding A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",AllerÃ¸d,2015-10-01,2016-09-30,613195.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,,false,2017-10-30,KÃ¸benhavn,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24877161,indberetninger-20180424,2.5097342,21174017.0,,2018-03-28T05:44:55.561Z,2017-12-21T12:07:11.634Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-69-QR,2017-12-21T12:07:11.940Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21174017,2015-10-01,2016-09-30,ID_17,,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzNiLzY2LzgwLzcxOTYtNDAzZi1hYjI2LTJjMmUyMjViNzFjYw.pdf,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzL2EzL2ZkL2ZiL2NiLzZhYmMtNGU4NS1hYWVhLWYyMTRjMzJjZGEyMg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Damgaard-Nielsen Holding A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2016 - 30-09-2017.",2017-10-30,2017-10-30,2017-12-14,,,,39463113.0,21174017.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2016 - 30-09-2017 for Damgaard-Nielsen Holding A/S.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Carsten Halle,KRESTON CM,Damgaard-Nielsen Holding A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",AllerÃ¸d,2015-10-01,2016-09-30,-1000000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,,false,2017-10-30,KÃ¸benhavn,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24877161,indberetninger-20180424,2.5097342,21174017.0,,2018-03-28T05:44:55.561Z,2017-12-21T12:07:11.634Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-69-QR,2017-12-21T12:07:11.940Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21174017,2016-09-30,2016-09-30,ID_10,,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzNiLzY2LzgwLzcxOTYtNDAzZi1hYjI2LTJjMmUyMjViNzFjYw.pdf,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzL2EzL2ZkL2ZiL2NiLzZhYmMtNGU4NS1hYWVhLWYyMTRjMzJjZGEyMg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Damgaard-Nielsen Holding A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2016 - 30-09-2017.",2017-10-30,2017-10-30,2017-12-14,,,,39463113.0,21174017.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2016 - 30-09-2017 for Damgaard-Nielsen Holding A/S.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Carsten Halle,KRESTON CM,Damgaard-Nielsen Holding A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",AllerÃ¸d,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,,false,2017-10-30,KÃ¸benhavn,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24877161,indberetninger-20180424,2.5097342,21174017.0,,2018-03-28T05:44:55.561Z,2017-12-21T12:07:11.634Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-69-QR,2017-12-21T12:07:11.940Z,29772320.0,500000.0,21165444.0,29423124.0,56366.0,0.0,29772320.0,349196.0,8550510.0,8550510.0,8606876.0,147066.0,56366.0,1000000.0,0.0,0.0,5511008.0,22412116.0,9421123.0,349196.0,107742.0,10705989.0,37194.0,57194.0,0.0,,,
21174017,2016-10-01,2017-09-30,ID_0,,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzNiLzY2LzgwLzcxOTYtNDAzZi1hYjI2LTJjMmUyMjViNzFjYw.pdf,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzL2EzL2ZkL2ZiL2NiLzZhYmMtNGU4NS1hYWVhLWYyMTRjMzJjZGEyMg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Damgaard-Nielsen Holding A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2016 - 30-09-2017.",2017-10-30,2017-10-30,2017-12-14,7500.0,500547.0,-25509.0,39463113.0,21174017.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2016 - 30-09-2017 for Damgaard-Nielsen Holding A/S.,705592.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Carsten Halle,KRESTON CM,Damgaard-Nielsen Holding A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",AllerÃ¸d,2015-10-01,2016-09-30,1419796.0,1620336.0,-533556.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,69745.0,false,2017-10-30,KÃ¸benhavn,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24877161,indberetninger-20180424,2.5097342,21174017.0,,2018-03-28T05:44:55.561Z,2017-12-21T12:07:11.634Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-69-QR,2017-12-21T12:07:11.940Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21174017,2016-10-01,2017-09-30,ID_1,,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzNiLzY2LzgwLzcxOTYtNDAzZi1hYjI2LTJjMmUyMjViNzFjYw.pdf,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzL2EzL2ZkL2ZiL2NiLzZhYmMtNGU4NS1hYWVhLWYyMTRjMzJjZGEyMg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Damgaard-Nielsen Holding A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2016 - 30-09-2017.",2017-10-30,2017-10-30,2017-12-14,,,,39463113.0,21174017.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2016 - 30-09-2017 for Damgaard-Nielsen Holding A/S.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Carsten Halle,KRESTON CM,Damgaard-Nielsen Holding A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",AllerÃ¸d,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,,false,2017-10-30,KÃ¸benhavn,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24877161,indberetninger-20180424,2.5097342,21174017.0,,2018-03-28T05:44:55.561Z,2017-12-21T12:07:11.634Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-69-QR,2017-12-21T12:07:11.940Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21174017,2016-10-01,2017-09-30,ID_12,,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzNiLzY2LzgwLzcxOTYtNDAzZi1hYjI2LTJjMmUyMjViNzFjYw.pdf,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzL2EzL2ZkL2ZiL2NiLzZhYmMtNGU4NS1hYWVhLWYyMTRjMzJjZGEyMg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Damgaard-Nielsen Holding A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2016 - 30-09-2017.",2017-10-30,2017-10-30,2017-12-14,,,,39463113.0,21174017.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2016 - 30-09-2017 for Damgaard-Nielsen Holding A/S.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Carsten Halle,KRESTON CM,Damgaard-Nielsen Holding A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",AllerÃ¸d,2015-10-01,2016-09-30,-705592.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,,false,2017-10-30,KÃ¸benhavn,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24877161,indberetninger-20180424,2.5097342,21174017.0,,2018-03-28T05:44:55.561Z,2017-12-21T12:07:11.634Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-69-QR,2017-12-21T12:07:11.940Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21174017,2016-10-01,2017-09-30,ID_14,,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzNiLzY2LzgwLzcxOTYtNDAzZi1hYjI2LTJjMmUyMjViNzFjYw.pdf,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzL2EzL2ZkL2ZiL2NiLzZhYmMtNGU4NS1hYWVhLWYyMTRjMzJjZGEyMg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Damgaard-Nielsen Holding A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2016 - 30-09-2017.",2017-10-30,2017-10-30,2017-12-14,,,,39463113.0,21174017.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2016 - 30-09-2017 for Damgaard-Nielsen Holding A/S.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Carsten Halle,KRESTON CM,Damgaard-Nielsen Holding A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",AllerÃ¸d,2015-10-01,2016-09-30,285796.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,,false,2017-10-30,KÃ¸benhavn,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24877161,indberetninger-20180424,2.5097342,21174017.0,,2018-03-28T05:44:55.561Z,2017-12-21T12:07:11.634Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-69-QR,2017-12-21T12:07:11.940Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21174017,2016-10-01,2017-09-30,ID_16,,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzNiLzY2LzgwLzcxOTYtNDAzZi1hYjI2LTJjMmUyMjViNzFjYw.pdf,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzL2EzL2ZkL2ZiL2NiLzZhYmMtNGU4NS1hYWVhLWYyMTRjMzJjZGEyMg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Damgaard-Nielsen Holding A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2016 - 30-09-2017.",2017-10-30,2017-10-30,2017-12-14,,,,39463113.0,21174017.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2016 - 30-09-2017 for Damgaard-Nielsen Holding A/S.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Carsten Halle,KRESTON CM,Damgaard-Nielsen Holding A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",AllerÃ¸d,2015-10-01,2016-09-30,-1000000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-09-30,2016-10-01,,false,2017-10-30,KÃ¸benhavn,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24877161,indberetninger-20180424,2.5097342,21174017.0,,2018-03-28T05:44:55.561Z,2017-12-21T12:07:11.634Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BL-69-QR,2017-12-21T12:07:11.940Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
