entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RestOfOtherFinanceExpenses,Assets,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTaxReceivablesFromGroupEnterprises,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
21174017,2016-10-01,2017-09-30,ID_12,,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzLzI0Lzc4L2E2L2I1LzEwZTYtNDJjNS1iNDdjLWRhZjA5ODQyNzIwNQ.pdf,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzM3L2NmLzVhLzk2YTUtNDY2ZS05OWQ2LTExZmJkYzIwMGYxZg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Damgaard-Nielsen Holding A/S,2.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-11-09,2018-11-09,2018-12-03,39463113.0,21174017.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Damgaard-Nielsen Holding A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Carsten Halle,KRESTON CM,Damgaard-Nielsen Holding A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",AllerÃ¸d,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2018-11-09,KÃ¸benhavn,Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:26428916,indberetninger-20180424,2.5124211,21174017.0,AWeDxa8tet7j816DxVLJ,2018-12-06T13:47:53.288Z,2018-12-06T13:47:07.488Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EJ-73-QQ,2018-12-06T13:47:07.726Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21174017,2016-10-01,2017-09-30,ID_13,,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzLzI0Lzc4L2E2L2I1LzEwZTYtNDJjNS1iNDdjLWRhZjA5ODQyNzIwNQ.pdf,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzM3L2NmLzVhLzk2YTUtNDY2ZS05OWQ2LTExZmJkYzIwMGYxZg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Damgaard-Nielsen Holding A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-11-09,2018-11-09,2018-12-03,39463113.0,21174017.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Damgaard-Nielsen Holding A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Carsten Halle,KRESTON CM,Damgaard-Nielsen Holding A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",AllerÃ¸d,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2018-11-09,KÃ¸benhavn,Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:26428916,indberetninger-20180424,2.5124211,21174017.0,AWeDxa8tet7j816DxVLJ,2018-12-06T13:47:53.288Z,2018-12-06T13:47:07.488Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EJ-73-QQ,2018-12-06T13:47:07.726Z,7500.0,500547.0,-25509.0,705592.0,1419796.0,1620336.0,-533556.0,69745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21174017,2016-10-01,2017-09-30,ID_15,,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzLzI0Lzc4L2E2L2I1LzEwZTYtNDJjNS1iNDdjLWRhZjA5ODQyNzIwNQ.pdf,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzM3L2NmLzVhLzk2YTUtNDY2ZS05OWQ2LTExZmJkYzIwMGYxZg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Damgaard-Nielsen Holding A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-11-09,2018-11-09,2018-12-03,39463113.0,21174017.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Damgaard-Nielsen Holding A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Carsten Halle,KRESTON CM,Damgaard-Nielsen Holding A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",AllerÃ¸d,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2018-11-09,KÃ¸benhavn,Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:26428916,indberetninger-20180424,2.5124211,21174017.0,AWeDxa8tet7j816DxVLJ,2018-12-06T13:47:53.288Z,2018-12-06T13:47:07.488Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EJ-73-QQ,2018-12-06T13:47:07.726Z,,,,,-1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21174017,2016-10-01,2017-09-30,ID_17,,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzLzI0Lzc4L2E2L2I1LzEwZTYtNDJjNS1iNDdjLWRhZjA5ODQyNzIwNQ.pdf,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzM3L2NmLzVhLzk2YTUtNDY2ZS05OWQ2LTExZmJkYzIwMGYxZg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Damgaard-Nielsen Holding A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-11-09,2018-11-09,2018-12-03,39463113.0,21174017.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Damgaard-Nielsen Holding A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Carsten Halle,KRESTON CM,Damgaard-Nielsen Holding A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",AllerÃ¸d,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2018-11-09,KÃ¸benhavn,Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:26428916,indberetninger-20180424,2.5124211,21174017.0,AWeDxa8tet7j816DxVLJ,2018-12-06T13:47:53.288Z,2018-12-06T13:47:07.488Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EJ-73-QQ,2018-12-06T13:47:07.726Z,,,,,-705592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21174017,2016-10-01,2017-09-30,ID_19,,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzLzI0Lzc4L2E2L2I1LzEwZTYtNDJjNS1iNDdjLWRhZjA5ODQyNzIwNQ.pdf,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzM3L2NmLzVhLzk2YTUtNDY2ZS05OWQ2LTExZmJkYzIwMGYxZg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Damgaard-Nielsen Holding A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-11-09,2018-11-09,2018-12-03,39463113.0,21174017.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Damgaard-Nielsen Holding A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Carsten Halle,KRESTON CM,Damgaard-Nielsen Holding A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",AllerÃ¸d,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2018-11-09,KÃ¸benhavn,Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:26428916,indberetninger-20180424,2.5124211,21174017.0,AWeDxa8tet7j816DxVLJ,2018-12-06T13:47:53.288Z,2018-12-06T13:47:07.488Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EJ-73-QQ,2018-12-06T13:47:07.726Z,,,,,285796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21174017,2017-09-30,2017-09-30,ID_10,,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzLzI0Lzc4L2E2L2I1LzEwZTYtNDJjNS1iNDdjLWRhZjA5ODQyNzIwNQ.pdf,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzM3L2NmLzVhLzk2YTUtNDY2ZS05OWQ2LTExZmJkYzIwMGYxZg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Damgaard-Nielsen Holding A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-11-09,2018-11-09,2018-12-03,39463113.0,21174017.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Damgaard-Nielsen Holding A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Carsten Halle,KRESTON CM,Damgaard-Nielsen Holding A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",AllerÃ¸d,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2018-11-09,KÃ¸benhavn,Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:26428916,indberetninger-20180424,2.5124211,21174017.0,AWeDxa8tet7j816DxVLJ,2018-12-06T13:47:53.288Z,2018-12-06T13:47:07.488Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EJ-73-QQ,2018-12-06T13:47:07.726Z,,,,,,,,,30126559.0,500000.0,21395341.0,29842919.0,75116.0,145000.0,30126559.0,279515.0,8656102.0,8656102.0,8731218.0,147693.0,75116.0,1000000.0,4125.0,4125.0,6216600.0,22126319.0,10060443.0,279515.0,9816588.0,131822.0,0.0,42316.0,,,
21174017,2017-10-01,2018-09-30,ID_0,,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzLzI0Lzc4L2E2L2I1LzEwZTYtNDJjNS1iNDdjLWRhZjA5ODQyNzIwNQ.pdf,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzM3L2NmLzVhLzk2YTUtNDY2ZS05OWQ2LTExZmJkYzIwMGYxZg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Damgaard-Nielsen Holding A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-11-09,2018-11-09,2018-12-03,39463113.0,21174017.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Damgaard-Nielsen Holding A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Carsten Halle,KRESTON CM,Damgaard-Nielsen Holding A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",AllerÃ¸d,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2018-11-09,KÃ¸benhavn,Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:26428916,indberetninger-20180424,2.5124211,21174017.0,AWeDxa8tet7j816DxVLJ,2018-12-06T13:47:53.288Z,2018-12-06T13:47:07.488Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EJ-73-QQ,2018-12-06T13:47:07.726Z,7500.0,554598.0,119464.0,691988.0,841683.0,883550.0,-442634.0,406639.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21174017,2017-10-01,2018-09-30,ID_1,,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzLzI0Lzc4L2E2L2I1LzEwZTYtNDJjNS1iNDdjLWRhZjA5ODQyNzIwNQ.pdf,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzM3L2NmLzVhLzk2YTUtNDY2ZS05OWQ2LTExZmJkYzIwMGYxZg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Damgaard-Nielsen Holding A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-11-09,2018-11-09,2018-12-03,39463113.0,21174017.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Damgaard-Nielsen Holding A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Carsten Halle,KRESTON CM,Damgaard-Nielsen Holding A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",AllerÃ¸d,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2018-11-09,KÃ¸benhavn,Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:26428916,indberetninger-20180424,2.5124211,21174017.0,AWeDxa8tet7j816DxVLJ,2018-12-06T13:47:53.288Z,2018-12-06T13:47:07.488Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EJ-73-QQ,2018-12-06T13:47:07.726Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21174017,2017-10-01,2018-09-30,ID_11,,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzLzI0Lzc4L2E2L2I1LzEwZTYtNDJjNS1iNDdjLWRhZjA5ODQyNzIwNQ.pdf,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzM3L2NmLzVhLzk2YTUtNDY2ZS05OWQ2LTExZmJkYzIwMGYxZg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Damgaard-Nielsen Holding A/S,2.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-11-09,2018-11-09,2018-12-03,39463113.0,21174017.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Damgaard-Nielsen Holding A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Carsten Halle,KRESTON CM,Damgaard-Nielsen Holding A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",AllerÃ¸d,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2018-11-09,KÃ¸benhavn,Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:26428916,indberetninger-20180424,2.5124211,21174017.0,AWeDxa8tet7j816DxVLJ,2018-12-06T13:47:53.288Z,2018-12-06T13:47:07.488Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EJ-73-QQ,2018-12-06T13:47:07.726Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21174017,2017-10-01,2018-09-30,ID_14,,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzLzI0Lzc4L2E2L2I1LzEwZTYtNDJjNS1iNDdjLWRhZjA5ODQyNzIwNQ.pdf,http://regnskaber.virk.dk/71047112/ZG9rdW1lbnRsYWdlcjovLzAzLzNmLzM3L2NmLzVhLzk2YTUtNDY2ZS05OWQ2LTExZmJkYzIwMGYxZg.xml,true,"1304, KÃ¸benhavn K",Adelgade 15,Til kapitalejerne i Damgaard-Nielsen Holding A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2018-11-09,2018-11-09,2018-12-03,39463113.0,21174017.0,39463113.0,mne11664,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Damgaard-Nielsen Holding A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Kofoed,Carsten Halle,KRESTON CM,Damgaard-Nielsen Holding A/S,"KRESTON CM, Statsautoriseret Revisionsinteressentskab",AllerÃ¸d,2016-10-01,2017-09-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2018-11-09,KÃ¸benhavn,Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:26428916,indberetninger-20180424,2.5124211,21174017.0,AWeDxa8tet7j816DxVLJ,2018-12-06T13:47:53.288Z,2018-12-06T13:47:07.488Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EJ-73-QQ,2018-12-06T13:47:07.726Z,,,,,-1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
