entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,DisclosureOfContingentLiabilities,GainsLossesFromCurrentValueAdjustmentsOfDebtLiabilitiesConcerningInvestmentProperty,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermTaxPayables
29327173,2013-01-01,2013-12-31,c3,http://regnskaber.virk.dk/37172392/Y3ZyLmRrOi8vcGRmcy8yOTMyNzE3MztBcFMzNjg0MzM7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/37172392/Y3ZyLmRrOi8veGJybHMvWC0wMkIzMDVGMC0yMDE1MDEyM18xMDIwNTJfNDk0.xml,Odense SV,5250.0,45.0,Hesteskoen,5000  Odense C,Vesterbro 9 b,TIl den daglige ledelse i Jypo Odense ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-01-23,2015-01-23,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.</p>",0.0,-20396.0,29327173.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn HÃ¸ffner,Jytte R. Nielsen,Poul Flemming Nielsen,HÃFFNER REVISION A/S              OFFENTLIGT GODKENDTE REVISORER,JYPO ODENSE ApS,HÃ¸ffner Revision A/S,31284.0,269946.0,Odense,2013-01-01,2013-12-31,165382.0,218266.0,-20396.0,2014-12-31,2014-01-01,2015-01-23,Odense,52883.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17456643,indberetninger-20180424,2.5118406,29327173,,2018-03-30T09:10:26.756Z,2015-01-23T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-82.166,2015-01-23T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
29327173,2013-01-01,2013-12-31,c5,http://regnskaber.virk.dk/37172392/Y3ZyLmRrOi8vcGRmcy8yOTMyNzE3MztBcFMzNjg0MzM7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/37172392/Y3ZyLmRrOi8veGJybHMvWC0wMkIzMDVGMC0yMDE1MDEyM18xMDIwNTJfNDk0.xml,Odense SV,5250.0,45.0,Hesteskoen,5000  Odense C,Vesterbro 9 b,TIl den daglige ledelse i Jypo Odense ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-01-23,2015-01-23,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.</p>",,,29327173.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn HÃ¸ffner,Jytte R. Nielsen,Poul Flemming Nielsen,HÃFFNER REVISION A/S              OFFENTLIGT GODKENDTE REVISORER,JYPO ODENSE ApS,HÃ¸ffner Revision A/S,,,Odense,2013-01-01,2013-12-31,96600.0,,,2014-12-31,2014-01-01,2015-01-23,Odense,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17456643,indberetninger-20180424,2.5118406,29327173,,2018-03-30T09:10:26.756Z,2015-01-23T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-82.166,2015-01-23T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
29327173,2013-01-01,2013-12-31,c7,http://regnskaber.virk.dk/37172392/Y3ZyLmRrOi8vcGRmcy8yOTMyNzE3MztBcFMzNjg0MzM7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/37172392/Y3ZyLmRrOi8veGJybHMvWC0wMkIzMDVGMC0yMDE1MDEyM18xMDIwNTJfNDk0.xml,Odense SV,5250.0,45.0,Hesteskoen,5000  Odense C,Vesterbro 9 b,TIl den daglige ledelse i Jypo Odense ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-01-23,2015-01-23,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.</p>",,,29327173.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn HÃ¸ffner,Jytte R. Nielsen,Poul Flemming Nielsen,HÃFFNER REVISION A/S              OFFENTLIGT GODKENDTE REVISORER,JYPO ODENSE ApS,HÃ¸ffner Revision A/S,,,Odense,2013-01-01,2013-12-31,68782.0,,,2014-12-31,2014-01-01,2015-01-23,Odense,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17456643,indberetninger-20180424,2.5118406,29327173,,2018-03-30T09:10:26.756Z,2015-01-23T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-82.166,2015-01-23T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
29327173,2013-12-31,2013-12-31,c9,http://regnskaber.virk.dk/37172392/Y3ZyLmRrOi8vcGRmcy8yOTMyNzE3MztBcFMzNjg0MzM7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/37172392/Y3ZyLmRrOi8veGJybHMvWC0wMkIzMDVGMC0yMDE1MDEyM18xMDIwNTJfNDk0.xml,Odense SV,5250.0,45.0,Hesteskoen,5000  Odense C,Vesterbro 9 b,TIl den daglige ledelse i Jypo Odense ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-01-23,2015-01-23,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.</p>",,,29327173.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn HÃ¸ffner,Jytte R. Nielsen,Poul Flemming Nielsen,HÃFFNER REVISION A/S              OFFENTLIGT GODKENDTE REVISORER,JYPO ODENSE ApS,HÃ¸ffner Revision A/S,,,Odense,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-01-23,Odense,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17456643,indberetninger-20180424,2.5118406,29327173,,2018-03-30T09:10:26.756Z,2015-01-23T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-82.166,2015-01-23T23:00:00.000Z,2970462.0,148346.0,153892.0,151103.0,2757.0,2897131.0,740000.0,2970462.0,39031.0,2079359.0,2819359.0,2079359.0,740000.0,96600.0,34300.0,34300.0,2646639.0,39031.0,4000.0,2757.0,35031.0
29327173,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/37172392/Y3ZyLmRrOi8vcGRmcy8yOTMyNzE3MztBcFMzNjg0MzM7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/37172392/Y3ZyLmRrOi8veGJybHMvWC0wMkIzMDVGMC0yMDE1MDEyM18xMDIwNTJfNDk0.xml,Odense SV,5250.0,45.0,Hesteskoen,5000  Odense C,Vesterbro 9 b,TIl den daglige ledelse i Jypo Odense ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-01-23,2015-01-23,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.</p>",0.0,-3401.0,29327173.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn HÃ¸ffner,Jytte R. Nielsen,Poul Flemming Nielsen,HÃFFNER REVISION A/S              OFFENTLIGT GODKENDTE REVISORER,JYPO ODENSE ApS,HÃ¸ffner Revision A/S,0.0,148255.0,Odense,2013-01-01,2013-12-31,107897.0,144854.0,-3401.0,2014-12-31,2014-01-01,2015-01-23,Odense,36957.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17456643,indberetninger-20180424,2.5118406,29327173,,2018-03-30T09:10:26.756Z,2015-01-23T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-82.166,2015-01-23T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
29327173,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/37172392/Y3ZyLmRrOi8vcGRmcy8yOTMyNzE3MztBcFMzNjg0MzM7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/37172392/Y3ZyLmRrOi8veGJybHMvWC0wMkIzMDVGMC0yMDE1MDEyM18xMDIwNTJfNDk0.xml,Odense SV,5250.0,45.0,Hesteskoen,5000  Odense C,Vesterbro 9 b,TIl den daglige ledelse i Jypo Odense ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-01-23,2015-01-23,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.</p>",,,29327173.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn HÃ¸ffner,Jytte R. Nielsen,Poul Flemming Nielsen,HÃFFNER REVISION A/S              OFFENTLIGT GODKENDTE REVISORER,JYPO ODENSE ApS,HÃ¸ffner Revision A/S,,,Odense,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-01-23,Odense,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17456643,indberetninger-20180424,2.5118406,29327173,,2018-03-30T09:10:26.756Z,2015-01-23T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-82.166,2015-01-23T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
29327173,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/37172392/Y3ZyLmRrOi8vcGRmcy8yOTMyNzE3MztBcFMzNjg0MzM7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/37172392/Y3ZyLmRrOi8veGJybHMvWC0wMkIzMDVGMC0yMDE1MDEyM18xMDIwNTJfNDk0.xml,Odense SV,5250.0,45.0,Hesteskoen,5000  Odense C,Vesterbro 9 b,TIl den daglige ledelse i Jypo Odense ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-01-23,2015-01-23,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.</p>",,,29327173.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn HÃ¸ffner,Jytte R. Nielsen,Poul Flemming Nielsen,HÃFFNER REVISION A/S              OFFENTLIGT GODKENDTE REVISORER,JYPO ODENSE ApS,HÃ¸ffner Revision A/S,,,Odense,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-01-23,Odense,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17456643,indberetninger-20180424,2.5118406,29327173,,2018-03-30T09:10:26.756Z,2015-01-23T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-82.166,2015-01-23T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
29327173,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/37172392/Y3ZyLmRrOi8vcGRmcy8yOTMyNzE3MztBcFMzNjg0MzM7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/37172392/Y3ZyLmRrOi8veGJybHMvWC0wMkIzMDVGMC0yMDE1MDEyM18xMDIwNTJfNDk0.xml,Odense SV,5250.0,45.0,Hesteskoen,5000  Odense C,Vesterbro 9 b,TIl den daglige ledelse i Jypo Odense ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-01-23,2015-01-23,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.</p>",,,29327173.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn HÃ¸ffner,Jytte R. Nielsen,Poul Flemming Nielsen,HÃFFNER REVISION A/S              OFFENTLIGT GODKENDTE REVISORER,JYPO ODENSE ApS,HÃ¸ffner Revision A/S,,,Odense,2013-01-01,2013-12-31,99800.0,,,2014-12-31,2014-01-01,2015-01-23,Odense,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17456643,indberetninger-20180424,2.5118406,29327173,,2018-03-30T09:10:26.756Z,2015-01-23T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-82.166,2015-01-23T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
29327173,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/37172392/Y3ZyLmRrOi8vcGRmcy8yOTMyNzE3MztBcFMzNjg0MzM7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/37172392/Y3ZyLmRrOi8veGJybHMvWC0wMkIzMDVGMC0yMDE1MDEyM18xMDIwNTJfNDk0.xml,Odense SV,5250.0,45.0,Hesteskoen,5000  Odense C,Vesterbro 9 b,TIl den daglige ledelse i Jypo Odense ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-01-23,2015-01-23,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.</p>",,,29327173.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn HÃ¸ffner,Jytte R. Nielsen,Poul Flemming Nielsen,HÃFFNER REVISION A/S              OFFENTLIGT GODKENDTE REVISORER,JYPO ODENSE ApS,HÃ¸ffner Revision A/S,,,Odense,2013-01-01,2013-12-31,8097.0,,,2014-12-31,2014-01-01,2015-01-23,Odense,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17456643,indberetninger-20180424,2.5118406,29327173,,2018-03-30T09:10:26.756Z,2015-01-23T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-82.166,2015-01-23T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,
29327173,2014-12-31,2014-12-31,c8,http://regnskaber.virk.dk/37172392/Y3ZyLmRrOi8vcGRmcy8yOTMyNzE3MztBcFMzNjg0MzM7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/37172392/Y3ZyLmRrOi8veGJybHMvWC0wMkIzMDVGMC0yMDE1MDEyM18xMDIwNTJfNDk0.xml,Odense SV,5250.0,45.0,Hesteskoen,5000  Odense C,Vesterbro 9 b,TIl den daglige ledelse i Jypo Odense ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2015-01-23,2015-01-23,"Registreret revisor, FSR - danske revisorer","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har ikke pÃ¥taget sig forpligtelser af nÃ¦vnte art.</p>",,,29327173.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Finn HÃ¸ffner,Jytte R. Nielsen,Poul Flemming Nielsen,HÃFFNER REVISION A/S              OFFENTLIGT GODKENDTE REVISORER,JYPO ODENSE ApS,HÃ¸ffner Revision A/S,,,Odense,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,2015-01-23,Odense,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:17456643,indberetninger-20180424,2.5118406,29327173,,2018-03-30T09:10:26.756Z,2015-01-23T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-82.166,2015-01-23T23:00:00.000Z,2979739.0,189088.0,153892.0,191587.0,2499.0,2908428.0,740000.0,2979739.0,38411.0,2048152.0,2788152.0,2048152.0,740000.0,99800.0,32900.0,32900.0,2654736.0,38411.0,4000.0,2499.0,34411.0
