entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmailOfReportingEntity,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherLongtermInvestments,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RetainedEarnings,Revenue,SelectedElementsFromReportingClassC,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,CurrentAssets,Equity,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,PropertyPlantAndEquipment,Provisions,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables
34082421,2017-02-01,2018-01-31,c1,http://regnskaber.virk.dk/12428043/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzUwLzQ4LzhkLzc4NzgtNDZiMS04MTk1LTk0OGYzNjQ4ODM5Mw.xhtml,http://regnskaber.virk.dk/12428043/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2QyL2Q5L2U5LzI5NWYtNGI2MC04NjhjLTM5YmJlMDQxNjRlZg.pdf,http://regnskaber.virk.dk/12428043/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2NiLzQ2LzQ5LzAwMDktNGMwMi1iZmYxLTk0MzQxNzM1MWJhZQ.xml,true,KÃ¸benhavn K,1300.0,"134, 5 th",Borgergade,1300.0,"Borgergade 134, 5 th","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-08,0.0,esbenmm@gmail.com,0.0,5000.0,-5000.0,34082421.0,-757.0,Ãrsrapport,Esben MÃ¦rsk-MÃ¸ller,GM ApS,Esben MÃ¦rsk-MÃ¸ller,2552.0,94229.0,2017-02-01,2018-01-31,-5000.0,-5000.0,-5000.0,2019-01-31,2018-02-01,-3308.0,0.0,false,3308.0,27848586.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27711980,indberetninger-20180424,2.4952688,34082421,AWxbnrdYIXJRhhXBMhV9,2019-08-04T07:54:34.957Z,2019-08-04T07:53:43.174Z,regnskab,1.0,,2019-01-31,2018-02-01,X19-CD-12-ZA,2019-08-04T07:53:43.419Z,,,,,,,,,,,,,,,,
34082421,2017-02-01,2018-01-31,c3,http://regnskaber.virk.dk/12428043/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzUwLzQ4LzhkLzc4NzgtNDZiMS04MTk1LTk0OGYzNjQ4ODM5Mw.xhtml,http://regnskaber.virk.dk/12428043/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2QyL2Q5L2U5LzI5NWYtNGI2MC04NjhjLTM5YmJlMDQxNjRlZg.pdf,http://regnskaber.virk.dk/12428043/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2NiLzQ2LzQ5LzAwMDktNGMwMi1iZmYxLTk0MzQxNzM1MWJhZQ.xml,true,KÃ¸benhavn K,1300.0,"134, 5 th",Borgergade,1300.0,"Borgergade 134, 5 th","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-08,0.0,esbenmm@gmail.com,0.0,,,34082421.0,-757.0,Ãrsrapport,Esben MÃ¦rsk-MÃ¸ller,GM ApS,Esben MÃ¦rsk-MÃ¸ller,2552.0,94229.0,2017-02-01,2018-01-31,0.0,,,2019-01-31,2018-02-01,-3308.0,,false,3308.0,27848586.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27711980,indberetninger-20180424,2.4952688,34082421,AWxbnrdYIXJRhhXBMhV9,2019-08-04T07:54:34.957Z,2019-08-04T07:53:43.174Z,regnskab,1.0,,2019-01-31,2018-02-01,X19-CD-12-ZA,2019-08-04T07:53:43.419Z,,,,,,,,,,,,,,,,
34082421,2017-02-01,2018-01-31,c5,http://regnskaber.virk.dk/12428043/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzUwLzQ4LzhkLzc4NzgtNDZiMS04MTk1LTk0OGYzNjQ4ODM5Mw.xhtml,http://regnskaber.virk.dk/12428043/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2QyL2Q5L2U5LzI5NWYtNGI2MC04NjhjLTM5YmJlMDQxNjRlZg.pdf,http://regnskaber.virk.dk/12428043/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2NiLzQ2LzQ5LzAwMDktNGMwMi1iZmYxLTk0MzQxNzM1MWJhZQ.xml,true,KÃ¸benhavn K,1300.0,"134, 5 th",Borgergade,1300.0,"Borgergade 134, 5 th","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-08,0.0,esbenmm@gmail.com,0.0,,,34082421.0,-757.0,Ãrsrapport,Esben MÃ¦rsk-MÃ¸ller,GM ApS,Esben MÃ¦rsk-MÃ¸ller,2552.0,94229.0,2017-02-01,2018-01-31,0.0,,,2019-01-31,2018-02-01,-3308.0,,false,3308.0,27848586.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27711980,indberetninger-20180424,2.4952688,34082421,AWxbnrdYIXJRhhXBMhV9,2019-08-04T07:54:34.957Z,2019-08-04T07:53:43.174Z,regnskab,1.0,,2019-01-31,2018-02-01,X19-CD-12-ZA,2019-08-04T07:53:43.419Z,,,,,,,,,,,,,,,,
34082421,2017-02-01,2018-01-31,c7,http://regnskaber.virk.dk/12428043/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzUwLzQ4LzhkLzc4NzgtNDZiMS04MTk1LTk0OGYzNjQ4ODM5Mw.xhtml,http://regnskaber.virk.dk/12428043/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2QyL2Q5L2U5LzI5NWYtNGI2MC04NjhjLTM5YmJlMDQxNjRlZg.pdf,http://regnskaber.virk.dk/12428043/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2NiLzQ2LzQ5LzAwMDktNGMwMi1iZmYxLTk0MzQxNzM1MWJhZQ.xml,true,KÃ¸benhavn K,1300.0,"134, 5 th",Borgergade,1300.0,"Borgergade 134, 5 th","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-08,0.0,esbenmm@gmail.com,0.0,,,34082421.0,-757.0,Ãrsrapport,Esben MÃ¦rsk-MÃ¸ller,GM ApS,Esben MÃ¦rsk-MÃ¸ller,2552.0,94229.0,2017-02-01,2018-01-31,-5000.0,,,2019-01-31,2018-02-01,-3308.0,,false,3308.0,27848586.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27711980,indberetninger-20180424,2.4952688,34082421,AWxbnrdYIXJRhhXBMhV9,2019-08-04T07:54:34.957Z,2019-08-04T07:53:43.174Z,regnskab,1.0,,2019-01-31,2018-02-01,X19-CD-12-ZA,2019-08-04T07:53:43.419Z,,,,,,,,,,,,,,,,
34082421,2018-01-31,2018-01-31,c9,http://regnskaber.virk.dk/12428043/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzUwLzQ4LzhkLzc4NzgtNDZiMS04MTk1LTk0OGYzNjQ4ODM5Mw.xhtml,http://regnskaber.virk.dk/12428043/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2QyL2Q5L2U5LzI5NWYtNGI2MC04NjhjLTM5YmJlMDQxNjRlZg.pdf,http://regnskaber.virk.dk/12428043/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2NiLzQ2LzQ5LzAwMDktNGMwMi1iZmYxLTk0MzQxNzM1MWJhZQ.xml,true,KÃ¸benhavn K,1300.0,"134, 5 th",Borgergade,1300.0,"Borgergade 134, 5 th","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-08,0.0,esbenmm@gmail.com,0.0,,,34082421.0,-757.0,Ãrsrapport,Esben MÃ¦rsk-MÃ¸ller,GM ApS,Esben MÃ¦rsk-MÃ¸ller,2552.0,94229.0,2017-02-01,2018-01-31,,,,2019-01-31,2018-02-01,-3308.0,,false,3308.0,27848586.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27711980,indberetninger-20180424,2.4952688,34082421,AWxbnrdYIXJRhhXBMhV9,2019-08-04T07:54:34.957Z,2019-08-04T07:53:43.174Z,regnskab,1.0,,2019-01-31,2018-02-01,X19-CD-12-ZA,2019-08-04T07:53:43.419Z,97896.0,97896.0,97896.0,97896.0,0.0,0.0,97896.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34082421,2018-02-01,2019-01-31,c0,http://regnskaber.virk.dk/12428043/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzUwLzQ4LzhkLzc4NzgtNDZiMS04MTk1LTk0OGYzNjQ4ODM5Mw.xhtml,http://regnskaber.virk.dk/12428043/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2QyL2Q5L2U5LzI5NWYtNGI2MC04NjhjLTM5YmJlMDQxNjRlZg.pdf,http://regnskaber.virk.dk/12428043/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2NiLzQ2LzQ5LzAwMDktNGMwMi1iZmYxLTk0MzQxNzM1MWJhZQ.xml,true,KÃ¸benhavn K,1300.0,"134, 5 th",Borgergade,1300.0,"Borgergade 134, 5 th","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-08,0.0,esbenmm@gmail.com,0.0,0.0,0.0,34082421.0,-757.0,Ãrsrapport,Esben MÃ¦rsk-MÃ¸ller,GM ApS,Esben MÃ¦rsk-MÃ¸ller,2552.0,94229.0,2017-02-01,2018-01-31,-3308.0,-3308.0,0.0,2019-01-31,2018-02-01,-3308.0,0.0,false,3308.0,27848586.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27711980,indberetninger-20180424,2.4952688,34082421,AWxbnrdYIXJRhhXBMhV9,2019-08-04T07:54:34.957Z,2019-08-04T07:53:43.174Z,regnskab,1.0,,2019-01-31,2018-02-01,X19-CD-12-ZA,2019-08-04T07:53:43.419Z,,,,,,,,,,,,,,,,
34082421,2018-02-01,2019-01-31,c2,http://regnskaber.virk.dk/12428043/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzUwLzQ4LzhkLzc4NzgtNDZiMS04MTk1LTk0OGYzNjQ4ODM5Mw.xhtml,http://regnskaber.virk.dk/12428043/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2QyL2Q5L2U5LzI5NWYtNGI2MC04NjhjLTM5YmJlMDQxNjRlZg.pdf,http://regnskaber.virk.dk/12428043/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2NiLzQ2LzQ5LzAwMDktNGMwMi1iZmYxLTk0MzQxNzM1MWJhZQ.xml,true,KÃ¸benhavn K,1300.0,"134, 5 th",Borgergade,1300.0,"Borgergade 134, 5 th","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-08,0.0,esbenmm@gmail.com,0.0,,,34082421.0,-757.0,Ãrsrapport,Esben MÃ¦rsk-MÃ¸ller,GM ApS,Esben MÃ¦rsk-MÃ¸ller,2552.0,94229.0,2017-02-01,2018-01-31,0.0,,,2019-01-31,2018-02-01,-3308.0,,false,3308.0,27848586.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27711980,indberetninger-20180424,2.4952688,34082421,AWxbnrdYIXJRhhXBMhV9,2019-08-04T07:54:34.957Z,2019-08-04T07:53:43.174Z,regnskab,1.0,,2019-01-31,2018-02-01,X19-CD-12-ZA,2019-08-04T07:53:43.419Z,,,,,,,,,,,,,,,,
34082421,2018-02-01,2019-01-31,c4,http://regnskaber.virk.dk/12428043/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzUwLzQ4LzhkLzc4NzgtNDZiMS04MTk1LTk0OGYzNjQ4ODM5Mw.xhtml,http://regnskaber.virk.dk/12428043/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2QyL2Q5L2U5LzI5NWYtNGI2MC04NjhjLTM5YmJlMDQxNjRlZg.pdf,http://regnskaber.virk.dk/12428043/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2NiLzQ2LzQ5LzAwMDktNGMwMi1iZmYxLTk0MzQxNzM1MWJhZQ.xml,true,KÃ¸benhavn K,1300.0,"134, 5 th",Borgergade,1300.0,"Borgergade 134, 5 th","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-08,0.0,esbenmm@gmail.com,0.0,,,34082421.0,-757.0,Ãrsrapport,Esben MÃ¦rsk-MÃ¸ller,GM ApS,Esben MÃ¦rsk-MÃ¸ller,2552.0,94229.0,2017-02-01,2018-01-31,0.0,,,2019-01-31,2018-02-01,-3308.0,,false,3308.0,27848586.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27711980,indberetninger-20180424,2.4952688,34082421,AWxbnrdYIXJRhhXBMhV9,2019-08-04T07:54:34.957Z,2019-08-04T07:53:43.174Z,regnskab,1.0,,2019-01-31,2018-02-01,X19-CD-12-ZA,2019-08-04T07:53:43.419Z,,,,,,,,,,,,,,,,
34082421,2018-02-01,2019-01-31,c6,http://regnskaber.virk.dk/12428043/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzUwLzQ4LzhkLzc4NzgtNDZiMS04MTk1LTk0OGYzNjQ4ODM5Mw.xhtml,http://regnskaber.virk.dk/12428043/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2QyL2Q5L2U5LzI5NWYtNGI2MC04NjhjLTM5YmJlMDQxNjRlZg.pdf,http://regnskaber.virk.dk/12428043/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2NiLzQ2LzQ5LzAwMDktNGMwMi1iZmYxLTk0MzQxNzM1MWJhZQ.xml,true,KÃ¸benhavn K,1300.0,"134, 5 th",Borgergade,1300.0,"Borgergade 134, 5 th","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-08,0.0,esbenmm@gmail.com,0.0,,,34082421.0,-757.0,Ãrsrapport,Esben MÃ¦rsk-MÃ¸ller,GM ApS,Esben MÃ¦rsk-MÃ¸ller,2552.0,94229.0,2017-02-01,2018-01-31,-3308.0,,,2019-01-31,2018-02-01,-3308.0,,false,3308.0,27848586.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27711980,indberetninger-20180424,2.4952688,34082421,AWxbnrdYIXJRhhXBMhV9,2019-08-04T07:54:34.957Z,2019-08-04T07:53:43.174Z,regnskab,1.0,,2019-01-31,2018-02-01,X19-CD-12-ZA,2019-08-04T07:53:43.419Z,,,,,,,,,,,,,,,,
34082421,2019-01-31,2019-01-31,c8,http://regnskaber.virk.dk/12428043/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzUwLzQ4LzhkLzc4NzgtNDZiMS04MTk1LTk0OGYzNjQ4ODM5Mw.xhtml,http://regnskaber.virk.dk/12428043/ZG9rdW1lbnRsYWdlcjovLzAzLzVjL2QyL2Q5L2U5LzI5NWYtNGI2MC04NjhjLTM5YmJlMDQxNjRlZg.pdf,http://regnskaber.virk.dk/12428043/ZG9rdW1lbnRsYWdlcjovLzAzLzQ1L2NiLzQ2LzQ5LzAwMDktNGMwMi1iZmYxLTk0MzQxNzM1MWJhZQ.xml,true,KÃ¸benhavn K,1300.0,"134, 5 th",Borgergade,1300.0,"Borgergade 134, 5 th","Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-07-08,0.0,esbenmm@gmail.com,0.0,,,34082421.0,-757.0,Ãrsrapport,Esben MÃ¦rsk-MÃ¸ller,GM ApS,Esben MÃ¦rsk-MÃ¸ller,2552.0,94229.0,2017-02-01,2018-01-31,,,,2019-01-31,2018-02-01,-3308.0,,false,3308.0,27848586.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27711980,indberetninger-20180424,2.4952688,34082421,AWxbnrdYIXJRhhXBMhV9,2019-08-04T07:54:34.957Z,2019-08-04T07:53:43.174Z,regnskab,1.0,,2019-01-31,2018-02-01,X19-CD-12-ZA,2019-08-04T07:53:43.419Z,94588.0,359.0,359.0,94588.0,0.0,0.0,94588.0,0.0,94229.0,0.0,94229.0,0.0,0.0,0.0,0.0,0.0
