entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,ProfitLossRelatedToInvestments,GrossResult,IncomeFromInvestmentsInGroupEnterprises,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables
31855667,2015-01-01,2015-01-01,c176,,http://regnskaber.virk.dk/76655813/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2QxLzNlLzQ0L2RhMTItNDIzZi04Y2E0LTBlZjA5OGZlN2UxYg.pdf,http://regnskaber.virk.dk/76655813/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzRmL2Y2L2QwLzg1NmQtNDAxYi05ODJhLTE4MmJmZTdkYjY4OA.xml,-71357.0,Danmark,Herning,7400.0,15.0,Industrivej Nord,NÃ¸rre Nebel,6830.0,46.0,Bredgade,NÃ¸rre Nebel,6830.0,51.0,Hekkenfeldtvej,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-19,2017-05-19,2010-01-01,2017-05-30,statsautoriseret revisor,15807776.0,31855667.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Randi Worm Holding ApS.,Ãrsrapport,125001.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Allan BjÃ¸rn,Randi Worm,Randi Worm,"Partner Revision, statsautoriseret revisionsaktieselskab",Sparekassen for NÃ¸rre Nebel og Omegn,Randi Worm Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",NÃ¸rre Nebel,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,ApS,KvÃ¦gdyrlÃ¦gerne i Varde ApS,Varde,2016-12-31,2016-01-01,100.0,2017-05-19,Herning,97 12 50 22,75 28 79 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24055906,indberetninger-20180424,2.5124211,31855667.0,,2018-03-28T19:55:49.338Z,2017-06-01T06:12:51.793Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-03-HA,2017-06-01T06:12:51.919Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31855667,2015-01-01,2015-01-01,c720,,http://regnskaber.virk.dk/76655813/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2QxLzNlLzQ0L2RhMTItNDIzZi04Y2E0LTBlZjA5OGZlN2UxYg.pdf,http://regnskaber.virk.dk/76655813/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzRmL2Y2L2QwLzg1NmQtNDAxYi05ODJhLTE4MmJmZTdkYjY4OA.xml,,Danmark,Herning,7400.0,15.0,Industrivej Nord,NÃ¸rre Nebel,6830.0,46.0,Bredgade,NÃ¸rre Nebel,6830.0,51.0,Hekkenfeldtvej,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-19,2017-05-19,2010-01-01,2017-05-30,statsautoriseret revisor,15807776.0,31855667.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Randi Worm Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Allan BjÃ¸rn,Randi Worm,Randi Worm,"Partner Revision, statsautoriseret revisionsaktieselskab",Sparekassen for NÃ¸rre Nebel og Omegn,Randi Worm Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",NÃ¸rre Nebel,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,ApS,KvÃ¦gdyrlÃ¦gerne i Varde ApS,Varde,2016-12-31,2016-01-01,100.0,2017-05-19,Herning,97 12 50 22,75 28 79 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24055906,indberetninger-20180424,2.5124211,31855667.0,,2018-03-28T19:55:49.338Z,2017-06-01T06:12:51.793Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-03-HA,2017-06-01T06:12:51.919Z,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31855667,2015-01-01,2015-01-01,c735,,http://regnskaber.virk.dk/76655813/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2QxLzNlLzQ0L2RhMTItNDIzZi04Y2E0LTBlZjA5OGZlN2UxYg.pdf,http://regnskaber.virk.dk/76655813/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzRmL2Y2L2QwLzg1NmQtNDAxYi05ODJhLTE4MmJmZTdkYjY4OA.xml,,Danmark,Herning,7400.0,15.0,Industrivej Nord,NÃ¸rre Nebel,6830.0,46.0,Bredgade,NÃ¸rre Nebel,6830.0,51.0,Hekkenfeldtvej,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-19,2017-05-19,2010-01-01,2017-05-30,statsautoriseret revisor,15807776.0,31855667.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Randi Worm Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Allan BjÃ¸rn,Randi Worm,Randi Worm,"Partner Revision, statsautoriseret revisionsaktieselskab",Sparekassen for NÃ¸rre Nebel og Omegn,Randi Worm Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",NÃ¸rre Nebel,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,ApS,KvÃ¦gdyrlÃ¦gerne i Varde ApS,Varde,2016-12-31,2016-01-01,100.0,2017-05-19,Herning,97 12 50 22,75 28 79 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24055906,indberetninger-20180424,2.5124211,31855667.0,,2018-03-28T19:55:49.338Z,2017-06-01T06:12:51.793Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-03-HA,2017-06-01T06:12:51.919Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31855667,2015-01-01,2015-01-01,c741,,http://regnskaber.virk.dk/76655813/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2QxLzNlLzQ0L2RhMTItNDIzZi04Y2E0LTBlZjA5OGZlN2UxYg.pdf,http://regnskaber.virk.dk/76655813/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzRmL2Y2L2QwLzg1NmQtNDAxYi05ODJhLTE4MmJmZTdkYjY4OA.xml,,Danmark,Herning,7400.0,15.0,Industrivej Nord,NÃ¸rre Nebel,6830.0,46.0,Bredgade,NÃ¸rre Nebel,6830.0,51.0,Hekkenfeldtvej,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-19,2017-05-19,2010-01-01,2017-05-30,statsautoriseret revisor,15807776.0,31855667.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Randi Worm Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Allan BjÃ¸rn,Randi Worm,Randi Worm,"Partner Revision, statsautoriseret revisionsaktieselskab",Sparekassen for NÃ¸rre Nebel og Omegn,Randi Worm Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",NÃ¸rre Nebel,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,ApS,KvÃ¦gdyrlÃ¦gerne i Varde ApS,Varde,2016-12-31,2016-01-01,100.0,2017-05-19,Herning,97 12 50 22,75 28 79 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24055906,indberetninger-20180424,2.5124211,31855667.0,,2018-03-28T19:55:49.338Z,2017-06-01T06:12:51.793Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-03-HA,2017-06-01T06:12:51.919Z,408448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31855667,2015-01-01,2015-12-31,c109,,http://regnskaber.virk.dk/76655813/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2QxLzNlLzQ0L2RhMTItNDIzZi04Y2E0LTBlZjA5OGZlN2UxYg.pdf,http://regnskaber.virk.dk/76655813/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzRmL2Y2L2QwLzg1NmQtNDAxYi05ODJhLTE4MmJmZTdkYjY4OA.xml,,Danmark,Herning,7400.0,15.0,Industrivej Nord,NÃ¸rre Nebel,6830.0,46.0,Bredgade,NÃ¸rre Nebel,6830.0,51.0,Hekkenfeldtvej,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-19,2017-05-19,2010-01-01,2017-05-30,statsautoriseret revisor,15807776.0,31855667.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Randi Worm Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Allan BjÃ¸rn,Randi Worm,Randi Worm,"Partner Revision, statsautoriseret revisionsaktieselskab",Sparekassen for NÃ¸rre Nebel og Omegn,Randi Worm Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",NÃ¸rre Nebel,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,ApS,KvÃ¦gdyrlÃ¦gerne i Varde ApS,Varde,2016-12-31,2016-01-01,100.0,2017-05-19,Herning,97 12 50 22,75 28 79 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24055906,indberetninger-20180424,2.5124211,31855667.0,,2018-03-28T19:55:49.338Z,2017-06-01T06:12:51.793Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-03-HA,2017-06-01T06:12:51.919Z,,101200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31855667,2015-01-01,2015-12-31,c123,,http://regnskaber.virk.dk/76655813/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2QxLzNlLzQ0L2RhMTItNDIzZi04Y2E0LTBlZjA5OGZlN2UxYg.pdf,http://regnskaber.virk.dk/76655813/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzRmL2Y2L2QwLzg1NmQtNDAxYi05ODJhLTE4MmJmZTdkYjY4OA.xml,,Danmark,Herning,7400.0,15.0,Industrivej Nord,NÃ¸rre Nebel,6830.0,46.0,Bredgade,NÃ¸rre Nebel,6830.0,51.0,Hekkenfeldtvej,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-19,2017-05-19,2010-01-01,2017-05-30,statsautoriseret revisor,15807776.0,31855667.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Randi Worm Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Allan BjÃ¸rn,Randi Worm,Randi Worm,"Partner Revision, statsautoriseret revisionsaktieselskab",Sparekassen for NÃ¸rre Nebel og Omegn,Randi Worm Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",NÃ¸rre Nebel,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,ApS,KvÃ¦gdyrlÃ¦gerne i Varde ApS,Varde,2016-12-31,2016-01-01,100.0,2017-05-19,Herning,97 12 50 22,75 28 79 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24055906,indberetninger-20180424,2.5124211,31855667.0,,2018-03-28T19:55:49.338Z,2017-06-01T06:12:51.793Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-03-HA,2017-06-01T06:12:51.919Z,,-5567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31855667,2015-01-01,2015-12-31,c178,,http://regnskaber.virk.dk/76655813/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2QxLzNlLzQ0L2RhMTItNDIzZi04Y2E0LTBlZjA5OGZlN2UxYg.pdf,http://regnskaber.virk.dk/76655813/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzRmL2Y2L2QwLzg1NmQtNDAxYi05ODJhLTE4MmJmZTdkYjY4OA.xml,,Danmark,Herning,7400.0,15.0,Industrivej Nord,NÃ¸rre Nebel,6830.0,46.0,Bredgade,NÃ¸rre Nebel,6830.0,51.0,Hekkenfeldtvej,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-19,2017-05-19,2010-01-01,2017-05-30,statsautoriseret revisor,15807776.0,31855667.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Randi Worm Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Allan BjÃ¸rn,Randi Worm,Randi Worm,"Partner Revision, statsautoriseret revisionsaktieselskab",Sparekassen for NÃ¸rre Nebel og Omegn,Randi Worm Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",NÃ¸rre Nebel,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,ApS,KvÃ¦gdyrlÃ¦gerne i Varde ApS,Varde,2016-12-31,2016-01-01,100.0,2017-05-19,Herning,97 12 50 22,75 28 79 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24055906,indberetninger-20180424,2.5124211,31855667.0,,2018-03-28T19:55:49.338Z,2017-06-01T06:12:51.793Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-03-HA,2017-06-01T06:12:51.919Z,,,166663.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31855667,2015-01-01,2015-12-31,c3,,http://regnskaber.virk.dk/76655813/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2QxLzNlLzQ0L2RhMTItNDIzZi04Y2E0LTBlZjA5OGZlN2UxYg.pdf,http://regnskaber.virk.dk/76655813/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzRmL2Y2L2QwLzg1NmQtNDAxYi05ODJhLTE4MmJmZTdkYjY4OA.xml,,Danmark,Herning,7400.0,15.0,Industrivej Nord,NÃ¸rre Nebel,6830.0,46.0,Bredgade,NÃ¸rre Nebel,6830.0,51.0,Hekkenfeldtvej,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-19,2017-05-19,2010-01-01,2017-05-30,statsautoriseret revisor,15807776.0,31855667.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Randi Worm Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Allan BjÃ¸rn,Randi Worm,Randi Worm,"Partner Revision, statsautoriseret revisionsaktieselskab",Sparekassen for NÃ¸rre Nebel og Omegn,Randi Worm Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",NÃ¸rre Nebel,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,ApS,KvÃ¦gdyrlÃ¦gerne i Varde ApS,Varde,2016-12-31,2016-01-01,100.0,2017-05-19,Herning,97 12 50 22,75 28 79 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24055906,indberetninger-20180424,2.5124211,31855667.0,,2018-03-28T19:55:49.338Z,2017-06-01T06:12:51.793Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-03-HA,2017-06-01T06:12:51.919Z,,190939.0,,-7055.0,166663.0,7055.0,16.0,66.0,44344.0,204002.0,-7055.0,13063.0,,,,,,,,,,,,,,,,,,,
31855667,2015-01-01,2015-12-31,c475,,http://regnskaber.virk.dk/76655813/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2QxLzNlLzQ0L2RhMTItNDIzZi04Y2E0LTBlZjA5OGZlN2UxYg.pdf,http://regnskaber.virk.dk/76655813/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzRmL2Y2L2QwLzg1NmQtNDAxYi05ODJhLTE4MmJmZTdkYjY4OA.xml,,Danmark,Herning,7400.0,15.0,Industrivej Nord,NÃ¸rre Nebel,6830.0,46.0,Bredgade,NÃ¸rre Nebel,6830.0,51.0,Hekkenfeldtvej,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-19,2017-05-19,2010-01-01,2017-05-30,statsautoriseret revisor,15807776.0,31855667.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Randi Worm Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Allan BjÃ¸rn,Randi Worm,Randi Worm,"Partner Revision, statsautoriseret revisionsaktieselskab",Sparekassen for NÃ¸rre Nebel og Omegn,Randi Worm Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",NÃ¸rre Nebel,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,ApS,KvÃ¦gdyrlÃ¦gerne i Varde ApS,Varde,2016-12-31,2016-01-01,100.0,2017-05-19,Herning,97 12 50 22,75 28 79 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24055906,indberetninger-20180424,2.5124211,31855667.0,,2018-03-28T19:55:49.338Z,2017-06-01T06:12:51.793Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-03-HA,2017-06-01T06:12:51.919Z,,95306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31855667,2015-01-01,2015-12-31,c736,,http://regnskaber.virk.dk/76655813/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2QxLzNlLzQ0L2RhMTItNDIzZi04Y2E0LTBlZjA5OGZlN2UxYg.pdf,http://regnskaber.virk.dk/76655813/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzRmL2Y2L2QwLzg1NmQtNDAxYi05ODJhLTE4MmJmZTdkYjY4OA.xml,,Danmark,Herning,7400.0,15.0,Industrivej Nord,NÃ¸rre Nebel,6830.0,46.0,Bredgade,NÃ¸rre Nebel,6830.0,51.0,Hekkenfeldtvej,"7400, Herning","Industrivej Nord, 15",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016 for opfyldt.,2017-05-19,2017-05-19,2010-01-01,2017-05-30,statsautoriseret revisor,15807776.0,31855667.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2016 for Randi Worm Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Allan BjÃ¸rn,Randi Worm,Randi Worm,"Partner Revision, statsautoriseret revisionsaktieselskab",Sparekassen for NÃ¸rre Nebel og Omegn,Randi Worm Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",NÃ¸rre Nebel,2015-01-01,2015-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,ApS,KvÃ¦gdyrlÃ¦gerne i Varde ApS,Varde,2016-12-31,2016-01-01,100.0,2017-05-19,Herning,97 12 50 22,75 28 79 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24055906,indberetninger-20180424,2.5124211,31855667.0,,2018-03-28T19:55:49.338Z,2017-06-01T06:12:51.793Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-03-HA,2017-06-01T06:12:51.919Z,,95306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
