entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdministrativeExpenses,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DistributionCosts,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividend,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
28281439,2012-10-01,2013-09-30,ID_14,http://regnskaber.virk.dk/93418282/Y3ZyLmRrOi8vcGRmcy8yODI4MTQzOTtBL1MzMzkxODI7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/93418282/Y3ZyLmRrOi8veGJybHMvWC1ENTk5QzlFOC0yMDE0MTIxOV8xNzAyNDRfNzAw.xml,"HÃ¸rsholm, 2970",UsserÃ¸d Kongevej 157,Til kapitalejerne i Holse & Wibroe A/S,1005217.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2004-11-24,2014-12-18,3379496.0,5258678.0,28281439.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Holse & Wibroe A/S.,"Vi har revideret Ã¥rsregnskabet for Holse & Wibroe A/S for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Martin Lavesen,Holse & Wibroe A/S,"KRESTON HÃ¸rsholm, Chr. Mortensen â¢ Revisionsfirma Statsautoriseret Revisionsinteressentskab",52266.0,984.0,"Greve, den 18. december 2014",613694.0,822683.0,873965.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2014-09-30,2013-10-01,2014-12-18,HÃ¸rsholm,208989.0,Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:21116698,indberetninger-20180424,2.5124211,28281439.0,,2018-04-01T06:40:03.104Z,2014-12-19T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-361.892,2014-12-19T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28281439,2012-10-01,2013-09-30,ID_16,http://regnskaber.virk.dk/93418282/Y3ZyLmRrOi8vcGRmcy8yODI4MTQzOTtBL1MzMzkxODI7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/93418282/Y3ZyLmRrOi8veGJybHMvWC1ENTk5QzlFOC0yMDE0MTIxOV8xNzAyNDRfNzAw.xml,"HÃ¸rsholm, 2970",UsserÃ¸d Kongevej 157,Til kapitalejerne i Holse & Wibroe A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2004-11-24,2014-12-18,,,28281439.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Holse & Wibroe A/S.,"Vi har revideret Ã¥rsregnskabet for Holse & Wibroe A/S for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Martin Lavesen,Holse & Wibroe A/S,"KRESTON HÃ¸rsholm, Chr. Mortensen â¢ Revisionsfirma Statsautoriseret Revisionsinteressentskab",,,"Greve, den 18. december 2014",0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2014-09-30,2013-10-01,2014-12-18,HÃ¸rsholm,,Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:21116698,indberetninger-20180424,2.5124211,28281439.0,,2018-04-01T06:40:03.104Z,2014-12-19T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-361.892,2014-12-19T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28281439,2012-10-01,2013-09-30,ID_18,http://regnskaber.virk.dk/93418282/Y3ZyLmRrOi8vcGRmcy8yODI4MTQzOTtBL1MzMzkxODI7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/93418282/Y3ZyLmRrOi8veGJybHMvWC1ENTk5QzlFOC0yMDE0MTIxOV8xNzAyNDRfNzAw.xml,"HÃ¸rsholm, 2970",UsserÃ¸d Kongevej 157,Til kapitalejerne i Holse & Wibroe A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2004-11-24,2014-12-18,,,28281439.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Holse & Wibroe A/S.,"Vi har revideret Ã¥rsregnskabet for Holse & Wibroe A/S for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Martin Lavesen,Holse & Wibroe A/S,"KRESTON HÃ¸rsholm, Chr. Mortensen â¢ Revisionsfirma Statsautoriseret Revisionsinteressentskab",,,"Greve, den 18. december 2014",-613694.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2014-09-30,2013-10-01,2014-12-18,HÃ¸rsholm,,Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:21116698,indberetninger-20180424,2.5124211,28281439.0,,2018-04-01T06:40:03.104Z,2014-12-19T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-361.892,2014-12-19T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28281439,2012-10-01,2013-09-30,ID_20,http://regnskaber.virk.dk/93418282/Y3ZyLmRrOi8vcGRmcy8yODI4MTQzOTtBL1MzMzkxODI7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/93418282/Y3ZyLmRrOi8veGJybHMvWC1ENTk5QzlFOC0yMDE0MTIxOV8xNzAyNDRfNzAw.xml,"HÃ¸rsholm, 2970",UsserÃ¸d Kongevej 157,Til kapitalejerne i Holse & Wibroe A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2004-11-24,2014-12-18,,,28281439.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Holse & Wibroe A/S.,"Vi har revideret Ã¥rsregnskabet for Holse & Wibroe A/S for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Martin Lavesen,Holse & Wibroe A/S,"KRESTON HÃ¸rsholm, Chr. Mortensen â¢ Revisionsfirma Statsautoriseret Revisionsinteressentskab",,,"Greve, den 18. december 2014",-613694.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2014-09-30,2013-10-01,2014-12-18,HÃ¸rsholm,,Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:21116698,indberetninger-20180424,2.5124211,28281439.0,,2018-04-01T06:40:03.104Z,2014-12-19T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-361.892,2014-12-19T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28281439,2013-09-30,2013-09-30,ID_22,http://regnskaber.virk.dk/93418282/Y3ZyLmRrOi8vcGRmcy8yODI4MTQzOTtBL1MzMzkxODI7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/93418282/Y3ZyLmRrOi8veGJybHMvWC1ENTk5QzlFOC0yMDE0MTIxOV8xNzAyNDRfNzAw.xml,"HÃ¸rsholm, 2970",UsserÃ¸d Kongevej 157,Til kapitalejerne i Holse & Wibroe A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2004-11-24,2014-12-18,,,28281439.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Holse & Wibroe A/S.,"Vi har revideret Ã¥rsregnskabet for Holse & Wibroe A/S for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Martin Lavesen,Holse & Wibroe A/S,"KRESTON HÃ¸rsholm, Chr. Mortensen â¢ Revisionsfirma Statsautoriseret Revisionsinteressentskab",,,"Greve, den 18. december 2014",,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2014-09-30,2013-10-01,2014-12-18,HÃ¸rsholm,,Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:21116698,indberetninger-20180424,2.5124211,28281439.0,,2018-04-01T06:40:03.104Z,2014-12-19T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-361.892,2014-12-19T23:00:00.000Z,6855950.0,94272.0,500000.0,6584950.0,91571.0,4018330.0,255000.0,5063837.0,6855950.0,2828832.0,16000.0,5063837.0,271000.0,16000.0,482287.0,13736.0,255000.0,0.0,8788.0,8788.0,3518330.0,672241.0,2828832.0,935800.0,84102.0,1426841.0,141751.0,512651.0,1321534.0,,,
28281439,2013-10-01,2014-09-30,ID_0,http://regnskaber.virk.dk/93418282/Y3ZyLmRrOi8vcGRmcy8yODI4MTQzOTtBL1MzMzkxODI7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/93418282/Y3ZyLmRrOi8veGJybHMvWC1ENTk5QzlFOC0yMDE0MTIxOV8xNzAyNDRfNzAw.xml,"HÃ¸rsholm, 2970",UsserÃ¸d Kongevej 157,Til kapitalejerne i Holse & Wibroe A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2004-11-24,2014-12-18,,,28281439.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Holse & Wibroe A/S.,"Vi har revideret Ã¥rsregnskabet for Holse & Wibroe A/S for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Martin Lavesen,Holse & Wibroe A/S,"KRESTON HÃ¸rsholm, Chr. Mortensen â¢ Revisionsfirma Statsautoriseret Revisionsinteressentskab",,,"Greve, den 18. december 2014",,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2014-09-30,2013-10-01,2014-12-18,HÃ¸rsholm,,Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:21116698,indberetninger-20180424,2.5124211,28281439.0,,2018-04-01T06:40:03.104Z,2014-12-19T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-361.892,2014-12-19T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28281439,2013-10-01,2014-09-30,ID_1,http://regnskaber.virk.dk/93418282/Y3ZyLmRrOi8vcGRmcy8yODI4MTQzOTtBL1MzMzkxODI7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/93418282/Y3ZyLmRrOi8veGJybHMvWC1ENTk5QzlFOC0yMDE0MTIxOV8xNzAyNDRfNzAw.xml,"HÃ¸rsholm, 2970",UsserÃ¸d Kongevej 157,Til kapitalejerne i Holse & Wibroe A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2004-11-24,2014-12-18,,,28281439.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Holse & Wibroe A/S.,"Vi har revideret Ã¥rsregnskabet for Holse & Wibroe A/S for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Martin Lavesen,Holse & Wibroe A/S,"KRESTON HÃ¸rsholm, Chr. Mortensen â¢ Revisionsfirma Statsautoriseret Revisionsinteressentskab",,,"Greve, den 18. december 2014",,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2014-09-30,2013-10-01,2014-12-18,HÃ¸rsholm,,Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:21116698,indberetninger-20180424,2.5124211,28281439.0,,2018-04-01T06:40:03.104Z,2014-12-19T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-361.892,2014-12-19T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28281439,2013-10-01,2014-09-30,ID_10,http://regnskaber.virk.dk/93418282/Y3ZyLmRrOi8vcGRmcy8yODI4MTQzOTtBL1MzMzkxODI7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/93418282/Y3ZyLmRrOi8veGJybHMvWC1ENTk5QzlFOC0yMDE0MTIxOV8xNzAyNDRfNzAw.xml,"HÃ¸rsholm, 2970",UsserÃ¸d Kongevej 157,Til kapitalejerne i Holse & Wibroe A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2004-11-24,2014-12-18,,,28281439.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Holse & Wibroe A/S.,"Vi har revideret Ã¥rsregnskabet for Holse & Wibroe A/S for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Martin Lavesen,Holse & Wibroe A/S,"KRESTON HÃ¸rsholm, Chr. Mortensen â¢ Revisionsfirma Statsautoriseret Revisionsinteressentskab",,,"Greve, den 18. december 2014",,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2014-09-30,2013-10-01,2014-12-18,HÃ¸rsholm,,Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:21116698,indberetninger-20180424,2.5124211,28281439.0,,2018-04-01T06:40:03.104Z,2014-12-19T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-361.892,2014-12-19T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28281439,2013-10-01,2014-09-30,ID_11,http://regnskaber.virk.dk/93418282/Y3ZyLmRrOi8vcGRmcy8yODI4MTQzOTtBL1MzMzkxODI7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/93418282/Y3ZyLmRrOi8veGJybHMvWC1ENTk5QzlFOC0yMDE0MTIxOV8xNzAyNDRfNzAw.xml,"HÃ¸rsholm, 2970",UsserÃ¸d Kongevej 157,Til kapitalejerne i Holse & Wibroe A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2004-11-24,2014-12-18,,,28281439.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Holse & Wibroe A/S.,"Vi har revideret Ã¥rsregnskabet for Holse & Wibroe A/S for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Martin Lavesen,Holse & Wibroe A/S,"KRESTON HÃ¸rsholm, Chr. Mortensen â¢ Revisionsfirma Statsautoriseret Revisionsinteressentskab",,,"Greve, den 18. december 2014",,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2014-09-30,2013-10-01,2014-12-18,HÃ¸rsholm,,Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:21116698,indberetninger-20180424,2.5124211,28281439.0,,2018-04-01T06:40:03.104Z,2014-12-19T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-361.892,2014-12-19T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28281439,2013-10-01,2014-09-30,ID_12,http://regnskaber.virk.dk/93418282/Y3ZyLmRrOi8vcGRmcy8yODI4MTQzOTtBL1MzMzkxODI7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/93418282/Y3ZyLmRrOi8veGJybHMvWC1ENTk5QzlFOC0yMDE0MTIxOV8xNzAyNDRfNzAw.xml,"HÃ¸rsholm, 2970",UsserÃ¸d Kongevej 157,Til kapitalejerne i Holse & Wibroe A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014.",2004-11-24,2014-12-18,,,28281439.0,39463113.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014 for Holse & Wibroe A/S.,"Vi har revideret Ã¥rsregnskabet for Holse & Wibroe A/S for regnskabsÃ¥ret 1. oktober 2013 - 30. september 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Martin Lavesen,Holse & Wibroe A/S,"KRESTON HÃ¸rsholm, Chr. Mortensen â¢ Revisionsfirma Statsautoriseret Revisionsinteressentskab",,,"Greve, den 18. december 2014",,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2014-09-30,2013-10-01,2014-12-18,HÃ¸rsholm,,Bestyrelsesmedlem,RevisionspÃ¥tegning,urn:ofk:oid:21116698,indberetninger-20180424,2.5124211,28281439.0,,2018-04-01T06:40:03.104Z,2014-12-19T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-361.892,2014-12-19T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
