entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,EmployeeBenefitsExpense,GrossResult,IncomeFromInvestmentsInGroupEnterprises,OtherOperatingExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToOtherCreditInstitutions,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
34473463,2017-01-01,2017-12-31,c10,http://regnskaber.virk.dk/36437443/ZG9rdW1lbnRsYWdlcjovLzAzLzJjL2I3LzI4L2M4LzA4MTktNDUyZS1hNzg3LWMyODJjOGJmMzVmYw.xhtml,http://regnskaber.virk.dk/36437443/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzdhL2FlLzUxLzJkZGMtNGYzZS1iYmY4LTNkYjQyYjdmYzlmZA.pdf,http://regnskaber.virk.dk/36437443/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2RmLzVhL2E2LzFmNDctNDI3Ni05MTI0LTUzYjU2OTA5MzgwMA.xml,true,Danmark,DK,Viby SjÃ¦lland,4130.0,14.0,Birkevadsvej,KÃ¸benhavn Ã,2100.0,67.0,Ãster Farimagsgade,4130 Viby SjÃ¦lland,"Birkevadsvej 14, AssendlÃ¸se",Til indehaveren af KETS Holding 2012 ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-17,2019-05-10,"Registreret revisor, medlem af FSR og FDR",34473463.0,mne3997,1020064591.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Preben Gjelstrup,Louise Traberg Smidt,KÃ¥re Traberg Smidt,KETS HOLDING 2012 ApS,"PDG-revision, Registreret Revisionsanpartsselskab",KÃ¸benhavn,2017-01-01,2017-12-31,258671.0,2018-12-31,2018-01-01,true,2019-04-17,AssendlÃ¸se,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27127733,indberetninger-20180424,2.5949402000000004,34473463.0,AWqw4SUwRYGX6_YTHois,2019-05-13T11:09:26.702Z,2019-05-13T11:08:25.755Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-16-SE,2019-05-13T11:08:26.036Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34473463,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/36437443/ZG9rdW1lbnRsYWdlcjovLzAzLzJjL2I3LzI4L2M4LzA4MTktNDUyZS1hNzg3LWMyODJjOGJmMzVmYw.xhtml,http://regnskaber.virk.dk/36437443/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzdhL2FlLzUxLzJkZGMtNGYzZS1iYmY4LTNkYjQyYjdmYzlmZA.pdf,http://regnskaber.virk.dk/36437443/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2RmLzVhL2E2LzFmNDctNDI3Ni05MTI0LTUzYjU2OTA5MzgwMA.xml,true,Danmark,DK,Viby SjÃ¦lland,4130.0,14.0,Birkevadsvej,KÃ¸benhavn Ã,2100.0,67.0,Ãster Farimagsgade,4130 Viby SjÃ¦lland,"Birkevadsvej 14, AssendlÃ¸se",Til indehaveren af KETS Holding 2012 ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-17,2019-05-10,"Registreret revisor, medlem af FSR og FDR",34473463.0,mne3997,1020064591.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Preben Gjelstrup,Louise Traberg Smidt,KÃ¥re Traberg Smidt,KETS HOLDING 2012 ApS,"PDG-revision, Registreret Revisionsanpartsselskab",KÃ¸benhavn,2017-01-01,2017-12-31,258671.0,2018-12-31,2018-01-01,true,2019-04-17,AssendlÃ¸se,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27127733,indberetninger-20180424,2.5949402000000004,34473463.0,AWqw4SUwRYGX6_YTHois,2019-05-13T11:09:26.702Z,2019-05-13T11:08:25.755Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-16-SE,2019-05-13T11:08:26.036Z,0.0,261498.0,261498.0,3625.0,257873.0,257873.0,-798.0,,,,,,,,,,,,,,,,,,,,,,,,
34473463,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/36437443/ZG9rdW1lbnRsYWdlcjovLzAzLzJjL2I3LzI4L2M4LzA4MTktNDUyZS1hNzg3LWMyODJjOGJmMzVmYw.xhtml,http://regnskaber.virk.dk/36437443/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzdhL2FlLzUxLzJkZGMtNGYzZS1iYmY4LTNkYjQyYjdmYzlmZA.pdf,http://regnskaber.virk.dk/36437443/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2RmLzVhL2E2LzFmNDctNDI3Ni05MTI0LTUzYjU2OTA5MzgwMA.xml,true,Danmark,DK,Viby SjÃ¦lland,4130.0,14.0,Birkevadsvej,KÃ¸benhavn Ã,2100.0,67.0,Ãster Farimagsgade,4130 Viby SjÃ¦lland,"Birkevadsvej 14, AssendlÃ¸se",Til indehaveren af KETS Holding 2012 ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-17,2019-05-10,"Registreret revisor, medlem af FSR og FDR",34473463.0,mne3997,1020064591.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Preben Gjelstrup,Louise Traberg Smidt,KÃ¥re Traberg Smidt,KETS HOLDING 2012 ApS,"PDG-revision, Registreret Revisionsanpartsselskab",KÃ¸benhavn,2017-01-01,2017-12-31,0.0,2018-12-31,2018-01-01,true,2019-04-17,AssendlÃ¸se,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27127733,indberetninger-20180424,2.5949402000000004,34473463.0,AWqw4SUwRYGX6_YTHois,2019-05-13T11:09:26.702Z,2019-05-13T11:08:25.755Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-16-SE,2019-05-13T11:08:26.036Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34473463,2017-01-01,2017-12-31,c8,http://regnskaber.virk.dk/36437443/ZG9rdW1lbnRsYWdlcjovLzAzLzJjL2I3LzI4L2M4LzA4MTktNDUyZS1hNzg3LWMyODJjOGJmMzVmYw.xhtml,http://regnskaber.virk.dk/36437443/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzdhL2FlLzUxLzJkZGMtNGYzZS1iYmY4LTNkYjQyYjdmYzlmZA.pdf,http://regnskaber.virk.dk/36437443/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2RmLzVhL2E2LzFmNDctNDI3Ni05MTI0LTUzYjU2OTA5MzgwMA.xml,true,Danmark,DK,Viby SjÃ¦lland,4130.0,14.0,Birkevadsvej,KÃ¸benhavn Ã,2100.0,67.0,Ãster Farimagsgade,4130 Viby SjÃ¦lland,"Birkevadsvej 14, AssendlÃ¸se",Til indehaveren af KETS Holding 2012 ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-17,2019-05-10,"Registreret revisor, medlem af FSR og FDR",34473463.0,mne3997,1020064591.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Preben Gjelstrup,Louise Traberg Smidt,KÃ¥re Traberg Smidt,KETS HOLDING 2012 ApS,"PDG-revision, Registreret Revisionsanpartsselskab",KÃ¸benhavn,2017-01-01,2017-12-31,0.0,2018-12-31,2018-01-01,true,2019-04-17,AssendlÃ¸se,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27127733,indberetninger-20180424,2.5949402000000004,34473463.0,AWqw4SUwRYGX6_YTHois,2019-05-13T11:09:26.702Z,2019-05-13T11:08:25.755Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-16-SE,2019-05-13T11:08:26.036Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34473463,2017-12-31,2017-12-31,c12,http://regnskaber.virk.dk/36437443/ZG9rdW1lbnRsYWdlcjovLzAzLzJjL2I3LzI4L2M4LzA4MTktNDUyZS1hNzg3LWMyODJjOGJmMzVmYw.xhtml,http://regnskaber.virk.dk/36437443/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzdhL2FlLzUxLzJkZGMtNGYzZS1iYmY4LTNkYjQyYjdmYzlmZA.pdf,http://regnskaber.virk.dk/36437443/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2RmLzVhL2E2LzFmNDctNDI3Ni05MTI0LTUzYjU2OTA5MzgwMA.xml,true,Danmark,DK,Viby SjÃ¦lland,4130.0,14.0,Birkevadsvej,KÃ¸benhavn Ã,2100.0,67.0,Ãster Farimagsgade,4130 Viby SjÃ¦lland,"Birkevadsvej 14, AssendlÃ¸se",Til indehaveren af KETS Holding 2012 ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-17,2019-05-10,"Registreret revisor, medlem af FSR og FDR",34473463.0,mne3997,1020064591.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Preben Gjelstrup,Louise Traberg Smidt,KÃ¥re Traberg Smidt,KETS HOLDING 2012 ApS,"PDG-revision, Registreret Revisionsanpartsselskab",KÃ¸benhavn,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,true,2019-04-17,AssendlÃ¸se,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27127733,indberetninger-20180424,2.5949402000000004,34473463.0,AWqw4SUwRYGX6_YTHois,2019-05-13T11:09:26.702Z,2019-05-13T11:08:25.755Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-16-SE,2019-05-13T11:08:26.036Z,,,,,,,,273090.0,8337.0,80000.0,248259.0,8880.0,-104051.0,273090.0,377141.0,24831.0,24831.0,24831.0,6000.0,0.0,0.0,-184051.0,290000.0,377141.0,81141.0,239922.0,231042.0,0.0,0.0,,
34473463,2018-01-01,2018-01-01,c13,http://regnskaber.virk.dk/36437443/ZG9rdW1lbnRsYWdlcjovLzAzLzJjL2I3LzI4L2M4LzA4MTktNDUyZS1hNzg3LWMyODJjOGJmMzVmYw.xhtml,http://regnskaber.virk.dk/36437443/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzdhL2FlLzUxLzJkZGMtNGYzZS1iYmY4LTNkYjQyYjdmYzlmZA.pdf,http://regnskaber.virk.dk/36437443/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2RmLzVhL2E2LzFmNDctNDI3Ni05MTI0LTUzYjU2OTA5MzgwMA.xml,true,Danmark,DK,Viby SjÃ¦lland,4130.0,14.0,Birkevadsvej,KÃ¸benhavn Ã,2100.0,67.0,Ãster Farimagsgade,4130 Viby SjÃ¦lland,"Birkevadsvej 14, AssendlÃ¸se",Til indehaveren af KETS Holding 2012 ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-17,2019-05-10,"Registreret revisor, medlem af FSR og FDR",34473463.0,mne3997,1020064591.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Preben Gjelstrup,Louise Traberg Smidt,KÃ¥re Traberg Smidt,KETS HOLDING 2012 ApS,"PDG-revision, Registreret Revisionsanpartsselskab",KÃ¸benhavn,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,true,2019-04-17,AssendlÃ¸se,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27127733,indberetninger-20180424,2.5949402000000004,34473463.0,AWqw4SUwRYGX6_YTHois,2019-05-13T11:09:26.702Z,2019-05-13T11:08:25.755Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-16-SE,2019-05-13T11:08:26.036Z,,,,,,,,,,,,,80000.0,,,,,,,,,,,,,,,,,,
34473463,2018-01-01,2018-01-01,c14,http://regnskaber.virk.dk/36437443/ZG9rdW1lbnRsYWdlcjovLzAzLzJjL2I3LzI4L2M4LzA4MTktNDUyZS1hNzg3LWMyODJjOGJmMzVmYw.xhtml,http://regnskaber.virk.dk/36437443/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzdhL2FlLzUxLzJkZGMtNGYzZS1iYmY4LTNkYjQyYjdmYzlmZA.pdf,http://regnskaber.virk.dk/36437443/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2RmLzVhL2E2LzFmNDctNDI3Ni05MTI0LTUzYjU2OTA5MzgwMA.xml,true,Danmark,DK,Viby SjÃ¦lland,4130.0,14.0,Birkevadsvej,KÃ¸benhavn Ã,2100.0,67.0,Ãster Farimagsgade,4130 Viby SjÃ¦lland,"Birkevadsvej 14, AssendlÃ¸se",Til indehaveren af KETS Holding 2012 ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-17,2019-05-10,"Registreret revisor, medlem af FSR og FDR",34473463.0,mne3997,1020064591.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Preben Gjelstrup,Louise Traberg Smidt,KÃ¥re Traberg Smidt,KETS HOLDING 2012 ApS,"PDG-revision, Registreret Revisionsanpartsselskab",KÃ¸benhavn,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,true,2019-04-17,AssendlÃ¸se,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27127733,indberetninger-20180424,2.5949402000000004,34473463.0,AWqw4SUwRYGX6_YTHois,2019-05-13T11:09:26.702Z,2019-05-13T11:08:25.755Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-16-SE,2019-05-13T11:08:26.036Z,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
34473463,2018-01-01,2018-01-01,c15,http://regnskaber.virk.dk/36437443/ZG9rdW1lbnRsYWdlcjovLzAzLzJjL2I3LzI4L2M4LzA4MTktNDUyZS1hNzg3LWMyODJjOGJmMzVmYw.xhtml,http://regnskaber.virk.dk/36437443/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzdhL2FlLzUxLzJkZGMtNGYzZS1iYmY4LTNkYjQyYjdmYzlmZA.pdf,http://regnskaber.virk.dk/36437443/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2RmLzVhL2E2LzFmNDctNDI3Ni05MTI0LTUzYjU2OTA5MzgwMA.xml,true,Danmark,DK,Viby SjÃ¦lland,4130.0,14.0,Birkevadsvej,KÃ¸benhavn Ã,2100.0,67.0,Ãster Farimagsgade,4130 Viby SjÃ¦lland,"Birkevadsvej 14, AssendlÃ¸se",Til indehaveren af KETS Holding 2012 ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-17,2019-05-10,"Registreret revisor, medlem af FSR og FDR",34473463.0,mne3997,1020064591.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Preben Gjelstrup,Louise Traberg Smidt,KÃ¥re Traberg Smidt,KETS HOLDING 2012 ApS,"PDG-revision, Registreret Revisionsanpartsselskab",KÃ¸benhavn,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,true,2019-04-17,AssendlÃ¸se,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27127733,indberetninger-20180424,2.5949402000000004,34473463.0,AWqw4SUwRYGX6_YTHois,2019-05-13T11:09:26.702Z,2019-05-13T11:08:25.755Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-16-SE,2019-05-13T11:08:26.036Z,,,,,,,,,,,,,-184051.0,,,,,,,,,,,,,,,,,,
34473463,2018-01-01,2018-01-01,c16,http://regnskaber.virk.dk/36437443/ZG9rdW1lbnRsYWdlcjovLzAzLzJjL2I3LzI4L2M4LzA4MTktNDUyZS1hNzg3LWMyODJjOGJmMzVmYw.xhtml,http://regnskaber.virk.dk/36437443/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzdhL2FlLzUxLzJkZGMtNGYzZS1iYmY4LTNkYjQyYjdmYzlmZA.pdf,http://regnskaber.virk.dk/36437443/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2RmLzVhL2E2LzFmNDctNDI3Ni05MTI0LTUzYjU2OTA5MzgwMA.xml,true,Danmark,DK,Viby SjÃ¦lland,4130.0,14.0,Birkevadsvej,KÃ¸benhavn Ã,2100.0,67.0,Ãster Farimagsgade,4130 Viby SjÃ¦lland,"Birkevadsvej 14, AssendlÃ¸se",Til indehaveren af KETS Holding 2012 ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-17,2019-05-10,"Registreret revisor, medlem af FSR og FDR",34473463.0,mne3997,1020064591.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Preben Gjelstrup,Louise Traberg Smidt,KÃ¥re Traberg Smidt,KETS HOLDING 2012 ApS,"PDG-revision, Registreret Revisionsanpartsselskab",KÃ¸benhavn,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,true,2019-04-17,AssendlÃ¸se,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27127733,indberetninger-20180424,2.5949402000000004,34473463.0,AWqw4SUwRYGX6_YTHois,2019-05-13T11:09:26.702Z,2019-05-13T11:08:25.755Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-16-SE,2019-05-13T11:08:26.036Z,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
34473463,2018-01-01,2018-01-01,c17,http://regnskaber.virk.dk/36437443/ZG9rdW1lbnRsYWdlcjovLzAzLzJjL2I3LzI4L2M4LzA4MTktNDUyZS1hNzg3LWMyODJjOGJmMzVmYw.xhtml,http://regnskaber.virk.dk/36437443/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzdhL2FlLzUxLzJkZGMtNGYzZS1iYmY4LTNkYjQyYjdmYzlmZA.pdf,http://regnskaber.virk.dk/36437443/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2RmLzVhL2E2LzFmNDctNDI3Ni05MTI0LTUzYjU2OTA5MzgwMA.xml,true,Danmark,DK,Viby SjÃ¦lland,4130.0,14.0,Birkevadsvej,KÃ¸benhavn Ã,2100.0,67.0,Ãster Farimagsgade,4130 Viby SjÃ¦lland,"Birkevadsvej 14, AssendlÃ¸se",Til indehaveren af KETS Holding 2012 ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-04-17,2019-05-10,"Registreret revisor, medlem af FSR og FDR",34473463.0,mne3997,1020064591.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Preben Gjelstrup,Louise Traberg Smidt,KÃ¥re Traberg Smidt,KETS HOLDING 2012 ApS,"PDG-revision, Registreret Revisionsanpartsselskab",KÃ¸benhavn,2017-01-01,2017-12-31,,2018-12-31,2018-01-01,true,2019-04-17,AssendlÃ¸se,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27127733,indberetninger-20180424,2.5949402000000004,34473463.0,AWqw4SUwRYGX6_YTHois,2019-05-13T11:09:26.702Z,2019-05-13T11:08:25.755Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-16-SE,2019-05-13T11:08:26.036Z,,,,,,,,,,,,,-104051.0,,,,,,,,,,,,,,,,,,
