entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorPostcodeAndTown,AddressOfAuditorStreetAndNumber,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,InvestmentsGross,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,StatementOfExecutiveAndSupervisoryBoardsResponsibilityForFinancialStatements,SupplementaryInformationOnOtherMatters,TelephoneNumberOfAuditor,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,DividendIncomeRelatedToInvestments,ProfitLossRelatedToInvestments,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Dividend,DividendPaid,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermReceivablesFromAssociates,LongtermReceivablesFromGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity
25643380,2011-01-01,2011-01-01,c176,http://regnskaber.virk.dk/08334652/Y3ZyLmRrOi8vcGRmcy8yNTY0MzM4MDtBcFMyNzY3MzE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/08334652/Y3ZyLmRrOi8veGJybHMvWC1FMjkyNUJDQS0yMDEzMDcyNV8xMDQ0MDVfMDI3.xml,2223230.0,Danmark,8200 Aarhus N,"Olof Palmes AllÃ© 25A, 1.",2730  Herlev,Stadagervej 42,8200 Aarhus N,"Olof Palmes AllÃ© 25A, 1.",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-07-25,Andre eksterne omkostninger omfatter omkostninger til administration mv.,info@ap.dk,34884935.0,25643380.0,34884935.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for Pragmatic Holding ApS.,"Vi har revideret Ã¥rsregnskabet for Pragmatic Holding ApS for regnskabsÃ¥ret 1. januar - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,979300.0,Peter Vinstrup Henriksen,SÃ¸ren Beyer Nielsen,SÃ¸ren Beyer Nielsen,"AP | Statsautoriserede Revisorer P/S,",Sydbank,Pragmatic Holding ApS,"AP | Statsautoriserede Revisorer P/S,",Herlev,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herlev,2012-12-31,2012-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.","Selskabet har i strid med Ã¥rsregnskabsloven ikke udarbejdet Ã¥rsrapporten rettidigt, hvorved ledelsen kan ifalde ansvar.",72 41 08 00,urn:ofk:oid:15928551,indberetninger-20180424,2.509512,25643380.0,,2018-04-01T15:26:22.072Z,2013-07-25T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-45.497,2013-07-25T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25643380,2011-01-01,2011-01-01,c251,http://regnskaber.virk.dk/08334652/Y3ZyLmRrOi8vcGRmcy8yNTY0MzM4MDtBcFMyNzY3MzE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/08334652/Y3ZyLmRrOi8veGJybHMvWC1FMjkyNUJDQS0yMDEzMDcyNV8xMDQ0MDVfMDI3.xml,-470727.0,Danmark,8200 Aarhus N,"Olof Palmes AllÃ© 25A, 1.",2730  Herlev,Stadagervej 42,8200 Aarhus N,"Olof Palmes AllÃ© 25A, 1.",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-07-25,Andre eksterne omkostninger omfatter omkostninger til administration mv.,info@ap.dk,34884935.0,25643380.0,34884935.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for Pragmatic Holding ApS.,"Vi har revideret Ã¥rsregnskabet for Pragmatic Holding ApS for regnskabsÃ¥ret 1. januar - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,470728.0,Peter Vinstrup Henriksen,SÃ¸ren Beyer Nielsen,SÃ¸ren Beyer Nielsen,"AP | Statsautoriserede Revisorer P/S,",Sydbank,Pragmatic Holding ApS,"AP | Statsautoriserede Revisorer P/S,",Herlev,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herlev,2012-12-31,2012-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.","Selskabet har i strid med Ã¥rsregnskabsloven ikke udarbejdet Ã¥rsrapporten rettidigt, hvorved ledelsen kan ifalde ansvar.",72 41 08 00,urn:ofk:oid:15928551,indberetninger-20180424,2.509512,25643380.0,,2018-04-01T15:26:22.072Z,2013-07-25T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-45.497,2013-07-25T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25643380,2011-01-01,2011-01-01,c470,http://regnskaber.virk.dk/08334652/Y3ZyLmRrOi8vcGRmcy8yNTY0MzM4MDtBcFMyNzY3MzE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/08334652/Y3ZyLmRrOi8veGJybHMvWC1FMjkyNUJDQS0yMDEzMDcyNV8xMDQ0MDVfMDI3.xml,,Danmark,8200 Aarhus N,"Olof Palmes AllÃ© 25A, 1.",2730  Herlev,Stadagervej 42,8200 Aarhus N,"Olof Palmes AllÃ© 25A, 1.",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-07-25,Andre eksterne omkostninger omfatter omkostninger til administration mv.,info@ap.dk,34884935.0,25643380.0,34884935.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for Pragmatic Holding ApS.,"Vi har revideret Ã¥rsregnskabet for Pragmatic Holding ApS for regnskabsÃ¥ret 1. januar - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,Peter Vinstrup Henriksen,SÃ¸ren Beyer Nielsen,SÃ¸ren Beyer Nielsen,"AP | Statsautoriserede Revisorer P/S,",Sydbank,Pragmatic Holding ApS,"AP | Statsautoriserede Revisorer P/S,",Herlev,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herlev,2012-12-31,2012-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.","Selskabet har i strid med Ã¥rsregnskabsloven ikke udarbejdet Ã¥rsrapporten rettidigt, hvorved ledelsen kan ifalde ansvar.",72 41 08 00,urn:ofk:oid:15928551,indberetninger-20180424,2.509512,25643380.0,,2018-04-01T15:26:22.072Z,2013-07-25T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-45.497,2013-07-25T22:00:00.000Z,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25643380,2011-01-01,2011-01-01,c488,http://regnskaber.virk.dk/08334652/Y3ZyLmRrOi8vcGRmcy8yNTY0MzM4MDtBcFMyNzY3MzE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/08334652/Y3ZyLmRrOi8veGJybHMvWC1FMjkyNUJDQS0yMDEzMDcyNV8xMDQ0MDVfMDI3.xml,,Danmark,8200 Aarhus N,"Olof Palmes AllÃ© 25A, 1.",2730  Herlev,Stadagervej 42,8200 Aarhus N,"Olof Palmes AllÃ© 25A, 1.",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-07-25,Andre eksterne omkostninger omfatter omkostninger til administration mv.,info@ap.dk,34884935.0,25643380.0,34884935.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for Pragmatic Holding ApS.,"Vi har revideret Ã¥rsregnskabet for Pragmatic Holding ApS for regnskabsÃ¥ret 1. januar - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,Peter Vinstrup Henriksen,SÃ¸ren Beyer Nielsen,SÃ¸ren Beyer Nielsen,"AP | Statsautoriserede Revisorer P/S,",Sydbank,Pragmatic Holding ApS,"AP | Statsautoriserede Revisorer P/S,",Herlev,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herlev,2012-12-31,2012-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.","Selskabet har i strid med Ã¥rsregnskabsloven ikke udarbejdet Ã¥rsrapporten rettidigt, hvorved ledelsen kan ifalde ansvar.",72 41 08 00,urn:ofk:oid:15928551,indberetninger-20180424,2.509512,25643380.0,,2018-04-01T15:26:22.072Z,2013-07-25T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-45.497,2013-07-25T22:00:00.000Z,3176247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25643380,2011-01-01,2011-01-01,c494,http://regnskaber.virk.dk/08334652/Y3ZyLmRrOi8vcGRmcy8yNTY0MzM4MDtBcFMyNzY3MzE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/08334652/Y3ZyLmRrOi8veGJybHMvWC1FMjkyNUJDQS0yMDEzMDcyNV8xMDQ0MDVfMDI3.xml,,Danmark,8200 Aarhus N,"Olof Palmes AllÃ© 25A, 1.",2730  Herlev,Stadagervej 42,8200 Aarhus N,"Olof Palmes AllÃ© 25A, 1.",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-07-25,Andre eksterne omkostninger omfatter omkostninger til administration mv.,info@ap.dk,34884935.0,25643380.0,34884935.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for Pragmatic Holding ApS.,"Vi har revideret Ã¥rsregnskabet for Pragmatic Holding ApS for regnskabsÃ¥ret 1. januar - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,Peter Vinstrup Henriksen,SÃ¸ren Beyer Nielsen,SÃ¸ren Beyer Nielsen,"AP | Statsautoriserede Revisorer P/S,",Sydbank,Pragmatic Holding ApS,"AP | Statsautoriserede Revisorer P/S,",Herlev,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herlev,2012-12-31,2012-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.","Selskabet har i strid med Ã¥rsregnskabsloven ikke udarbejdet Ã¥rsrapporten rettidigt, hvorved ledelsen kan ifalde ansvar.",72 41 08 00,urn:ofk:oid:15928551,indberetninger-20180424,2.509512,25643380.0,,2018-04-01T15:26:22.072Z,2013-07-25T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-45.497,2013-07-25T22:00:00.000Z,1012307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25643380,2011-01-01,2011-01-01,c497,http://regnskaber.virk.dk/08334652/Y3ZyLmRrOi8vcGRmcy8yNTY0MzM4MDtBcFMyNzY3MzE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/08334652/Y3ZyLmRrOi8veGJybHMvWC1FMjkyNUJDQS0yMDEzMDcyNV8xMDQ0MDVfMDI3.xml,,Danmark,8200 Aarhus N,"Olof Palmes AllÃ© 25A, 1.",2730  Herlev,Stadagervej 42,8200 Aarhus N,"Olof Palmes AllÃ© 25A, 1.",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-07-25,Andre eksterne omkostninger omfatter omkostninger til administration mv.,info@ap.dk,34884935.0,25643380.0,34884935.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for Pragmatic Holding ApS.,"Vi har revideret Ã¥rsregnskabet for Pragmatic Holding ApS for regnskabsÃ¥ret 1. januar - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,Peter Vinstrup Henriksen,SÃ¸ren Beyer Nielsen,SÃ¸ren Beyer Nielsen,"AP | Statsautoriserede Revisorer P/S,",Sydbank,Pragmatic Holding ApS,"AP | Statsautoriserede Revisorer P/S,",Herlev,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herlev,2012-12-31,2012-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.","Selskabet har i strid med Ã¥rsregnskabsloven ikke udarbejdet Ã¥rsrapporten rettidigt, hvorved ledelsen kan ifalde ansvar.",72 41 08 00,urn:ofk:oid:15928551,indberetninger-20180424,2.509512,25643380.0,,2018-04-01T15:26:22.072Z,2013-07-25T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-45.497,2013-07-25T22:00:00.000Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25643380,2011-01-01,2011-12-31,c109,http://regnskaber.virk.dk/08334652/Y3ZyLmRrOi8vcGRmcy8yNTY0MzM4MDtBcFMyNzY3MzE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/08334652/Y3ZyLmRrOi8veGJybHMvWC1FMjkyNUJDQS0yMDEzMDcyNV8xMDQ0MDVfMDI3.xml,,Danmark,8200 Aarhus N,"Olof Palmes AllÃ© 25A, 1.",2730  Herlev,Stadagervej 42,8200 Aarhus N,"Olof Palmes AllÃ© 25A, 1.",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-07-25,Andre eksterne omkostninger omfatter omkostninger til administration mv.,info@ap.dk,34884935.0,25643380.0,34884935.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for Pragmatic Holding ApS.,"Vi har revideret Ã¥rsregnskabet for Pragmatic Holding ApS for regnskabsÃ¥ret 1. januar - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,Peter Vinstrup Henriksen,SÃ¸ren Beyer Nielsen,SÃ¸ren Beyer Nielsen,"AP | Statsautoriserede Revisorer P/S,",Sydbank,Pragmatic Holding ApS,"AP | Statsautoriserede Revisorer P/S,",Herlev,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herlev,2012-12-31,2012-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.","Selskabet har i strid med Ã¥rsregnskabsloven ikke udarbejdet Ã¥rsrapporten rettidigt, hvorved ledelsen kan ifalde ansvar.",72 41 08 00,urn:ofk:oid:15928551,indberetninger-20180424,2.509512,25643380.0,,2018-04-01T15:26:22.072Z,2013-07-25T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-45.497,2013-07-25T22:00:00.000Z,,45000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25643380,2011-01-01,2011-12-31,c123,http://regnskaber.virk.dk/08334652/Y3ZyLmRrOi8vcGRmcy8yNTY0MzM4MDtBcFMyNzY3MzE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/08334652/Y3ZyLmRrOi8veGJybHMvWC1FMjkyNUJDQS0yMDEzMDcyNV8xMDQ0MDVfMDI3.xml,,Danmark,8200 Aarhus N,"Olof Palmes AllÃ© 25A, 1.",2730  Herlev,Stadagervej 42,8200 Aarhus N,"Olof Palmes AllÃ© 25A, 1.",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-07-25,Andre eksterne omkostninger omfatter omkostninger til administration mv.,info@ap.dk,34884935.0,25643380.0,34884935.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for Pragmatic Holding ApS.,"Vi har revideret Ã¥rsregnskabet for Pragmatic Holding ApS for regnskabsÃ¥ret 1. januar - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,Peter Vinstrup Henriksen,SÃ¸ren Beyer Nielsen,SÃ¸ren Beyer Nielsen,"AP | Statsautoriserede Revisorer P/S,",Sydbank,Pragmatic Holding ApS,"AP | Statsautoriserede Revisorer P/S,",Herlev,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herlev,2012-12-31,2012-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.","Selskabet har i strid med Ã¥rsregnskabsloven ikke udarbejdet Ã¥rsrapporten rettidigt, hvorved ledelsen kan ifalde ansvar.",72 41 08 00,urn:ofk:oid:15928551,indberetninger-20180424,2.509512,25643380.0,,2018-04-01T15:26:22.072Z,2013-07-25T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-45.497,2013-07-25T22:00:00.000Z,,356006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25643380,2011-01-01,2011-12-31,c178,http://regnskaber.virk.dk/08334652/Y3ZyLmRrOi8vcGRmcy8yNTY0MzM4MDtBcFMyNzY3MzE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/08334652/Y3ZyLmRrOi8veGJybHMvWC1FMjkyNUJDQS0yMDEzMDcyNV8xMDQ0MDVfMDI3.xml,,Danmark,8200 Aarhus N,"Olof Palmes AllÃ© 25A, 1.",2730  Herlev,Stadagervej 42,8200 Aarhus N,"Olof Palmes AllÃ© 25A, 1.",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-07-25,Andre eksterne omkostninger omfatter omkostninger til administration mv.,info@ap.dk,34884935.0,25643380.0,34884935.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for Pragmatic Holding ApS.,"Vi har revideret Ã¥rsregnskabet for Pragmatic Holding ApS for regnskabsÃ¥ret 1. januar - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,Peter Vinstrup Henriksen,SÃ¸ren Beyer Nielsen,SÃ¸ren Beyer Nielsen,"AP | Statsautoriserede Revisorer P/S,",Sydbank,Pragmatic Holding ApS,"AP | Statsautoriserede Revisorer P/S,",Herlev,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herlev,2012-12-31,2012-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.","Selskabet har i strid med Ã¥rsregnskabsloven ikke udarbejdet Ã¥rsrapporten rettidigt, hvorved ledelsen kan ifalde ansvar.",72 41 08 00,urn:ofk:oid:15928551,indberetninger-20180424,2.509512,25643380.0,,2018-04-01T15:26:22.072Z,2013-07-25T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-45.497,2013-07-25T22:00:00.000Z,,,0.0,748144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25643380,2011-01-01,2011-12-31,c3,http://regnskaber.virk.dk/08334652/Y3ZyLmRrOi8vcGRmcy8yNTY0MzM4MDtBcFMyNzY3MzE7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/08334652/Y3ZyLmRrOi8veGJybHMvWC1FMjkyNUJDQS0yMDEzMDcyNV8xMDQ0MDVfMDI3.xml,,Danmark,8200 Aarhus N,"Olof Palmes AllÃ© 25A, 1.",2730  Herlev,Stadagervej 42,8200 Aarhus N,"Olof Palmes AllÃ© 25A, 1.",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,2013-07-25,Andre eksterne omkostninger omfatter omkostninger til administration mv.,info@ap.dk,34884935.0,25643380.0,34884935.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2012 for Pragmatic Holding ApS.,"Vi har revideret Ã¥rsregnskabet for Pragmatic Holding ApS for regnskabsÃ¥ret 1. januar - 31. december 2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,Peter Vinstrup Henriksen,SÃ¸ren Beyer Nielsen,SÃ¸ren Beyer Nielsen,"AP | Statsautoriserede Revisorer P/S,",Sydbank,Pragmatic Holding ApS,"AP | Statsautoriserede Revisorer P/S,",Herlev,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herlev,2012-12-31,2012-01-01,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.","Selskabet har i strid med Ã¥rsregnskabsloven ikke udarbejdet Ã¥rsrapporten rettidigt, hvorved ledelsen kan ifalde ansvar.",72 41 08 00,urn:ofk:oid:15928551,indberetninger-20180424,2.509512,25643380.0,,2018-04-01T15:26:22.072Z,2013-07-25T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-45.497,2013-07-25T22:00:00.000Z,,657809.0,,,-9887.0,748144.0,87574.0,0.0,650683.0,-9887.0,-7126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
