entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorDistrictName,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdvanceInvoicingContractWorkInProgress,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,GainsLossesFromCurrentValueAdjustmentsOfDebtLiabilitiesConcerningInvestmentProperty,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IncreaseDecreaseOfAccumulatedFairValueAdjustmentsThroughChangesInAccountingPolicies,IncreaseDecreaseOfImpairmentLossesAndAmortisationOfPropertyPlantAndEquipmentThroughNetExchangeDifferences,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,ReversalsOfFairValueAdjustementsOfPropertyPlantAndEquipment,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfSupervisoryBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContractWorkInProgressGross,ContributedCapital,CurrentAssets,Equity,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueBetweenOneAndFiveYears,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradeReceivables,AccumulatedFairValueAdjustmentsOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddressOfReportingEntityStreetName,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm,TypeOfAuditorAssistance,NameAndSurnameOfMemberOfSupervisoryBoard,FairValueAdjustementsOfPropertyPlantAndEquipment
28283393,2015-01-01,2015-12-31,c1,,http://regnskaber.virk.dk/39338282/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2Q4LzczLzBkL2U0NDItNDY0MS1iZTBlLWM0OTZhZTI3MmNiMA.pdf,http://regnskaber.virk.dk/39338282/ZG9rdW1lbnRsYWdlcjovLzAzLzk1L2MzLzgyL2Y0LzJlYWMtNDM3Ny1iM2NiLTAxYTlkOGE2NTIyNg.xml,0900 KÃ¸benhavn C,Weidekampsgade 6,1550 KÃ¸benhavn V,9000 Aalborg,Vesterbro 18,0.0,Regnskabsklasse B,2017-03-17,2017-03-17,Statsautoriseret revisor,-7403142.0,-7344462.0,3739947.0,28283393.0,20438401.0,0.0,0.0,Ãrsrapport,3708.0,Thomas Hermann,Birgitte Aaslyng,"K/S Imatra, Finland",Kristensen Properties A/S,-932874.0,8973.0,-932874.0,5265.0,KÃ¸benhavn,2015-01-01,2015-12-31,-4528416.0,-3604515.0,KÃ¸benhavn,2016-12-31,2016-01-01,0.0,2017-03-17,KÃ¸benhavn,Formand,urn:ofk:oid:23938336,indberetninger-20180424,2.5124266,28283393.0,,2018-03-28T07:38:18.812Z,2017-05-24T12:44:40.334Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-01-RB,2017-05-24T12:44:40.592Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28283393,2015-01-01,2015-12-31,c30,,http://regnskaber.virk.dk/39338282/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2Q4LzczLzBkL2U0NDItNDY0MS1iZTBlLWM0OTZhZTI3MmNiMA.pdf,http://regnskaber.virk.dk/39338282/ZG9rdW1lbnRsYWdlcjovLzAzLzk1L2MzLzgyL2Y0LzJlYWMtNDM3Ny1iM2NiLTAxYTlkOGE2NTIyNg.xml,0900 KÃ¸benhavn C,Weidekampsgade 6,1550 KÃ¸benhavn V,9000 Aalborg,Vesterbro 18,,Regnskabsklasse B,2017-03-17,2017-03-17,Statsautoriseret revisor,,,,28283393.0,20438401.0,0.0,0.0,Ãrsrapport,,Thomas Hermann,Birgitte Aaslyng,"K/S Imatra, Finland",Kristensen Properties A/S,,,,,KÃ¸benhavn,2015-01-01,2015-12-31,-4528416.0,,KÃ¸benhavn,2016-12-31,2016-01-01,0.0,2017-03-17,KÃ¸benhavn,Formand,urn:ofk:oid:23938336,indberetninger-20180424,2.5124266,28283393.0,,2018-03-28T07:38:18.812Z,2017-05-24T12:44:40.334Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-01-RB,2017-05-24T12:44:40.592Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28283393,2015-12-31,2015-12-31,c4,,http://regnskaber.virk.dk/39338282/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2Q4LzczLzBkL2U0NDItNDY0MS1iZTBlLWM0OTZhZTI3MmNiMA.pdf,http://regnskaber.virk.dk/39338282/ZG9rdW1lbnRsYWdlcjovLzAzLzk1L2MzLzgyL2Y0LzJlYWMtNDM3Ny1iM2NiLTAxYTlkOGE2NTIyNg.xml,0900 KÃ¸benhavn C,Weidekampsgade 6,1550 KÃ¸benhavn V,9000 Aalborg,Vesterbro 18,,Regnskabsklasse B,2017-03-17,2017-03-17,Statsautoriseret revisor,,,,28283393.0,20438401.0,0.0,0.0,Ãrsrapport,,Thomas Hermann,Birgitte Aaslyng,"K/S Imatra, Finland",Kristensen Properties A/S,,,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,KÃ¸benhavn,2016-12-31,2016-01-01,0.0,2017-03-17,KÃ¸benhavn,Formand,urn:ofk:oid:23938336,indberetninger-20180424,2.5124266,28283393.0,,2018-03-28T07:38:18.812Z,2017-05-24T12:44:40.334Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-01-RB,2017-05-24T12:44:40.592Z,73428084.0,1246950.0,0.0,0.0,281200.0,6265584.0,41520512.0,67162500.0,73428084.0,31907572.0,0.0,0.0,28018873.0,67162500.0,1142691.0,3897648.0,67162500.0,41239312.0,2746008.0,31907572.0,28018873.0,5018634.0,1120986.0,,,,,,,,
28283393,2016-01-01,2016-01-01,c137,,http://regnskaber.virk.dk/39338282/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2Q4LzczLzBkL2U0NDItNDY0MS1iZTBlLWM0OTZhZTI3MmNiMA.pdf,http://regnskaber.virk.dk/39338282/ZG9rdW1lbnRsYWdlcjovLzAzLzk1L2MzLzgyL2Y0LzJlYWMtNDM3Ny1iM2NiLTAxYTlkOGE2NTIyNg.xml,0900 KÃ¸benhavn C,Weidekampsgade 6,1550 KÃ¸benhavn V,9000 Aalborg,Vesterbro 18,,Regnskabsklasse B,2017-03-17,2017-03-17,Statsautoriseret revisor,,,,28283393.0,20438401.0,0.0,0.0,Ãrsrapport,,Thomas Hermann,Birgitte Aaslyng,"K/S Imatra, Finland",Kristensen Properties A/S,,,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,KÃ¸benhavn,2016-12-31,2016-01-01,0.0,2017-03-17,KÃ¸benhavn,Formand,urn:ofk:oid:23938336,indberetninger-20180424,2.5124266,28283393.0,,2018-03-28T07:38:18.812Z,2017-05-24T12:44:40.334Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-01-RB,2017-05-24T12:44:40.592Z,,,,,,,281200.0,,,,,,,,,,,,,,,,,,,,,,,,
28283393,2016-01-01,2016-01-01,c158,,http://regnskaber.virk.dk/39338282/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2Q4LzczLzBkL2U0NDItNDY0MS1iZTBlLWM0OTZhZTI3MmNiMA.pdf,http://regnskaber.virk.dk/39338282/ZG9rdW1lbnRsYWdlcjovLzAzLzk1L2MzLzgyL2Y0LzJlYWMtNDM3Ny1iM2NiLTAxYTlkOGE2NTIyNg.xml,0900 KÃ¸benhavn C,Weidekampsgade 6,1550 KÃ¸benhavn V,9000 Aalborg,Vesterbro 18,,Regnskabsklasse B,2017-03-17,2017-03-17,Statsautoriseret revisor,,,,28283393.0,20438401.0,0.0,0.0,Ãrsrapport,,Thomas Hermann,Birgitte Aaslyng,"K/S Imatra, Finland",Kristensen Properties A/S,,,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,KÃ¸benhavn,2016-12-31,2016-01-01,0.0,2017-03-17,KÃ¸benhavn,Formand,urn:ofk:oid:23938336,indberetninger-20180424,2.5124266,28283393.0,,2018-03-28T07:38:18.812Z,2017-05-24T12:44:40.334Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-01-RB,2017-05-24T12:44:40.592Z,,,,,,,41239312.0,,,,,,,,,,,,,,,,,,,,,,,,
28283393,2016-01-01,2016-01-01,c76,,http://regnskaber.virk.dk/39338282/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2Q4LzczLzBkL2U0NDItNDY0MS1iZTBlLWM0OTZhZTI3MmNiMA.pdf,http://regnskaber.virk.dk/39338282/ZG9rdW1lbnRsYWdlcjovLzAzLzk1L2MzLzgyL2Y0LzJlYWMtNDM3Ny1iM2NiLTAxYTlkOGE2NTIyNg.xml,0900 KÃ¸benhavn C,Weidekampsgade 6,1550 KÃ¸benhavn V,9000 Aalborg,Vesterbro 18,,Regnskabsklasse B,2017-03-17,2017-03-17,Statsautoriseret revisor,,,,28283393.0,20438401.0,0.0,0.0,Ãrsrapport,,Thomas Hermann,Birgitte Aaslyng,"K/S Imatra, Finland",Kristensen Properties A/S,,,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,KÃ¸benhavn,2016-12-31,2016-01-01,0.0,2017-03-17,KÃ¸benhavn,Formand,urn:ofk:oid:23938336,indberetninger-20180424,2.5124266,28283393.0,,2018-03-28T07:38:18.812Z,2017-05-24T12:44:40.334Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-01-RB,2017-05-24T12:44:40.592Z,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
28283393,2016-01-01,2016-01-01,c79,,http://regnskaber.virk.dk/39338282/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2Q4LzczLzBkL2U0NDItNDY0MS1iZTBlLWM0OTZhZTI3MmNiMA.pdf,http://regnskaber.virk.dk/39338282/ZG9rdW1lbnRsYWdlcjovLzAzLzk1L2MzLzgyL2Y0LzJlYWMtNDM3Ny1iM2NiLTAxYTlkOGE2NTIyNg.xml,0900 KÃ¸benhavn C,Weidekampsgade 6,1550 KÃ¸benhavn V,9000 Aalborg,Vesterbro 18,,Regnskabsklasse B,2017-03-17,2017-03-17,Statsautoriseret revisor,,,,28283393.0,20438401.0,0.0,0.0,Ãrsrapport,,Thomas Hermann,Birgitte Aaslyng,"K/S Imatra, Finland",Kristensen Properties A/S,,,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,KÃ¸benhavn,2016-12-31,2016-01-01,0.0,2017-03-17,KÃ¸benhavn,Formand,urn:ofk:oid:23938336,indberetninger-20180424,2.5124266,28283393.0,,2018-03-28T07:38:18.812Z,2017-05-24T12:44:40.334Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-01-RB,2017-05-24T12:44:40.592Z,,,,,,,,,,,,,,,,,,,,,,,,15974548.0,51187952.0,,,,,,
28283393,2016-01-01,2016-12-31,c0,,http://regnskaber.virk.dk/39338282/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2Q4LzczLzBkL2U0NDItNDY0MS1iZTBlLWM0OTZhZTI3MmNiMA.pdf,http://regnskaber.virk.dk/39338282/ZG9rdW1lbnRsYWdlcjovLzAzLzk1L2MzLzgyL2Y0LzJlYWMtNDM3Ny1iM2NiLTAxYTlkOGE2NTIyNg.xml,0900 KÃ¸benhavn C,Weidekampsgade 6,1550 KÃ¸benhavn V,9000 Aalborg,Vesterbro 18,410000.0,Regnskabsklasse B,2017-03-17,2017-03-17,Statsautoriseret revisor,-22363352.0,-22456392.0,2254082.0,28283393.0,20438401.0,0.0,0.0,Ãrsrapport,0.0,Thomas Hermann,Birgitte Aaslyng,"K/S Imatra, Finland",Kristensen Properties A/S,-856050.0,1.0,-860367.0,1.0,KÃ¸benhavn,2015-01-01,2015-12-31,-21058359.0,-20202310.0,KÃ¸benhavn,2016-12-31,2016-01-01,0.0,2017-03-17,KÃ¸benhavn,Formand,urn:ofk:oid:23938336,indberetninger-20180424,2.5124266,28283393.0,,2018-03-28T07:38:18.812Z,2017-05-24T12:44:40.334Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-01-RB,2017-05-24T12:44:40.592Z,,,,,,,,,,,,,,,,,,,,,,,,,,"Regnbuepladsen 5, 4., 1550 KÃ¸benhavn V",33963556.0,Deloitte,RevisionspÃ¥tegning,,
28283393,2016-01-01,2016-12-31,c208,,http://regnskaber.virk.dk/39338282/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2Q4LzczLzBkL2U0NDItNDY0MS1iZTBlLWM0OTZhZTI3MmNiMA.pdf,http://regnskaber.virk.dk/39338282/ZG9rdW1lbnRsYWdlcjovLzAzLzk1L2MzLzgyL2Y0LzJlYWMtNDM3Ny1iM2NiLTAxYTlkOGE2NTIyNg.xml,0900 KÃ¸benhavn C,Weidekampsgade 6,1550 KÃ¸benhavn V,9000 Aalborg,Vesterbro 18,,Regnskabsklasse B,2017-03-17,2017-03-17,Statsautoriseret revisor,,,,28283393.0,20438401.0,0.0,0.0,Ãrsrapport,,Thomas Hermann,Birgitte Aaslyng,"K/S Imatra, Finland",Kristensen Properties A/S,,,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,KÃ¸benhavn,2016-12-31,2016-01-01,0.0,2017-03-17,KÃ¸benhavn,Formand,urn:ofk:oid:23938336,indberetninger-20180424,2.5124266,28283393.0,,2018-03-28T07:38:18.812Z,2017-05-24T12:44:40.334Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-01-RB,2017-05-24T12:44:40.592Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bo Vestergaard,
28283393,2016-01-01,2016-12-31,c209,,http://regnskaber.virk.dk/39338282/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2Q4LzczLzBkL2U0NDItNDY0MS1iZTBlLWM0OTZhZTI3MmNiMA.pdf,http://regnskaber.virk.dk/39338282/ZG9rdW1lbnRsYWdlcjovLzAzLzk1L2MzLzgyL2Y0LzJlYWMtNDM3Ny1iM2NiLTAxYTlkOGE2NTIyNg.xml,0900 KÃ¸benhavn C,Weidekampsgade 6,1550 KÃ¸benhavn V,9000 Aalborg,Vesterbro 18,,Regnskabsklasse B,2017-03-17,2017-03-17,Statsautoriseret revisor,,,,28283393.0,20438401.0,0.0,0.0,Ãrsrapport,,Thomas Hermann,Birgitte Aaslyng,"K/S Imatra, Finland",Kristensen Properties A/S,,,,,KÃ¸benhavn,2015-01-01,2015-12-31,,,KÃ¸benhavn,2016-12-31,2016-01-01,0.0,2017-03-17,KÃ¸benhavn,Formand,urn:ofk:oid:23938336,indberetninger-20180424,2.5124266,28283393.0,,2018-03-28T07:38:18.812Z,2017-05-24T12:44:40.334Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-01-RB,2017-05-24T12:44:40.592Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anders K. Nielsen,
