entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfIncomeFromOtherLongtermInvestmentsAndReceivables,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard
31626919,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzNlL2QxLzczLzU4ODQtNGQzZi04ODdjLTE2OWU2MjAxZTI3YQ.xhtml,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2ZkLzc4LzNkL2Q0YWYtNDY5Zi05NTk5LWM5NTVhZTBmOGZiYg.pdf,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzVkL2IzLzk1LzM4LzAwZGItNGQzNC04OGI2LWQ4M2E1ZmUwOTNiOA.xml,Danmark,DK,Frederiksberg,"29, st",Pile Alle,KÃ¸benhavn S,2300.0,"19, 1",Njalsgade,2000 Frederiksberg,Pile Alle 29,Til den daglige ledelse i Amillionmails ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-02-10,2016-02-17,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har indgÃ¥et huslejekontrakt, hvor den samlede forpligtelse udgÃ¸r 60 t.kr</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Posten omfatter provenue ved ophÃ¸r af datterselskabet</p>",1315686.0,1570378.0,31626919.0,1005162133.0,0.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Per Larsen,Anders Christian Rantzau Rasmussen,AMILLIONMAILS ApS,Per Larsen,4217.0,KÃ¸benhavn,2014-01-01,2014-12-31,185175.0,250475.0,254692.0,2015-12-31,2015-01-01,2016-02-10,Frederiksberg,"Det indstilles pÃ¥ generalforsamlingen, at Ã¥rsregnskabet for 2016 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldte.",65300.0,29680833.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21999388,indberetninger-20180424,2.5947974,31626919.0,,2018-03-28T20:40:05.754Z,2016-02-17T16:20:44.278Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-05-AA,2016-02-17T16:20:44.486Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
31626919,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzNlL2QxLzczLzU4ODQtNGQzZi04ODdjLTE2OWU2MjAxZTI3YQ.xhtml,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2ZkLzc4LzNkL2Q0YWYtNDY5Zi05NTk5LWM5NTVhZTBmOGZiYg.pdf,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzVkL2IzLzk1LzM4LzAwZGItNGQzNC04OGI2LWQ4M2E1ZmUwOTNiOA.xml,Danmark,DK,Frederiksberg,"29, st",Pile Alle,KÃ¸benhavn S,2300.0,"19, 1",Njalsgade,2000 Frederiksberg,Pile Alle 29,Til den daglige ledelse i Amillionmails ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-02-10,2016-02-17,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har indgÃ¥et huslejekontrakt, hvor den samlede forpligtelse udgÃ¸r 60 t.kr</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Posten omfatter provenue ved ophÃ¸r af datterselskabet</p>",,,31626919.0,1005162133.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Per Larsen,Anders Christian Rantzau Rasmussen,AMILLIONMAILS ApS,Per Larsen,,KÃ¸benhavn,2014-01-01,2014-12-31,185175.0,,,2015-12-31,2015-01-01,2016-02-10,Frederiksberg,"Det indstilles pÃ¥ generalforsamlingen, at Ã¥rsregnskabet for 2016 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldte.",,29680833.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21999388,indberetninger-20180424,2.5947974,31626919.0,,2018-03-28T20:40:05.754Z,2016-02-17T16:20:44.278Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-05-AA,2016-02-17T16:20:44.486Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
31626919,2014-01-01,2014-12-31,c8,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzNlL2QxLzczLzU4ODQtNGQzZi04ODdjLTE2OWU2MjAxZTI3YQ.xhtml,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2ZkLzc4LzNkL2Q0YWYtNDY5Zi05NTk5LWM5NTVhZTBmOGZiYg.pdf,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzVkL2IzLzk1LzM4LzAwZGItNGQzNC04OGI2LWQ4M2E1ZmUwOTNiOA.xml,Danmark,DK,Frederiksberg,"29, st",Pile Alle,KÃ¸benhavn S,2300.0,"19, 1",Njalsgade,2000 Frederiksberg,Pile Alle 29,Til den daglige ledelse i Amillionmails ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-02-10,2016-02-17,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har indgÃ¥et huslejekontrakt, hvor den samlede forpligtelse udgÃ¸r 60 t.kr</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Posten omfatter provenue ved ophÃ¸r af datterselskabet</p>",,,31626919.0,1005162133.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Per Larsen,Anders Christian Rantzau Rasmussen,AMILLIONMAILS ApS,Per Larsen,,KÃ¸benhavn,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,2016-02-10,Frederiksberg,"Det indstilles pÃ¥ generalforsamlingen, at Ã¥rsregnskabet for 2016 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldte.",,29680833.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21999388,indberetninger-20180424,2.5947974,31626919.0,,2018-03-28T20:40:05.754Z,2016-02-17T16:20:44.278Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-05-AA,2016-02-17T16:20:44.486Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
31626919,2014-12-31,2014-12-31,c10,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzNlL2QxLzczLzU4ODQtNGQzZi04ODdjLTE2OWU2MjAxZTI3YQ.xhtml,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2ZkLzc4LzNkL2Q0YWYtNDY5Zi05NTk5LWM5NTVhZTBmOGZiYg.pdf,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzVkL2IzLzk1LzM4LzAwZGItNGQzNC04OGI2LWQ4M2E1ZmUwOTNiOA.xml,Danmark,DK,Frederiksberg,"29, st",Pile Alle,KÃ¸benhavn S,2300.0,"19, 1",Njalsgade,2000 Frederiksberg,Pile Alle 29,Til den daglige ledelse i Amillionmails ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-02-10,2016-02-17,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har indgÃ¥et huslejekontrakt, hvor den samlede forpligtelse udgÃ¸r 60 t.kr</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Posten omfatter provenue ved ophÃ¸r af datterselskabet</p>",,,31626919.0,1005162133.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Per Larsen,Anders Christian Rantzau Rasmussen,AMILLIONMAILS ApS,Per Larsen,,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-02-10,Frederiksberg,"Det indstilles pÃ¥ generalforsamlingen, at Ã¥rsregnskabet for 2016 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldte.",,29680833.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21999388,indberetninger-20180424,2.5947974,31626919.0,,2018-03-28T20:40:05.754Z,2016-02-17T16:20:44.278Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-05-AA,2016-02-17T16:20:44.486Z,1467590.0,92719.0,70927.0,125000.0,1342590.0,145409.0,310175.0,1467590.0,1140038.0,125000.0,125000.0,125000.0,373159.0,64573.0,185175.0,17377.0,17377.0,0.0,1140038.0,155571.0,1249871.0,76717.0,534591.0,968962.0,,,
31626919,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzNlL2QxLzczLzU4ODQtNGQzZi04ODdjLTE2OWU2MjAxZTI3YQ.xhtml,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2ZkLzc4LzNkL2Q0YWYtNDY5Zi05NTk5LWM5NTVhZTBmOGZiYg.pdf,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzVkL2IzLzk1LzM4LzAwZGItNGQzNC04OGI2LWQ4M2E1ZmUwOTNiOA.xml,Danmark,DK,Frederiksberg,"29, st",Pile Alle,KÃ¸benhavn S,2300.0,"19, 1",Njalsgade,2000 Frederiksberg,Pile Alle 29,Til den daglige ledelse i Amillionmails ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-02-10,2016-02-17,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har indgÃ¥et huslejekontrakt, hvor den samlede forpligtelse udgÃ¸r 60 t.kr</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Posten omfatter provenue ved ophÃ¸r af datterselskabet</p>",1529306.0,1997509.0,31626919.0,1005162133.0,30571.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Per Larsen,Anders Christian Rantzau Rasmussen,AMILLIONMAILS ApS,Per Larsen,6687.0,KÃ¸benhavn,2014-01-01,2014-12-31,378800.0,492087.0,468203.0,2015-12-31,2015-01-01,2016-02-10,Frederiksberg,"Det indstilles pÃ¥ generalforsamlingen, at Ã¥rsregnskabet for 2016 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldte.",113287.0,29680833.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21999388,indberetninger-20180424,2.5947974,31626919.0,,2018-03-28T20:40:05.754Z,2016-02-17T16:20:44.278Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-05-AA,2016-02-17T16:20:44.486Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
31626919,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzNlL2QxLzczLzU4ODQtNGQzZi04ODdjLTE2OWU2MjAxZTI3YQ.xhtml,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2ZkLzc4LzNkL2Q0YWYtNDY5Zi05NTk5LWM5NTVhZTBmOGZiYg.pdf,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzVkL2IzLzk1LzM4LzAwZGItNGQzNC04OGI2LWQ4M2E1ZmUwOTNiOA.xml,Danmark,DK,Frederiksberg,"29, st",Pile Alle,KÃ¸benhavn S,2300.0,"19, 1",Njalsgade,2000 Frederiksberg,Pile Alle 29,Til den daglige ledelse i Amillionmails ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-02-10,2016-02-17,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har indgÃ¥et huslejekontrakt, hvor den samlede forpligtelse udgÃ¸r 60 t.kr</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Posten omfatter provenue ved ophÃ¸r af datterselskabet</p>",,,31626919.0,1005162133.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Per Larsen,Anders Christian Rantzau Rasmussen,AMILLIONMAILS ApS,Per Larsen,,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-02-10,Frederiksberg,"Det indstilles pÃ¥ generalforsamlingen, at Ã¥rsregnskabet for 2016 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldte.",,29680833.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21999388,indberetninger-20180424,2.5947974,31626919.0,,2018-03-28T20:40:05.754Z,2016-02-17T16:20:44.278Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-05-AA,2016-02-17T16:20:44.486Z,,,,,,,,,,,,,,,,,,,,,,,,,54504055.0,DATAREVISION FRR V/PER LARSEN,
31626919,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzNlL2QxLzczLzU4ODQtNGQzZi04ODdjLTE2OWU2MjAxZTI3YQ.xhtml,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2ZkLzc4LzNkL2Q0YWYtNDY5Zi05NTk5LWM5NTVhZTBmOGZiYg.pdf,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzVkL2IzLzk1LzM4LzAwZGItNGQzNC04OGI2LWQ4M2E1ZmUwOTNiOA.xml,Danmark,DK,Frederiksberg,"29, st",Pile Alle,KÃ¸benhavn S,2300.0,"19, 1",Njalsgade,2000 Frederiksberg,Pile Alle 29,Til den daglige ledelse i Amillionmails ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-02-10,2016-02-17,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har indgÃ¥et huslejekontrakt, hvor den samlede forpligtelse udgÃ¸r 60 t.kr</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Posten omfatter provenue ved ophÃ¸r af datterselskabet</p>",,,31626919.0,1005162133.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Per Larsen,Anders Christian Rantzau Rasmussen,AMILLIONMAILS ApS,Per Larsen,,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-02-10,Frederiksberg,"Det indstilles pÃ¥ generalforsamlingen, at Ã¥rsregnskabet for 2016 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldte.",,29680833.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21999388,indberetninger-20180424,2.5947974,31626919.0,,2018-03-28T20:40:05.754Z,2016-02-17T16:20:44.278Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-05-AA,2016-02-17T16:20:44.486Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Jakob Lund Johansen
31626919,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzNlL2QxLzczLzU4ODQtNGQzZi04ODdjLTE2OWU2MjAxZTI3YQ.xhtml,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2ZkLzc4LzNkL2Q0YWYtNDY5Zi05NTk5LWM5NTVhZTBmOGZiYg.pdf,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzVkL2IzLzk1LzM4LzAwZGItNGQzNC04OGI2LWQ4M2E1ZmUwOTNiOA.xml,Danmark,DK,Frederiksberg,"29, st",Pile Alle,KÃ¸benhavn S,2300.0,"19, 1",Njalsgade,2000 Frederiksberg,Pile Alle 29,Til den daglige ledelse i Amillionmails ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-02-10,2016-02-17,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har indgÃ¥et huslejekontrakt, hvor den samlede forpligtelse udgÃ¸r 60 t.kr</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Posten omfatter provenue ved ophÃ¸r af datterselskabet</p>",,,31626919.0,1005162133.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Per Larsen,Anders Christian Rantzau Rasmussen,AMILLIONMAILS ApS,Per Larsen,,KÃ¸benhavn,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-02-10,Frederiksberg,"Det indstilles pÃ¥ generalforsamlingen, at Ã¥rsregnskabet for 2016 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldte.",,29680833.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21999388,indberetninger-20180424,2.5947974,31626919.0,,2018-03-28T20:40:05.754Z,2016-02-17T16:20:44.278Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-05-AA,2016-02-17T16:20:44.486Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Anders Christian Rantzau Rasmussen
31626919,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzNlL2QxLzczLzU4ODQtNGQzZi04ODdjLTE2OWU2MjAxZTI3YQ.xhtml,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2ZkLzc4LzNkL2Q0YWYtNDY5Zi05NTk5LWM5NTVhZTBmOGZiYg.pdf,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzVkL2IzLzk1LzM4LzAwZGItNGQzNC04OGI2LWQ4M2E1ZmUwOTNiOA.xml,Danmark,DK,Frederiksberg,"29, st",Pile Alle,KÃ¸benhavn S,2300.0,"19, 1",Njalsgade,2000 Frederiksberg,Pile Alle 29,Til den daglige ledelse i Amillionmails ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-02-10,2016-02-17,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har indgÃ¥et huslejekontrakt, hvor den samlede forpligtelse udgÃ¸r 60 t.kr</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Posten omfatter provenue ved ophÃ¸r af datterselskabet</p>",,,31626919.0,1005162133.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Per Larsen,Anders Christian Rantzau Rasmussen,AMILLIONMAILS ApS,Per Larsen,,KÃ¸benhavn,2014-01-01,2014-12-31,378800.0,,,2015-12-31,2015-01-01,2016-02-10,Frederiksberg,"Det indstilles pÃ¥ generalforsamlingen, at Ã¥rsregnskabet for 2016 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldte.",,29680833.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21999388,indberetninger-20180424,2.5947974,31626919.0,,2018-03-28T20:40:05.754Z,2016-02-17T16:20:44.278Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-05-AA,2016-02-17T16:20:44.486Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
31626919,2015-01-01,2015-12-31,c7,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzNlL2QxLzczLzU4ODQtNGQzZi04ODdjLTE2OWU2MjAxZTI3YQ.xhtml,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2ZkLzc4LzNkL2Q0YWYtNDY5Zi05NTk5LWM5NTVhZTBmOGZiYg.pdf,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzVkL2IzLzk1LzM4LzAwZGItNGQzNC04OGI2LWQ4M2E1ZmUwOTNiOA.xml,Danmark,DK,Frederiksberg,"29, st",Pile Alle,KÃ¸benhavn S,2300.0,"19, 1",Njalsgade,2000 Frederiksberg,Pile Alle 29,Til den daglige ledelse i Amillionmails ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-02-10,2016-02-17,registreret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har indgÃ¥et huslejekontrakt, hvor den samlede forpligtelse udgÃ¸r 60 t.kr</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Posten omfatter provenue ved ophÃ¸r af datterselskabet</p>",,,31626919.0,1005162133.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Per Larsen,Anders Christian Rantzau Rasmussen,AMILLIONMAILS ApS,Per Larsen,,KÃ¸benhavn,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,2016-02-10,Frederiksberg,"Det indstilles pÃ¥ generalforsamlingen, at Ã¥rsregnskabet for 2016 ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldte.",,29680833.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21999388,indberetninger-20180424,2.5947974,31626919.0,,2018-03-28T20:40:05.754Z,2016-02-17T16:20:44.278Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-05-AA,2016-02-17T16:20:44.486Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
