entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,ContributedCapitalInArrears,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,DevelopmentProjectsInProgress,Equity,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermPayables,OtherShorttermPayables,ReserveForDevelopmentExpenditure,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
31626919,2017-01-01,2017-12-31,ID_13,,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2M1LzI1LzllLzMyYTItNGEwZi1iYTBhLTJiNTVjNTYyM2ZhYw.pdf,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzVmLzUzLzM1LzI0MzQtNGQwOS1hYWUwLWM5NjVmNjlmYjQxYw.xml,true,"HÃ¸rsholm, 2970",Hovedgaden 28,Til kapitalejerne i Passendo ApS,4.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-27,2019-05-27,2008-08-14,2019-06-25,34045607.0,31626919.0,34045607.0,mne110,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Passendo ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bjarne Bastved,Andreas JÃ¼rgensen,Revisorkompagniet,Passendo ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab",KÃ¸benhavn,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"kÃ¸benhavn, 101",2018-12-31,2018-01-01,false,2019-05-27,HÃ¸rsholm,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27621218,indberetninger-20180424,2.5097342,31626919.0,AWuY6JcgIXJRhhXBLfY0,2019-06-27T12:28:29.384Z,2019-06-27T12:28:27.877Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-45-TH,2019-06-27T12:28:28.073Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31626919,2017-01-01,2017-12-31,ID_15,,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2M1LzI1LzllLzMyYTItNGEwZi1iYTBhLTJiNTVjNTYyM2ZhYw.pdf,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzVmLzUzLzM1LzI0MzQtNGQwOS1hYWUwLWM5NjVmNjlmYjQxYw.xml,true,"HÃ¸rsholm, 2970",Hovedgaden 28,Til kapitalejerne i Passendo ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-27,2019-05-27,2008-08-14,2019-06-25,34045607.0,31626919.0,34045607.0,mne110,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Passendo ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bjarne Bastved,Andreas JÃ¼rgensen,Revisorkompagniet,Passendo ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab",KÃ¸benhavn,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"kÃ¸benhavn, 101",2018-12-31,2018-01-01,false,2019-05-27,HÃ¸rsholm,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27621218,indberetninger-20180424,2.5097342,31626919.0,AWuY6JcgIXJRhhXBLfY0,2019-06-27T12:28:29.384Z,2019-06-27T12:28:27.877Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-45-TH,2019-06-27T12:28:28.073Z,1234743.0,492762.0,29309.0,1718.0,-602729.0,-769571.0,-741981.0,-166842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31626919,2017-01-01,2017-12-31,ID_17,,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2M1LzI1LzllLzMyYTItNGEwZi1iYTBhLTJiNTVjNTYyM2ZhYw.pdf,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzVmLzUzLzM1LzI0MzQtNGQwOS1hYWUwLWM5NjVmNjlmYjQxYw.xml,true,"HÃ¸rsholm, 2970",Hovedgaden 28,Til kapitalejerne i Passendo ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-27,2019-05-27,2008-08-14,2019-06-25,34045607.0,31626919.0,34045607.0,mne110,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Passendo ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bjarne Bastved,Andreas JÃ¼rgensen,Revisorkompagniet,Passendo ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab",KÃ¸benhavn,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"kÃ¸benhavn, 101",2018-12-31,2018-01-01,false,2019-05-27,HÃ¸rsholm,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27621218,indberetninger-20180424,2.5097342,31626919.0,AWuY6JcgIXJRhhXBLfY0,2019-06-27T12:28:29.384Z,2019-06-27T12:28:27.877Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-45-TH,2019-06-27T12:28:28.073Z,,,,,380866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31626919,2017-01-01,2017-12-31,ID_19,,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2M1LzI1LzllLzMyYTItNGEwZi1iYTBhLTJiNTVjNTYyM2ZhYw.pdf,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzVmLzUzLzM1LzI0MzQtNGQwOS1hYWUwLWM5NjVmNjlmYjQxYw.xml,true,"HÃ¸rsholm, 2970",Hovedgaden 28,Til kapitalejerne i Passendo ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-27,2019-05-27,2008-08-14,2019-06-25,34045607.0,31626919.0,34045607.0,mne110,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Passendo ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bjarne Bastved,Andreas JÃ¼rgensen,Revisorkompagniet,Passendo ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab",KÃ¸benhavn,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"kÃ¸benhavn, 101",2018-12-31,2018-01-01,false,2019-05-27,HÃ¸rsholm,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27621218,indberetninger-20180424,2.5097342,31626919.0,AWuY6JcgIXJRhhXBLfY0,2019-06-27T12:28:29.384Z,2019-06-27T12:28:27.877Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-45-TH,2019-06-27T12:28:28.073Z,,,,,-983595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31626919,2017-12-31,2017-12-31,ID_12,,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2M1LzI1LzllLzMyYTItNGEwZi1iYTBhLTJiNTVjNTYyM2ZhYw.pdf,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzVmLzUzLzM1LzI0MzQtNGQwOS1hYWUwLWM5NjVmNjlmYjQxYw.xml,true,"HÃ¸rsholm, 2970",Hovedgaden 28,Til kapitalejerne i Passendo ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-27,2019-05-27,2008-08-14,2019-06-25,34045607.0,31626919.0,34045607.0,mne110,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Passendo ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bjarne Bastved,Andreas JÃ¼rgensen,Revisorkompagniet,Passendo ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab",KÃ¸benhavn,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"kÃ¸benhavn, 101",2018-12-31,2018-01-01,false,2019-05-27,HÃ¸rsholm,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27621218,indberetninger-20180424,2.5097342,31626919.0,AWuY6JcgIXJRhhXBLfY0,2019-06-27T12:28:29.384Z,2019-06-27T12:28:27.877Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-45-TH,2019-06-27T12:28:28.073Z,,,,,,,,,3430463.0,1005760.0,115100.0,375000.0,3049597.0,157285.0,27849.0,0.0,380866.0,871647.0,380866.0,3430463.0,2558816.0,0.0,1916280.0,380866.0,1916280.0,269835.0,380866.0,-973505.0,1349186.0,642536.0,2043837.0,24000.0,372701.0,481363.0,,,,
31626919,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2M1LzI1LzllLzMyYTItNGEwZi1iYTBhLTJiNTVjNTYyM2ZhYw.pdf,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzVmLzUzLzM1LzI0MzQtNGQwOS1hYWUwLWM5NjVmNjlmYjQxYw.xml,true,"HÃ¸rsholm, 2970",Hovedgaden 28,Til kapitalejerne i Passendo ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-27,2019-05-27,2008-08-14,2019-06-25,34045607.0,31626919.0,34045607.0,mne110,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Passendo ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bjarne Bastved,Andreas JÃ¼rgensen,Revisorkompagniet,Passendo ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab",KÃ¸benhavn,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"kÃ¸benhavn, 101",2018-12-31,2018-01-01,false,2019-05-27,HÃ¸rsholm,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27621218,indberetninger-20180424,2.5097342,31626919.0,AWuY6JcgIXJRhhXBLfY0,2019-06-27T12:28:29.384Z,2019-06-27T12:28:27.877Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-45-TH,2019-06-27T12:28:28.073Z,1118823.0,110641.0,153054.0,52.0,-923007.0,-1161184.0,-1008182.0,-238177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31626919,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2M1LzI1LzllLzMyYTItNGEwZi1iYTBhLTJiNTVjNTYyM2ZhYw.pdf,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzVmLzUzLzM1LzI0MzQtNGQwOS1hYWUwLWM5NjVmNjlmYjQxYw.xml,true,"HÃ¸rsholm, 2970",Hovedgaden 28,Til kapitalejerne i Passendo ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-27,2019-05-27,2008-08-14,2019-06-25,34045607.0,31626919.0,34045607.0,mne110,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Passendo ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bjarne Bastved,Andreas JÃ¼rgensen,Revisorkompagniet,Passendo ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab",KÃ¸benhavn,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"kÃ¸benhavn, 101",2018-12-31,2018-01-01,false,2019-05-27,HÃ¸rsholm,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27621218,indberetninger-20180424,2.5097342,31626919.0,AWuY6JcgIXJRhhXBLfY0,2019-06-27T12:28:29.384Z,2019-06-27T12:28:27.877Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-45-TH,2019-06-27T12:28:28.073Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31626919,2018-01-01,2018-12-31,ID_10,,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2M1LzI1LzllLzMyYTItNGEwZi1iYTBhLTJiNTVjNTYyM2ZhYw.pdf,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzVmLzUzLzM1LzI0MzQtNGQwOS1hYWUwLWM5NjVmNjlmYjQxYw.xml,true,"HÃ¸rsholm, 2970",Hovedgaden 28,Til kapitalejerne i Passendo ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-27,2019-05-27,2008-08-14,2019-06-25,34045607.0,31626919.0,34045607.0,mne110,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Passendo ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bjarne Bastved,Andreas JÃ¼rgensen,Revisorkompagniet,Passendo ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab",KÃ¸benhavn,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"kÃ¸benhavn, 101",2018-12-31,2018-01-01,false,2019-05-27,HÃ¸rsholm,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27621218,indberetninger-20180424,2.5097342,31626919.0,AWuY6JcgIXJRhhXBLfY0,2019-06-27T12:28:29.384Z,2019-06-27T12:28:27.877Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-45-TH,2019-06-27T12:28:28.073Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicolas Georges Trad,Bestyrelsesmedlem,,
31626919,2018-01-01,2018-12-31,ID_14,,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2M1LzI1LzllLzMyYTItNGEwZi1iYTBhLTJiNTVjNTYyM2ZhYw.pdf,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzVmLzUzLzM1LzI0MzQtNGQwOS1hYWUwLWM5NjVmNjlmYjQxYw.xml,true,"HÃ¸rsholm, 2970",Hovedgaden 28,Til kapitalejerne i Passendo ApS,6.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-27,2019-05-27,2008-08-14,2019-06-25,34045607.0,31626919.0,34045607.0,mne110,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Passendo ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bjarne Bastved,Andreas JÃ¼rgensen,Revisorkompagniet,Passendo ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab",KÃ¸benhavn,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"kÃ¸benhavn, 101",2018-12-31,2018-01-01,false,2019-05-27,HÃ¸rsholm,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27621218,indberetninger-20180424,2.5097342,31626919.0,AWuY6JcgIXJRhhXBLfY0,2019-06-27T12:28:29.384Z,2019-06-27T12:28:27.877Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-45-TH,2019-06-27T12:28:28.073Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31626919,2018-01-01,2018-12-31,ID_16,,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzA5L2M1LzI1LzllLzMyYTItNGEwZi1iYTBhLTJiNTVjNTYyM2ZhYw.pdf,http://regnskaber.virk.dk/91962613/ZG9rdW1lbnRsYWdlcjovLzAzLzMxLzVmLzUzLzM1LzI0MzQtNGQwOS1hYWUwLWM5NjVmNjlmYjQxYw.xml,true,"HÃ¸rsholm, 2970",Hovedgaden 28,Til kapitalejerne i Passendo ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-27,2019-05-27,2008-08-14,2019-06-25,34045607.0,31626919.0,34045607.0,mne110,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Passendo ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bjarne Bastved,Andreas JÃ¼rgensen,Revisorkompagniet,Passendo ApS,"Revisorkompagniet, Godkendt Revisionsanpartsselskab",KÃ¸benhavn,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"kÃ¸benhavn, 101",2018-12-31,2018-01-01,false,2019-05-27,HÃ¸rsholm,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27621218,indberetninger-20180424,2.5097342,31626919.0,AWuY6JcgIXJRhhXBLfY0,2019-06-27T12:28:29.384Z,2019-06-27T12:28:27.877Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-45-TH,2019-06-27T12:28:28.073Z,,,,,932000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
