entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,AverageNumberOfEmployees,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermPayables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RawMaterialsAndConsumables,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
35032401,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/10423053/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2FhLzViLzEzLzU3NjMtNGE0MS1iNmFkLTAyZDY1YWQxNmIxOA.xhtml,http://regnskaber.virk.dk/10423053/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzNmL2QzLzZkL2M1NDEtNDJlYy04ODJmLTY1NWY4NDYyMThlNw.pdf,http://regnskaber.virk.dk/10423053/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2U0L2ZiLzVlL2RiZWYtNGMyYS1hZTNhLTAwZGI4ODMzMjJiZg.xml,true,Danmark,DK,Kgs. Lyngby,2800.0,"54, 1",Lyngby Hovedgade,Frederiksberg,2000.0,43.0,Smallegade,2800.0,"Lyngby Hovedgade 54 A, 1. sal",Til kapitalejerne i Viola Sky ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,1.0,Regnskabsklasse B,2017-05-16,2017-05-25,3809.0,Statsautoriseret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets bank har givet bankgaranti for huslejedepositum pÃ¥ kr. 57.500</p>",311153.0,350051.0,35032401.0,1016290358.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Bo Andersen,Sonja Wolffbrandt Christensen,Sonja Wolffbrandt Christensen,Sonja Wolffbrandt Christensen,VIOLA SKY ApS,MBA Revision / Michael Bo Andersen,194.0,0.0,Frederiksberg,2015-01-01,2015-12-31,12223.0,34895.0,35089.0,2016-12-31,2016-01-01,false,false,2017-05-16,Kgs. Lyngby,22672.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23960317,indberetninger-20180424,2.5927935,35032401.0,,2018-03-28T09:47:01.964Z,2017-05-29T06:07:32.437Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-95-QG,2017-05-29T06:07:32.651Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35032401,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/10423053/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2FhLzViLzEzLzU3NjMtNGE0MS1iNmFkLTAyZDY1YWQxNmIxOA.xhtml,http://regnskaber.virk.dk/10423053/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzNmL2QzLzZkL2M1NDEtNDJlYy04ODJmLTY1NWY4NDYyMThlNw.pdf,http://regnskaber.virk.dk/10423053/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2U0L2ZiLzVlL2RiZWYtNGMyYS1hZTNhLTAwZGI4ODMzMjJiZg.xml,true,Danmark,DK,Kgs. Lyngby,2800.0,"54, 1",Lyngby Hovedgade,Frederiksberg,2000.0,43.0,Smallegade,2800.0,"Lyngby Hovedgade 54 A, 1. sal",Til kapitalejerne i Viola Sky ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,,Regnskabsklasse B,2017-05-16,2017-05-25,,Statsautoriseret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets bank har givet bankgaranti for huslejedepositum pÃ¥ kr. 57.500</p>",,,35032401.0,1016290358.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Bo Andersen,Sonja Wolffbrandt Christensen,Sonja Wolffbrandt Christensen,Sonja Wolffbrandt Christensen,VIOLA SKY ApS,MBA Revision / Michael Bo Andersen,,,Frederiksberg,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,false,false,2017-05-16,Kgs. Lyngby,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23960317,indberetninger-20180424,2.5927935,35032401.0,,2018-03-28T09:47:01.964Z,2017-05-29T06:07:32.437Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-95-QG,2017-05-29T06:07:32.651Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35032401,2015-01-01,2015-12-31,c8,http://regnskaber.virk.dk/10423053/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2FhLzViLzEzLzU3NjMtNGE0MS1iNmFkLTAyZDY1YWQxNmIxOA.xhtml,http://regnskaber.virk.dk/10423053/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzNmL2QzLzZkL2M1NDEtNDJlYy04ODJmLTY1NWY4NDYyMThlNw.pdf,http://regnskaber.virk.dk/10423053/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2U0L2ZiLzVlL2RiZWYtNGMyYS1hZTNhLTAwZGI4ODMzMjJiZg.xml,true,Danmark,DK,Kgs. Lyngby,2800.0,"54, 1",Lyngby Hovedgade,Frederiksberg,2000.0,43.0,Smallegade,2800.0,"Lyngby Hovedgade 54 A, 1. sal",Til kapitalejerne i Viola Sky ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,,Regnskabsklasse B,2017-05-16,2017-05-25,,Statsautoriseret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets bank har givet bankgaranti for huslejedepositum pÃ¥ kr. 57.500</p>",,,35032401.0,1016290358.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Bo Andersen,Sonja Wolffbrandt Christensen,Sonja Wolffbrandt Christensen,Sonja Wolffbrandt Christensen,VIOLA SKY ApS,MBA Revision / Michael Bo Andersen,,,Frederiksberg,2015-01-01,2015-12-31,12223.0,,,2016-12-31,2016-01-01,false,false,2017-05-16,Kgs. Lyngby,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23960317,indberetninger-20180424,2.5927935,35032401.0,,2018-03-28T09:47:01.964Z,2017-05-29T06:07:32.437Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-95-QG,2017-05-29T06:07:32.651Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35032401,2015-12-31,2015-12-31,c10,http://regnskaber.virk.dk/10423053/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2FhLzViLzEzLzU3NjMtNGE0MS1iNmFkLTAyZDY1YWQxNmIxOA.xhtml,http://regnskaber.virk.dk/10423053/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzNmL2QzLzZkL2M1NDEtNDJlYy04ODJmLTY1NWY4NDYyMThlNw.pdf,http://regnskaber.virk.dk/10423053/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2U0L2ZiLzVlL2RiZWYtNGMyYS1hZTNhLTAwZGI4ODMzMjJiZg.xml,true,Danmark,DK,Kgs. Lyngby,2800.0,"54, 1",Lyngby Hovedgade,Frederiksberg,2000.0,43.0,Smallegade,2800.0,"Lyngby Hovedgade 54 A, 1. sal",Til kapitalejerne i Viola Sky ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,,Regnskabsklasse B,2017-05-16,2017-05-25,,Statsautoriseret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets bank har givet bankgaranti for huslejedepositum pÃ¥ kr. 57.500</p>",,,35032401.0,1016290358.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Bo Andersen,Sonja Wolffbrandt Christensen,Sonja Wolffbrandt Christensen,Sonja Wolffbrandt Christensen,VIOLA SKY ApS,MBA Revision / Michael Bo Andersen,,,Frederiksberg,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-05-16,Kgs. Lyngby,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23960317,indberetninger-20180424,2.5927935,35032401.0,,2018-03-28T09:47:01.964Z,2017-05-29T06:07:32.437Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-95-QG,2017-05-29T06:07:32.651Z,791739.0,102021.0,112000.0,791739.0,124283.0,191655.0,0.0,539080.0,791739.0,600084.0,469577.0,452577.0,0.0,469577.0,128050.0,10825.0,0.0,0.0,86503.0,-456712.0,536367.0,130507.0,150638.0,2670.0,2457.0,12860.0,,,
35032401,2016-01-01,2016-01-01,c11,http://regnskaber.virk.dk/10423053/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2FhLzViLzEzLzU3NjMtNGE0MS1iNmFkLTAyZDY1YWQxNmIxOA.xhtml,http://regnskaber.virk.dk/10423053/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzNmL2QzLzZkL2M1NDEtNDJlYy04ODJmLTY1NWY4NDYyMThlNw.pdf,http://regnskaber.virk.dk/10423053/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2U0L2ZiLzVlL2RiZWYtNGMyYS1hZTNhLTAwZGI4ODMzMjJiZg.xml,true,Danmark,DK,Kgs. Lyngby,2800.0,"54, 1",Lyngby Hovedgade,Frederiksberg,2000.0,43.0,Smallegade,2800.0,"Lyngby Hovedgade 54 A, 1. sal",Til kapitalejerne i Viola Sky ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,,Regnskabsklasse B,2017-05-16,2017-05-25,,Statsautoriseret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets bank har givet bankgaranti for huslejedepositum pÃ¥ kr. 57.500</p>",,,35032401.0,1016290358.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Bo Andersen,Sonja Wolffbrandt Christensen,Sonja Wolffbrandt Christensen,Sonja Wolffbrandt Christensen,VIOLA SKY ApS,MBA Revision / Michael Bo Andersen,,,Frederiksberg,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-05-16,Kgs. Lyngby,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23960317,indberetninger-20180424,2.5927935,35032401.0,,2018-03-28T09:47:01.964Z,2017-05-29T06:07:32.437Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-95-QG,2017-05-29T06:07:32.651Z,,,,,,112000.0,,,,,,,,,,,,,,,,,,,,,,,
35032401,2016-01-01,2016-01-01,c12,http://regnskaber.virk.dk/10423053/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2FhLzViLzEzLzU3NjMtNGE0MS1iNmFkLTAyZDY1YWQxNmIxOA.xhtml,http://regnskaber.virk.dk/10423053/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzNmL2QzLzZkL2M1NDEtNDJlYy04ODJmLTY1NWY4NDYyMThlNw.pdf,http://regnskaber.virk.dk/10423053/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2U0L2ZiLzVlL2RiZWYtNGMyYS1hZTNhLTAwZGI4ODMzMjJiZg.xml,true,Danmark,DK,Kgs. Lyngby,2800.0,"54, 1",Lyngby Hovedgade,Frederiksberg,2000.0,43.0,Smallegade,2800.0,"Lyngby Hovedgade 54 A, 1. sal",Til kapitalejerne i Viola Sky ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,,Regnskabsklasse B,2017-05-16,2017-05-25,,Statsautoriseret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets bank har givet bankgaranti for huslejedepositum pÃ¥ kr. 57.500</p>",,,35032401.0,1016290358.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Bo Andersen,Sonja Wolffbrandt Christensen,Sonja Wolffbrandt Christensen,Sonja Wolffbrandt Christensen,VIOLA SKY ApS,MBA Revision / Michael Bo Andersen,,,Frederiksberg,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-05-16,Kgs. Lyngby,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23960317,indberetninger-20180424,2.5927935,35032401.0,,2018-03-28T09:47:01.964Z,2017-05-29T06:07:32.437Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-95-QG,2017-05-29T06:07:32.651Z,,,,,,536367.0,,,,,,,,,,,,,,,,,,,,,,,
35032401,2016-01-01,2016-01-01,c13,http://regnskaber.virk.dk/10423053/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2FhLzViLzEzLzU3NjMtNGE0MS1iNmFkLTAyZDY1YWQxNmIxOA.xhtml,http://regnskaber.virk.dk/10423053/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzNmL2QzLzZkL2M1NDEtNDJlYy04ODJmLTY1NWY4NDYyMThlNw.pdf,http://regnskaber.virk.dk/10423053/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2U0L2ZiLzVlL2RiZWYtNGMyYS1hZTNhLTAwZGI4ODMzMjJiZg.xml,true,Danmark,DK,Kgs. Lyngby,2800.0,"54, 1",Lyngby Hovedgade,Frederiksberg,2000.0,43.0,Smallegade,2800.0,"Lyngby Hovedgade 54 A, 1. sal",Til kapitalejerne i Viola Sky ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,,Regnskabsklasse B,2017-05-16,2017-05-25,,Statsautoriseret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets bank har givet bankgaranti for huslejedepositum pÃ¥ kr. 57.500</p>",,,35032401.0,1016290358.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Bo Andersen,Sonja Wolffbrandt Christensen,Sonja Wolffbrandt Christensen,Sonja Wolffbrandt Christensen,VIOLA SKY ApS,MBA Revision / Michael Bo Andersen,,,Frederiksberg,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-05-16,Kgs. Lyngby,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23960317,indberetninger-20180424,2.5927935,35032401.0,,2018-03-28T09:47:01.964Z,2017-05-29T06:07:32.437Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-95-QG,2017-05-29T06:07:32.651Z,,,,,,-456712.0,,,,,,,,,,,,,,,,,,,,,,,
35032401,2016-01-01,2016-01-01,c14,http://regnskaber.virk.dk/10423053/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2FhLzViLzEzLzU3NjMtNGE0MS1iNmFkLTAyZDY1YWQxNmIxOA.xhtml,http://regnskaber.virk.dk/10423053/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzNmL2QzLzZkL2M1NDEtNDJlYy04ODJmLTY1NWY4NDYyMThlNw.pdf,http://regnskaber.virk.dk/10423053/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2U0L2ZiLzVlL2RiZWYtNGMyYS1hZTNhLTAwZGI4ODMzMjJiZg.xml,true,Danmark,DK,Kgs. Lyngby,2800.0,"54, 1",Lyngby Hovedgade,Frederiksberg,2000.0,43.0,Smallegade,2800.0,"Lyngby Hovedgade 54 A, 1. sal",Til kapitalejerne i Viola Sky ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,,Regnskabsklasse B,2017-05-16,2017-05-25,,Statsautoriseret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets bank har givet bankgaranti for huslejedepositum pÃ¥ kr. 57.500</p>",,,35032401.0,1016290358.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Bo Andersen,Sonja Wolffbrandt Christensen,Sonja Wolffbrandt Christensen,Sonja Wolffbrandt Christensen,VIOLA SKY ApS,MBA Revision / Michael Bo Andersen,,,Frederiksberg,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-05-16,Kgs. Lyngby,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23960317,indberetninger-20180424,2.5927935,35032401.0,,2018-03-28T09:47:01.964Z,2017-05-29T06:07:32.437Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-95-QG,2017-05-29T06:07:32.651Z,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
35032401,2016-01-01,2016-01-01,c15,http://regnskaber.virk.dk/10423053/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2FhLzViLzEzLzU3NjMtNGE0MS1iNmFkLTAyZDY1YWQxNmIxOA.xhtml,http://regnskaber.virk.dk/10423053/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzNmL2QzLzZkL2M1NDEtNDJlYy04ODJmLTY1NWY4NDYyMThlNw.pdf,http://regnskaber.virk.dk/10423053/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2U0L2ZiLzVlL2RiZWYtNGMyYS1hZTNhLTAwZGI4ODMzMjJiZg.xml,true,Danmark,DK,Kgs. Lyngby,2800.0,"54, 1",Lyngby Hovedgade,Frederiksberg,2000.0,43.0,Smallegade,2800.0,"Lyngby Hovedgade 54 A, 1. sal",Til kapitalejerne i Viola Sky ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,,Regnskabsklasse B,2017-05-16,2017-05-25,,Statsautoriseret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets bank har givet bankgaranti for huslejedepositum pÃ¥ kr. 57.500</p>",,,35032401.0,1016290358.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Bo Andersen,Sonja Wolffbrandt Christensen,Sonja Wolffbrandt Christensen,Sonja Wolffbrandt Christensen,VIOLA SKY ApS,MBA Revision / Michael Bo Andersen,,,Frederiksberg,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-05-16,Kgs. Lyngby,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23960317,indberetninger-20180424,2.5927935,35032401.0,,2018-03-28T09:47:01.964Z,2017-05-29T06:07:32.437Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-95-QG,2017-05-29T06:07:32.651Z,,,,,,191655.0,,,,,,,,,,,,,,,,,,,,,,,
35032401,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/10423053/ZG9rdW1lbnRsYWdlcjovLzAzLzRjL2FhLzViLzEzLzU3NjMtNGE0MS1iNmFkLTAyZDY1YWQxNmIxOA.xhtml,http://regnskaber.virk.dk/10423053/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzNmL2QzLzZkL2M1NDEtNDJlYy04ODJmLTY1NWY4NDYyMThlNw.pdf,http://regnskaber.virk.dk/10423053/ZG9rdW1lbnRsYWdlcjovLzAzL2Q4L2U0L2ZiLzVlL2RiZWYtNGMyYS1hZTNhLTAwZGI4ODMzMjJiZg.xml,true,Danmark,DK,Kgs. Lyngby,2800.0,"54, 1",Lyngby Hovedgade,Frederiksberg,2000.0,43.0,Smallegade,2800.0,"Lyngby Hovedgade 54 A, 1. sal",Til kapitalejerne i Viola Sky ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,1.0,Regnskabsklasse B,2017-05-16,2017-05-25,0.0,Statsautoriseret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets bank har givet bankgaranti for huslejedepositum pÃ¥ kr. 57.500</p>",302360.0,327775.0,35032401.0,1016290358.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Bo Andersen,Sonja Wolffbrandt Christensen,Sonja Wolffbrandt Christensen,Sonja Wolffbrandt Christensen,VIOLA SKY ApS,MBA Revision / Michael Bo Andersen,1736.0,0.0,Frederiksberg,2015-01-01,2015-12-31,16249.0,23679.0,25415.0,2016-12-31,2016-01-01,false,false,2017-05-16,Kgs. Lyngby,7430.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23960317,indberetninger-20180424,2.5927935,35032401.0,,2018-03-28T09:47:01.964Z,2017-05-29T06:07:32.437Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-95-QG,2017-05-29T06:07:32.651Z,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
