entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestIncome,OtherOperatingIncome,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,TypeOfBasisForModifiedOpinionOnAuditedFinancialStatements,TypeOfModifiedOpinionOnAuditedFinancialStatements,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard
24219666,2013-01-01,2013-12-31,c1,,http://regnskaber.virk.dk/66691242/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzY3LzY3LzVhLzdlNWItNGVkYy04MzJhLTM4YmU4Y2JlMmE2ZA.pdf,http://regnskaber.virk.dk/66691242/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzU1L2Y4L2Q2LzYxNDUtNDQ0NS1iMGFjLTgwMDNmNDc4MzZhMA.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1265  KÃ¸benhavn K,"Frederiksgade 21, 1. sal",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,-63298.0,2015-07-22,1999-07-01,2015-07-22,Statsautoriseret revisor,0.0,24219666.0,20222670.0,Ãrsrapport,290379.0,Iben Larsen,SÃ¸ren Meiling,Eurinver ApS,BDO Statsautoriseret revisionsaktieselskab,-65698.0,-4788.0,290380.0,1.0,0.0,KÃ¸benhavn,156596.0,219894.0,-65698.0,KÃ¸benhavn,2014-12-31,2014-01-01,2015-07-22,KÃ¸benhavn,-63298.0,RevisionspÃ¥tegning,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:5699357,indberetninger-20180424,2.5122432999999997,24219666.0,,2018-03-30T11:15:15.650Z,2015-07-23T09:21:45.140Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-55-VJ,2015-07-23T09:21:45.169Z,,,,,,,,,,,,,,,,,
24219666,2013-01-01,2013-12-31,c30,,http://regnskaber.virk.dk/66691242/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzY3LzY3LzVhLzdlNWItNGVkYy04MzJhLTM4YmU4Y2JlMmE2ZA.pdf,http://regnskaber.virk.dk/66691242/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzU1L2Y4L2Q2LzYxNDUtNDQ0NS1iMGFjLTgwMDNmNDc4MzZhMA.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1265  KÃ¸benhavn K,"Frederiksgade 21, 1. sal",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,,2015-07-22,1999-07-01,2015-07-22,Statsautoriseret revisor,,24219666.0,20222670.0,Ãrsrapport,,Iben Larsen,SÃ¸ren Meiling,Eurinver ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,156596.0,,,KÃ¸benhavn,2014-12-31,2014-01-01,2015-07-22,KÃ¸benhavn,,RevisionspÃ¥tegning,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:5699357,indberetninger-20180424,2.5122432999999997,24219666.0,,2018-03-30T11:15:15.650Z,2015-07-23T09:21:45.140Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-55-VJ,2015-07-23T09:21:45.169Z,,,,,,,,,,,,,,,,,
24219666,2013-12-31,2013-12-31,c4,,http://regnskaber.virk.dk/66691242/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzY3LzY3LzVhLzdlNWItNGVkYy04MzJhLTM4YmU4Y2JlMmE2ZA.pdf,http://regnskaber.virk.dk/66691242/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzU1L2Y4L2Q2LzYxNDUtNDQ0NS1iMGFjLTgwMDNmNDc4MzZhMA.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1265  KÃ¸benhavn K,"Frederiksgade 21, 1. sal",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,,2015-07-22,1999-07-01,2015-07-22,Statsautoriseret revisor,,24219666.0,20222670.0,Ãrsrapport,,Iben Larsen,SÃ¸ren Meiling,Eurinver ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,,,KÃ¸benhavn,2014-12-31,2014-01-01,2015-07-22,KÃ¸benhavn,,RevisionspÃ¥tegning,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:5699357,indberetninger-20180424,2.5122432999999997,24219666.0,,2018-03-30T11:15:15.650Z,2015-07-23T09:21:45.140Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-55-VJ,2015-07-23T09:21:45.169Z,17176193.0,5834141.0,35787361.0,17176193.0,16873959.0,17176193.0,302234.0,19263.0,-18913402.0,302234.0,192552.0,11342052.0,11322789.0,46909.0,62773.0,,
24219666,2014-01-01,2014-01-01,c137,,http://regnskaber.virk.dk/66691242/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzY3LzY3LzVhLzdlNWItNGVkYy04MzJhLTM4YmU4Y2JlMmE2ZA.pdf,http://regnskaber.virk.dk/66691242/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzU1L2Y4L2Q2LzYxNDUtNDQ0NS1iMGFjLTgwMDNmNDc4MzZhMA.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1265  KÃ¸benhavn K,"Frederiksgade 21, 1. sal",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,,2015-07-22,1999-07-01,2015-07-22,Statsautoriseret revisor,,24219666.0,20222670.0,Ãrsrapport,,Iben Larsen,SÃ¸ren Meiling,Eurinver ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,,,KÃ¸benhavn,2014-12-31,2014-01-01,2015-07-22,KÃ¸benhavn,,RevisionspÃ¥tegning,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:5699357,indberetninger-20180424,2.5122432999999997,24219666.0,,2018-03-30T11:15:15.650Z,2015-07-23T09:21:45.140Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-55-VJ,2015-07-23T09:21:45.169Z,,,,,35787361.0,,,,,,,,,,,,
24219666,2014-01-01,2014-01-01,c158,,http://regnskaber.virk.dk/66691242/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzY3LzY3LzVhLzdlNWItNGVkYy04MzJhLTM4YmU4Y2JlMmE2ZA.pdf,http://regnskaber.virk.dk/66691242/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzU1L2Y4L2Q2LzYxNDUtNDQ0NS1iMGFjLTgwMDNmNDc4MzZhMA.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1265  KÃ¸benhavn K,"Frederiksgade 21, 1. sal",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,,2015-07-22,1999-07-01,2015-07-22,Statsautoriseret revisor,,24219666.0,20222670.0,Ãrsrapport,,Iben Larsen,SÃ¸ren Meiling,Eurinver ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,,,KÃ¸benhavn,2014-12-31,2014-01-01,2015-07-22,KÃ¸benhavn,,RevisionspÃ¥tegning,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:5699357,indberetninger-20180424,2.5122432999999997,24219666.0,,2018-03-30T11:15:15.650Z,2015-07-23T09:21:45.140Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-55-VJ,2015-07-23T09:21:45.169Z,,,,,-18913402.0,,,,,,,,,,,,
24219666,2014-01-01,2014-12-31,c0,,http://regnskaber.virk.dk/66691242/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzY3LzY3LzVhLzdlNWItNGVkYy04MzJhLTM4YmU4Y2JlMmE2ZA.pdf,http://regnskaber.virk.dk/66691242/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzU1L2Y4L2Q2LzYxNDUtNDQ0NS1iMGFjLTgwMDNmNDc4MzZhMA.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1265  KÃ¸benhavn K,"Frederiksgade 21, 1. sal",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,-81806.0,2015-07-22,1999-07-01,2015-07-22,Statsautoriseret revisor,15060.0,24219666.0,20222670.0,Ãrsrapport,297647.0,Iben Larsen,SÃ¸ren Meiling,Eurinver ApS,BDO Statsautoriseret revisionsaktieselskab,8457.0,-4997.0,315394.0,17747.0,15060.0,KÃ¸benhavn,252108.0,333914.0,23517.0,KÃ¸benhavn,2014-12-31,2014-01-01,2015-07-22,KÃ¸benhavn,-81806.0,RevisionspÃ¥tegning,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:5699357,indberetninger-20180424,2.5122432999999997,24219666.0,,2018-03-30T11:15:15.650Z,2015-07-23T09:21:45.140Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-55-VJ,2015-07-23T09:21:45.169Z,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
24219666,2014-01-01,2014-12-31,c159,,http://regnskaber.virk.dk/66691242/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzY3LzY3LzVhLzdlNWItNGVkYy04MzJhLTM4YmU4Y2JlMmE2ZA.pdf,http://regnskaber.virk.dk/66691242/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzU1L2Y4L2Q2LzYxNDUtNDQ0NS1iMGFjLTgwMDNmNDc4MzZhMA.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1265  KÃ¸benhavn K,"Frederiksgade 21, 1. sal",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,,2015-07-22,1999-07-01,2015-07-22,Statsautoriseret revisor,,24219666.0,20222670.0,Ãrsrapport,,Iben Larsen,SÃ¸ren Meiling,Eurinver ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,252108.0,,,KÃ¸benhavn,2014-12-31,2014-01-01,2015-07-22,KÃ¸benhavn,,RevisionspÃ¥tegning,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:5699357,indberetninger-20180424,2.5122432999999997,24219666.0,,2018-03-30T11:15:15.650Z,2015-07-23T09:21:45.140Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-55-VJ,2015-07-23T09:21:45.169Z,,,,,,,,,,,,,,,,,
24219666,2014-01-01,2014-12-31,c199,,http://regnskaber.virk.dk/66691242/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzY3LzY3LzVhLzdlNWItNGVkYy04MzJhLTM4YmU4Y2JlMmE2ZA.pdf,http://regnskaber.virk.dk/66691242/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzU1L2Y4L2Q2LzYxNDUtNDQ0NS1iMGFjLTgwMDNmNDc4MzZhMA.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1265  KÃ¸benhavn K,"Frederiksgade 21, 1. sal",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,,2015-07-22,1999-07-01,2015-07-22,Statsautoriseret revisor,,24219666.0,20222670.0,Ãrsrapport,,Iben Larsen,SÃ¸ren Meiling,Eurinver ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,,,KÃ¸benhavn,2014-12-31,2014-01-01,2015-07-22,KÃ¸benhavn,,RevisionspÃ¥tegning,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:5699357,indberetninger-20180424,2.5122432999999997,24219666.0,,2018-03-30T11:15:15.650Z,2015-07-23T09:21:45.140Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-55-VJ,2015-07-23T09:21:45.169Z,,,,,,,,,,,,,,,,,Scott Campbell Macaw
24219666,2014-01-01,2014-12-31,c200,,http://regnskaber.virk.dk/66691242/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzY3LzY3LzVhLzdlNWItNGVkYy04MzJhLTM4YmU4Y2JlMmE2ZA.pdf,http://regnskaber.virk.dk/66691242/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzU1L2Y4L2Q2LzYxNDUtNDQ0NS1iMGFjLTgwMDNmNDc4MzZhMA.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1265  KÃ¸benhavn K,"Frederiksgade 21, 1. sal",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,,2015-07-22,1999-07-01,2015-07-22,Statsautoriseret revisor,,24219666.0,20222670.0,Ãrsrapport,,Iben Larsen,SÃ¸ren Meiling,Eurinver ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,,,,KÃ¸benhavn,2014-12-31,2014-01-01,2015-07-22,KÃ¸benhavn,,RevisionspÃ¥tegning,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:5699357,indberetninger-20180424,2.5122432999999997,24219666.0,,2018-03-30T11:15:15.650Z,2015-07-23T09:21:45.140Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-55-VJ,2015-07-23T09:21:45.169Z,,,,,,,,,,,,,,,,,SÃ¸ren Meiling
24219666,2014-01-01,2014-12-31,c29,,http://regnskaber.virk.dk/66691242/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzY3LzY3LzVhLzdlNWItNGVkYy04MzJhLTM4YmU4Y2JlMmE2ZA.pdf,http://regnskaber.virk.dk/66691242/ZG9rdW1lbnRsYWdlcjovLzAzL2UyLzU1L2Y4L2Q2LzYxNDUtNDQ0NS1iMGFjLTgwMDNmNDc4MzZhMA.xml,1.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1265  KÃ¸benhavn K,"Frederiksgade 21, 1. sal",DK-1561 KÃ¸benhavn V,Havneholmen 29,Regnskabsklasse B,,2015-07-22,1999-07-01,2015-07-22,Statsautoriseret revisor,,24219666.0,20222670.0,Ãrsrapport,,Iben Larsen,SÃ¸ren Meiling,Eurinver ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,,KÃ¸benhavn,252108.0,,,KÃ¸benhavn,2014-12-31,2014-01-01,2015-07-22,KÃ¸benhavn,,RevisionspÃ¥tegning,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:5699357,indberetninger-20180424,2.5122432999999997,24219666.0,,2018-03-30T11:15:15.650Z,2015-07-23T09:21:45.140Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-55-VJ,2015-07-23T09:21:45.169Z,,,,,,,,,,,,,,,,,
