entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,EmployeeBenefitsExpense,ExtraordinaryProfitLossBeforeTax,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContractWorkInProgress,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameOfAuditFirm
34595232,2012-06-12,2013-09-30,c3,http://regnskaber.virk.dk/23259543/Y3ZyLmRrOi8vcGRmcy8zNDU5NTIzMjtBcFM1MTMzMzg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/23259543/Y3ZyLmRrOi8veGJybHMvWC04Q0QwRjRGQS0yMDE0MTIyM18xMDQ0MjZfODcz.xml,Danmark,DK,Svendborg,5700.0,5.0,Abildvej,Faaborg,5600.0,364.0,Svendborgvej,5700 Svendborg,Abildvej 5,Til den daglige ledelse i TÃ¸mrermester Kennet J. Krogh ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-12-18,2014-12-23,49719.0,statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Lejeforpligtelser, kr. 75.000.</p>",1242675.0,-43601.0,1289215.0,14257284.0,34595232.0,1002954504.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Ã. Wulff,Kennet J. Krogh,Kennet J. Krogh,TÃ¸mrermester Kennet J. Krogh ApS,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab,Ãstrup,2012-06-12,2013-09-30,-34425.0,-43601.0,-3179.0,2014-09-30,2013-10-01,40422.0,2014-12-18,Svendborg,-9176.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14679487,indberetninger-20180424,2.5118417999999996,34595232.0,,2018-04-01T07:05:43.284Z,2014-12-23T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-382.175,2014-12-23T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
34595232,2012-06-12,2013-09-30,c5,http://regnskaber.virk.dk/23259543/Y3ZyLmRrOi8vcGRmcy8zNDU5NTIzMjtBcFM1MTMzMzg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/23259543/Y3ZyLmRrOi8veGJybHMvWC04Q0QwRjRGQS0yMDE0MTIyM18xMDQ0MjZfODcz.xml,Danmark,DK,Svendborg,5700.0,5.0,Abildvej,Faaborg,5600.0,364.0,Svendborgvej,5700 Svendborg,Abildvej 5,Til den daglige ledelse i TÃ¸mrermester Kennet J. Krogh ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-12-18,2014-12-23,,statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Lejeforpligtelser, kr. 75.000.</p>",,,,14257284.0,34595232.0,1002954504.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Ã. Wulff,Kennet J. Krogh,Kennet J. Krogh,TÃ¸mrermester Kennet J. Krogh ApS,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab,Ãstrup,2012-06-12,2013-09-30,0.0,,,2014-09-30,2013-10-01,,2014-12-18,Svendborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14679487,indberetninger-20180424,2.5118417999999996,34595232.0,,2018-04-01T07:05:43.284Z,2014-12-23T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-382.175,2014-12-23T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
34595232,2012-06-12,2013-09-30,c7,http://regnskaber.virk.dk/23259543/Y3ZyLmRrOi8vcGRmcy8zNDU5NTIzMjtBcFM1MTMzMzg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/23259543/Y3ZyLmRrOi8veGJybHMvWC04Q0QwRjRGQS0yMDE0MTIyM18xMDQ0MjZfODcz.xml,Danmark,DK,Svendborg,5700.0,5.0,Abildvej,Faaborg,5600.0,364.0,Svendborgvej,5700 Svendborg,Abildvej 5,Til den daglige ledelse i TÃ¸mrermester Kennet J. Krogh ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-12-18,2014-12-23,,statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Lejeforpligtelser, kr. 75.000.</p>",,,,14257284.0,34595232.0,1002954504.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Ã. Wulff,Kennet J. Krogh,Kennet J. Krogh,TÃ¸mrermester Kennet J. Krogh ApS,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab,Ãstrup,2012-06-12,2013-09-30,-34425.0,,,2014-09-30,2013-10-01,,2014-12-18,Svendborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14679487,indberetninger-20180424,2.5118417999999996,34595232.0,,2018-04-01T07:05:43.284Z,2014-12-23T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-382.175,2014-12-23T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
34595232,2013-09-30,2013-09-30,c9,http://regnskaber.virk.dk/23259543/Y3ZyLmRrOi8vcGRmcy8zNDU5NTIzMjtBcFM1MTMzMzg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/23259543/Y3ZyLmRrOi8veGJybHMvWC04Q0QwRjRGQS0yMDE0MTIyM18xMDQ0MjZfODcz.xml,Danmark,DK,Svendborg,5700.0,5.0,Abildvej,Faaborg,5600.0,364.0,Svendborgvej,5700 Svendborg,Abildvej 5,Til den daglige ledelse i TÃ¸mrermester Kennet J. Krogh ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-12-18,2014-12-23,,statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Lejeforpligtelser, kr. 75.000.</p>",,,,14257284.0,34595232.0,1002954504.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Ã. Wulff,Kennet J. Krogh,Kennet J. Krogh,TÃ¸mrermester Kennet J. Krogh ApS,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab,Ãstrup,2012-06-12,2013-09-30,,,,2014-09-30,2013-10-01,,2014-12-18,Svendborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14679487,indberetninger-20180424,2.5118417999999996,34595232.0,,2018-04-01T07:05:43.284Z,2014-12-23T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-382.175,2014-12-23T23:00:00.000Z,1027467.0,76508.0,80000.0,679432.0,9176.0,38588.0,45575.0,348035.0,307220.0,1027467.0,981892.0,348035.0,821687.0,0.0,348035.0,0.0,0.0,0.0,307220.0,-34425.0,16234.0,981892.0,372212.0,0.0,143971.0,247940.0,
34595232,2013-10-01,2014-09-30,c0,http://regnskaber.virk.dk/23259543/Y3ZyLmRrOi8vcGRmcy8zNDU5NTIzMjtBcFM1MTMzMzg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/23259543/Y3ZyLmRrOi8veGJybHMvWC04Q0QwRjRGQS0yMDE0MTIyM18xMDQ0MjZfODcz.xml,Danmark,DK,Svendborg,5700.0,5.0,Abildvej,Faaborg,5600.0,364.0,Svendborgvej,5700 Svendborg,Abildvej 5,Til den daglige ledelse i TÃ¸mrermester Kennet J. Krogh ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-12-18,2014-12-23,41871.0,statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Lejeforpligtelser, kr. 75.000.</p>",1075400.0,642014.0,1780431.0,14257284.0,34595232.0,1002954504.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Ã. Wulff,Kennet J. Krogh,Kennet J. Krogh,TÃ¸mrermester Kennet J. Krogh ApS,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab,Ãstrup,2012-06-12,2013-09-30,487146.0,642014.0,663160.0,2014-09-30,2013-10-01,21146.0,2014-12-18,Svendborg,154868.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14679487,indberetninger-20180424,2.5118417999999996,34595232.0,,2018-04-01T07:05:43.284Z,2014-12-23T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-382.175,2014-12-23T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
34595232,2013-10-01,2014-09-30,c1,http://regnskaber.virk.dk/23259543/Y3ZyLmRrOi8vcGRmcy8zNDU5NTIzMjtBcFM1MTMzMzg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/23259543/Y3ZyLmRrOi8veGJybHMvWC04Q0QwRjRGQS0yMDE0MTIyM18xMDQ0MjZfODcz.xml,Danmark,DK,Svendborg,5700.0,5.0,Abildvej,Faaborg,5600.0,364.0,Svendborgvej,5700 Svendborg,Abildvej 5,Til den daglige ledelse i TÃ¸mrermester Kennet J. Krogh ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-12-18,2014-12-23,,statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Lejeforpligtelser, kr. 75.000.</p>",,,,14257284.0,34595232.0,1002954504.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Ã. Wulff,Kennet J. Krogh,Kennet J. Krogh,TÃ¸mrermester Kennet J. Krogh ApS,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab,Ãstrup,2012-06-12,2013-09-30,,,,2014-09-30,2013-10-01,,2014-12-18,Svendborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14679487,indberetninger-20180424,2.5118417999999996,34595232.0,,2018-04-01T07:05:43.284Z,2014-12-23T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-382.175,2014-12-23T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab
34595232,2013-10-01,2014-09-30,c2,http://regnskaber.virk.dk/23259543/Y3ZyLmRrOi8vcGRmcy8zNDU5NTIzMjtBcFM1MTMzMzg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/23259543/Y3ZyLmRrOi8veGJybHMvWC04Q0QwRjRGQS0yMDE0MTIyM18xMDQ0MjZfODcz.xml,Danmark,DK,Svendborg,5700.0,5.0,Abildvej,Faaborg,5600.0,364.0,Svendborgvej,5700 Svendborg,Abildvej 5,Til den daglige ledelse i TÃ¸mrermester Kennet J. Krogh ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-12-18,2014-12-23,,statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Lejeforpligtelser, kr. 75.000.</p>",,,,14257284.0,34595232.0,1002954504.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Ã. Wulff,Kennet J. Krogh,Kennet J. Krogh,TÃ¸mrermester Kennet J. Krogh ApS,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab,Ãstrup,2012-06-12,2013-09-30,,,,2014-09-30,2013-10-01,,2014-12-18,Svendborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14679487,indberetninger-20180424,2.5118417999999996,34595232.0,,2018-04-01T07:05:43.284Z,2014-12-23T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-382.175,2014-12-23T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
34595232,2013-10-01,2014-09-30,c4,http://regnskaber.virk.dk/23259543/Y3ZyLmRrOi8vcGRmcy8zNDU5NTIzMjtBcFM1MTMzMzg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/23259543/Y3ZyLmRrOi8veGJybHMvWC04Q0QwRjRGQS0yMDE0MTIyM18xMDQ0MjZfODcz.xml,Danmark,DK,Svendborg,5700.0,5.0,Abildvej,Faaborg,5600.0,364.0,Svendborgvej,5700 Svendborg,Abildvej 5,Til den daglige ledelse i TÃ¸mrermester Kennet J. Krogh ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-12-18,2014-12-23,,statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Lejeforpligtelser, kr. 75.000.</p>",,,,14257284.0,34595232.0,1002954504.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Ã. Wulff,Kennet J. Krogh,Kennet J. Krogh,TÃ¸mrermester Kennet J. Krogh ApS,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab,Ãstrup,2012-06-12,2013-09-30,49200.0,,,2014-09-30,2013-10-01,,2014-12-18,Svendborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14679487,indberetninger-20180424,2.5118417999999996,34595232.0,,2018-04-01T07:05:43.284Z,2014-12-23T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-382.175,2014-12-23T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
34595232,2013-10-01,2014-09-30,c6,http://regnskaber.virk.dk/23259543/Y3ZyLmRrOi8vcGRmcy8zNDU5NTIzMjtBcFM1MTMzMzg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/23259543/Y3ZyLmRrOi8veGJybHMvWC04Q0QwRjRGQS0yMDE0MTIyM18xMDQ0MjZfODcz.xml,Danmark,DK,Svendborg,5700.0,5.0,Abildvej,Faaborg,5600.0,364.0,Svendborgvej,5700 Svendborg,Abildvej 5,Til den daglige ledelse i TÃ¸mrermester Kennet J. Krogh ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-12-18,2014-12-23,,statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Lejeforpligtelser, kr. 75.000.</p>",,,,14257284.0,34595232.0,1002954504.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Ã. Wulff,Kennet J. Krogh,Kennet J. Krogh,TÃ¸mrermester Kennet J. Krogh ApS,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab,Ãstrup,2012-06-12,2013-09-30,437946.0,,,2014-09-30,2013-10-01,,2014-12-18,Svendborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14679487,indberetninger-20180424,2.5118417999999996,34595232.0,,2018-04-01T07:05:43.284Z,2014-12-23T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-382.175,2014-12-23T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
34595232,2014-09-30,2014-09-30,c8,http://regnskaber.virk.dk/23259543/Y3ZyLmRrOi8vcGRmcy8zNDU5NTIzMjtBcFM1MTMzMzg7MjAxMzEwMDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/23259543/Y3ZyLmRrOi8veGJybHMvWC04Q0QwRjRGQS0yMDE0MTIyM18xMDQ0MjZfODcz.xml,Danmark,DK,Svendborg,5700.0,5.0,Abildvej,Faaborg,5600.0,364.0,Svendborgvej,5700 Svendborg,Abildvej 5,Til den daglige ledelse i TÃ¸mrermester Kennet J. Krogh ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,Regnskabsklasse B,2014-12-18,2014-12-23,,statsaut. revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Lejeforpligtelser, kr. 75.000.</p>",,,,14257284.0,34595232.0,1002954504.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erik Ã. Wulff,Kennet J. Krogh,Kennet J. Krogh,TÃ¸mrermester Kennet J. Krogh ApS,Erik Ã. Wulff Statsautoriseret Revisionsaktieselskab,Ãstrup,2012-06-12,2013-09-30,,,,2014-09-30,2013-10-01,,2014-12-18,Svendborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14679487,indberetninger-20180424,2.5118417999999996,34595232.0,,2018-04-01T07:05:43.284Z,2014-12-23T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-10-01,14-382.175,2014-12-23T23:00:00.000Z,1499831.0,45605.0,80000.0,1148633.0,0.0,46819.0,532721.0,351198.0,306836.0,1499831.0,890900.0,351198.0,445976.0,18727.0,351198.0,49200.0,76210.0,76210.0,306836.0,403521.0,113759.0,890900.0,841797.0,69482.0,261683.0,730646.0,
