entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,EmployeeBenefitsExpense,GrossResult,IncomeFromOtherLongtermInvestmentsAndReceivables,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,NameOfAuditFirm
67706412,2014-01-01,2014-12-31,c110,,http://regnskaber.virk.dk/21460776/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2MyLzBhL2IyLzNmZTItNDYwZi05NzY1LWU0YjNjZTljYzI3Mg.pdf,http://regnskaber.virk.dk/21460776/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzUzL2Y3LzUwL2ViNDYtNGMzYS1iNjgyLWEzYzMwY2Q1MDQ0ZQ.xml,1.0,Middelfart,5500.0,6.0,Langelandsvej,Middelfart,5500.0,35.0,Algade,5500 Middelfart,Gl. Strandvej 93,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejeren i FarvebÃ¸tten Middelfart ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-05-31,1982-02-26,2016-06-03,Statsautoriseret revisor,20222670.0,67706412.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for FarvebÃ¸tten Middelfart ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Flemming Jensen,Flemming Jensen,Danske Bank,FarvebÃ¸tten Middelfart ApS,BDO Statsautoriseret revisionsaktieselskab,Middelfart,60000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2015-12-31,2015-01-01,2016-05-31,Middelfart,23448810.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22652373,indberetninger-20180424,2.5097342,67706412.0,,2018-03-29T03:50:34.465Z,2016-06-09T11:50:58.862Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-85-VZ,2016-06-09T11:50:58.979Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67706412,2014-01-01,2014-12-31,c90,,http://regnskaber.virk.dk/21460776/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2MyLzBhL2IyLzNmZTItNDYwZi05NzY1LWU0YjNjZTljYzI3Mg.pdf,http://regnskaber.virk.dk/21460776/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzUzL2Y3LzUwL2ViNDYtNGMzYS1iNjgyLWEzYzMwY2Q1MDQ0ZQ.xml,1.0,Middelfart,5500.0,6.0,Langelandsvej,Middelfart,5500.0,35.0,Algade,5500 Middelfart,Gl. Strandvej 93,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejeren i FarvebÃ¸tten Middelfart ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-05-31,1982-02-26,2016-06-03,Statsautoriseret revisor,20222670.0,67706412.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for FarvebÃ¸tten Middelfart ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Flemming Jensen,Flemming Jensen,Danske Bank,FarvebÃ¸tten Middelfart ApS,BDO Statsautoriseret revisionsaktieselskab,Middelfart,60000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2015-12-31,2015-01-01,2016-05-31,Middelfart,23448810.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22652373,indberetninger-20180424,2.5097342,67706412.0,,2018-03-29T03:50:34.465Z,2016-06-09T11:50:58.862Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-85-VZ,2016-06-09T11:50:58.979Z,37000.0,-22000.0,47000.0,0.0,-2000.0,0.0,98000.0,60000.0,15000.0,0.0,0.0,-61000.0,,,,,,,,,,,,,,,,,
67706412,2014-12-31,2014-12-31,c112,,http://regnskaber.virk.dk/21460776/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2MyLzBhL2IyLzNmZTItNDYwZi05NzY1LWU0YjNjZTljYzI3Mg.pdf,http://regnskaber.virk.dk/21460776/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzUzL2Y3LzUwL2ViNDYtNGMzYS1iNjgyLWEzYzMwY2Q1MDQ0ZQ.xml,1.0,Middelfart,5500.0,6.0,Langelandsvej,Middelfart,5500.0,35.0,Algade,5500 Middelfart,Gl. Strandvej 93,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejeren i FarvebÃ¸tten Middelfart ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-05-31,1982-02-26,2016-06-03,Statsautoriseret revisor,20222670.0,67706412.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for FarvebÃ¸tten Middelfart ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Flemming Jensen,Flemming Jensen,Danske Bank,FarvebÃ¸tten Middelfart ApS,BDO Statsautoriseret revisionsaktieselskab,Middelfart,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2015-12-31,2015-01-01,2016-05-31,Middelfart,23448810.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22652373,indberetninger-20180424,2.5097342,67706412.0,,2018-03-29T03:50:34.465Z,2016-06-09T11:50:58.862Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-85-VZ,2016-06-09T11:50:58.979Z,,,,,,,,,,,,,519000.0,11000.0,200000.0,519000.0,492000.0,519000.0,27000.0,486000.0,28000.0,292000.0,-1000.0,486000.0,27000.0,22000.0,20000.0,2000.0,
67706412,2015-01-01,2015-01-01,c252,,http://regnskaber.virk.dk/21460776/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2MyLzBhL2IyLzNmZTItNDYwZi05NzY1LWU0YjNjZTljYzI3Mg.pdf,http://regnskaber.virk.dk/21460776/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzUzL2Y3LzUwL2ViNDYtNGMzYS1iNjgyLWEzYzMwY2Q1MDQ0ZQ.xml,1.0,Middelfart,5500.0,6.0,Langelandsvej,Middelfart,5500.0,35.0,Algade,5500 Middelfart,Gl. Strandvej 93,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejeren i FarvebÃ¸tten Middelfart ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-05-31,1982-02-26,2016-06-03,Statsautoriseret revisor,20222670.0,67706412.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for FarvebÃ¸tten Middelfart ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Flemming Jensen,Flemming Jensen,Danske Bank,FarvebÃ¸tten Middelfart ApS,BDO Statsautoriseret revisionsaktieselskab,Middelfart,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2015-12-31,2015-01-01,2016-05-31,Middelfart,23448810.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22652373,indberetninger-20180424,2.5097342,67706412.0,,2018-03-29T03:50:34.465Z,2016-06-09T11:50:58.862Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-85-VZ,2016-06-09T11:50:58.979Z,,,,,,,,,,,,,,,,,200000.0,,,,,,,,,,,,
67706412,2015-01-01,2015-01-01,c273,,http://regnskaber.virk.dk/21460776/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2MyLzBhL2IyLzNmZTItNDYwZi05NzY1LWU0YjNjZTljYzI3Mg.pdf,http://regnskaber.virk.dk/21460776/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzUzL2Y3LzUwL2ViNDYtNGMzYS1iNjgyLWEzYzMwY2Q1MDQ0ZQ.xml,1.0,Middelfart,5500.0,6.0,Langelandsvej,Middelfart,5500.0,35.0,Algade,5500 Middelfart,Gl. Strandvej 93,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejeren i FarvebÃ¸tten Middelfart ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-05-31,1982-02-26,2016-06-03,Statsautoriseret revisor,20222670.0,67706412.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for FarvebÃ¸tten Middelfart ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Flemming Jensen,Flemming Jensen,Danske Bank,FarvebÃ¸tten Middelfart ApS,BDO Statsautoriseret revisionsaktieselskab,Middelfart,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2015-12-31,2015-01-01,2016-05-31,Middelfart,23448810.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22652373,indberetninger-20180424,2.5097342,67706412.0,,2018-03-29T03:50:34.465Z,2016-06-09T11:50:58.862Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-85-VZ,2016-06-09T11:50:58.979Z,,,,,,,,,,,,,,,,,291870.0,,,,,,,,,,,,
67706412,2015-01-01,2015-01-01,c276,,http://regnskaber.virk.dk/21460776/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2MyLzBhL2IyLzNmZTItNDYwZi05NzY1LWU0YjNjZTljYzI3Mg.pdf,http://regnskaber.virk.dk/21460776/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzUzL2Y3LzUwL2ViNDYtNGMzYS1iNjgyLWEzYzMwY2Q1MDQ0ZQ.xml,1.0,Middelfart,5500.0,6.0,Langelandsvej,Middelfart,5500.0,35.0,Algade,5500 Middelfart,Gl. Strandvej 93,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejeren i FarvebÃ¸tten Middelfart ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-05-31,1982-02-26,2016-06-03,Statsautoriseret revisor,20222670.0,67706412.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for FarvebÃ¸tten Middelfart ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Flemming Jensen,Flemming Jensen,Danske Bank,FarvebÃ¸tten Middelfart ApS,BDO Statsautoriseret revisionsaktieselskab,Middelfart,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2015-12-31,2015-01-01,2016-05-31,Middelfart,23448810.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22652373,indberetninger-20180424,2.5097342,67706412.0,,2018-03-29T03:50:34.465Z,2016-06-09T11:50:58.862Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-85-VZ,2016-06-09T11:50:58.979Z,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
67706412,2015-01-01,2015-12-31,c0,,http://regnskaber.virk.dk/21460776/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2MyLzBhL2IyLzNmZTItNDYwZi05NzY1LWU0YjNjZTljYzI3Mg.pdf,http://regnskaber.virk.dk/21460776/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzUzL2Y3LzUwL2ViNDYtNGMzYS1iNjgyLWEzYzMwY2Q1MDQ0ZQ.xml,1.0,Middelfart,5500.0,6.0,Langelandsvej,Middelfart,5500.0,35.0,Algade,5500 Middelfart,Gl. Strandvej 93,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejeren i FarvebÃ¸tten Middelfart ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-05-31,1982-02-26,2016-06-03,Statsautoriseret revisor,20222670.0,67706412.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for FarvebÃ¸tten Middelfart ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Flemming Jensen,Flemming Jensen,Danske Bank,FarvebÃ¸tten Middelfart ApS,BDO Statsautoriseret revisionsaktieselskab,Middelfart,62857.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2015-12-31,2015-01-01,2016-05-31,Middelfart,23448810.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22652373,indberetninger-20180424,2.5097342,67706412.0,,2018-03-29T03:50:34.465Z,2016-06-09T11:50:58.862Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-85-VZ,2016-06-09T11:50:58.979Z,41964.0,18711.0,2179.0,-499.0,-12.0,15.0,103164.0,62857.0,60675.0,-3552.0,0.0,-57149.0,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab
67706412,2015-01-01,2015-12-31,c1,,http://regnskaber.virk.dk/21460776/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2MyLzBhL2IyLzNmZTItNDYwZi05NzY1LWU0YjNjZTljYzI3Mg.pdf,http://regnskaber.virk.dk/21460776/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzUzL2Y3LzUwL2ViNDYtNGMzYS1iNjgyLWEzYzMwY2Q1MDQ0ZQ.xml,1.0,Middelfart,5500.0,6.0,Langelandsvej,Middelfart,5500.0,35.0,Algade,5500 Middelfart,Gl. Strandvej 93,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejeren i FarvebÃ¸tten Middelfart ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-05-31,1982-02-26,2016-06-03,Statsautoriseret revisor,20222670.0,67706412.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for FarvebÃ¸tten Middelfart ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Flemming Jensen,Flemming Jensen,Danske Bank,FarvebÃ¸tten Middelfart ApS,BDO Statsautoriseret revisionsaktieselskab,Middelfart,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2015-12-31,2015-01-01,2016-05-31,Middelfart,23448810.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22652373,indberetninger-20180424,2.5097342,67706412.0,,2018-03-29T03:50:34.465Z,2016-06-09T11:50:58.862Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-85-VZ,2016-06-09T11:50:58.979Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67706412,2015-01-01,2015-12-31,c109,,http://regnskaber.virk.dk/21460776/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2MyLzBhL2IyLzNmZTItNDYwZi05NzY1LWU0YjNjZTljYzI3Mg.pdf,http://regnskaber.virk.dk/21460776/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzUzL2Y3LzUwL2ViNDYtNGMzYS1iNjgyLWEzYzMwY2Q1MDQ0ZQ.xml,1.0,Middelfart,5500.0,6.0,Langelandsvej,Middelfart,5500.0,35.0,Algade,5500 Middelfart,Gl. Strandvej 93,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejeren i FarvebÃ¸tten Middelfart ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-05-31,1982-02-26,2016-06-03,Statsautoriseret revisor,20222670.0,67706412.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for FarvebÃ¸tten Middelfart ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Flemming Jensen,Flemming Jensen,Danske Bank,FarvebÃ¸tten Middelfart ApS,BDO Statsautoriseret revisionsaktieselskab,Middelfart,62857.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2015-12-31,2015-01-01,2016-05-31,Middelfart,23448810.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22652373,indberetninger-20180424,2.5097342,67706412.0,,2018-03-29T03:50:34.465Z,2016-06-09T11:50:58.862Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-85-VZ,2016-06-09T11:50:58.979Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67706412,2015-01-01,2015-12-31,c274,,http://regnskaber.virk.dk/21460776/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2MyLzBhL2IyLzNmZTItNDYwZi05NzY1LWU0YjNjZTljYzI3Mg.pdf,http://regnskaber.virk.dk/21460776/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzUzL2Y3LzUwL2ViNDYtNGMzYS1iNjgyLWEzYzMwY2Q1MDQ0ZQ.xml,1.0,Middelfart,5500.0,6.0,Langelandsvej,Middelfart,5500.0,35.0,Algade,5500 Middelfart,Gl. Strandvej 93,DK-5500 Middelfart,Langelandsvej 6,Til kapitalejeren i FarvebÃ¸tten Middelfart ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-05-31,1982-02-26,2016-06-03,Statsautoriseret revisor,20222670.0,67706412.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for FarvebÃ¸tten Middelfart ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Claus UrhÃ¸j,Flemming Jensen,Flemming Jensen,Danske Bank,FarvebÃ¸tten Middelfart ApS,BDO Statsautoriseret revisionsaktieselskab,Middelfart,62857.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Middelfart,2015-12-31,2015-01-01,2016-05-31,Middelfart,23448810.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22652373,indberetninger-20180424,2.5097342,67706412.0,,2018-03-29T03:50:34.465Z,2016-06-09T11:50:58.862Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-85-VZ,2016-06-09T11:50:58.979Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
