entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,ImpairmentOfFinancialAssets,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncomeFromGroupEnterprises,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
27117333,2017-01-01,2017-12-31,ID_11,,http://regnskaber.virk.dk/33371172/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzFlLzgxLzc5L2NhM2EtNDgxYS1iNmM4LTBkMjU2MThmNDZjMA.pdf,http://regnskaber.virk.dk/33371172/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2EyLzZiL2QxL2ZjYTktNDQxMy04ZDYwLTZkMWU3Mzg2MmFjOQ.xml,true,"HolbÃ¦k, 4300","Ahlgade52, 1. sal",Til kapitalejerne i Morten Bardrum Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-31,2019-05-31,2003-04-16,2019-05-31,mob@wolmergruppen.dk,33074441.0,27117333.0,33074441.0,mne15369,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Morten Bardrum Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",RenÃ© K. Damgaard,Morten Bardrum,Damgaard Revision,Sparekassen SjÃ¦lland-Fyn,Morten Bardrum Holding ApS,Damgaard Revision,NykÃ¸bing Sj.,2017-01-01,2017-12-31,1505898.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-31,HolbÃ¦k,59911522.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27435713,indberetninger-20180424,2.5124402000000003,27117333.0,AWsujuJSRYGX6_YTIg8b,2019-06-06T20:51:09.408Z,2019-06-06T20:50:43.194Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BL-33-UX,2019-06-06T20:50:43.488Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27117333,2017-01-01,2017-12-31,ID_7,,http://regnskaber.virk.dk/33371172/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzFlLzgxLzc5L2NhM2EtNDgxYS1iNmM4LTBkMjU2MThmNDZjMA.pdf,http://regnskaber.virk.dk/33371172/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2EyLzZiL2QxL2ZjYTktNDQxMy04ZDYwLTZkMWU3Mzg2MmFjOQ.xml,true,"HolbÃ¦k, 4300","Ahlgade52, 1. sal",Til kapitalejerne i Morten Bardrum Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-31,2019-05-31,2003-04-16,2019-05-31,mob@wolmergruppen.dk,33074441.0,27117333.0,33074441.0,mne15369,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Morten Bardrum Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",RenÃ© K. Damgaard,Morten Bardrum,Damgaard Revision,Sparekassen SjÃ¦lland-Fyn,Morten Bardrum Holding ApS,Damgaard Revision,NykÃ¸bing Sj.,2017-01-01,2017-12-31,1855898.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-31,HolbÃ¦k,59911522.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27435713,indberetninger-20180424,2.5124402000000003,27117333.0,AWsujuJSRYGX6_YTIg8b,2019-06-06T20:51:09.408Z,2019-06-06T20:50:43.194Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BL-33-UX,2019-06-06T20:50:43.488Z,-11998.0,844180.0,2650000.0,1577.0,24518.0,1816763.0,-11998.0,-39135.0,,,,,,,,,,,,,,,,,,,,,,
27117333,2017-01-01,2017-12-31,ID_9,,http://regnskaber.virk.dk/33371172/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzFlLzgxLzc5L2NhM2EtNDgxYS1iNmM4LTBkMjU2MThmNDZjMA.pdf,http://regnskaber.virk.dk/33371172/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2EyLzZiL2QxL2ZjYTktNDQxMy04ZDYwLTZkMWU3Mzg2MmFjOQ.xml,true,"HolbÃ¦k, 4300","Ahlgade52, 1. sal",Til kapitalejerne i Morten Bardrum Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-31,2019-05-31,2003-04-16,2019-05-31,mob@wolmergruppen.dk,33074441.0,27117333.0,33074441.0,mne15369,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Morten Bardrum Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",RenÃ© K. Damgaard,Morten Bardrum,Damgaard Revision,Sparekassen SjÃ¦lland-Fyn,Morten Bardrum Holding ApS,Damgaard Revision,NykÃ¸bing Sj.,2017-01-01,2017-12-31,350000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-31,HolbÃ¦k,59911522.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27435713,indberetninger-20180424,2.5124402000000003,27117333.0,AWsujuJSRYGX6_YTIg8b,2019-06-06T20:51:09.408Z,2019-06-06T20:50:43.194Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BL-33-UX,2019-06-06T20:50:43.488Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27117333,2017-12-31,2017-12-31,ID_5,,http://regnskaber.virk.dk/33371172/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzFlLzgxLzc5L2NhM2EtNDgxYS1iNmM4LTBkMjU2MThmNDZjMA.pdf,http://regnskaber.virk.dk/33371172/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2EyLzZiL2QxL2ZjYTktNDQxMy04ZDYwLTZkMWU3Mzg2MmFjOQ.xml,true,"HolbÃ¦k, 4300","Ahlgade52, 1. sal",Til kapitalejerne i Morten Bardrum Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-31,2019-05-31,2003-04-16,2019-05-31,mob@wolmergruppen.dk,33074441.0,27117333.0,33074441.0,mne15369,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Morten Bardrum Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",RenÃ© K. Damgaard,Morten Bardrum,Damgaard Revision,Sparekassen SjÃ¦lland-Fyn,Morten Bardrum Holding ApS,Damgaard Revision,NykÃ¸bing Sj.,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-31,HolbÃ¦k,59911522.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27435713,indberetninger-20180424,2.5124402000000003,27117333.0,AWsujuJSRYGX6_YTIg8b,2019-06-06T20:51:09.408Z,2019-06-06T20:50:43.194Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BL-33-UX,2019-06-06T20:50:43.488Z,,,,,,,,,3234728.0,457443.0,125000.0,2225676.0,1643691.0,3234728.0,1591037.0,1009052.0,242619.0,766433.0,1009052.0,0.0,48273.0,1518691.0,1591037.0,1518493.0,1768233.0,1719960.0,64544.0,0.0,8000.0,
27117333,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/33371172/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzFlLzgxLzc5L2NhM2EtNDgxYS1iNmM4LTBkMjU2MThmNDZjMA.pdf,http://regnskaber.virk.dk/33371172/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2EyLzZiL2QxL2ZjYTktNDQxMy04ZDYwLTZkMWU3Mzg2MmFjOQ.xml,true,"HolbÃ¦k, 4300","Ahlgade52, 1. sal",Til kapitalejerne i Morten Bardrum Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-31,2019-05-31,2003-04-16,2019-05-31,mob@wolmergruppen.dk,33074441.0,27117333.0,33074441.0,mne15369,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Morten Bardrum Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",RenÃ© K. Damgaard,Morten Bardrum,Damgaard Revision,Sparekassen SjÃ¦lland-Fyn,Morten Bardrum Holding ApS,Damgaard Revision,NykÃ¸bing Sj.,2017-01-01,2017-12-31,144388.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-31,HolbÃ¦k,59911522.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27435713,indberetninger-20180424,2.5124402000000003,27117333.0,AWsujuJSRYGX6_YTIg8b,2019-06-06T20:51:09.408Z,2019-06-06T20:50:43.194Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BL-33-UX,2019-06-06T20:50:43.488Z,-11363.0,-135945.0,0.0,2811.0,25906.0,147677.0,-11363.0,3289.0,,,,,,,,,,,,,,,,,,,,,,
27117333,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/33371172/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzFlLzgxLzc5L2NhM2EtNDgxYS1iNmM4LTBkMjU2MThmNDZjMA.pdf,http://regnskaber.virk.dk/33371172/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2EyLzZiL2QxL2ZjYTktNDQxMy04ZDYwLTZkMWU3Mzg2MmFjOQ.xml,true,"HolbÃ¦k, 4300","Ahlgade52, 1. sal",Til kapitalejerne i Morten Bardrum Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-31,2019-05-31,2003-04-16,2019-05-31,mob@wolmergruppen.dk,33074441.0,27117333.0,33074441.0,mne15369,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Morten Bardrum Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",RenÃ© K. Damgaard,Morten Bardrum,Damgaard Revision,Sparekassen SjÃ¦lland-Fyn,Morten Bardrum Holding ApS,Damgaard Revision,NykÃ¸bing Sj.,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-31,HolbÃ¦k,59911522.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27435713,indberetninger-20180424,2.5124402000000003,27117333.0,AWsujuJSRYGX6_YTIg8b,2019-06-06T20:51:09.408Z,2019-06-06T20:50:43.194Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BL-33-UX,2019-06-06T20:50:43.488Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27117333,2018-01-01,2018-12-31,ID_10,,http://regnskaber.virk.dk/33371172/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzFlLzgxLzc5L2NhM2EtNDgxYS1iNmM4LTBkMjU2MThmNDZjMA.pdf,http://regnskaber.virk.dk/33371172/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2EyLzZiL2QxL2ZjYTktNDQxMy04ZDYwLTZkMWU3Mzg2MmFjOQ.xml,true,"HolbÃ¦k, 4300","Ahlgade52, 1. sal",Til kapitalejerne i Morten Bardrum Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-31,2019-05-31,2003-04-16,2019-05-31,mob@wolmergruppen.dk,33074441.0,27117333.0,33074441.0,mne15369,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Morten Bardrum Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",RenÃ© K. Damgaard,Morten Bardrum,Damgaard Revision,Sparekassen SjÃ¦lland-Fyn,Morten Bardrum Holding ApS,Damgaard Revision,NykÃ¸bing Sj.,2017-01-01,2017-12-31,-55612.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-31,HolbÃ¦k,59911522.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27435713,indberetninger-20180424,2.5124402000000003,27117333.0,AWsujuJSRYGX6_YTIg8b,2019-06-06T20:51:09.408Z,2019-06-06T20:50:43.194Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BL-33-UX,2019-06-06T20:50:43.488Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27117333,2018-01-01,2018-12-31,ID_2,,http://regnskaber.virk.dk/33371172/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzFlLzgxLzc5L2NhM2EtNDgxYS1iNmM4LTBkMjU2MThmNDZjMA.pdf,http://regnskaber.virk.dk/33371172/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2EyLzZiL2QxL2ZjYTktNDQxMy04ZDYwLTZkMWU3Mzg2MmFjOQ.xml,true,"HolbÃ¦k, 4300","Ahlgade52, 1. sal",Til kapitalejerne i Morten Bardrum Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-31,2019-05-31,2003-04-16,2019-05-31,mob@wolmergruppen.dk,33074441.0,27117333.0,33074441.0,mne15369,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Morten Bardrum Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",RenÃ© K. Damgaard,Morten Bardrum,Damgaard Revision,Sparekassen SjÃ¦lland-Fyn,Morten Bardrum Holding ApS,Damgaard Revision,NykÃ¸bing Sj.,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-31,HolbÃ¦k,59911522.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27435713,indberetninger-20180424,2.5124402000000003,27117333.0,AWsujuJSRYGX6_YTIg8b,2019-06-06T20:51:09.408Z,2019-06-06T20:50:43.194Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BL-33-UX,2019-06-06T20:50:43.488Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27117333,2018-01-01,2018-12-31,ID_3,,http://regnskaber.virk.dk/33371172/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzFlLzgxLzc5L2NhM2EtNDgxYS1iNmM4LTBkMjU2MThmNDZjMA.pdf,http://regnskaber.virk.dk/33371172/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2EyLzZiL2QxL2ZjYTktNDQxMy04ZDYwLTZkMWU3Mzg2MmFjOQ.xml,true,"HolbÃ¦k, 4300","Ahlgade52, 1. sal",Til kapitalejerne i Morten Bardrum Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-31,2019-05-31,2003-04-16,2019-05-31,mob@wolmergruppen.dk,33074441.0,27117333.0,33074441.0,mne15369,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Morten Bardrum Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",RenÃ© K. Damgaard,Morten Bardrum,Damgaard Revision,Sparekassen SjÃ¦lland-Fyn,Morten Bardrum Holding ApS,Damgaard Revision,NykÃ¸bing Sj.,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-31,HolbÃ¦k,59911522.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27435713,indberetninger-20180424,2.5124402000000003,27117333.0,AWsujuJSRYGX6_YTIg8b,2019-06-06T20:51:09.408Z,2019-06-06T20:50:43.194Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BL-33-UX,2019-06-06T20:50:43.488Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27117333,2018-01-01,2018-12-31,ID_4,,http://regnskaber.virk.dk/33371172/ZG9rdW1lbnRsYWdlcjovLzAzLzkzLzFlLzgxLzc5L2NhM2EtNDgxYS1iNmM4LTBkMjU2MThmNDZjMA.pdf,http://regnskaber.virk.dk/33371172/ZG9rdW1lbnRsYWdlcjovLzAzL2Y3L2EyLzZiL2QxL2ZjYTktNDQxMy04ZDYwLTZkMWU3Mzg2MmFjOQ.xml,true,"HolbÃ¦k, 4300","Ahlgade52, 1. sal",Til kapitalejerne i Morten Bardrum Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-31,2019-05-31,2003-04-16,2019-05-31,mob@wolmergruppen.dk,33074441.0,27117333.0,33074441.0,mne15369,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Morten Bardrum Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",RenÃ© K. Damgaard,Morten Bardrum,Damgaard Revision,Sparekassen SjÃ¦lland-Fyn,Morten Bardrum Holding ApS,Damgaard Revision,NykÃ¸bing Sj.,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-05-31,HolbÃ¦k,59911522.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27435713,indberetninger-20180424,2.5124402000000003,27117333.0,AWsujuJSRYGX6_YTIg8b,2019-06-06T20:51:09.408Z,2019-06-06T20:50:43.194Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BL-33-UX,2019-06-06T20:50:43.488Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morten Bardrum
