entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncomeFromGroupEnterprises,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
34886865,2014-07-01,2015-06-30,ID_2,,http://regnskaber.virk.dk/56868843/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzM4Lzk2LzdiL2QyOWItNGU4Yy1iZTBjLTVkMDVlYzVlZmRlNw.pdf,http://regnskaber.virk.dk/56868843/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2MyLzRjL2VhLzc3YWEtNGMzNi05NjYzLWJjMTMxMWYyZDBkYg.xml,"Hinnerup, 8382",Trigevej 2,Til kapitalejerne i TestrupgÃ¥rd KMR Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr.  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2015 - 30-06-2016.",2016-09-15,2012-12-05,2016-09-15,-6925.0,34886865.0,33501188.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2015 - 30-06-2016 for TestrupgÃ¥rd KMR Holding ApS.,-1713054.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Karen Magrethe Rasmussen,TestrupgÃ¥rd KMR Holding ApS,"LMO Erhvervsrevision A/S, Godkendt revisionsaktieselskab",2120.0,42221.0,2014-07-01,2015-06-30,1688014.0,-1679878.0,"751, Ãrhus",2016-06-30,2015-07-01,2016-09-15,SÃ¸ften,8136.0,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22971092,indberetninger-20180424,2.5122404,34886865.0,,2018-03-28T20:07:19.312Z,2016-09-16T07:34:42.729Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-06-FX,2016-09-16T07:34:42.853Z,,,,,,,,,,,,,,,,,,
34886865,2014-07-01,2015-06-30,ID_4,,http://regnskaber.virk.dk/56868843/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzM4Lzk2LzdiL2QyOWItNGU4Yy1iZTBjLTVkMDVlYzVlZmRlNw.pdf,http://regnskaber.virk.dk/56868843/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2MyLzRjL2VhLzc3YWEtNGMzNi05NjYzLWJjMTMxMWYyZDBkYg.xml,"Hinnerup, 8382",Trigevej 2,Til kapitalejerne i TestrupgÃ¥rd KMR Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr.  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2015 - 30-06-2016.",2016-09-15,2012-12-05,2016-09-15,,34886865.0,33501188.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2015 - 30-06-2016 for TestrupgÃ¥rd KMR Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Karen Magrethe Rasmussen,TestrupgÃ¥rd KMR Holding ApS,"LMO Erhvervsrevision A/S, Godkendt revisionsaktieselskab",,,2014-07-01,2015-06-30,-49900.0,,"751, Ãrhus",2016-06-30,2015-07-01,2016-09-15,SÃ¸ften,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22971092,indberetninger-20180424,2.5122404,34886865.0,,2018-03-28T20:07:19.312Z,2016-09-16T07:34:42.729Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-06-FX,2016-09-16T07:34:42.853Z,,,,,,,,,,,,,,,,,,
34886865,2014-07-01,2015-06-30,ID_6,,http://regnskaber.virk.dk/56868843/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzM4Lzk2LzdiL2QyOWItNGU4Yy1iZTBjLTVkMDVlYzVlZmRlNw.pdf,http://regnskaber.virk.dk/56868843/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2MyLzRjL2VhLzc3YWEtNGMzNi05NjYzLWJjMTMxMWYyZDBkYg.xml,"Hinnerup, 8382",Trigevej 2,Til kapitalejerne i TestrupgÃ¥rd KMR Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr.  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2015 - 30-06-2016.",2016-09-15,2012-12-05,2016-09-15,,34886865.0,33501188.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2015 - 30-06-2016 for TestrupgÃ¥rd KMR Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Karen Magrethe Rasmussen,TestrupgÃ¥rd KMR Holding ApS,"LMO Erhvervsrevision A/S, Godkendt revisionsaktieselskab",,,2014-07-01,2015-06-30,-13485.0,,"751, Ãrhus",2016-06-30,2015-07-01,2016-09-15,SÃ¸ften,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22971092,indberetninger-20180424,2.5122404,34886865.0,,2018-03-28T20:07:19.312Z,2016-09-16T07:34:42.729Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-06-FX,2016-09-16T07:34:42.853Z,,,,,,,,,,,,,,,,,,
34886865,2014-07-01,2015-06-30,ID_8,,http://regnskaber.virk.dk/56868843/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzM4Lzk2LzdiL2QyOWItNGU4Yy1iZTBjLTVkMDVlYzVlZmRlNw.pdf,http://regnskaber.virk.dk/56868843/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2MyLzRjL2VhLzc3YWEtNGMzNi05NjYzLWJjMTMxMWYyZDBkYg.xml,"Hinnerup, 8382",Trigevej 2,Til kapitalejerne i TestrupgÃ¥rd KMR Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr.  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2015 - 30-06-2016.",2016-09-15,2012-12-05,2016-09-15,,34886865.0,33501188.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2015 - 30-06-2016 for TestrupgÃ¥rd KMR Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Karen Magrethe Rasmussen,TestrupgÃ¥rd KMR Holding ApS,"LMO Erhvervsrevision A/S, Godkendt revisionsaktieselskab",,,2014-07-01,2015-06-30,1751399.0,,"751, Ãrhus",2016-06-30,2015-07-01,2016-09-15,SÃ¸ften,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22971092,indberetninger-20180424,2.5122404,34886865.0,,2018-03-28T20:07:19.312Z,2016-09-16T07:34:42.729Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-06-FX,2016-09-16T07:34:42.853Z,,,,,,,,,,,,,,,,,,
34886865,2015-06-30,2015-06-30,ID_10,,http://regnskaber.virk.dk/56868843/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzM4Lzk2LzdiL2QyOWItNGU4Yy1iZTBjLTVkMDVlYzVlZmRlNw.pdf,http://regnskaber.virk.dk/56868843/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2MyLzRjL2VhLzc3YWEtNGMzNi05NjYzLWJjMTMxMWYyZDBkYg.xml,"Hinnerup, 8382",Trigevej 2,Til kapitalejerne i TestrupgÃ¥rd KMR Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr.  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2015 - 30-06-2016.",2016-09-15,2012-12-05,2016-09-15,,34886865.0,33501188.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2015 - 30-06-2016 for TestrupgÃ¥rd KMR Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Karen Magrethe Rasmussen,TestrupgÃ¥rd KMR Holding ApS,"LMO Erhvervsrevision A/S, Godkendt revisionsaktieselskab",,,2014-07-01,2015-06-30,,,"751, Ãrhus",2016-06-30,2015-07-01,2016-09-15,SÃ¸ften,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22971092,indberetninger-20180424,2.5122404,34886865.0,,2018-03-28T20:07:19.312Z,2016-09-16T07:34:42.729Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-06-FX,2016-09-16T07:34:42.853Z,11115061.0,80000.0,1187287.0,11022081.0,11115061.0,92980.0,9927774.0,9927774.0,9927774.0,73295.0,49900.0,10892181.0,92980.0,1187287.0,1187287.0,12185.0,7500.0,
34886865,2015-07-01,2016-06-30,ID_0,,http://regnskaber.virk.dk/56868843/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzM4Lzk2LzdiL2QyOWItNGU4Yy1iZTBjLTVkMDVlYzVlZmRlNw.pdf,http://regnskaber.virk.dk/56868843/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2MyLzRjL2VhLzc3YWEtNGMzNi05NjYzLWJjMTMxMWYyZDBkYg.xml,"Hinnerup, 8382",Trigevej 2,Til kapitalejerne i TestrupgÃ¥rd KMR Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr.  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2015 - 30-06-2016.",2016-09-15,2012-12-05,2016-09-15,-7284.0,34886865.0,33501188.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2015 - 30-06-2016 for TestrupgÃ¥rd KMR Holding ApS.,113688.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Karen Magrethe Rasmussen,TestrupgÃ¥rd KMR Holding ApS,"LMO Erhvervsrevision A/S, Godkendt revisionsaktieselskab",2500.0,47274.0,2014-07-01,2015-06-30,-142950.0,151178.0,"751, Ãrhus",2016-06-30,2015-07-01,2016-09-15,SÃ¸ften,8228.0,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22971092,indberetninger-20180424,2.5122404,34886865.0,,2018-03-28T20:07:19.312Z,2016-09-16T07:34:42.729Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-06-FX,2016-09-16T07:34:42.853Z,,,,,,,,,,,,,,,,,,
34886865,2015-07-01,2016-06-30,ID_1,,http://regnskaber.virk.dk/56868843/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzM4Lzk2LzdiL2QyOWItNGU4Yy1iZTBjLTVkMDVlYzVlZmRlNw.pdf,http://regnskaber.virk.dk/56868843/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2MyLzRjL2VhLzc3YWEtNGMzNi05NjYzLWJjMTMxMWYyZDBkYg.xml,"Hinnerup, 8382",Trigevej 2,Til kapitalejerne i TestrupgÃ¥rd KMR Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr.  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2015 - 30-06-2016.",2016-09-15,2012-12-05,2016-09-15,,34886865.0,33501188.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2015 - 30-06-2016 for TestrupgÃ¥rd KMR Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Karen Magrethe Rasmussen,TestrupgÃ¥rd KMR Holding ApS,"LMO Erhvervsrevision A/S, Godkendt revisionsaktieselskab",,,2014-07-01,2015-06-30,,,"751, Ãrhus",2016-06-30,2015-07-01,2016-09-15,SÃ¸ften,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22971092,indberetninger-20180424,2.5122404,34886865.0,,2018-03-28T20:07:19.312Z,2016-09-16T07:34:42.729Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-06-FX,2016-09-16T07:34:42.853Z,,,,,,,,,,,,,,,,,,Karen Margrethe Rasmussen
34886865,2015-07-01,2016-06-30,ID_11,,http://regnskaber.virk.dk/56868843/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzM4Lzk2LzdiL2QyOWItNGU4Yy1iZTBjLTVkMDVlYzVlZmRlNw.pdf,http://regnskaber.virk.dk/56868843/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2MyLzRjL2VhLzc3YWEtNGMzNi05NjYzLWJjMTMxMWYyZDBkYg.xml,"Hinnerup, 8382",Trigevej 2,Til kapitalejerne i TestrupgÃ¥rd KMR Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr.  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2015 - 30-06-2016.",2016-09-15,2012-12-05,2016-09-15,,34886865.0,33501188.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2015 - 30-06-2016 for TestrupgÃ¥rd KMR Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Karen Magrethe Rasmussen,TestrupgÃ¥rd KMR Holding ApS,"LMO Erhvervsrevision A/S, Godkendt revisionsaktieselskab",,,2014-07-01,2015-06-30,,,"751, Ãrhus",2016-06-30,2015-07-01,2016-09-15,SÃ¸ften,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22971092,indberetninger-20180424,2.5122404,34886865.0,,2018-03-28T20:07:19.312Z,2016-09-16T07:34:42.729Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-06-FX,2016-09-16T07:34:42.853Z,,,,,,,,,,,,,,,,,,
34886865,2015-07-01,2016-06-30,ID_3,,http://regnskaber.virk.dk/56868843/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzM4Lzk2LzdiL2QyOWItNGU4Yy1iZTBjLTVkMDVlYzVlZmRlNw.pdf,http://regnskaber.virk.dk/56868843/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2MyLzRjL2VhLzc3YWEtNGMzNi05NjYzLWJjMTMxMWYyZDBkYg.xml,"Hinnerup, 8382",Trigevej 2,Til kapitalejerne i TestrupgÃ¥rd KMR Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr.  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2015 - 30-06-2016.",2016-09-15,2012-12-05,2016-09-15,,34886865.0,33501188.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2015 - 30-06-2016 for TestrupgÃ¥rd KMR Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Karen Magrethe Rasmussen,TestrupgÃ¥rd KMR Holding ApS,"LMO Erhvervsrevision A/S, Godkendt revisionsaktieselskab",,,2014-07-01,2015-06-30,-50600.0,,"751, Ãrhus",2016-06-30,2015-07-01,2016-09-15,SÃ¸ften,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22971092,indberetninger-20180424,2.5122404,34886865.0,,2018-03-28T20:07:19.312Z,2016-09-16T07:34:42.729Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-06-FX,2016-09-16T07:34:42.853Z,,,,,,,,,,,,,,,,,,
34886865,2015-07-01,2016-06-30,ID_5,,http://regnskaber.virk.dk/56868843/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzM4Lzk2LzdiL2QyOWItNGU4Yy1iZTBjLTVkMDVlYzVlZmRlNw.pdf,http://regnskaber.virk.dk/56868843/ZG9rdW1lbnRsYWdlcjovLzAzL2IyL2MyLzRjL2VhLzc3YWEtNGMzNi05NjYzLWJjMTMxMWYyZDBkYg.xml,"Hinnerup, 8382",Trigevej 2,Til kapitalejerne i TestrupgÃ¥rd KMR Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr.  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2015 - 30-06-2016.",2016-09-15,2012-12-05,2016-09-15,,34886865.0,33501188.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2015 - 30-06-2016 for TestrupgÃ¥rd KMR Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Karen Magrethe Rasmussen,TestrupgÃ¥rd KMR Holding ApS,"LMO Erhvervsrevision A/S, Godkendt revisionsaktieselskab",,,2014-07-01,2015-06-30,0.0,,"751, Ãrhus",2016-06-30,2015-07-01,2016-09-15,SÃ¸ften,,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:22971092,indberetninger-20180424,2.5122404,34886865.0,,2018-03-28T20:07:19.312Z,2016-09-16T07:34:42.729Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BE-06-FX,2016-09-16T07:34:42.853Z,,,,,,,,,,,,,,,,,,
