entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,AdditionsToInvestments,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,IncreaseOfCapital,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermTradePayables
36481080,2015-01-06,2015-01-06,c251,,http://regnskaber.virk.dk/08018463/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzkyL2JmLzM1L2JkMDAtNGQzOC05ZDI2LWU0NDEzY2I0MmM3NQ.pdf,http://regnskaber.virk.dk/08018463/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2E0L2VlLzU4LzVjMTMtNGFlNi1hMWJkLWE0MGJmNGE4MzFjOQ.xml,Danmark,Silkeborg,8600.0,2 B,Ballevej,Horsens,8700.0,10.0,LerskrÃ¦nten,"8600, Silkeborg","Ballevej, 2 B",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-08-15,2017-08-15,2015-01-06,2017-08-16,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,36481080.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Jones Hansen Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",RenÃ© Meilandt Mortensen,Jonas ThÃ¸ger Hansen,Jonas ThÃ¸ger Hansen,"Partner Revision, statsautoriseret revisionsaktieselskab",Jones Hansen Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Horsens,2015-01-06,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,2017-08-15,Silkeborg,86 82 44 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24421178,indberetninger-20180424,2.5116751,36481080,,2018-03-27T13:21:30.677Z,2017-08-18T06:27:42.475Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AR-75-CT,2017-08-18T06:27:42.590Z,,,,,,,,,,,,,,,,,,,,,
36481080,2015-01-06,2015-01-06,c720,,http://regnskaber.virk.dk/08018463/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzkyL2JmLzM1L2JkMDAtNGQzOC05ZDI2LWU0NDEzY2I0MmM3NQ.pdf,http://regnskaber.virk.dk/08018463/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2E0L2VlLzU4LzVjMTMtNGFlNi1hMWJkLWE0MGJmNGE4MzFjOQ.xml,Danmark,Silkeborg,8600.0,2 B,Ballevej,Horsens,8700.0,10.0,LerskrÃ¦nten,"8600, Silkeborg","Ballevej, 2 B",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-08-15,2017-08-15,2015-01-06,2017-08-16,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,36481080.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Jones Hansen Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",RenÃ© Meilandt Mortensen,Jonas ThÃ¸ger Hansen,Jonas ThÃ¸ger Hansen,"Partner Revision, statsautoriseret revisionsaktieselskab",Jones Hansen Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Horsens,2015-01-06,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,2017-08-15,Silkeborg,86 82 44 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24421178,indberetninger-20180424,2.5116751,36481080,,2018-03-27T13:21:30.677Z,2017-08-18T06:27:42.475Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AR-75-CT,2017-08-18T06:27:42.590Z,0.0,,,,,,,,,,,,,,,,,,,,
36481080,2015-01-06,2015-01-06,c741,,http://regnskaber.virk.dk/08018463/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzkyL2JmLzM1L2JkMDAtNGQzOC05ZDI2LWU0NDEzY2I0MmM3NQ.pdf,http://regnskaber.virk.dk/08018463/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2E0L2VlLzU4LzVjMTMtNGFlNi1hMWJkLWE0MGJmNGE4MzFjOQ.xml,Danmark,Silkeborg,8600.0,2 B,Ballevej,Horsens,8700.0,10.0,LerskrÃ¦nten,"8600, Silkeborg","Ballevej, 2 B",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-08-15,2017-08-15,2015-01-06,2017-08-16,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,36481080.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Jones Hansen Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",RenÃ© Meilandt Mortensen,Jonas ThÃ¸ger Hansen,Jonas ThÃ¸ger Hansen,"Partner Revision, statsautoriseret revisionsaktieselskab",Jones Hansen Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Horsens,2015-01-06,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,2017-08-15,Silkeborg,86 82 44 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24421178,indberetninger-20180424,2.5116751,36481080,,2018-03-27T13:21:30.677Z,2017-08-18T06:27:42.475Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AR-75-CT,2017-08-18T06:27:42.590Z,0.0,,,,,,,,,,,,,,,,,,,,
36481080,2015-01-06,2016-06-30,c123,,http://regnskaber.virk.dk/08018463/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzkyL2JmLzM1L2JkMDAtNGQzOC05ZDI2LWU0NDEzY2I0MmM3NQ.pdf,http://regnskaber.virk.dk/08018463/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2E0L2VlLzU4LzVjMTMtNGFlNi1hMWJkLWE0MGJmNGE4MzFjOQ.xml,Danmark,Silkeborg,8600.0,2 B,Ballevej,Horsens,8700.0,10.0,LerskrÃ¦nten,"8600, Silkeborg","Ballevej, 2 B",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-08-15,2017-08-15,2015-01-06,2017-08-16,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,36481080.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Jones Hansen Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",RenÃ© Meilandt Mortensen,Jonas ThÃ¸ger Hansen,Jonas ThÃ¸ger Hansen,"Partner Revision, statsautoriseret revisionsaktieselskab",Jones Hansen Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Horsens,2015-01-06,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,2017-08-15,Silkeborg,86 82 44 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24421178,indberetninger-20180424,2.5116751,36481080,,2018-03-27T13:21:30.677Z,2017-08-18T06:27:42.475Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AR-75-CT,2017-08-18T06:27:42.590Z,,-5670.0,,,,,,,,,,,,,,,,,,,
36481080,2015-01-06,2016-06-30,c252,,http://regnskaber.virk.dk/08018463/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzkyL2JmLzM1L2JkMDAtNGQzOC05ZDI2LWU0NDEzY2I0MmM3NQ.pdf,http://regnskaber.virk.dk/08018463/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2E0L2VlLzU4LzVjMTMtNGFlNi1hMWJkLWE0MGJmNGE4MzFjOQ.xml,Danmark,Silkeborg,8600.0,2 B,Ballevej,Horsens,8700.0,10.0,LerskrÃ¦nten,"8600, Silkeborg","Ballevej, 2 B",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-08-15,2017-08-15,2015-01-06,2017-08-16,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,36481080.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Jones Hansen Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",RenÃ© Meilandt Mortensen,Jonas ThÃ¸ger Hansen,Jonas ThÃ¸ger Hansen,"Partner Revision, statsautoriseret revisionsaktieselskab",Jones Hansen Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Horsens,2015-01-06,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,2017-08-15,Silkeborg,86 82 44 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24421178,indberetninger-20180424,2.5116751,36481080,,2018-03-27T13:21:30.677Z,2017-08-18T06:27:42.475Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AR-75-CT,2017-08-18T06:27:42.590Z,,,50000.0,,,,,,,,,,,,,,,,,,
36481080,2015-01-06,2016-06-30,c3,,http://regnskaber.virk.dk/08018463/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzkyL2JmLzM1L2JkMDAtNGQzOC05ZDI2LWU0NDEzY2I0MmM3NQ.pdf,http://regnskaber.virk.dk/08018463/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2E0L2VlLzU4LzVjMTMtNGFlNi1hMWJkLWE0MGJmNGE4MzFjOQ.xml,Danmark,Silkeborg,8600.0,2 B,Ballevej,Horsens,8700.0,10.0,LerskrÃ¦nten,"8600, Silkeborg","Ballevej, 2 B",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-08-15,2017-08-15,2015-01-06,2017-08-16,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,36481080.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Jones Hansen Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",RenÃ© Meilandt Mortensen,Jonas ThÃ¸ger Hansen,Jonas ThÃ¸ger Hansen,"Partner Revision, statsautoriseret revisionsaktieselskab",Jones Hansen Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Horsens,2015-01-06,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,2017-08-15,Silkeborg,86 82 44 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24421178,indberetninger-20180424,2.5116751,36481080,,2018-03-27T13:21:30.677Z,2017-08-18T06:27:42.475Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AR-75-CT,2017-08-18T06:27:42.590Z,,-5670.0,,-5670.0,0.0,-5670.0,-5670.0,,,,,,,,,,,,,,
36481080,2015-01-06,2016-06-30,c721,,http://regnskaber.virk.dk/08018463/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzkyL2JmLzM1L2JkMDAtNGQzOC05ZDI2LWU0NDEzY2I0MmM3NQ.pdf,http://regnskaber.virk.dk/08018463/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2E0L2VlLzU4LzVjMTMtNGFlNi1hMWJkLWE0MGJmNGE4MzFjOQ.xml,Danmark,Silkeborg,8600.0,2 B,Ballevej,Horsens,8700.0,10.0,LerskrÃ¦nten,"8600, Silkeborg","Ballevej, 2 B",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-08-15,2017-08-15,2015-01-06,2017-08-16,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,36481080.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Jones Hansen Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",RenÃ© Meilandt Mortensen,Jonas ThÃ¸ger Hansen,Jonas ThÃ¸ger Hansen,"Partner Revision, statsautoriseret revisionsaktieselskab",Jones Hansen Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Horsens,2015-01-06,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,2017-08-15,Silkeborg,86 82 44 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24421178,indberetninger-20180424,2.5116751,36481080,,2018-03-27T13:21:30.677Z,2017-08-18T06:27:42.475Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AR-75-CT,2017-08-18T06:27:42.590Z,,,,,,,,53170.0,,,,,,,,,,,,,
36481080,2015-01-06,2016-06-30,c742,,http://regnskaber.virk.dk/08018463/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzkyL2JmLzM1L2JkMDAtNGQzOC05ZDI2LWU0NDEzY2I0MmM3NQ.pdf,http://regnskaber.virk.dk/08018463/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2E0L2VlLzU4LzVjMTMtNGFlNi1hMWJkLWE0MGJmNGE4MzFjOQ.xml,Danmark,Silkeborg,8600.0,2 B,Ballevej,Horsens,8700.0,10.0,LerskrÃ¦nten,"8600, Silkeborg","Ballevej, 2 B",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-08-15,2017-08-15,2015-01-06,2017-08-16,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,36481080.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Jones Hansen Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",RenÃ© Meilandt Mortensen,Jonas ThÃ¸ger Hansen,Jonas ThÃ¸ger Hansen,"Partner Revision, statsautoriseret revisionsaktieselskab",Jones Hansen Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Horsens,2015-01-06,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,2017-08-15,Silkeborg,86 82 44 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24421178,indberetninger-20180424,2.5116751,36481080,,2018-03-27T13:21:30.677Z,2017-08-18T06:27:42.475Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AR-75-CT,2017-08-18T06:27:42.590Z,,-5670.0,,,,,,,,,,,,,,,,,,,
36481080,2016-06-30,2016-06-30,c253,,http://regnskaber.virk.dk/08018463/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzkyL2JmLzM1L2JkMDAtNGQzOC05ZDI2LWU0NDEzY2I0MmM3NQ.pdf,http://regnskaber.virk.dk/08018463/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2E0L2VlLzU4LzVjMTMtNGFlNi1hMWJkLWE0MGJmNGE4MzFjOQ.xml,Danmark,Silkeborg,8600.0,2 B,Ballevej,Horsens,8700.0,10.0,LerskrÃ¦nten,"8600, Silkeborg","Ballevej, 2 B",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-08-15,2017-08-15,2015-01-06,2017-08-16,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,36481080.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Jones Hansen Holding ApS.,Ãrsrapport,50000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",RenÃ© Meilandt Mortensen,Jonas ThÃ¸ger Hansen,Jonas ThÃ¸ger Hansen,"Partner Revision, statsautoriseret revisionsaktieselskab",Jones Hansen Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Horsens,2015-01-06,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,2017-08-15,Silkeborg,86 82 44 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24421178,indberetninger-20180424,2.5116751,36481080,,2018-03-27T13:21:30.677Z,2017-08-18T06:27:42.475Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AR-75-CT,2017-08-18T06:27:42.590Z,,,,,,,,,50000.0,,,,,,,,,,,,
36481080,2016-06-30,2016-06-30,c4,,http://regnskaber.virk.dk/08018463/ZG9rdW1lbnRsYWdlcjovLzAzLzY3LzkyL2JmLzM1L2JkMDAtNGQzOC05ZDI2LWU0NDEzY2I0MmM3NQ.pdf,http://regnskaber.virk.dk/08018463/ZG9rdW1lbnRsYWdlcjovLzAzLzczL2E0L2VlLzU4LzVjMTMtNGFlNi1hMWJkLWE0MGJmNGE4MzFjOQ.xml,Danmark,Silkeborg,8600.0,2 B,Ballevej,Horsens,8700.0,10.0,LerskrÃ¦nten,"8600, Silkeborg","Ballevej, 2 B",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2016/17 for opfyldt.,2017-08-15,2017-08-15,2015-01-06,2017-08-16,statsautoriseret revisor,Andre eksterne omkostninger omfatter omkostninger til administration.,15807776.0,36481080.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Jones Hansen Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",RenÃ© Meilandt Mortensen,Jonas ThÃ¸ger Hansen,Jonas ThÃ¸ger Hansen,"Partner Revision, statsautoriseret revisionsaktieselskab",Jones Hansen Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Horsens,2015-01-06,2016-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-06-30,2016-07-01,2017-08-15,Silkeborg,86 82 44 00,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24421178,indberetninger-20180424,2.5116751,36481080,,2018-03-27T13:21:30.677Z,2017-08-18T06:27:42.475Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AR-75-CT,2017-08-18T06:27:42.590Z,47500.0,,,,,,,,50000.0,50000.0,0.0,53170.0,0.0,50000.0,2500.0,50000.0,50000.0,0.0,-5670.0,2500.0,2500.0
