entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,ImpairmentOfFinancialAssets,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermPayables,OtherShorttermPayables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradeReceivables,DividendPaid,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard
28117884,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/48871182/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzlkLzAxL2E0LzdiZjItNDJkMi05MTJjLTA2MGFkYzI4MjQ5NA.xhtml,http://regnskaber.virk.dk/48871182/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzEyLzEwL2UyL2Q1NDctNGEzMi05ZGJiLTAxMDRhYjNmYjg1Ng.pdf,http://regnskaber.virk.dk/48871182/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzhkLzQxLzA1LzhjYWMtNGQxMy1hNmUyLTBiNmFhZTA0NjBjOQ.xml,Danmark,DK,Roskilde,"4, 1",Hovedvejen,MÃ¥lÃ¸v,2760.0,7.0,Ved GershÃ¸j,4000 Roskilde,Hovedvejen 4,Til den daglige ledelse i TIJO TEK ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-24,2016-04-06,Registreret revisor,466491.0,28117884.0,1008543298.0,39000.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Iben Green Madsen,Joen Luplau,Jyske Bank A/S,TIJO TEK ApS,Iben Green Madsen,79175.0,0.0,MÃ¥lÃ¸v,2014-01-01,2014-12-31,259058.0,348316.0,466491.0,2015-12-31,2015-01-01,2016-03-24,Roskilde,89258.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22187091,indberetninger-20180424,2.5955422,28117884,,2018-03-28T16:21:52.963Z,2016-04-06T13:43:42.124Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-85-WV,2016-04-06T13:43:42.399Z,,,,,,,,,,,,,,,,,,,,,,,,
28117884,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/48871182/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzlkLzAxL2E0LzdiZjItNDJkMi05MTJjLTA2MGFkYzI4MjQ5NA.xhtml,http://regnskaber.virk.dk/48871182/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzEyLzEwL2UyL2Q1NDctNGEzMi05ZGJiLTAxMDRhYjNmYjg1Ng.pdf,http://regnskaber.virk.dk/48871182/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzhkLzQxLzA1LzhjYWMtNGQxMy1hNmUyLTBiNmFhZTA0NjBjOQ.xml,Danmark,DK,Roskilde,"4, 1",Hovedvejen,MÃ¥lÃ¸v,2760.0,7.0,Ved GershÃ¸j,4000 Roskilde,Hovedvejen 4,Til den daglige ledelse i TIJO TEK ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-24,2016-04-06,Registreret revisor,,28117884.0,1008543298.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Iben Green Madsen,Joen Luplau,Jyske Bank A/S,TIJO TEK ApS,Iben Green Madsen,,,MÃ¥lÃ¸v,2014-01-01,2014-12-31,259058.0,,,2015-12-31,2015-01-01,2016-03-24,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22187091,indberetninger-20180424,2.5955422,28117884,,2018-03-28T16:21:52.963Z,2016-04-06T13:43:42.124Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-85-WV,2016-04-06T13:43:42.399Z,,,,,,,,,,,,,,,,,,,,,,,,
28117884,2014-12-31,2014-12-31,c8,http://regnskaber.virk.dk/48871182/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzlkLzAxL2E0LzdiZjItNDJkMi05MTJjLTA2MGFkYzI4MjQ5NA.xhtml,http://regnskaber.virk.dk/48871182/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzEyLzEwL2UyL2Q1NDctNGEzMi05ZGJiLTAxMDRhYjNmYjg1Ng.pdf,http://regnskaber.virk.dk/48871182/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzhkLzQxLzA1LzhjYWMtNGQxMy1hNmUyLTBiNmFhZTA0NjBjOQ.xml,Danmark,DK,Roskilde,"4, 1",Hovedvejen,MÃ¥lÃ¸v,2760.0,7.0,Ved GershÃ¸j,4000 Roskilde,Hovedvejen 4,Til den daglige ledelse i TIJO TEK ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-24,2016-04-06,Registreret revisor,,28117884.0,1008543298.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Iben Green Madsen,Joen Luplau,Jyske Bank A/S,TIJO TEK ApS,Iben Green Madsen,,,MÃ¥lÃ¸v,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-24,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22187091,indberetninger-20180424,2.5955422,28117884,,2018-03-28T16:21:52.963Z,2016-04-06T13:43:42.124Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-85-WV,2016-04-06T13:43:42.399Z,176796.0,26796.0,250000.0,176796.0,-1524362.0,176796.0,1701158.0,0.0,0.0,357004.0,0.0,357004.0,34973.0,-1774362.0,1210818.0,1344154.0,9104.0,150000.0,89259.0,150000.0,,,,
28117884,2015-01-01,2015-01-01,c10,http://regnskaber.virk.dk/48871182/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzlkLzAxL2E0LzdiZjItNDJkMi05MTJjLTA2MGFkYzI4MjQ5NA.xhtml,http://regnskaber.virk.dk/48871182/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzEyLzEwL2UyL2Q1NDctNGEzMi05ZGJiLTAxMDRhYjNmYjg1Ng.pdf,http://regnskaber.virk.dk/48871182/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzhkLzQxLzA1LzhjYWMtNGQxMy1hNmUyLTBiNmFhZTA0NjBjOQ.xml,Danmark,DK,Roskilde,"4, 1",Hovedvejen,MÃ¥lÃ¸v,2760.0,7.0,Ved GershÃ¸j,4000 Roskilde,Hovedvejen 4,Til den daglige ledelse i TIJO TEK ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-24,2016-04-06,Registreret revisor,,28117884.0,1008543298.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Iben Green Madsen,Joen Luplau,Jyske Bank A/S,TIJO TEK ApS,Iben Green Madsen,,,MÃ¥lÃ¸v,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-24,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22187091,indberetninger-20180424,2.5955422,28117884,,2018-03-28T16:21:52.963Z,2016-04-06T13:43:42.124Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-85-WV,2016-04-06T13:43:42.399Z,,,,,-1774362.0,,,,,,,,,,,,,,,,,,,
28117884,2015-01-01,2015-01-01,c11,http://regnskaber.virk.dk/48871182/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzlkLzAxL2E0LzdiZjItNDJkMi05MTJjLTA2MGFkYzI4MjQ5NA.xhtml,http://regnskaber.virk.dk/48871182/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzEyLzEwL2UyL2Q1NDctNGEzMi05ZGJiLTAxMDRhYjNmYjg1Ng.pdf,http://regnskaber.virk.dk/48871182/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzhkLzQxLzA1LzhjYWMtNGQxMy1hNmUyLTBiNmFhZTA0NjBjOQ.xml,Danmark,DK,Roskilde,"4, 1",Hovedvejen,MÃ¥lÃ¸v,2760.0,7.0,Ved GershÃ¸j,4000 Roskilde,Hovedvejen 4,Til den daglige ledelse i TIJO TEK ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-24,2016-04-06,Registreret revisor,,28117884.0,1008543298.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Iben Green Madsen,Joen Luplau,Jyske Bank A/S,TIJO TEK ApS,Iben Green Madsen,,,MÃ¥lÃ¸v,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-24,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22187091,indberetninger-20180424,2.5955422,28117884,,2018-03-28T16:21:52.963Z,2016-04-06T13:43:42.124Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-85-WV,2016-04-06T13:43:42.399Z,,,,,0.0,,,,,,,,,,,,,,,,,,,
28117884,2015-01-01,2015-01-01,c12,http://regnskaber.virk.dk/48871182/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzlkLzAxL2E0LzdiZjItNDJkMi05MTJjLTA2MGFkYzI4MjQ5NA.xhtml,http://regnskaber.virk.dk/48871182/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzEyLzEwL2UyL2Q1NDctNGEzMi05ZGJiLTAxMDRhYjNmYjg1Ng.pdf,http://regnskaber.virk.dk/48871182/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzhkLzQxLzA1LzhjYWMtNGQxMy1hNmUyLTBiNmFhZTA0NjBjOQ.xml,Danmark,DK,Roskilde,"4, 1",Hovedvejen,MÃ¥lÃ¸v,2760.0,7.0,Ved GershÃ¸j,4000 Roskilde,Hovedvejen 4,Til den daglige ledelse i TIJO TEK ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-24,2016-04-06,Registreret revisor,,28117884.0,1008543298.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Iben Green Madsen,Joen Luplau,Jyske Bank A/S,TIJO TEK ApS,Iben Green Madsen,,,MÃ¥lÃ¸v,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-24,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22187091,indberetninger-20180424,2.5955422,28117884,,2018-03-28T16:21:52.963Z,2016-04-06T13:43:42.124Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-85-WV,2016-04-06T13:43:42.399Z,,,,,-1524362.0,,,,,,,,,,,,,,,,,,,
28117884,2015-01-01,2015-01-01,c9,http://regnskaber.virk.dk/48871182/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzlkLzAxL2E0LzdiZjItNDJkMi05MTJjLTA2MGFkYzI4MjQ5NA.xhtml,http://regnskaber.virk.dk/48871182/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzEyLzEwL2UyL2Q1NDctNGEzMi05ZGJiLTAxMDRhYjNmYjg1Ng.pdf,http://regnskaber.virk.dk/48871182/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzhkLzQxLzA1LzhjYWMtNGQxMy1hNmUyLTBiNmFhZTA0NjBjOQ.xml,Danmark,DK,Roskilde,"4, 1",Hovedvejen,MÃ¥lÃ¸v,2760.0,7.0,Ved GershÃ¸j,4000 Roskilde,Hovedvejen 4,Til den daglige ledelse i TIJO TEK ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-24,2016-04-06,Registreret revisor,,28117884.0,1008543298.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Iben Green Madsen,Joen Luplau,Jyske Bank A/S,TIJO TEK ApS,Iben Green Madsen,,,MÃ¥lÃ¸v,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-24,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22187091,indberetninger-20180424,2.5955422,28117884,,2018-03-28T16:21:52.963Z,2016-04-06T13:43:42.124Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-85-WV,2016-04-06T13:43:42.399Z,,,,,250000.0,,,,,,,,,,,,,,,,,,,
28117884,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/48871182/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzlkLzAxL2E0LzdiZjItNDJkMi05MTJjLTA2MGFkYzI4MjQ5NA.xhtml,http://regnskaber.virk.dk/48871182/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzEyLzEwL2UyL2Q1NDctNGEzMi05ZGJiLTAxMDRhYjNmYjg1Ng.pdf,http://regnskaber.virk.dk/48871182/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzhkLzQxLzA1LzhjYWMtNGQxMy1hNmUyLTBiNmFhZTA0NjBjOQ.xml,Danmark,DK,Roskilde,"4, 1",Hovedvejen,MÃ¥lÃ¸v,2760.0,7.0,Ved GershÃ¸j,4000 Roskilde,Hovedvejen 4,Til den daglige ledelse i TIJO TEK ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-24,2016-04-06,Registreret revisor,468000.0,28117884.0,1008543298.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Iben Green Madsen,Joen Luplau,Jyske Bank A/S,TIJO TEK ApS,Iben Green Madsen,72726.0,59.0,MÃ¥lÃ¸v,2014-01-01,2014-12-31,315093.0,395333.0,468000.0,2015-12-31,2015-01-01,2016-03-24,Roskilde,80240.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22187091,indberetninger-20180424,2.5955422,28117884,,2018-03-28T16:21:52.963Z,2016-04-06T13:43:42.124Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-85-WV,2016-04-06T13:43:42.399Z,,,,,,,,,,,,,,,,,,,,,0.0,,,
28117884,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/48871182/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzlkLzAxL2E0LzdiZjItNDJkMi05MTJjLTA2MGFkYzI4MjQ5NA.xhtml,http://regnskaber.virk.dk/48871182/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzEyLzEwL2UyL2Q1NDctNGEzMi05ZGJiLTAxMDRhYjNmYjg1Ng.pdf,http://regnskaber.virk.dk/48871182/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzhkLzQxLzA1LzhjYWMtNGQxMy1hNmUyLTBiNmFhZTA0NjBjOQ.xml,Danmark,DK,Roskilde,"4, 1",Hovedvejen,MÃ¥lÃ¸v,2760.0,7.0,Ved GershÃ¸j,4000 Roskilde,Hovedvejen 4,Til den daglige ledelse i TIJO TEK ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-24,2016-04-06,Registreret revisor,,28117884.0,1008543298.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Iben Green Madsen,Joen Luplau,Jyske Bank A/S,TIJO TEK ApS,Iben Green Madsen,,,MÃ¥lÃ¸v,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-24,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22187091,indberetninger-20180424,2.5955422,28117884,,2018-03-28T16:21:52.963Z,2016-04-06T13:43:42.124Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-85-WV,2016-04-06T13:43:42.399Z,,,,,,,,,,,,,,,,,,,,,,52886252.0,IGM REVISION V/IBEN GREEN MADSEN,
28117884,2015-01-01,2015-12-31,c13,http://regnskaber.virk.dk/48871182/ZG9rdW1lbnRsYWdlcjovLzAzL2EzLzlkLzAxL2E0LzdiZjItNDJkMi05MTJjLTA2MGFkYzI4MjQ5NA.xhtml,http://regnskaber.virk.dk/48871182/ZG9rdW1lbnRsYWdlcjovLzAzLzgwLzEyLzEwL2UyL2Q1NDctNGEzMi05ZGJiLTAxMDRhYjNmYjg1Ng.pdf,http://regnskaber.virk.dk/48871182/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzhkLzQxLzA1LzhjYWMtNGQxMy1hNmUyLTBiNmFhZTA0NjBjOQ.xml,Danmark,DK,Roskilde,"4, 1",Hovedvejen,MÃ¥lÃ¸v,2760.0,7.0,Ved GershÃ¸j,4000 Roskilde,Hovedvejen 4,Til den daglige ledelse i TIJO TEK ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-24,2016-04-06,Registreret revisor,,28117884.0,1008543298.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Iben Green Madsen,Joen Luplau,Jyske Bank A/S,TIJO TEK ApS,Iben Green Madsen,,,MÃ¥lÃ¸v,2014-01-01,2014-12-31,0.0,,,2015-12-31,2015-01-01,2016-03-24,Roskilde,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22187091,indberetninger-20180424,2.5955422,28117884,,2018-03-28T16:21:52.963Z,2016-04-06T13:43:42.124Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AS-85-WV,2016-04-06T13:43:42.399Z,,,,,,,,,,,,,,,,,,,,,0.0,,,
