entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermContractWorkInProgressLiabilities,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
26655463,2016-10-01,2017-09-30,ID_10,,http://regnskaber.virk.dk/36455662/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2Q5L2EwL2MwL2JhY2MtNDZkNC1iYmE4LTRjZmYxYTIwYTViZg.pdf,http://regnskaber.virk.dk/36455662/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzkxLzMzL2E4L2Y4NWItNGY0My05M2RkLTBmZDI5NjY2YTY1Yg.xml,true,"Frederikssund, 3600","Ny Ãstergade 7,2",Til kapitalejerne i Stener & Larsen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2017 - 30-09-2018.",2018-12-03,2018-12-03,2002-06-20,2019-01-02,258330.0,68216214.0,26655463.0,68216214.0,mne718,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2017 - 30-09-2018 for Stener & Larsen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole KallesÃ¸e,Glen Hilt,OBK Revision,Sydbank,Stener & Larsen ApS,"OBK Revision, Registreret Revisor ApS",486.0,5808.0,10056.0,KvistgÃ¥rd,2016-10-01,2017-09-30,213495.0,273709.0,258330.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HelsingÃ¸r, 217",2018-09-30,2017-10-01,false,2018-12-03,Frederikssund,60214.0,45 76 01 07,RevisionspÃ¥tegning,urn:ofk:oid:26521530,indberetninger-20180424,2.5117111,26655463.0,AWgPrppcet7j816DxlLv,2019-01-02T17:49:01.074Z,2019-01-02T17:48:46.351Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AA-12-MT,2019-01-02T17:48:46.621Z,,,,,,,,,,,,,,,,,,,,,,
26655463,2016-10-01,2017-09-30,ID_12,,http://regnskaber.virk.dk/36455662/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2Q5L2EwL2MwL2JhY2MtNDZkNC1iYmE4LTRjZmYxYTIwYTViZg.pdf,http://regnskaber.virk.dk/36455662/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzkxLzMzL2E4L2Y4NWItNGY0My05M2RkLTBmZDI5NjY2YTY1Yg.xml,true,"Frederikssund, 3600","Ny Ãstergade 7,2",Til kapitalejerne i Stener & Larsen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2017 - 30-09-2018.",2018-12-03,2018-12-03,2002-06-20,2019-01-02,,68216214.0,26655463.0,68216214.0,mne718,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2017 - 30-09-2018 for Stener & Larsen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole KallesÃ¸e,Glen Hilt,OBK Revision,Sydbank,Stener & Larsen ApS,"OBK Revision, Registreret Revisor ApS",,,,KvistgÃ¥rd,2016-10-01,2017-09-30,-213495.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HelsingÃ¸r, 217",2018-09-30,2017-10-01,false,2018-12-03,Frederikssund,,45 76 01 07,RevisionspÃ¥tegning,urn:ofk:oid:26521530,indberetninger-20180424,2.5117111,26655463.0,AWgPrppcet7j816DxlLv,2019-01-02T17:49:01.074Z,2019-01-02T17:48:46.351Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AA-12-MT,2019-01-02T17:48:46.621Z,,,,,,,,,,,,,,,,,,,,,,
26655463,2016-10-01,2017-09-30,ID_14,,http://regnskaber.virk.dk/36455662/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2Q5L2EwL2MwL2JhY2MtNDZkNC1iYmE4LTRjZmYxYTIwYTViZg.pdf,http://regnskaber.virk.dk/36455662/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzkxLzMzL2E4L2Y4NWItNGY0My05M2RkLTBmZDI5NjY2YTY1Yg.xml,true,"Frederikssund, 3600","Ny Ãstergade 7,2",Til kapitalejerne i Stener & Larsen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2017 - 30-09-2018.",2018-12-03,2018-12-03,2002-06-20,2019-01-02,,68216214.0,26655463.0,68216214.0,mne718,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2017 - 30-09-2018 for Stener & Larsen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole KallesÃ¸e,Glen Hilt,OBK Revision,Sydbank,Stener & Larsen ApS,"OBK Revision, Registreret Revisor ApS",,,,KvistgÃ¥rd,2016-10-01,2017-09-30,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HelsingÃ¸r, 217",2018-09-30,2017-10-01,false,2018-12-03,Frederikssund,,45 76 01 07,RevisionspÃ¥tegning,urn:ofk:oid:26521530,indberetninger-20180424,2.5117111,26655463.0,AWgPrppcet7j816DxlLv,2019-01-02T17:49:01.074Z,2019-01-02T17:48:46.351Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AA-12-MT,2019-01-02T17:48:46.621Z,,,,,,,,,,,,,,,,,,,,,,
26655463,2016-10-01,2017-09-30,ID_9,,http://regnskaber.virk.dk/36455662/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2Q5L2EwL2MwL2JhY2MtNDZkNC1iYmE4LTRjZmYxYTIwYTViZg.pdf,http://regnskaber.virk.dk/36455662/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzkxLzMzL2E4L2Y4NWItNGY0My05M2RkLTBmZDI5NjY2YTY1Yg.xml,true,"Frederikssund, 3600","Ny Ãstergade 7,2",Til kapitalejerne i Stener & Larsen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2017 - 30-09-2018.",2018-12-03,2018-12-03,2002-06-20,2019-01-02,,68216214.0,26655463.0,68216214.0,mne718,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2017 - 30-09-2018 for Stener & Larsen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole KallesÃ¸e,Glen Hilt,OBK Revision,Sydbank,Stener & Larsen ApS,"OBK Revision, Registreret Revisor ApS",,,,KvistgÃ¥rd,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HelsingÃ¸r, 217",2018-09-30,2017-10-01,false,2018-12-03,Frederikssund,,45 76 01 07,RevisionspÃ¥tegning,urn:ofk:oid:26521530,indberetninger-20180424,2.5117111,26655463.0,AWgPrppcet7j816DxlLv,2019-01-02T17:49:01.074Z,2019-01-02T17:48:46.351Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AA-12-MT,2019-01-02T17:48:46.621Z,1.0,,,,,,,,,,,,,,,,,,,,,
26655463,2017-09-30,2017-09-30,ID_7,,http://regnskaber.virk.dk/36455662/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2Q5L2EwL2MwL2JhY2MtNDZkNC1iYmE4LTRjZmYxYTIwYTViZg.pdf,http://regnskaber.virk.dk/36455662/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzkxLzMzL2E4L2Y4NWItNGY0My05M2RkLTBmZDI5NjY2YTY1Yg.xml,true,"Frederikssund, 3600","Ny Ãstergade 7,2",Til kapitalejerne i Stener & Larsen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2017 - 30-09-2018.",2018-12-03,2018-12-03,2002-06-20,2019-01-02,,68216214.0,26655463.0,68216214.0,mne718,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2017 - 30-09-2018 for Stener & Larsen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole KallesÃ¸e,Glen Hilt,OBK Revision,Sydbank,Stener & Larsen ApS,"OBK Revision, Registreret Revisor ApS",,,,KvistgÃ¥rd,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HelsingÃ¸r, 217",2018-09-30,2017-10-01,false,2018-12-03,Frederikssund,,45 76 01 07,RevisionspÃ¥tegning,urn:ofk:oid:26521530,indberetninger-20180424,2.5117111,26655463.0,AWgPrppcet7j816DxlLv,2019-01-02T17:49:01.074Z,2019-01-02T17:48:46.351Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AA-12-MT,2019-01-02T17:48:46.621Z,,1179833.0,86388.0,125000.0,1179833.0,945437.0,465068.0,1179833.0,234396.0,465068.0,128708.0,0.0,820437.0,2135.0,234396.0,628377.0,344877.0,60214.0,43339.0,283500.0,,
26655463,2017-10-01,2018-09-30,ID_0,,http://regnskaber.virk.dk/36455662/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2Q5L2EwL2MwL2JhY2MtNDZkNC1iYmE4LTRjZmYxYTIwYTViZg.pdf,http://regnskaber.virk.dk/36455662/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzkxLzMzL2E4L2Y4NWItNGY0My05M2RkLTBmZDI5NjY2YTY1Yg.xml,true,"Frederikssund, 3600","Ny Ãstergade 7,2",Til kapitalejerne i Stener & Larsen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2017 - 30-09-2018.",2018-12-03,2018-12-03,2002-06-20,2019-01-02,363468.0,68216214.0,26655463.0,68216214.0,mne718,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2017 - 30-09-2018 for Stener & Larsen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole KallesÃ¸e,Glen Hilt,OBK Revision,Sydbank,Stener & Larsen ApS,"OBK Revision, Registreret Revisor ApS",-694.0,10200.0,17552.0,KvistgÃ¥rd,2016-10-01,2017-09-30,305696.0,391914.0,363468.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HelsingÃ¸r, 217",2018-09-30,2017-10-01,false,2018-12-03,Frederikssund,86218.0,45 76 01 07,RevisionspÃ¥tegning,urn:ofk:oid:26521530,indberetninger-20180424,2.5117111,26655463.0,AWgPrppcet7j816DxlLv,2019-01-02T17:49:01.074Z,2019-01-02T17:48:46.351Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AA-12-MT,2019-01-02T17:48:46.621Z,,,,,,,,,,,,,,,,,,,,,,
26655463,2017-10-01,2018-09-30,ID_1,,http://regnskaber.virk.dk/36455662/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2Q5L2EwL2MwL2JhY2MtNDZkNC1iYmE4LTRjZmYxYTIwYTViZg.pdf,http://regnskaber.virk.dk/36455662/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzkxLzMzL2E4L2Y4NWItNGY0My05M2RkLTBmZDI5NjY2YTY1Yg.xml,true,"Frederikssund, 3600","Ny Ãstergade 7,2",Til kapitalejerne i Stener & Larsen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2017 - 30-09-2018.",2018-12-03,2018-12-03,2002-06-20,2019-01-02,,68216214.0,26655463.0,68216214.0,mne718,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2017 - 30-09-2018 for Stener & Larsen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole KallesÃ¸e,Glen Hilt,OBK Revision,Sydbank,Stener & Larsen ApS,"OBK Revision, Registreret Revisor ApS",,,,KvistgÃ¥rd,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HelsingÃ¸r, 217",2018-09-30,2017-10-01,false,2018-12-03,Frederikssund,,45 76 01 07,RevisionspÃ¥tegning,urn:ofk:oid:26521530,indberetninger-20180424,2.5117111,26655463.0,AWgPrppcet7j816DxlLv,2019-01-02T17:49:01.074Z,2019-01-02T17:48:46.351Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AA-12-MT,2019-01-02T17:48:46.621Z,,,,,,,,,,,,,,,,,,,,,,
26655463,2017-10-01,2018-09-30,ID_11,,http://regnskaber.virk.dk/36455662/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2Q5L2EwL2MwL2JhY2MtNDZkNC1iYmE4LTRjZmYxYTIwYTViZg.pdf,http://regnskaber.virk.dk/36455662/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzkxLzMzL2E4L2Y4NWItNGY0My05M2RkLTBmZDI5NjY2YTY1Yg.xml,true,"Frederikssund, 3600","Ny Ãstergade 7,2",Til kapitalejerne i Stener & Larsen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2017 - 30-09-2018.",2018-12-03,2018-12-03,2002-06-20,2019-01-02,,68216214.0,26655463.0,68216214.0,mne718,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2017 - 30-09-2018 for Stener & Larsen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole KallesÃ¸e,Glen Hilt,OBK Revision,Sydbank,Stener & Larsen ApS,"OBK Revision, Registreret Revisor ApS",,,,KvistgÃ¥rd,2016-10-01,2017-09-30,194304.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HelsingÃ¸r, 217",2018-09-30,2017-10-01,false,2018-12-03,Frederikssund,,45 76 01 07,RevisionspÃ¥tegning,urn:ofk:oid:26521530,indberetninger-20180424,2.5117111,26655463.0,AWgPrppcet7j816DxlLv,2019-01-02T17:49:01.074Z,2019-01-02T17:48:46.351Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AA-12-MT,2019-01-02T17:48:46.621Z,,,,,,,,,,,,,,,,,,,,,,
26655463,2017-10-01,2018-09-30,ID_13,,http://regnskaber.virk.dk/36455662/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2Q5L2EwL2MwL2JhY2MtNDZkNC1iYmE4LTRjZmYxYTIwYTViZg.pdf,http://regnskaber.virk.dk/36455662/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzkxLzMzL2E4L2Y4NWItNGY0My05M2RkLTBmZDI5NjY2YTY1Yg.xml,true,"Frederikssund, 3600","Ny Ãstergade 7,2",Til kapitalejerne i Stener & Larsen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2017 - 30-09-2018.",2018-12-03,2018-12-03,2002-06-20,2019-01-02,,68216214.0,26655463.0,68216214.0,mne718,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2017 - 30-09-2018 for Stener & Larsen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole KallesÃ¸e,Glen Hilt,OBK Revision,Sydbank,Stener & Larsen ApS,"OBK Revision, Registreret Revisor ApS",,,,KvistgÃ¥rd,2016-10-01,2017-09-30,-500000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HelsingÃ¸r, 217",2018-09-30,2017-10-01,false,2018-12-03,Frederikssund,,45 76 01 07,RevisionspÃ¥tegning,urn:ofk:oid:26521530,indberetninger-20180424,2.5117111,26655463.0,AWgPrppcet7j816DxlLv,2019-01-02T17:49:01.074Z,2019-01-02T17:48:46.351Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AA-12-MT,2019-01-02T17:48:46.621Z,,,,,,,,,,,,,,,,,,,,,,
26655463,2017-10-01,2018-09-30,ID_2,,http://regnskaber.virk.dk/36455662/ZG9rdW1lbnRsYWdlcjovLzAzL2M5L2Q5L2EwL2MwL2JhY2MtNDZkNC1iYmE4LTRjZmYxYTIwYTViZg.pdf,http://regnskaber.virk.dk/36455662/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzkxLzMzL2E4L2Y4NWItNGY0My05M2RkLTBmZDI5NjY2YTY1Yg.xml,true,"Frederikssund, 3600","Ny Ãstergade 7,2",Til kapitalejerne i Stener & Larsen ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-09-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-10-2017 - 30-09-2018.",2018-12-03,2018-12-03,2002-06-20,2019-01-02,,68216214.0,26655463.0,68216214.0,mne718,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-10-2017 - 30-09-2018 for Stener & Larsen ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole KallesÃ¸e,Glen Hilt,OBK Revision,Sydbank,Stener & Larsen ApS,"OBK Revision, Registreret Revisor ApS",,,,KvistgÃ¥rd,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"HelsingÃ¸r, 217",2018-09-30,2017-10-01,false,2018-12-03,Frederikssund,,45 76 01 07,RevisionspÃ¥tegning,urn:ofk:oid:26521530,indberetninger-20180424,2.5117111,26655463.0,AWgPrppcet7j816DxlLv,2019-01-02T17:49:01.074Z,2019-01-02T17:48:46.351Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AA-12-MT,2019-01-02T17:48:46.621Z,,,,,,,,,,,,,,,,,,,,,,
