entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,InterestExpenseAssignedToGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,AddressOfAuditorCountry,EmailOfAuditor,NameAndSurnameOfMemberOfSupervisoryBoard,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm,TelephoneNumberOfAuditor
29822964,2017-01-01,2017-12-31,c120,,http://regnskaber.virk.dk/46922892/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2U1L2QzLzM3LzgyYjgtNDIyYS1hOWE2LWJkN2Q1YTdmNDlhNA.pdf,http://regnskaber.virk.dk/46922892/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2I3L2ZlLzU2L2FjMjAtNGFkMC04YmFlLTZhNGZkZDRlOGZmZg.xml,Aalborg,9000.0,"9,1.",Bispensgade,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 30. april 2019.",2019-09-07,2019-09-07,2019-09-07,Andre eksterne omkostninger omfatter omkostninger til administration.,29822964.0,29442789.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 30. april 2019 for Wagner Holding Aalborg 2 ApS.,Ãrsrapporten for Wagner Holding Aalborg 2 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed. Herudover har virksomheden valgt at fÃ¸lge enkelte regler for klasse C-virksomheder.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Sven Wagner Pedersen,Sven Wagner Pedersen,Wagner Holding Aalborg 2 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2017-01-01,2017-12-31,-40000.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-04-30,2018-01-01,2019-09-07,Aalborg,RevisionspÃ¥tegning,urn:ofk:oid:27817174,indberetninger-20180424,2.5118417999999996,29822964.0,AW0lw_igIXJRhhXBNlYq,2019-09-12T13:58:18.781Z,2019-09-12T13:57:42.646Z,regnskab,0.0,,2019-04-30,2018-01-01,X19-CU-11-MT,2019-09-12T13:57:42.784Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29822964,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/46922892/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2U1L2QzLzM3LzgyYjgtNDIyYS1hOWE2LWJkN2Q1YTdmNDlhNA.pdf,http://regnskaber.virk.dk/46922892/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2I3L2ZlLzU2L2FjMjAtNGFkMC04YmFlLTZhNGZkZDRlOGZmZg.xml,Aalborg,9000.0,"9,1.",Bispensgade,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 30. april 2019.",2019-09-07,2019-09-07,2019-09-07,Andre eksterne omkostninger omfatter omkostninger til administration.,29822964.0,29442789.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 30. april 2019 for Wagner Holding Aalborg 2 ApS.,Ãrsrapporten for Wagner Holding Aalborg 2 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed. Herudover har virksomheden valgt at fÃ¸lge enkelte regler for klasse C-virksomheder.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Sven Wagner Pedersen,Sven Wagner Pedersen,Wagner Holding Aalborg 2 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2017-01-01,2017-12-31,14327000.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-04-30,2018-01-01,2019-09-07,Aalborg,RevisionspÃ¥tegning,urn:ofk:oid:27817174,indberetninger-20180424,2.5118417999999996,29822964.0,AW0lw_igIXJRhhXBNlYq,2019-09-12T13:58:18.781Z,2019-09-12T13:57:42.646Z,regnskab,0.0,,2019-04-30,2018-01-01,X19-CU-11-MT,2019-09-12T13:57:42.784Z,-11000.0,14367000.0,0.0,29000.0,0.0,29000.0,14327000.0,-11000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29822964,2017-01-01,2017-12-31,c459,,http://regnskaber.virk.dk/46922892/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2U1L2QzLzM3LzgyYjgtNDIyYS1hOWE2LWJkN2Q1YTdmNDlhNA.pdf,http://regnskaber.virk.dk/46922892/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2I3L2ZlLzU2L2FjMjAtNGFkMC04YmFlLTZhNGZkZDRlOGZmZg.xml,Aalborg,9000.0,"9,1.",Bispensgade,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 30. april 2019.",2019-09-07,2019-09-07,2019-09-07,Andre eksterne omkostninger omfatter omkostninger til administration.,29822964.0,29442789.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 30. april 2019 for Wagner Holding Aalborg 2 ApS.,Ãrsrapporten for Wagner Holding Aalborg 2 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed. Herudover har virksomheden valgt at fÃ¸lge enkelte regler for klasse C-virksomheder.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Sven Wagner Pedersen,Sven Wagner Pedersen,Wagner Holding Aalborg 2 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2017-01-01,2017-12-31,14367000.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-04-30,2018-01-01,2019-09-07,Aalborg,RevisionspÃ¥tegning,urn:ofk:oid:27817174,indberetninger-20180424,2.5118417999999996,29822964.0,AW0lw_igIXJRhhXBNlYq,2019-09-12T13:58:18.781Z,2019-09-12T13:57:42.646Z,regnskab,0.0,,2019-04-30,2018-01-01,X19-CU-11-MT,2019-09-12T13:57:42.784Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29822964,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/46922892/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2U1L2QzLzM3LzgyYjgtNDIyYS1hOWE2LWJkN2Q1YTdmNDlhNA.pdf,http://regnskaber.virk.dk/46922892/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2I3L2ZlLzU2L2FjMjAtNGFkMC04YmFlLTZhNGZkZDRlOGZmZg.xml,Aalborg,9000.0,"9,1.",Bispensgade,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 30. april 2019.",2019-09-07,2019-09-07,2019-09-07,Andre eksterne omkostninger omfatter omkostninger til administration.,29822964.0,29442789.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 30. april 2019 for Wagner Holding Aalborg 2 ApS.,Ãrsrapporten for Wagner Holding Aalborg 2 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed. Herudover har virksomheden valgt at fÃ¸lge enkelte regler for klasse C-virksomheder.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Sven Wagner Pedersen,Sven Wagner Pedersen,Wagner Holding Aalborg 2 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2017-01-01,2017-12-31,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-04-30,2018-01-01,2019-09-07,Aalborg,RevisionspÃ¥tegning,urn:ofk:oid:27817174,indberetninger-20180424,2.5118417999999996,29822964.0,AW0lw_igIXJRhhXBNlYq,2019-09-12T13:58:18.781Z,2019-09-12T13:57:42.646Z,regnskab,0.0,,2019-04-30,2018-01-01,X19-CU-11-MT,2019-09-12T13:57:42.784Z,,,,,,,,,,83513000.0,300000.0,2277000.0,81751000.0,83513000.0,1762000.0,81236000.0,81236000.0,81236000.0,1762000.0,71829000.0,9622000.0,1762000.0,0.0,2277000.0,977000.0,1300000.0,,,,,,,,,,,,,
29822964,2018-01-01,2019-04-30,c1,,http://regnskaber.virk.dk/46922892/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2U1L2QzLzM3LzgyYjgtNDIyYS1hOWE2LWJkN2Q1YTdmNDlhNA.pdf,http://regnskaber.virk.dk/46922892/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2I3L2ZlLzU2L2FjMjAtNGFkMC04YmFlLTZhNGZkZDRlOGZmZg.xml,Aalborg,9000.0,"9,1.",Bispensgade,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 30. april 2019.",2019-09-07,2019-09-07,2019-09-07,Andre eksterne omkostninger omfatter omkostninger til administration.,29822964.0,29442789.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 30. april 2019 for Wagner Holding Aalborg 2 ApS.,Ãrsrapporten for Wagner Holding Aalborg 2 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed. Herudover har virksomheden valgt at fÃ¸lge enkelte regler for klasse C-virksomheder.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Sven Wagner Pedersen,Sven Wagner Pedersen,Wagner Holding Aalborg 2 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2017-01-01,2017-12-31,16440176.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-04-30,2018-01-01,2019-09-07,Aalborg,RevisionspÃ¥tegning,urn:ofk:oid:27817174,indberetninger-20180424,2.5118417999999996,29822964.0,AW0lw_igIXJRhhXBNlYq,2019-09-12T13:58:18.781Z,2019-09-12T13:57:42.646Z,regnskab,0.0,,2019-04-30,2018-01-01,X19-CU-11-MT,2019-09-12T13:57:42.784Z,-9725.0,16461947.0,15866.0,29903.0,1300.0,14037.0,16423619.0,-9725.0,-16557.0,,,,,,,,,,,,,,,,,,Danmark,aalborg@redmark.dk,,,,,,,,,,,
29822964,2018-01-01,2019-04-30,c111,,http://regnskaber.virk.dk/46922892/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2U1L2QzLzM3LzgyYjgtNDIyYS1hOWE2LWJkN2Q1YTdmNDlhNA.pdf,http://regnskaber.virk.dk/46922892/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2I3L2ZlLzU2L2FjMjAtNGFkMC04YmFlLTZhNGZkZDRlOGZmZg.xml,Aalborg,9000.0,"9,1.",Bispensgade,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 30. april 2019.",2019-09-07,2019-09-07,2019-09-07,Andre eksterne omkostninger omfatter omkostninger til administration.,29822964.0,29442789.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 30. april 2019 for Wagner Holding Aalborg 2 ApS.,Ãrsrapporten for Wagner Holding Aalborg 2 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed. Herudover har virksomheden valgt at fÃ¸lge enkelte regler for klasse C-virksomheder.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Sven Wagner Pedersen,Sven Wagner Pedersen,Wagner Holding Aalborg 2 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2017-01-01,2017-12-31,16461947.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-04-30,2018-01-01,2019-09-07,Aalborg,RevisionspÃ¥tegning,urn:ofk:oid:27817174,indberetninger-20180424,2.5118417999999996,29822964.0,AW0lw_igIXJRhhXBNlYq,2019-09-12T13:58:18.781Z,2019-09-12T13:57:42.646Z,regnskab,0.0,,2019-04-30,2018-01-01,X19-CU-11-MT,2019-09-12T13:57:42.784Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29822964,2018-01-01,2019-04-30,c119,,http://regnskaber.virk.dk/46922892/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2U1L2QzLzM3LzgyYjgtNDIyYS1hOWE2LWJkN2Q1YTdmNDlhNA.pdf,http://regnskaber.virk.dk/46922892/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2I3L2ZlLzU2L2FjMjAtNGFkMC04YmFlLTZhNGZkZDRlOGZmZg.xml,Aalborg,9000.0,"9,1.",Bispensgade,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 30. april 2019.",2019-09-07,2019-09-07,2019-09-07,Andre eksterne omkostninger omfatter omkostninger til administration.,29822964.0,29442789.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 30. april 2019 for Wagner Holding Aalborg 2 ApS.,Ãrsrapporten for Wagner Holding Aalborg 2 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed. Herudover har virksomheden valgt at fÃ¸lge enkelte regler for klasse C-virksomheder.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Sven Wagner Pedersen,Sven Wagner Pedersen,Wagner Holding Aalborg 2 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2017-01-01,2017-12-31,-21771.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-04-30,2018-01-01,2019-09-07,Aalborg,RevisionspÃ¥tegning,urn:ofk:oid:27817174,indberetninger-20180424,2.5118417999999996,29822964.0,AW0lw_igIXJRhhXBNlYq,2019-09-12T13:58:18.781Z,2019-09-12T13:57:42.646Z,regnskab,0.0,,2019-04-30,2018-01-01,X19-CU-11-MT,2019-09-12T13:57:42.784Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29822964,2018-01-01,2019-04-30,c31,,http://regnskaber.virk.dk/46922892/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2U1L2QzLzM3LzgyYjgtNDIyYS1hOWE2LWJkN2Q1YTdmNDlhNA.pdf,http://regnskaber.virk.dk/46922892/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2I3L2ZlLzU2L2FjMjAtNGFkMC04YmFlLTZhNGZkZDRlOGZmZg.xml,Aalborg,9000.0,"9,1.",Bispensgade,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 30. april 2019.",2019-09-07,2019-09-07,2019-09-07,Andre eksterne omkostninger omfatter omkostninger til administration.,29822964.0,29442789.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 30. april 2019 for Wagner Holding Aalborg 2 ApS.,Ãrsrapporten for Wagner Holding Aalborg 2 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed. Herudover har virksomheden valgt at fÃ¸lge enkelte regler for klasse C-virksomheder.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Sven Wagner Pedersen,Sven Wagner Pedersen,Wagner Holding Aalborg 2 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2017-01-01,2017-12-31,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-04-30,2018-01-01,2019-09-07,Aalborg,RevisionspÃ¥tegning,urn:ofk:oid:27817174,indberetninger-20180424,2.5118417999999996,29822964.0,AW0lw_igIXJRhhXBNlYq,2019-09-12T13:58:18.781Z,2019-09-12T13:57:42.646Z,regnskab,0.0,,2019-04-30,2018-01-01,X19-CU-11-MT,2019-09-12T13:57:42.784Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trine Wagner,,,,,,,,,,
29822964,2018-01-01,2019-04-30,c47,,http://regnskaber.virk.dk/46922892/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2U1L2QzLzM3LzgyYjgtNDIyYS1hOWE2LWJkN2Q1YTdmNDlhNA.pdf,http://regnskaber.virk.dk/46922892/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2I3L2ZlLzU2L2FjMjAtNGFkMC04YmFlLTZhNGZkZDRlOGZmZg.xml,Aalborg,9000.0,"9,1.",Bispensgade,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 30. april 2019.",2019-09-07,2019-09-07,2019-09-07,Andre eksterne omkostninger omfatter omkostninger til administration.,29822964.0,29442789.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 30. april 2019 for Wagner Holding Aalborg 2 ApS.,Ãrsrapporten for Wagner Holding Aalborg 2 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed. Herudover har virksomheden valgt at fÃ¸lge enkelte regler for klasse C-virksomheder.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Sven Wagner Pedersen,Sven Wagner Pedersen,Wagner Holding Aalborg 2 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2017-01-01,2017-12-31,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-04-30,2018-01-01,2019-09-07,Aalborg,RevisionspÃ¥tegning,urn:ofk:oid:27817174,indberetninger-20180424,2.5118417999999996,29822964.0,AW0lw_igIXJRhhXBNlYq,2019-09-12T13:58:18.781Z,2019-09-12T13:57:42.646Z,regnskab,0.0,,2019-04-30,2018-01-01,X19-CU-11-MT,2019-09-12T13:57:42.784Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Louise Wagner Christensen,,,,,,,,,,
29822964,2018-01-01,2019-04-30,c48,,http://regnskaber.virk.dk/46922892/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2U1L2QzLzM3LzgyYjgtNDIyYS1hOWE2LWJkN2Q1YTdmNDlhNA.pdf,http://regnskaber.virk.dk/46922892/ZG9rdW1lbnRsYWdlcjovLzAzLzA1L2I3L2ZlLzU2L2FjMjAtNGFkMC04YmFlLTZhNGZkZDRlOGZmZg.xml,Aalborg,9000.0,"9,1.",Bispensgade,"9000, Aalborg","Hasseris Bymidte, 6",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 30. april 2019.",2019-09-07,2019-09-07,2019-09-07,Andre eksterne omkostninger omfatter omkostninger til administration.,29822964.0,29442789.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 30. april 2019 for Wagner Holding Aalborg 2 ApS.,Ãrsrapporten for Wagner Holding Aalborg 2 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed. Herudover har virksomheden valgt at fÃ¸lge enkelte regler for klasse C-virksomheder.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Sven Wagner Pedersen,Sven Wagner Pedersen,Wagner Holding Aalborg 2 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Aalborg,2017-01-01,2017-12-31,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2019-04-30,2018-01-01,2019-09-07,Aalborg,RevisionspÃ¥tegning,urn:ofk:oid:27817174,indberetninger-20180424,2.5118417999999996,29822964.0,AW0lw_igIXJRhhXBNlYq,2019-09-12T13:58:18.781Z,2019-09-12T13:57:42.646Z,regnskab,0.0,,2019-04-30,2018-01-01,X19-CU-11-MT,2019-09-12T13:57:42.784Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helle Wagner Pedersen,,,,,,,,,,
