entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,IncomeFromOtherLongtermInvestmentsAndReceivables,ProfitLossFromOrdinaryActivitiesBeforeTax,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermReceivables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
31632285,2015-01-01,2015-12-31,ID_11,,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzA0Lzg2L2U2Lzg4MjMtNDkyNS1iMTM1LWRmN2QzYmU0ZGU3ZQ.pdf,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzE0LzBmL2RmL2IxLzJlYTMtNGNjNi1iNWVjLWQxMjk1NjFlMWE0OA.xml,false,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i K73 Sachsen Invest ApS,Regnskabsklasse B,2017-04-24,2017-04-24,2017-05-18,35486178.0,31632285.0,35486178.0,Ãrsrapport,Ib FerlÃ¸v Schwensen,Ib FerlÃ¸v Schwensen,RevisionsFirmaet Edelbo,K73 Sachsen Invest ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",Faxe Ladeplads,2015-01-01,2015-12-31,238341.0,"faxe, 320",2016-12-31,2016-01-01,false,2017-04-24,Svendborg,RevisionspÃ¥tegning,urn:ofk:oid:23912715,indberetninger-20180424,2.5124402000000003,31632285,,2018-03-28T05:13:32.119Z,2017-05-22T12:57:01.617Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-76-VB,2017-05-22T12:57:01.941Z,,,,,,,,,,,,,,,,,,,,,,
31632285,2015-01-01,2015-12-31,ID_8,,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzA0Lzg2L2U2Lzg4MjMtNDkyNS1iMTM1LWRmN2QzYmU0ZGU3ZQ.pdf,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzE0LzBmL2RmL2IxLzJlYTMtNGNjNi1iNWVjLWQxMjk1NjFlMWE0OA.xml,false,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i K73 Sachsen Invest ApS,Regnskabsklasse B,2017-04-24,2017-04-24,2017-05-18,35486178.0,31632285.0,35486178.0,Ãrsrapport,Ib FerlÃ¸v Schwensen,Ib FerlÃ¸v Schwensen,RevisionsFirmaet Edelbo,K73 Sachsen Invest ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",Faxe Ladeplads,2015-01-01,2015-12-31,-253374.0,"faxe, 320",2016-12-31,2016-01-01,false,2017-04-24,Svendborg,RevisionspÃ¥tegning,urn:ofk:oid:23912715,indberetninger-20180424,2.5124402000000003,31632285,,2018-03-28T05:13:32.119Z,2017-05-22T12:57:01.617Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-76-VB,2017-05-22T12:57:01.941Z,-15033.0,-238341.0,-253374.0,,,,,,,,,,,,,,,,,,,
31632285,2015-01-01,2015-12-31,ID_9,,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzA0Lzg2L2U2Lzg4MjMtNDkyNS1iMTM1LWRmN2QzYmU0ZGU3ZQ.pdf,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzE0LzBmL2RmL2IxLzJlYTMtNGNjNi1iNWVjLWQxMjk1NjFlMWE0OA.xml,false,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i K73 Sachsen Invest ApS,Regnskabsklasse B,2017-04-24,2017-04-24,2017-05-18,35486178.0,31632285.0,35486178.0,Ãrsrapport,Ib FerlÃ¸v Schwensen,Ib FerlÃ¸v Schwensen,RevisionsFirmaet Edelbo,K73 Sachsen Invest ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",Faxe Ladeplads,2015-01-01,2015-12-31,15033.0,"faxe, 320",2016-12-31,2016-01-01,false,2017-04-24,Svendborg,RevisionspÃ¥tegning,urn:ofk:oid:23912715,indberetninger-20180424,2.5124402000000003,31632285,,2018-03-28T05:13:32.119Z,2017-05-22T12:57:01.617Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-76-VB,2017-05-22T12:57:01.941Z,,,,,,,,,,,,,,,,,,,,,,
31632285,2015-12-31,2015-12-31,ID_7,,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzA0Lzg2L2U2Lzg4MjMtNDkyNS1iMTM1LWRmN2QzYmU0ZGU3ZQ.pdf,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzE0LzBmL2RmL2IxLzJlYTMtNGNjNi1iNWVjLWQxMjk1NjFlMWE0OA.xml,false,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i K73 Sachsen Invest ApS,Regnskabsklasse B,2017-04-24,2017-04-24,2017-05-18,35486178.0,31632285.0,35486178.0,Ãrsrapport,Ib FerlÃ¸v Schwensen,Ib FerlÃ¸v Schwensen,RevisionsFirmaet Edelbo,K73 Sachsen Invest ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",Faxe Ladeplads,2015-01-01,2015-12-31,,"faxe, 320",2016-12-31,2016-01-01,false,2017-04-24,Svendborg,RevisionspÃ¥tegning,urn:ofk:oid:23912715,indberetninger-20180424,2.5124402000000003,31632285,,2018-03-28T05:13:32.119Z,2017-05-22T12:57:01.617Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-76-VB,2017-05-22T12:57:01.941Z,,,,4003467.0,9792.0,3305000.0,437617.0,3731295.0,4003467.0,272172.0,3565850.0,3565850.0,3565850.0,427825.0,880850.0,-454555.0,272172.0,263047.0,427825.0,9125.0,,
31632285,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzA0Lzg2L2U2Lzg4MjMtNDkyNS1iMTM1LWRmN2QzYmU0ZGU3ZQ.pdf,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzE0LzBmL2RmL2IxLzJlYTMtNGNjNi1iNWVjLWQxMjk1NjFlMWE0OA.xml,false,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i K73 Sachsen Invest ApS,Regnskabsklasse B,2017-04-24,2017-04-24,2017-05-18,35486178.0,31632285.0,35486178.0,Ãrsrapport,Ib FerlÃ¸v Schwensen,Ib FerlÃ¸v Schwensen,RevisionsFirmaet Edelbo,K73 Sachsen Invest ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",Faxe Ladeplads,2015-01-01,2015-12-31,-925275.0,"faxe, 320",2016-12-31,2016-01-01,false,2017-04-24,Svendborg,RevisionspÃ¥tegning,urn:ofk:oid:23912715,indberetninger-20180424,2.5124402000000003,31632285,,2018-03-28T05:13:32.119Z,2017-05-22T12:57:01.617Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-76-VB,2017-05-22T12:57:01.941Z,-12151.0,-913124.0,-925275.0,,,,,,,,,,,,,,,,,,,
31632285,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzA0Lzg2L2U2Lzg4MjMtNDkyNS1iMTM1LWRmN2QzYmU0ZGU3ZQ.pdf,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzE0LzBmL2RmL2IxLzJlYTMtNGNjNi1iNWVjLWQxMjk1NjFlMWE0OA.xml,false,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i K73 Sachsen Invest ApS,Regnskabsklasse B,2017-04-24,2017-04-24,2017-05-18,35486178.0,31632285.0,35486178.0,Ãrsrapport,Ib FerlÃ¸v Schwensen,Ib FerlÃ¸v Schwensen,RevisionsFirmaet Edelbo,K73 Sachsen Invest ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",Faxe Ladeplads,2015-01-01,2015-12-31,,"faxe, 320",2016-12-31,2016-01-01,false,2017-04-24,Svendborg,RevisionspÃ¥tegning,urn:ofk:oid:23912715,indberetninger-20180424,2.5124402000000003,31632285,,2018-03-28T05:13:32.119Z,2017-05-22T12:57:01.617Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-76-VB,2017-05-22T12:57:01.941Z,,,,,,,,,,,,,,,,,,,,,,
31632285,2016-01-01,2016-12-31,ID_10,,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzA0Lzg2L2U2Lzg4MjMtNDkyNS1iMTM1LWRmN2QzYmU0ZGU3ZQ.pdf,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzE0LzBmL2RmL2IxLzJlYTMtNGNjNi1iNWVjLWQxMjk1NjFlMWE0OA.xml,false,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i K73 Sachsen Invest ApS,Regnskabsklasse B,2017-04-24,2017-04-24,2017-05-18,35486178.0,31632285.0,35486178.0,Ãrsrapport,Ib FerlÃ¸v Schwensen,Ib FerlÃ¸v Schwensen,RevisionsFirmaet Edelbo,K73 Sachsen Invest ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",Faxe Ladeplads,2015-01-01,2015-12-31,880850.0,"faxe, 320",2016-12-31,2016-01-01,false,2017-04-24,Svendborg,RevisionspÃ¥tegning,urn:ofk:oid:23912715,indberetninger-20180424,2.5124402000000003,31632285,,2018-03-28T05:13:32.119Z,2017-05-22T12:57:01.617Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-76-VB,2017-05-22T12:57:01.941Z,,,,,,,,,,,,,,,,,,,,,,
31632285,2016-01-01,2016-12-31,ID_12,,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzA0Lzg2L2U2Lzg4MjMtNDkyNS1iMTM1LWRmN2QzYmU0ZGU3ZQ.pdf,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzE0LzBmL2RmL2IxLzJlYTMtNGNjNi1iNWVjLWQxMjk1NjFlMWE0OA.xml,false,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i K73 Sachsen Invest ApS,Regnskabsklasse B,2017-04-24,2017-04-24,2017-05-18,35486178.0,31632285.0,35486178.0,Ãrsrapport,Ib FerlÃ¸v Schwensen,Ib FerlÃ¸v Schwensen,RevisionsFirmaet Edelbo,K73 Sachsen Invest ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",Faxe Ladeplads,2015-01-01,2015-12-31,44425.0,"faxe, 320",2016-12-31,2016-01-01,false,2017-04-24,Svendborg,RevisionspÃ¥tegning,urn:ofk:oid:23912715,indberetninger-20180424,2.5124402000000003,31632285,,2018-03-28T05:13:32.119Z,2017-05-22T12:57:01.617Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-76-VB,2017-05-22T12:57:01.941Z,,,,,,,,,,,,,,,,,,,,,,
31632285,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzA0Lzg2L2U2Lzg4MjMtNDkyNS1iMTM1LWRmN2QzYmU0ZGU3ZQ.pdf,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzE0LzBmL2RmL2IxLzJlYTMtNGNjNi1iNWVjLWQxMjk1NjFlMWE0OA.xml,false,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i K73 Sachsen Invest ApS,Regnskabsklasse B,2017-04-24,2017-04-24,2017-05-18,35486178.0,31632285.0,35486178.0,Ãrsrapport,Ib FerlÃ¸v Schwensen,Ib FerlÃ¸v Schwensen,RevisionsFirmaet Edelbo,K73 Sachsen Invest ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",Faxe Ladeplads,2015-01-01,2015-12-31,,"faxe, 320",2016-12-31,2016-01-01,false,2017-04-24,Svendborg,RevisionspÃ¥tegning,urn:ofk:oid:23912715,indberetninger-20180424,2.5124402000000003,31632285,,2018-03-28T05:13:32.119Z,2017-05-22T12:57:01.617Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-76-VB,2017-05-22T12:57:01.941Z,,,,,,,,,,,,,,,,,,,,,,
31632285,2016-01-01,2016-12-31,ID_3,,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzA0Lzg2L2U2Lzg4MjMtNDkyNS1iMTM1LWRmN2QzYmU0ZGU3ZQ.pdf,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzE0LzBmL2RmL2IxLzJlYTMtNGNjNi1iNWVjLWQxMjk1NjFlMWE0OA.xml,false,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i K73 Sachsen Invest ApS,Regnskabsklasse B,2017-04-24,2017-04-24,2017-05-18,35486178.0,31632285.0,35486178.0,Ãrsrapport,Ib FerlÃ¸v Schwensen,Ib FerlÃ¸v Schwensen,RevisionsFirmaet Edelbo,K73 Sachsen Invest ApS,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",Faxe Ladeplads,2015-01-01,2015-12-31,,"faxe, 320",2016-12-31,2016-01-01,false,2017-04-24,Svendborg,RevisionspÃ¥tegning,urn:ofk:oid:23912715,indberetninger-20180424,2.5124402000000003,31632285,,2018-03-28T05:13:32.119Z,2017-05-22T12:57:01.617Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-76-VB,2017-05-22T12:57:01.941Z,,,,,,,,,,,,,,,,,,,,,Mogens FerlÃ¸v Schwensen,Bestyrelsesmedlem
