entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
31632285,2017-01-01,2017-12-31,ID_7,,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzRlLzYwL2VhLzVjMDMtNDRlNC1hNzNhLTFkNTJmMjNjYWI5Nw.pdf,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzkxL2Y0L2Q4LzlmLzBiMjEtNGRhYi04NWNhLWY5ZWQ2ZTRmMGEzZQ.xml,false,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i K73 Sachsen Invest ApS under frivillig likvidation,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-31,2019-05-31,2019-05-31,-12243.0,35486178.0,31632285.0,35486178.0,mne31470,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for K73 Sachsen Invest ApS under frivillig likvidation.,-152726.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Pedersen,Ib FerlÃ¸v Schwensen,RevisionsFirmaet Edelbo,K73 Sachsen Invest ApS under frivillig likvidation,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",220.0,Faxe Ladeplads,2017-01-01,2017-12-31,-165189.0,-165189.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"320, Faxe",2018-12-31,2018-01-01,false,2019-05-31,Svendborg,RevisionspÃ¥tegning,urn:ofk:oid:27505693,indberetninger-20180424,2.509595,31632285.0,AWtVyZTTGQc-fA3G3KFP,2019-06-14T11:40:43.431Z,2019-06-14T11:40:02.157Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-58-GB,2019-06-14T11:40:02.359Z,,,,,,,,,,,,,,,,,,
31632285,2017-01-01,2017-12-31,ID_9,,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzRlLzYwL2VhLzVjMDMtNDRlNC1hNzNhLTFkNTJmMjNjYWI5Nw.pdf,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzkxL2Y0L2Q4LzlmLzBiMjEtNGRhYi04NWNhLWY5ZWQ2ZTRmMGEzZQ.xml,false,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i K73 Sachsen Invest ApS under frivillig likvidation,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-31,2019-05-31,2019-05-31,,35486178.0,31632285.0,35486178.0,mne31470,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for K73 Sachsen Invest ApS under frivillig likvidation.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Pedersen,Ib FerlÃ¸v Schwensen,RevisionsFirmaet Edelbo,K73 Sachsen Invest ApS under frivillig likvidation,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",,Faxe Ladeplads,2017-01-01,2017-12-31,-165189.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"320, Faxe",2018-12-31,2018-01-01,false,2019-05-31,Svendborg,RevisionspÃ¥tegning,urn:ofk:oid:27505693,indberetninger-20180424,2.509595,31632285.0,AWtVyZTTGQc-fA3G3KFP,2019-06-14T11:40:43.431Z,2019-06-14T11:40:02.157Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-58-GB,2019-06-14T11:40:02.359Z,,,,,,,,,,,,,,,,,,
31632285,2017-12-31,2017-12-31,ID_6,,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzRlLzYwL2VhLzVjMDMtNDRlNC1hNzNhLTFkNTJmMjNjYWI5Nw.pdf,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzkxL2Y0L2Q4LzlmLzBiMjEtNGRhYi04NWNhLWY5ZWQ2ZTRmMGEzZQ.xml,false,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i K73 Sachsen Invest ApS under frivillig likvidation,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-31,2019-05-31,2019-05-31,,35486178.0,31632285.0,35486178.0,mne31470,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for K73 Sachsen Invest ApS under frivillig likvidation.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Pedersen,Ib FerlÃ¸v Schwensen,RevisionsFirmaet Edelbo,K73 Sachsen Invest ApS under frivillig likvidation,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",,Faxe Ladeplads,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"320, Faxe",2018-12-31,2018-01-01,false,2019-05-31,Svendborg,RevisionspÃ¥tegning,urn:ofk:oid:27505693,indberetninger-20180424,2.509595,31632285.0,AWtVyZTTGQc-fA3G3KFP,2019-06-14T11:40:43.431Z,2019-06-14T11:40:02.157Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-58-GB,2019-06-14T11:40:02.359Z,2931773.0,3948.0,3305000.0,431773.0,2640831.0,2931773.0,290942.0,2500000.0,2500000.0,2500000.0,0.0,427825.0,-664169.0,290942.0,281817.0,427825.0,9125.0,
31632285,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzRlLzYwL2VhLzVjMDMtNDRlNC1hNzNhLTFkNTJmMjNjYWI5Nw.pdf,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzkxL2Y0L2Q4LzlmLzBiMjEtNGRhYi04NWNhLWY5ZWQ2ZTRmMGEzZQ.xml,false,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i K73 Sachsen Invest ApS under frivillig likvidation,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-31,2019-05-31,2019-05-31,-47768.0,35486178.0,31632285.0,35486178.0,mne31470,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for K73 Sachsen Invest ApS under frivillig likvidation.,-80000.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Pedersen,Ib FerlÃ¸v Schwensen,RevisionsFirmaet Edelbo,K73 Sachsen Invest ApS under frivillig likvidation,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",0.0,Faxe Ladeplads,2017-01-01,2017-12-31,-127768.0,-127768.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"320, Faxe",2018-12-31,2018-01-01,false,2019-05-31,Svendborg,RevisionspÃ¥tegning,urn:ofk:oid:27505693,indberetninger-20180424,2.509595,31632285.0,AWtVyZTTGQc-fA3G3KFP,2019-06-14T11:40:43.431Z,2019-06-14T11:40:02.157Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-58-GB,2019-06-14T11:40:02.359Z,,,,,,,,,,,,,,,,,,
31632285,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzRlLzYwL2VhLzVjMDMtNDRlNC1hNzNhLTFkNTJmMjNjYWI5Nw.pdf,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzkxL2Y0L2Q4LzlmLzBiMjEtNGRhYi04NWNhLWY5ZWQ2ZTRmMGEzZQ.xml,false,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i K73 Sachsen Invest ApS under frivillig likvidation,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-31,2019-05-31,2019-05-31,,35486178.0,31632285.0,35486178.0,mne31470,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for K73 Sachsen Invest ApS under frivillig likvidation.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Pedersen,Ib FerlÃ¸v Schwensen,RevisionsFirmaet Edelbo,K73 Sachsen Invest ApS under frivillig likvidation,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",,Faxe Ladeplads,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"320, Faxe",2018-12-31,2018-01-01,false,2019-05-31,Svendborg,RevisionspÃ¥tegning,urn:ofk:oid:27505693,indberetninger-20180424,2.509595,31632285.0,AWtVyZTTGQc-fA3G3KFP,2019-06-14T11:40:43.431Z,2019-06-14T11:40:02.157Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-58-GB,2019-06-14T11:40:02.359Z,,,,,,,,,,,,,,,,,,
31632285,2018-01-01,2018-12-31,ID_2,,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzRlLzYwL2VhLzVjMDMtNDRlNC1hNzNhLTFkNTJmMjNjYWI5Nw.pdf,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzkxL2Y0L2Q4LzlmLzBiMjEtNGRhYi04NWNhLWY5ZWQ2ZTRmMGEzZQ.xml,false,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i K73 Sachsen Invest ApS under frivillig likvidation,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-31,2019-05-31,2019-05-31,,35486178.0,31632285.0,35486178.0,mne31470,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for K73 Sachsen Invest ApS under frivillig likvidation.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Pedersen,Ib FerlÃ¸v Schwensen,RevisionsFirmaet Edelbo,K73 Sachsen Invest ApS under frivillig likvidation,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",,Faxe Ladeplads,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"320, Faxe",2018-12-31,2018-01-01,false,2019-05-31,Svendborg,RevisionspÃ¥tegning,urn:ofk:oid:27505693,indberetninger-20180424,2.509595,31632285.0,AWtVyZTTGQc-fA3G3KFP,2019-06-14T11:40:43.431Z,2019-06-14T11:40:02.157Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-58-GB,2019-06-14T11:40:02.359Z,,,,,,,,,,,,,,,,,,
31632285,2018-01-01,2018-12-31,ID_3,,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzRlLzYwL2VhLzVjMDMtNDRlNC1hNzNhLTFkNTJmMjNjYWI5Nw.pdf,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzkxL2Y0L2Q4LzlmLzBiMjEtNGRhYi04NWNhLWY5ZWQ2ZTRmMGEzZQ.xml,false,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i K73 Sachsen Invest ApS under frivillig likvidation,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-31,2019-05-31,2019-05-31,,35486178.0,31632285.0,35486178.0,mne31470,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for K73 Sachsen Invest ApS under frivillig likvidation.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Pedersen,Ib FerlÃ¸v Schwensen,RevisionsFirmaet Edelbo,K73 Sachsen Invest ApS under frivillig likvidation,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",,Faxe Ladeplads,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"320, Faxe",2018-12-31,2018-01-01,false,2019-05-31,Svendborg,RevisionspÃ¥tegning,urn:ofk:oid:27505693,indberetninger-20180424,2.509595,31632285.0,AWtVyZTTGQc-fA3G3KFP,2019-06-14T11:40:43.431Z,2019-06-14T11:40:02.157Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-58-GB,2019-06-14T11:40:02.359Z,,,,,,,,,,,,,,,,,,Ib FerlÃ¸v Schwensen
31632285,2018-01-01,2018-12-31,ID_4,,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzRlLzYwL2VhLzVjMDMtNDRlNC1hNzNhLTFkNTJmMjNjYWI5Nw.pdf,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzkxL2Y0L2Q4LzlmLzBiMjEtNGRhYi04NWNhLWY5ZWQ2ZTRmMGEzZQ.xml,false,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i K73 Sachsen Invest ApS under frivillig likvidation,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-31,2019-05-31,2019-05-31,,35486178.0,31632285.0,35486178.0,mne31470,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for K73 Sachsen Invest ApS under frivillig likvidation.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Pedersen,Ib FerlÃ¸v Schwensen,RevisionsFirmaet Edelbo,K73 Sachsen Invest ApS under frivillig likvidation,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",,Faxe Ladeplads,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"320, Faxe",2018-12-31,2018-01-01,false,2019-05-31,Svendborg,RevisionspÃ¥tegning,urn:ofk:oid:27505693,indberetninger-20180424,2.509595,31632285.0,AWtVyZTTGQc-fA3G3KFP,2019-06-14T11:40:43.431Z,2019-06-14T11:40:02.157Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-58-GB,2019-06-14T11:40:02.359Z,,,,,,,,,,,,,,,,,,
31632285,2018-01-01,2018-12-31,ID_8,,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzRlLzYwL2VhLzVjMDMtNDRlNC1hNzNhLTFkNTJmMjNjYWI5Nw.pdf,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzkxL2Y0L2Q4LzlmLzBiMjEtNGRhYi04NWNhLWY5ZWQ2ZTRmMGEzZQ.xml,false,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i K73 Sachsen Invest ApS under frivillig likvidation,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-31,2019-05-31,2019-05-31,,35486178.0,31632285.0,35486178.0,mne31470,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for K73 Sachsen Invest ApS under frivillig likvidation.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Pedersen,Ib FerlÃ¸v Schwensen,RevisionsFirmaet Edelbo,K73 Sachsen Invest ApS under frivillig likvidation,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",,Faxe Ladeplads,2017-01-01,2017-12-31,-127768.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"320, Faxe",2018-12-31,2018-01-01,false,2019-05-31,Svendborg,RevisionspÃ¥tegning,urn:ofk:oid:27505693,indberetninger-20180424,2.509595,31632285.0,AWtVyZTTGQc-fA3G3KFP,2019-06-14T11:40:43.431Z,2019-06-14T11:40:02.157Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-58-GB,2019-06-14T11:40:02.359Z,,,,,,,,,,,,,,,,,,
31632285,2018-12-31,2018-12-31,ID_5,,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzRlLzYwL2VhLzVjMDMtNDRlNC1hNzNhLTFkNTJmMjNjYWI5Nw.pdf,http://regnskaber.virk.dk/58223613/ZG9rdW1lbnRsYWdlcjovLzAzLzkxL2Y0L2Q4LzlmLzBiMjEtNGRhYi04NWNhLWY5ZWQ2ZTRmMGEzZQ.xml,false,"Svendborg, 5700","""Kogtvedlund"", Kogtvedparken 17",Til kapitalejerne i K73 Sachsen Invest ApS under frivillig likvidation,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-05-31,2019-05-31,2019-05-31,,35486178.0,31632285.0,35486178.0,mne31470,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for K73 Sachsen Invest ApS under frivillig likvidation.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Morten Pedersen,Ib FerlÃ¸v Schwensen,RevisionsFirmaet Edelbo,K73 Sachsen Invest ApS under frivillig likvidation,"RevisionsFirmaet Edelbo, Statsautoriseret Revisionspartnerselskab",,Faxe Ladeplads,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"320, Faxe",2018-12-31,2018-01-01,false,2019-05-31,Svendborg,RevisionspÃ¥tegning,urn:ofk:oid:27505693,indberetninger-20180424,2.509595,31632285.0,AWtVyZTTGQc-fA3G3KFP,2019-06-14T11:40:43.431Z,2019-06-14T11:40:02.157Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BN-58-GB,2019-06-14T11:40:02.359Z,2553063.0,133063.0,3305000.0,133063.0,2513063.0,2553063.0,40000.0,2420000.0,2420000.0,2420000.0,40000.0,0.0,-791937.0,40000.0,0.0,0.0,0.0,
