entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,DisclosureOfMortgagesAndCollaterals,DisclosureOfOtherArrangementsNotRecognisedInBalanceSheet,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard
25552075,2014-10-01,2015-09-30,c4,http://regnskaber.virk.dk/57025552/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2M5L2RkLzNjLzRkM2MtNGFjZC05NjAzLWU4NDZlY2ZlMjQzZQ.xhtml,http://regnskaber.virk.dk/57025552/ZG9rdW1lbnRsYWdlcjovLzAzLzE2L2IxLzM1Lzc0LzI5NmItNDBlMS1iYTc5LTQ1MmFkOWYyZGM3YQ.pdf,http://regnskaber.virk.dk/57025552/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzMwLzE5L2Y4LzExYTItNDUyZC1iYWQ3LTFiZGYwNDczOTBlYQ.xml,true,Danmark,DK,Roskilde,4000.0,3.0,Vinkelvej,Roskilde,4000.0,5.0,Ternevej,4000 Roskilde,"Vinkelvej 3, 1.",Til den daglige ledelse i Vor Frue Autolakereri Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-01-10,2017-01-13,Registreret Revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktiviteter erÂ formueforvaltning.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen leasingforpligtelser.</p>",-8103.0,25552075.0,1011407109.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Sten Elm,Klaus Knudsen,VOR FRUE AUTOLAKERERI HOLDING ApS,HR Revision - Barrett ApS,36.0,Roskilde,2014-10-01,2015-09-30,-8570.0,-8570.0,-8103.0,2016-09-30,2015-10-01,503.0,false,false,2017-01-10,Roskilde,46757926.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23395462,indberetninger-20180424,2.5949402000000004,25552075.0,,2018-03-27T11:28:58.582Z,2017-01-16T08:59:43.028Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-59-AZ,2017-01-16T08:59:43.323Z,,,,,,,,,,,,,,,,
25552075,2014-10-01,2015-09-30,c6,http://regnskaber.virk.dk/57025552/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2M5L2RkLzNjLzRkM2MtNGFjZC05NjAzLWU4NDZlY2ZlMjQzZQ.xhtml,http://regnskaber.virk.dk/57025552/ZG9rdW1lbnRsYWdlcjovLzAzLzE2L2IxLzM1Lzc0LzI5NmItNDBlMS1iYTc5LTQ1MmFkOWYyZGM3YQ.pdf,http://regnskaber.virk.dk/57025552/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzMwLzE5L2Y4LzExYTItNDUyZC1iYWQ3LTFiZGYwNDczOTBlYQ.xml,true,Danmark,DK,Roskilde,4000.0,3.0,Vinkelvej,Roskilde,4000.0,5.0,Ternevej,4000 Roskilde,"Vinkelvej 3, 1.",Til den daglige ledelse i Vor Frue Autolakereri Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-01-10,2017-01-13,Registreret Revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktiviteter erÂ formueforvaltning.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen leasingforpligtelser.</p>",,25552075.0,1011407109.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Sten Elm,Klaus Knudsen,VOR FRUE AUTOLAKERERI HOLDING ApS,HR Revision - Barrett ApS,,Roskilde,2014-10-01,2015-09-30,202400.0,,,2016-09-30,2015-10-01,,false,false,2017-01-10,Roskilde,46757926.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23395462,indberetninger-20180424,2.5949402000000004,25552075.0,,2018-03-27T11:28:58.582Z,2017-01-16T08:59:43.028Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-59-AZ,2017-01-16T08:59:43.323Z,,,,,,,,,,,,,,,,
25552075,2014-10-01,2015-09-30,c8,http://regnskaber.virk.dk/57025552/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2M5L2RkLzNjLzRkM2MtNGFjZC05NjAzLWU4NDZlY2ZlMjQzZQ.xhtml,http://regnskaber.virk.dk/57025552/ZG9rdW1lbnRsYWdlcjovLzAzLzE2L2IxLzM1Lzc0LzI5NmItNDBlMS1iYTc5LTQ1MmFkOWYyZGM3YQ.pdf,http://regnskaber.virk.dk/57025552/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzMwLzE5L2Y4LzExYTItNDUyZC1iYWQ3LTFiZGYwNDczOTBlYQ.xml,true,Danmark,DK,Roskilde,4000.0,3.0,Vinkelvej,Roskilde,4000.0,5.0,Ternevej,4000 Roskilde,"Vinkelvej 3, 1.",Til den daglige ledelse i Vor Frue Autolakereri Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-01-10,2017-01-13,Registreret Revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktiviteter erÂ formueforvaltning.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen leasingforpligtelser.</p>",,25552075.0,1011407109.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Sten Elm,Klaus Knudsen,VOR FRUE AUTOLAKERERI HOLDING ApS,HR Revision - Barrett ApS,,Roskilde,2014-10-01,2015-09-30,-210970.0,,,2016-09-30,2015-10-01,,false,false,2017-01-10,Roskilde,46757926.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23395462,indberetninger-20180424,2.5949402000000004,25552075.0,,2018-03-27T11:28:58.582Z,2017-01-16T08:59:43.028Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-59-AZ,2017-01-16T08:59:43.323Z,,,,,,,,,,,,,,,,
25552075,2015-09-30,2015-09-30,c10,http://regnskaber.virk.dk/57025552/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2M5L2RkLzNjLzRkM2MtNGFjZC05NjAzLWU4NDZlY2ZlMjQzZQ.xhtml,http://regnskaber.virk.dk/57025552/ZG9rdW1lbnRsYWdlcjovLzAzLzE2L2IxLzM1Lzc0LzI5NmItNDBlMS1iYTc5LTQ1MmFkOWYyZGM3YQ.pdf,http://regnskaber.virk.dk/57025552/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzMwLzE5L2Y4LzExYTItNDUyZC1iYWQ3LTFiZGYwNDczOTBlYQ.xml,true,Danmark,DK,Roskilde,4000.0,3.0,Vinkelvej,Roskilde,4000.0,5.0,Ternevej,4000 Roskilde,"Vinkelvej 3, 1.",Til den daglige ledelse i Vor Frue Autolakereri Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-01-10,2017-01-13,Registreret Revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktiviteter erÂ formueforvaltning.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen leasingforpligtelser.</p>",,25552075.0,1011407109.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Sten Elm,Klaus Knudsen,VOR FRUE AUTOLAKERERI HOLDING ApS,HR Revision - Barrett ApS,,Roskilde,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,,false,false,2017-01-10,Roskilde,46757926.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23395462,indberetninger-20180424,2.5949402000000004,25552075.0,,2018-03-27T11:28:58.582Z,2017-01-16T08:59:43.028Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-59-AZ,2017-01-16T08:59:43.323Z,674961.0,656958.0,125000.0,674961.0,668086.0,674961.0,6875.0,18003.0,202400.0,340686.0,6875.0,18003.0,6875.0,,,
25552075,2015-10-01,2016-09-30,c0,http://regnskaber.virk.dk/57025552/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2M5L2RkLzNjLzRkM2MtNGFjZC05NjAzLWU4NDZlY2ZlMjQzZQ.xhtml,http://regnskaber.virk.dk/57025552/ZG9rdW1lbnRsYWdlcjovLzAzLzE2L2IxLzM1Lzc0LzI5NmItNDBlMS1iYTc5LTQ1MmFkOWYyZGM3YQ.pdf,http://regnskaber.virk.dk/57025552/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzMwLzE5L2Y4LzExYTItNDUyZC1iYWQ3LTFiZGYwNDczOTBlYQ.xml,true,Danmark,DK,Roskilde,4000.0,3.0,Vinkelvej,Roskilde,4000.0,5.0,Ternevej,4000 Roskilde,"Vinkelvej 3, 1.",Til den daglige ledelse i Vor Frue Autolakereri Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-01-10,2017-01-13,Registreret Revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktiviteter erÂ formueforvaltning.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen leasingforpligtelser.</p>",-7327.0,25552075.0,1011407109.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Sten Elm,Klaus Knudsen,VOR FRUE AUTOLAKERERI HOLDING ApS,HR Revision - Barrett ApS,198.0,Roskilde,2014-10-01,2015-09-30,-7129.0,-7129.0,-7327.0,2016-09-30,2015-10-01,0.0,false,false,2017-01-10,Roskilde,46757926.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23395462,indberetninger-20180424,2.5949402000000004,25552075.0,,2018-03-27T11:28:58.582Z,2017-01-16T08:59:43.028Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-59-AZ,2017-01-16T08:59:43.323Z,,,,,,,,,,,,,,,,
25552075,2015-10-01,2016-09-30,c1,http://regnskaber.virk.dk/57025552/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2M5L2RkLzNjLzRkM2MtNGFjZC05NjAzLWU4NDZlY2ZlMjQzZQ.xhtml,http://regnskaber.virk.dk/57025552/ZG9rdW1lbnRsYWdlcjovLzAzLzE2L2IxLzM1Lzc0LzI5NmItNDBlMS1iYTc5LTQ1MmFkOWYyZGM3YQ.pdf,http://regnskaber.virk.dk/57025552/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzMwLzE5L2Y4LzExYTItNDUyZC1iYWQ3LTFiZGYwNDczOTBlYQ.xml,true,Danmark,DK,Roskilde,4000.0,3.0,Vinkelvej,Roskilde,4000.0,5.0,Ternevej,4000 Roskilde,"Vinkelvej 3, 1.",Til den daglige ledelse i Vor Frue Autolakereri Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-01-10,2017-01-13,Registreret Revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktiviteter erÂ formueforvaltning.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen leasingforpligtelser.</p>",,25552075.0,1011407109.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Sten Elm,Klaus Knudsen,VOR FRUE AUTOLAKERERI HOLDING ApS,HR Revision - Barrett ApS,,Roskilde,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,,false,false,2017-01-10,Roskilde,46757926.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23395462,indberetninger-20180424,2.5949402000000004,25552075.0,,2018-03-27T11:28:58.582Z,2017-01-16T08:59:43.028Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-59-AZ,2017-01-16T08:59:43.323Z,,,,,,,,,,,,,,28842562.0,HR REVISION - BARRETT ApS,
25552075,2015-10-01,2016-09-30,c2,http://regnskaber.virk.dk/57025552/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2M5L2RkLzNjLzRkM2MtNGFjZC05NjAzLWU4NDZlY2ZlMjQzZQ.xhtml,http://regnskaber.virk.dk/57025552/ZG9rdW1lbnRsYWdlcjovLzAzLzE2L2IxLzM1Lzc0LzI5NmItNDBlMS1iYTc5LTQ1MmFkOWYyZGM3YQ.pdf,http://regnskaber.virk.dk/57025552/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzMwLzE5L2Y4LzExYTItNDUyZC1iYWQ3LTFiZGYwNDczOTBlYQ.xml,true,Danmark,DK,Roskilde,4000.0,3.0,Vinkelvej,Roskilde,4000.0,5.0,Ternevej,4000 Roskilde,"Vinkelvej 3, 1.",Til den daglige ledelse i Vor Frue Autolakereri Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-01-10,2017-01-13,Registreret Revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktiviteter erÂ formueforvaltning.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen leasingforpligtelser.</p>",,25552075.0,1011407109.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Sten Elm,Klaus Knudsen,VOR FRUE AUTOLAKERERI HOLDING ApS,HR Revision - Barrett ApS,,Roskilde,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,,false,false,2017-01-10,Roskilde,46757926.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23395462,indberetninger-20180424,2.5949402000000004,25552075.0,,2018-03-27T11:28:58.582Z,2017-01-16T08:59:43.028Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-59-AZ,2017-01-16T08:59:43.323Z,,,,,,,,,,,,,,,,Kurt Valther Schwartz Larsen
25552075,2015-10-01,2016-09-30,c3,http://regnskaber.virk.dk/57025552/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2M5L2RkLzNjLzRkM2MtNGFjZC05NjAzLWU4NDZlY2ZlMjQzZQ.xhtml,http://regnskaber.virk.dk/57025552/ZG9rdW1lbnRsYWdlcjovLzAzLzE2L2IxLzM1Lzc0LzI5NmItNDBlMS1iYTc5LTQ1MmFkOWYyZGM3YQ.pdf,http://regnskaber.virk.dk/57025552/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzMwLzE5L2Y4LzExYTItNDUyZC1iYWQ3LTFiZGYwNDczOTBlYQ.xml,true,Danmark,DK,Roskilde,4000.0,3.0,Vinkelvej,Roskilde,4000.0,5.0,Ternevej,4000 Roskilde,"Vinkelvej 3, 1.",Til den daglige ledelse i Vor Frue Autolakereri Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-01-10,2017-01-13,Registreret Revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktiviteter erÂ formueforvaltning.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen leasingforpligtelser.</p>",,25552075.0,1011407109.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Sten Elm,Klaus Knudsen,VOR FRUE AUTOLAKERERI HOLDING ApS,HR Revision - Barrett ApS,,Roskilde,2014-10-01,2015-09-30,,,,2016-09-30,2015-10-01,,false,false,2017-01-10,Roskilde,46757926.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23395462,indberetninger-20180424,2.5949402000000004,25552075.0,,2018-03-27T11:28:58.582Z,2017-01-16T08:59:43.028Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-59-AZ,2017-01-16T08:59:43.323Z,,,,,,,,,,,,,,,,Klaus Ole Knudsen
25552075,2015-10-01,2016-09-30,c5,http://regnskaber.virk.dk/57025552/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2M5L2RkLzNjLzRkM2MtNGFjZC05NjAzLWU4NDZlY2ZlMjQzZQ.xhtml,http://regnskaber.virk.dk/57025552/ZG9rdW1lbnRsYWdlcjovLzAzLzE2L2IxLzM1Lzc0LzI5NmItNDBlMS1iYTc5LTQ1MmFkOWYyZGM3YQ.pdf,http://regnskaber.virk.dk/57025552/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzMwLzE5L2Y4LzExYTItNDUyZC1iYWQ3LTFiZGYwNDczOTBlYQ.xml,true,Danmark,DK,Roskilde,4000.0,3.0,Vinkelvej,Roskilde,4000.0,5.0,Ternevej,4000 Roskilde,"Vinkelvej 3, 1.",Til den daglige ledelse i Vor Frue Autolakereri Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-01-10,2017-01-13,Registreret Revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktiviteter erÂ formueforvaltning.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen leasingforpligtelser.</p>",,25552075.0,1011407109.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Sten Elm,Klaus Knudsen,VOR FRUE AUTOLAKERERI HOLDING ApS,HR Revision - Barrett ApS,,Roskilde,2014-10-01,2015-09-30,206800.0,,,2016-09-30,2015-10-01,,false,false,2017-01-10,Roskilde,46757926.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23395462,indberetninger-20180424,2.5949402000000004,25552075.0,,2018-03-27T11:28:58.582Z,2017-01-16T08:59:43.028Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-59-AZ,2017-01-16T08:59:43.323Z,,,,,,,,,,,,,,,,
25552075,2015-10-01,2016-09-30,c7,http://regnskaber.virk.dk/57025552/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2M5L2RkLzNjLzRkM2MtNGFjZC05NjAzLWU4NDZlY2ZlMjQzZQ.xhtml,http://regnskaber.virk.dk/57025552/ZG9rdW1lbnRsYWdlcjovLzAzLzE2L2IxLzM1Lzc0LzI5NmItNDBlMS1iYTc5LTQ1MmFkOWYyZGM3YQ.pdf,http://regnskaber.virk.dk/57025552/ZG9rdW1lbnRsYWdlcjovLzAzLzc1LzMwLzE5L2Y4LzExYTItNDUyZC1iYWQ3LTFiZGYwNDczOTBlYQ.xml,true,Danmark,DK,Roskilde,4000.0,3.0,Vinkelvej,Roskilde,4000.0,5.0,Ternevej,4000 Roskilde,"Vinkelvej 3, 1.",Til den daglige ledelse i Vor Frue Autolakereri Holding ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-01-10,2017-01-13,Registreret Revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktiviteter erÂ formueforvaltning.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen leasingforpligtelser.</p>",,25552075.0,1011407109.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Sten Elm,Klaus Knudsen,VOR FRUE AUTOLAKERERI HOLDING ApS,HR Revision - Barrett ApS,,Roskilde,2014-10-01,2015-09-30,-213929.0,,,2016-09-30,2015-10-01,,false,false,2017-01-10,Roskilde,46757926.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23395462,indberetninger-20180424,2.5949402000000004,25552075.0,,2018-03-27T11:28:58.582Z,2017-01-16T08:59:43.028Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-59-AZ,2017-01-16T08:59:43.323Z,,,,,,,,,,,,,,,,
