entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DisclosureOfInvestments,DisclosureOfOtherFinanceIncome,DisclosureOfTaxExpenseOnOrdinaryActivities,EmailOfReportingEntity,FaxNumberOfReportingEntity,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToGroupEnterprises,LongtermPayablesToShareholdersAndManagement,NoncurrentAssets,OtherLongtermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
20547480,2016-01-01,2016-12-31,ID_11,,http://regnskaber.virk.dk/08474502/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2NmL2EyL2I4LzdiNWEtNGI5MC05Zjg4LTMyNmJlNGFkN2FmZA.pdf,http://regnskaber.virk.dk/08474502/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2NhLzA3LzdmL2M1MDUtNDNkZS04ZjZmLTUxMTI1OTk5ZTdmNw.xml,true,"2800, Kongens Lyngby",Rustenborgvej 7a,Til kapitalejerne i Westergaard Service Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-22,2018-03-22,2018-05-29,4. Oplysninger om kapitalandele i tilknyttede og associerede virksomheder,2. Finansielle indtÃ¦gter,3. Skat af Ã¥rets resultat,info@w-csm.dk,45884463.0,www.w-csm.dk,14759840.0,20547480.0,14759840.0,mne7731,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Westergaard Service Holding ApS.,Ãrsrapport,Arne Jakobsen,Ole Westergaard,Aage & Povl Holm I/S,Westergaard Service Holding ApS,Aage & Povl Holm I/S,Frederiksberg,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"147, Frederiksberg",2017-12-31,2017-01-01,false,2018-03-22,Kgs. Lyngby,45884423.0,RevisionspÃ¥tegning,urn:ofk:oid:25703765,indberetninger-20180424,2.5124277999999998,20547480.0,AWPKUH7T0wkEsASktYuP,2018-06-04T10:21:45.288Z,2018-06-04T10:20:59.751Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-98-AY,2018-06-04T10:20:59.989Z,,,,,,,,,,,,,,,,,,,,,,,,,
20547480,2016-01-01,2016-12-31,ID_12,,http://regnskaber.virk.dk/08474502/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2NmL2EyL2I4LzdiNWEtNGI5MC05Zjg4LTMyNmJlNGFkN2FmZA.pdf,http://regnskaber.virk.dk/08474502/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2NhLzA3LzdmL2M1MDUtNDNkZS04ZjZmLTUxMTI1OTk5ZTdmNw.xml,true,"2800, Kongens Lyngby",Rustenborgvej 7a,Til kapitalejerne i Westergaard Service Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-22,2018-03-22,2018-05-29,4. Oplysninger om kapitalandele i tilknyttede og associerede virksomheder,2. Finansielle indtÃ¦gter,3. Skat af Ã¥rets resultat,info@w-csm.dk,45884463.0,www.w-csm.dk,14759840.0,20547480.0,14759840.0,mne7731,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Westergaard Service Holding ApS.,Ãrsrapport,Arne Jakobsen,Ole Westergaard,Aage & Povl Holm I/S,Westergaard Service Holding ApS,Aage & Povl Holm I/S,Frederiksberg,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"147, Frederiksberg",2017-12-31,2017-01-01,false,2018-03-22,Kgs. Lyngby,45884423.0,RevisionspÃ¥tegning,urn:ofk:oid:25703765,indberetninger-20180424,2.5124277999999998,20547480.0,AWPKUH7T0wkEsASktYuP,2018-06-04T10:21:45.288Z,2018-06-04T10:20:59.751Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-98-AY,2018-06-04T10:20:59.989Z,-2.0,420132.0,420130.0,420130.0,-2.0,,,,,,,,,,,,,,,,,,,,
20547480,2016-01-01,2016-12-31,ID_13,,http://regnskaber.virk.dk/08474502/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2NmL2EyL2I4LzdiNWEtNGI5MC05Zjg4LTMyNmJlNGFkN2FmZA.pdf,http://regnskaber.virk.dk/08474502/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2NhLzA3LzdmL2M1MDUtNDNkZS04ZjZmLTUxMTI1OTk5ZTdmNw.xml,true,"2800, Kongens Lyngby",Rustenborgvej 7a,Til kapitalejerne i Westergaard Service Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-22,2018-03-22,2018-05-29,4. Oplysninger om kapitalandele i tilknyttede og associerede virksomheder,2. Finansielle indtÃ¦gter,3. Skat af Ã¥rets resultat,info@w-csm.dk,45884463.0,www.w-csm.dk,14759840.0,20547480.0,14759840.0,mne7731,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Westergaard Service Holding ApS.,Ãrsrapport,Arne Jakobsen,Ole Westergaard,Aage & Povl Holm I/S,Westergaard Service Holding ApS,Aage & Povl Holm I/S,Frederiksberg,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"147, Frederiksberg",2017-12-31,2017-01-01,false,2018-03-22,Kgs. Lyngby,45884423.0,RevisionspÃ¥tegning,urn:ofk:oid:25703765,indberetninger-20180424,2.5124277999999998,20547480.0,AWPKUH7T0wkEsASktYuP,2018-06-04T10:21:45.288Z,2018-06-04T10:20:59.751Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-98-AY,2018-06-04T10:20:59.989Z,,,-1400000.0,,,,,,,,,,,,,,,,,,,,,,
20547480,2016-01-01,2016-12-31,ID_15,,http://regnskaber.virk.dk/08474502/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2NmL2EyL2I4LzdiNWEtNGI5MC05Zjg4LTMyNmJlNGFkN2FmZA.pdf,http://regnskaber.virk.dk/08474502/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2NhLzA3LzdmL2M1MDUtNDNkZS04ZjZmLTUxMTI1OTk5ZTdmNw.xml,true,"2800, Kongens Lyngby",Rustenborgvej 7a,Til kapitalejerne i Westergaard Service Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-22,2018-03-22,2018-05-29,4. Oplysninger om kapitalandele i tilknyttede og associerede virksomheder,2. Finansielle indtÃ¦gter,3. Skat af Ã¥rets resultat,info@w-csm.dk,45884463.0,www.w-csm.dk,14759840.0,20547480.0,14759840.0,mne7731,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Westergaard Service Holding ApS.,Ãrsrapport,Arne Jakobsen,Ole Westergaard,Aage & Povl Holm I/S,Westergaard Service Holding ApS,Aage & Povl Holm I/S,Frederiksberg,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"147, Frederiksberg",2017-12-31,2017-01-01,false,2018-03-22,Kgs. Lyngby,45884423.0,RevisionspÃ¥tegning,urn:ofk:oid:25703765,indberetninger-20180424,2.5124277999999998,20547480.0,AWPKUH7T0wkEsASktYuP,2018-06-04T10:21:45.288Z,2018-06-04T10:20:59.751Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-98-AY,2018-06-04T10:20:59.989Z,,,979870.0,,,,,,,,,,,,,,,,,,,,,,
20547480,2016-12-31,2016-12-31,ID_9,,http://regnskaber.virk.dk/08474502/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2NmL2EyL2I4LzdiNWEtNGI5MC05Zjg4LTMyNmJlNGFkN2FmZA.pdf,http://regnskaber.virk.dk/08474502/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2NhLzA3LzdmL2M1MDUtNDNkZS04ZjZmLTUxMTI1OTk5ZTdmNw.xml,true,"2800, Kongens Lyngby",Rustenborgvej 7a,Til kapitalejerne i Westergaard Service Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-22,2018-03-22,2018-05-29,4. Oplysninger om kapitalandele i tilknyttede og associerede virksomheder,2. Finansielle indtÃ¦gter,3. Skat af Ã¥rets resultat,info@w-csm.dk,45884463.0,www.w-csm.dk,14759840.0,20547480.0,14759840.0,mne7731,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Westergaard Service Holding ApS.,Ãrsrapport,Arne Jakobsen,Ole Westergaard,Aage & Povl Holm I/S,Westergaard Service Holding ApS,Aage & Povl Holm I/S,Frederiksberg,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"147, Frederiksberg",2017-12-31,2017-01-01,false,2018-03-22,Kgs. Lyngby,45884423.0,RevisionspÃ¥tegning,urn:ofk:oid:25703765,indberetninger-20180424,2.5124277999999998,20547480.0,AWPKUH7T0wkEsASktYuP,2018-06-04T10:21:45.288Z,2018-06-04T10:20:59.751Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-98-AY,2018-06-04T10:20:59.989Z,,,,,,6060748.0,1424370.0,200000.0,2132090.0,5929423.0,6060748.0,131325.0,3928658.0,3928658.0,131325.0,6310.0,125000.0,3928658.0,15.0,1400000.0,4329423.0,707720.0,707720.0,,
20547480,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/08474502/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2NmL2EyL2I4LzdiNWEtNGI5MC05Zjg4LTMyNmJlNGFkN2FmZA.pdf,http://regnskaber.virk.dk/08474502/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2NhLzA3LzdmL2M1MDUtNDNkZS04ZjZmLTUxMTI1OTk5ZTdmNw.xml,true,"2800, Kongens Lyngby",Rustenborgvej 7a,Til kapitalejerne i Westergaard Service Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-22,2018-03-22,2018-05-29,4. Oplysninger om kapitalandele i tilknyttede og associerede virksomheder,2. Finansielle indtÃ¦gter,3. Skat af Ã¥rets resultat,info@w-csm.dk,45884463.0,www.w-csm.dk,14759840.0,20547480.0,14759840.0,mne7731,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Westergaard Service Holding ApS.,Ãrsrapport,Arne Jakobsen,Ole Westergaard,Aage & Povl Holm I/S,Westergaard Service Holding ApS,Aage & Povl Holm I/S,Frederiksberg,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"147, Frederiksberg",2017-12-31,2017-01-01,false,2018-03-22,Kgs. Lyngby,45884423.0,RevisionspÃ¥tegning,urn:ofk:oid:25703765,indberetninger-20180424,2.5124277999999998,20547480.0,AWPKUH7T0wkEsASktYuP,2018-06-04T10:21:45.288Z,2018-06-04T10:20:59.751Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-98-AY,2018-06-04T10:20:59.989Z,-16.0,-441247.0,-441263.0,-441263.0,-16.0,,,,,,,,,,,,,,,,,,,,
20547480,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/08474502/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2NmL2EyL2I4LzdiNWEtNGI5MC05Zjg4LTMyNmJlNGFkN2FmZA.pdf,http://regnskaber.virk.dk/08474502/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2NhLzA3LzdmL2M1MDUtNDNkZS04ZjZmLTUxMTI1OTk5ZTdmNw.xml,true,"2800, Kongens Lyngby",Rustenborgvej 7a,Til kapitalejerne i Westergaard Service Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-22,2018-03-22,2018-05-29,4. Oplysninger om kapitalandele i tilknyttede og associerede virksomheder,2. Finansielle indtÃ¦gter,3. Skat af Ã¥rets resultat,info@w-csm.dk,45884463.0,www.w-csm.dk,14759840.0,20547480.0,14759840.0,mne7731,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Westergaard Service Holding ApS.,Ãrsrapport,Arne Jakobsen,Ole Westergaard,Aage & Povl Holm I/S,Westergaard Service Holding ApS,Aage & Povl Holm I/S,Frederiksberg,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"147, Frederiksberg",2017-12-31,2017-01-01,false,2018-03-22,Kgs. Lyngby,45884423.0,RevisionspÃ¥tegning,urn:ofk:oid:25703765,indberetninger-20180424,2.5124277999999998,20547480.0,AWPKUH7T0wkEsASktYuP,2018-06-04T10:21:45.288Z,2018-06-04T10:20:59.751Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-98-AY,2018-06-04T10:20:59.989Z,,,,,,,,,,,,,,,,,,,,,,,,,
20547480,2017-01-01,2017-12-31,ID_10,,http://regnskaber.virk.dk/08474502/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2NmL2EyL2I4LzdiNWEtNGI5MC05Zjg4LTMyNmJlNGFkN2FmZA.pdf,http://regnskaber.virk.dk/08474502/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2NhLzA3LzdmL2M1MDUtNDNkZS04ZjZmLTUxMTI1OTk5ZTdmNw.xml,true,"2800, Kongens Lyngby",Rustenborgvej 7a,Til kapitalejerne i Westergaard Service Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-22,2018-03-22,2018-05-29,4. Oplysninger om kapitalandele i tilknyttede og associerede virksomheder,2. Finansielle indtÃ¦gter,3. Skat af Ã¥rets resultat,info@w-csm.dk,45884463.0,www.w-csm.dk,14759840.0,20547480.0,14759840.0,mne7731,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Westergaard Service Holding ApS.,Ãrsrapport,Arne Jakobsen,Ole Westergaard,Aage & Povl Holm I/S,Westergaard Service Holding ApS,Aage & Povl Holm I/S,Frederiksberg,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"147, Frederiksberg",2017-12-31,2017-01-01,false,2018-03-22,Kgs. Lyngby,45884423.0,RevisionspÃ¥tegning,urn:ofk:oid:25703765,indberetninger-20180424,2.5124277999999998,20547480.0,AWPKUH7T0wkEsASktYuP,2018-06-04T10:21:45.288Z,2018-06-04T10:20:59.751Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-98-AY,2018-06-04T10:20:59.989Z,,,,,,,,,,,,,,,,,,,,,,,,,
20547480,2017-01-01,2017-12-31,ID_14,,http://regnskaber.virk.dk/08474502/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2NmL2EyL2I4LzdiNWEtNGI5MC05Zjg4LTMyNmJlNGFkN2FmZA.pdf,http://regnskaber.virk.dk/08474502/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2NhLzA3LzdmL2M1MDUtNDNkZS04ZjZmLTUxMTI1OTk5ZTdmNw.xml,true,"2800, Kongens Lyngby",Rustenborgvej 7a,Til kapitalejerne i Westergaard Service Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-22,2018-03-22,2018-05-29,4. Oplysninger om kapitalandele i tilknyttede og associerede virksomheder,2. Finansielle indtÃ¦gter,3. Skat af Ã¥rets resultat,info@w-csm.dk,45884463.0,www.w-csm.dk,14759840.0,20547480.0,14759840.0,mne7731,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Westergaard Service Holding ApS.,Ãrsrapport,Arne Jakobsen,Ole Westergaard,Aage & Povl Holm I/S,Westergaard Service Holding ApS,Aage & Povl Holm I/S,Frederiksberg,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"147, Frederiksberg",2017-12-31,2017-01-01,false,2018-03-22,Kgs. Lyngby,45884423.0,RevisionspÃ¥tegning,urn:ofk:oid:25703765,indberetninger-20180424,2.5124277999999998,20547480.0,AWPKUH7T0wkEsASktYuP,2018-06-04T10:21:45.288Z,2018-06-04T10:20:59.751Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-98-AY,2018-06-04T10:20:59.989Z,,,441263.0,,,,,,,,,,,,,,,,,,,,,,
20547480,2017-01-01,2017-12-31,ID_16,,http://regnskaber.virk.dk/08474502/ZG9rdW1lbnRsYWdlcjovLzAzL2QxL2NmL2EyL2I4LzdiNWEtNGI5MC05Zjg4LTMyNmJlNGFkN2FmZA.pdf,http://regnskaber.virk.dk/08474502/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2NhLzA3LzdmL2M1MDUtNDNkZS04ZjZmLTUxMTI1OTk5ZTdmNw.xml,true,"2800, Kongens Lyngby",Rustenborgvej 7a,Til kapitalejerne i Westergaard Service Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",2018-03-22,2018-03-22,2018-05-29,4. Oplysninger om kapitalandele i tilknyttede og associerede virksomheder,2. Finansielle indtÃ¦gter,3. Skat af Ã¥rets resultat,info@w-csm.dk,45884463.0,www.w-csm.dk,14759840.0,20547480.0,14759840.0,mne7731,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for Westergaard Service Holding ApS.,Ãrsrapport,Arne Jakobsen,Ole Westergaard,Aage & Povl Holm I/S,Westergaard Service Holding ApS,Aage & Povl Holm I/S,Frederiksberg,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"147, Frederiksberg",2017-12-31,2017-01-01,false,2018-03-22,Kgs. Lyngby,45884423.0,RevisionspÃ¥tegning,urn:ofk:oid:25703765,indberetninger-20180424,2.5124277999999998,20547480.0,AWPKUH7T0wkEsASktYuP,2018-06-04T10:21:45.288Z,2018-06-04T10:20:59.751Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-98-AY,2018-06-04T10:20:59.989Z,,,0.0,,,,,,,,,,,,,,,,,,,,,,
