entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfSupervisoryBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermReceivables,ShorttermTaxReceivables,InvestmentsGross,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,NameOfAuditFirm,TypeOfAuditorAssistance,NameAndSurnameOfMemberOfSupervisoryBoard
76577412,2015-07-01,2016-06-30,c174,,http://regnskaber.virk.dk/21477567/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzY2LzgwL2ZiLzFiZDEtNGI3Yi05NGNiLTEyMjM3ODRjMDM1Nw.pdf,http://regnskaber.virk.dk/21477567/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2E2LzBjLzU1L2MzMzctNDg3My1iYjFhLTQxYmVlZWU2YmRjYQ.xml,true,Frederikshavn,9900.0,"89, Box 712",Rimmens Alle,Frederikshavn,9900.0,23.0,Parallelvej,9900 Frederikshavn,SÃ¦byvej 155,DK-9900 Frederikshavn,"Rimmens Alle 89, Box 712",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-09-13,1984-12-13,2017-09-14,11837.0,Statsautoriseret revisor,124268.0,20222670.0,76577412.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for FarvebÃ¸tten Frederikshavn A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy Andersen,Anette Nielsen,Anette Nielsen,Sparekassen Vendsyssel,FarvebÃ¸tten Frederikshavn A/S,BDO Statsautoriseret revisionsaktieselskab,56690.0,90974.0,Frederikshavn,2015-07-01,2016-06-30,146715.0,146715.0,112431.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-06-30,2016-07-01,true,2017-09-13,Frederikshavn,0.0,Formand,urn:ofk:oid:24506175,indberetninger-20180424,2.5095785,76577412.0,,2018-03-27T15:49:35.266Z,2017-09-18T07:11:44.984Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AV-00-SU,2017-09-18T07:11:45.180Z,,,,,,,,,,,,,,,,,,,,,,
76577412,2015-07-01,2016-06-30,c195,,http://regnskaber.virk.dk/21477567/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzY2LzgwL2ZiLzFiZDEtNGI3Yi05NGNiLTEyMjM3ODRjMDM1Nw.pdf,http://regnskaber.virk.dk/21477567/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2E2LzBjLzU1L2MzMzctNDg3My1iYjFhLTQxYmVlZWU2YmRjYQ.xml,true,Frederikshavn,9900.0,"89, Box 712",Rimmens Alle,Frederikshavn,9900.0,23.0,Parallelvej,9900 Frederikshavn,SÃ¦byvej 155,DK-9900 Frederikshavn,"Rimmens Alle 89, Box 712",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-09-13,1984-12-13,2017-09-14,,Statsautoriseret revisor,,20222670.0,76577412.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for FarvebÃ¸tten Frederikshavn A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy Andersen,Anette Nielsen,Anette Nielsen,Sparekassen Vendsyssel,FarvebÃ¸tten Frederikshavn A/S,BDO Statsautoriseret revisionsaktieselskab,,,Frederikshavn,2015-07-01,2016-06-30,146715.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-06-30,2016-07-01,true,2017-09-13,Frederikshavn,,Formand,urn:ofk:oid:24506175,indberetninger-20180424,2.5095785,76577412.0,,2018-03-27T15:49:35.266Z,2017-09-18T07:11:44.984Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AV-00-SU,2017-09-18T07:11:45.180Z,,,,,,,,,,,,,,,,,,,,,,
76577412,2016-06-30,2016-06-30,c172,,http://regnskaber.virk.dk/21477567/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzY2LzgwL2ZiLzFiZDEtNGI3Yi05NGNiLTEyMjM3ODRjMDM1Nw.pdf,http://regnskaber.virk.dk/21477567/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2E2LzBjLzU1L2MzMzctNDg3My1iYjFhLTQxYmVlZWU2YmRjYQ.xml,true,Frederikshavn,9900.0,"89, Box 712",Rimmens Alle,Frederikshavn,9900.0,23.0,Parallelvej,9900 Frederikshavn,SÃ¦byvej 155,DK-9900 Frederikshavn,"Rimmens Alle 89, Box 712",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-09-13,1984-12-13,2017-09-14,,Statsautoriseret revisor,,20222670.0,76577412.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for FarvebÃ¸tten Frederikshavn A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy Andersen,Anette Nielsen,Anette Nielsen,Sparekassen Vendsyssel,FarvebÃ¸tten Frederikshavn A/S,BDO Statsautoriseret revisionsaktieselskab,,,Frederikshavn,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-06-30,2016-07-01,true,2017-09-13,Frederikshavn,,Formand,urn:ofk:oid:24506175,indberetninger-20180424,2.5095785,76577412.0,,2018-03-27T15:49:35.266Z,2017-09-18T07:11:44.984Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AV-00-SU,2017-09-18T07:11:45.180Z,1428519.0,154472.0,500000.0,1389245.0,1428519.0,39274.0,500000.0,500000.0,500000.0,770540.0,9274.0,889245.0,770540.0,39274.0,30000.0,3507.0,3507.0,,,,,
76577412,2016-07-01,2016-07-01,c226,,http://regnskaber.virk.dk/21477567/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzY2LzgwL2ZiLzFiZDEtNGI3Yi05NGNiLTEyMjM3ODRjMDM1Nw.pdf,http://regnskaber.virk.dk/21477567/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2E2LzBjLzU1L2MzMzctNDg3My1iYjFhLTQxYmVlZWU2YmRjYQ.xml,true,Frederikshavn,9900.0,"89, Box 712",Rimmens Alle,Frederikshavn,9900.0,23.0,Parallelvej,9900 Frederikshavn,SÃ¦byvej 155,DK-9900 Frederikshavn,"Rimmens Alle 89, Box 712",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-09-13,1984-12-13,2017-09-14,,Statsautoriseret revisor,,20222670.0,76577412.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for FarvebÃ¸tten Frederikshavn A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy Andersen,Anette Nielsen,Anette Nielsen,Sparekassen Vendsyssel,FarvebÃ¸tten Frederikshavn A/S,BDO Statsautoriseret revisionsaktieselskab,,,Frederikshavn,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-06-30,2016-07-01,true,2017-09-13,Frederikshavn,,Formand,urn:ofk:oid:24506175,indberetninger-20180424,2.5095785,76577412.0,,2018-03-27T15:49:35.266Z,2017-09-18T07:11:44.984Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AV-00-SU,2017-09-18T07:11:45.180Z,,,,500000.0,,,,,,,,,,,,,,,,,,
76577412,2016-07-01,2016-07-01,c253,,http://regnskaber.virk.dk/21477567/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzY2LzgwL2ZiLzFiZDEtNGI3Yi05NGNiLTEyMjM3ODRjMDM1Nw.pdf,http://regnskaber.virk.dk/21477567/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2E2LzBjLzU1L2MzMzctNDg3My1iYjFhLTQxYmVlZWU2YmRjYQ.xml,true,Frederikshavn,9900.0,"89, Box 712",Rimmens Alle,Frederikshavn,9900.0,23.0,Parallelvej,9900 Frederikshavn,SÃ¦byvej 155,DK-9900 Frederikshavn,"Rimmens Alle 89, Box 712",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-09-13,1984-12-13,2017-09-14,,Statsautoriseret revisor,,20222670.0,76577412.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for FarvebÃ¸tten Frederikshavn A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy Andersen,Anette Nielsen,Anette Nielsen,Sparekassen Vendsyssel,FarvebÃ¸tten Frederikshavn A/S,BDO Statsautoriseret revisionsaktieselskab,,,Frederikshavn,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-06-30,2016-07-01,true,2017-09-13,Frederikshavn,,Formand,urn:ofk:oid:24506175,indberetninger-20180424,2.5095785,76577412.0,,2018-03-27T15:49:35.266Z,2017-09-18T07:11:44.984Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AV-00-SU,2017-09-18T07:11:45.180Z,,,,889245.0,,,,,,,,,,,,,,,,,,
76577412,2016-07-01,2016-07-01,c567,,http://regnskaber.virk.dk/21477567/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzY2LzgwL2ZiLzFiZDEtNGI3Yi05NGNiLTEyMjM3ODRjMDM1Nw.pdf,http://regnskaber.virk.dk/21477567/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2E2LzBjLzU1L2MzMzctNDg3My1iYjFhLTQxYmVlZWU2YmRjYQ.xml,true,Frederikshavn,9900.0,"89, Box 712",Rimmens Alle,Frederikshavn,9900.0,23.0,Parallelvej,9900 Frederikshavn,SÃ¦byvej 155,DK-9900 Frederikshavn,"Rimmens Alle 89, Box 712",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-09-13,1984-12-13,2017-09-14,,Statsautoriseret revisor,,20222670.0,76577412.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for FarvebÃ¸tten Frederikshavn A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy Andersen,Anette Nielsen,Anette Nielsen,Sparekassen Vendsyssel,FarvebÃ¸tten Frederikshavn A/S,BDO Statsautoriseret revisionsaktieselskab,,,Frederikshavn,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-06-30,2016-07-01,true,2017-09-13,Frederikshavn,,Formand,urn:ofk:oid:24506175,indberetninger-20180424,2.5095785,76577412.0,,2018-03-27T15:49:35.266Z,2017-09-18T07:11:44.984Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AV-00-SU,2017-09-18T07:11:45.180Z,,,,,,,,,,,,,,,,,,500000.0,,,,
76577412,2016-07-01,2017-06-30,c173,,http://regnskaber.virk.dk/21477567/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzY2LzgwL2ZiLzFiZDEtNGI3Yi05NGNiLTEyMjM3ODRjMDM1Nw.pdf,http://regnskaber.virk.dk/21477567/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2E2LzBjLzU1L2MzMzctNDg3My1iYjFhLTQxYmVlZWU2YmRjYQ.xml,true,Frederikshavn,9900.0,"89, Box 712",Rimmens Alle,Frederikshavn,9900.0,23.0,Parallelvej,9900 Frederikshavn,SÃ¦byvej 155,DK-9900 Frederikshavn,"Rimmens Alle 89, Box 712",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-09-13,1984-12-13,2017-09-14,0.0,Statsautoriseret revisor,-24247.0,20222670.0,76577412.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for FarvebÃ¸tten Frederikshavn A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy Andersen,Anette Nielsen,Anette Nielsen,Sparekassen Vendsyssel,FarvebÃ¸tten Frederikshavn A/S,BDO Statsautoriseret revisionsaktieselskab,0.0,65679.0,Frederikshavn,2015-07-01,2016-06-30,41432.0,41432.0,-24247.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-06-30,2016-07-01,true,2017-09-13,Frederikshavn,0.0,Formand,urn:ofk:oid:24506175,indberetninger-20180424,2.5095785,76577412.0,,2018-03-27T15:49:35.266Z,2017-09-18T07:11:44.984Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AV-00-SU,2017-09-18T07:11:45.180Z,,,,,,,,,,,,,,,,,,,Til kapitalejeren i FarvebÃ¸tten Frederikshavn A/S,BDO Statsautoriseret revisionsaktieselskab,ErklÃ¦ring om udvidet gennemgang,
76577412,2016-07-01,2017-06-30,c194,,http://regnskaber.virk.dk/21477567/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzY2LzgwL2ZiLzFiZDEtNGI3Yi05NGNiLTEyMjM3ODRjMDM1Nw.pdf,http://regnskaber.virk.dk/21477567/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2E2LzBjLzU1L2MzMzctNDg3My1iYjFhLTQxYmVlZWU2YmRjYQ.xml,true,Frederikshavn,9900.0,"89, Box 712",Rimmens Alle,Frederikshavn,9900.0,23.0,Parallelvej,9900 Frederikshavn,SÃ¦byvej 155,DK-9900 Frederikshavn,"Rimmens Alle 89, Box 712",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-09-13,1984-12-13,2017-09-14,,Statsautoriseret revisor,,20222670.0,76577412.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for FarvebÃ¸tten Frederikshavn A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy Andersen,Anette Nielsen,Anette Nielsen,Sparekassen Vendsyssel,FarvebÃ¸tten Frederikshavn A/S,BDO Statsautoriseret revisionsaktieselskab,,,Frederikshavn,2015-07-01,2016-06-30,41432.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-06-30,2016-07-01,true,2017-09-13,Frederikshavn,,Formand,urn:ofk:oid:24506175,indberetninger-20180424,2.5095785,76577412.0,,2018-03-27T15:49:35.266Z,2017-09-18T07:11:44.984Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AV-00-SU,2017-09-18T07:11:45.180Z,,,,,,,,,,,,,,,,,,,,,,
76577412,2016-07-01,2017-06-30,c254,,http://regnskaber.virk.dk/21477567/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzY2LzgwL2ZiLzFiZDEtNGI3Yi05NGNiLTEyMjM3ODRjMDM1Nw.pdf,http://regnskaber.virk.dk/21477567/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2E2LzBjLzU1L2MzMzctNDg3My1iYjFhLTQxYmVlZWU2YmRjYQ.xml,true,Frederikshavn,9900.0,"89, Box 712",Rimmens Alle,Frederikshavn,9900.0,23.0,Parallelvej,9900 Frederikshavn,SÃ¦byvej 155,DK-9900 Frederikshavn,"Rimmens Alle 89, Box 712",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-09-13,1984-12-13,2017-09-14,,Statsautoriseret revisor,,20222670.0,76577412.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for FarvebÃ¸tten Frederikshavn A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy Andersen,Anette Nielsen,Anette Nielsen,Sparekassen Vendsyssel,FarvebÃ¸tten Frederikshavn A/S,BDO Statsautoriseret revisionsaktieselskab,,,Frederikshavn,2015-07-01,2016-06-30,41432.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-06-30,2016-07-01,true,2017-09-13,Frederikshavn,,Formand,urn:ofk:oid:24506175,indberetninger-20180424,2.5095785,76577412.0,,2018-03-27T15:49:35.266Z,2017-09-18T07:11:44.984Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AV-00-SU,2017-09-18T07:11:45.180Z,,,,,,,,,,,,,,,,,,,,,,
76577412,2016-07-01,2017-06-30,c305,,http://regnskaber.virk.dk/21477567/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzY2LzgwL2ZiLzFiZDEtNGI3Yi05NGNiLTEyMjM3ODRjMDM1Nw.pdf,http://regnskaber.virk.dk/21477567/ZG9rdW1lbnRsYWdlcjovLzAzL2YzL2E2LzBjLzU1L2MzMzctNDg3My1iYjFhLTQxYmVlZWU2YmRjYQ.xml,true,Frederikshavn,9900.0,"89, Box 712",Rimmens Alle,Frederikshavn,9900.0,23.0,Parallelvej,9900 Frederikshavn,SÃ¦byvej 155,DK-9900 Frederikshavn,"Rimmens Alle 89, Box 712",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-09-13,1984-12-13,2017-09-14,,Statsautoriseret revisor,,20222670.0,76577412.0,20222670.0,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for FarvebÃ¸tten Frederikshavn A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommy Andersen,Anette Nielsen,Anette Nielsen,Sparekassen Vendsyssel,FarvebÃ¸tten Frederikshavn A/S,BDO Statsautoriseret revisionsaktieselskab,,,Frederikshavn,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederikshavn,2017-06-30,2016-07-01,true,2017-09-13,Frederikshavn,,Formand,urn:ofk:oid:24506175,indberetninger-20180424,2.5095785,76577412.0,,2018-03-27T15:49:35.266Z,2017-09-18T07:11:44.984Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AV-00-SU,2017-09-18T07:11:45.180Z,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,
