entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid,ExtraordinaryDividendPaid,NameAndSurnameOfMemberOfExecutiveBoard
21293504,2017-03-01,2018-02-28,ID_10,,http://regnskaber.virk.dk/40539212/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzg3LzIwL2ExL2M4NTktNDFjOS05NDA1LWU4MmVkNmMzZmRmZA.pdf,http://regnskaber.virk.dk/40539212/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzAzL2E4LzI5L2FkOTYtNGFjNy05NzcxLWE4ZDJjYjkzMWRkYg.xml,true,"9210, Aalborg SÃ",Indkildevej 2a,Til kapitalejerne i Louis Nielsen Holstebro ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 28-02-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-03-2018 - 28-02-2019.",2019-04-12,2019-04-12,1998-11-20,2019-04-24,471394.0,5869963.0,7722158.0,www.louisnielsen.dk,20222670.0,21293504.0,mne26734,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-03-2018 - 28-02-2019 for Louis Nielsen Holstebro ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Susanne Severinsen,BDO Statsautoriseret revisionsaktieselskab,Louis Nielsen Holstebro ApS,Louis Nielsen A/S,10230.0,847.0,-415.0,Aalborg,2017-03-01,2018-02-28,1070474.0,1371833.0,1381216.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"851, Aalborg",2019-02-28,2018-03-01,false,2019-04-12,Aalborg,301359.0,96 32 50 00,RevisionspÃ¥tegning,urn:ofk:oid:27075028,indberetninger-20180424,2.5118406,21293504.0,AWp9nm7pRYGX6_YTHXcQ,2019-05-03T12:15:19.059Z,2019-05-03T12:14:55.577Z,regnskab,0.0,,2019-02-28,2018-03-01,X19-BA-54-MY,2019-05-03T12:14:55.782Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21293504,2017-03-01,2018-02-28,ID_18,,http://regnskaber.virk.dk/40539212/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzg3LzIwL2ExL2M4NTktNDFjOS05NDA1LWU4MmVkNmMzZmRmZA.pdf,http://regnskaber.virk.dk/40539212/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzAzL2E4LzI5L2FkOTYtNGFjNy05NzcxLWE4ZDJjYjkzMWRkYg.xml,true,"9210, Aalborg SÃ",Indkildevej 2a,Til kapitalejerne i Louis Nielsen Holstebro ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 28-02-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-03-2018 - 28-02-2019.",2019-04-12,2019-04-12,1998-11-20,2019-04-24,,,,www.louisnielsen.dk,20222670.0,21293504.0,mne26734,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-03-2018 - 28-02-2019 for Louis Nielsen Holstebro ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Susanne Severinsen,BDO Statsautoriseret revisionsaktieselskab,Louis Nielsen Holstebro ApS,Louis Nielsen A/S,,,,Aalborg,2017-03-01,2018-02-28,600474.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"851, Aalborg",2019-02-28,2018-03-01,false,2019-04-12,Aalborg,,96 32 50 00,RevisionspÃ¥tegning,urn:ofk:oid:27075028,indberetninger-20180424,2.5118406,21293504.0,AWp9nm7pRYGX6_YTHXcQ,2019-05-03T12:15:19.059Z,2019-05-03T12:14:55.577Z,regnskab,0.0,,2019-02-28,2018-03-01,X19-BA-54-MY,2019-05-03T12:14:55.782Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21293504,2017-03-01,2018-02-28,ID_20,,http://regnskaber.virk.dk/40539212/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzg3LzIwL2ExL2M4NTktNDFjOS05NDA1LWU4MmVkNmMzZmRmZA.pdf,http://regnskaber.virk.dk/40539212/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzAzL2E4LzI5L2FkOTYtNGFjNy05NzcxLWE4ZDJjYjkzMWRkYg.xml,true,"9210, Aalborg SÃ",Indkildevej 2a,Til kapitalejerne i Louis Nielsen Holstebro ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 28-02-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-03-2018 - 28-02-2019.",2019-04-12,2019-04-12,1998-11-20,2019-04-24,,,,www.louisnielsen.dk,20222670.0,21293504.0,mne26734,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-03-2018 - 28-02-2019 for Louis Nielsen Holstebro ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Susanne Severinsen,BDO Statsautoriseret revisionsaktieselskab,Louis Nielsen Holstebro ApS,Louis Nielsen A/S,,,,Aalborg,2017-03-01,2018-02-28,449000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"851, Aalborg",2019-02-28,2018-03-01,false,2019-04-12,Aalborg,,96 32 50 00,RevisionspÃ¥tegning,urn:ofk:oid:27075028,indberetninger-20180424,2.5118406,21293504.0,AWp9nm7pRYGX6_YTHXcQ,2019-05-03T12:15:19.059Z,2019-05-03T12:14:55.577Z,regnskab,0.0,,2019-02-28,2018-03-01,X19-BA-54-MY,2019-05-03T12:14:55.782Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21293504,2017-03-01,2018-02-28,ID_22,,http://regnskaber.virk.dk/40539212/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzg3LzIwL2ExL2M4NTktNDFjOS05NDA1LWU4MmVkNmMzZmRmZA.pdf,http://regnskaber.virk.dk/40539212/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzAzL2E4LzI5L2FkOTYtNGFjNy05NzcxLWE4ZDJjYjkzMWRkYg.xml,true,"9210, Aalborg SÃ",Indkildevej 2a,Til kapitalejerne i Louis Nielsen Holstebro ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 28-02-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-03-2018 - 28-02-2019.",2019-04-12,2019-04-12,1998-11-20,2019-04-24,,,,www.louisnielsen.dk,20222670.0,21293504.0,mne26734,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-03-2018 - 28-02-2019 for Louis Nielsen Holstebro ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Susanne Severinsen,BDO Statsautoriseret revisionsaktieselskab,Louis Nielsen Holstebro ApS,Louis Nielsen A/S,,,,Aalborg,2017-03-01,2018-02-28,21000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"851, Aalborg",2019-02-28,2018-03-01,false,2019-04-12,Aalborg,,96 32 50 00,RevisionspÃ¥tegning,urn:ofk:oid:27075028,indberetninger-20180424,2.5118406,21293504.0,AWp9nm7pRYGX6_YTHXcQ,2019-05-03T12:15:19.059Z,2019-05-03T12:14:55.577Z,regnskab,0.0,,2019-02-28,2018-03-01,X19-BA-54-MY,2019-05-03T12:14:55.782Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21293504,2017-03-01,2018-02-28,ID_9,,http://regnskaber.virk.dk/40539212/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzg3LzIwL2ExL2M4NTktNDFjOS05NDA1LWU4MmVkNmMzZmRmZA.pdf,http://regnskaber.virk.dk/40539212/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzAzL2E4LzI5L2FkOTYtNGFjNy05NzcxLWE4ZDJjYjkzMWRkYg.xml,true,"9210, Aalborg SÃ",Indkildevej 2a,Til kapitalejerne i Louis Nielsen Holstebro ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 28-02-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-03-2018 - 28-02-2019.",2019-04-12,2019-04-12,1998-11-20,2019-04-24,,,,www.louisnielsen.dk,20222670.0,21293504.0,mne26734,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-03-2018 - 28-02-2019 for Louis Nielsen Holstebro ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Susanne Severinsen,BDO Statsautoriseret revisionsaktieselskab,Louis Nielsen Holstebro ApS,Louis Nielsen A/S,,,,Aalborg,2017-03-01,2018-02-28,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"851, Aalborg",2019-02-28,2018-03-01,false,2019-04-12,Aalborg,,96 32 50 00,RevisionspÃ¥tegning,urn:ofk:oid:27075028,indberetninger-20180424,2.5118406,21293504.0,AWp9nm7pRYGX6_YTHXcQ,2019-05-03T12:15:19.059Z,2019-05-03T12:14:55.577Z,regnskab,0.0,,2019-02-28,2018-03-01,X19-BA-54-MY,2019-05-03T12:14:55.782Z,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21293504,2018-02-28,2018-02-28,ID_7,,http://regnskaber.virk.dk/40539212/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzg3LzIwL2ExL2M4NTktNDFjOS05NDA1LWU4MmVkNmMzZmRmZA.pdf,http://regnskaber.virk.dk/40539212/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzAzL2E4LzI5L2FkOTYtNGFjNy05NzcxLWE4ZDJjYjkzMWRkYg.xml,true,"9210, Aalborg SÃ",Indkildevej 2a,Til kapitalejerne i Louis Nielsen Holstebro ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 28-02-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-03-2018 - 28-02-2019.",2019-04-12,2019-04-12,1998-11-20,2019-04-24,,,,www.louisnielsen.dk,20222670.0,21293504.0,mne26734,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-03-2018 - 28-02-2019 for Louis Nielsen Holstebro ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Susanne Severinsen,BDO Statsautoriseret revisionsaktieselskab,Louis Nielsen Holstebro ApS,Louis Nielsen A/S,,,,Aalborg,2017-03-01,2018-02-28,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"851, Aalborg",2019-02-28,2018-03-01,false,2019-04-12,Aalborg,,96 32 50 00,RevisionspÃ¥tegning,urn:ofk:oid:27075028,indberetninger-20180424,2.5118406,21293504.0,AWp9nm7pRYGX6_YTHXcQ,2019-05-03T12:15:19.059Z,2019-05-03T12:14:55.577Z,regnskab,0.0,,2019-02-28,2018-03-01,X19-BA-54-MY,2019-05-03T12:14:55.782Z,,4771861.0,2217756.0,125000.0,3685662.0,152719.0,341399.0,746476.0,444419.0,457618.0,641780.0,4771861.0,4025385.0,457618.0,1086199.0,1564913.0,496938.0,1086199.0,600474.0,21002.0,628600.0,4025385.0,1023872.0,679706.0,1010288.0,65442.0,62852.0,19232.0,,,
21293504,2018-03-01,2018-03-01,ID_14,,http://regnskaber.virk.dk/40539212/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzg3LzIwL2ExL2M4NTktNDFjOS05NDA1LWU4MmVkNmMzZmRmZA.pdf,http://regnskaber.virk.dk/40539212/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzAzL2E4LzI5L2FkOTYtNGFjNy05NzcxLWE4ZDJjYjkzMWRkYg.xml,true,"9210, Aalborg SÃ",Indkildevej 2a,Til kapitalejerne i Louis Nielsen Holstebro ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 28-02-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-03-2018 - 28-02-2019.",2019-04-12,2019-04-12,1998-11-20,2019-04-24,,,,www.louisnielsen.dk,20222670.0,21293504.0,mne26734,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-03-2018 - 28-02-2019 for Louis Nielsen Holstebro ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Susanne Severinsen,BDO Statsautoriseret revisionsaktieselskab,Louis Nielsen Holstebro ApS,Louis Nielsen A/S,,,,Aalborg,2017-03-01,2018-02-28,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"851, Aalborg",2019-02-28,2018-03-01,false,2019-04-12,Aalborg,,96 32 50 00,RevisionspÃ¥tegning,urn:ofk:oid:27075028,indberetninger-20180424,2.5118406,21293504.0,AWp9nm7pRYGX6_YTHXcQ,2019-05-03T12:15:19.059Z,2019-05-03T12:14:55.577Z,regnskab,0.0,,2019-02-28,2018-03-01,X19-BA-54-MY,2019-05-03T12:14:55.782Z,,,,,,,,-125000.0,,,,,,,,,,,,,,,,,,,,,,,
21293504,2018-03-01,2018-03-01,ID_15,,http://regnskaber.virk.dk/40539212/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzg3LzIwL2ExL2M4NTktNDFjOS05NDA1LWU4MmVkNmMzZmRmZA.pdf,http://regnskaber.virk.dk/40539212/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzAzL2E4LzI5L2FkOTYtNGFjNy05NzcxLWE4ZDJjYjkzMWRkYg.xml,true,"9210, Aalborg SÃ",Indkildevej 2a,Til kapitalejerne i Louis Nielsen Holstebro ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 28-02-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-03-2018 - 28-02-2019.",2019-04-12,2019-04-12,1998-11-20,2019-04-24,,,,www.louisnielsen.dk,20222670.0,21293504.0,mne26734,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-03-2018 - 28-02-2019 for Louis Nielsen Holstebro ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Susanne Severinsen,BDO Statsautoriseret revisionsaktieselskab,Louis Nielsen Holstebro ApS,Louis Nielsen A/S,,,,Aalborg,2017-03-01,2018-02-28,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"851, Aalborg",2019-02-28,2018-03-01,false,2019-04-12,Aalborg,,96 32 50 00,RevisionspÃ¥tegning,urn:ofk:oid:27075028,indberetninger-20180424,2.5118406,21293504.0,AWp9nm7pRYGX6_YTHXcQ,2019-05-03T12:15:19.059Z,2019-05-03T12:14:55.577Z,regnskab,0.0,,2019-02-28,2018-03-01,X19-BA-54-MY,2019-05-03T12:14:55.782Z,,,,,,,,-21002.0,,,,,,,,,,,,,,,,,,,,,,,
21293504,2018-03-01,2018-03-01,ID_16,,http://regnskaber.virk.dk/40539212/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzg3LzIwL2ExL2M4NTktNDFjOS05NDA1LWU4MmVkNmMzZmRmZA.pdf,http://regnskaber.virk.dk/40539212/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzAzL2E4LzI5L2FkOTYtNGFjNy05NzcxLWE4ZDJjYjkzMWRkYg.xml,true,"9210, Aalborg SÃ",Indkildevej 2a,Til kapitalejerne i Louis Nielsen Holstebro ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 28-02-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-03-2018 - 28-02-2019.",2019-04-12,2019-04-12,1998-11-20,2019-04-24,,,,www.louisnielsen.dk,20222670.0,21293504.0,mne26734,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-03-2018 - 28-02-2019 for Louis Nielsen Holstebro ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Susanne Severinsen,BDO Statsautoriseret revisionsaktieselskab,Louis Nielsen Holstebro ApS,Louis Nielsen A/S,,,,Aalborg,2017-03-01,2018-02-28,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"851, Aalborg",2019-02-28,2018-03-01,false,2019-04-12,Aalborg,,96 32 50 00,RevisionspÃ¥tegning,urn:ofk:oid:27075028,indberetninger-20180424,2.5118406,21293504.0,AWp9nm7pRYGX6_YTHXcQ,2019-05-03T12:15:19.059Z,2019-05-03T12:14:55.577Z,regnskab,0.0,,2019-02-28,2018-03-01,X19-BA-54-MY,2019-05-03T12:14:55.782Z,,,,,,,,-600474.0,,,,,,,,,,,,,,,,,,,,,,,
21293504,2018-03-01,2019-02-28,ID_0,,http://regnskaber.virk.dk/40539212/ZG9rdW1lbnRsYWdlcjovLzAzLzVkLzg3LzIwL2ExL2M4NTktNDFjOS05NDA1LWU4MmVkNmMzZmRmZA.pdf,http://regnskaber.virk.dk/40539212/ZG9rdW1lbnRsYWdlcjovLzAzL2M3LzAzL2E4LzI5L2FkOTYtNGFjNy05NzcxLWE4ZDJjYjkzMWRkYg.xml,true,"9210, Aalborg SÃ",Indkildevej 2a,Til kapitalejerne i Louis Nielsen Holstebro ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 28-02-2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-03-2018 - 28-02-2019.",2019-04-12,2019-04-12,1998-11-20,2019-04-24,288580.0,5643562.0,7253779.0,www.louisnielsen.dk,20222670.0,21293504.0,mne26734,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-03-2018 - 28-02-2019 for Louis Nielsen Holstebro ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Susanne Severinsen,BDO Statsautoriseret revisionsaktieselskab,Louis Nielsen Holstebro ApS,Louis Nielsen A/S,10102.0,413.0,0.0,Aalborg,2017-03-01,2018-02-28,1024816.0,1311948.0,1321637.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"851, Aalborg",2019-02-28,2018-03-01,false,2019-04-12,Aalborg,287132.0,96 32 50 00,RevisionspÃ¥tegning,urn:ofk:oid:27075028,indberetninger-20180424,2.5118406,21293504.0,AWp9nm7pRYGX6_YTHXcQ,2019-05-03T12:15:19.059Z,2019-05-03T12:14:55.577Z,regnskab,0.0,,2019-02-28,2018-03-01,X19-BA-54-MY,2019-05-03T12:14:55.782Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
