entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ProposedDividendRecognisedInEquity,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,TaxExpense,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxPayables,ShorttermTradePayables
10048427,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/72484001/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2ZiLzUzLzQ1L2IyMTAtNDIyYi05ZGI5LWU3NWRkYzIxNjRjYg.xhtml,http://regnskaber.virk.dk/72484001/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzIzLzU1LzNmLzk5ZTctNDkxOS1iZTA0LTI4MDYxZmQ2OGY0YQ.pdf,http://regnskaber.virk.dk/72484001/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzQ3LzUyL2VlL2EyNWUtNDQ0ZS04ODYyLTI2Y2U5MWJiMWM5Nw.xml,true,HÃ¸rsholm,2970.0,1.0,Havevej,5874 Hesselager,Skovhusene 17,"Regnskabsklasse B, mikrovirksomhed",2016-04-20,8839.0,247448.0,181656.0,10048427.0,Ãrsrapport,Heino Frederiksen,HOFFA ApS,Heino Frederiksen,30671.0,2014-01-01,2014-12-31,-15627.0,-46538.0,-74631.0,0.0,2015-12-31,2015-01-01,2578.0,-30911.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:22264697,indberetninger-20180424,2.595548,10048427.0,,2018-03-28T21:11:14.439Z,2016-04-25T05:15:48.113Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-38-PN,2016-04-25T05:15:48.230Z,,,,,,,,,,,,,,,,,,,,,,,,
10048427,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/72484001/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2ZiLzUzLzQ1L2IyMTAtNDIyYi05ZGI5LWU3NWRkYzIxNjRjYg.xhtml,http://regnskaber.virk.dk/72484001/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzIzLzU1LzNmLzk5ZTctNDkxOS1iZTA0LTI4MDYxZmQ2OGY0YQ.pdf,http://regnskaber.virk.dk/72484001/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzQ3LzUyL2VlL2EyNWUtNDQ0ZS04ODYyLTI2Y2U5MWJiMWM5Nw.xml,true,HÃ¸rsholm,2970.0,1.0,Havevej,5874 Hesselager,Skovhusene 17,"Regnskabsklasse B, mikrovirksomhed",2016-04-20,8839.0,,,10048427.0,Ãrsrapport,Heino Frederiksen,HOFFA ApS,Heino Frederiksen,,2014-01-01,2014-12-31,0.0,,,0.0,2015-12-31,2015-01-01,,,true,false,false,false,true,Ingen bistand,urn:ofk:oid:22264697,indberetninger-20180424,2.595548,10048427.0,,2018-03-28T21:11:14.439Z,2016-04-25T05:15:48.113Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-38-PN,2016-04-25T05:15:48.230Z,,,,,,,,,,,,,,,,,,,,,,,,
10048427,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/72484001/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2ZiLzUzLzQ1L2IyMTAtNDIyYi05ZGI5LWU3NWRkYzIxNjRjYg.xhtml,http://regnskaber.virk.dk/72484001/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzIzLzU1LzNmLzk5ZTctNDkxOS1iZTA0LTI4MDYxZmQ2OGY0YQ.pdf,http://regnskaber.virk.dk/72484001/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzQ3LzUyL2VlL2EyNWUtNDQ0ZS04ODYyLTI2Y2U5MWJiMWM5Nw.xml,true,HÃ¸rsholm,2970.0,1.0,Havevej,5874 Hesselager,Skovhusene 17,"Regnskabsklasse B, mikrovirksomhed",2016-04-20,8839.0,,,10048427.0,Ãrsrapport,Heino Frederiksen,HOFFA ApS,Heino Frederiksen,,2014-01-01,2014-12-31,-15627.0,,,0.0,2015-12-31,2015-01-01,,,true,false,false,false,true,Ingen bistand,urn:ofk:oid:22264697,indberetninger-20180424,2.595548,10048427.0,,2018-03-28T21:11:14.439Z,2016-04-25T05:15:48.113Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-38-PN,2016-04-25T05:15:48.230Z,,,,,,,,,,,,,,,,,,,,,,,,
10048427,2014-12-31,2014-12-31,c7,http://regnskaber.virk.dk/72484001/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2ZiLzUzLzQ1L2IyMTAtNDIyYi05ZGI5LWU3NWRkYzIxNjRjYg.xhtml,http://regnskaber.virk.dk/72484001/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzIzLzU1LzNmLzk5ZTctNDkxOS1iZTA0LTI4MDYxZmQ2OGY0YQ.pdf,http://regnskaber.virk.dk/72484001/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzQ3LzUyL2VlL2EyNWUtNDQ0ZS04ODYyLTI2Y2U5MWJiMWM5Nw.xml,true,HÃ¸rsholm,2970.0,1.0,Havevej,5874 Hesselager,Skovhusene 17,"Regnskabsklasse B, mikrovirksomhed",2016-04-20,8839.0,,,10048427.0,Ãrsrapport,Heino Frederiksen,HOFFA ApS,Heino Frederiksen,,2014-01-01,2014-12-31,,,,0.0,2015-12-31,2015-01-01,,,true,false,false,false,true,Ingen bistand,urn:ofk:oid:22264697,indberetninger-20180424,2.595548,10048427.0,,2018-03-28T21:11:14.439Z,2016-04-25T05:15:48.113Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-38-PN,2016-04-25T05:15:48.230Z,451100.0,98131.0,125000.0,451100.0,28701.0,142165.0,0.0,0.0,0.0,0.0,451100.0,308935.0,0.0,231362.0,67406.0,0.0,0.0,0.0,17165.0,308935.0,352969.0,256862.0,17527.0,60046.0
10048427,2015-01-01,2015-01-01,c10,http://regnskaber.virk.dk/72484001/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2ZiLzUzLzQ1L2IyMTAtNDIyYi05ZGI5LWU3NWRkYzIxNjRjYg.xhtml,http://regnskaber.virk.dk/72484001/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzIzLzU1LzNmLzk5ZTctNDkxOS1iZTA0LTI4MDYxZmQ2OGY0YQ.pdf,http://regnskaber.virk.dk/72484001/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzQ3LzUyL2VlL2EyNWUtNDQ0ZS04ODYyLTI2Y2U5MWJiMWM5Nw.xml,true,HÃ¸rsholm,2970.0,1.0,Havevej,5874 Hesselager,Skovhusene 17,"Regnskabsklasse B, mikrovirksomhed",2016-04-20,8839.0,,,10048427.0,Ãrsrapport,Heino Frederiksen,HOFFA ApS,Heino Frederiksen,,2014-01-01,2014-12-31,,,,0.0,2015-12-31,2015-01-01,,,true,false,false,false,true,Ingen bistand,urn:ofk:oid:22264697,indberetninger-20180424,2.595548,10048427.0,,2018-03-28T21:11:14.439Z,2016-04-25T05:15:48.113Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-38-PN,2016-04-25T05:15:48.230Z,,,,,,142165.0,,,,,,,,,,,,,,,,,,
10048427,2015-01-01,2015-01-01,c8,http://regnskaber.virk.dk/72484001/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2ZiLzUzLzQ1L2IyMTAtNDIyYi05ZGI5LWU3NWRkYzIxNjRjYg.xhtml,http://regnskaber.virk.dk/72484001/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzIzLzU1LzNmLzk5ZTctNDkxOS1iZTA0LTI4MDYxZmQ2OGY0YQ.pdf,http://regnskaber.virk.dk/72484001/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzQ3LzUyL2VlL2EyNWUtNDQ0ZS04ODYyLTI2Y2U5MWJiMWM5Nw.xml,true,HÃ¸rsholm,2970.0,1.0,Havevej,5874 Hesselager,Skovhusene 17,"Regnskabsklasse B, mikrovirksomhed",2016-04-20,8839.0,,,10048427.0,Ãrsrapport,Heino Frederiksen,HOFFA ApS,Heino Frederiksen,,2014-01-01,2014-12-31,,,,0.0,2015-12-31,2015-01-01,,,true,false,false,false,true,Ingen bistand,urn:ofk:oid:22264697,indberetninger-20180424,2.595548,10048427.0,,2018-03-28T21:11:14.439Z,2016-04-25T05:15:48.113Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-38-PN,2016-04-25T05:15:48.230Z,,,,,,125000.0,,,,,,,,,,,,,,,,,,
10048427,2015-01-01,2015-01-01,c9,http://regnskaber.virk.dk/72484001/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2ZiLzUzLzQ1L2IyMTAtNDIyYi05ZGI5LWU3NWRkYzIxNjRjYg.xhtml,http://regnskaber.virk.dk/72484001/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzIzLzU1LzNmLzk5ZTctNDkxOS1iZTA0LTI4MDYxZmQ2OGY0YQ.pdf,http://regnskaber.virk.dk/72484001/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzQ3LzUyL2VlL2EyNWUtNDQ0ZS04ODYyLTI2Y2U5MWJiMWM5Nw.xml,true,HÃ¸rsholm,2970.0,1.0,Havevej,5874 Hesselager,Skovhusene 17,"Regnskabsklasse B, mikrovirksomhed",2016-04-20,8839.0,,,10048427.0,Ãrsrapport,Heino Frederiksen,HOFFA ApS,Heino Frederiksen,,2014-01-01,2014-12-31,,,,0.0,2015-12-31,2015-01-01,,,true,false,false,false,true,Ingen bistand,urn:ofk:oid:22264697,indberetninger-20180424,2.595548,10048427.0,,2018-03-28T21:11:14.439Z,2016-04-25T05:15:48.113Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-38-PN,2016-04-25T05:15:48.230Z,,,,,,17165.0,,,,,,,,,,,,,,,,,,
10048427,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/72484001/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2ZiLzUzLzQ1L2IyMTAtNDIyYi05ZGI5LWU3NWRkYzIxNjRjYg.xhtml,http://regnskaber.virk.dk/72484001/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzIzLzU1LzNmLzk5ZTctNDkxOS1iZTA0LTI4MDYxZmQ2OGY0YQ.pdf,http://regnskaber.virk.dk/72484001/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzQ3LzUyL2VlL2EyNWUtNDQ0ZS04ODYyLTI2Y2U5MWJiMWM5Nw.xml,true,HÃ¸rsholm,2970.0,1.0,Havevej,5874 Hesselager,Skovhusene 17,"Regnskabsklasse B, mikrovirksomhed",2016-04-20,8839.0,153950.0,234764.0,10048427.0,Ãrsrapport,Heino Frederiksen,HOFFA ApS,Heino Frederiksen,0.0,2014-01-01,2014-12-31,-4236.0,-4236.0,80814.0,0.0,2015-12-31,2015-01-01,85050.0,0.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:22264697,indberetninger-20180424,2.595548,10048427.0,,2018-03-28T21:11:14.439Z,2016-04-25T05:15:48.113Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-38-PN,2016-04-25T05:15:48.230Z,,,,,,,,,,,,,,,,,,,,,,,,
10048427,2015-01-01,2015-12-31,c11,http://regnskaber.virk.dk/72484001/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2ZiLzUzLzQ1L2IyMTAtNDIyYi05ZGI5LWU3NWRkYzIxNjRjYg.xhtml,http://regnskaber.virk.dk/72484001/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzIzLzU1LzNmLzk5ZTctNDkxOS1iZTA0LTI4MDYxZmQ2OGY0YQ.pdf,http://regnskaber.virk.dk/72484001/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzQ3LzUyL2VlL2EyNWUtNDQ0ZS04ODYyLTI2Y2U5MWJiMWM5Nw.xml,true,HÃ¸rsholm,2970.0,1.0,Havevej,5874 Hesselager,Skovhusene 17,"Regnskabsklasse B, mikrovirksomhed",2016-04-20,8839.0,,,10048427.0,Ãrsrapport,Heino Frederiksen,HOFFA ApS,Heino Frederiksen,,2014-01-01,2014-12-31,-4236.0,,,0.0,2015-12-31,2015-01-01,,,true,false,false,false,true,Ingen bistand,urn:ofk:oid:22264697,indberetninger-20180424,2.595548,10048427.0,,2018-03-28T21:11:14.439Z,2016-04-25T05:15:48.113Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-38-PN,2016-04-25T05:15:48.230Z,,,,,,,,,,,,,,,,,,,,,,,,
10048427,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/72484001/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2ZiLzUzLzQ1L2IyMTAtNDIyYi05ZGI5LWU3NWRkYzIxNjRjYg.xhtml,http://regnskaber.virk.dk/72484001/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzIzLzU1LzNmLzk5ZTctNDkxOS1iZTA0LTI4MDYxZmQ2OGY0YQ.pdf,http://regnskaber.virk.dk/72484001/ZG9rdW1lbnRsYWdlcjovLzAzLzczLzQ3LzUyL2VlL2EyNWUtNDQ0ZS04ODYyLTI2Y2U5MWJiMWM5Nw.xml,true,HÃ¸rsholm,2970.0,1.0,Havevej,5874 Hesselager,Skovhusene 17,"Regnskabsklasse B, mikrovirksomhed",2016-04-20,8839.0,,,10048427.0,Ãrsrapport,Heino Frederiksen,HOFFA ApS,Heino Frederiksen,,2014-01-01,2014-12-31,0.0,,,0.0,2015-12-31,2015-01-01,,,true,false,false,false,true,Ingen bistand,urn:ofk:oid:22264697,indberetninger-20180424,2.595548,10048427.0,,2018-03-28T21:11:14.439Z,2016-04-25T05:15:48.113Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-38-PN,2016-04-25T05:15:48.230Z,,,,,,,,,,,,,,,,,,,,,,,,
