entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ProfitLossRelatedToInvestments,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,NumberOfEmployees,OtherShorttermPayables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
26490804,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/40809462/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzM2LzQ4LzhkL2M2NDUtNGI0Zi05NjkxLWYwMjc1MjUwNWY3ZQ.pdf,http://regnskaber.virk.dk/40809462/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzQwLzcxLzI4L2M3MzgtNGRlZC1iNTE0LWU4OTY2MjgwYjdkMA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5450 Otterup,Rugvangen 8,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i CSR HOLDING ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-20,2002-03-01,2017-06-20,Statsautoriseret revisor,Ingen.,-3890.0,20222670.0,26490804.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for CSR HOLDING ApS.,-195002.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Dalgaard,Carsten Schebye Riisbjerg,Casten Schebye Riisbjerg,CSR HOLDING ApS,BDO Statsautoriseret revisionsaktieselskab,-1168.0,Otterup,2015-01-01,2015-12-31,-200060.0,-200060.0,-3890.0,40572.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Otterup,2016-12-31,2016-01-01,true,2017-06-20,Odense,0.0,urn:ofk:oid:24255914,indberetninger-20180424,2.5118417999999996,26490804.0,,2018-03-29T15:24:33.279Z,2017-06-20T16:19:06.532Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-58-KH,2017-06-20T16:19:06.700Z,,,,,,,,,,,,,,,,,,
26490804,2015-01-01,2015-12-31,c185,,http://regnskaber.virk.dk/40809462/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzM2LzQ4LzhkL2M2NDUtNGI0Zi05NjkxLWYwMjc1MjUwNWY3ZQ.pdf,http://regnskaber.virk.dk/40809462/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzQwLzcxLzI4L2M3MzgtNGRlZC1iNTE0LWU4OTY2MjgwYjdkMA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5450 Otterup,Rugvangen 8,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i CSR HOLDING ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-20,2002-03-01,2017-06-20,Statsautoriseret revisor,Ingen.,,20222670.0,26490804.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for CSR HOLDING ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Dalgaard,Carsten Schebye Riisbjerg,Casten Schebye Riisbjerg,CSR HOLDING ApS,BDO Statsautoriseret revisionsaktieselskab,,Otterup,2015-01-01,2015-12-31,-75631.0,,,40572.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Otterup,2016-12-31,2016-01-01,true,2017-06-20,Odense,,urn:ofk:oid:24255914,indberetninger-20180424,2.5118417999999996,26490804.0,,2018-03-29T15:24:33.279Z,2017-06-20T16:19:06.532Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-58-KH,2017-06-20T16:19:06.700Z,,,,,,,,,,,,,,,,,,
26490804,2015-01-01,2015-12-31,c195,,http://regnskaber.virk.dk/40809462/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzM2LzQ4LzhkL2M2NDUtNGI0Zi05NjkxLWYwMjc1MjUwNWY3ZQ.pdf,http://regnskaber.virk.dk/40809462/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzQwLzcxLzI4L2M3MzgtNGRlZC1iNTE0LWU4OTY2MjgwYjdkMA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5450 Otterup,Rugvangen 8,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i CSR HOLDING ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-20,2002-03-01,2017-06-20,Statsautoriseret revisor,Ingen.,,20222670.0,26490804.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for CSR HOLDING ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Dalgaard,Carsten Schebye Riisbjerg,Casten Schebye Riisbjerg,CSR HOLDING ApS,BDO Statsautoriseret revisionsaktieselskab,,Otterup,2015-01-01,2015-12-31,-124429.0,,,40572.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Otterup,2016-12-31,2016-01-01,true,2017-06-20,Odense,,urn:ofk:oid:24255914,indberetninger-20180424,2.5118417999999996,26490804.0,,2018-03-29T15:24:33.279Z,2017-06-20T16:19:06.532Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-58-KH,2017-06-20T16:19:06.700Z,,,,,,,,,,,,,,,,,,
26490804,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/40809462/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzM2LzQ4LzhkL2M2NDUtNGI0Zi05NjkxLWYwMjc1MjUwNWY3ZQ.pdf,http://regnskaber.virk.dk/40809462/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzQwLzcxLzI4L2M3MzgtNGRlZC1iNTE0LWU4OTY2MjgwYjdkMA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5450 Otterup,Rugvangen 8,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i CSR HOLDING ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-20,2002-03-01,2017-06-20,Statsautoriseret revisor,Ingen.,,20222670.0,26490804.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for CSR HOLDING ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Dalgaard,Carsten Schebye Riisbjerg,Casten Schebye Riisbjerg,CSR HOLDING ApS,BDO Statsautoriseret revisionsaktieselskab,,Otterup,2015-01-01,2015-12-31,,,,40572.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Otterup,2016-12-31,2016-01-01,true,2017-06-20,Odense,,urn:ofk:oid:24255914,indberetninger-20180424,2.5118417999999996,26490804.0,,2018-03-29T15:24:33.279Z,2017-06-20T16:19:06.532Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-58-KH,2017-06-20T16:19:06.700Z,73356.0,125000.0,-26481.0,73356.0,99837.0,73356.0,73356.0,73356.0,1.0,27406.0,-151481.0,70289.0,99837.0,2142.0,,,,
26490804,2016-01-01,2016-01-01,c226,,http://regnskaber.virk.dk/40809462/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzM2LzQ4LzhkL2M2NDUtNGI0Zi05NjkxLWYwMjc1MjUwNWY3ZQ.pdf,http://regnskaber.virk.dk/40809462/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzQwLzcxLzI4L2M3MzgtNGRlZC1iNTE0LWU4OTY2MjgwYjdkMA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5450 Otterup,Rugvangen 8,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i CSR HOLDING ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-20,2002-03-01,2017-06-20,Statsautoriseret revisor,Ingen.,,20222670.0,26490804.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for CSR HOLDING ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Dalgaard,Carsten Schebye Riisbjerg,Casten Schebye Riisbjerg,CSR HOLDING ApS,BDO Statsautoriseret revisionsaktieselskab,,Otterup,2015-01-01,2015-12-31,,,,40572.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Otterup,2016-12-31,2016-01-01,true,2017-06-20,Odense,,urn:ofk:oid:24255914,indberetninger-20180424,2.5118417999999996,26490804.0,,2018-03-29T15:24:33.279Z,2017-06-20T16:19:06.532Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-58-KH,2017-06-20T16:19:06.700Z,,,125000.0,,,,,,,,,,,,,,,
26490804,2016-01-01,2016-01-01,c253,,http://regnskaber.virk.dk/40809462/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzM2LzQ4LzhkL2M2NDUtNGI0Zi05NjkxLWYwMjc1MjUwNWY3ZQ.pdf,http://regnskaber.virk.dk/40809462/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzQwLzcxLzI4L2M3MzgtNGRlZC1iNTE0LWU4OTY2MjgwYjdkMA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5450 Otterup,Rugvangen 8,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i CSR HOLDING ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-20,2002-03-01,2017-06-20,Statsautoriseret revisor,Ingen.,,20222670.0,26490804.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for CSR HOLDING ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Dalgaard,Carsten Schebye Riisbjerg,Casten Schebye Riisbjerg,CSR HOLDING ApS,BDO Statsautoriseret revisionsaktieselskab,,Otterup,2015-01-01,2015-12-31,,,,40572.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Otterup,2016-12-31,2016-01-01,true,2017-06-20,Odense,,urn:ofk:oid:24255914,indberetninger-20180424,2.5118417999999996,26490804.0,,2018-03-29T15:24:33.279Z,2017-06-20T16:19:06.532Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-58-KH,2017-06-20T16:19:06.700Z,,,-151481.0,,,,,,,,,,,,,,,
26490804,2016-01-01,2016-01-01,c564,,http://regnskaber.virk.dk/40809462/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzM2LzQ4LzhkL2M2NDUtNGI0Zi05NjkxLWYwMjc1MjUwNWY3ZQ.pdf,http://regnskaber.virk.dk/40809462/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzQwLzcxLzI4L2M3MzgtNGRlZC1iNTE0LWU4OTY2MjgwYjdkMA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5450 Otterup,Rugvangen 8,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i CSR HOLDING ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-20,2002-03-01,2017-06-20,Statsautoriseret revisor,Ingen.,,20222670.0,26490804.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for CSR HOLDING ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Dalgaard,Carsten Schebye Riisbjerg,Casten Schebye Riisbjerg,CSR HOLDING ApS,BDO Statsautoriseret revisionsaktieselskab,,Otterup,2015-01-01,2015-12-31,,,,40572.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Otterup,2016-12-31,2016-01-01,true,2017-06-20,Odense,,urn:ofk:oid:24255914,indberetninger-20180424,2.5118417999999996,26490804.0,,2018-03-29T15:24:33.279Z,2017-06-20T16:19:06.532Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-58-KH,2017-06-20T16:19:06.700Z,,,,,,,,,,,,,,,-118852.0,192727.0,,
26490804,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/40809462/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzM2LzQ4LzhkL2M2NDUtNGI0Zi05NjkxLWYwMjc1MjUwNWY3ZQ.pdf,http://regnskaber.virk.dk/40809462/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzQwLzcxLzI4L2M3MzgtNGRlZC1iNTE0LWU4OTY2MjgwYjdkMA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5450 Otterup,Rugvangen 8,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i CSR HOLDING ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-20,2002-03-01,2017-06-20,Statsautoriseret revisor,Ingen.,-1875.0,20222670.0,26490804.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for CSR HOLDING ApS.,41091.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Dalgaard,Carsten Schebye Riisbjerg,Casten Schebye Riisbjerg,CSR HOLDING ApS,BDO Statsautoriseret revisionsaktieselskab,-7217.0,Otterup,2015-01-01,2015-12-31,31999.0,31999.0,-1875.0,40572.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Otterup,2016-12-31,2016-01-01,true,2017-06-20,Odense,0.0,urn:ofk:oid:24255914,indberetninger-20180424,2.5118417999999996,26490804.0,,2018-03-29T15:24:33.279Z,2017-06-20T16:19:06.532Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-58-KH,2017-06-20T16:19:06.700Z,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
26490804,2016-01-01,2016-12-31,c184,,http://regnskaber.virk.dk/40809462/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzM2LzQ4LzhkL2M2NDUtNGI0Zi05NjkxLWYwMjc1MjUwNWY3ZQ.pdf,http://regnskaber.virk.dk/40809462/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzQwLzcxLzI4L2M3MzgtNGRlZC1iNTE0LWU4OTY2MjgwYjdkMA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5450 Otterup,Rugvangen 8,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i CSR HOLDING ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-20,2002-03-01,2017-06-20,Statsautoriseret revisor,Ingen.,,20222670.0,26490804.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for CSR HOLDING ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Dalgaard,Carsten Schebye Riisbjerg,Casten Schebye Riisbjerg,CSR HOLDING ApS,BDO Statsautoriseret revisionsaktieselskab,,Otterup,2015-01-01,2015-12-31,0.0,,,40572.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Otterup,2016-12-31,2016-01-01,true,2017-06-20,Odense,,urn:ofk:oid:24255914,indberetninger-20180424,2.5118417999999996,26490804.0,,2018-03-29T15:24:33.279Z,2017-06-20T16:19:06.532Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-58-KH,2017-06-20T16:19:06.700Z,,,,,,,,,,,,,,,,,,
26490804,2016-01-01,2016-12-31,c194,,http://regnskaber.virk.dk/40809462/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzM2LzQ4LzhkL2M2NDUtNGI0Zi05NjkxLWYwMjc1MjUwNWY3ZQ.pdf,http://regnskaber.virk.dk/40809462/ZG9rdW1lbnRsYWdlcjovLzAzL2NjLzQwLzcxLzI4L2M3MzgtNGRlZC1iNTE0LWU4OTY2MjgwYjdkMA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5450 Otterup,Rugvangen 8,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i CSR HOLDING ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",2017-06-20,2002-03-01,2017-06-20,Statsautoriseret revisor,Ingen.,,20222670.0,26490804.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for CSR HOLDING ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Dalgaard,Carsten Schebye Riisbjerg,Casten Schebye Riisbjerg,CSR HOLDING ApS,BDO Statsautoriseret revisionsaktieselskab,,Otterup,2015-01-01,2015-12-31,31999.0,,,40572.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Otterup,2016-12-31,2016-01-01,true,2017-06-20,Odense,,urn:ofk:oid:24255914,indberetninger-20180424,2.5118417999999996,26490804.0,,2018-03-29T15:24:33.279Z,2017-06-20T16:19:06.532Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-58-KH,2017-06-20T16:19:06.700Z,,,,,,,,,,,,,,,,,,
