entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables,NameOfAuditFirm,TypeOfAuditorAssistance
13589879,2015-01-01,2015-12-31,c347,,http://regnskaber.virk.dk/97898531/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzBhL2UzLzM0L2E3Y2YtNDhmMS1iNzdmLTI0ZWZjMzk0NTUwZA.pdf,http://regnskaber.virk.dk/97898531/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzQ3LzUyLzNlLzA3ZGYtNDZlMC05NTY4LWUwYTYzZDJlZTBiMA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Glostrup,2600.0,107.0,Hovedvejen,2900 Hellerup,Hellerupvej 17 A,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Chr. Krogh Handel ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",3314.0,2017-02-09,1989-11-01,2017-03-09,Statsautoriseret revisor,-500000.0,-20940.0,20222670.0,13589879.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Chr. Krogh Handel ApS.,Ãrsrapport,35086.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Bjerre-Poulsen,Klaus Fredsted,Klaus Fredsted,Danske Bank,Chr. Krogh Handel ApS,BDO Statsautoriseret revisionsaktieselskab,35086.0,Gentofte,2015-01-01,2015-12-31,10832.0,14146.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2016-12-31,2016-01-01,true,2017-02-09,KÃ¸benhavn,-3314.0,urn:ofk:oid:23612263,indberetninger-20180424,2.5118417999999996,13589879.0,,2018-03-28T01:26:50.332Z,2017-03-17T09:57:49.961Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-60-MT,2017-03-17T09:57:50.092Z,,,,,,,,,,,,,,,,,,,,
13589879,2015-01-01,2015-12-31,c350,,http://regnskaber.virk.dk/97898531/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzBhL2UzLzM0L2E3Y2YtNDhmMS1iNzdmLTI0ZWZjMzk0NTUwZA.pdf,http://regnskaber.virk.dk/97898531/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzQ3LzUyLzNlLzA3ZGYtNDZlMC05NTY4LWUwYTYzZDJlZTBiMA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Glostrup,2600.0,107.0,Hovedvejen,2900 Hellerup,Hellerupvej 17 A,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Chr. Krogh Handel ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-09,1989-11-01,2017-03-09,Statsautoriseret revisor,-500000.0,,20222670.0,13589879.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Chr. Krogh Handel ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Bjerre-Poulsen,Klaus Fredsted,Klaus Fredsted,Danske Bank,Chr. Krogh Handel ApS,BDO Statsautoriseret revisionsaktieselskab,,Gentofte,2015-01-01,2015-12-31,500000.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2016-12-31,2016-01-01,true,2017-02-09,KÃ¸benhavn,,urn:ofk:oid:23612263,indberetninger-20180424,2.5118417999999996,13589879.0,,2018-03-28T01:26:50.332Z,2017-03-17T09:57:49.961Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-60-MT,2017-03-17T09:57:50.092Z,,,,,,,,,,,,,,,,,,,,
13589879,2015-01-01,2015-12-31,c368,,http://regnskaber.virk.dk/97898531/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzBhL2UzLzM0L2E3Y2YtNDhmMS1iNzdmLTI0ZWZjMzk0NTUwZA.pdf,http://regnskaber.virk.dk/97898531/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzQ3LzUyLzNlLzA3ZGYtNDZlMC05NTY4LWUwYTYzZDJlZTBiMA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Glostrup,2600.0,107.0,Hovedvejen,2900 Hellerup,Hellerupvej 17 A,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Chr. Krogh Handel ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-09,1989-11-01,2017-03-09,Statsautoriseret revisor,-500000.0,,20222670.0,13589879.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Chr. Krogh Handel ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Bjerre-Poulsen,Klaus Fredsted,Klaus Fredsted,Danske Bank,Chr. Krogh Handel ApS,BDO Statsautoriseret revisionsaktieselskab,,Gentofte,2015-01-01,2015-12-31,-489168.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2016-12-31,2016-01-01,true,2017-02-09,KÃ¸benhavn,,urn:ofk:oid:23612263,indberetninger-20180424,2.5118417999999996,13589879.0,,2018-03-28T01:26:50.332Z,2017-03-17T09:57:49.961Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-60-MT,2017-03-17T09:57:50.092Z,,,,,,,,,,,,,,,,,,,,
13589879,2015-12-31,2015-12-31,c398,,http://regnskaber.virk.dk/97898531/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzBhL2UzLzM0L2E3Y2YtNDhmMS1iNzdmLTI0ZWZjMzk0NTUwZA.pdf,http://regnskaber.virk.dk/97898531/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzQ3LzUyLzNlLzA3ZGYtNDZlMC05NTY4LWUwYTYzZDJlZTBiMA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Glostrup,2600.0,107.0,Hovedvejen,2900 Hellerup,Hellerupvej 17 A,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Chr. Krogh Handel ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-09,1989-11-01,2017-03-09,Statsautoriseret revisor,-500000.0,,20222670.0,13589879.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Chr. Krogh Handel ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Bjerre-Poulsen,Klaus Fredsted,Klaus Fredsted,Danske Bank,Chr. Krogh Handel ApS,BDO Statsautoriseret revisionsaktieselskab,,Gentofte,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2016-12-31,2016-01-01,true,2017-02-09,KÃ¸benhavn,,urn:ofk:oid:23612263,indberetninger-20180424,2.5118417999999996,13589879.0,,2018-03-28T01:26:50.332Z,2017-03-17T09:57:49.961Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-60-MT,2017-03-17T09:57:50.092Z,1114479.0,714401.0,80000.0,0.0,1091924.0,1114479.0,22555.0,400000.0,400000.0,400000.0,19240.0,500000.0,511924.0,22555.0,0.0,78.0,78.0,3315.0,,
13589879,2016-01-01,2016-01-01,c401,,http://regnskaber.virk.dk/97898531/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzBhL2UzLzM0L2E3Y2YtNDhmMS1iNzdmLTI0ZWZjMzk0NTUwZA.pdf,http://regnskaber.virk.dk/97898531/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzQ3LzUyLzNlLzA3ZGYtNDZlMC05NTY4LWUwYTYzZDJlZTBiMA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Glostrup,2600.0,107.0,Hovedvejen,2900 Hellerup,Hellerupvej 17 A,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Chr. Krogh Handel ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-09,1989-11-01,2017-03-09,Statsautoriseret revisor,-500000.0,,20222670.0,13589879.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Chr. Krogh Handel ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Bjerre-Poulsen,Klaus Fredsted,Klaus Fredsted,Danske Bank,Chr. Krogh Handel ApS,BDO Statsautoriseret revisionsaktieselskab,,Gentofte,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2016-12-31,2016-01-01,true,2017-02-09,KÃ¸benhavn,,urn:ofk:oid:23612263,indberetninger-20180424,2.5118417999999996,13589879.0,,2018-03-28T01:26:50.332Z,2017-03-17T09:57:49.961Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-60-MT,2017-03-17T09:57:50.092Z,,,,,80000.0,,,,,,,,,,,,,,,
13589879,2016-01-01,2016-01-01,c428,,http://regnskaber.virk.dk/97898531/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzBhL2UzLzM0L2E3Y2YtNDhmMS1iNzdmLTI0ZWZjMzk0NTUwZA.pdf,http://regnskaber.virk.dk/97898531/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzQ3LzUyLzNlLzA3ZGYtNDZlMC05NTY4LWUwYTYzZDJlZTBiMA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Glostrup,2600.0,107.0,Hovedvejen,2900 Hellerup,Hellerupvej 17 A,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Chr. Krogh Handel ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-09,1989-11-01,2017-03-09,Statsautoriseret revisor,-500000.0,,20222670.0,13589879.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Chr. Krogh Handel ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Bjerre-Poulsen,Klaus Fredsted,Klaus Fredsted,Danske Bank,Chr. Krogh Handel ApS,BDO Statsautoriseret revisionsaktieselskab,,Gentofte,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2016-12-31,2016-01-01,true,2017-02-09,KÃ¸benhavn,,urn:ofk:oid:23612263,indberetninger-20180424,2.5118417999999996,13589879.0,,2018-03-28T01:26:50.332Z,2017-03-17T09:57:49.961Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-60-MT,2017-03-17T09:57:50.092Z,,,,,511924.0,,,,,,,,,,,,,,,
13589879,2016-01-01,2016-01-01,c432,,http://regnskaber.virk.dk/97898531/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzBhL2UzLzM0L2E3Y2YtNDhmMS1iNzdmLTI0ZWZjMzk0NTUwZA.pdf,http://regnskaber.virk.dk/97898531/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzQ3LzUyLzNlLzA3ZGYtNDZlMC05NTY4LWUwYTYzZDJlZTBiMA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Glostrup,2600.0,107.0,Hovedvejen,2900 Hellerup,Hellerupvej 17 A,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Chr. Krogh Handel ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-09,1989-11-01,2017-03-09,Statsautoriseret revisor,-500000.0,,20222670.0,13589879.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Chr. Krogh Handel ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Bjerre-Poulsen,Klaus Fredsted,Klaus Fredsted,Danske Bank,Chr. Krogh Handel ApS,BDO Statsautoriseret revisionsaktieselskab,,Gentofte,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2016-12-31,2016-01-01,true,2017-02-09,KÃ¸benhavn,,urn:ofk:oid:23612263,indberetninger-20180424,2.5118417999999996,13589879.0,,2018-03-28T01:26:50.332Z,2017-03-17T09:57:49.961Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-60-MT,2017-03-17T09:57:50.092Z,,,,,500000.0,,,,,,,,,,,,,,,
13589879,2016-01-01,2016-12-31,c0,,http://regnskaber.virk.dk/97898531/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzBhL2UzLzM0L2E3Y2YtNDhmMS1iNzdmLTI0ZWZjMzk0NTUwZA.pdf,http://regnskaber.virk.dk/97898531/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzQ3LzUyLzNlLzA3ZGYtNDZlMC05NTY4LWUwYTYzZDJlZTBiMA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Glostrup,2600.0,107.0,Hovedvejen,2900 Hellerup,Hellerupvej 17 A,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Chr. Krogh Handel ApS,-162.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",0.0,2017-02-09,1989-11-01,2017-03-09,Statsautoriseret revisor,-500000.0,-14066.0,20222670.0,13589879.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Chr. Krogh Handel ApS.,Ãrsrapport,13330.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Bjerre-Poulsen,Klaus Fredsted,Klaus Fredsted,Danske Bank,Chr. Krogh Handel ApS,BDO Statsautoriseret revisionsaktieselskab,13330.0,Gentofte,2015-01-01,2015-12-31,-574.0,-736.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2016-12-31,2016-01-01,true,2017-02-09,KÃ¸benhavn,162.0,urn:ofk:oid:23612263,indberetninger-20180424,2.5118417999999996,13589879.0,,2018-03-28T01:26:50.332Z,2017-03-17T09:57:49.961Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-60-MT,2017-03-17T09:57:50.092Z,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
13589879,2016-01-01,2016-12-31,c2,,http://regnskaber.virk.dk/97898531/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzBhL2UzLzM0L2E3Y2YtNDhmMS1iNzdmLTI0ZWZjMzk0NTUwZA.pdf,http://regnskaber.virk.dk/97898531/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzQ3LzUyLzNlLzA3ZGYtNDZlMC05NTY4LWUwYTYzZDJlZTBiMA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Glostrup,2600.0,107.0,Hovedvejen,2900 Hellerup,Hellerupvej 17 A,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Chr. Krogh Handel ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-09,1989-11-01,2017-03-09,Statsautoriseret revisor,-500000.0,,20222670.0,13589879.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Chr. Krogh Handel ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Bjerre-Poulsen,Klaus Fredsted,Klaus Fredsted,Danske Bank,Chr. Krogh Handel ApS,BDO Statsautoriseret revisionsaktieselskab,,Gentofte,2015-01-01,2015-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2016-12-31,2016-01-01,true,2017-02-09,KÃ¸benhavn,,urn:ofk:oid:23612263,indberetninger-20180424,2.5118417999999996,13589879.0,,2018-03-28T01:26:50.332Z,2017-03-17T09:57:49.961Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-60-MT,2017-03-17T09:57:50.092Z,,,,,,,,,,,,,,,,,,,,
13589879,2016-01-01,2016-12-31,c349,,http://regnskaber.virk.dk/97898531/ZG9rdW1lbnRsYWdlcjovLzAzLzQ5LzBhL2UzLzM0L2E3Y2YtNDhmMS1iNzdmLTI0ZWZjMzk0NTUwZA.pdf,http://regnskaber.virk.dk/97898531/ZG9rdW1lbnRsYWdlcjovLzAzLzg1LzQ3LzUyLzNlLzA3ZGYtNDZlMC05NTY4LWUwYTYzZDJlZTBiMA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Glostrup,2600.0,107.0,Hovedvejen,2900 Hellerup,Hellerupvej 17 A,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Chr. Krogh Handel ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",,2017-02-09,1989-11-01,2017-03-09,Statsautoriseret revisor,-500000.0,,20222670.0,13589879.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Chr. Krogh Handel ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Bjerre-Poulsen,Klaus Fredsted,Klaus Fredsted,Danske Bank,Chr. Krogh Handel ApS,BDO Statsautoriseret revisionsaktieselskab,,Gentofte,2015-01-01,2015-12-31,400000.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2016-12-31,2016-01-01,true,2017-02-09,KÃ¸benhavn,,urn:ofk:oid:23612263,indberetninger-20180424,2.5118417999999996,13589879.0,,2018-03-28T01:26:50.332Z,2017-03-17T09:57:49.961Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-60-MT,2017-03-17T09:57:50.092Z,,,,,,,,,,,,,,,,,,,,
