entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IncomeFromInvestmentsInGroupEnterprises,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables
18908549,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/94580981/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzY0LzhlL2NhL2YwMWEtNDA4MC1hZWE1LTA0Yjk0ZmRjMWJmNQ.xhtml,http://regnskaber.virk.dk/94580981/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzYxLzczL2ZhLzE0NGMtNDUwMy04NTI4LWNjYjUwOTQ0YzMzNw.pdf,http://regnskaber.virk.dk/94580981/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2VkL2UyLzI4LzJlOGQtNDFmMS05ZTUxLThjNTU2MWVlNTA2NA.xml,true,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,3000 HelsingÃ¸r,NÃ¸rrelÃ¸kkevej 5,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-28,50930.0,528421.0,1154451.0,18908549.0,173488.0,Ãrsrapport,Ernst Hansen,REVISIONSFIRMAET ERNST HANSEN ApS,Ernst Hansen,10554.0,529046.0,2017-01-01,2017-12-31,1018644.0,1267080.0,575100.0,2018-12-31,2018-01-01,false,248436.0,40421255.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27270988,indberetninger-20180424,2.5927877,18908549.0,AWr_veEeRYGX6_YTIIEz,2019-05-28T18:40:09.350Z,2019-05-28T18:39:54.639Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-61-BR,2019-05-28T18:39:54.924Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
18908549,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/94580981/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzY0LzhlL2NhL2YwMWEtNDA4MC1hZWE1LTA0Yjk0ZmRjMWJmNQ.xhtml,http://regnskaber.virk.dk/94580981/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzYxLzczL2ZhLzE0NGMtNDUwMy04NTI4LWNjYjUwOTQ0YzMzNw.pdf,http://regnskaber.virk.dk/94580981/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2VkL2UyLzI4LzJlOGQtNDFmMS05ZTUxLThjNTU2MWVlNTA2NA.xml,true,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,3000 HelsingÃ¸r,NÃ¸rrelÃ¸kkevej 5,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-28,,,,18908549.0,,Ãrsrapport,Ernst Hansen,REVISIONSFIRMAET ERNST HANSEN ApS,Ernst Hansen,,,2017-01-01,2017-12-31,2500000.0,,,2018-12-31,2018-01-01,false,,40421255.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27270988,indberetninger-20180424,2.5927877,18908549.0,AWr_veEeRYGX6_YTIIEz,2019-05-28T18:40:09.350Z,2019-05-28T18:39:54.639Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-61-BR,2019-05-28T18:39:54.924Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
18908549,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/94580981/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzY0LzhlL2NhL2YwMWEtNDA4MC1hZWE1LTA0Yjk0ZmRjMWJmNQ.xhtml,http://regnskaber.virk.dk/94580981/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzYxLzczL2ZhLzE0NGMtNDUwMy04NTI4LWNjYjUwOTQ0YzMzNw.pdf,http://regnskaber.virk.dk/94580981/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2VkL2UyLzI4LzJlOGQtNDFmMS05ZTUxLThjNTU2MWVlNTA2NA.xml,true,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,3000 HelsingÃ¸r,NÃ¸rrelÃ¸kkevej 5,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-28,,,,18908549.0,,Ãrsrapport,Ernst Hansen,REVISIONSFIRMAET ERNST HANSEN ApS,Ernst Hansen,,,2017-01-01,2017-12-31,13488.0,,,2018-12-31,2018-01-01,false,,40421255.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27270988,indberetninger-20180424,2.5927877,18908549.0,AWr_veEeRYGX6_YTIIEz,2019-05-28T18:40:09.350Z,2019-05-28T18:39:54.639Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-61-BR,2019-05-28T18:39:54.924Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
18908549,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/94580981/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzY0LzhlL2NhL2YwMWEtNDA4MC1hZWE1LTA0Yjk0ZmRjMWJmNQ.xhtml,http://regnskaber.virk.dk/94580981/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzYxLzczL2ZhLzE0NGMtNDUwMy04NTI4LWNjYjUwOTQ0YzMzNw.pdf,http://regnskaber.virk.dk/94580981/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2VkL2UyLzI4LzJlOGQtNDFmMS05ZTUxLThjNTU2MWVlNTA2NA.xml,true,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,3000 HelsingÃ¸r,NÃ¸rrelÃ¸kkevej 5,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-28,,,,18908549.0,,Ãrsrapport,Ernst Hansen,REVISIONSFIRMAET ERNST HANSEN ApS,Ernst Hansen,,,2017-01-01,2017-12-31,-1494844.0,,,2018-12-31,2018-01-01,false,,40421255.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27270988,indberetninger-20180424,2.5927877,18908549.0,AWr_veEeRYGX6_YTIIEz,2019-05-28T18:40:09.350Z,2019-05-28T18:39:54.639Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-61-BR,2019-05-28T18:39:54.924Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
18908549,2017-12-31,2017-12-31,c9,http://regnskaber.virk.dk/94580981/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzY0LzhlL2NhL2YwMWEtNDA4MC1hZWE1LTA0Yjk0ZmRjMWJmNQ.xhtml,http://regnskaber.virk.dk/94580981/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzYxLzczL2ZhLzE0NGMtNDUwMy04NTI4LWNjYjUwOTQ0YzMzNw.pdf,http://regnskaber.virk.dk/94580981/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2VkL2UyLzI4LzJlOGQtNDFmMS05ZTUxLThjNTU2MWVlNTA2NA.xml,true,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,3000 HelsingÃ¸r,NÃ¸rrelÃ¸kkevej 5,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-28,,,,18908549.0,,Ãrsrapport,Ernst Hansen,REVISIONSFIRMAET ERNST HANSEN ApS,Ernst Hansen,,,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,40421255.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27270988,indberetninger-20180424,2.5927877,18908549.0,AWr_veEeRYGX6_YTIIEz,2019-05-28T18:40:09.350Z,2019-05-28T18:39:54.639Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-61-BR,2019-05-28T18:39:54.924Z,4578450.0,299352.0,200000.0,3176799.0,175000.0,3696546.0,303942.0,4578450.0,865763.0,1097709.0,1097709.0,1401651.0,1033314.0,268238.0,1669133.0,303942.0,2500000.0,16141.0,16141.0,257709.0,738837.0,1033314.0,865763.0,414245.0,1844133.0,183280.0,0.0
18908549,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/94580981/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzY0LzhlL2NhL2YwMWEtNDA4MC1hZWE1LTA0Yjk0ZmRjMWJmNQ.xhtml,http://regnskaber.virk.dk/94580981/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzYxLzczL2ZhLzE0NGMtNDUwMy04NTI4LWNjYjUwOTQ0YzMzNw.pdf,http://regnskaber.virk.dk/94580981/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2VkL2UyLzI4LzJlOGQtNDFmMS05ZTUxLThjNTU2MWVlNTA2NA.xml,true,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,3000 HelsingÃ¸r,NÃ¸rrelÃ¸kkevej 5,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-28,63988.0,784847.0,1622096.0,18908549.0,466202.0,Ãrsrapport,Ernst Hansen,REVISIONSFIRMAET ERNST HANSEN ApS,Ernst Hansen,266443.0,39117.0,2017-01-01,2017-12-31,885609.0,1012137.0,773261.0,2018-12-31,2018-01-01,false,126528.0,40421255.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27270988,indberetninger-20180424,2.5927877,18908549.0,AWr_veEeRYGX6_YTIIEz,2019-05-28T18:40:09.350Z,2019-05-28T18:39:54.639Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-61-BR,2019-05-28T18:39:54.924Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
18908549,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/94580981/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzY0LzhlL2NhL2YwMWEtNDA4MC1hZWE1LTA0Yjk0ZmRjMWJmNQ.xhtml,http://regnskaber.virk.dk/94580981/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzYxLzczL2ZhLzE0NGMtNDUwMy04NTI4LWNjYjUwOTQ0YzMzNw.pdf,http://regnskaber.virk.dk/94580981/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2VkL2UyLzI4LzJlOGQtNDFmMS05ZTUxLThjNTU2MWVlNTA2NA.xml,true,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,3000 HelsingÃ¸r,NÃ¸rrelÃ¸kkevej 5,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-28,,,,18908549.0,,Ãrsrapport,Ernst Hansen,REVISIONSFIRMAET ERNST HANSEN ApS,Ernst Hansen,,,2017-01-01,2017-12-31,800000.0,,,2018-12-31,2018-01-01,false,,40421255.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27270988,indberetninger-20180424,2.5927877,18908549.0,AWr_veEeRYGX6_YTIIEz,2019-05-28T18:40:09.350Z,2019-05-28T18:39:54.639Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-61-BR,2019-05-28T18:39:54.924Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
18908549,2018-01-01,2018-12-31,c4,http://regnskaber.virk.dk/94580981/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzY0LzhlL2NhL2YwMWEtNDA4MC1hZWE1LTA0Yjk0ZmRjMWJmNQ.xhtml,http://regnskaber.virk.dk/94580981/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzYxLzczL2ZhLzE0NGMtNDUwMy04NTI4LWNjYjUwOTQ0YzMzNw.pdf,http://regnskaber.virk.dk/94580981/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2VkL2UyLzI4LzJlOGQtNDFmMS05ZTUxLThjNTU2MWVlNTA2NA.xml,true,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,3000 HelsingÃ¸r,NÃ¸rrelÃ¸kkevej 5,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-28,,,,18908549.0,,Ãrsrapport,Ernst Hansen,REVISIONSFIRMAET ERNST HANSEN ApS,Ernst Hansen,,,2017-01-01,2017-12-31,-257709.0,,,2018-12-31,2018-01-01,false,,40421255.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27270988,indberetninger-20180424,2.5927877,18908549.0,AWr_veEeRYGX6_YTIIEz,2019-05-28T18:40:09.350Z,2019-05-28T18:39:54.639Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-61-BR,2019-05-28T18:39:54.924Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
18908549,2018-01-01,2018-12-31,c6,http://regnskaber.virk.dk/94580981/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzY0LzhlL2NhL2YwMWEtNDA4MC1hZWE1LTA0Yjk0ZmRjMWJmNQ.xhtml,http://regnskaber.virk.dk/94580981/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzYxLzczL2ZhLzE0NGMtNDUwMy04NTI4LWNjYjUwOTQ0YzMzNw.pdf,http://regnskaber.virk.dk/94580981/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2VkL2UyLzI4LzJlOGQtNDFmMS05ZTUxLThjNTU2MWVlNTA2NA.xml,true,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,3000 HelsingÃ¸r,NÃ¸rrelÃ¸kkevej 5,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-28,,,,18908549.0,,Ãrsrapport,Ernst Hansen,REVISIONSFIRMAET ERNST HANSEN ApS,Ernst Hansen,,,2017-01-01,2017-12-31,343318.0,,,2018-12-31,2018-01-01,false,,40421255.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27270988,indberetninger-20180424,2.5927877,18908549.0,AWr_veEeRYGX6_YTIIEz,2019-05-28T18:40:09.350Z,2019-05-28T18:39:54.639Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-61-BR,2019-05-28T18:39:54.924Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
18908549,2018-12-31,2018-12-31,c8,http://regnskaber.virk.dk/94580981/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzY0LzhlL2NhL2YwMWEtNDA4MC1hZWE1LTA0Yjk0ZmRjMWJmNQ.xhtml,http://regnskaber.virk.dk/94580981/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzYxLzczL2ZhLzE0NGMtNDUwMy04NTI4LWNjYjUwOTQ0YzMzNw.pdf,http://regnskaber.virk.dk/94580981/ZG9rdW1lbnRsYWdlcjovLzAzL2FlL2VkL2UyLzI4LzJlOGQtNDFmMS05ZTUxLThjNTU2MWVlNTA2NA.xml,true,SÃ¸borg,2860.0,9.0,Knud HÃ¸jgaards Vej,3000 HelsingÃ¸r,NÃ¸rrelÃ¸kkevej 5,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-28,,,,18908549.0,,Ãrsrapport,Ernst Hansen,REVISIONSFIRMAET ERNST HANSEN ApS,Ernst Hansen,,,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,false,,40421255.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27270988,indberetninger-20180424,2.5927877,18908549.0,AWr_veEeRYGX6_YTIIEz,2019-05-28T18:40:09.350Z,2019-05-28T18:39:54.639Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-61-BR,2019-05-28T18:39:54.924Z,3635642.0,676025.0,200000.0,2755688.0,175000.0,2082155.0,239954.0,3635642.0,1543452.0,640000.0,640000.0,879954.0,770709.0,1543452.0,999755.0,239954.0,800000.0,10035.0,10035.0,0.0,1082155.0,770709.0,1543452.0,0.0,1308954.0,0.0,134199.0
