entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,FaxNumberOfReportingEntity,HomepageOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,ExchangeRateAdjustmentsOtherFinanceExpenses,GrossProfitLoss,ImpairmentOfFinancialAssets,InterestExpenseAssignedToGroupEnterprises,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,NominalValueOfIssuedShares,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherProvisions,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PrepaymentsForGoods,PropertyPlantAndEquipment,Provisions,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment,DisposalsOfPropertyPlantAndEquipment,ImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,ReversalsOfImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,IncreaseOfCapital,NameAndSurnameOfMemberOfSupervisoryBoard,DescriptionOfClassOfIssuedShares,NumberOfIssuedShares
25673697,2012-04-01,2013-03-31,c195,http://regnskaber.virk.dk/79637652/Y3ZyLmRrOi8vcGRmcy8yNTY3MzY5NztBL1MyNzc0Mzk7MjAxMzA0MDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/79637652/Y3ZyLmRrOi8veGJybHMvWC03ODU0MjA3RS0yMDE1MDMwM18wOTExMDlfNDYz.xml,Odense C,5100.0,25.0,Englandsgade,Aaby,NÃ¸rr,9.0,Industrivej,"Postboks 200, 5100 Odense C",Englandsgade 25,Regnskabsklasse B,2015-02-18,2015-02-18,2015-02-18,statsaut. revisor,70221293.0,www.triventek.com,25673697.0,30700228.0,Ãrsrapport,Kenneth Skov Hansen,Giles William Woolley,Torben Andreasen,Triventek A/S,Ernst & Young Godkendt Revisionspartnerselskab,"NÃ¸rre Aaby, den",485417.0,Middelfart,2014-09-30,2013-04-01,2015-02-18,"Odense, den",70221292.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:20774332,indberetninger-20180424,2.5124211,25673697,,2018-03-30T14:38:42.490Z,2015-03-03T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-04-01,14-361.535,2015-03-03T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25673697,2012-04-01,2013-03-31,c4,http://regnskaber.virk.dk/79637652/Y3ZyLmRrOi8vcGRmcy8yNTY3MzY5NztBL1MyNzc0Mzk7MjAxMzA0MDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/79637652/Y3ZyLmRrOi8veGJybHMvWC03ODU0MjA3RS0yMDE1MDMwM18wOTExMDlfNDYz.xml,Odense C,5100.0,25.0,Englandsgade,Aaby,NÃ¸rr,9.0,Industrivej,"Postboks 200, 5100 Odense C",Englandsgade 25,Regnskabsklasse B,2015-02-18,2015-02-18,2015-02-18,statsaut. revisor,70221293.0,www.triventek.com,25673697.0,30700228.0,Ãrsrapport,Kenneth Skov Hansen,Giles William Woolley,Torben Andreasen,Triventek A/S,Ernst & Young Godkendt Revisionspartnerselskab,"NÃ¸rre Aaby, den",485417.0,Middelfart,2014-09-30,2013-04-01,2015-02-18,"Odense, den",70221292.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:20774332,indberetninger-20180424,2.5124211,25673697,,2018-03-30T14:38:42.490Z,2015-03-03T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-04-01,14-361.535,2015-03-03T23:00:00.000Z,23.0,466433.0,10492296.0,72605.0,12196282.0,6320.0,398531.0,303187.0,941831.0,189695.0,464375.0,706097.0,485417.0,1237553.0,153943.0,0.0,9329069.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25673697,2013-03-31,2013-03-31,c1294,http://regnskaber.virk.dk/79637652/Y3ZyLmRrOi8vcGRmcy8yNTY3MzY5NztBL1MyNzc0Mzk7MjAxMzA0MDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/79637652/Y3ZyLmRrOi8veGJybHMvWC03ODU0MjA3RS0yMDE1MDMwM18wOTExMDlfNDYz.xml,Odense C,5100.0,25.0,Englandsgade,Aaby,NÃ¸rr,9.0,Industrivej,"Postboks 200, 5100 Odense C",Englandsgade 25,Regnskabsklasse B,2015-02-18,2015-02-18,2015-02-18,statsaut. revisor,70221293.0,www.triventek.com,25673697.0,30700228.0,Ãrsrapport,Kenneth Skov Hansen,Giles William Woolley,Torben Andreasen,Triventek A/S,Ernst & Young Godkendt Revisionspartnerselskab,"NÃ¸rre Aaby, den",,Middelfart,2014-09-30,2013-04-01,2015-02-18,"Odense, den",70221292.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:20774332,indberetninger-20180424,2.5124211,25673697,,2018-03-30T14:38:42.490Z,2015-03-03T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-04-01,14-361.535,2015-03-03T23:00:00.000Z,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25673697,2013-03-31,2013-03-31,c1296,http://regnskaber.virk.dk/79637652/Y3ZyLmRrOi8vcGRmcy8yNTY3MzY5NztBL1MyNzc0Mzk7MjAxMzA0MDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/79637652/Y3ZyLmRrOi8veGJybHMvWC03ODU0MjA3RS0yMDE1MDMwM18wOTExMDlfNDYz.xml,Odense C,5100.0,25.0,Englandsgade,Aaby,NÃ¸rr,9.0,Industrivej,"Postboks 200, 5100 Odense C",Englandsgade 25,Regnskabsklasse B,2015-02-18,2015-02-18,2015-02-18,statsaut. revisor,70221293.0,www.triventek.com,25673697.0,30700228.0,Ãrsrapport,Kenneth Skov Hansen,Giles William Woolley,Torben Andreasen,Triventek A/S,Ernst & Young Godkendt Revisionspartnerselskab,"NÃ¸rre Aaby, den",,Middelfart,2014-09-30,2013-04-01,2015-02-18,"Odense, den",70221292.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:20774332,indberetninger-20180424,2.5124211,25673697,,2018-03-30T14:38:42.490Z,2015-03-03T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-04-01,14-361.535,2015-03-03T23:00:00.000Z,,,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25673697,2013-03-31,2013-03-31,c5,http://regnskaber.virk.dk/79637652/Y3ZyLmRrOi8vcGRmcy8yNTY3MzY5NztBL1MyNzc0Mzk7MjAxMzA0MDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/79637652/Y3ZyLmRrOi8veGJybHMvWC03ODU0MjA3RS0yMDE1MDMwM18wOTExMDlfNDYz.xml,Odense C,5100.0,25.0,Englandsgade,Aaby,NÃ¸rr,9.0,Industrivej,"Postboks 200, 5100 Odense C",Englandsgade 25,Regnskabsklasse B,2015-02-18,2015-02-18,2015-02-18,statsaut. revisor,70221293.0,www.triventek.com,25673697.0,30700228.0,Ãrsrapport,Kenneth Skov Hansen,Giles William Woolley,Torben Andreasen,Triventek A/S,Ernst & Young Godkendt Revisionspartnerselskab,"NÃ¸rre Aaby, den",,Middelfart,2014-09-30,2013-04-01,2015-02-18,"Odense, den",70221292.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:20774332,indberetninger-20180424,2.5124211,25673697,,2018-03-30T14:38:42.490Z,2015-03-03T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-04-01,14-361.535,2015-03-03T23:00:00.000Z,,,,,,,,,,,,,,,,,,,16556825.0,169402.0,500000.0,15786097.0,188692.0,1245890.0,71701.0,10012448.0,270148.0,16556825.0,15110935.0,3422026.0,770728.0,200000.0,1936192.0,375486.0,428879.0,32866.0,770728.0,200000.0,6557556.0,745890.0,7703423.0,15110935.0,2600000.0,5604247.0,2871320.0,5040069.0,,,,,,,,,,,
25673697,2013-04-01,2013-04-01,c231,http://regnskaber.virk.dk/79637652/Y3ZyLmRrOi8vcGRmcy8yNTY3MzY5NztBL1MyNzc0Mzk7MjAxMzA0MDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/79637652/Y3ZyLmRrOi8veGJybHMvWC03ODU0MjA3RS0yMDE1MDMwM18wOTExMDlfNDYz.xml,Odense C,5100.0,25.0,Englandsgade,Aaby,NÃ¸rr,9.0,Industrivej,"Postboks 200, 5100 Odense C",Englandsgade 25,Regnskabsklasse B,2015-02-18,2015-02-18,2015-02-18,statsaut. revisor,70221293.0,www.triventek.com,25673697.0,30700228.0,Ãrsrapport,Kenneth Skov Hansen,Giles William Woolley,Torben Andreasen,Triventek A/S,Ernst & Young Godkendt Revisionspartnerselskab,"NÃ¸rre Aaby, den",,Middelfart,2014-09-30,2013-04-01,2015-02-18,"Odense, den",70221292.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:20774332,indberetninger-20180424,2.5124211,25673697,,2018-03-30T14:38:42.490Z,2015-03-03T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-04-01,14-361.535,2015-03-03T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,823207.0,1296663.0,,,,,,,,,
25673697,2013-04-01,2013-04-01,c235,http://regnskaber.virk.dk/79637652/Y3ZyLmRrOi8vcGRmcy8yNTY3MzY5NztBL1MyNzc0Mzk7MjAxMzA0MDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/79637652/Y3ZyLmRrOi8veGJybHMvWC03ODU0MjA3RS0yMDE1MDMwM18wOTExMDlfNDYz.xml,Odense C,5100.0,25.0,Englandsgade,Aaby,NÃ¸rr,9.0,Industrivej,"Postboks 200, 5100 Odense C",Englandsgade 25,Regnskabsklasse B,2015-02-18,2015-02-18,2015-02-18,statsaut. revisor,70221293.0,www.triventek.com,25673697.0,30700228.0,Ãrsrapport,Kenneth Skov Hansen,Giles William Woolley,Torben Andreasen,Triventek A/S,Ernst & Young Godkendt Revisionspartnerselskab,"NÃ¸rre Aaby, den",,Middelfart,2014-09-30,2013-04-01,2015-02-18,"Odense, den",70221292.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:20774332,indberetninger-20180424,2.5124211,25673697,,2018-03-30T14:38:42.490Z,2015-03-03T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-04-01,14-361.535,2015-03-03T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143545.0,215246.0,,,,,,,,,
25673697,2013-04-01,2013-04-01,c242,http://regnskaber.virk.dk/79637652/Y3ZyLmRrOi8vcGRmcy8yNTY3MzY5NztBL1MyNzc0Mzk7MjAxMzA0MDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/79637652/Y3ZyLmRrOi8veGJybHMvWC03ODU0MjA3RS0yMDE1MDMwM18wOTExMDlfNDYz.xml,Odense C,5100.0,25.0,Englandsgade,Aaby,NÃ¸rr,9.0,Industrivej,"Postboks 200, 5100 Odense C",Englandsgade 25,Regnskabsklasse B,2015-02-18,2015-02-18,2015-02-18,statsaut. revisor,70221293.0,www.triventek.com,25673697.0,30700228.0,Ãrsrapport,Kenneth Skov Hansen,Giles William Woolley,Torben Andreasen,Triventek A/S,Ernst & Young Godkendt Revisionspartnerselskab,"NÃ¸rre Aaby, den",,Middelfart,2014-09-30,2013-04-01,2015-02-18,"Odense, den",70221292.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:20774332,indberetninger-20180424,2.5124211,25673697,,2018-03-30T14:38:42.490Z,2015-03-03T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-04-01,14-361.535,2015-03-03T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127028.0,352600.0,,,,,,,,,
25673697,2013-04-01,2013-04-01,c312,http://regnskaber.virk.dk/79637652/Y3ZyLmRrOi8vcGRmcy8yNTY3MzY5NztBL1MyNzc0Mzk7MjAxMzA0MDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/79637652/Y3ZyLmRrOi8veGJybHMvWC03ODU0MjA3RS0yMDE1MDMwM18wOTExMDlfNDYz.xml,Odense C,5100.0,25.0,Englandsgade,Aaby,NÃ¸rr,9.0,Industrivej,"Postboks 200, 5100 Odense C",Englandsgade 25,Regnskabsklasse B,2015-02-18,2015-02-18,2015-02-18,statsaut. revisor,70221293.0,www.triventek.com,25673697.0,30700228.0,Ãrsrapport,Kenneth Skov Hansen,Giles William Woolley,Torben Andreasen,Triventek A/S,Ernst & Young Godkendt Revisionspartnerselskab,"NÃ¸rre Aaby, den",,Middelfart,2014-09-30,2013-04-01,2015-02-18,"Odense, den",70221292.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:20774332,indberetninger-20180424,2.5124211,25673697,,2018-03-30T14:38:42.490Z,2015-03-03T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-04-01,14-361.535,2015-03-03T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25673697,2013-04-01,2013-04-01,c351,http://regnskaber.virk.dk/79637652/Y3ZyLmRrOi8vcGRmcy8yNTY3MzY5NztBL1MyNzc0Mzk7MjAxMzA0MDE7MjAxNDA5MzA7UjtS.pdf,http://regnskaber.virk.dk/79637652/Y3ZyLmRrOi8veGJybHMvWC03ODU0MjA3RS0yMDE1MDMwM18wOTExMDlfNDYz.xml,Odense C,5100.0,25.0,Englandsgade,Aaby,NÃ¸rr,9.0,Industrivej,"Postboks 200, 5100 Odense C",Englandsgade 25,Regnskabsklasse B,2015-02-18,2015-02-18,2015-02-18,statsaut. revisor,70221293.0,www.triventek.com,25673697.0,30700228.0,Ãrsrapport,Kenneth Skov Hansen,Giles William Woolley,Torben Andreasen,Triventek A/S,Ernst & Young Godkendt Revisionspartnerselskab,"NÃ¸rre Aaby, den",,Middelfart,2014-09-30,2013-04-01,2015-02-18,"Odense, den",70221292.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:20774332,indberetninger-20180424,2.5124211,25673697,,2018-03-30T14:38:42.490Z,2015-03-03T23:00:00.000Z,regnskab,0.0,,2014-09-30,2013-04-01,14-361.535,2015-03-03T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,745890.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
