entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfSupervisoryBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToGroupEnterprises,LongtermPayablesToShareholdersAndManagement,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
29512574,2016-07-01,2017-06-30,ID_10,,http://regnskaber.virk.dk/47521592/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzhhL2M5LzdmLzgyMmQtNDM0MC1iOWVkLWM4N2E0ODY3NmVmMQ.pdf,http://regnskaber.virk.dk/47521592/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzdlLzRjLzY2LzQ3NjMtNGVlYi1iYmJmLTQ5OTI5OGUxMjVmNQ.xml,true,"Billund, 7190",Ãstvej 10 B,Til den daglige ledelse i SGC 1 Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-12-20,2018-12-20,2006-04-18,2018-12-20,group2008@gmail.com,20806346.0,29512574.0,20806346.0,mne8926,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for SGC 1 Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Svend Aage Stolten,SÃ¸ren GÃ¸rup Christiansen,SÃ¸ren GÃ¸rup Christiansen,Centerrevision Billund,SGC 1 Holding ApS,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",Vissenbjerg,2016-07-01,2017-06-30,4715.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"420, Assens",2018-06-30,2017-07-01,true,2018-12-20,Billund,Bestyrelsesmedlem,Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26497844,indberetninger-20180424,2.5124211,29512574.0,AWfQR5k7et7j816DxhOz,2018-12-21T10:20:58.323Z,2018-12-21T10:20:11.768Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ER-44-FN,2018-12-21T10:20:12.006Z,,,,,,,,,,,,,,,,,
29512574,2016-07-01,2017-06-30,ID_8,,http://regnskaber.virk.dk/47521592/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzhhL2M5LzdmLzgyMmQtNDM0MC1iOWVkLWM4N2E0ODY3NmVmMQ.pdf,http://regnskaber.virk.dk/47521592/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzdlLzRjLzY2LzQ3NjMtNGVlYi1iYmJmLTQ5OTI5OGUxMjVmNQ.xml,true,"Billund, 7190",Ãstvej 10 B,Til den daglige ledelse i SGC 1 Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-12-20,2018-12-20,2006-04-18,2018-12-20,group2008@gmail.com,20806346.0,29512574.0,20806346.0,mne8926,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for SGC 1 Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Svend Aage Stolten,SÃ¸ren GÃ¸rup Christiansen,SÃ¸ren GÃ¸rup Christiansen,Centerrevision Billund,SGC 1 Holding ApS,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",Vissenbjerg,2016-07-01,2017-06-30,-4715.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"420, Assens",2018-06-30,2017-07-01,true,2018-12-20,Billund,Bestyrelsesmedlem,Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26497844,indberetninger-20180424,2.5124211,29512574.0,AWfQR5k7et7j816DxhOz,2018-12-21T10:20:58.323Z,2018-12-21T10:20:11.768Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ER-44-FN,2018-12-21T10:20:12.006Z,-4500.0,845.0,630.0,-4715.0,-4500.0,,,,,,,,,,,,
29512574,2017-06-30,2017-06-30,ID_7,,http://regnskaber.virk.dk/47521592/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzhhL2M5LzdmLzgyMmQtNDM0MC1iOWVkLWM4N2E0ODY3NmVmMQ.pdf,http://regnskaber.virk.dk/47521592/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzdlLzRjLzY2LzQ3NjMtNGVlYi1iYmJmLTQ5OTI5OGUxMjVmNQ.xml,true,"Billund, 7190",Ãstvej 10 B,Til den daglige ledelse i SGC 1 Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-12-20,2018-12-20,2006-04-18,2018-12-20,group2008@gmail.com,20806346.0,29512574.0,20806346.0,mne8926,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for SGC 1 Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Svend Aage Stolten,SÃ¸ren GÃ¸rup Christiansen,SÃ¸ren GÃ¸rup Christiansen,Centerrevision Billund,SGC 1 Holding ApS,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",Vissenbjerg,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"420, Assens",2018-06-30,2017-07-01,true,2018-12-20,Billund,Bestyrelsesmedlem,Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26497844,indberetninger-20180424,2.5124211,29512574.0,AWfQR5k7et7j816DxhOz,2018-12-21T10:20:58.323Z,2018-12-21T10:20:11.768Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ER-44-FN,2018-12-21T10:20:12.006Z,,,,,,0.0,125000.0,-56038.0,0.0,56038.0,51538.0,9447.0,42091.0,-181038.0,4500.0,4500.0,
29512574,2017-07-01,2018-06-30,ID_0,,http://regnskaber.virk.dk/47521592/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzhhL2M5LzdmLzgyMmQtNDM0MC1iOWVkLWM4N2E0ODY3NmVmMQ.pdf,http://regnskaber.virk.dk/47521592/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzdlLzRjLzY2LzQ3NjMtNGVlYi1iYmJmLTQ5OTI5OGUxMjVmNQ.xml,true,"Billund, 7190",Ãstvej 10 B,Til den daglige ledelse i SGC 1 Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-12-20,2018-12-20,2006-04-18,2018-12-20,group2008@gmail.com,20806346.0,29512574.0,20806346.0,mne8926,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for SGC 1 Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Svend Aage Stolten,SÃ¸ren GÃ¸rup Christiansen,SÃ¸ren GÃ¸rup Christiansen,Centerrevision Billund,SGC 1 Holding ApS,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",Vissenbjerg,2016-07-01,2017-06-30,-5398.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"420, Assens",2018-06-30,2017-07-01,true,2018-12-20,Billund,Bestyrelsesmedlem,Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26497844,indberetninger-20180424,2.5124211,29512574.0,AWfQR5k7et7j816DxhOz,2018-12-21T10:20:58.323Z,2018-12-21T10:20:11.768Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ER-44-FN,2018-12-21T10:20:12.006Z,-4500.0,898.0,0.0,-5398.0,-4500.0,,,,,,,,,,,,
29512574,2017-07-01,2018-06-30,ID_1,,http://regnskaber.virk.dk/47521592/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzhhL2M5LzdmLzgyMmQtNDM0MC1iOWVkLWM4N2E0ODY3NmVmMQ.pdf,http://regnskaber.virk.dk/47521592/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzdlLzRjLzY2LzQ3NjMtNGVlYi1iYmJmLTQ5OTI5OGUxMjVmNQ.xml,true,"Billund, 7190",Ãstvej 10 B,Til den daglige ledelse i SGC 1 Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-12-20,2018-12-20,2006-04-18,2018-12-20,group2008@gmail.com,20806346.0,29512574.0,20806346.0,mne8926,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for SGC 1 Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Svend Aage Stolten,SÃ¸ren GÃ¸rup Christiansen,SÃ¸ren GÃ¸rup Christiansen,Centerrevision Billund,SGC 1 Holding ApS,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",Vissenbjerg,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"420, Assens",2018-06-30,2017-07-01,true,2018-12-20,Billund,Bestyrelsesmedlem,Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26497844,indberetninger-20180424,2.5124211,29512574.0,AWfQR5k7et7j816DxhOz,2018-12-21T10:20:58.323Z,2018-12-21T10:20:11.768Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ER-44-FN,2018-12-21T10:20:12.006Z,,,,,,,,,,,,,,,,,
29512574,2017-07-01,2018-06-30,ID_2,,http://regnskaber.virk.dk/47521592/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzhhL2M5LzdmLzgyMmQtNDM0MC1iOWVkLWM4N2E0ODY3NmVmMQ.pdf,http://regnskaber.virk.dk/47521592/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzdlLzRjLzY2LzQ3NjMtNGVlYi1iYmJmLTQ5OTI5OGUxMjVmNQ.xml,true,"Billund, 7190",Ãstvej 10 B,Til den daglige ledelse i SGC 1 Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-12-20,2018-12-20,2006-04-18,2018-12-20,group2008@gmail.com,20806346.0,29512574.0,20806346.0,mne8926,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for SGC 1 Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Svend Aage Stolten,SÃ¸ren GÃ¸rup Christiansen,SÃ¸ren GÃ¸rup Christiansen,Centerrevision Billund,SGC 1 Holding ApS,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",Vissenbjerg,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"420, Assens",2018-06-30,2017-07-01,true,2018-12-20,Billund,Bestyrelsesmedlem,Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26497844,indberetninger-20180424,2.5124211,29512574.0,AWfQR5k7et7j816DxhOz,2018-12-21T10:20:58.323Z,2018-12-21T10:20:11.768Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ER-44-FN,2018-12-21T10:20:12.006Z,,,,,,,,,,,,,,,,,
29512574,2017-07-01,2018-06-30,ID_3,,http://regnskaber.virk.dk/47521592/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzhhL2M5LzdmLzgyMmQtNDM0MC1iOWVkLWM4N2E0ODY3NmVmMQ.pdf,http://regnskaber.virk.dk/47521592/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzdlLzRjLzY2LzQ3NjMtNGVlYi1iYmJmLTQ5OTI5OGUxMjVmNQ.xml,true,"Billund, 7190",Ãstvej 10 B,Til den daglige ledelse i SGC 1 Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-12-20,2018-12-20,2006-04-18,2018-12-20,group2008@gmail.com,20806346.0,29512574.0,20806346.0,mne8926,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for SGC 1 Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Svend Aage Stolten,SÃ¸ren GÃ¸rup Christiansen,SÃ¸ren GÃ¸rup Christiansen,Centerrevision Billund,SGC 1 Holding ApS,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",Vissenbjerg,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"420, Assens",2018-06-30,2017-07-01,true,2018-12-20,Billund,Bestyrelsesmedlem,Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26497844,indberetninger-20180424,2.5124211,29512574.0,AWfQR5k7et7j816DxhOz,2018-12-21T10:20:58.323Z,2018-12-21T10:20:11.768Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ER-44-FN,2018-12-21T10:20:12.006Z,,,,,,,,,,,,,,,,,
29512574,2017-07-01,2018-06-30,ID_4,,http://regnskaber.virk.dk/47521592/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzhhL2M5LzdmLzgyMmQtNDM0MC1iOWVkLWM4N2E0ODY3NmVmMQ.pdf,http://regnskaber.virk.dk/47521592/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzdlLzRjLzY2LzQ3NjMtNGVlYi1iYmJmLTQ5OTI5OGUxMjVmNQ.xml,true,"Billund, 7190",Ãstvej 10 B,Til den daglige ledelse i SGC 1 Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-12-20,2018-12-20,2006-04-18,2018-12-20,group2008@gmail.com,20806346.0,29512574.0,20806346.0,mne8926,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for SGC 1 Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Svend Aage Stolten,SÃ¸ren GÃ¸rup Christiansen,SÃ¸ren GÃ¸rup Christiansen,Centerrevision Billund,SGC 1 Holding ApS,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",Vissenbjerg,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"420, Assens",2018-06-30,2017-07-01,true,2018-12-20,Billund,Bestyrelsesmedlem,Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26497844,indberetninger-20180424,2.5124211,29512574.0,AWfQR5k7et7j816DxhOz,2018-12-21T10:20:58.323Z,2018-12-21T10:20:11.768Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ER-44-FN,2018-12-21T10:20:12.006Z,,,,,,,,,,,,,,,,,SÃ¸ren GÃ¸rup Christiansen
29512574,2017-07-01,2018-06-30,ID_5,,http://regnskaber.virk.dk/47521592/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzhhL2M5LzdmLzgyMmQtNDM0MC1iOWVkLWM4N2E0ODY3NmVmMQ.pdf,http://regnskaber.virk.dk/47521592/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzdlLzRjLzY2LzQ3NjMtNGVlYi1iYmJmLTQ5OTI5OGUxMjVmNQ.xml,true,"Billund, 7190",Ãstvej 10 B,Til den daglige ledelse i SGC 1 Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-12-20,2018-12-20,2006-04-18,2018-12-20,group2008@gmail.com,20806346.0,29512574.0,20806346.0,mne8926,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for SGC 1 Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Svend Aage Stolten,SÃ¸ren GÃ¸rup Christiansen,SÃ¸ren GÃ¸rup Christiansen,Centerrevision Billund,SGC 1 Holding ApS,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",Vissenbjerg,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"420, Assens",2018-06-30,2017-07-01,true,2018-12-20,Billund,Bestyrelsesmedlem,Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26497844,indberetninger-20180424,2.5124211,29512574.0,AWfQR5k7et7j816DxhOz,2018-12-21T10:20:58.323Z,2018-12-21T10:20:11.768Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ER-44-FN,2018-12-21T10:20:12.006Z,,,,,,,,,,,,,,,,,
29512574,2017-07-01,2018-06-30,ID_9,,http://regnskaber.virk.dk/47521592/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzhhL2M5LzdmLzgyMmQtNDM0MC1iOWVkLWM4N2E0ODY3NmVmMQ.pdf,http://regnskaber.virk.dk/47521592/ZG9rdW1lbnRsYWdlcjovLzAzL2Y2LzdlLzRjLzY2LzQ3NjMtNGVlYi1iYmJmLTQ5OTI5OGUxMjVmNQ.xml,true,"Billund, 7190",Ãstvej 10 B,Til den daglige ledelse i SGC 1 Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-12-20,2018-12-20,2006-04-18,2018-12-20,group2008@gmail.com,20806346.0,29512574.0,20806346.0,mne8926,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for SGC 1 Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Svend Aage Stolten,SÃ¸ren GÃ¸rup Christiansen,SÃ¸ren GÃ¸rup Christiansen,Centerrevision Billund,SGC 1 Holding ApS,"Centerrevision Billund, Statsautoriseret Revisionsanpartsselskab",Vissenbjerg,2016-07-01,2017-06-30,5398.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"420, Assens",2018-06-30,2017-07-01,true,2018-12-20,Billund,Bestyrelsesmedlem,Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26497844,indberetninger-20180424,2.5124211,29512574.0,AWfQR5k7et7j816DxhOz,2018-12-21T10:20:58.323Z,2018-12-21T10:20:11.768Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ER-44-FN,2018-12-21T10:20:12.006Z,,,,,,,,,,,,,,,,,
