entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForDeferredTax,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendIncomeRelatedToInvestments,DividendPaid,EmailOfReportingEntity,ExternalExpenses,FaxNumberOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivablesFromGroupEnterprises,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
27441092,2016-07-01,2017-06-30,c174,,http://regnskaber.virk.dk/29014472/ZG9rdW1lbnRsYWdlcjovLzAzLzVmL2MyLzU1LzYxLzg2MTItNDY1Yy05MTg0LWY0OWYxOTk4YjM5MA.pdf,http://regnskaber.virk.dk/29014472/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzJjLzEzL2ZiLzg0OGYtNDMzNC1hZGMyLTg5OTFmNGFiMWFjZA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5871 FrÃ¸rup,Kirke Alle 3,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i PRIVATE EM HOLDING APS,3000.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",56000.0,2018-09-11,2003-07-01,2018-09-12,Statsautoriseret revisor,-100000.0,-103400.0,emj@logikk.dk,10000.0,+45 65 30 13 23,20222670.0,27441092.0,20222670.0,mne9391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for PRIVATE EM HOLDING APS.,34000.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Ove Hansen,Else-Marie Jensen,Else-Marie Jensen,PRIVATE EM HOLDING APS,BDO Statsautoriseret revisionsaktieselskab,0.0,262000.0,Nyborg,2016-07-01,2017-06-30,227000.0,286000.0,24000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Nyborg kommune,2018-06-30,2017-07-01,-453.0,true,2018-09-11,Odense,59000.0,+45 65 30 23 23,urn:ofk:oid:26108632,indberetninger-20180424,2.5118406,27441092.0,AWXRywxZ5OzuYdPkEpi9,2018-09-13T07:18:05.586Z,2018-09-13T07:17:48.802Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AW-86-NL,2018-09-13T07:17:48.944Z,,,,,,,,,,,,,,,,,,,,,,,
27441092,2016-07-01,2017-06-30,c177,,http://regnskaber.virk.dk/29014472/ZG9rdW1lbnRsYWdlcjovLzAzLzVmL2MyLzU1LzYxLzg2MTItNDY1Yy05MTg0LWY0OWYxOTk4YjM5MA.pdf,http://regnskaber.virk.dk/29014472/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzJjLzEzL2ZiLzg0OGYtNDMzNC1hZGMyLTg5OTFmNGFiMWFjZA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5871 FrÃ¸rup,Kirke Alle 3,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i PRIVATE EM HOLDING APS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-09-11,2003-07-01,2018-09-12,Statsautoriseret revisor,-100000.0,-103400.0,emj@logikk.dk,,+45 65 30 13 23,20222670.0,27441092.0,20222670.0,mne9391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for PRIVATE EM HOLDING APS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Ove Hansen,Else-Marie Jensen,Else-Marie Jensen,PRIVATE EM HOLDING APS,BDO Statsautoriseret revisionsaktieselskab,,,Nyborg,2016-07-01,2017-06-30,103000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Nyborg kommune,2018-06-30,2017-07-01,-453.0,true,2018-09-11,Odense,,+45 65 30 23 23,urn:ofk:oid:26108632,indberetninger-20180424,2.5118406,27441092.0,AWXRywxZ5OzuYdPkEpi9,2018-09-13T07:18:05.586Z,2018-09-13T07:17:48.802Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AW-86-NL,2018-09-13T07:17:48.944Z,,,,,,,,,,,,,,,,,,,,,,,
27441092,2016-07-01,2017-06-30,c185,,http://regnskaber.virk.dk/29014472/ZG9rdW1lbnRsYWdlcjovLzAzLzVmL2MyLzU1LzYxLzg2MTItNDY1Yy05MTg0LWY0OWYxOTk4YjM5MA.pdf,http://regnskaber.virk.dk/29014472/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzJjLzEzL2ZiLzg0OGYtNDMzNC1hZGMyLTg5OTFmNGFiMWFjZA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5871 FrÃ¸rup,Kirke Alle 3,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i PRIVATE EM HOLDING APS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-09-11,2003-07-01,2018-09-12,Statsautoriseret revisor,-100000.0,-103400.0,emj@logikk.dk,,+45 65 30 13 23,20222670.0,27441092.0,20222670.0,mne9391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for PRIVATE EM HOLDING APS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Ove Hansen,Else-Marie Jensen,Else-Marie Jensen,PRIVATE EM HOLDING APS,BDO Statsautoriseret revisionsaktieselskab,,,Nyborg,2016-07-01,2017-06-30,-162000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Nyborg kommune,2018-06-30,2017-07-01,-453.0,true,2018-09-11,Odense,,+45 65 30 23 23,urn:ofk:oid:26108632,indberetninger-20180424,2.5118406,27441092.0,AWXRywxZ5OzuYdPkEpi9,2018-09-13T07:18:05.586Z,2018-09-13T07:17:48.802Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AW-86-NL,2018-09-13T07:17:48.944Z,,,,,,,,,,,,,,,,,,,,,,,
27441092,2016-07-01,2017-06-30,c195,,http://regnskaber.virk.dk/29014472/ZG9rdW1lbnRsYWdlcjovLzAzLzVmL2MyLzU1LzYxLzg2MTItNDY1Yy05MTg0LWY0OWYxOTk4YjM5MA.pdf,http://regnskaber.virk.dk/29014472/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzJjLzEzL2ZiLzg0OGYtNDMzNC1hZGMyLTg5OTFmNGFiMWFjZA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5871 FrÃ¸rup,Kirke Alle 3,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i PRIVATE EM HOLDING APS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-09-11,2003-07-01,2018-09-12,Statsautoriseret revisor,-100000.0,-103400.0,emj@logikk.dk,,+45 65 30 13 23,20222670.0,27441092.0,20222670.0,mne9391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for PRIVATE EM HOLDING APS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Ove Hansen,Else-Marie Jensen,Else-Marie Jensen,PRIVATE EM HOLDING APS,BDO Statsautoriseret revisionsaktieselskab,,,Nyborg,2016-07-01,2017-06-30,286000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Nyborg kommune,2018-06-30,2017-07-01,-453.0,true,2018-09-11,Odense,,+45 65 30 23 23,urn:ofk:oid:26108632,indberetninger-20180424,2.5118406,27441092.0,AWXRywxZ5OzuYdPkEpi9,2018-09-13T07:18:05.586Z,2018-09-13T07:17:48.802Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AW-86-NL,2018-09-13T07:17:48.944Z,,,,,,,,,,,,,,,,,,,,,,,
27441092,2017-06-30,2017-06-30,c172,,http://regnskaber.virk.dk/29014472/ZG9rdW1lbnRsYWdlcjovLzAzLzVmL2MyLzU1LzYxLzg2MTItNDY1Yy05MTg0LWY0OWYxOTk4YjM5MA.pdf,http://regnskaber.virk.dk/29014472/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzJjLzEzL2ZiLzg0OGYtNDMzNC1hZGMyLTg5OTFmNGFiMWFjZA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5871 FrÃ¸rup,Kirke Alle 3,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i PRIVATE EM HOLDING APS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-09-11,2003-07-01,2018-09-12,Statsautoriseret revisor,-100000.0,-103400.0,emj@logikk.dk,,+45 65 30 13 23,20222670.0,27441092.0,20222670.0,mne9391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for PRIVATE EM HOLDING APS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Ove Hansen,Else-Marie Jensen,Else-Marie Jensen,PRIVATE EM HOLDING APS,BDO Statsautoriseret revisionsaktieselskab,,,Nyborg,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Nyborg kommune,2018-06-30,2017-07-01,-453.0,true,2018-09-11,Odense,,+45 65 30 23 23,urn:ofk:oid:26108632,indberetninger-20180424,2.5118406,27441092.0,AWXRywxZ5OzuYdPkEpi9,2018-09-13T07:18:05.586Z,2018-09-13T07:17:48.802Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AW-86-NL,2018-09-13T07:17:48.944Z,4293000.0,585000.0,125000.0,0.0,4261000.0,4293000.0,32000.0,1399000.0,1399000.0,1399000.0,2287000.0,4000.0,103000.0,4033000.0,2287000.0,32000.0,22000.0,28000.0,22000.0,,,,
27441092,2017-07-01,2017-07-01,c226,,http://regnskaber.virk.dk/29014472/ZG9rdW1lbnRsYWdlcjovLzAzLzVmL2MyLzU1LzYxLzg2MTItNDY1Yy05MTg0LWY0OWYxOTk4YjM5MA.pdf,http://regnskaber.virk.dk/29014472/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzJjLzEzL2ZiLzg0OGYtNDMzNC1hZGMyLTg5OTFmNGFiMWFjZA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5871 FrÃ¸rup,Kirke Alle 3,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i PRIVATE EM HOLDING APS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-09-11,2003-07-01,2018-09-12,Statsautoriseret revisor,-100000.0,-103400.0,emj@logikk.dk,,+45 65 30 13 23,20222670.0,27441092.0,20222670.0,mne9391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for PRIVATE EM HOLDING APS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Ove Hansen,Else-Marie Jensen,Else-Marie Jensen,PRIVATE EM HOLDING APS,BDO Statsautoriseret revisionsaktieselskab,,,Nyborg,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Nyborg kommune,2018-06-30,2017-07-01,-453.0,true,2018-09-11,Odense,,+45 65 30 23 23,urn:ofk:oid:26108632,indberetninger-20180424,2.5118406,27441092.0,AWXRywxZ5OzuYdPkEpi9,2018-09-13T07:18:05.586Z,2018-09-13T07:17:48.802Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AW-86-NL,2018-09-13T07:17:48.944Z,,,,,125000.0,,,,,,,,,,,,,,,,,,
27441092,2017-07-01,2017-07-01,c253,,http://regnskaber.virk.dk/29014472/ZG9rdW1lbnRsYWdlcjovLzAzLzVmL2MyLzU1LzYxLzg2MTItNDY1Yy05MTg0LWY0OWYxOTk4YjM5MA.pdf,http://regnskaber.virk.dk/29014472/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzJjLzEzL2ZiLzg0OGYtNDMzNC1hZGMyLTg5OTFmNGFiMWFjZA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5871 FrÃ¸rup,Kirke Alle 3,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i PRIVATE EM HOLDING APS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-09-11,2003-07-01,2018-09-12,Statsautoriseret revisor,-100000.0,-103400.0,emj@logikk.dk,,+45 65 30 13 23,20222670.0,27441092.0,20222670.0,mne9391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for PRIVATE EM HOLDING APS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Ove Hansen,Else-Marie Jensen,Else-Marie Jensen,PRIVATE EM HOLDING APS,BDO Statsautoriseret revisionsaktieselskab,,,Nyborg,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Nyborg kommune,2018-06-30,2017-07-01,-453.0,true,2018-09-11,Odense,,+45 65 30 23 23,urn:ofk:oid:26108632,indberetninger-20180424,2.5118406,27441092.0,AWXRywxZ5OzuYdPkEpi9,2018-09-13T07:18:05.586Z,2018-09-13T07:17:48.802Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AW-86-NL,2018-09-13T07:17:48.944Z,,,,,4033280.0,,,,,,,,,,,,,,,,,,
27441092,2017-07-01,2017-07-01,c257,,http://regnskaber.virk.dk/29014472/ZG9rdW1lbnRsYWdlcjovLzAzLzVmL2MyLzU1LzYxLzg2MTItNDY1Yy05MTg0LWY0OWYxOTk4YjM5MA.pdf,http://regnskaber.virk.dk/29014472/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzJjLzEzL2ZiLzg0OGYtNDMzNC1hZGMyLTg5OTFmNGFiMWFjZA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5871 FrÃ¸rup,Kirke Alle 3,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i PRIVATE EM HOLDING APS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-09-11,2003-07-01,2018-09-12,Statsautoriseret revisor,-100000.0,-103400.0,emj@logikk.dk,,+45 65 30 13 23,20222670.0,27441092.0,20222670.0,mne9391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for PRIVATE EM HOLDING APS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Ove Hansen,Else-Marie Jensen,Else-Marie Jensen,PRIVATE EM HOLDING APS,BDO Statsautoriseret revisionsaktieselskab,,,Nyborg,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Nyborg kommune,2018-06-30,2017-07-01,-453.0,true,2018-09-11,Odense,,+45 65 30 23 23,urn:ofk:oid:26108632,indberetninger-20180424,2.5118406,27441092.0,AWXRywxZ5OzuYdPkEpi9,2018-09-13T07:18:05.586Z,2018-09-13T07:17:48.802Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AW-86-NL,2018-09-13T07:17:48.944Z,,,,,103400.0,,,,,,,,,,,,,,,,,,
27441092,2017-07-01,2017-07-01,c564,,http://regnskaber.virk.dk/29014472/ZG9rdW1lbnRsYWdlcjovLzAzLzVmL2MyLzU1LzYxLzg2MTItNDY1Yy05MTg0LWY0OWYxOTk4YjM5MA.pdf,http://regnskaber.virk.dk/29014472/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzJjLzEzL2ZiLzg0OGYtNDMzNC1hZGMyLTg5OTFmNGFiMWFjZA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5871 FrÃ¸rup,Kirke Alle 3,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i PRIVATE EM HOLDING APS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2018-09-11,2003-07-01,2018-09-12,Statsautoriseret revisor,-100000.0,-103400.0,emj@logikk.dk,,+45 65 30 13 23,20222670.0,27441092.0,20222670.0,mne9391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for PRIVATE EM HOLDING APS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Ove Hansen,Else-Marie Jensen,Else-Marie Jensen,PRIVATE EM HOLDING APS,BDO Statsautoriseret revisionsaktieselskab,,,Nyborg,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Nyborg kommune,2018-06-30,2017-07-01,-453.0,true,2018-09-11,Odense,,+45 65 30 23 23,urn:ofk:oid:26108632,indberetninger-20180424,2.5118406,27441092.0,AWXRywxZ5OzuYdPkEpi9,2018-09-13T07:18:05.586Z,2018-09-13T07:17:48.802Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AW-86-NL,2018-09-13T07:17:48.944Z,,,,,,,,,,,,,,,,,,,,-203836.0,1603138.0,,
27441092,2017-07-01,2018-06-30,c173,,http://regnskaber.virk.dk/29014472/ZG9rdW1lbnRsYWdlcjovLzAzLzVmL2MyLzU1LzYxLzg2MTItNDY1Yy05MTg0LWY0OWYxOTk4YjM5MA.pdf,http://regnskaber.virk.dk/29014472/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzJjLzEzL2ZiLzg0OGYtNDMzNC1hZGMyLTg5OTFmNGFiMWFjZA.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5871 FrÃ¸rup,Kirke Alle 3,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejeren i PRIVATE EM HOLDING APS,-4014.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",26224.0,2018-09-11,2003-07-01,2018-09-12,Statsautoriseret revisor,-100000.0,-103400.0,emj@logikk.dk,19275.0,+45 65 30 13 23,20222670.0,27441092.0,20222670.0,mne9391,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for PRIVATE EM HOLDING APS.,-453.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lars Ove Hansen,Else-Marie Jensen,Else-Marie Jensen,PRIVATE EM HOLDING APS,BDO Statsautoriseret revisionsaktieselskab,39553.0,177994.0,Nyborg,2016-07-01,2017-06-30,96503.0,118713.0,-19728.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Nyborg kommune,2018-06-30,2017-07-01,-453.0,true,2018-09-11,Odense,22210.0,+45 65 30 23 23,urn:ofk:oid:26108632,indberetninger-20180424,2.5118406,27441092.0,AWXRywxZ5OzuYdPkEpi9,2018-09-13T07:18:05.586Z,2018-09-13T07:17:48.802Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AW-86-NL,2018-09-13T07:17:48.944Z,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
