entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LandAndBuildings,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToShareholdersAndManagement,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,RevaluationReserve,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard,NameAndSurnameOfMemberOfExecutiveBoard
84967351,2014-07-01,2015-06-30,ID_5,,http://regnskaber.virk.dk/15376948/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2M3LzdjL2Q5LzAxYzktNGMxMC04MjI1LWJlMzY1YTBhMjYyMQ.pdf,http://regnskaber.virk.dk/15376948/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzYzL2RmLzAzLzg0YjgtNDg1NC04NDYxLTcxZjM1NzAyOTU4ZQ.xml,"Aabenraa, 6200",NÃ¦stmark 25,"Til den daglige ledelse i Nikosped A/S, International Spedition og Transport",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-09-28,1974-12-30,2016-09-28,261214.0,456330.0,-227564.0,84967351.0,26632315.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for Nikosped A/S, International Spedition og Transport.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Eskildsen,Jyske Bank,"Nikosped A/S, International Spedition og Transport","Intension,Statsautoriseret revisionsaktieselskab","Padborg, den 28. september 2016",2014-07-01,2015-06-30,-705586.0,-903910.0,-945108.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Padborg",2016-06-30,2015-07-01,2016-09-28,Aabenraa,-198324.0,74 67 36 90,Administrerende direktÃ¸r/Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23208587,indberetninger-20180424,2.5124211,84967351.0,,2018-03-29T00:50:36.828Z,2016-11-29T09:34:58.807Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-72-XE,2016-11-29T09:34:58.959Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84967351,2014-07-01,2015-06-30,ID_7,,http://regnskaber.virk.dk/15376948/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2M3LzdjL2Q5LzAxYzktNGMxMC04MjI1LWJlMzY1YTBhMjYyMQ.pdf,http://regnskaber.virk.dk/15376948/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzYzL2RmLzAzLzg0YjgtNDg1NC04NDYxLTcxZjM1NzAyOTU4ZQ.xml,"Aabenraa, 6200",NÃ¦stmark 25,"Til den daglige ledelse i Nikosped A/S, International Spedition og Transport",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-09-28,1974-12-30,2016-09-28,,,,84967351.0,26632315.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for Nikosped A/S, International Spedition og Transport.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Eskildsen,Jyske Bank,"Nikosped A/S, International Spedition og Transport","Intension,Statsautoriseret revisionsaktieselskab","Padborg, den 28. september 2016",2014-07-01,2015-06-30,705586.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Padborg",2016-06-30,2015-07-01,2016-09-28,Aabenraa,,74 67 36 90,Administrerende direktÃ¸r/Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23208587,indberetninger-20180424,2.5124211,84967351.0,,2018-03-29T00:50:36.828Z,2016-11-29T09:34:58.807Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-72-XE,2016-11-29T09:34:58.959Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84967351,2015-06-30,2015-06-30,ID_9,,http://regnskaber.virk.dk/15376948/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2M3LzdjL2Q5LzAxYzktNGMxMC04MjI1LWJlMzY1YTBhMjYyMQ.pdf,http://regnskaber.virk.dk/15376948/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzYzL2RmLzAzLzg0YjgtNDg1NC04NDYxLTcxZjM1NzAyOTU4ZQ.xml,"Aabenraa, 6200",NÃ¦stmark 25,"Til den daglige ledelse i Nikosped A/S, International Spedition og Transport",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-09-28,1974-12-30,2016-09-28,,,,84967351.0,26632315.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for Nikosped A/S, International Spedition og Transport.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Eskildsen,Jyske Bank,"Nikosped A/S, International Spedition og Transport","Intension,Statsautoriseret revisionsaktieselskab","Padborg, den 28. september 2016",2014-07-01,2015-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Padborg",2016-06-30,2015-07-01,2016-09-28,Aabenraa,,74 67 36 90,Administrerende direktÃ¸r/Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23208587,indberetninger-20180424,2.5124211,84967351.0,,2018-03-29T00:50:36.828Z,2016-11-29T09:34:58.807Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-72-XE,2016-11-29T09:34:58.959Z,10505047.0,148347.0,1000000.0,241228.0,0.0,4299107.0,9444265.0,75845.0,10505047.0,6139536.0,511745.0,5879175.0,5879175.0,10263819.0,511745.0,188399.0,79202.0,231964.0,9752074.0,66404.0,66404.0,-5211393.0,8510500.0,0.0,260361.0,92881.0,0.0,71962.0,13679.0,,,
84967351,2015-07-01,2016-06-30,ID_0,,http://regnskaber.virk.dk/15376948/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2M3LzdjL2Q5LzAxYzktNGMxMC04MjI1LWJlMzY1YTBhMjYyMQ.pdf,http://regnskaber.virk.dk/15376948/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzYzL2RmLzAzLzg0YjgtNDg1NC04NDYxLTcxZjM1NzAyOTU4ZQ.xml,"Aabenraa, 6200",NÃ¦stmark 25,"Til den daglige ledelse i Nikosped A/S, International Spedition og Transport",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-09-28,1974-12-30,2016-09-28,258812.0,437486.0,-33765.0,84967351.0,26632315.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for Nikosped A/S, International Spedition og Transport.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Eskildsen,Jyske Bank,"Nikosped A/S, International Spedition og Transport","Intension,Statsautoriseret revisionsaktieselskab","Padborg, den 28. september 2016",2014-07-01,2015-06-30,742951.0,-809355.0,-730063.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Padborg",2016-06-30,2015-07-01,2016-09-28,Aabenraa,-66404.0,74 67 36 90,Administrerende direktÃ¸r/Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23208587,indberetninger-20180424,2.5124211,84967351.0,,2018-03-29T00:50:36.828Z,2016-11-29T09:34:58.807Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-72-XE,2016-11-29T09:34:58.959Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84967351,2015-07-01,2016-06-30,ID_1,,http://regnskaber.virk.dk/15376948/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2M3LzdjL2Q5LzAxYzktNGMxMC04MjI1LWJlMzY1YTBhMjYyMQ.pdf,http://regnskaber.virk.dk/15376948/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzYzL2RmLzAzLzg0YjgtNDg1NC04NDYxLTcxZjM1NzAyOTU4ZQ.xml,"Aabenraa, 6200",NÃ¦stmark 25,"Til den daglige ledelse i Nikosped A/S, International Spedition og Transport",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-09-28,1974-12-30,2016-09-28,,,,84967351.0,26632315.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for Nikosped A/S, International Spedition og Transport.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Eskildsen,Jyske Bank,"Nikosped A/S, International Spedition og Transport","Intension,Statsautoriseret revisionsaktieselskab","Padborg, den 28. september 2016",2014-07-01,2015-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Padborg",2016-06-30,2015-07-01,2016-09-28,Aabenraa,,74 67 36 90,Administrerende direktÃ¸r/Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23208587,indberetninger-20180424,2.5124211,84967351.0,,2018-03-29T00:50:36.828Z,2016-11-29T09:34:58.807Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-72-XE,2016-11-29T09:34:58.959Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henrik Eddau Kock,Bestyrelsesmedlem,
84967351,2015-07-01,2016-06-30,ID_10,,http://regnskaber.virk.dk/15376948/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2M3LzdjL2Q5LzAxYzktNGMxMC04MjI1LWJlMzY1YTBhMjYyMQ.pdf,http://regnskaber.virk.dk/15376948/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzYzL2RmLzAzLzg0YjgtNDg1NC04NDYxLTcxZjM1NzAyOTU4ZQ.xml,"Aabenraa, 6200",NÃ¦stmark 25,"Til den daglige ledelse i Nikosped A/S, International Spedition og Transport",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-09-28,1974-12-30,2016-09-28,,,,84967351.0,26632315.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for Nikosped A/S, International Spedition og Transport.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Eskildsen,Jyske Bank,"Nikosped A/S, International Spedition og Transport","Intension,Statsautoriseret revisionsaktieselskab","Padborg, den 28. september 2016",2014-07-01,2015-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Padborg",2016-06-30,2015-07-01,2016-09-28,Aabenraa,,74 67 36 90,Administrerende direktÃ¸r/Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23208587,indberetninger-20180424,2.5124211,84967351.0,,2018-03-29T00:50:36.828Z,2016-11-29T09:34:58.807Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-72-XE,2016-11-29T09:34:58.959Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84967351,2015-07-01,2016-06-30,ID_11,,http://regnskaber.virk.dk/15376948/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2M3LzdjL2Q5LzAxYzktNGMxMC04MjI1LWJlMzY1YTBhMjYyMQ.pdf,http://regnskaber.virk.dk/15376948/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzYzL2RmLzAzLzg0YjgtNDg1NC04NDYxLTcxZjM1NzAyOTU4ZQ.xml,"Aabenraa, 6200",NÃ¦stmark 25,"Til den daglige ledelse i Nikosped A/S, International Spedition og Transport",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-09-28,1974-12-30,2016-09-28,,,,84967351.0,26632315.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for Nikosped A/S, International Spedition og Transport.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Eskildsen,Jyske Bank,"Nikosped A/S, International Spedition og Transport","Intension,Statsautoriseret revisionsaktieselskab","Padborg, den 28. september 2016",2014-07-01,2015-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Padborg",2016-06-30,2015-07-01,2016-09-28,Aabenraa,,74 67 36 90,Administrerende direktÃ¸r/Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23208587,indberetninger-20180424,2.5124211,84967351.0,,2018-03-29T00:50:36.828Z,2016-11-29T09:34:58.807Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-72-XE,2016-11-29T09:34:58.959Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84967351,2015-07-01,2016-06-30,ID_2,,http://regnskaber.virk.dk/15376948/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2M3LzdjL2Q5LzAxYzktNGMxMC04MjI1LWJlMzY1YTBhMjYyMQ.pdf,http://regnskaber.virk.dk/15376948/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzYzL2RmLzAzLzg0YjgtNDg1NC04NDYxLTcxZjM1NzAyOTU4ZQ.xml,"Aabenraa, 6200",NÃ¦stmark 25,"Til den daglige ledelse i Nikosped A/S, International Spedition og Transport",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-09-28,1974-12-30,2016-09-28,,,,84967351.0,26632315.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for Nikosped A/S, International Spedition og Transport.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Eskildsen,Jyske Bank,"Nikosped A/S, International Spedition og Transport","Intension,Statsautoriseret revisionsaktieselskab","Padborg, den 28. september 2016",2014-07-01,2015-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Padborg",2016-06-30,2015-07-01,2016-09-28,Aabenraa,,74 67 36 90,Administrerende direktÃ¸r/Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23208587,indberetninger-20180424,2.5124211,84967351.0,,2018-03-29T00:50:36.828Z,2016-11-29T09:34:58.807Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-72-XE,2016-11-29T09:34:58.959Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Torben Eskildsen,Bestyrelsesmedlem,
84967351,2015-07-01,2016-06-30,ID_3,,http://regnskaber.virk.dk/15376948/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2M3LzdjL2Q5LzAxYzktNGMxMC04MjI1LWJlMzY1YTBhMjYyMQ.pdf,http://regnskaber.virk.dk/15376948/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzYzL2RmLzAzLzg0YjgtNDg1NC04NDYxLTcxZjM1NzAyOTU4ZQ.xml,"Aabenraa, 6200",NÃ¦stmark 25,"Til den daglige ledelse i Nikosped A/S, International Spedition og Transport",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-09-28,1974-12-30,2016-09-28,,,,84967351.0,26632315.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for Nikosped A/S, International Spedition og Transport.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Eskildsen,Jyske Bank,"Nikosped A/S, International Spedition og Transport","Intension,Statsautoriseret revisionsaktieselskab","Padborg, den 28. september 2016",2014-07-01,2015-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Padborg",2016-06-30,2015-07-01,2016-09-28,Aabenraa,,74 67 36 90,Administrerende direktÃ¸r/Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23208587,indberetninger-20180424,2.5124211,84967351.0,,2018-03-29T00:50:36.828Z,2016-11-29T09:34:58.807Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-72-XE,2016-11-29T09:34:58.959Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vibeke Kock,Administrerende direktÃ¸r/Bestyrelsesmedlem,
84967351,2015-07-01,2016-06-30,ID_4,,http://regnskaber.virk.dk/15376948/ZG9rdW1lbnRsYWdlcjovLzAzL2MyL2M3LzdjL2Q5LzAxYzktNGMxMC04MjI1LWJlMzY1YTBhMjYyMQ.pdf,http://regnskaber.virk.dk/15376948/ZG9rdW1lbnRsYWdlcjovLzAzL2JhLzYzL2RmLzAzLzg0YjgtNDg1NC04NDYxLTcxZjM1NzAyOTU4ZQ.xml,"Aabenraa, 6200",NÃ¦stmark 25,"Til den daglige ledelse i Nikosped A/S, International Spedition og Transport",Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-09-28,1974-12-30,2016-09-28,,,,84967351.0,26632315.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2015 - 30. juni 2016 for Nikosped A/S, International Spedition og Transport.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Eskildsen,Jyske Bank,"Nikosped A/S, International Spedition og Transport","Intension,Statsautoriseret revisionsaktieselskab","Padborg, den 28. september 2016",2014-07-01,2015-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Padborg",2016-06-30,2015-07-01,2016-09-28,Aabenraa,,74 67 36 90,Administrerende direktÃ¸r/Bestyrelsesmedlem,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23208587,indberetninger-20180424,2.5124211,84967351.0,,2018-03-29T00:50:36.828Z,2016-11-29T09:34:58.807Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-72-XE,2016-11-29T09:34:58.959Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vibeke Kock
