entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,EmailOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RelatedEntityName,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,AdditionsToInvestments,DividendIncomeRelatedToInvestments,IncreaseDecreaseOfRevaluationsAndDevaluationsOfInvestmentsThroughNetExchangeDifferences,ProfitLossRelatedToInvestments,ReversalsOfInvestmentsOfPriorYearsRevaluations,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,IncomeFromInvestmentsInAssociates,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Dividend,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,FixturesFittingsToolsAndEquipment,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsInAssociates,LongtermLiabilitiesOtherThanProvisions,LongtermReceivablesFromAssociates,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTradePayables,ShorttermTradeReceivables
33636490,2018-01-01,2018-01-01,c235,,http://regnskaber.virk.dk/09463633/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzY4LzhjL2E2LzlmYzMtNDQyNy1iMTkwLTc5YzgxMWFlMzI3Yg.pdf,http://regnskaber.virk.dk/09463633/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzFmL2JhL2IyL2Y1ZDEtNDg0MC05MDMwLTYxZTZhOTI1Yjk0Zg.xml,-108896.0,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Charlottenlund,2920.0,1.0,Ordrup Station,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-22,2019-10-22,2019-10-22,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",info@dk.gt.com,34209936.0,33636490.0,34209936.0,mne23451,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Nimbus ApS.,Ãrsrapport,108896.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Carlsen,SÃ¸ren Leerskov,SÃ¸ren Leerskov,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Nimbus ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Charlottenlund,2018-01-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,XLNT Biofurl Sdn. Bhd.,2019-06-30,2018-07-01,33.33,2019-10-22,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:27957253,indberetninger-20180424,2.5095632,33636490.0,AW4Rcj7AIXJRhhXBO-_n,2019-10-28T08:19:49.193Z,2019-10-28T08:18:49.552Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DE-60-LF,2019-10-28T08:18:49.760Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33636490,2018-01-01,2018-01-01,c704,,http://regnskaber.virk.dk/09463633/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzY4LzhjL2E2LzlmYzMtNDQyNy1iMTkwLTc5YzgxMWFlMzI3Yg.pdf,http://regnskaber.virk.dk/09463633/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzFmL2JhL2IyL2Y1ZDEtNDg0MC05MDMwLTYxZTZhOTI1Yjk0Zg.xml,,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Charlottenlund,2920.0,1.0,Ordrup Station,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-22,2019-10-22,2019-10-22,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",info@dk.gt.com,34209936.0,33636490.0,34209936.0,mne23451,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Nimbus ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Carlsen,SÃ¸ren Leerskov,SÃ¸ren Leerskov,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Nimbus ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Charlottenlund,2018-01-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,XLNT Biofurl Sdn. Bhd.,2019-06-30,2018-07-01,33.33,2019-10-22,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:27957253,indberetninger-20180424,2.5095632,33636490.0,AW4Rcj7AIXJRhhXBO-_n,2019-10-28T08:19:49.193Z,2019-10-28T08:18:49.552Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DE-60-LF,2019-10-28T08:18:49.760Z,80000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33636490,2018-01-01,2018-01-01,c719,,http://regnskaber.virk.dk/09463633/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzY4LzhjL2E2LzlmYzMtNDQyNy1iMTkwLTc5YzgxMWFlMzI3Yg.pdf,http://regnskaber.virk.dk/09463633/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzFmL2JhL2IyL2Y1ZDEtNDg0MC05MDMwLTYxZTZhOTI1Yjk0Zg.xml,,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Charlottenlund,2920.0,1.0,Ordrup Station,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-22,2019-10-22,2019-10-22,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",info@dk.gt.com,34209936.0,33636490.0,34209936.0,mne23451,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Nimbus ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Carlsen,SÃ¸ren Leerskov,SÃ¸ren Leerskov,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Nimbus ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Charlottenlund,2018-01-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,XLNT Biofurl Sdn. Bhd.,2019-06-30,2018-07-01,33.33,2019-10-22,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:27957253,indberetninger-20180424,2.5095632,33636490.0,AW4Rcj7AIXJRhhXBO-_n,2019-10-28T08:19:49.193Z,2019-10-28T08:18:49.552Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DE-60-LF,2019-10-28T08:18:49.760Z,651986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33636490,2018-01-01,2018-01-01,c725,,http://regnskaber.virk.dk/09463633/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzY4LzhjL2E2LzlmYzMtNDQyNy1iMTkwLTc5YzgxMWFlMzI3Yg.pdf,http://regnskaber.virk.dk/09463633/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzFmL2JhL2IyL2Y1ZDEtNDg0MC05MDMwLTYxZTZhOTI1Yjk0Zg.xml,,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Charlottenlund,2920.0,1.0,Ordrup Station,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-22,2019-10-22,2019-10-22,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",info@dk.gt.com,34209936.0,33636490.0,34209936.0,mne23451,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Nimbus ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Carlsen,SÃ¸ren Leerskov,SÃ¸ren Leerskov,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Nimbus ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Charlottenlund,2018-01-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,XLNT Biofurl Sdn. Bhd.,2019-06-30,2018-07-01,33.33,2019-10-22,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:27957253,indberetninger-20180424,2.5095632,33636490.0,AW4Rcj7AIXJRhhXBO-_n,2019-10-28T08:19:49.193Z,2019-10-28T08:18:49.552Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DE-60-LF,2019-10-28T08:18:49.760Z,-120939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33636490,2018-01-01,2018-06-30,c106,,http://regnskaber.virk.dk/09463633/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzY4LzhjL2E2LzlmYzMtNDQyNy1iMTkwLTc5YzgxMWFlMzI3Yg.pdf,http://regnskaber.virk.dk/09463633/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzFmL2JhL2IyL2Y1ZDEtNDg0MC05MDMwLTYxZTZhOTI1Yjk0Zg.xml,,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Charlottenlund,2920.0,1.0,Ordrup Station,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-22,2019-10-22,2019-10-22,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",info@dk.gt.com,34209936.0,33636490.0,34209936.0,mne23451,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Nimbus ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Carlsen,SÃ¸ren Leerskov,SÃ¸ren Leerskov,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Nimbus ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Charlottenlund,2018-01-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,XLNT Biofurl Sdn. Bhd.,2019-06-30,2018-07-01,33.33,2019-10-22,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:27957253,indberetninger-20180424,2.5095632,33636490.0,AW4Rcj7AIXJRhhXBO-_n,2019-10-28T08:19:49.193Z,2019-10-28T08:18:49.552Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DE-60-LF,2019-10-28T08:18:49.760Z,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33636490,2018-01-01,2018-06-30,c120,,http://regnskaber.virk.dk/09463633/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzY4LzhjL2E2LzlmYzMtNDQyNy1iMTkwLTc5YzgxMWFlMzI3Yg.pdf,http://regnskaber.virk.dk/09463633/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzFmL2JhL2IyL2Y1ZDEtNDg0MC05MDMwLTYxZTZhOTI1Yjk0Zg.xml,,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Charlottenlund,2920.0,1.0,Ordrup Station,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-22,2019-10-22,2019-10-22,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",info@dk.gt.com,34209936.0,33636490.0,34209936.0,mne23451,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Nimbus ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Carlsen,SÃ¸ren Leerskov,SÃ¸ren Leerskov,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Nimbus ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Charlottenlund,2018-01-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,XLNT Biofurl Sdn. Bhd.,2019-06-30,2018-07-01,33.33,2019-10-22,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:27957253,indberetninger-20180424,2.5095632,33636490.0,AW4Rcj7AIXJRhhXBO-_n,2019-10-28T08:19:49.193Z,2019-10-28T08:18:49.552Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DE-60-LF,2019-10-28T08:18:49.760Z,,86527.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33636490,2018-01-01,2018-06-30,c236,,http://regnskaber.virk.dk/09463633/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzY4LzhjL2E2LzlmYzMtNDQyNy1iMTkwLTc5YzgxMWFlMzI3Yg.pdf,http://regnskaber.virk.dk/09463633/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzFmL2JhL2IyL2Y1ZDEtNDg0MC05MDMwLTYxZTZhOTI1Yjk0Zg.xml,,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Charlottenlund,2920.0,1.0,Ordrup Station,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-22,2019-10-22,2019-10-22,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",info@dk.gt.com,34209936.0,33636490.0,34209936.0,mne23451,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Nimbus ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Carlsen,SÃ¸ren Leerskov,SÃ¸ren Leerskov,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Nimbus ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Charlottenlund,2018-01-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,XLNT Biofurl Sdn. Bhd.,2019-06-30,2018-07-01,33.33,2019-10-22,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:27957253,indberetninger-20180424,2.5095632,33636490.0,AW4Rcj7AIXJRhhXBO-_n,2019-10-28T08:19:49.193Z,2019-10-28T08:18:49.552Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DE-60-LF,2019-10-28T08:18:49.760Z,,,0.0,0.0,0.0,760882.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33636490,2018-01-01,2018-06-30,c3,,http://regnskaber.virk.dk/09463633/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzY4LzhjL2E2LzlmYzMtNDQyNy1iMTkwLTc5YzgxMWFlMzI3Yg.pdf,http://regnskaber.virk.dk/09463633/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzFmL2JhL2IyL2Y1ZDEtNDg0MC05MDMwLTYxZTZhOTI1Yjk0Zg.xml,,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Charlottenlund,2920.0,1.0,Ordrup Station,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-22,2019-10-22,2019-10-22,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",info@dk.gt.com,34209936.0,33636490.0,34209936.0,mne23451,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Nimbus ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Carlsen,SÃ¸ren Leerskov,SÃ¸ren Leerskov,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Nimbus ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Charlottenlund,2018-01-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,XLNT Biofurl Sdn. Bhd.,2019-06-30,2018-07-01,33.33,2019-10-22,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:27957253,indberetninger-20180424,2.5095632,33636490.0,AW4Rcj7AIXJRhhXBO-_n,2019-10-28T08:19:49.193Z,2019-10-28T08:18:49.552Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DE-60-LF,2019-10-28T08:18:49.760Z,,86527.0,,,,,,11112.0,129871.0,0.0,9283.0,1317.0,9283.0,110793.0,118759.0,24266.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33636490,2018-01-01,2018-06-30,c459,,http://regnskaber.virk.dk/09463633/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzY4LzhjL2E2LzlmYzMtNDQyNy1iMTkwLTc5YzgxMWFlMzI3Yg.pdf,http://regnskaber.virk.dk/09463633/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzFmL2JhL2IyL2Y1ZDEtNDg0MC05MDMwLTYxZTZhOTI1Yjk0Zg.xml,,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Charlottenlund,2920.0,1.0,Ordrup Station,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-22,2019-10-22,2019-10-22,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",info@dk.gt.com,34209936.0,33636490.0,34209936.0,mne23451,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Nimbus ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Carlsen,SÃ¸ren Leerskov,SÃ¸ren Leerskov,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Nimbus ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Charlottenlund,2018-01-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,XLNT Biofurl Sdn. Bhd.,2019-06-30,2018-07-01,33.33,2019-10-22,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:27957253,indberetninger-20180424,2.5095632,33636490.0,AW4Rcj7AIXJRhhXBO-_n,2019-10-28T08:19:49.193Z,2019-10-28T08:18:49.552Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DE-60-LF,2019-10-28T08:18:49.760Z,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33636490,2018-01-01,2018-06-30,c720,,http://regnskaber.virk.dk/09463633/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzY4LzhjL2E2LzlmYzMtNDQyNy1iMTkwLTc5YzgxMWFlMzI3Yg.pdf,http://regnskaber.virk.dk/09463633/ZG9rdW1lbnRsYWdlcjovLzAzLzU2LzFmL2JhL2IyL2Y1ZDEtNDg0MC05MDMwLTYxZTZhOTI1Yjk0Zg.xml,,Danmark,KÃ¸benhavn Ã,2100.0,45.0,Stockholmsgade,Charlottenlund,2920.0,1.0,Ordrup Station,"2100, KÃ¸benhavn Ã","Stockholmsgade, 45",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-22,2019-10-22,2019-10-22,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til salg, reklame, administration, lokaler og tab pÃ¥ debitorer.",info@dk.gt.com,34209936.0,33636490.0,34209936.0,mne23451,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Nimbus ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Claus Carlsen,SÃ¸ren Leerskov,SÃ¸ren Leerskov,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Nimbus ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",Charlottenlund,2018-01-01,2018-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,XLNT Biofurl Sdn. Bhd.,2019-06-30,2018-07-01,33.33,2019-10-22,KÃ¸benhavn,+45 33 110 220,RevisionspÃ¥tegning,urn:ofk:oid:27957253,indberetninger-20180424,2.5095632,33636490.0,AW4Rcj7AIXJRhhXBO-_n,2019-10-28T08:19:49.193Z,2019-10-28T08:18:49.552Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DE-60-LF,2019-10-28T08:18:49.760Z,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
