entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
32300588,2017-01-01,2017-12-31,ID_11,,http://regnskaber.virk.dk/88500323/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzIyLzBjL2E5LzBmY2YtNDAyNC04ZGY2LWQxZjEzNTIyNWNhYw.pdf,http://regnskaber.virk.dk/88500323/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2NmLzM2L2Q5L2NhNWQtNDNiYS1hYWEyLWJlNzk2MWU0ZTQ4MQ.xml,true,"Odense SV, 5250",Lindholmvej 1A,Til kapitalejerne i PT Bangkok Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-06-03,2019-06-03,2019-06-03,10092159.0,32300588.0,10092159.0,mne10288,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for PT Bangkok Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Hansen,Peter Thygesen,Revisionsfirmaet Leif Vesterlund,Nordea,PT Bangkok Holding ApS,"Revisionsfirmaet Leif Vesterlund, Registreret Revisionsanpartsselskab",Thailand,2017-01-01,2017-12-31,231870.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-06-03,Bellinge,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27410157,indberetninger-20180424,2.5118406,32300588.0,AWsl_FmcRYGX6_YTIcSv,2019-06-05T04:54:37.135Z,2019-06-05T04:53:42.879Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-68-ST,2019-06-05T04:53:43.007Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
32300588,2017-01-01,2017-12-31,ID_8,,http://regnskaber.virk.dk/88500323/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzIyLzBjL2E5LzBmY2YtNDAyNC04ZGY2LWQxZjEzNTIyNWNhYw.pdf,http://regnskaber.virk.dk/88500323/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2NmLzM2L2Q5L2NhNWQtNDNiYS1hYWEyLWJlNzk2MWU0ZTQ4MQ.xml,true,"Odense SV, 5250",Lindholmvej 1A,Til kapitalejerne i PT Bangkok Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-06-03,2019-06-03,2019-06-03,10092159.0,32300588.0,10092159.0,mne10288,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for PT Bangkok Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Hansen,Peter Thygesen,Revisionsfirmaet Leif Vesterlund,Nordea,PT Bangkok Holding ApS,"Revisionsfirmaet Leif Vesterlund, Registreret Revisionsanpartsselskab",Thailand,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-06-03,Bellinge,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27410157,indberetninger-20180424,2.5118406,32300588.0,AWsl_FmcRYGX6_YTIcSv,2019-06-05T04:54:37.135Z,2019-06-05T04:53:42.879Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-68-ST,2019-06-05T04:53:43.007Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
32300588,2017-01-01,2017-12-31,ID_9,,http://regnskaber.virk.dk/88500323/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzIyLzBjL2E5LzBmY2YtNDAyNC04ZGY2LWQxZjEzNTIyNWNhYw.pdf,http://regnskaber.virk.dk/88500323/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2NmLzM2L2Q5L2NhNWQtNDNiYS1hYWEyLWJlNzk2MWU0ZTQ4MQ.xml,true,"Odense SV, 5250",Lindholmvej 1A,Til kapitalejerne i PT Bangkok Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-06-03,2019-06-03,2019-06-03,10092159.0,32300588.0,10092159.0,mne10288,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for PT Bangkok Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Hansen,Peter Thygesen,Revisionsfirmaet Leif Vesterlund,Nordea,PT Bangkok Holding ApS,"Revisionsfirmaet Leif Vesterlund, Registreret Revisionsanpartsselskab",Thailand,2017-01-01,2017-12-31,231870.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-06-03,Bellinge,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27410157,indberetninger-20180424,2.5118406,32300588.0,AWsl_FmcRYGX6_YTIcSv,2019-06-05T04:54:37.135Z,2019-06-05T04:53:42.879Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-68-ST,2019-06-05T04:53:43.007Z,,28250.0,210000.0,176.0,238074.0,28250.0,6204.0,,,,,,,,,,,,,,,,,,,,
32300588,2017-12-31,2017-12-31,ID_5,,http://regnskaber.virk.dk/88500323/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzIyLzBjL2E5LzBmY2YtNDAyNC04ZGY2LWQxZjEzNTIyNWNhYw.pdf,http://regnskaber.virk.dk/88500323/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2NmLzM2L2Q5L2NhNWQtNDNiYS1hYWEyLWJlNzk2MWU0ZTQ4MQ.xml,true,"Odense SV, 5250",Lindholmvej 1A,Til kapitalejerne i PT Bangkok Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-06-03,2019-06-03,2019-06-03,10092159.0,32300588.0,10092159.0,mne10288,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for PT Bangkok Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Hansen,Peter Thygesen,Revisionsfirmaet Leif Vesterlund,Nordea,PT Bangkok Holding ApS,"Revisionsfirmaet Leif Vesterlund, Registreret Revisionsanpartsselskab",Thailand,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-06-03,Bellinge,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27410157,indberetninger-20180424,2.5118406,32300588.0,AWsl_FmcRYGX6_YTIcSv,2019-06-05T04:54:37.135Z,2019-06-05T04:53:42.879Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-68-ST,2019-06-05T04:53:43.007Z,,,,,,,,460780.0,42724.0,125000.0,252724.0,0.0,444048.0,460780.0,16732.0,208056.0,208056.0,208056.0,4070.0,319048.0,16732.0,458.0,210000.0,210000.0,6204.0,6000.0,
32300588,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/88500323/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzIyLzBjL2E5LzBmY2YtNDAyNC04ZGY2LWQxZjEzNTIyNWNhYw.pdf,http://regnskaber.virk.dk/88500323/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2NmLzM2L2Q5L2NhNWQtNDNiYS1hYWEyLWJlNzk2MWU0ZTQ4MQ.xml,true,"Odense SV, 5250",Lindholmvej 1A,Til kapitalejerne i PT Bangkok Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-06-03,2019-06-03,2019-06-03,10092159.0,32300588.0,10092159.0,mne10288,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for PT Bangkok Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Hansen,Peter Thygesen,Revisionsfirmaet Leif Vesterlund,Nordea,PT Bangkok Holding ApS,"Revisionsfirmaet Leif Vesterlund, Registreret Revisionsanpartsselskab",Thailand,2017-01-01,2017-12-31,-5597.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-06-03,Bellinge,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27410157,indberetninger-20180424,2.5118406,32300588.0,AWsl_FmcRYGX6_YTIcSv,2019-06-05T04:54:37.135Z,2019-06-05T04:53:42.879Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-68-ST,2019-06-05T04:53:43.007Z,,-6750.0,0.0,332.0,-7082.0,-6750.0,-1485.0,,,,,,,,,,,,,,,,,,,,
32300588,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/88500323/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzIyLzBjL2E5LzBmY2YtNDAyNC04ZGY2LWQxZjEzNTIyNWNhYw.pdf,http://regnskaber.virk.dk/88500323/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2NmLzM2L2Q5L2NhNWQtNDNiYS1hYWEyLWJlNzk2MWU0ZTQ4MQ.xml,true,"Odense SV, 5250",Lindholmvej 1A,Til kapitalejerne i PT Bangkok Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-06-03,2019-06-03,2019-06-03,10092159.0,32300588.0,10092159.0,mne10288,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for PT Bangkok Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Hansen,Peter Thygesen,Revisionsfirmaet Leif Vesterlund,Nordea,PT Bangkok Holding ApS,"Revisionsfirmaet Leif Vesterlund, Registreret Revisionsanpartsselskab",Thailand,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-06-03,Bellinge,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27410157,indberetninger-20180424,2.5118406,32300588.0,AWsl_FmcRYGX6_YTIcSv,2019-06-05T04:54:37.135Z,2019-06-05T04:53:42.879Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-68-ST,2019-06-05T04:53:43.007Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
32300588,2018-01-01,2018-12-31,ID_10,,http://regnskaber.virk.dk/88500323/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzIyLzBjL2E5LzBmY2YtNDAyNC04ZGY2LWQxZjEzNTIyNWNhYw.pdf,http://regnskaber.virk.dk/88500323/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2NmLzM2L2Q5L2NhNWQtNDNiYS1hYWEyLWJlNzk2MWU0ZTQ4MQ.xml,true,"Odense SV, 5250",Lindholmvej 1A,Til kapitalejerne i PT Bangkok Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-06-03,2019-06-03,2019-06-03,10092159.0,32300588.0,10092159.0,mne10288,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for PT Bangkok Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Hansen,Peter Thygesen,Revisionsfirmaet Leif Vesterlund,Nordea,PT Bangkok Holding ApS,"Revisionsfirmaet Leif Vesterlund, Registreret Revisionsanpartsselskab",Thailand,2017-01-01,2017-12-31,-5597.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-06-03,Bellinge,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27410157,indberetninger-20180424,2.5118406,32300588.0,AWsl_FmcRYGX6_YTIcSv,2019-06-05T04:54:37.135Z,2019-06-05T04:53:42.879Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-68-ST,2019-06-05T04:53:43.007Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
32300588,2018-01-01,2018-12-31,ID_2,,http://regnskaber.virk.dk/88500323/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzIyLzBjL2E5LzBmY2YtNDAyNC04ZGY2LWQxZjEzNTIyNWNhYw.pdf,http://regnskaber.virk.dk/88500323/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2NmLzM2L2Q5L2NhNWQtNDNiYS1hYWEyLWJlNzk2MWU0ZTQ4MQ.xml,true,"Odense SV, 5250",Lindholmvej 1A,Til kapitalejerne i PT Bangkok Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-06-03,2019-06-03,2019-06-03,10092159.0,32300588.0,10092159.0,mne10288,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for PT Bangkok Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Hansen,Peter Thygesen,Revisionsfirmaet Leif Vesterlund,Nordea,PT Bangkok Holding ApS,"Revisionsfirmaet Leif Vesterlund, Registreret Revisionsanpartsselskab",Thailand,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-06-03,Bellinge,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27410157,indberetninger-20180424,2.5118406,32300588.0,AWsl_FmcRYGX6_YTIcSv,2019-06-05T04:54:37.135Z,2019-06-05T04:53:42.879Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-68-ST,2019-06-05T04:53:43.007Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
32300588,2018-01-01,2018-12-31,ID_3,,http://regnskaber.virk.dk/88500323/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzIyLzBjL2E5LzBmY2YtNDAyNC04ZGY2LWQxZjEzNTIyNWNhYw.pdf,http://regnskaber.virk.dk/88500323/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2NmLzM2L2Q5L2NhNWQtNDNiYS1hYWEyLWJlNzk2MWU0ZTQ4MQ.xml,true,"Odense SV, 5250",Lindholmvej 1A,Til kapitalejerne i PT Bangkok Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-06-03,2019-06-03,2019-06-03,10092159.0,32300588.0,10092159.0,mne10288,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for PT Bangkok Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Hansen,Peter Thygesen,Revisionsfirmaet Leif Vesterlund,Nordea,PT Bangkok Holding ApS,"Revisionsfirmaet Leif Vesterlund, Registreret Revisionsanpartsselskab",Thailand,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-06-03,Bellinge,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27410157,indberetninger-20180424,2.5118406,32300588.0,AWsl_FmcRYGX6_YTIcSv,2019-06-05T04:54:37.135Z,2019-06-05T04:53:42.879Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-68-ST,2019-06-05T04:53:43.007Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
32300588,2018-01-01,2018-12-31,ID_4,,http://regnskaber.virk.dk/88500323/ZG9rdW1lbnRsYWdlcjovLzAzLzIyLzIyLzBjL2E5LzBmY2YtNDAyNC04ZGY2LWQxZjEzNTIyNWNhYw.pdf,http://regnskaber.virk.dk/88500323/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2NmLzM2L2Q5L2NhNWQtNDNiYS1hYWEyLWJlNzk2MWU0ZTQ4MQ.xml,true,"Odense SV, 5250",Lindholmvej 1A,Til kapitalejerne i PT Bangkok Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-06-03,2019-06-03,2019-06-03,10092159.0,32300588.0,10092159.0,mne10288,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for PT Bangkok Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",John Hansen,Peter Thygesen,Revisionsfirmaet Leif Vesterlund,Nordea,PT Bangkok Holding ApS,"Revisionsfirmaet Leif Vesterlund, Registreret Revisionsanpartsselskab",Thailand,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-06-03,Bellinge,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27410157,indberetninger-20180424,2.5118406,32300588.0,AWsl_FmcRYGX6_YTIcSv,2019-06-05T04:54:37.135Z,2019-06-05T04:53:42.879Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-68-ST,2019-06-05T04:53:43.007Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Thygesen
