entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RegisteredOfficeOfReportingEntity,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables
34895074,2012-12-21,2012-12-21,c309,,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzZlL2I4L2QwL2MxYjktNDhlNC04YjE3LWJiMTg4ZjFiYjEyZA.pdf,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzBlLzgzL2E0L2I5NDYtNDg5Mi05ZGFlLTUzYmQzNGFlZmJjMA.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Skodsborg,2942.0,15.0,Enrumvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-07-10,2015-07-10,2012-12-21,2015-07-10,statsaut. revisor,14780.0,34895074.0,30700228.0,Ãrsrapport,Henrik Reedtz,Moses Kwesi Baiden Jnr,Moses Kwesi Baiden Jnr,Sydbank,Scandinavian Investments 2012 ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Skodsborg, den",2942 Skodsborg,Anparts-selskab,IDFG Denmark Limited ApS,Denmark,2014-12-31,2014-01-01,84.13,2015-07-10,"KÃ¸benhavn, den",RevisionspÃ¥tegning,urn:ofk:oid:5680767,indberetninger-20180424,2.5124211,34895074.0,,2018-03-30T10:34:40.028Z,2015-07-13T13:58:27.631Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-36-MM,2015-07-13T13:58:27.667Z,,,,,,,,,,,,,,,,,,,,,
34895074,2012-12-21,2012-12-21,c354,,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzZlL2I4L2QwL2MxYjktNDhlNC04YjE3LWJiMTg4ZjFiYjEyZA.pdf,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzBlLzgzL2E0L2I5NDYtNDg5Mi05ZGFlLTUzYmQzNGFlZmJjMA.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Skodsborg,2942.0,15.0,Enrumvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-07-10,2015-07-10,2012-12-21,2015-07-10,statsaut. revisor,0.0,34895074.0,30700228.0,Ãrsrapport,Henrik Reedtz,Moses Kwesi Baiden Jnr,Moses Kwesi Baiden Jnr,Sydbank,Scandinavian Investments 2012 ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Skodsborg, den",2942 Skodsborg,Anparts-selskab,IDFG Denmark Limited ApS,Denmark,2014-12-31,2014-01-01,84.13,2015-07-10,"KÃ¸benhavn, den",RevisionspÃ¥tegning,urn:ofk:oid:5680767,indberetninger-20180424,2.5124211,34895074.0,,2018-03-30T10:34:40.028Z,2015-07-13T13:58:27.631Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-36-MM,2015-07-13T13:58:27.667Z,,,,,,,,,,,,,,,,,,,,,
34895074,2012-12-21,2013-12-31,c195,,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzZlL2I4L2QwL2MxYjktNDhlNC04YjE3LWJiMTg4ZjFiYjEyZA.pdf,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzBlLzgzL2E0L2I5NDYtNDg5Mi05ZGFlLTUzYmQzNGFlZmJjMA.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Skodsborg,2942.0,15.0,Enrumvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-07-10,2015-07-10,2012-12-21,2015-07-10,statsaut. revisor,,34895074.0,30700228.0,Ãrsrapport,Henrik Reedtz,Moses Kwesi Baiden Jnr,Moses Kwesi Baiden Jnr,Sydbank,Scandinavian Investments 2012 ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Skodsborg, den",2942 Skodsborg,Anparts-selskab,IDFG Denmark Limited ApS,Denmark,2014-12-31,2014-01-01,84.13,2015-07-10,"KÃ¸benhavn, den",RevisionspÃ¥tegning,urn:ofk:oid:5680767,indberetninger-20180424,2.5124211,34895074.0,,2018-03-30T10:34:40.028Z,2015-07-13T13:58:27.631Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-36-MM,2015-07-13T13:58:27.667Z,-2811.0,,,,,,,,,,,,,,,,,,,,
34895074,2012-12-21,2013-12-31,c355,,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzZlL2I4L2QwL2MxYjktNDhlNC04YjE3LWJiMTg4ZjFiYjEyZA.pdf,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzBlLzgzL2E0L2I5NDYtNDg5Mi05ZGFlLTUzYmQzNGFlZmJjMA.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Skodsborg,2942.0,15.0,Enrumvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-07-10,2015-07-10,2012-12-21,2015-07-10,statsaut. revisor,,34895074.0,30700228.0,Ãrsrapport,Henrik Reedtz,Moses Kwesi Baiden Jnr,Moses Kwesi Baiden Jnr,Sydbank,Scandinavian Investments 2012 ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Skodsborg, den",2942 Skodsborg,Anparts-selskab,IDFG Denmark Limited ApS,Denmark,2014-12-31,2014-01-01,84.13,2015-07-10,"KÃ¸benhavn, den",RevisionspÃ¥tegning,urn:ofk:oid:5680767,indberetninger-20180424,2.5124211,34895074.0,,2018-03-30T10:34:40.028Z,2015-07-13T13:58:27.631Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-36-MM,2015-07-13T13:58:27.667Z,-2811.0,,,,,,,,,,,,,,,,,,,,
34895074,2012-12-21,2013-12-31,c4,,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzZlL2I4L2QwL2MxYjktNDhlNC04YjE3LWJiMTg4ZjFiYjEyZA.pdf,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzBlLzgzL2E0L2I5NDYtNDg5Mi05ZGFlLTUzYmQzNGFlZmJjMA.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Skodsborg,2942.0,15.0,Enrumvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-07-10,2015-07-10,2012-12-21,2015-07-10,statsaut. revisor,,34895074.0,30700228.0,Ãrsrapport,Henrik Reedtz,Moses Kwesi Baiden Jnr,Moses Kwesi Baiden Jnr,Sydbank,Scandinavian Investments 2012 ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Skodsborg, den",2942 Skodsborg,Anparts-selskab,IDFG Denmark Limited ApS,Denmark,2014-12-31,2014-01-01,84.13,2015-07-10,"KÃ¸benhavn, den",RevisionspÃ¥tegning,urn:ofk:oid:5680767,indberetninger-20180424,2.5124211,34895074.0,,2018-03-30T10:34:40.028Z,2015-07-13T13:58:27.631Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-36-MM,2015-07-13T13:58:27.667Z,-2811.0,-2433.0,378.0,-2811.0,0.0,,,,,,,,,,,,,,,,
34895074,2013-12-31,2013-12-31,c5,,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzZlL2I4L2QwL2MxYjktNDhlNC04YjE3LWJiMTg4ZjFiYjEyZA.pdf,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzBlLzgzL2E0L2I5NDYtNDg5Mi05ZGFlLTUzYmQzNGFlZmJjMA.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Skodsborg,2942.0,15.0,Enrumvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-07-10,2015-07-10,2012-12-21,2015-07-10,statsaut. revisor,11969.0,34895074.0,30700228.0,Ãrsrapport,Henrik Reedtz,Moses Kwesi Baiden Jnr,Moses Kwesi Baiden Jnr,Sydbank,Scandinavian Investments 2012 ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Skodsborg, den",2942 Skodsborg,Anparts-selskab,IDFG Denmark Limited ApS,Denmark,2014-12-31,2014-01-01,84.13,2015-07-10,"KÃ¸benhavn, den",RevisionspÃ¥tegning,urn:ofk:oid:5680767,indberetninger-20180424,2.5124211,34895074.0,,2018-03-30T10:34:40.028Z,2015-07-13T13:58:27.631Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-36-MM,2015-07-13T13:58:27.667Z,,,,,,24403.0,11969.0,14780.0,11969.0,24403.0,12434.0,12434.0,12434.0,12434.0,0.0,-2811.0,12434.0,12434.0,0.0,0.0,0.0
34895074,2014-01-01,2014-01-01,c312,,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzZlL2I4L2QwL2MxYjktNDhlNC04YjE3LWJiMTg4ZjFiYjEyZA.pdf,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzBlLzgzL2E0L2I5NDYtNDg5Mi05ZGFlLTUzYmQzNGFlZmJjMA.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Skodsborg,2942.0,15.0,Enrumvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-07-10,2015-07-10,2012-12-21,2015-07-10,statsaut. revisor,14780.0,34895074.0,30700228.0,Ãrsrapport,Henrik Reedtz,Moses Kwesi Baiden Jnr,Moses Kwesi Baiden Jnr,Sydbank,Scandinavian Investments 2012 ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Skodsborg, den",2942 Skodsborg,Anparts-selskab,IDFG Denmark Limited ApS,Denmark,2014-12-31,2014-01-01,84.13,2015-07-10,"KÃ¸benhavn, den",RevisionspÃ¥tegning,urn:ofk:oid:5680767,indberetninger-20180424,2.5124211,34895074.0,,2018-03-30T10:34:40.028Z,2015-07-13T13:58:27.631Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-36-MM,2015-07-13T13:58:27.667Z,,,,,,,,,,,,,,,,,,,,,
34895074,2014-01-01,2014-01-01,c351,,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzZlL2I4L2QwL2MxYjktNDhlNC04YjE3LWJiMTg4ZjFiYjEyZA.pdf,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzBlLzgzL2E0L2I5NDYtNDg5Mi05ZGFlLTUzYmQzNGFlZmJjMA.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Skodsborg,2942.0,15.0,Enrumvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-07-10,2015-07-10,2012-12-21,2015-07-10,statsaut. revisor,-2811.0,34895074.0,30700228.0,Ãrsrapport,Henrik Reedtz,Moses Kwesi Baiden Jnr,Moses Kwesi Baiden Jnr,Sydbank,Scandinavian Investments 2012 ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Skodsborg, den",2942 Skodsborg,Anparts-selskab,IDFG Denmark Limited ApS,Denmark,2014-12-31,2014-01-01,84.13,2015-07-10,"KÃ¸benhavn, den",RevisionspÃ¥tegning,urn:ofk:oid:5680767,indberetninger-20180424,2.5124211,34895074.0,,2018-03-30T10:34:40.028Z,2015-07-13T13:58:27.631Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-36-MM,2015-07-13T13:58:27.667Z,,,,,,,,,,,,,,,,,,,,,
34895074,2014-01-01,2014-12-31,c1,,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzZlL2I4L2QwL2MxYjktNDhlNC04YjE3LWJiMTg4ZjFiYjEyZA.pdf,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzBlLzgzL2E0L2I5NDYtNDg5Mi05ZGFlLTUzYmQzNGFlZmJjMA.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Skodsborg,2942.0,15.0,Enrumvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-07-10,2015-07-10,2012-12-21,2015-07-10,statsaut. revisor,,34895074.0,30700228.0,Ãrsrapport,Henrik Reedtz,Moses Kwesi Baiden Jnr,Moses Kwesi Baiden Jnr,Sydbank,Scandinavian Investments 2012 ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Skodsborg, den",2942 Skodsborg,Anparts-selskab,IDFG Denmark Limited ApS,Denmark,2014-12-31,2014-01-01,84.13,2015-07-10,"KÃ¸benhavn, den",RevisionspÃ¥tegning,urn:ofk:oid:5680767,indberetninger-20180424,2.5124211,34895074.0,,2018-03-30T10:34:40.028Z,2015-07-13T13:58:27.631Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-36-MM,2015-07-13T13:58:27.667Z,-28580.0,-27628.0,952.0,-28580.0,0.0,,,,,,,,,,,,,,,,
34895074,2014-01-01,2014-12-31,c106,,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzZlL2I4L2QwL2MxYjktNDhlNC04YjE3LWJiMTg4ZjFiYjEyZA.pdf,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzBlLzgzL2E0L2I5NDYtNDg5Mi05ZGFlLTUzYmQzNGFlZmJjMA.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Skodsborg,2942.0,15.0,Enrumvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-07-10,2015-07-10,2012-12-21,2015-07-10,statsaut. revisor,,34895074.0,30700228.0,Ãrsrapport,Henrik Reedtz,Moses Kwesi Baiden Jnr,Moses Kwesi Baiden Jnr,Sydbank,Scandinavian Investments 2012 ApS,Ernst & Young Godkendt Revisionspartnerselskab,"Skodsborg, den",2942 Skodsborg,Anparts-selskab,IDFG Denmark Limited ApS,Denmark,2014-12-31,2014-01-01,84.13,2015-07-10,"KÃ¸benhavn, den",RevisionspÃ¥tegning,urn:ofk:oid:5680767,indberetninger-20180424,2.5124211,34895074.0,,2018-03-30T10:34:40.028Z,2015-07-13T13:58:27.631Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-36-MM,2015-07-13T13:58:27.667Z,,,,,,,,,,,,,,,,,,,,,
