entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityCountry,AddressOfReportingEntityCountryIdentificationCode,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForCurrentTaxRelatingToTaxRateChangesOrImpositionOfNewTaxes,AverageNumberOfEmployees,ClassOfReportingEntity,CurrentTaxExpense,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfAuditor,EmployeeBenefitsExpense,ExchangeRateLoss,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,NominalValueOfIssuedShares,NumberOfIssuedShares,OtherFinanceExpenses,OtherInterestExpenses,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RegisteredOfficeOfReportingEntity,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfAuditor,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxReceivables,DescriptionOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm
34895074,2015-01-01,2015-12-31,c58,,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzFhLzdlLzhmLzhmMWEtNGI4My1hNjFjLTE1ZWI1Nzc4Njc3Mg.pdf,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2EyL2RhLzY5LzU3OGMtNDhkOC04NjU2LTc0MTIzNjM0NDE0OQ.xml,Danmark,DK,Kgs. Lyngby,2800.0,31.0,Engelsborgvej,Danmark,DK,Skodsborg,2942.0,15.0,Enrumvej,2800 Kgs. Lyngby,Engelsborgvej 31,0.0,0.0,0.0,Regnskabsklasse B,-1907.0,2017-06-14,2012-12-21,2017-06-14,ecomentor@ecomentor.dk,0.0,0.0,-7442.0,26063221.0,34895074.0,26063221.0,Ãrsrapport,Moses Kwesi Baiden Jnr,Moses Kwesi Baiden Jnr,Scandinavian Investments 2012 ApS,ECOMENTOR,14780.0,1.0,672.0,672.0,2015-01-01,2015-12-31,-6207.0,-8114.0,Rudersdal,IDFG Denmark Limited ApS,Denmark,2016-12-31,2016-01-01,true,84.13,2017-06-14,Kgs. Lyngby,-1907.0,70201811.0,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24243019,indberetninger-20180424,2.5124327999999996,34895074.0,,2018-03-29T14:14:52.642Z,2017-06-19T16:42:41.558Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-47-HX,2017-06-19T16:42:41.750Z,,,,,,,,,,,,,,,,,,,,
34895074,2015-01-01,2015-12-31,c73,,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzFhLzdlLzhmLzhmMWEtNGI4My1hNjFjLTE1ZWI1Nzc4Njc3Mg.pdf,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2EyL2RhLzY5LzU3OGMtNDhkOC04NjU2LTc0MTIzNjM0NDE0OQ.xml,Danmark,DK,Kgs. Lyngby,2800.0,31.0,Engelsborgvej,Danmark,DK,Skodsborg,2942.0,15.0,Enrumvej,2800 Kgs. Lyngby,Engelsborgvej 31,,,,Regnskabsklasse B,,2017-06-14,2012-12-21,2017-06-14,ecomentor@ecomentor.dk,,,,26063221.0,34895074.0,26063221.0,Ãrsrapport,Moses Kwesi Baiden Jnr,Moses Kwesi Baiden Jnr,Scandinavian Investments 2012 ApS,ECOMENTOR,14780.0,1.0,,,2015-01-01,2015-12-31,-6207.0,,Rudersdal,IDFG Denmark Limited ApS,Denmark,2016-12-31,2016-01-01,true,84.13,2017-06-14,Kgs. Lyngby,,70201811.0,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24243019,indberetninger-20180424,2.5124327999999996,34895074.0,,2018-03-29T14:14:52.642Z,2017-06-19T16:42:41.558Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-47-HX,2017-06-19T16:42:41.750Z,,,,,,,,,,,,,,,,,,,,
34895074,2015-12-31,2015-12-31,c74,,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzFhLzdlLzhmLzhmMWEtNGI4My1hNjFjLTE1ZWI1Nzc4Njc3Mg.pdf,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2EyL2RhLzY5LzU3OGMtNDhkOC04NjU2LTc0MTIzNjM0NDE0OQ.xml,Danmark,DK,Kgs. Lyngby,2800.0,31.0,Engelsborgvej,Danmark,DK,Skodsborg,2942.0,15.0,Enrumvej,2800 Kgs. Lyngby,Engelsborgvej 31,,,,Regnskabsklasse B,,2017-06-14,2012-12-21,2017-06-14,ecomentor@ecomentor.dk,,,,26063221.0,34895074.0,26063221.0,Ãrsrapport,Moses Kwesi Baiden Jnr,Moses Kwesi Baiden Jnr,Scandinavian Investments 2012 ApS,ECOMENTOR,14780.0,1.0,,,2015-01-01,2015-12-31,,,Rudersdal,IDFG Denmark Limited ApS,Denmark,2016-12-31,2016-01-01,true,84.13,2017-06-14,Kgs. Lyngby,,70201811.0,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24243019,indberetninger-20180424,2.5124327999999996,34895074.0,,2018-03-29T14:14:52.642Z,2017-06-19T16:42:41.558Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-47-HX,2017-06-19T16:42:41.750Z,14054.0,-287.0,14780.0,1620.0,-22819.0,14054.0,36873.0,12434.0,12434.0,12434.0,6201.0,-37599.0,36873.0,13903.0,16769.0,1907.0,1907.0,,,
34895074,2016-01-01,2016-01-01,c113,,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzFhLzdlLzhmLzhmMWEtNGI4My1hNjFjLTE1ZWI1Nzc4Njc3Mg.pdf,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2EyL2RhLzY5LzU3OGMtNDhkOC04NjU2LTc0MTIzNjM0NDE0OQ.xml,Danmark,DK,Kgs. Lyngby,2800.0,31.0,Engelsborgvej,Danmark,DK,Skodsborg,2942.0,15.0,Enrumvej,2800 Kgs. Lyngby,Engelsborgvej 31,,,,Regnskabsklasse B,,2017-06-14,2012-12-21,2017-06-14,ecomentor@ecomentor.dk,,,,26063221.0,34895074.0,26063221.0,Ãrsrapport,Moses Kwesi Baiden Jnr,Moses Kwesi Baiden Jnr,Scandinavian Investments 2012 ApS,ECOMENTOR,14780.0,1.0,,,2015-01-01,2015-12-31,,,Rudersdal,IDFG Denmark Limited ApS,Denmark,2016-12-31,2016-01-01,true,84.13,2017-06-14,Kgs. Lyngby,,70201811.0,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24243019,indberetninger-20180424,2.5124327999999996,34895074.0,,2018-03-29T14:14:52.642Z,2017-06-19T16:42:41.558Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-47-HX,2017-06-19T16:42:41.750Z,,,,,14780.0,,,,,,,,,,,,,,,
34895074,2016-01-01,2016-01-01,c131,,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzFhLzdlLzhmLzhmMWEtNGI4My1hNjFjLTE1ZWI1Nzc4Njc3Mg.pdf,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2EyL2RhLzY5LzU3OGMtNDhkOC04NjU2LTc0MTIzNjM0NDE0OQ.xml,Danmark,DK,Kgs. Lyngby,2800.0,31.0,Engelsborgvej,Danmark,DK,Skodsborg,2942.0,15.0,Enrumvej,2800 Kgs. Lyngby,Engelsborgvej 31,,,,Regnskabsklasse B,,2017-06-14,2012-12-21,2017-06-14,ecomentor@ecomentor.dk,,,,26063221.0,34895074.0,26063221.0,Ãrsrapport,Moses Kwesi Baiden Jnr,Moses Kwesi Baiden Jnr,Scandinavian Investments 2012 ApS,ECOMENTOR,14780.0,1.0,,,2015-01-01,2015-12-31,,,Rudersdal,IDFG Denmark Limited ApS,Denmark,2016-12-31,2016-01-01,true,84.13,2017-06-14,Kgs. Lyngby,,70201811.0,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24243019,indberetninger-20180424,2.5124327999999996,34895074.0,,2018-03-29T14:14:52.642Z,2017-06-19T16:42:41.558Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-47-HX,2017-06-19T16:42:41.750Z,,,,,-37599.0,,,,,,,,,,,,,,,
34895074,2016-01-01,2016-12-31,c104,,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzFhLzdlLzhmLzhmMWEtNGI4My1hNjFjLTE1ZWI1Nzc4Njc3Mg.pdf,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2EyL2RhLzY5LzU3OGMtNDhkOC04NjU2LTc0MTIzNjM0NDE0OQ.xml,Danmark,DK,Kgs. Lyngby,2800.0,31.0,Engelsborgvej,Danmark,DK,Skodsborg,2942.0,15.0,Enrumvej,2800 Kgs. Lyngby,Engelsborgvej 31,,,,Regnskabsklasse B,,2017-06-14,2012-12-21,2017-06-14,ecomentor@ecomentor.dk,,,,26063221.0,34895074.0,26063221.0,Ãrsrapport,Moses Kwesi Baiden Jnr,Moses Kwesi Baiden Jnr,Scandinavian Investments 2012 ApS,ECOMENTOR,14780.0,1.0,,,2015-01-01,2015-12-31,,,Rudersdal,IDFG Denmark Limited ApS,Denmark,2016-12-31,2016-01-01,true,84.13,2017-06-14,Kgs. Lyngby,,70201811.0,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24243019,indberetninger-20180424,2.5124327999999996,34895074.0,,2018-03-29T14:14:52.642Z,2017-06-19T16:42:41.558Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-47-HX,2017-06-19T16:42:41.750Z,,,,,,,,,,,,,,,,,,,,
34895074,2016-01-01,2016-12-31,c11,,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzFhLzdlLzhmLzhmMWEtNGI4My1hNjFjLTE1ZWI1Nzc4Njc3Mg.pdf,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2EyL2RhLzY5LzU3OGMtNDhkOC04NjU2LTc0MTIzNjM0NDE0OQ.xml,Danmark,DK,Kgs. Lyngby,2800.0,31.0,Engelsborgvej,Danmark,DK,Skodsborg,2942.0,15.0,Enrumvej,2800 Kgs. Lyngby,Engelsborgvej 31,-8547.0,-1677.0,0.0,Regnskabsklasse B,-1901.0,2017-06-14,2012-12-21,2017-06-14,ecomentor@ecomentor.dk,0.0,191.0,-8444.0,26063221.0,34895074.0,26063221.0,Ãrsrapport,Moses Kwesi Baiden Jnr,Moses Kwesi Baiden Jnr,Scandinavian Investments 2012 ApS,ECOMENTOR,14780.0,1.0,438.0,247.0,2015-01-01,2015-12-31,3243.0,-8882.0,Rudersdal,IDFG Denmark Limited ApS,Denmark,2016-12-31,2016-01-01,true,84.13,2017-06-14,Kgs. Lyngby,-12125.0,70201811.0,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24243019,indberetninger-20180424,2.5124327999999996,34895074.0,,2018-03-29T14:14:52.642Z,2017-06-19T16:42:41.558Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-47-HX,2017-06-19T16:42:41.750Z,,,,,,,,,,,,,,,,,,,,
34895074,2016-01-01,2016-12-31,c12,,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzFhLzdlLzhmLzhmMWEtNGI4My1hNjFjLTE1ZWI1Nzc4Njc3Mg.pdf,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2EyL2RhLzY5LzU3OGMtNDhkOC04NjU2LTc0MTIzNjM0NDE0OQ.xml,Danmark,DK,Kgs. Lyngby,2800.0,31.0,Engelsborgvej,Danmark,DK,Skodsborg,2942.0,15.0,Enrumvej,2800 Kgs. Lyngby,Engelsborgvej 31,,,,Regnskabsklasse B,,2017-06-14,2012-12-21,2017-06-14,ecomentor@ecomentor.dk,,,,26063221.0,34895074.0,26063221.0,Ãrsrapport,Moses Kwesi Baiden Jnr,Moses Kwesi Baiden Jnr,Scandinavian Investments 2012 ApS,ECOMENTOR,14780.0,1.0,,,2015-01-01,2015-12-31,,,Rudersdal,IDFG Denmark Limited ApS,Denmark,2016-12-31,2016-01-01,true,84.13,2017-06-14,Kgs. Lyngby,,70201811.0,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24243019,indberetninger-20180424,2.5124327999999996,34895074.0,,2018-03-29T14:14:52.642Z,2017-06-19T16:42:41.558Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-47-HX,2017-06-19T16:42:41.750Z,,,,,,,,,,,,,,,,,,statsautoriseret revisor,Christian Agerholm,ECOMENTOR
34895074,2016-01-01,2016-12-31,c132,,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzFhLzdlLzhmLzhmMWEtNGI4My1hNjFjLTE1ZWI1Nzc4Njc3Mg.pdf,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2EyL2RhLzY5LzU3OGMtNDhkOC04NjU2LTc0MTIzNjM0NDE0OQ.xml,Danmark,DK,Kgs. Lyngby,2800.0,31.0,Engelsborgvej,Danmark,DK,Skodsborg,2942.0,15.0,Enrumvej,2800 Kgs. Lyngby,Engelsborgvej 31,,,,Regnskabsklasse B,,2017-06-14,2012-12-21,2017-06-14,ecomentor@ecomentor.dk,,,,26063221.0,34895074.0,26063221.0,Ãrsrapport,Moses Kwesi Baiden Jnr,Moses Kwesi Baiden Jnr,Scandinavian Investments 2012 ApS,ECOMENTOR,14780.0,1.0,,,2015-01-01,2015-12-31,3243.0,,Rudersdal,IDFG Denmark Limited ApS,Denmark,2016-12-31,2016-01-01,true,84.13,2017-06-14,Kgs. Lyngby,,70201811.0,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24243019,indberetninger-20180424,2.5124327999999996,34895074.0,,2018-03-29T14:14:52.642Z,2017-06-19T16:42:41.558Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-47-HX,2017-06-19T16:42:41.750Z,,,,,,,,,,,,,,,,,,,,
34895074,2016-01-01,2016-12-31,c454,,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2JlLzFhLzdlLzhmLzhmMWEtNGI4My1hNjFjLTE1ZWI1Nzc4Njc3Mg.pdf,http://regnskaber.virk.dk/47059843/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2EyL2RhLzY5LzU3OGMtNDhkOC04NjU2LTc0MTIzNjM0NDE0OQ.xml,Danmark,DK,Kgs. Lyngby,2800.0,31.0,Engelsborgvej,Danmark,DK,Skodsborg,2942.0,15.0,Enrumvej,2800 Kgs. Lyngby,Engelsborgvej 31,,,,Regnskabsklasse B,,2017-06-14,2012-12-21,2017-06-14,ecomentor@ecomentor.dk,,,,26063221.0,34895074.0,26063221.0,Ãrsrapport,Moses Kwesi Baiden Jnr,Moses Kwesi Baiden Jnr,Scandinavian Investments 2012 ApS,ECOMENTOR,14780.0,1.0,,,2015-01-01,2015-12-31,86408.0,,Rudersdal,IDFG Denmark Limited ApS,Denmark,2016-12-31,2016-01-01,true,84.13,2017-06-14,Kgs. Lyngby,,70201811.0,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24243019,indberetninger-20180424,2.5124327999999996,34895074.0,,2018-03-29T14:14:52.642Z,2017-06-19T16:42:41.558Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-47-HX,2017-06-19T16:42:41.750Z,,,,,,,,,,,,,,,,,,,,
