entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialDistrictName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,EmailOfReportingEntity,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,OtherShorttermPayables,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables
85506919,2015-05-01,2016-04-30,c2,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzhhL2JlLzY5L2Y3MDctNGJjMC1hMmQ5LWYwOGNjODRjOTkxNg.xhtml,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzMxLzU5L2U3L2M5M2MtNGMzMS05NTJhLTBmYmMxZDZjOThhMg.pdf,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2QwLzIxL2FiL2NiZGQtNDk0NS05ZTJiLTdiNWM2OWNmOTY0Zg.xml,true,8600 Silkeborg,Galten,8464.0,75.0,RÃ¸ddikvej,8464 Galten,RÃ¸ddikvej 75,Regnskabsklasse B,2017-09-06,2017-09-06,adm.jscinvest@gmail.com,3000.0,-3000.0,85506919.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Schultz Christensen,JÃ¸rgen Schultz Christensen,Nordea,JSC FINANS ApS,Birgit Madsen,13118.0,1250.0,Galten,2015-05-01,2016-04-30,7892.0,10118.0,-3000.0,2017-04-30,2016-05-01,false,false,2226.0,20233357.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24478677,indberetninger-20180424,2.5948212,85506919,,2018-03-27T14:48:31.974Z,2017-09-06T08:49:53.339Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AR-43-XN,2017-09-06T08:49:53.518Z,,,,,,,,,,,,
85506919,2015-05-01,2016-04-30,c4,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzhhL2JlLzY5L2Y3MDctNGJjMC1hMmQ5LWYwOGNjODRjOTkxNg.xhtml,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzMxLzU5L2U3L2M5M2MtNGMzMS05NTJhLTBmYmMxZDZjOThhMg.pdf,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2QwLzIxL2FiL2NiZGQtNDk0NS05ZTJiLTdiNWM2OWNmOTY0Zg.xml,true,8600 Silkeborg,Galten,8464.0,75.0,RÃ¸ddikvej,8464 Galten,RÃ¸ddikvej 75,Regnskabsklasse B,2017-09-06,2017-09-06,adm.jscinvest@gmail.com,,,85506919.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Schultz Christensen,JÃ¸rgen Schultz Christensen,Nordea,JSC FINANS ApS,Birgit Madsen,,1250.0,Galten,2015-05-01,2016-04-30,7892.0,,,2017-04-30,2016-05-01,false,false,,20233357.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24478677,indberetninger-20180424,2.5948212,85506919,,2018-03-27T14:48:31.974Z,2017-09-06T08:49:53.339Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AR-43-XN,2017-09-06T08:49:53.518Z,,,,,,,,,,,,
85506919,2016-04-30,2016-04-30,c6,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzhhL2JlLzY5L2Y3MDctNGJjMC1hMmQ5LWYwOGNjODRjOTkxNg.xhtml,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzMxLzU5L2U3L2M5M2MtNGMzMS05NTJhLTBmYmMxZDZjOThhMg.pdf,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2QwLzIxL2FiL2NiZGQtNDk0NS05ZTJiLTdiNWM2OWNmOTY0Zg.xml,true,8600 Silkeborg,Galten,8464.0,75.0,RÃ¸ddikvej,8464 Galten,RÃ¸ddikvej 75,Regnskabsklasse B,2017-09-06,2017-09-06,adm.jscinvest@gmail.com,,,85506919.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Schultz Christensen,JÃ¸rgen Schultz Christensen,Nordea,JSC FINANS ApS,Birgit Madsen,,1250.0,Galten,2015-05-01,2016-04-30,,,,2017-04-30,2016-05-01,false,false,,20233357.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24478677,indberetninger-20180424,2.5948212,85506919,,2018-03-27T14:48:31.974Z,2017-09-06T08:49:53.339Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AR-43-XN,2017-09-06T08:49:53.518Z,7679089.0,7677189.0,500000.0,7679089.0,7675613.0,7679089.0,3476.0,1900.0,7175613.0,3476.0,1900.0,2226.0
85506919,2016-05-01,2016-05-01,c7,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzhhL2JlLzY5L2Y3MDctNGJjMC1hMmQ5LWYwOGNjODRjOTkxNg.xhtml,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzMxLzU5L2U3L2M5M2MtNGMzMS05NTJhLTBmYmMxZDZjOThhMg.pdf,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2QwLzIxL2FiL2NiZGQtNDk0NS05ZTJiLTdiNWM2OWNmOTY0Zg.xml,true,8600 Silkeborg,Galten,8464.0,75.0,RÃ¸ddikvej,8464 Galten,RÃ¸ddikvej 75,Regnskabsklasse B,2017-09-06,2017-09-06,adm.jscinvest@gmail.com,,,85506919.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Schultz Christensen,JÃ¸rgen Schultz Christensen,Nordea,JSC FINANS ApS,Birgit Madsen,,1250.0,Galten,2015-05-01,2016-04-30,,,,2017-04-30,2016-05-01,false,false,,20233357.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24478677,indberetninger-20180424,2.5948212,85506919,,2018-03-27T14:48:31.974Z,2017-09-06T08:49:53.339Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AR-43-XN,2017-09-06T08:49:53.518Z,,,,,500000.0,,,,,,,
85506919,2016-05-01,2016-05-01,c8,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzhhL2JlLzY5L2Y3MDctNGJjMC1hMmQ5LWYwOGNjODRjOTkxNg.xhtml,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzMxLzU5L2U3L2M5M2MtNGMzMS05NTJhLTBmYmMxZDZjOThhMg.pdf,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2QwLzIxL2FiL2NiZGQtNDk0NS05ZTJiLTdiNWM2OWNmOTY0Zg.xml,true,8600 Silkeborg,Galten,8464.0,75.0,RÃ¸ddikvej,8464 Galten,RÃ¸ddikvej 75,Regnskabsklasse B,2017-09-06,2017-09-06,adm.jscinvest@gmail.com,,,85506919.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Schultz Christensen,JÃ¸rgen Schultz Christensen,Nordea,JSC FINANS ApS,Birgit Madsen,,1250.0,Galten,2015-05-01,2016-04-30,,,,2017-04-30,2016-05-01,false,false,,20233357.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24478677,indberetninger-20180424,2.5948212,85506919,,2018-03-27T14:48:31.974Z,2017-09-06T08:49:53.339Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AR-43-XN,2017-09-06T08:49:53.518Z,,,,,7175613.0,,,,,,,
85506919,2016-05-01,2016-05-01,c9,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzhhL2JlLzY5L2Y3MDctNGJjMC1hMmQ5LWYwOGNjODRjOTkxNg.xhtml,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzMxLzU5L2U3L2M5M2MtNGMzMS05NTJhLTBmYmMxZDZjOThhMg.pdf,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2QwLzIxL2FiL2NiZGQtNDk0NS05ZTJiLTdiNWM2OWNmOTY0Zg.xml,true,8600 Silkeborg,Galten,8464.0,75.0,RÃ¸ddikvej,8464 Galten,RÃ¸ddikvej 75,Regnskabsklasse B,2017-09-06,2017-09-06,adm.jscinvest@gmail.com,,,85506919.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Schultz Christensen,JÃ¸rgen Schultz Christensen,Nordea,JSC FINANS ApS,Birgit Madsen,,1250.0,Galten,2015-05-01,2016-04-30,,,,2017-04-30,2016-05-01,false,false,,20233357.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24478677,indberetninger-20180424,2.5948212,85506919,,2018-03-27T14:48:31.974Z,2017-09-06T08:49:53.339Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AR-43-XN,2017-09-06T08:49:53.518Z,,,,,7675613.0,,,,,,,
85506919,2016-05-01,2017-04-30,c0,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzhhL2JlLzY5L2Y3MDctNGJjMC1hMmQ5LWYwOGNjODRjOTkxNg.xhtml,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzMxLzU5L2U3L2M5M2MtNGMzMS05NTJhLTBmYmMxZDZjOThhMg.pdf,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2QwLzIxL2FiL2NiZGQtNDk0NS05ZTJiLTdiNWM2OWNmOTY0Zg.xml,true,8600 Silkeborg,Galten,8464.0,75.0,RÃ¸ddikvej,8464 Galten,RÃ¸ddikvej 75,Regnskabsklasse B,2017-09-06,2017-09-06,adm.jscinvest@gmail.com,5000.0,-5000.0,85506919.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Schultz Christensen,JÃ¸rgen Schultz Christensen,Nordea,JSC FINANS ApS,Birgit Madsen,6719.0,1250.0,Galten,2015-05-01,2016-04-30,1341.0,1719.0,-5000.0,2017-04-30,2016-05-01,false,false,378.0,20233357.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24478677,indberetninger-20180424,2.5948212,85506919,,2018-03-27T14:48:31.974Z,2017-09-06T08:49:53.339Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AR-43-XN,2017-09-06T08:49:53.518Z,,,,,,,,,,,,
85506919,2016-05-01,2017-04-30,c1,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzhhL2JlLzY5L2Y3MDctNGJjMC1hMmQ5LWYwOGNjODRjOTkxNg.xhtml,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzMxLzU5L2U3L2M5M2MtNGMzMS05NTJhLTBmYmMxZDZjOThhMg.pdf,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2QwLzIxL2FiL2NiZGQtNDk0NS05ZTJiLTdiNWM2OWNmOTY0Zg.xml,true,8600 Silkeborg,Galten,8464.0,75.0,RÃ¸ddikvej,8464 Galten,RÃ¸ddikvej 75,Regnskabsklasse B,2017-09-06,2017-09-06,adm.jscinvest@gmail.com,,,85506919.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Schultz Christensen,JÃ¸rgen Schultz Christensen,Nordea,JSC FINANS ApS,Birgit Madsen,,1250.0,Galten,2015-05-01,2016-04-30,,,,2017-04-30,2016-05-01,false,false,,20233357.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24478677,indberetninger-20180424,2.5948212,85506919,,2018-03-27T14:48:31.974Z,2017-09-06T08:49:53.339Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AR-43-XN,2017-09-06T08:49:53.518Z,,,,,,,,,,,,
85506919,2016-05-01,2017-04-30,c10,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzhhL2JlLzY5L2Y3MDctNGJjMC1hMmQ5LWYwOGNjODRjOTkxNg.xhtml,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzMxLzU5L2U3L2M5M2MtNGMzMS05NTJhLTBmYmMxZDZjOThhMg.pdf,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2QwLzIxL2FiL2NiZGQtNDk0NS05ZTJiLTdiNWM2OWNmOTY0Zg.xml,true,8600 Silkeborg,Galten,8464.0,75.0,RÃ¸ddikvej,8464 Galten,RÃ¸ddikvej 75,Regnskabsklasse B,2017-09-06,2017-09-06,adm.jscinvest@gmail.com,,,85506919.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Schultz Christensen,JÃ¸rgen Schultz Christensen,Nordea,JSC FINANS ApS,Birgit Madsen,,1250.0,Galten,2015-05-01,2016-04-30,1341.0,,,2017-04-30,2016-05-01,false,false,,20233357.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24478677,indberetninger-20180424,2.5948212,85506919,,2018-03-27T14:48:31.974Z,2017-09-06T08:49:53.339Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AR-43-XN,2017-09-06T08:49:53.518Z,,,,,,,,,,,,
85506919,2016-05-01,2017-04-30,c3,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0LzhhL2JlLzY5L2Y3MDctNGJjMC1hMmQ5LWYwOGNjODRjOTkxNg.xhtml,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzMxLzU5L2U3L2M5M2MtNGMzMS05NTJhLTBmYmMxZDZjOThhMg.pdf,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzhjL2QwLzIxL2FiL2NiZGQtNDk0NS05ZTJiLTdiNWM2OWNmOTY0Zg.xml,true,8600 Silkeborg,Galten,8464.0,75.0,RÃ¸ddikvej,8464 Galten,RÃ¸ddikvej 75,Regnskabsklasse B,2017-09-06,2017-09-06,adm.jscinvest@gmail.com,,,85506919.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Schultz Christensen,JÃ¸rgen Schultz Christensen,Nordea,JSC FINANS ApS,Birgit Madsen,,1250.0,Galten,2015-05-01,2016-04-30,1341.0,,,2017-04-30,2016-05-01,false,false,,20233357.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:24478677,indberetninger-20180424,2.5948212,85506919,,2018-03-27T14:48:31.974Z,2017-09-06T08:49:53.339Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AR-43-XN,2017-09-06T08:49:53.518Z,,,,,,,,,,,,
