entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialDistrictName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,EmailOfReportingEntity,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables
85506919,2016-05-01,2017-04-30,c2,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2Q4LzFkLzAwL2Q5MjItNGQ3Mi04Y2Y3LTcyY2IzNDVmZTE3Mg.xhtml,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2ZjL2YwLzk3LzRhNzctNDkyNi04Mjk5LTZhZGNhM2UwMWQ0NA.pdf,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2JlL2RjLzE2L2FjMzktNGJmNy1iMGEzLTFhMWZlNGRkODc1NA.xml,true,8600 Silkeborg,Galten,8464.0,75.0,RÃ¸ddikvej,8464 Galten,RÃ¸ddikvej 75,Regnskabsklasse B,2018-08-15,2018-09-04,adm.jscinvest@gmail.com,5000.0,-5000.0,85506919.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Schultz Christensen,JÃ¸rgen Schultz Christensen,Nordea,JSC FINANS ApS,adm.jscinvest@gmail.com,505.0,6719.0,Galten,2016-05-01,2017-04-30,1341.0,1719.0,-5000.0,2018-04-30,2017-05-01,false,false,378.0,20233357.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26085397,indberetninger-20180424,2.595406,85506919,AWWkKrW25OzuYdPkElV8,2018-09-04T10:39:51.934Z,2018-09-04T10:39:43.244Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AQ-58-GB,2018-09-04T10:39:43.401Z,,,,,,,,,,,,
85506919,2016-05-01,2017-04-30,c4,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2Q4LzFkLzAwL2Q5MjItNGQ3Mi04Y2Y3LTcyY2IzNDVmZTE3Mg.xhtml,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2ZjL2YwLzk3LzRhNzctNDkyNi04Mjk5LTZhZGNhM2UwMWQ0NA.pdf,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2JlL2RjLzE2L2FjMzktNGJmNy1iMGEzLTFhMWZlNGRkODc1NA.xml,true,8600 Silkeborg,Galten,8464.0,75.0,RÃ¸ddikvej,8464 Galten,RÃ¸ddikvej 75,Regnskabsklasse B,2018-08-15,2018-09-04,adm.jscinvest@gmail.com,,,85506919.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Schultz Christensen,JÃ¸rgen Schultz Christensen,Nordea,JSC FINANS ApS,adm.jscinvest@gmail.com,505.0,,Galten,2016-05-01,2017-04-30,1341.0,,,2018-04-30,2017-05-01,false,false,,20233357.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26085397,indberetninger-20180424,2.595406,85506919,AWWkKrW25OzuYdPkElV8,2018-09-04T10:39:51.934Z,2018-09-04T10:39:43.244Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AQ-58-GB,2018-09-04T10:39:43.401Z,,,,,,,,,,,,
85506919,2017-04-30,2017-04-30,c6,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2Q4LzFkLzAwL2Q5MjItNGQ3Mi04Y2Y3LTcyY2IzNDVmZTE3Mg.xhtml,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2ZjL2YwLzk3LzRhNzctNDkyNi04Mjk5LTZhZGNhM2UwMWQ0NA.pdf,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2JlL2RjLzE2L2FjMzktNGJmNy1iMGEzLTFhMWZlNGRkODc1NA.xml,true,8600 Silkeborg,Galten,8464.0,75.0,RÃ¸ddikvej,8464 Galten,RÃ¸ddikvej 75,Regnskabsklasse B,2018-08-15,2018-09-04,adm.jscinvest@gmail.com,,,85506919.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Schultz Christensen,JÃ¸rgen Schultz Christensen,Nordea,JSC FINANS ApS,adm.jscinvest@gmail.com,505.0,,Galten,2016-05-01,2017-04-30,,,,2018-04-30,2017-05-01,false,false,,20233357.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26085397,indberetninger-20180424,2.595406,85506919,AWWkKrW25OzuYdPkElV8,2018-09-04T10:39:51.934Z,2018-09-04T10:39:43.244Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AQ-58-GB,2018-09-04T10:39:43.401Z,7677332.0,7676842.0,500000.0,7677332.0,7676954.0,7677332.0,378.0,490.0,7176954.0,378.0,490.0,378.0
85506919,2017-05-01,2017-05-01,c7,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2Q4LzFkLzAwL2Q5MjItNGQ3Mi04Y2Y3LTcyY2IzNDVmZTE3Mg.xhtml,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2ZjL2YwLzk3LzRhNzctNDkyNi04Mjk5LTZhZGNhM2UwMWQ0NA.pdf,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2JlL2RjLzE2L2FjMzktNGJmNy1iMGEzLTFhMWZlNGRkODc1NA.xml,true,8600 Silkeborg,Galten,8464.0,75.0,RÃ¸ddikvej,8464 Galten,RÃ¸ddikvej 75,Regnskabsklasse B,2018-08-15,2018-09-04,adm.jscinvest@gmail.com,,,85506919.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Schultz Christensen,JÃ¸rgen Schultz Christensen,Nordea,JSC FINANS ApS,adm.jscinvest@gmail.com,505.0,,Galten,2016-05-01,2017-04-30,,,,2018-04-30,2017-05-01,false,false,,20233357.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26085397,indberetninger-20180424,2.595406,85506919,AWWkKrW25OzuYdPkElV8,2018-09-04T10:39:51.934Z,2018-09-04T10:39:43.244Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AQ-58-GB,2018-09-04T10:39:43.401Z,,,,,500000.0,,,,,,,
85506919,2017-05-01,2017-05-01,c8,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2Q4LzFkLzAwL2Q5MjItNGQ3Mi04Y2Y3LTcyY2IzNDVmZTE3Mg.xhtml,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2ZjL2YwLzk3LzRhNzctNDkyNi04Mjk5LTZhZGNhM2UwMWQ0NA.pdf,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2JlL2RjLzE2L2FjMzktNGJmNy1iMGEzLTFhMWZlNGRkODc1NA.xml,true,8600 Silkeborg,Galten,8464.0,75.0,RÃ¸ddikvej,8464 Galten,RÃ¸ddikvej 75,Regnskabsklasse B,2018-08-15,2018-09-04,adm.jscinvest@gmail.com,,,85506919.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Schultz Christensen,JÃ¸rgen Schultz Christensen,Nordea,JSC FINANS ApS,adm.jscinvest@gmail.com,505.0,,Galten,2016-05-01,2017-04-30,,,,2018-04-30,2017-05-01,false,false,,20233357.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26085397,indberetninger-20180424,2.595406,85506919,AWWkKrW25OzuYdPkElV8,2018-09-04T10:39:51.934Z,2018-09-04T10:39:43.244Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AQ-58-GB,2018-09-04T10:39:43.401Z,,,,,7176954.0,,,,,,,
85506919,2017-05-01,2017-05-01,c9,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2Q4LzFkLzAwL2Q5MjItNGQ3Mi04Y2Y3LTcyY2IzNDVmZTE3Mg.xhtml,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2ZjL2YwLzk3LzRhNzctNDkyNi04Mjk5LTZhZGNhM2UwMWQ0NA.pdf,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2JlL2RjLzE2L2FjMzktNGJmNy1iMGEzLTFhMWZlNGRkODc1NA.xml,true,8600 Silkeborg,Galten,8464.0,75.0,RÃ¸ddikvej,8464 Galten,RÃ¸ddikvej 75,Regnskabsklasse B,2018-08-15,2018-09-04,adm.jscinvest@gmail.com,,,85506919.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Schultz Christensen,JÃ¸rgen Schultz Christensen,Nordea,JSC FINANS ApS,adm.jscinvest@gmail.com,505.0,,Galten,2016-05-01,2017-04-30,,,,2018-04-30,2017-05-01,false,false,,20233357.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26085397,indberetninger-20180424,2.595406,85506919,AWWkKrW25OzuYdPkElV8,2018-09-04T10:39:51.934Z,2018-09-04T10:39:43.244Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AQ-58-GB,2018-09-04T10:39:43.401Z,,,,,7676954.0,,,,,,,
85506919,2017-05-01,2018-04-30,c0,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2Q4LzFkLzAwL2Q5MjItNGQ3Mi04Y2Y3LTcyY2IzNDVmZTE3Mg.xhtml,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2ZjL2YwLzk3LzRhNzctNDkyNi04Mjk5LTZhZGNhM2UwMWQ0NA.pdf,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2JlL2RjLzE2L2FjMzktNGJmNy1iMGEzLTFhMWZlNGRkODc1NA.xml,true,8600 Silkeborg,Galten,8464.0,75.0,RÃ¸ddikvej,8464 Galten,RÃ¸ddikvej 75,Regnskabsklasse B,2018-08-15,2018-09-04,adm.jscinvest@gmail.com,1000.0,-1000.0,85506919.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Schultz Christensen,JÃ¸rgen Schultz Christensen,Nordea,JSC FINANS ApS,adm.jscinvest@gmail.com,505.0,1740.0,Galten,2016-05-01,2017-04-30,183.0,235.0,-1000.0,2018-04-30,2017-05-01,false,false,52.0,20233357.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26085397,indberetninger-20180424,2.595406,85506919,AWWkKrW25OzuYdPkElV8,2018-09-04T10:39:51.934Z,2018-09-04T10:39:43.244Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AQ-58-GB,2018-09-04T10:39:43.401Z,,,,,,,,,,,,
85506919,2017-05-01,2018-04-30,c1,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2Q4LzFkLzAwL2Q5MjItNGQ3Mi04Y2Y3LTcyY2IzNDVmZTE3Mg.xhtml,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2ZjL2YwLzk3LzRhNzctNDkyNi04Mjk5LTZhZGNhM2UwMWQ0NA.pdf,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2JlL2RjLzE2L2FjMzktNGJmNy1iMGEzLTFhMWZlNGRkODc1NA.xml,true,8600 Silkeborg,Galten,8464.0,75.0,RÃ¸ddikvej,8464 Galten,RÃ¸ddikvej 75,Regnskabsklasse B,2018-08-15,2018-09-04,adm.jscinvest@gmail.com,,,85506919.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Schultz Christensen,JÃ¸rgen Schultz Christensen,Nordea,JSC FINANS ApS,adm.jscinvest@gmail.com,505.0,,Galten,2016-05-01,2017-04-30,,,,2018-04-30,2017-05-01,false,false,,20233357.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26085397,indberetninger-20180424,2.595406,85506919,AWWkKrW25OzuYdPkElV8,2018-09-04T10:39:51.934Z,2018-09-04T10:39:43.244Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AQ-58-GB,2018-09-04T10:39:43.401Z,,,,,,,,,,,,
85506919,2017-05-01,2018-04-30,c10,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2Q4LzFkLzAwL2Q5MjItNGQ3Mi04Y2Y3LTcyY2IzNDVmZTE3Mg.xhtml,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2ZjL2YwLzk3LzRhNzctNDkyNi04Mjk5LTZhZGNhM2UwMWQ0NA.pdf,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2JlL2RjLzE2L2FjMzktNGJmNy1iMGEzLTFhMWZlNGRkODc1NA.xml,true,8600 Silkeborg,Galten,8464.0,75.0,RÃ¸ddikvej,8464 Galten,RÃ¸ddikvej 75,Regnskabsklasse B,2018-08-15,2018-09-04,adm.jscinvest@gmail.com,,,85506919.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Schultz Christensen,JÃ¸rgen Schultz Christensen,Nordea,JSC FINANS ApS,adm.jscinvest@gmail.com,505.0,,Galten,2016-05-01,2017-04-30,183.0,,,2018-04-30,2017-05-01,false,false,,20233357.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26085397,indberetninger-20180424,2.595406,85506919,AWWkKrW25OzuYdPkElV8,2018-09-04T10:39:51.934Z,2018-09-04T10:39:43.244Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AQ-58-GB,2018-09-04T10:39:43.401Z,,,,,,,,,,,,
85506919,2017-05-01,2018-04-30,c3,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzJkL2Q4LzFkLzAwL2Q5MjItNGQ3Mi04Y2Y3LTcyY2IzNDVmZTE3Mg.xhtml,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2ZjL2YwLzk3LzRhNzctNDkyNi04Mjk5LTZhZGNhM2UwMWQ0NA.pdf,http://regnskaber.virk.dk/91960558/ZG9rdW1lbnRsYWdlcjovLzAzLzNlL2JlL2RjLzE2L2FjMzktNGJmNy1iMGEzLTFhMWZlNGRkODc1NA.xml,true,8600 Silkeborg,Galten,8464.0,75.0,RÃ¸ddikvej,8464 Galten,RÃ¸ddikvej 75,Regnskabsklasse B,2018-08-15,2018-09-04,adm.jscinvest@gmail.com,,,85506919.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,JÃ¸rgen Schultz Christensen,JÃ¸rgen Schultz Christensen,Nordea,JSC FINANS ApS,adm.jscinvest@gmail.com,505.0,,Galten,2016-05-01,2017-04-30,183.0,,,2018-04-30,2017-05-01,false,false,,20233357.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26085397,indberetninger-20180424,2.595406,85506919,AWWkKrW25OzuYdPkElV8,2018-09-04T10:39:51.934Z,2018-09-04T10:39:43.244Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AQ-58-GB,2018-09-04T10:39:43.401Z,,,,,,,,,,,,
