entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmailOfReportingEntity,EmployeeBenefitsExpense,FaxNumberOfReportingEntity,GrossResult,HomepageOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IncreaseDecreaseOfInvestmentsThroughNetExchangeDifferences,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherProvisions,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividend,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,RevaluationReserve,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPrepaymentsOfWorkInProgress,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,InvestmentsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,AccumulatedRevaluationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment,DisposalsOfPropertyPlantAndEquipment,ImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment
67382218,2013-01-01,2013-12-31,c1,,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2Q2Lzk0L2FjL2Q3NjYtNDFmMC1iZmEzLTQ4YjJkM2QyYjhmYw.pdf,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzZjLzFhL2VkL2FmZTUtNDVkMC1hY2MxLTE4MmY1Y2QyM2Q4OA.xml,1.0,Kolding,6000.0,39.0,Birkemose AllÃ©,Vejle,7100.0,3.0,Havneparken,6640  Lunderskov,Industrivej 6,DK-6000 Kolding,Birkemose AllÃ© 39,157000.0,Regnskabsklasse B,-1207000.0,2015-03-17,1982-03-23,2015-03-17,-880000.0,Statsautoriseret revisor,mail@tantec.com,-11519000.0,75 58 61 83,16895000.0,www.tantec.com,67382218.0,20222670.0,301.0,Ãrsrapport,121000.0,897000.0,180000.0,Frank Barrit,Frank Barrit,Danske Bank,Tantec A/S,BDO Statsautoriseret revisionsaktieselskab,-363000.0,-221000.0,122000.0,1000.0,Lunderskov,-1439000.0,3347000.0,4397000.0,4496000.0,Lunderskov,2014-12-31,2014-01-01,2015-03-17,Kolding,-111000.0,-1050000.0,75 58 58 22,Formand,RevisionspÃ¥tegning,-9606000.0,urn:ofk:oid:5110275,indberetninger-20180424,2.5124211,67382218.0,,2018-03-30T09:30:01.851Z,2015-04-14T10:33:01.721Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-62-WX,2015-04-14T10:33:01.805Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67382218,2013-01-01,2013-12-31,c30,,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2Q2Lzk0L2FjL2Q3NjYtNDFmMC1iZmEzLTQ4YjJkM2QyYjhmYw.pdf,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzZjLzFhL2VkL2FmZTUtNDVkMC1hY2MxLTE4MmY1Y2QyM2Q4OA.xml,1.0,Kolding,6000.0,39.0,Birkemose AllÃ©,Vejle,7100.0,3.0,Havneparken,6640  Lunderskov,Industrivej 6,DK-6000 Kolding,Birkemose AllÃ© 39,,Regnskabsklasse B,,2015-03-17,1982-03-23,2015-03-17,,Statsautoriseret revisor,mail@tantec.com,,75 58 61 83,,www.tantec.com,67382218.0,20222670.0,301.0,Ãrsrapport,,897000.0,180000.0,Frank Barrit,Frank Barrit,Danske Bank,Tantec A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Lunderskov,,670000.0,,,Lunderskov,2014-12-31,2014-01-01,2015-03-17,Kolding,,,75 58 58 22,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:5110275,indberetninger-20180424,2.5124211,67382218.0,,2018-03-30T09:30:01.851Z,2015-04-14T10:33:01.721Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-62-WX,2015-04-14T10:33:01.805Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67382218,2013-01-01,2013-12-31,c6,,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2Q2Lzk0L2FjL2Q3NjYtNDFmMC1iZmEzLTQ4YjJkM2QyYjhmYw.pdf,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzZjLzFhL2VkL2FmZTUtNDVkMC1hY2MxLTE4MmY1Y2QyM2Q4OA.xml,1.0,Kolding,6000.0,39.0,Birkemose AllÃ©,Vejle,7100.0,3.0,Havneparken,6640  Lunderskov,Industrivej 6,DK-6000 Kolding,Birkemose AllÃ© 39,,Regnskabsklasse B,,2015-03-17,1982-03-23,2015-03-17,,Statsautoriseret revisor,mail@tantec.com,,75 58 61 83,,www.tantec.com,67382218.0,20222670.0,301.0,Ãrsrapport,,897000.0,180000.0,Frank Barrit,Frank Barrit,Danske Bank,Tantec A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Lunderskov,,2677000.0,,,Lunderskov,2014-12-31,2014-01-01,2015-03-17,Kolding,,,75 58 58 22,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:5110275,indberetninger-20180424,2.5124211,67382218.0,,2018-03-30T09:30:01.851Z,2015-04-14T10:33:01.721Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-62-WX,2015-04-14T10:33:01.805Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67382218,2013-12-31,2013-12-31,c4,,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2Q2Lzk0L2FjL2Q3NjYtNDFmMC1iZmEzLTQ4YjJkM2QyYjhmYw.pdf,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzZjLzFhL2VkL2FmZTUtNDVkMC1hY2MxLTE4MmY1Y2QyM2Q4OA.xml,1.0,Kolding,6000.0,39.0,Birkemose AllÃ©,Vejle,7100.0,3.0,Havneparken,6640  Lunderskov,Industrivej 6,DK-6000 Kolding,Birkemose AllÃ© 39,,Regnskabsklasse B,,2015-03-17,1982-03-23,2015-03-17,,Statsautoriseret revisor,mail@tantec.com,,75 58 61 83,,www.tantec.com,67382218.0,20222670.0,301.0,Ãrsrapport,,897000.0,180000.0,Frank Barrit,Frank Barrit,Danske Bank,Tantec A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Lunderskov,,,,,Lunderskov,2014-12-31,2014-01-01,2015-03-17,Kolding,,,75 58 58 22,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:5110275,indberetninger-20180424,2.5124211,67382218.0,,2018-03-30T09:30:01.851Z,2015-04-14T10:33:01.721Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-62-WX,2015-04-14T10:33:01.805Z,22898000.0,3694000.0,355000.0,1300000.0,15020000.0,148000.0,11044000.0,782000.0,3852000.0,5492000.0,22898000.0,11094000.0,1604000.0,1604000.0,1477000.0,1477000.0,489000.0,7878000.0,274000.0,2402000.0,231000.0,6274000.0,2677000.0,760000.0,486000.0,3363000.0,8012000.0,1732000.0,230000.0,9617000.0,145000.0,2266000.0,7474000.0,4312000.0,123000.0,1774000.0,2428000.0,,,,,,,,,,,
67382218,2014-01-01,2014-01-01,c113,,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2Q2Lzk0L2FjL2Q3NjYtNDFmMC1iZmEzLTQ4YjJkM2QyYjhmYw.pdf,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzZjLzFhL2VkL2FmZTUtNDVkMC1hY2MxLTE4MmY1Y2QyM2Q4OA.xml,1.0,Kolding,6000.0,39.0,Birkemose AllÃ©,Vejle,7100.0,3.0,Havneparken,6640  Lunderskov,Industrivej 6,DK-6000 Kolding,Birkemose AllÃ© 39,,Regnskabsklasse B,,2015-03-17,1982-03-23,2015-03-17,,Statsautoriseret revisor,mail@tantec.com,,75 58 61 83,,www.tantec.com,67382218.0,20222670.0,301.0,Ãrsrapport,,897000.0,180000.0,Frank Barrit,Frank Barrit,Danske Bank,Tantec A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Lunderskov,,,,,Lunderskov,2014-12-31,2014-01-01,2015-03-17,Kolding,,,75 58 58 22,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:5110275,indberetninger-20180424,2.5124211,67382218.0,,2018-03-30T09:30:01.851Z,2015-04-14T10:33:01.721Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-62-WX,2015-04-14T10:33:01.805Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1603664.0,,,,,,,,,,
67382218,2014-01-01,2014-01-01,c137,,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2Q2Lzk0L2FjL2Q3NjYtNDFmMC1iZmEzLTQ4YjJkM2QyYjhmYw.pdf,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzZjLzFhL2VkL2FmZTUtNDVkMC1hY2MxLTE4MmY1Y2QyM2Q4OA.xml,1.0,Kolding,6000.0,39.0,Birkemose AllÃ©,Vejle,7100.0,3.0,Havneparken,6640  Lunderskov,Industrivej 6,DK-6000 Kolding,Birkemose AllÃ© 39,,Regnskabsklasse B,,2015-03-17,1982-03-23,2015-03-17,,Statsautoriseret revisor,mail@tantec.com,,75 58 61 83,,www.tantec.com,67382218.0,20222670.0,301.0,Ãrsrapport,,897000.0,180000.0,Frank Barrit,Frank Barrit,Danske Bank,Tantec A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Lunderskov,,,,,Lunderskov,2014-12-31,2014-01-01,2015-03-17,Kolding,,,75 58 58 22,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:5110275,indberetninger-20180424,2.5124211,67382218.0,,2018-03-30T09:30:01.851Z,2015-04-14T10:33:01.721Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-62-WX,2015-04-14T10:33:01.805Z,,,,,,,1300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67382218,2014-01-01,2014-01-01,c143,,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2Q2Lzk0L2FjL2Q3NjYtNDFmMC1iZmEzLTQ4YjJkM2QyYjhmYw.pdf,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzZjLzFhL2VkL2FmZTUtNDVkMC1hY2MxLTE4MmY1Y2QyM2Q4OA.xml,1.0,Kolding,6000.0,39.0,Birkemose AllÃ©,Vejle,7100.0,3.0,Havneparken,6640  Lunderskov,Industrivej 6,DK-6000 Kolding,Birkemose AllÃ© 39,,Regnskabsklasse B,,2015-03-17,1982-03-23,2015-03-17,,Statsautoriseret revisor,mail@tantec.com,,75 58 61 83,,www.tantec.com,67382218.0,20222670.0,301.0,Ãrsrapport,,897000.0,180000.0,Frank Barrit,Frank Barrit,Danske Bank,Tantec A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Lunderskov,,,,,Lunderskov,2014-12-31,2014-01-01,2015-03-17,Kolding,,,75 58 58 22,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:5110275,indberetninger-20180424,2.5124211,67382218.0,,2018-03-30T09:30:01.851Z,2015-04-14T10:33:01.721Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-62-WX,2015-04-14T10:33:01.805Z,,,,,,,1731984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67382218,2014-01-01,2014-01-01,c158,,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2Q2Lzk0L2FjL2Q3NjYtNDFmMC1iZmEzLTQ4YjJkM2QyYjhmYw.pdf,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzZjLzFhL2VkL2FmZTUtNDVkMC1hY2MxLTE4MmY1Y2QyM2Q4OA.xml,1.0,Kolding,6000.0,39.0,Birkemose AllÃ©,Vejle,7100.0,3.0,Havneparken,6640  Lunderskov,Industrivej 6,DK-6000 Kolding,Birkemose AllÃ© 39,,Regnskabsklasse B,,2015-03-17,1982-03-23,2015-03-17,,Statsautoriseret revisor,mail@tantec.com,,75 58 61 83,,www.tantec.com,67382218.0,20222670.0,301.0,Ãrsrapport,,897000.0,180000.0,Frank Barrit,Frank Barrit,Danske Bank,Tantec A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Lunderskov,,,,,Lunderskov,2014-12-31,2014-01-01,2015-03-17,Kolding,,,75 58 58 22,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:5110275,indberetninger-20180424,2.5124211,67382218.0,,2018-03-30T09:30:01.851Z,2015-04-14T10:33:01.721Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-62-WX,2015-04-14T10:33:01.805Z,,,,,,,8012442.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67382218,2014-01-01,2014-01-01,c167,,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2Q2Lzk0L2FjL2Q3NjYtNDFmMC1iZmEzLTQ4YjJkM2QyYjhmYw.pdf,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzZjLzFhL2VkL2FmZTUtNDVkMC1hY2MxLTE4MmY1Y2QyM2Q4OA.xml,1.0,Kolding,6000.0,39.0,Birkemose AllÃ©,Vejle,7100.0,3.0,Havneparken,6640  Lunderskov,Industrivej 6,DK-6000 Kolding,Birkemose AllÃ© 39,,Regnskabsklasse B,,2015-03-17,1982-03-23,2015-03-17,,Statsautoriseret revisor,mail@tantec.com,,75 58 61 83,,www.tantec.com,67382218.0,20222670.0,301.0,Ãrsrapport,,897000.0,180000.0,Frank Barrit,Frank Barrit,Danske Bank,Tantec A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Lunderskov,,,,,Lunderskov,2014-12-31,2014-01-01,2015-03-17,Kolding,,,75 58 58 22,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:5110275,indberetninger-20180424,2.5124211,67382218.0,,2018-03-30T09:30:01.851Z,2015-04-14T10:33:01.721Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-62-WX,2015-04-14T10:33:01.805Z,,,,,,,,,,,,,,,1622257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67382218,2014-01-01,2014-01-01,c76,,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2Q2Lzk0L2FjL2Q3NjYtNDFmMC1iZmEzLTQ4YjJkM2QyYjhmYw.pdf,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzLzMzLzZjLzFhL2VkL2FmZTUtNDVkMC1hY2MxLTE4MmY1Y2QyM2Q4OA.xml,1.0,Kolding,6000.0,39.0,Birkemose AllÃ©,Vejle,7100.0,3.0,Havneparken,6640  Lunderskov,Industrivej 6,DK-6000 Kolding,Birkemose AllÃ© 39,,Regnskabsklasse B,,2015-03-17,1982-03-23,2015-03-17,,Statsautoriseret revisor,mail@tantec.com,,75 58 61 83,,www.tantec.com,67382218.0,20222670.0,301.0,Ãrsrapport,,897000.0,180000.0,Frank Barrit,Frank Barrit,Danske Bank,Tantec A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Lunderskov,,,,,Lunderskov,2014-12-31,2014-01-01,2015-03-17,Kolding,,,75 58 58 22,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:5110275,indberetninger-20180424,2.5124211,67382218.0,,2018-03-30T09:30:01.851Z,2015-04-14T10:33:01.721Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AA-62-WX,2015-04-14T10:33:01.805Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6678135.0,2309284.0,9860947.0,,,,,,,
