entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DifferenceBetweenRevaluatedPropertyPlantAndEquipmentAndPropertyPlantAndEquipmentIfThereHadNotBeenNoRevaluation,DividendPaid,EmailOfReportingEntity,EmployeeBenefitsExpense,FaxNumberOfReportingEntity,GrossProfitLoss,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IncreaseDecreaseOfInvestmentsThroughNetExchangeDifferences,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestIncome,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,Revaluations,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,NumberOfEmployees,OtherProvisions,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,RevaluationReserve,ShorttermContractWorkInProgressLiabilities,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,AccumulatedRevaluationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,InvestmentsGross,NameOfAuditFirm,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment,DisposalsOfPropertyPlantAndEquipment,ImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard
67382218,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2E0L2RmL2JlLzk3MjctNDQwMi1hNjE1LWQ5ZmM5YjQyOGM2YQ.pdf,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzdlLzNmLzBlLzllYTUtNDg1ZS1iYWM1LTIzMjRkOTM0ZjQxYw.xml,false,Kolding,6000.0,39.0,Birkemose AllÃ©,Vejle,7100.0,3.0,Havneparken,6640 Lunderskov,Industrivej 6,DK-6000 Kolding,Birkemose AllÃ© 39,31102.0,Regnskabsklasse B,2456831.0,2017-02-20,1982-03-23,2017-03-14,-728558.0,Statsautoriseret revisor,2344052.0,-10000000.0,mail@tantec.com,-12503849.0,75 58 61 83,23018196.0,www.tantec.com,20222670.0,67382218.0,20222670.0,301.0,Ãrsrapport,406917.0,1800000.0,Frank Barrit,Hans JÃ¸rn Mortensen,Danske Bank,Tantec A/S,BDO Statsautoriseret revisionsaktieselskab,390130.0,-53166.0,775204.0,368287.0,0.0,Lunderskov,1596150.0,2015-01-01,2015-12-31,8019894.0,10507827.0,9785789.0,Lunderskov,2016-12-31,2016-01-01,69258.0,true,2017-02-20,Kolding,118211.0,-2487933.0,75 58 58 22,Formand,RevisionspÃ¥tegning,10399358.0,urn:ofk:oid:23612638,indberetninger-20180424,2.5097403999999996,67382218.0,,2018-03-28T01:28:50.866Z,2017-03-17T10:27:15.952Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-60-ZN,2017-03-17T10:27:16.221Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67382218,2015-01-01,2015-12-31,c178,,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2E0L2RmL2JlLzk3MjctNDQwMi1hNjE1LWQ5ZmM5YjQyOGM2YQ.pdf,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzdlLzNmLzBlLzllYTUtNDg1ZS1iYWM1LTIzMjRkOTM0ZjQxYw.xml,false,Kolding,6000.0,39.0,Birkemose AllÃ©,Vejle,7100.0,3.0,Havneparken,6640 Lunderskov,Industrivej 6,DK-6000 Kolding,Birkemose AllÃ© 39,,Regnskabsklasse B,,2017-02-20,1982-03-23,2017-03-14,,Statsautoriseret revisor,2344052.0,-10000000.0,mail@tantec.com,,75 58 61 83,,www.tantec.com,20222670.0,67382218.0,20222670.0,301.0,Ãrsrapport,,1800000.0,Frank Barrit,Hans JÃ¸rn Mortensen,Danske Bank,Tantec A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,Lunderskov,,2015-01-01,2015-12-31,10000000.0,,,Lunderskov,2016-12-31,2016-01-01,69258.0,true,2017-02-20,Kolding,,,75 58 58 22,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:23612638,indberetninger-20180424,2.5097403999999996,67382218.0,,2018-03-28T01:28:50.866Z,2017-03-17T10:27:15.952Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-60-ZN,2017-03-17T10:27:16.221Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67382218,2015-01-01,2015-12-31,c196,,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2E0L2RmL2JlLzk3MjctNDQwMi1hNjE1LWQ5ZmM5YjQyOGM2YQ.pdf,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzdlLzNmLzBlLzllYTUtNDg1ZS1iYWM1LTIzMjRkOTM0ZjQxYw.xml,false,Kolding,6000.0,39.0,Birkemose AllÃ©,Vejle,7100.0,3.0,Havneparken,6640 Lunderskov,Industrivej 6,DK-6000 Kolding,Birkemose AllÃ© 39,,Regnskabsklasse B,,2017-02-20,1982-03-23,2017-03-14,,Statsautoriseret revisor,2344052.0,-10000000.0,mail@tantec.com,,75 58 61 83,,www.tantec.com,20222670.0,67382218.0,20222670.0,301.0,Ãrsrapport,,1800000.0,Frank Barrit,Hans JÃ¸rn Mortensen,Danske Bank,Tantec A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,Lunderskov,,2015-01-01,2015-12-31,-1980106.0,,,Lunderskov,2016-12-31,2016-01-01,69258.0,true,2017-02-20,Kolding,,,75 58 58 22,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:23612638,indberetninger-20180424,2.5097403999999996,67382218.0,,2018-03-28T01:28:50.866Z,2017-03-17T10:27:15.952Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-60-ZN,2017-03-17T10:27:16.221Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67382218,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2E0L2RmL2JlLzk3MjctNDQwMi1hNjE1LWQ5ZmM5YjQyOGM2YQ.pdf,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzdlLzNmLzBlLzllYTUtNDg1ZS1iYWM1LTIzMjRkOTM0ZjQxYw.xml,false,Kolding,6000.0,39.0,Birkemose AllÃ©,Vejle,7100.0,3.0,Havneparken,6640 Lunderskov,Industrivej 6,DK-6000 Kolding,Birkemose AllÃ© 39,,Regnskabsklasse B,,2017-02-20,1982-03-23,2017-03-14,,Statsautoriseret revisor,2344052.0,-10000000.0,mail@tantec.com,,75 58 61 83,,www.tantec.com,20222670.0,67382218.0,20222670.0,301.0,Ãrsrapport,,1800000.0,Frank Barrit,Hans JÃ¸rn Mortensen,Danske Bank,Tantec A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,Lunderskov,,2015-01-01,2015-12-31,,,,Lunderskov,2016-12-31,2016-01-01,69258.0,true,2017-02-20,Kolding,,,75 58 58 22,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:23612638,indberetninger-20180424,2.5097403999999996,67382218.0,,2018-03-28T01:28:50.866Z,2017-03-17T10:27:15.952Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-60-ZN,2017-03-17T10:27:16.221Z,36514461.0,3447489.0,2167248.0,1300000.0,171674.0,21149705.0,1073121.0,4582784.0,4932385.0,36514461.0,14601696.0,1603965.0,1603965.0,2823078.0,2823078.0,673180.0,7609471.0,20.0,274000.0,2538849.0,273308.0,6005506.0,10000000.0,763060.0,489060.0,3909604.0,8117721.0,1731984.0,3595359.0,54192.0,11778618.0,183000.0,20874717.0,12879381.0,2456831.0,2950387.0,5383106.0,,,,,,,,,,,
67382218,2016-01-01,2016-01-01,c227,,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2E0L2RmL2JlLzk3MjctNDQwMi1hNjE1LWQ5ZmM5YjQyOGM2YQ.pdf,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzdlLzNmLzBlLzllYTUtNDg1ZS1iYWM1LTIzMjRkOTM0ZjQxYw.xml,false,Kolding,6000.0,39.0,Birkemose AllÃ©,Vejle,7100.0,3.0,Havneparken,6640 Lunderskov,Industrivej 6,DK-6000 Kolding,Birkemose AllÃ© 39,,Regnskabsklasse B,,2017-02-20,1982-03-23,2017-03-14,,Statsautoriseret revisor,2344052.0,-10000000.0,mail@tantec.com,,75 58 61 83,,www.tantec.com,20222670.0,67382218.0,20222670.0,301.0,Ãrsrapport,,1800000.0,Frank Barrit,Hans JÃ¸rn Mortensen,Danske Bank,Tantec A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,Lunderskov,,2015-01-01,2015-12-31,,,,Lunderskov,2016-12-31,2016-01-01,69258.0,true,2017-02-20,Kolding,,,75 58 58 22,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:23612638,indberetninger-20180424,2.5097403999999996,67382218.0,,2018-03-28T01:28:50.866Z,2017-03-17T10:27:15.952Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-60-ZN,2017-03-17T10:27:16.221Z,,,,,,1300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67382218,2016-01-01,2016-01-01,c233,,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2E0L2RmL2JlLzk3MjctNDQwMi1hNjE1LWQ5ZmM5YjQyOGM2YQ.pdf,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzdlLzNmLzBlLzllYTUtNDg1ZS1iYWM1LTIzMjRkOTM0ZjQxYw.xml,false,Kolding,6000.0,39.0,Birkemose AllÃ©,Vejle,7100.0,3.0,Havneparken,6640 Lunderskov,Industrivej 6,DK-6000 Kolding,Birkemose AllÃ© 39,,Regnskabsklasse B,,2017-02-20,1982-03-23,2017-03-14,,Statsautoriseret revisor,2344052.0,-10000000.0,mail@tantec.com,,75 58 61 83,,www.tantec.com,20222670.0,67382218.0,20222670.0,301.0,Ãrsrapport,,1800000.0,Frank Barrit,Hans JÃ¸rn Mortensen,Danske Bank,Tantec A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,Lunderskov,,2015-01-01,2015-12-31,,,,Lunderskov,2016-12-31,2016-01-01,69258.0,true,2017-02-20,Kolding,,,75 58 58 22,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:23612638,indberetninger-20180424,2.5097403999999996,67382218.0,,2018-03-28T01:28:50.866Z,2017-03-17T10:27:15.952Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-60-ZN,2017-03-17T10:27:16.221Z,,,,,,1731984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67382218,2016-01-01,2016-01-01,c254,,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2E0L2RmL2JlLzk3MjctNDQwMi1hNjE1LWQ5ZmM5YjQyOGM2YQ.pdf,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzdlLzNmLzBlLzllYTUtNDg1ZS1iYWM1LTIzMjRkOTM0ZjQxYw.xml,false,Kolding,6000.0,39.0,Birkemose AllÃ©,Vejle,7100.0,3.0,Havneparken,6640 Lunderskov,Industrivej 6,DK-6000 Kolding,Birkemose AllÃ© 39,,Regnskabsklasse B,,2017-02-20,1982-03-23,2017-03-14,,Statsautoriseret revisor,2344052.0,-10000000.0,mail@tantec.com,,75 58 61 83,,www.tantec.com,20222670.0,67382218.0,20222670.0,301.0,Ãrsrapport,,1800000.0,Frank Barrit,Hans JÃ¸rn Mortensen,Danske Bank,Tantec A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,Lunderskov,,2015-01-01,2015-12-31,,,,Lunderskov,2016-12-31,2016-01-01,69258.0,true,2017-02-20,Kolding,,,75 58 58 22,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:23612638,indberetninger-20180424,2.5097403999999996,67382218.0,,2018-03-28T01:28:50.866Z,2017-03-17T10:27:15.952Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-60-ZN,2017-03-17T10:27:16.221Z,,,,,,8117721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67382218,2016-01-01,2016-01-01,c258,,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2E0L2RmL2JlLzk3MjctNDQwMi1hNjE1LWQ5ZmM5YjQyOGM2YQ.pdf,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzdlLzNmLzBlLzllYTUtNDg1ZS1iYWM1LTIzMjRkOTM0ZjQxYw.xml,false,Kolding,6000.0,39.0,Birkemose AllÃ©,Vejle,7100.0,3.0,Havneparken,6640 Lunderskov,Industrivej 6,DK-6000 Kolding,Birkemose AllÃ© 39,,Regnskabsklasse B,,2017-02-20,1982-03-23,2017-03-14,,Statsautoriseret revisor,2344052.0,-10000000.0,mail@tantec.com,,75 58 61 83,,www.tantec.com,20222670.0,67382218.0,20222670.0,301.0,Ãrsrapport,,1800000.0,Frank Barrit,Hans JÃ¸rn Mortensen,Danske Bank,Tantec A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,Lunderskov,,2015-01-01,2015-12-31,,,,Lunderskov,2016-12-31,2016-01-01,69258.0,true,2017-02-20,Kolding,,,75 58 58 22,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:23612638,indberetninger-20180424,2.5097403999999996,67382218.0,,2018-03-28T01:28:50.866Z,2017-03-17T10:27:15.952Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-60-ZN,2017-03-17T10:27:16.221Z,,,,,,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67382218,2016-01-01,2016-01-01,c442,,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2E0L2RmL2JlLzk3MjctNDQwMi1hNjE1LWQ5ZmM5YjQyOGM2YQ.pdf,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzdlLzNmLzBlLzllYTUtNDg1ZS1iYWM1LTIzMjRkOTM0ZjQxYw.xml,false,Kolding,6000.0,39.0,Birkemose AllÃ©,Vejle,7100.0,3.0,Havneparken,6640 Lunderskov,Industrivej 6,DK-6000 Kolding,Birkemose AllÃ© 39,,Regnskabsklasse B,,2017-02-20,1982-03-23,2017-03-14,,Statsautoriseret revisor,2344052.0,-10000000.0,mail@tantec.com,,75 58 61 83,,www.tantec.com,20222670.0,67382218.0,20222670.0,301.0,Ãrsrapport,,1800000.0,Frank Barrit,Hans JÃ¸rn Mortensen,Danske Bank,Tantec A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,Lunderskov,,2015-01-01,2015-12-31,,,,Lunderskov,2016-12-31,2016-01-01,69258.0,true,2017-02-20,Kolding,,,75 58 58 22,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:23612638,indberetninger-20180424,2.5097403999999996,67382218.0,,2018-03-28T01:28:50.866Z,2017-03-17T10:27:15.952Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-60-ZN,2017-03-17T10:27:16.221Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7237845.0,2309284.0,9860946.0,,,,,,,,
67382218,2016-01-01,2016-01-01,c454,,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2E0L2RmL2JlLzk3MjctNDQwMi1hNjE1LWQ5ZmM5YjQyOGM2YQ.pdf,http://regnskaber.virk.dk/81228376/ZG9rdW1lbnRsYWdlcjovLzAzLzllLzdlLzNmLzBlLzllYTUtNDg1ZS1iYWM1LTIzMjRkOTM0ZjQxYw.xml,false,Kolding,6000.0,39.0,Birkemose AllÃ©,Vejle,7100.0,3.0,Havneparken,6640 Lunderskov,Industrivej 6,DK-6000 Kolding,Birkemose AllÃ© 39,,Regnskabsklasse B,,2017-02-20,1982-03-23,2017-03-14,,Statsautoriseret revisor,2344052.0,-10000000.0,mail@tantec.com,,75 58 61 83,,www.tantec.com,20222670.0,67382218.0,20222670.0,301.0,Ãrsrapport,,1800000.0,Frank Barrit,Hans JÃ¸rn Mortensen,Danske Bank,Tantec A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,,Lunderskov,,2015-01-01,2015-12-31,,,,Lunderskov,2016-12-31,2016-01-01,69258.0,true,2017-02-20,Kolding,,,75 58 58 22,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:23612638,indberetninger-20180424,2.5097403999999996,67382218.0,,2018-03-28T01:28:50.866Z,2017-03-17T10:27:15.952Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AE-60-ZN,2017-03-17T10:27:16.221Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3644505.0,0.0,4717626.0,,,,,,,,
