entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables
33956584,2015-10-01,2016-09-30,ID_11,,http://regnskaber.virk.dk/48565933/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzAxLzkwLzc3LzhmODQtNDk0OS04MzYyLWNiMGI5NzZkZGFhYQ.pdf,http://regnskaber.virk.dk/48565933/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzZkL2QyL2IxLzBjYmUtNDE5NC04ZGE1LWNlNGVhMjI5NDY2MA.xml,true,"Hals, 9370",TvÃ¦rgade 3,Til den daglige ledelse i BOP KontormÃ¸bler ApS,Regnskabsklasse B,2018-01-26,2018-01-26,2009-09-24,2018-01-26,peter@hyldager.dk,31885191.0,33956584.0,31885191.0,mne11635,Ãrsrapport,Bjarke KjÃ¦r,Lene Luther Hyldager,Lene Luther Hyldager,RevisorHuset Hals,BOP KontormÃ¸bler ApS,"RevisorHuset Hals, Registreret Revisionsanpartsselskab",Fjerritslev,2015-10-01,2016-09-30,-200000.0,"Jammerbugt, 849",2017-09-30,2016-10-01,false,2018-01-26,Hals,20993203 (Peter),DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25011461,indberetninger-20180424,2.5124316,33956584.0,,2018-04-03T18:02:30.496Z,2018-02-02T13:08:30.757Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-77-KZ,2018-02-02T13:08:30.931Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33956584,2015-10-01,2016-09-30,ID_7,,http://regnskaber.virk.dk/48565933/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzAxLzkwLzc3LzhmODQtNDk0OS04MzYyLWNiMGI5NzZkZGFhYQ.pdf,http://regnskaber.virk.dk/48565933/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzZkL2QyL2IxLzBjYmUtNDE5NC04ZGE1LWNlNGVhMjI5NDY2MA.xml,true,"Hals, 9370",TvÃ¦rgade 3,Til den daglige ledelse i BOP KontormÃ¸bler ApS,Regnskabsklasse B,2018-01-26,2018-01-26,2009-09-24,2018-01-26,peter@hyldager.dk,31885191.0,33956584.0,31885191.0,mne11635,Ãrsrapport,Bjarke KjÃ¦r,Lene Luther Hyldager,Lene Luther Hyldager,RevisorHuset Hals,BOP KontormÃ¸bler ApS,"RevisorHuset Hals, Registreret Revisionsanpartsselskab",Fjerritslev,2015-10-01,2016-09-30,,"Jammerbugt, 849",2017-09-30,2016-10-01,false,2018-01-26,Hals,20993203 (Peter),DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25011461,indberetninger-20180424,2.5124316,33956584.0,,2018-04-03T18:02:30.496Z,2018-02-02T13:08:30.757Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-77-KZ,2018-02-02T13:08:30.931Z,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33956584,2015-10-01,2016-09-30,ID_8,,http://regnskaber.virk.dk/48565933/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzAxLzkwLzc3LzhmODQtNDk0OS04MzYyLWNiMGI5NzZkZGFhYQ.pdf,http://regnskaber.virk.dk/48565933/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzZkL2QyL2IxLzBjYmUtNDE5NC04ZGE1LWNlNGVhMjI5NDY2MA.xml,true,"Hals, 9370",TvÃ¦rgade 3,Til den daglige ledelse i BOP KontormÃ¸bler ApS,Regnskabsklasse B,2018-01-26,2018-01-26,2009-09-24,2018-01-26,peter@hyldager.dk,31885191.0,33956584.0,31885191.0,mne11635,Ãrsrapport,Bjarke KjÃ¦r,Lene Luther Hyldager,Lene Luther Hyldager,RevisorHuset Hals,BOP KontormÃ¸bler ApS,"RevisorHuset Hals, Registreret Revisionsanpartsselskab",Fjerritslev,2015-10-01,2016-09-30,260621.0,"Jammerbugt, 849",2017-09-30,2016-10-01,false,2018-01-26,Hals,20993203 (Peter),DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25011461,indberetninger-20180424,2.5124316,33956584.0,,2018-04-03T18:02:30.496Z,2018-02-02T13:08:30.757Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-77-KZ,2018-02-02T13:08:30.931Z,,98021.0,1322196.0,1795755.0,45095.0,5185.0,335628.0,375538.0,75007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33956584,2015-10-01,2016-09-30,ID_9,,http://regnskaber.virk.dk/48565933/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzAxLzkwLzc3LzhmODQtNDk0OS04MzYyLWNiMGI5NzZkZGFhYQ.pdf,http://regnskaber.virk.dk/48565933/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzZkL2QyL2IxLzBjYmUtNDE5NC04ZGE1LWNlNGVhMjI5NDY2MA.xml,true,"Hals, 9370",TvÃ¦rgade 3,Til den daglige ledelse i BOP KontormÃ¸bler ApS,Regnskabsklasse B,2018-01-26,2018-01-26,2009-09-24,2018-01-26,peter@hyldager.dk,31885191.0,33956584.0,31885191.0,mne11635,Ãrsrapport,Bjarke KjÃ¦r,Lene Luther Hyldager,Lene Luther Hyldager,RevisorHuset Hals,BOP KontormÃ¸bler ApS,"RevisorHuset Hals, Registreret Revisionsanpartsselskab",Fjerritslev,2015-10-01,2016-09-30,-60621.0,"Jammerbugt, 849",2017-09-30,2016-10-01,false,2018-01-26,Hals,20993203 (Peter),DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25011461,indberetninger-20180424,2.5124316,33956584.0,,2018-04-03T18:02:30.496Z,2018-02-02T13:08:30.757Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-77-KZ,2018-02-02T13:08:30.931Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33956584,2016-09-30,2016-09-30,ID_5,,http://regnskaber.virk.dk/48565933/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzAxLzkwLzc3LzhmODQtNDk0OS04MzYyLWNiMGI5NzZkZGFhYQ.pdf,http://regnskaber.virk.dk/48565933/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzZkL2QyL2IxLzBjYmUtNDE5NC04ZGE1LWNlNGVhMjI5NDY2MA.xml,true,"Hals, 9370",TvÃ¦rgade 3,Til den daglige ledelse i BOP KontormÃ¸bler ApS,Regnskabsklasse B,2018-01-26,2018-01-26,2009-09-24,2018-01-26,peter@hyldager.dk,31885191.0,33956584.0,31885191.0,mne11635,Ãrsrapport,Bjarke KjÃ¦r,Lene Luther Hyldager,Lene Luther Hyldager,RevisorHuset Hals,BOP KontormÃ¸bler ApS,"RevisorHuset Hals, Registreret Revisionsanpartsselskab",Fjerritslev,2015-10-01,2016-09-30,,"Jammerbugt, 849",2017-09-30,2016-10-01,false,2018-01-26,Hals,20993203 (Peter),DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25011461,indberetninger-20180424,2.5124316,33956584.0,,2018-04-03T18:02:30.496Z,2018-02-02T13:08:30.757Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-77-KZ,2018-02-02T13:08:30.931Z,,,,,,,,,,2045822.0,80000.0,1709328.0,106972.0,869363.0,336494.0,1106088.0,2045822.0,1105094.0,1106088.0,336494.0,234046.0,215059.0,336494.0,200000.0,71365.0,71365.0,589363.0,541480.0,1105094.0,99275.0,0.0,603240.0,187078.0,0.0,2796.0,230293.0,91335.0
33956584,2016-10-01,2017-09-30,ID_0,,http://regnskaber.virk.dk/48565933/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzAxLzkwLzc3LzhmODQtNDk0OS04MzYyLWNiMGI5NzZkZGFhYQ.pdf,http://regnskaber.virk.dk/48565933/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzZkL2QyL2IxLzBjYmUtNDE5NC04ZGE1LWNlNGVhMjI5NDY2MA.xml,true,"Hals, 9370",TvÃ¦rgade 3,Til den daglige ledelse i BOP KontormÃ¸bler ApS,Regnskabsklasse B,2018-01-26,2018-01-26,2009-09-24,2018-01-26,peter@hyldager.dk,31885191.0,33956584.0,31885191.0,mne11635,Ãrsrapport,Bjarke KjÃ¦r,Lene Luther Hyldager,Lene Luther Hyldager,RevisorHuset Hals,BOP KontormÃ¸bler ApS,"RevisorHuset Hals, Registreret Revisionsanpartsselskab",Fjerritslev,2015-10-01,2016-09-30,21535.0,"Jammerbugt, 849",2017-09-30,2016-10-01,false,2018-01-26,Hals,20993203 (Peter),DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25011461,indberetninger-20180424,2.5124316,33956584.0,,2018-04-03T18:02:30.496Z,2018-02-02T13:08:30.757Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-77-KZ,2018-02-02T13:08:30.931Z,,102383.0,1389185.0,1575769.0,57233.0,3300.0,30268.0,84201.0,8733.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33956584,2016-10-01,2017-09-30,ID_1,,http://regnskaber.virk.dk/48565933/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzAxLzkwLzc3LzhmODQtNDk0OS04MzYyLWNiMGI5NzZkZGFhYQ.pdf,http://regnskaber.virk.dk/48565933/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzZkL2QyL2IxLzBjYmUtNDE5NC04ZGE1LWNlNGVhMjI5NDY2MA.xml,true,"Hals, 9370",TvÃ¦rgade 3,Til den daglige ledelse i BOP KontormÃ¸bler ApS,Regnskabsklasse B,2018-01-26,2018-01-26,2009-09-24,2018-01-26,peter@hyldager.dk,31885191.0,33956584.0,31885191.0,mne11635,Ãrsrapport,Bjarke KjÃ¦r,Lene Luther Hyldager,Lene Luther Hyldager,RevisorHuset Hals,BOP KontormÃ¸bler ApS,"RevisorHuset Hals, Registreret Revisionsanpartsselskab",Fjerritslev,2015-10-01,2016-09-30,,"Jammerbugt, 849",2017-09-30,2016-10-01,false,2018-01-26,Hals,20993203 (Peter),DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25011461,indberetninger-20180424,2.5124316,33956584.0,,2018-04-03T18:02:30.496Z,2018-02-02T13:08:30.757Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-77-KZ,2018-02-02T13:08:30.931Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33956584,2016-10-01,2017-09-30,ID_10,,http://regnskaber.virk.dk/48565933/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzAxLzkwLzc3LzhmODQtNDk0OS04MzYyLWNiMGI5NzZkZGFhYQ.pdf,http://regnskaber.virk.dk/48565933/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzZkL2QyL2IxLzBjYmUtNDE5NC04ZGE1LWNlNGVhMjI5NDY2MA.xml,true,"Hals, 9370",TvÃ¦rgade 3,Til den daglige ledelse i BOP KontormÃ¸bler ApS,Regnskabsklasse B,2018-01-26,2018-01-26,2009-09-24,2018-01-26,peter@hyldager.dk,31885191.0,33956584.0,31885191.0,mne11635,Ãrsrapport,Bjarke KjÃ¦r,Lene Luther Hyldager,Lene Luther Hyldager,RevisorHuset Hals,BOP KontormÃ¸bler ApS,"RevisorHuset Hals, Registreret Revisionsanpartsselskab",Fjerritslev,2015-10-01,2016-09-30,0.0,"Jammerbugt, 849",2017-09-30,2016-10-01,false,2018-01-26,Hals,20993203 (Peter),DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25011461,indberetninger-20180424,2.5124316,33956584.0,,2018-04-03T18:02:30.496Z,2018-02-02T13:08:30.757Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-77-KZ,2018-02-02T13:08:30.931Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33956584,2016-10-01,2017-09-30,ID_12,,http://regnskaber.virk.dk/48565933/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzAxLzkwLzc3LzhmODQtNDk0OS04MzYyLWNiMGI5NzZkZGFhYQ.pdf,http://regnskaber.virk.dk/48565933/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzZkL2QyL2IxLzBjYmUtNDE5NC04ZGE1LWNlNGVhMjI5NDY2MA.xml,true,"Hals, 9370",TvÃ¦rgade 3,Til den daglige ledelse i BOP KontormÃ¸bler ApS,Regnskabsklasse B,2018-01-26,2018-01-26,2009-09-24,2018-01-26,peter@hyldager.dk,31885191.0,33956584.0,31885191.0,mne11635,Ãrsrapport,Bjarke KjÃ¦r,Lene Luther Hyldager,Lene Luther Hyldager,RevisorHuset Hals,BOP KontormÃ¸bler ApS,"RevisorHuset Hals, Registreret Revisionsanpartsselskab",Fjerritslev,2015-10-01,2016-09-30,-21535.0,"Jammerbugt, 849",2017-09-30,2016-10-01,false,2018-01-26,Hals,20993203 (Peter),DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25011461,indberetninger-20180424,2.5124316,33956584.0,,2018-04-03T18:02:30.496Z,2018-02-02T13:08:30.757Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-77-KZ,2018-02-02T13:08:30.931Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33956584,2016-10-01,2017-09-30,ID_2,,http://regnskaber.virk.dk/48565933/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzAxLzkwLzc3LzhmODQtNDk0OS04MzYyLWNiMGI5NzZkZGFhYQ.pdf,http://regnskaber.virk.dk/48565933/ZG9rdW1lbnRsYWdlcjovLzAzLzI5LzZkL2QyL2IxLzBjYmUtNDE5NC04ZGE1LWNlNGVhMjI5NDY2MA.xml,true,"Hals, 9370",TvÃ¦rgade 3,Til den daglige ledelse i BOP KontormÃ¸bler ApS,Regnskabsklasse B,2018-01-26,2018-01-26,2009-09-24,2018-01-26,peter@hyldager.dk,31885191.0,33956584.0,31885191.0,mne11635,Ãrsrapport,Bjarke KjÃ¦r,Lene Luther Hyldager,Lene Luther Hyldager,RevisorHuset Hals,BOP KontormÃ¸bler ApS,"RevisorHuset Hals, Registreret Revisionsanpartsselskab",Fjerritslev,2015-10-01,2016-09-30,,"Jammerbugt, 849",2017-09-30,2016-10-01,false,2018-01-26,Hals,20993203 (Peter),DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25011461,indberetninger-20180424,2.5124316,33956584.0,,2018-04-03T18:02:30.496Z,2018-02-02T13:08:30.757Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-77-KZ,2018-02-02T13:08:30.931Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
