entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForDeferredTax,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,OtherInterestIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,NameOfAuditFirm,TypeOfAuditorAssistance,NameAndSurnameOfMemberOfExecutiveBoard
17620347,2017-01-01,2017-12-31,c175,,http://regnskaber.virk.dk/74302671/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2FiL2E1LzQ0L2Y5YzAtNGM2ZC05MGQ1LTNmNmU3MGUxMDEyMg.pdf,http://regnskaber.virk.dk/74302671/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzUwLzFlL2EwL2UyMGUtNGZmNi1hZjRmLTNlOWZhNTFiM2Q1YQ.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5230 Odense M,c/o Schou & Partners A/S,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Bolig- og Erhvervsinvest Danmark ApS,-4.0,3.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-24,1993-12-31,2019-05-29,Statsautoriseret revisor,1547.0,20222670.0,17620347.0,20222670.0,mne33723,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Bolig- og Erhvervsinvest Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Stefan Christiansen,Bolig- og Erhvervsinvest Danmark ApS,BDO Statsautoriseret revisionsaktieselskab,52774.0,52774.0,Odense,2017-01-01,2017-12-31,54325.0,54321.0,1547.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,2018-01-01,true,2019-05-24,Odense,-4.0,urn:ofk:oid:27420872,indberetninger-20180424,2.5124402000000003,17620347.0,AWsrbd2rRYGX6_YTIepv,2019-06-06T06:15:54.952Z,2019-06-06T06:15:48.319Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-79-NY,2019-06-06T06:15:48.457Z,,,,,,,,,,,,,,,
17620347,2017-01-01,2017-12-31,c214,,http://regnskaber.virk.dk/74302671/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2FiL2E1LzQ0L2Y5YzAtNGM2ZC05MGQ1LTNmNmU3MGUxMDEyMg.pdf,http://regnskaber.virk.dk/74302671/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzUwLzFlL2EwL2UyMGUtNGZmNi1hZjRmLTNlOWZhNTFiM2Q1YQ.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5230 Odense M,c/o Schou & Partners A/S,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Bolig- og Erhvervsinvest Danmark ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-24,1993-12-31,2019-05-29,Statsautoriseret revisor,,20222670.0,17620347.0,20222670.0,mne33723,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Bolig- og Erhvervsinvest Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Stefan Christiansen,Bolig- og Erhvervsinvest Danmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,2017-01-01,2017-12-31,54325.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,2018-01-01,true,2019-05-24,Odense,,urn:ofk:oid:27420872,indberetninger-20180424,2.5124402000000003,17620347.0,AWsrbd2rRYGX6_YTIepv,2019-06-06T06:15:54.952Z,2019-06-06T06:15:48.319Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-79-NY,2019-06-06T06:15:48.457Z,,,,,,,,,,,,,,,
17620347,2017-12-31,2017-12-31,c173,,http://regnskaber.virk.dk/74302671/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2FiL2E1LzQ0L2Y5YzAtNGM2ZC05MGQ1LTNmNmU3MGUxMDEyMg.pdf,http://regnskaber.virk.dk/74302671/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzUwLzFlL2EwL2UyMGUtNGZmNi1hZjRmLTNlOWZhNTFiM2Q1YQ.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5230 Odense M,c/o Schou & Partners A/S,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Bolig- og Erhvervsinvest Danmark ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-24,1993-12-31,2019-05-29,Statsautoriseret revisor,,20222670.0,17620347.0,20222670.0,mne33723,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Bolig- og Erhvervsinvest Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Stefan Christiansen,Bolig- og Erhvervsinvest Danmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,2018-01-01,true,2019-05-24,Odense,,urn:ofk:oid:27420872,indberetninger-20180424,2.5124402000000003,17620347.0,AWsrbd2rRYGX6_YTIepv,2019-06-06T06:15:54.952Z,2019-06-06T06:15:48.319Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-79-NY,2019-06-06T06:15:48.457Z,1368716.0,200000.0,1363716.0,1368716.0,5000.0,5000.0,5000.0,5000.0,1163716.0,5000.0,1363716.0,1363716.0,,,
17620347,2018-01-01,2018-01-01,c231,,http://regnskaber.virk.dk/74302671/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2FiL2E1LzQ0L2Y5YzAtNGM2ZC05MGQ1LTNmNmU3MGUxMDEyMg.pdf,http://regnskaber.virk.dk/74302671/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzUwLzFlL2EwL2UyMGUtNGZmNi1hZjRmLTNlOWZhNTFiM2Q1YQ.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5230 Odense M,c/o Schou & Partners A/S,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Bolig- og Erhvervsinvest Danmark ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-24,1993-12-31,2019-05-29,Statsautoriseret revisor,,20222670.0,17620347.0,20222670.0,mne33723,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Bolig- og Erhvervsinvest Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Stefan Christiansen,Bolig- og Erhvervsinvest Danmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,2018-01-01,true,2019-05-24,Odense,,urn:ofk:oid:27420872,indberetninger-20180424,2.5124402000000003,17620347.0,AWsrbd2rRYGX6_YTIepv,2019-06-06T06:15:54.952Z,2019-06-06T06:15:48.319Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-79-NY,2019-06-06T06:15:48.457Z,,,200000.0,,,,,,,,,,,,
17620347,2018-01-01,2018-01-01,c249,,http://regnskaber.virk.dk/74302671/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2FiL2E1LzQ0L2Y5YzAtNGM2ZC05MGQ1LTNmNmU3MGUxMDEyMg.pdf,http://regnskaber.virk.dk/74302671/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzUwLzFlL2EwL2UyMGUtNGZmNi1hZjRmLTNlOWZhNTFiM2Q1YQ.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5230 Odense M,c/o Schou & Partners A/S,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Bolig- og Erhvervsinvest Danmark ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-24,1993-12-31,2019-05-29,Statsautoriseret revisor,,20222670.0,17620347.0,20222670.0,mne33723,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Bolig- og Erhvervsinvest Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Stefan Christiansen,Bolig- og Erhvervsinvest Danmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,2018-01-01,true,2019-05-24,Odense,,urn:ofk:oid:27420872,indberetninger-20180424,2.5124402000000003,17620347.0,AWsrbd2rRYGX6_YTIepv,2019-06-06T06:15:54.952Z,2019-06-06T06:15:48.319Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-79-NY,2019-06-06T06:15:48.457Z,,,1163716.0,,,,,,,,,,,,
17620347,2018-01-01,2018-12-31,c174,,http://regnskaber.virk.dk/74302671/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2FiL2E1LzQ0L2Y5YzAtNGM2ZC05MGQ1LTNmNmU3MGUxMDEyMg.pdf,http://regnskaber.virk.dk/74302671/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzUwLzFlL2EwL2UyMGUtNGZmNi1hZjRmLTNlOWZhNTFiM2Q1YQ.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5230 Odense M,c/o Schou & Partners A/S,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Bolig- og Erhvervsinvest Danmark ApS,0.0,3.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-24,1993-12-31,2019-05-29,Statsautoriseret revisor,569.0,20222670.0,17620347.0,20222670.0,mne33723,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Bolig- og Erhvervsinvest Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Stefan Christiansen,Bolig- og Erhvervsinvest Danmark ApS,BDO Statsautoriseret revisionsaktieselskab,55071.0,55071.0,Odense,2017-01-01,2017-12-31,55640.0,55640.0,569.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,2018-01-01,true,2019-05-24,Odense,0.0,urn:ofk:oid:27420872,indberetninger-20180424,2.5124402000000003,17620347.0,AWsrbd2rRYGX6_YTIepv,2019-06-06T06:15:54.952Z,2019-06-06T06:15:48.319Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-79-NY,2019-06-06T06:15:48.457Z,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,
17620347,2018-01-01,2018-12-31,c213,,http://regnskaber.virk.dk/74302671/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2FiL2E1LzQ0L2Y5YzAtNGM2ZC05MGQ1LTNmNmU3MGUxMDEyMg.pdf,http://regnskaber.virk.dk/74302671/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzUwLzFlL2EwL2UyMGUtNGZmNi1hZjRmLTNlOWZhNTFiM2Q1YQ.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5230 Odense M,c/o Schou & Partners A/S,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Bolig- og Erhvervsinvest Danmark ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-24,1993-12-31,2019-05-29,Statsautoriseret revisor,,20222670.0,17620347.0,20222670.0,mne33723,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Bolig- og Erhvervsinvest Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Stefan Christiansen,Bolig- og Erhvervsinvest Danmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,2017-01-01,2017-12-31,55640.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,2018-01-01,true,2019-05-24,Odense,,urn:ofk:oid:27420872,indberetninger-20180424,2.5124402000000003,17620347.0,AWsrbd2rRYGX6_YTIepv,2019-06-06T06:15:54.952Z,2019-06-06T06:15:48.319Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-79-NY,2019-06-06T06:15:48.457Z,,,,,,,,,,,,,,,
17620347,2018-01-01,2018-12-31,c248,,http://regnskaber.virk.dk/74302671/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2FiL2E1LzQ0L2Y5YzAtNGM2ZC05MGQ1LTNmNmU3MGUxMDEyMg.pdf,http://regnskaber.virk.dk/74302671/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzUwLzFlL2EwL2UyMGUtNGZmNi1hZjRmLTNlOWZhNTFiM2Q1YQ.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5230 Odense M,c/o Schou & Partners A/S,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Bolig- og Erhvervsinvest Danmark ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-24,1993-12-31,2019-05-29,Statsautoriseret revisor,,20222670.0,17620347.0,20222670.0,mne33723,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Bolig- og Erhvervsinvest Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Stefan Christiansen,Bolig- og Erhvervsinvest Danmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,2017-01-01,2017-12-31,55640.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,2018-01-01,true,2019-05-24,Odense,,urn:ofk:oid:27420872,indberetninger-20180424,2.5124402000000003,17620347.0,AWsrbd2rRYGX6_YTIepv,2019-06-06T06:15:54.952Z,2019-06-06T06:15:48.319Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-79-NY,2019-06-06T06:15:48.457Z,,,,,,,,,,,,,,,
17620347,2018-01-01,2018-12-31,c307,,http://regnskaber.virk.dk/74302671/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2FiL2E1LzQ0L2Y5YzAtNGM2ZC05MGQ1LTNmNmU3MGUxMDEyMg.pdf,http://regnskaber.virk.dk/74302671/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzUwLzFlL2EwL2UyMGUtNGZmNi1hZjRmLTNlOWZhNTFiM2Q1YQ.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5230 Odense M,c/o Schou & Partners A/S,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Bolig- og Erhvervsinvest Danmark ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-24,1993-12-31,2019-05-29,Statsautoriseret revisor,,20222670.0,17620347.0,20222670.0,mne33723,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Bolig- og Erhvervsinvest Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Stefan Christiansen,Bolig- og Erhvervsinvest Danmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,2018-01-01,true,2019-05-24,Odense,,urn:ofk:oid:27420872,indberetninger-20180424,2.5124402000000003,17620347.0,AWsrbd2rRYGX6_YTIepv,2019-06-06T06:15:54.952Z,2019-06-06T06:15:48.319Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-79-NY,2019-06-06T06:15:48.457Z,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,
17620347,2018-01-01,2018-12-31,c727,,http://regnskaber.virk.dk/74302671/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2L2FiL2E1LzQ0L2Y5YzAtNGM2ZC05MGQ1LTNmNmU3MGUxMDEyMg.pdf,http://regnskaber.virk.dk/74302671/ZG9rdW1lbnRsYWdlcjovLzAzLzNkLzUwLzFlL2EwL2UyMGUtNGZmNi1hZjRmLTNlOWZhNTFiM2Q1YQ.xml,true,Odense C,5000.0,1.0,FÃ¦lledvej,5230 Odense M,c/o Schou & Partners A/S,DK-5000 Odense C,FÃ¦lledvej 1,Til kapitalejerne i Bolig- og Erhvervsinvest Danmark ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-05-24,1993-12-31,2019-05-29,Statsautoriseret revisor,,20222670.0,17620347.0,20222670.0,mne33723,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Bolig- og Erhvervsinvest Danmark ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Anders Schweitz Jensen,Stefan Christiansen,Bolig- og Erhvervsinvest Danmark ApS,BDO Statsautoriseret revisionsaktieselskab,,,Odense,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Odense,2018-12-31,2018-01-01,true,2019-05-24,Odense,,urn:ofk:oid:27420872,indberetninger-20180424,2.5124402000000003,17620347.0,AWsrbd2rRYGX6_YTIepv,2019-06-06T06:15:54.952Z,2019-06-06T06:15:48.319Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-79-NY,2019-06-06T06:15:48.457Z,,,,,,,,,,,,,,,Niels JÃ¸rgen Hansen
