entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmailOfReportingEntity,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,TaxExpense,TelephoneNumberOfReportingEntity,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets
36706899,2015-03-26,2015-12-31,c1,http://regnskaber.virk.dk/99860763/ZG9rdW1lbnRsYWdlcjovLzAzLzIxL2I2LzM2LzA1LzVhM2YtNDBhZC1hMWY2LWNmYTJjZTE3ZTNmOQ.xhtml,http://regnskaber.virk.dk/99860763/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2JhL2VhLzMwLzEwN2MtNGZjNi1hNTc3LWYwZmQ3NGRhMzg4MA.pdf,http://regnskaber.virk.dk/99860763/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzYwL2QyLzlmLzRkZDktNDRmOS1hYjc0LTRlMTUxMjJjNmM3NA.xml,true,Aarhus N,8200.0,142.0,MÃ¸llevangs AllÃ©,8520.0,Engelstoft 43,"Regnskabsklasse B, mikrovirksomhed",2017-05-17,0.0,kristoffer@4red.dk,0.0,0.0,0.0,36706899.0,0.0,0.0,Ãrsrapport,Kristoffer Dahl Hansen,4red Holding IvS,Kristoffer Dahl Hansen,0.0,0.0,2015-03-26,2015-12-31,0.0,0.0,0.0,2016-12-31,2016-01-01,0.0,0.0,22757591.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:23884606,indberetninger-20180424,2.594826,36706899.0,,2018-03-28T02:45:11.718Z,2017-05-17T20:04:43.008Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-45-CC,2017-05-17T20:04:43.161Z,,,,,,,
36706899,2015-03-26,2015-12-31,c3,http://regnskaber.virk.dk/99860763/ZG9rdW1lbnRsYWdlcjovLzAzLzIxL2I2LzM2LzA1LzVhM2YtNDBhZC1hMWY2LWNmYTJjZTE3ZTNmOQ.xhtml,http://regnskaber.virk.dk/99860763/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2JhL2VhLzMwLzEwN2MtNGZjNi1hNTc3LWYwZmQ3NGRhMzg4MA.pdf,http://regnskaber.virk.dk/99860763/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzYwL2QyLzlmLzRkZDktNDRmOS1hYjc0LTRlMTUxMjJjNmM3NA.xml,true,Aarhus N,8200.0,142.0,MÃ¸llevangs AllÃ©,8520.0,Engelstoft 43,"Regnskabsklasse B, mikrovirksomhed",2017-05-17,,kristoffer@4red.dk,,,,36706899.0,,,Ãrsrapport,Kristoffer Dahl Hansen,4red Holding IvS,Kristoffer Dahl Hansen,,,2015-03-26,2015-12-31,0.0,,,2016-12-31,2016-01-01,,,22757591.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:23884606,indberetninger-20180424,2.594826,36706899.0,,2018-03-28T02:45:11.718Z,2017-05-17T20:04:43.008Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-45-CC,2017-05-17T20:04:43.161Z,,,,,,,
36706899,2015-03-26,2015-12-31,c5,http://regnskaber.virk.dk/99860763/ZG9rdW1lbnRsYWdlcjovLzAzLzIxL2I2LzM2LzA1LzVhM2YtNDBhZC1hMWY2LWNmYTJjZTE3ZTNmOQ.xhtml,http://regnskaber.virk.dk/99860763/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2JhL2VhLzMwLzEwN2MtNGZjNi1hNTc3LWYwZmQ3NGRhMzg4MA.pdf,http://regnskaber.virk.dk/99860763/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzYwL2QyLzlmLzRkZDktNDRmOS1hYjc0LTRlMTUxMjJjNmM3NA.xml,true,Aarhus N,8200.0,142.0,MÃ¸llevangs AllÃ©,8520.0,Engelstoft 43,"Regnskabsklasse B, mikrovirksomhed",2017-05-17,,kristoffer@4red.dk,,,,36706899.0,,,Ãrsrapport,Kristoffer Dahl Hansen,4red Holding IvS,Kristoffer Dahl Hansen,,,2015-03-26,2015-12-31,0.0,,,2016-12-31,2016-01-01,,,22757591.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:23884606,indberetninger-20180424,2.594826,36706899.0,,2018-03-28T02:45:11.718Z,2017-05-17T20:04:43.008Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-45-CC,2017-05-17T20:04:43.161Z,,,,,,,
36706899,2015-03-26,2015-12-31,c7,http://regnskaber.virk.dk/99860763/ZG9rdW1lbnRsYWdlcjovLzAzLzIxL2I2LzM2LzA1LzVhM2YtNDBhZC1hMWY2LWNmYTJjZTE3ZTNmOQ.xhtml,http://regnskaber.virk.dk/99860763/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2JhL2VhLzMwLzEwN2MtNGZjNi1hNTc3LWYwZmQ3NGRhMzg4MA.pdf,http://regnskaber.virk.dk/99860763/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzYwL2QyLzlmLzRkZDktNDRmOS1hYjc0LTRlMTUxMjJjNmM3NA.xml,true,Aarhus N,8200.0,142.0,MÃ¸llevangs AllÃ©,8520.0,Engelstoft 43,"Regnskabsklasse B, mikrovirksomhed",2017-05-17,,kristoffer@4red.dk,,,,36706899.0,,,Ãrsrapport,Kristoffer Dahl Hansen,4red Holding IvS,Kristoffer Dahl Hansen,,,2015-03-26,2015-12-31,0.0,,,2016-12-31,2016-01-01,,,22757591.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:23884606,indberetninger-20180424,2.594826,36706899.0,,2018-03-28T02:45:11.718Z,2017-05-17T20:04:43.008Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-45-CC,2017-05-17T20:04:43.161Z,,,,,,,
36706899,2015-12-31,2015-12-31,c9,http://regnskaber.virk.dk/99860763/ZG9rdW1lbnRsYWdlcjovLzAzLzIxL2I2LzM2LzA1LzVhM2YtNDBhZC1hMWY2LWNmYTJjZTE3ZTNmOQ.xhtml,http://regnskaber.virk.dk/99860763/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2JhL2VhLzMwLzEwN2MtNGZjNi1hNTc3LWYwZmQ3NGRhMzg4MA.pdf,http://regnskaber.virk.dk/99860763/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzYwL2QyLzlmLzRkZDktNDRmOS1hYjc0LTRlMTUxMjJjNmM3NA.xml,true,Aarhus N,8200.0,142.0,MÃ¸llevangs AllÃ©,8520.0,Engelstoft 43,"Regnskabsklasse B, mikrovirksomhed",2017-05-17,,kristoffer@4red.dk,,,,36706899.0,,,Ãrsrapport,Kristoffer Dahl Hansen,4red Holding IvS,Kristoffer Dahl Hansen,,,2015-03-26,2015-12-31,,,,2016-12-31,2016-01-01,,,22757591.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:23884606,indberetninger-20180424,2.594826,36706899.0,,2018-03-28T02:45:11.718Z,2017-05-17T20:04:43.008Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-45-CC,2017-05-17T20:04:43.161Z,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
36706899,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/99860763/ZG9rdW1lbnRsYWdlcjovLzAzLzIxL2I2LzM2LzA1LzVhM2YtNDBhZC1hMWY2LWNmYTJjZTE3ZTNmOQ.xhtml,http://regnskaber.virk.dk/99860763/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2JhL2VhLzMwLzEwN2MtNGZjNi1hNTc3LWYwZmQ3NGRhMzg4MA.pdf,http://regnskaber.virk.dk/99860763/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzYwL2QyLzlmLzRkZDktNDRmOS1hYjc0LTRlMTUxMjJjNmM3NA.xml,true,Aarhus N,8200.0,142.0,MÃ¸llevangs AllÃ©,8520.0,Engelstoft 43,"Regnskabsklasse B, mikrovirksomhed",2017-05-17,0.0,kristoffer@4red.dk,0.0,0.0,0.0,36706899.0,0.0,0.0,Ãrsrapport,Kristoffer Dahl Hansen,4red Holding IvS,Kristoffer Dahl Hansen,0.0,0.0,2015-03-26,2015-12-31,0.0,0.0,0.0,2016-12-31,2016-01-01,0.0,0.0,22757591.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:23884606,indberetninger-20180424,2.594826,36706899.0,,2018-03-28T02:45:11.718Z,2017-05-17T20:04:43.008Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-45-CC,2017-05-17T20:04:43.161Z,,,,,,,
36706899,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/99860763/ZG9rdW1lbnRsYWdlcjovLzAzLzIxL2I2LzM2LzA1LzVhM2YtNDBhZC1hMWY2LWNmYTJjZTE3ZTNmOQ.xhtml,http://regnskaber.virk.dk/99860763/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2JhL2VhLzMwLzEwN2MtNGZjNi1hNTc3LWYwZmQ3NGRhMzg4MA.pdf,http://regnskaber.virk.dk/99860763/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzYwL2QyLzlmLzRkZDktNDRmOS1hYjc0LTRlMTUxMjJjNmM3NA.xml,true,Aarhus N,8200.0,142.0,MÃ¸llevangs AllÃ©,8520.0,Engelstoft 43,"Regnskabsklasse B, mikrovirksomhed",2017-05-17,,kristoffer@4red.dk,,,,36706899.0,,,Ãrsrapport,Kristoffer Dahl Hansen,4red Holding IvS,Kristoffer Dahl Hansen,,,2015-03-26,2015-12-31,0.0,,,2016-12-31,2016-01-01,,,22757591.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:23884606,indberetninger-20180424,2.594826,36706899.0,,2018-03-28T02:45:11.718Z,2017-05-17T20:04:43.008Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-45-CC,2017-05-17T20:04:43.161Z,,,,,,,
36706899,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/99860763/ZG9rdW1lbnRsYWdlcjovLzAzLzIxL2I2LzM2LzA1LzVhM2YtNDBhZC1hMWY2LWNmYTJjZTE3ZTNmOQ.xhtml,http://regnskaber.virk.dk/99860763/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2JhL2VhLzMwLzEwN2MtNGZjNi1hNTc3LWYwZmQ3NGRhMzg4MA.pdf,http://regnskaber.virk.dk/99860763/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzYwL2QyLzlmLzRkZDktNDRmOS1hYjc0LTRlMTUxMjJjNmM3NA.xml,true,Aarhus N,8200.0,142.0,MÃ¸llevangs AllÃ©,8520.0,Engelstoft 43,"Regnskabsklasse B, mikrovirksomhed",2017-05-17,,kristoffer@4red.dk,,,,36706899.0,,,Ãrsrapport,Kristoffer Dahl Hansen,4red Holding IvS,Kristoffer Dahl Hansen,,,2015-03-26,2015-12-31,0.0,,,2016-12-31,2016-01-01,,,22757591.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:23884606,indberetninger-20180424,2.594826,36706899.0,,2018-03-28T02:45:11.718Z,2017-05-17T20:04:43.008Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-45-CC,2017-05-17T20:04:43.161Z,,,,,,,
36706899,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/99860763/ZG9rdW1lbnRsYWdlcjovLzAzLzIxL2I2LzM2LzA1LzVhM2YtNDBhZC1hMWY2LWNmYTJjZTE3ZTNmOQ.xhtml,http://regnskaber.virk.dk/99860763/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2JhL2VhLzMwLzEwN2MtNGZjNi1hNTc3LWYwZmQ3NGRhMzg4MA.pdf,http://regnskaber.virk.dk/99860763/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzYwL2QyLzlmLzRkZDktNDRmOS1hYjc0LTRlMTUxMjJjNmM3NA.xml,true,Aarhus N,8200.0,142.0,MÃ¸llevangs AllÃ©,8520.0,Engelstoft 43,"Regnskabsklasse B, mikrovirksomhed",2017-05-17,,kristoffer@4red.dk,,,,36706899.0,,,Ãrsrapport,Kristoffer Dahl Hansen,4red Holding IvS,Kristoffer Dahl Hansen,,,2015-03-26,2015-12-31,0.0,,,2016-12-31,2016-01-01,,,22757591.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:23884606,indberetninger-20180424,2.594826,36706899.0,,2018-03-28T02:45:11.718Z,2017-05-17T20:04:43.008Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-45-CC,2017-05-17T20:04:43.161Z,,,,,,,
36706899,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/99860763/ZG9rdW1lbnRsYWdlcjovLzAzLzIxL2I2LzM2LzA1LzVhM2YtNDBhZC1hMWY2LWNmYTJjZTE3ZTNmOQ.xhtml,http://regnskaber.virk.dk/99860763/ZG9rdW1lbnRsYWdlcjovLzAzLzJmL2JhL2VhLzMwLzEwN2MtNGZjNi1hNTc3LWYwZmQ3NGRhMzg4MA.pdf,http://regnskaber.virk.dk/99860763/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzYwL2QyLzlmLzRkZDktNDRmOS1hYjc0LTRlMTUxMjJjNmM3NA.xml,true,Aarhus N,8200.0,142.0,MÃ¸llevangs AllÃ©,8520.0,Engelstoft 43,"Regnskabsklasse B, mikrovirksomhed",2017-05-17,,kristoffer@4red.dk,,,,36706899.0,,,Ãrsrapport,Kristoffer Dahl Hansen,4red Holding IvS,Kristoffer Dahl Hansen,,,2015-03-26,2015-12-31,,,,2016-12-31,2016-01-01,,,22757591.0,true,false,false,false,true,Ingen bistand,urn:ofk:oid:23884606,indberetninger-20180424,2.594826,36706899.0,,2018-03-28T02:45:11.718Z,2017-05-17T20:04:43.008Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-45-CC,2017-05-17T20:04:43.161Z,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
