entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossResult,ImpairmentOfFinancialAssets,OtherExternalExpenses,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
34217629,2017-01-01,2017-01-01,c720,,http://regnskaber.virk.dk/92671243/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzllLzI3LzcyLzAzN2EtNDJjNy1iNjY5LTllNGQzODE0ODJiNA.pdf,http://regnskaber.virk.dk/92671243/ZG9rdW1lbnRsYWdlcjovLzAzLzU4L2U4L2I3LzJjL2NjNTItNGU4ZC1iOGM1LTU1MjY1NWMzYTc3NQ.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Esbjerg,6700.0,162.0,Kirkegade,"7400, Herning","Industrivej Nord, 15",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-24,2019-06-24,2012-01-17,2019-06-24,statsautoriseret revisor,80000.0,15807776.0,34217629.0,15807776.0,mne33753,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for T&S Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Jespersen-Skree,Thomas Vygg Kristensen,"Partner Revision, statsautoriseret revisionsaktieselskab",T&S Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Esbjerg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2018-12-31,2018-01-01,2019-06-24,Herning,97 12 50 22,RevisionspÃ¥tegning,urn:ofk:oid:27607451,indberetninger-20180424,2.5117154,34217629.0,AWuTsuYfIXJRhhXBLc3_,2019-06-26T12:12:19.551Z,2019-06-26T12:11:42.923Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-17-MJ,2019-06-26T12:11:43.066Z,,,,,,,,,,,,,,,,,,,,,
34217629,2017-01-01,2017-01-01,c741,,http://regnskaber.virk.dk/92671243/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzllLzI3LzcyLzAzN2EtNDJjNy1iNjY5LTllNGQzODE0ODJiNA.pdf,http://regnskaber.virk.dk/92671243/ZG9rdW1lbnRsYWdlcjovLzAzLzU4L2U4L2I3LzJjL2NjNTItNGU4ZC1iOGM1LTU1MjY1NWMzYTc3NQ.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Esbjerg,6700.0,162.0,Kirkegade,"7400, Herning","Industrivej Nord, 15",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-24,2019-06-24,2012-01-17,2019-06-24,statsautoriseret revisor,-435785.0,15807776.0,34217629.0,15807776.0,mne33753,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for T&S Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Jespersen-Skree,Thomas Vygg Kristensen,"Partner Revision, statsautoriseret revisionsaktieselskab",T&S Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Esbjerg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2018-12-31,2018-01-01,2019-06-24,Herning,97 12 50 22,RevisionspÃ¥tegning,urn:ofk:oid:27607451,indberetninger-20180424,2.5117154,34217629.0,AWuTsuYfIXJRhhXBLc3_,2019-06-26T12:12:19.551Z,2019-06-26T12:11:42.923Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-17-MJ,2019-06-26T12:11:43.066Z,,,,,,,,,,,,,,,,,,,,,
34217629,2017-01-01,2017-12-31,c123,,http://regnskaber.virk.dk/92671243/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzllLzI3LzcyLzAzN2EtNDJjNy1iNjY5LTllNGQzODE0ODJiNA.pdf,http://regnskaber.virk.dk/92671243/ZG9rdW1lbnRsYWdlcjovLzAzLzU4L2U4L2I3LzJjL2NjNTItNGU4ZC1iOGM1LTU1MjY1NWMzYTc3NQ.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Esbjerg,6700.0,162.0,Kirkegade,"7400, Herning","Industrivej Nord, 15",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-24,2019-06-24,2012-01-17,2019-06-24,statsautoriseret revisor,,15807776.0,34217629.0,15807776.0,mne33753,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for T&S Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Jespersen-Skree,Thomas Vygg Kristensen,"Partner Revision, statsautoriseret revisionsaktieselskab",T&S Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Esbjerg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2018-12-31,2018-01-01,2019-06-24,Herning,97 12 50 22,RevisionspÃ¥tegning,urn:ofk:oid:27607451,indberetninger-20180424,2.5117154,34217629.0,AWuTsuYfIXJRhhXBLc3_,2019-06-26T12:12:19.551Z,2019-06-26T12:11:42.923Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-17-MJ,2019-06-26T12:11:43.066Z,-448713.0,,,,,,,,,,,,,,,,,,,,
34217629,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/92671243/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzllLzI3LzcyLzAzN2EtNDJjNy1iNjY5LTllNGQzODE0ODJiNA.pdf,http://regnskaber.virk.dk/92671243/ZG9rdW1lbnRsYWdlcjovLzAzLzU4L2U4L2I3LzJjL2NjNTItNGU4ZC1iOGM1LTU1MjY1NWMzYTc3NQ.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Esbjerg,6700.0,162.0,Kirkegade,"7400, Herning","Industrivej Nord, 15",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-24,2019-06-24,2012-01-17,2019-06-24,statsautoriseret revisor,,15807776.0,34217629.0,15807776.0,mne33753,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for T&S Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Jespersen-Skree,Thomas Vygg Kristensen,"Partner Revision, statsautoriseret revisionsaktieselskab",T&S Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Esbjerg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2018-12-31,2018-01-01,2019-06-24,Herning,97 12 50 22,RevisionspÃ¥tegning,urn:ofk:oid:27607451,indberetninger-20180424,2.5117154,34217629.0,AWuTsuYfIXJRhhXBLc3_,2019-06-26T12:12:19.551Z,2019-06-26T12:11:42.923Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-17-MJ,2019-06-26T12:11:43.066Z,-448713.0,-1764.0,380485.0,1764.0,30333.0,-412582.0,-1764.0,36131.0,,,,,,,,,,,,,
34217629,2017-01-01,2017-12-31,c742,,http://regnskaber.virk.dk/92671243/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzllLzI3LzcyLzAzN2EtNDJjNy1iNjY5LTllNGQzODE0ODJiNA.pdf,http://regnskaber.virk.dk/92671243/ZG9rdW1lbnRsYWdlcjovLzAzLzU4L2U4L2I3LzJjL2NjNTItNGU4ZC1iOGM1LTU1MjY1NWMzYTc3NQ.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Esbjerg,6700.0,162.0,Kirkegade,"7400, Herning","Industrivej Nord, 15",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-24,2019-06-24,2012-01-17,2019-06-24,statsautoriseret revisor,,15807776.0,34217629.0,15807776.0,mne33753,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for T&S Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Jespersen-Skree,Thomas Vygg Kristensen,"Partner Revision, statsautoriseret revisionsaktieselskab",T&S Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Esbjerg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2018-12-31,2018-01-01,2019-06-24,Herning,97 12 50 22,RevisionspÃ¥tegning,urn:ofk:oid:27607451,indberetninger-20180424,2.5117154,34217629.0,AWuTsuYfIXJRhhXBLc3_,2019-06-26T12:12:19.551Z,2019-06-26T12:11:42.923Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-17-MJ,2019-06-26T12:11:43.066Z,-448713.0,,,,,,,,,,,,,,,,,,,,
34217629,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/92671243/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzllLzI3LzcyLzAzN2EtNDJjNy1iNjY5LTllNGQzODE0ODJiNA.pdf,http://regnskaber.virk.dk/92671243/ZG9rdW1lbnRsYWdlcjovLzAzLzU4L2U4L2I3LzJjL2NjNTItNGU4ZC1iOGM1LTU1MjY1NWMzYTc3NQ.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Esbjerg,6700.0,162.0,Kirkegade,"7400, Herning","Industrivej Nord, 15",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-24,2019-06-24,2012-01-17,2019-06-24,statsautoriseret revisor,-804498.0,15807776.0,34217629.0,15807776.0,mne33753,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for T&S Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Jespersen-Skree,Thomas Vygg Kristensen,"Partner Revision, statsautoriseret revisionsaktieselskab",T&S Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Esbjerg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2018-12-31,2018-01-01,2019-06-24,Herning,97 12 50 22,RevisionspÃ¥tegning,urn:ofk:oid:27607451,indberetninger-20180424,2.5117154,34217629.0,AWuTsuYfIXJRhhXBLc3_,2019-06-26T12:12:19.551Z,2019-06-26T12:11:42.923Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-17-MJ,2019-06-26T12:11:43.066Z,,,,,,,,,260.0,260.0,80000.0,260.0,260.0,804758.0,1722.0,-884498.0,804758.0,771289.0,29247.0,2500.0,
34217629,2017-12-31,2017-12-31,c722,,http://regnskaber.virk.dk/92671243/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzllLzI3LzcyLzAzN2EtNDJjNy1iNjY5LTllNGQzODE0ODJiNA.pdf,http://regnskaber.virk.dk/92671243/ZG9rdW1lbnRsYWdlcjovLzAzLzU4L2U4L2I3LzJjL2NjNTItNGU4ZC1iOGM1LTU1MjY1NWMzYTc3NQ.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Esbjerg,6700.0,162.0,Kirkegade,"7400, Herning","Industrivej Nord, 15",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-24,2019-06-24,2012-01-17,2019-06-24,statsautoriseret revisor,80000.0,15807776.0,34217629.0,15807776.0,mne33753,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for T&S Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Jespersen-Skree,Thomas Vygg Kristensen,"Partner Revision, statsautoriseret revisionsaktieselskab",T&S Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Esbjerg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2018-12-31,2018-01-01,2019-06-24,Herning,97 12 50 22,RevisionspÃ¥tegning,urn:ofk:oid:27607451,indberetninger-20180424,2.5117154,34217629.0,AWuTsuYfIXJRhhXBLc3_,2019-06-26T12:12:19.551Z,2019-06-26T12:11:42.923Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-17-MJ,2019-06-26T12:11:43.066Z,,,,,,,,,,,,,,,,,,,,,
34217629,2017-12-31,2017-12-31,c743,,http://regnskaber.virk.dk/92671243/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzllLzI3LzcyLzAzN2EtNDJjNy1iNjY5LTllNGQzODE0ODJiNA.pdf,http://regnskaber.virk.dk/92671243/ZG9rdW1lbnRsYWdlcjovLzAzLzU4L2U4L2I3LzJjL2NjNTItNGU4ZC1iOGM1LTU1MjY1NWMzYTc3NQ.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Esbjerg,6700.0,162.0,Kirkegade,"7400, Herning","Industrivej Nord, 15",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-24,2019-06-24,2012-01-17,2019-06-24,statsautoriseret revisor,-884498.0,15807776.0,34217629.0,15807776.0,mne33753,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for T&S Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Jespersen-Skree,Thomas Vygg Kristensen,"Partner Revision, statsautoriseret revisionsaktieselskab",T&S Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Esbjerg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2018-12-31,2018-01-01,2019-06-24,Herning,97 12 50 22,RevisionspÃ¥tegning,urn:ofk:oid:27607451,indberetninger-20180424,2.5117154,34217629.0,AWuTsuYfIXJRhhXBLc3_,2019-06-26T12:12:19.551Z,2019-06-26T12:11:42.923Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-17-MJ,2019-06-26T12:11:43.066Z,,,,,,,,,,,,,,,,,,,,,
34217629,2018-01-01,2018-01-01,c181,,http://regnskaber.virk.dk/92671243/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzllLzI3LzcyLzAzN2EtNDJjNy1iNjY5LTllNGQzODE0ODJiNA.pdf,http://regnskaber.virk.dk/92671243/ZG9rdW1lbnRsYWdlcjovLzAzLzU4L2U4L2I3LzJjL2NjNTItNGU4ZC1iOGM1LTU1MjY1NWMzYTc3NQ.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Esbjerg,6700.0,162.0,Kirkegade,"7400, Herning","Industrivej Nord, 15",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-24,2019-06-24,2012-01-17,2019-06-24,statsautoriseret revisor,80000.0,15807776.0,34217629.0,15807776.0,mne33753,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for T&S Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Jespersen-Skree,Thomas Vygg Kristensen,"Partner Revision, statsautoriseret revisionsaktieselskab",T&S Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Esbjerg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2018-12-31,2018-01-01,2019-06-24,Herning,97 12 50 22,RevisionspÃ¥tegning,urn:ofk:oid:27607451,indberetninger-20180424,2.5117154,34217629.0,AWuTsuYfIXJRhhXBLc3_,2019-06-26T12:12:19.551Z,2019-06-26T12:11:42.923Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-17-MJ,2019-06-26T12:11:43.066Z,,,,,,,,,,,,,,,,,,,,,
34217629,2018-01-01,2018-01-01,c199,,http://regnskaber.virk.dk/92671243/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzllLzI3LzcyLzAzN2EtNDJjNy1iNjY5LTllNGQzODE0ODJiNA.pdf,http://regnskaber.virk.dk/92671243/ZG9rdW1lbnRsYWdlcjovLzAzLzU4L2U4L2I3LzJjL2NjNTItNGU4ZC1iOGM1LTU1MjY1NWMzYTc3NQ.xml,Danmark,Herning,7400.0,15.0,Industrivej Nord,Esbjerg,6700.0,162.0,Kirkegade,"7400, Herning","Industrivej Nord, 15",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-24,2019-06-24,2012-01-17,2019-06-24,statsautoriseret revisor,-884498.0,15807776.0,34217629.0,15807776.0,mne33753,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for T&S Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Ole Jespersen-Skree,Thomas Vygg Kristensen,"Partner Revision, statsautoriseret revisionsaktieselskab",T&S Holding ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Esbjerg,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Esbjerg,2018-12-31,2018-01-01,2019-06-24,Herning,97 12 50 22,RevisionspÃ¥tegning,urn:ofk:oid:27607451,indberetninger-20180424,2.5117154,34217629.0,AWuTsuYfIXJRhhXBLc3_,2019-06-26T12:12:19.551Z,2019-06-26T12:11:42.923Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BR-17-MJ,2019-06-26T12:11:43.066Z,,,,,,,,,,,,,,,,,,,,,
